"Fecha","ALGN.Open","ALGN.High","ALGN.Low","ALGN.Close","ALGN.Volume","ALGN.Adjusted"
2013-12-20,56.6800003051758,57.2099990844727,56.2599983215332,57.0299987792969,937000,57.0299987792969
2013-12-23,57.2099990844727,58.0900001525879,57.0699996948242,58.0400009155273,534400,58.0400009155273
2013-12-24,58.25,58.25,57.3899993896484,57.9599990844727,269100,57.9599990844727
2013-12-26,58.3400001525879,58.5,57.4199981689453,57.7700004577637,495200,57.7700004577637
2013-12-27,57.9900016784668,57.9900016784668,56.7099990844727,57.2000007629395,333700,57.2000007629395
2013-12-30,58.0800018310547,58.3699989318848,56.7999992370605,57.0499992370605,317500,57.0499992370605
2013-12-31,56.9900016784668,57.5,56.7000007629395,57.1399993896484,502600,57.1399993896484
2014-01-02,57.060001373291,57.3699989318848,56.4300003051758,56.9599990844727,437600,56.9599990844727
2014-01-03,57.0200004577637,57.5299987792969,56.6199989318848,57.1699981689453,331300,57.1699981689453
2014-01-06,57.6500015258789,61.0900001525879,57.5,59.9000015258789,2293400,59.9000015258789
2014-01-07,60.6699981689453,62.439998626709,60.5,61.3600006103516,2170400,61.3600006103516
2014-01-08,61.4099998474121,61.75,60.5099983215332,60.7299995422363,970900,60.7299995422363
2014-01-09,60.7200012207031,61.0800018310547,59.4500007629395,60.3400001525879,725400,60.3400001525879
2014-01-10,60.4300003051758,61.439998626709,59.8699989318848,60.7099990844727,568500,60.7099990844727
2014-01-13,61.1800003051758,61.189998626709,58.1699981689453,58.689998626709,938700,58.689998626709
2014-01-14,58.6699981689453,60.4199981689453,57.0299987792969,60.4000015258789,996100,60.4000015258789
2014-01-15,60.6399993896484,62.4300003051758,60.5900001525879,62.2299995422363,1431300,62.2299995422363
2014-01-16,62.0200004577637,63.4799995422363,61.7799987792969,62.1199989318848,1076700,62.1199989318848
2014-01-17,63.9199981689453,64.9300003051758,62.9599990844727,63.9500007629395,1751600,63.9500007629395
2014-01-21,65,65.0999984741211,62.2799987792969,62.6699981689453,1722000,62.6699981689453
2014-01-22,62.4099998474121,63.5800018310547,61.9700012207031,63.2000007629395,1205900,63.2000007629395
2014-01-23,63.1199989318848,63.4199981689453,62.2099990844727,63.4000015258789,10838700,63.4000015258789
2014-01-24,62.8499984741211,63.0999984741211,58.1300010681152,58.8800010681152,2777800,58.8800010681152
2014-01-27,58.8699989318848,58.8800010681152,53.7599983215332,55.4300003051758,3022500,55.4300003051758
2014-01-28,55.6500015258789,57.75,55.5400009155273,57.4700012207031,1840000,57.4700012207031
2014-01-29,57.1800003051758,58.1399993896484,56.1399993896484,57.7400016784668,1521300,57.7400016784668
2014-01-30,58.7400016784668,59.810001373291,58.1599998474121,58.4900016784668,1906600,58.4900016784668
2014-01-31,57.2799987792969,59.7400016784668,55.75,59.4199981689453,2423100,59.4199981689453
2014-02-03,59.0800018310547,59.7200012207031,54.4700012207031,54.9599990844727,1908000,54.9599990844727
2014-02-04,55.0200004577637,55.4900016784668,54.1100006103516,55.2299995422363,1485100,55.2299995422363
2014-02-05,54.7400016784668,55.5099983215332,54.0400009155273,54.6699981689453,930500,54.6699981689453
2014-02-06,54.9900016784668,55.6399993896484,53.8899993896484,54.0099983215332,1220300,54.0099983215332
2014-02-07,54.3600006103516,55.0699996948242,54.1300010681152,55.0099983215332,1384700,55.0099983215332
2014-02-10,55.0999984741211,55.5900001525879,54.5699996948242,54.9900016784668,823200,54.9900016784668
2014-02-11,55.5,56.0999984741211,54.7099990844727,55.189998626709,949400,55.189998626709
2014-02-12,55.0999984741211,55.6399993896484,54.5999984741211,54.9099998474121,574800,54.9099998474121
2014-02-13,54.3800010681152,55.1699981689453,54.0499992370605,54.6599998474121,852000,54.6599998474121
2014-02-14,54.5999984741211,55.2099990844727,54.3499984741211,54.5800018310547,736700,54.5800018310547
2014-02-18,54.4900016784668,55.6599998474121,54.4900016784668,55.3199996948242,930500,55.3199996948242
2014-02-19,54.7000007629395,55.1300010681152,53.560001373291,53.7999992370605,998500,53.7999992370605
2014-02-20,53.6500015258789,54.0400009155273,52.0900001525879,53.5200004577637,1385400,53.5200004577637
2014-02-21,54,54.0900001525879,52.9000015258789,52.9799995422363,1144700,52.9799995422363
2014-02-24,53.8699989318848,54.5800018310547,53.1399993896484,54.310001373291,950900,54.310001373291
2014-02-25,54.0999984741211,54.3499984741211,53.25,53.4599990844727,903400,53.4599990844727
2014-02-26,53.6100006103516,54.1500015258789,52.7900009155273,53.1500015258789,1154300,53.1500015258789
2014-02-27,52.7400016784668,53.4000015258789,52.7400016784668,52.9300003051758,750900,52.9300003051758
2014-02-28,53.0200004577637,53.4900016784668,51.7299995422363,52.3300018310547,827000,52.3300018310547
2014-03-03,53.2900009155273,53.2900009155273,51.7599983215332,52.2999992370605,895700,52.2999992370605
2014-03-04,53.0400009155273,55.5800018310547,52.939998626709,55.1300010681152,1461300,55.1300010681152
2014-03-05,55.1599998474121,55.6399993896484,53.9900016784668,54.0699996948242,844800,54.0699996948242
2014-03-06,54.2799987792969,55.2299995422363,54.2700004577637,54.75,897500,54.75
2014-03-07,55.310001373291,55.3199996948242,53.9099998474121,55.2799987792969,892000,55.2799987792969
2014-03-10,55.25,55.9599990844727,54.8800010681152,55.5999984741211,897700,55.5999984741211
2014-03-11,55.6199989318848,55.9000015258789,54.0200004577637,54.2799987792969,727500,54.2799987792969
2014-03-12,53.689998626709,54.6199989318848,53.0900001525879,54.3199996948242,462400,54.3199996948242
2014-03-13,54.6699981689453,54.7400016784668,51.7700004577637,52.3800010681152,757800,52.3800010681152
2014-03-14,52.25,53.1199989318848,51.7700004577637,52.7400016784668,470000,52.7400016784668
2014-03-17,53,53.7799987792969,52.8899993896484,53.4500007629395,470800,53.4500007629395
2014-03-18,53.5800018310547,55.0400009155273,53.5099983215332,54.7799987792969,682800,54.7799987792969
2014-03-19,55.1300010681152,55.310001373291,53.6100006103516,54.1599998474121,674200,54.1599998474121
2014-03-20,54.0800018310547,54.7900009155273,53.3899993896484,54.7200012207031,573600,54.7200012207031
2014-03-21,54.8400001525879,54.9700012207031,52.9599990844727,53.9199981689453,1361100,53.9199981689453
2014-03-24,53.7900009155273,54,52.0699996948242,52.75,706400,52.75
2014-03-25,53.1599998474121,54.2999992370605,52.3499984741211,52.9099998474121,584600,52.9099998474121
2014-03-26,53.3899993896484,54.0499992370605,52.0299987792969,52.0699996948242,722200,52.0699996948242
2014-03-27,52.1199989318848,53.6599998474121,50.9000015258789,51.4300003051758,1077900,51.4300003051758
2014-03-28,51.5699996948242,52.2200012207031,50.6100006103516,50.7299995422363,610200,50.7299995422363
2014-03-31,51.2299995422363,52.0800018310547,50.3699989318848,51.7900009155273,750600,51.7900009155273
2014-04-01,51.8800010681152,53.7299995422363,51.4599990844727,53.5900001525879,1043500,53.5900001525879
2014-04-02,53.6599998474121,54.75,52.1800003051758,54.2400016784668,744200,54.2400016784668
2014-04-03,54.1800003051758,54.2999992370605,52.7200012207031,53.5900001525879,569300,53.5900001525879
2014-04-04,57.060001373291,57.5,53.9700012207031,54.810001373291,2606600,54.810001373291
2014-04-07,55.4000015258789,55.5900001525879,52.5,52.939998626709,1504300,52.939998626709
2014-04-08,52.9700012207031,53.7200012207031,52.0400009155273,52.3499984741211,951200,52.3499984741211
2014-04-09,52.4700012207031,54.25,52.2599983215332,54.1599998474121,796900,54.1599998474121
2014-04-10,53.9700012207031,54.1500015258789,50.3899993896484,50.6100006103516,759200,50.6100006103516
2014-04-11,50.0299987792969,50.439998626709,48.75,49.3899993896484,1119600,49.3899993896484
2014-04-14,49.689998626709,50.2400016784668,48.4599990844727,49.1500015258789,684200,49.1500015258789
2014-04-15,49.4599990844727,51.1199989318848,49.0099983215332,51.0499992370605,1199800,51.0499992370605
2014-04-16,51.8400001525879,52.6699981689453,51.1300010681152,51.6800003051758,776300,51.6800003051758
2014-04-17,51.4300003051758,53.6100006103516,50.810001373291,53.4000015258789,953000,53.4000015258789
2014-04-21,53.4799995422363,53.7999992370605,52.1199989318848,52.25,1170500,52.25
2014-04-22,52.1100006103516,53.3800010681152,51.7799987792969,52.060001373291,755600,52.060001373291
2014-04-23,51.9099998474121,52.939998626709,51.9099998474121,52.4500007629395,1260500,52.4500007629395
2014-04-24,52.25,52.7999992370605,48.560001373291,50.7999992370605,2825500,50.7999992370605
2014-04-25,50.4099998474121,50.7400016784668,49.7900009155273,50,1352700,50
2014-04-28,50,50.75,48.1300010681152,49.1699981689453,1018400,49.1699981689453
2014-04-29,49.560001373291,50.4700012207031,49.189998626709,50.060001373291,1038400,50.060001373291
2014-04-30,49.810001373291,50.7700004577637,49.4799995422363,50.3899993896484,1070600,50.3899993896484
2014-05-01,50.3499984741211,51.8300018310547,49.6100006103516,51,1160600,51
2014-05-02,51.1500015258789,51.5900001525879,50.3499984741211,50.4300003051758,620900,50.4300003051758
2014-05-05,49.9099998474121,50.5900001525879,49.2200012207031,50.3300018310547,655700,50.3300018310547
2014-05-06,49.9900016784668,50.9500007629395,48.9099998474121,49.0299987792969,847300,49.0299987792969
2014-05-07,49.0499992370605,49.0499992370605,47.2200012207031,48.189998626709,1444300,48.189998626709
2014-05-08,48.1800003051758,49.5299987792969,47.2200012207031,48.0400009155273,925200,48.0400009155273
2014-05-09,47.8699989318848,49.4599990844727,47.5200004577637,49.4500007629395,648800,49.4500007629395
2014-05-12,49.7099990844727,51.5200004577637,49.2200012207031,51.2999992370605,872400,51.2999992370605
2014-05-13,51.0800018310547,51.6500015258789,50.7299995422363,51.0099983215332,695500,51.0099983215332
2014-05-14,50.7099990844727,51.1599998474121,49.9300003051758,50.0900001525879,715300,50.0900001525879
2014-05-15,49.6500015258789,50,48.8800010681152,49.689998626709,538200,49.689998626709
2014-05-16,49.7299995422363,50.3600006103516,49.0699996948242,50.3499984741211,559900,50.3499984741211
2014-05-19,50.0699996948242,51.1599998474121,49.7999992370605,50.7900009155273,804200,50.7900009155273
2014-05-20,50.6300010681152,50.6300010681152,49.5200004577637,50.0400009155273,978600,50.0400009155273
2014-05-21,50.1399993896484,52.9900016784668,49.75,52.7099990844727,1316200,52.7099990844727
2014-05-22,52.5499992370605,53.25,51.9900016784668,52.7200012207031,778500,52.7200012207031
2014-05-23,52.7099990844727,54.3499984741211,52.3199996948242,54.1300010681152,875800,54.1300010681152
2014-05-27,54.7200012207031,54.9900016784668,53.5499992370605,53.689998626709,956000,53.689998626709
2014-05-28,53.5,54.1399993896484,52.5499992370605,53.1800003051758,1004400,53.1800003051758
2014-05-29,53.5999984741211,55.4199981689453,52.8499984741211,55.1199989318848,1456700,55.1199989318848
2014-05-30,54.9900016784668,55.3300018310547,53.7700004577637,54.6100006103516,1290600,54.6100006103516
2014-06-02,54.75,55.2400016784668,54.2299995422363,55.0099983215332,823300,55.0099983215332
2014-06-03,54.25,55.439998626709,53.8699989318848,53.8899993896484,1183900,53.8899993896484
2014-06-04,53.6399993896484,53.6399993896484,52.8899993896484,53.3699989318848,1128000,53.3699989318848
2014-06-05,53.4599990844727,54.0999984741211,52.6699981689453,53.560001373291,614800,53.560001373291
2014-06-06,53.8800010681152,53.8800010681152,52.939998626709,53.3699989318848,804000,53.3699989318848
2014-06-09,53.189998626709,53.7700004577637,52.8300018310547,53.1500015258789,703900,53.1500015258789
2014-06-10,53.1300010681152,53.4700012207031,52.0699996948242,52.4700012207031,644800,52.4700012207031
2014-06-11,51.8499984741211,52.7099990844727,51.5499992370605,51.5999984741211,648100,51.5999984741211
2014-06-12,51.6500015258789,51.8600006103516,50.6699981689453,50.810001373291,826700,50.810001373291
2014-06-13,51.0800018310547,51.0800018310547,50.310001373291,50.7799987792969,728200,50.7799987792969
2014-06-16,50.689998626709,51.189998626709,50.3699989318848,50.9500007629395,745100,50.9500007629395
2014-06-17,50.75,51.9900016784668,50.560001373291,51.060001373291,595500,51.060001373291
2014-06-18,51.0099983215332,51.9199981689453,50.7999992370605,51.8300018310547,562900,51.8300018310547
2014-06-19,52.0299987792969,52.1800003051758,51.7099990844727,52.1599998474121,628900,52.1599998474121
2014-06-20,52.5200004577637,52.6500015258789,52.0800018310547,52.3899993896484,1222500,52.3899993896484
2014-06-23,52.25,52.7400016784668,52.060001373291,52.5099983215332,925900,52.5099983215332
2014-06-24,52.1500015258789,53.1100006103516,52.1500015258789,52.7400016784668,1378600,52.7400016784668
2014-06-25,52.4300003051758,54.1300010681152,52.2000007629395,54.0499992370605,1096200,54.0499992370605
2014-06-26,55.1800003051758,55.1800003051758,54.0800018310547,55.1300010681152,1458800,55.1300010681152
2014-06-27,54.9500007629395,56.6300010681152,54.7799987792969,56.3199996948242,10715600,56.3199996948242
2014-06-30,56.4000015258789,56.75,55.7599983215332,56.0400009155273,1352200,56.0400009155273
2014-07-01,56.3300018310547,57.6300010681152,56.1699981689453,57.3600006103516,1213600,57.3600006103516
2014-07-02,57.3600006103516,57.7900009155273,56.5699996948242,56.7900009155273,873000,56.7900009155273
2014-07-03,56.9099998474121,57.189998626709,56.4199981689453,57.1399993896484,749600,57.1399993896484
2014-07-07,56.9700012207031,57.2299995422363,55.9900016784668,56.1199989318848,678500,56.1199989318848
2014-07-08,56.0499992370605,56.0499992370605,54.5,55.1100006103516,979100,55.1100006103516
2014-07-09,55.2000007629395,55.6300010681152,54.8499984741211,55.060001373291,558900,55.060001373291
2014-07-10,54.2299995422363,55.1599998474121,54.0099983215332,54.4599990844727,881200,54.4599990844727
2014-07-11,54.5699996948242,54.7999992370605,53.4599990844727,54.0900001525879,779900,54.0900001525879
2014-07-14,54.7200012207031,54.7400016784668,54.0999984741211,54.310001373291,391000,54.310001373291
2014-07-15,54.2700004577637,54.439998626709,53.060001373291,53.9099998474121,524500,53.9099998474121
2014-07-16,54.3499984741211,54.4500007629395,53.5,53.9199981689453,590700,53.9199981689453
2014-07-17,53.5999984741211,54.1300010681152,52.1699981689453,52.2599983215332,836600,52.2599983215332
2014-07-18,52.2999992370605,52.6100006103516,51.8600006103516,52.5699996948242,1705200,52.5699996948242
2014-07-21,52.1500015258789,52.3699989318848,51.2900009155273,51.6199989318848,1439200,51.6199989318848
2014-07-22,52,53.1699981689453,51.9599990844727,52.6199989318848,1070300,52.6199989318848
2014-07-23,52.7900009155273,53.2400016784668,52.5099983215332,53.1199989318848,705400,53.1199989318848
2014-07-24,53.2700004577637,53.5200004577637,52.939998626709,53.2299995422363,1024500,53.2299995422363
2014-07-25,55.7700004577637,56.9099998474121,55,56.3600006103516,1804100,56.3600006103516
2014-07-28,56.3600006103516,56.5800018310547,54.6800003051758,54.7200012207031,1156400,54.7200012207031
2014-07-29,54.6599998474121,55.0900001525879,54.0299987792969,54.7200012207031,795200,54.7200012207031
2014-07-30,55.0999984741211,55.8800010681152,54.75,55.5400009155273,862900,55.5400009155273
2014-07-31,55.1100006103516,55.5400009155273,54.2099990844727,54.2099990844727,749000,54.2099990844727
2014-08-01,54,54.1399993896484,53.189998626709,53.4199981689453,871700,53.4199981689453
2014-08-04,53.5,54,53.2000007629395,53.9599990844727,511600,53.9599990844727
2014-08-05,53.7200012207031,54.5400009155273,53.5900001525879,54.1399993896484,609100,54.1399993896484
2014-08-06,53.8300018310547,55.0800018310547,53.7200012207031,54.2599983215332,689300,54.2599983215332
2014-08-07,54.5099983215332,54.7400016784668,53.4799995422363,53.5400009155273,550100,53.5400009155273
2014-08-08,53.7299995422363,54.2799987792969,53.0999984741211,54.1100006103516,571400,54.1100006103516
2014-08-11,54.439998626709,54.4700012207031,53.6699981689453,54.2700004577637,419200,54.2700004577637
2014-08-12,53.9900016784668,54.3800010681152,53.4199981689453,53.7599983215332,423400,53.7599983215332
2014-08-13,53.9900016784668,54.8300018310547,53.810001373291,54.75,433100,54.75
2014-08-14,54.6599998474121,54.9700012207031,54.2099990844727,54.7099990844727,332200,54.7099990844727
2014-08-15,55,55.0699996948242,53.75,54.3499984741211,420900,54.3499984741211
2014-08-18,54.9000015258789,55.0200004577637,54.5900001525879,54.9500007629395,408700,54.9500007629395
2014-08-19,54.810001373291,55.310001373291,54.7200012207031,55.1399993896484,414100,55.1399993896484
2014-08-20,54.8199996948242,55.3499984741211,54.6800003051758,55.0900001525879,272600,55.0900001525879
2014-08-21,55.0999984741211,55.1399993896484,54.25,54.4900016784668,353800,54.4900016784668
2014-08-22,54.3300018310547,54.6599998474121,53.5,54.2900009155273,679900,54.2900009155273
2014-08-25,54.7299995422363,55.439998626709,54.2799987792969,55.2200012207031,497100,55.2200012207031
2014-08-26,55.4900016784668,56.8899993896484,55.0099983215332,56.6100006103516,780600,56.6100006103516
2014-08-27,56.5800018310547,56.5800018310547,55.2900009155273,55.5,450200,55.5
2014-08-28,55.2200012207031,55.2200012207031,54.7200012207031,54.7900009155273,309000,54.7900009155273
2014-08-29,54.8499984741211,54.8499984741211,54.1300010681152,54.4599990844727,431000,54.4599990844727
2014-09-02,54.4599990844727,55.560001373291,54.189998626709,55.5299987792969,597300,55.5299987792969
2014-09-03,55.4700012207031,55.5400009155273,54.8199996948242,55.2900009155273,543500,55.2900009155273
2014-09-04,55.5,55.810001373291,54.9199981689453,55.310001373291,449200,55.310001373291
2014-09-05,55.2299995422363,55.6599998474121,54.7799987792969,55.310001373291,405400,55.310001373291
2014-09-08,55.310001373291,55.6199989318848,55.0099983215332,55.5800018310547,571000,55.5800018310547
2014-09-09,55.5699996948242,55.9099998474121,54.7999992370605,54.9000015258789,990800,54.9000015258789
2014-09-10,54.8199996948242,55.5400009155273,54.8199996948242,55.3199996948242,498500,55.3199996948242
2014-09-11,55.1300010681152,55.5800018310547,55.0200004577637,55.5499992370605,457000,55.5499992370605
2014-09-12,55.3300018310547,55.7099990844727,54.7599983215332,54.9000015258789,384200,54.9000015258789
2014-09-15,54.9099998474121,55.1699981689453,53.6100006103516,53.7799987792969,383500,53.7799987792969
2014-09-16,53.7000007629395,54.2700004577637,53.0400009155273,54.1699981689453,855800,54.1699981689453
2014-09-17,54.25,54.439998626709,53.5,53.9000015258789,312300,53.9000015258789
2014-09-18,54.0900001525879,54.7700004577637,53.7900009155273,54.3699989318848,321200,54.3699989318848
2014-09-19,54.4799995422363,54.9700012207031,54.3699989318848,54.8800010681152,844300,54.8800010681152
2014-09-22,54.5999984741211,54.9700012207031,53.8800010681152,53.939998626709,515500,53.939998626709
2014-09-23,53.6399993896484,53.9199981689453,52.9099998474121,52.9300003051758,320600,52.9300003051758
2014-09-24,53.0400009155273,53.8699989318848,52.7000007629395,53.7999992370605,605300,53.7999992370605
2014-09-25,53.5900001525879,53.9099998474121,52.7599983215332,52.8300018310547,462500,52.8300018310547
2014-09-26,52.9700012207031,53.4199981689453,52.4599990844727,53.189998626709,784100,53.189998626709
2014-09-29,52.5200004577637,53.4300003051758,52.5200004577637,53.1199989318848,561500,53.1199989318848
2014-09-30,53.2299995422363,53.5099983215332,51.6599998474121,51.6800003051758,839100,51.6800003051758
2014-10-01,51.810001373291,51.8600006103516,50,50.0699996948242,1216000,50.0699996948242
2014-10-02,49.939998626709,50.1100006103516,47.6100006103516,48.7999992370605,2388500,48.7999992370605
2014-10-03,48.9500007629395,49.0499992370605,48.0200004577637,48.4900016784668,1741500,48.4900016784668
2014-10-06,48.7599983215332,48.9300003051758,47.8300018310547,47.8600006103516,1292700,47.8600006103516
2014-10-07,47.6399993896484,47.8600006103516,47.0200004577637,47.0299987792969,1019600,47.0299987792969
2014-10-08,46.9199981689453,47.8699989318848,46.5,47.7900009155273,816600,47.7900009155273
2014-10-09,47.5800018310547,47.7700004577637,46.6100006103516,46.6300010681152,917900,46.6300010681152
2014-10-10,46.560001373291,47.0200004577637,45.189998626709,45.2200012207031,1003100,45.2200012207031
2014-10-13,45.1100006103516,46.9599990844727,44.7599983215332,44.9599990844727,884100,44.9599990844727
2014-10-14,45.2099990844727,45.8699989318848,44.1599998474121,44.3699989318848,1132200,44.3699989318848
2014-10-15,43.6800003051758,44.9500007629395,43.2700004577637,44.560001373291,967700,44.560001373291
2014-10-16,44.1199989318848,45.4300003051758,44.0299987792969,45.1599998474121,992600,45.1599998474121
2014-10-17,45.7999992370605,46.0299987792969,45.1199989318848,45.3800010681152,649700,45.3800010681152
2014-10-20,48.3199996948242,48.4799995422363,46.8199996948242,47.5900001525879,926700,47.5900001525879
2014-10-21,47.8699989318848,48.9000015258789,47.8699989318848,48.7999992370605,916300,48.7999992370605
2014-10-22,48.9799995422363,49.0200004577637,47.939998626709,47.9799995422363,629300,47.9799995422363
2014-10-23,48.5999984741211,49.6100006103516,48.2900009155273,49.0400009155273,915100,49.0400009155273
2014-10-24,51.9199981689453,53.2299995422363,50.560001373291,51.5,2244300,51.5
2014-10-27,51.0200004577637,51.4700012207031,50.7900009155273,51.3199996948242,700500,51.3199996948242
2014-10-28,51.3199996948242,52.8300018310547,50.939998626709,52.2099990844727,661600,52.2099990844727
2014-10-29,52.0999984741211,52.4500007629395,51.6500015258789,52.1800003051758,568700,52.1800003051758
2014-10-30,51.9000015258789,52.310001373291,51.2700004577637,51.9500007629395,487300,51.9500007629395
2014-10-31,52.4900016784668,52.8800010681152,52.060001373291,52.6199989318848,577500,52.6199989318848
2014-11-03,52.7700004577637,53.0499992370605,51.7900009155273,51.810001373291,674100,51.810001373291
2014-11-04,51.9500007629395,52.4199981689453,51.7599983215332,52.2299995422363,506800,52.2299995422363
2014-11-05,52.5699996948242,52.9799995422363,51.7099990844727,51.8400001525879,351700,51.8400001525879
2014-11-06,51.810001373291,52.7000007629395,51.6399993896484,52.6300010681152,412200,52.6300010681152
2014-11-07,52.7700004577637,52.7999992370605,52.1399993896484,52.3899993896484,611000,52.3899993896484
2014-11-10,52.6300010681152,53.2099990844727,52.0099983215332,52.3699989318848,585800,52.3699989318848
2014-11-11,52.2799987792969,53.5999984741211,52.0099983215332,53.5699996948242,534500,53.5699996948242
2014-11-12,53.1100006103516,54.9099998474121,53.1100006103516,54.8600006103516,920000,54.8600006103516
2014-11-13,54.810001373291,54.9500007629395,54.2700004577637,54.7099990844727,1042000,54.7099990844727
2014-11-14,54.6199989318848,54.9199981689453,54.0800018310547,54.2700004577637,319700,54.2700004577637
2014-11-17,54.3699989318848,54.9099998474121,54.0699996948242,54.25,402700,54.25
2014-11-18,54.4000015258789,55.1100006103516,54.1100006103516,54.7599983215332,395700,54.7599983215332
2014-11-19,54.5800018310547,54.5800018310547,53.8899993896484,54.4199981689453,374600,54.4199981689453
2014-11-20,54.0099983215332,55.1300010681152,53.6599998474121,55.1300010681152,423000,55.1300010681152
2014-11-21,55.6599998474121,56.0099983215332,55.1800003051758,55.6599998474121,580200,55.6599998474121
2014-11-24,55.6399993896484,57.0200004577637,55.5499992370605,56.9799995422363,593900,56.9799995422363
2014-11-25,57.5400009155273,57.7099990844727,56.5800018310547,57.2999992370605,1038400,57.2999992370605
2014-11-26,56.9500007629395,57.3800010681152,56.8499984741211,57.3400001525879,867600,57.3400001525879
2014-11-28,57.3400001525879,57.5800018310547,56.7599983215332,56.9000015258789,646600,56.9000015258789
2014-12-01,56.7400016784668,56.810001373291,55.8400001525879,55.8499984741211,647100,55.8499984741211
2014-12-02,56,57.1300010681152,55.7599983215332,57,505000,57
2014-12-03,57.3899993896484,57.3899993896484,55.9599990844727,56.3199996948242,938200,56.3199996948242
2014-12-04,56.3899993896484,56.7400016784668,56,56.3300018310547,658100,56.3300018310547
2014-12-05,56.2999992370605,56.8699989318848,56.1100006103516,56.7900009155273,467900,56.7900009155273
2014-12-08,56.5999984741211,57.3499984741211,56.5999984741211,56.8400001525879,619800,56.8400001525879
2014-12-09,56,57.7200012207031,55.560001373291,57.6300010681152,532200,57.6300010681152
2014-12-10,57.5200004577637,57.7000007629395,56.5099983215332,56.5699996948242,692200,56.5699996948242
2014-12-11,56.9599990844727,57.6699981689453,56.439998626709,56.4599990844727,460900,56.4599990844727
2014-12-12,55.9000015258789,56.75,55.5800018310547,55.7299995422363,446900,55.7299995422363
2014-12-15,56.0699996948242,56.1100006103516,54.9900016784668,55.4099998474121,539000,55.4099998474121
2014-12-16,55.689998626709,56.1300010681152,54.8699989318848,55.0800018310547,423400,55.0800018310547
2014-12-17,54.8400001525879,55.5699996948242,54.0099983215332,55.4500007629395,639500,55.4500007629395
2014-12-18,56.439998626709,56.6399993896484,55.5499992370605,56.0999984741211,494800,56.0999984741211
2014-12-19,56.2700004577637,57.2099990844727,55.8899993896484,56.8300018310547,736400,56.8300018310547
