"Fecha","MTD.Open","MTD.High","MTD.Low","MTD.Close","MTD.Volume","MTD.Adjusted"
2013-12-16,242.429992675781,244.369995117188,242.139999389648,242.529998779297,68900,242.529998779297
2013-12-17,242.759994506836,242.759994506836,240.009994506836,241.690002441406,100100,241.690002441406
2013-12-18,242.419998168945,245.639999389648,240.720001220703,245.259994506836,161100,245.259994506836
2013-12-19,245.089996337891,245.089996337891,239.789993286133,240.720001220703,324400,240.720001220703
2013-12-20,240.699996948242,241.960006713867,239.940002441406,241.070007324219,320200,241.070007324219
2013-12-23,242.649993896484,243.800003051758,242.440002441406,243.080001831055,163000,243.080001831055
2013-12-24,243.789993286133,243.789993286133,242.100006103516,242.850006103516,65000,242.850006103516
2013-12-26,243.610000610352,243.610000610352,242.330001831055,242.889999389648,71800,242.889999389648
2013-12-27,242.720001220703,244.990005493164,242.720001220703,244.009994506836,71300,244.009994506836
2013-12-30,243.75,245.550003051758,241.720001220703,241.800003051758,112800,241.800003051758
2013-12-31,242.449996948242,243.289993286133,242.080001831055,242.589996337891,113200,242.589996337891
2014-01-02,241.089996337891,243.190002441406,239.919998168945,241.529998779297,154400,241.529998779297
2014-01-03,241.169998168945,243.880004882812,239.029998779297,242.710006713867,149900,242.710006713867
2014-01-06,243.169998168945,244.779998779297,241.149993896484,242.419998168945,183600,242.419998168945
2014-01-07,243.710006713867,248.919998168945,243.259994506836,248.360000610352,189000,248.360000610352
2014-01-08,247.940002441406,249.770004272461,246.779998779297,249.669998168945,151200,249.669998168945
2014-01-09,250.050003051758,251.220001220703,248.589996337891,249.5,161300,249.5
2014-01-10,249.940002441406,250.529998779297,247.850006103516,249.990005493164,89000,249.990005493164
2014-01-13,248.910003662109,250.639999389648,245.949996948242,247.270004272461,80100,247.270004272461
2014-01-14,248.550003051758,252.539993286133,245.880004882812,252.449996948242,124300,252.449996948242
2014-01-15,252.190002441406,254.029998779297,249.740005493164,253.199996948242,135800,253.199996948242
2014-01-16,252.490005493164,254.729995727539,251.830001831055,254.070007324219,68100,254.070007324219
2014-01-17,252.919998168945,255.25,251.699996948242,254.289993286133,80700,254.289993286133
2014-01-21,254.759994506836,256,252.789993286133,255.729995727539,67500,255.729995727539
2014-01-22,256.070007324219,256.980010986328,254.470001220703,255.850006103516,62800,255.850006103516
2014-01-23,255.589996337891,256.940002441406,251.589996337891,253.589996337891,137600,253.589996337891
2014-01-24,251.630004882812,251.630004882812,243.089996337891,243.440002441406,235800,243.440002441406
2014-01-27,243.679992675781,243.679992675781,240.149993896484,241.619995117188,174300,241.619995117188
2014-01-28,242.050003051758,248.740005493164,241.880004882812,248.630004882812,264800,248.630004882812
2014-01-29,245.860000610352,249.960006713867,244,244.669998168945,191700,244.669998168945
2014-01-30,249.210006713867,249.619995117188,246.050003051758,249.429992675781,160300,249.429992675781
2014-01-31,243.029998779297,247.960006713867,243.029998779297,246.300003051758,139600,246.300003051758
2014-02-03,246.360000610352,247.850006103516,234.339996337891,234.710006713867,354600,234.710006713867
2014-02-04,236.630004882812,238.899993896484,235.229995727539,237.809997558594,500100,237.809997558594
2014-02-05,238.809997558594,238.809997558594,235.199996948242,235.869995117188,337100,235.869995117188
2014-02-06,242.199996948242,254.960006713867,242.199996948242,254,503100,254
2014-02-07,254,258.309997558594,250.669998168945,255.240005493164,237000,255.240005493164
2014-02-10,254.470001220703,255.789993286133,252.910003662109,254.440002441406,190400,254.440002441406
2014-02-11,254.240005493164,255.509994506836,251.869995117188,254.330001831055,183000,254.330001831055
2014-02-12,254,255.259994506836,249.800003051758,251.949996948242,215200,251.949996948242
2014-02-13,250.729995727539,252.720001220703,250.009994506836,251.919998168945,171900,251.919998168945
2014-02-14,251.029998779297,252.779998779297,248.5,249.639999389648,209300,249.639999389648
2014-02-18,249.490005493164,250.369995117188,246.699996948242,247.009994506836,245500,247.009994506836
2014-02-19,246.589996337891,248.039993286133,243.649993896484,243.800003051758,151700,243.800003051758
2014-02-20,244.869995117188,246.059997558594,243.710006713867,245.039993286133,266500,245.039993286133
2014-02-21,245.139999389648,245.639999389648,243.139999389648,243.179992675781,165000,243.179992675781
2014-02-24,244.399993896484,246.559997558594,244.020004272461,245.889999389648,375400,245.889999389648
2014-02-25,246.589996337891,246.979995727539,244.779998779297,246.169998168945,195400,246.169998168945
2014-02-26,248,249.380004882812,245.050003051758,248.050003051758,179700,248.050003051758
2014-02-27,247.089996337891,248.470001220703,246.509994506836,247.279998779297,129700,247.279998779297
2014-02-28,247.070007324219,248,244.630004882812,245.759994506836,174300,245.759994506836
2014-03-03,245.619995117188,245.929992675781,240.270004272461,241.080001831055,182800,241.080001831055
2014-03-04,244.75,245.699996948242,243.449996948242,245.070007324219,162700,245.070007324219
2014-03-05,245.199996948242,246.330001831055,243.570007324219,243.600006103516,167800,243.600006103516
2014-03-06,244.940002441406,245.539993286133,243.25,244.580001831055,95200,244.580001831055
2014-03-07,246.289993286133,246.300003051758,244.369995117188,245.589996337891,99600,245.589996337891
2014-03-10,245.589996337891,247.080001831055,242.5,244.479995727539,102000,244.479995727539
2014-03-11,244.639999389648,245.210006713867,241.589996337891,243.270004272461,114600,243.270004272461
2014-03-12,241.809997558594,243.940002441406,240.369995117188,243.720001220703,121300,243.720001220703
2014-03-13,244.720001220703,245.330001831055,238.600006103516,238.919998168945,129300,238.919998168945
2014-03-14,238.919998168945,239.619995117188,236.279998779297,236.559997558594,142600,236.559997558594
2014-03-17,238.169998168945,240.289993286133,237.339996337891,238.75,129500,238.75
2014-03-18,238.809997558594,242.110000610352,237.869995117188,241.240005493164,106400,241.240005493164
2014-03-19,241,242.899993896484,236.210006713867,236.970001220703,97000,236.970001220703
2014-03-20,236.630004882812,238.880004882812,236.630004882812,238.399993896484,55900,238.399993896484
2014-03-21,239.080001831055,239.080001831055,235.270004272461,235.570007324219,192100,235.570007324219
2014-03-24,236.570007324219,236.570007324219,229.059997558594,232.119995117188,220300,232.119995117188
2014-03-25,233.380004882812,235.190002441406,232.059997558594,233.699996948242,237100,233.699996948242
2014-03-26,235.529998779297,235.770004272461,232.919998168945,233.220001220703,168600,233.220001220703
2014-03-27,233.800003051758,234.240005493164,230.570007324219,231.190002441406,91500,231.190002441406
2014-03-28,232.610000610352,235.360000610352,231.619995117188,232.080001831055,147500,232.080001831055
2014-03-31,233.429992675781,236.289993286133,231.860000610352,235.679992675781,257200,235.679992675781
2014-04-01,236.029998779297,238.619995117188,234.5,238.279998779297,204200,238.279998779297
2014-04-02,239.070007324219,242.289993286133,237.869995117188,240.169998168945,167100,240.169998168945
2014-04-03,240.600006103516,242.699996948242,239.149993896484,240.039993286133,112400,240.039993286133
2014-04-04,241.830001831055,243.490005493164,234.25,235.089996337891,106900,235.089996337891
2014-04-07,234.649993896484,235.539993286133,227.949996948242,229.220001220703,142200,229.220001220703
2014-04-08,229.300003051758,233.009994506836,228.089996337891,232.429992675781,151000,232.429992675781
2014-04-09,234.070007324219,235.130004882812,229.839996337891,233.240005493164,201800,233.240005493164
2014-04-10,232.809997558594,232.809997558594,224.369995117188,224.369995117188,287900,224.369995117188
2014-04-11,223.5,226.600006103516,223.210006713867,223.800003051758,164200,223.800003051758
2014-04-14,225.550003051758,227.990005493164,223.169998168945,224.869995117188,153200,224.869995117188
2014-04-15,225.270004272461,226.75,221,224.990005493164,212500,224.990005493164
2014-04-16,226.889999389648,229.649993896484,226.490005493164,228.850006103516,169100,228.850006103516
2014-04-17,229.029998779297,235.289993286133,228.25,233.5,261300,233.5
2014-04-21,233.669998168945,234.960006713867,231.929992675781,233.850006103516,85700,233.850006103516
2014-04-22,234.070007324219,237.039993286133,234.070007324219,234.240005493164,131200,234.240005493164
2014-04-23,234.199996948242,235.880004882812,232.139999389648,234.300003051758,124000,234.300003051758
2014-04-24,235.660003662109,236.970001220703,231.570007324219,234.100006103516,98700,234.100006103516
2014-04-25,233.929992675781,234.940002441406,229.460006713867,229.990005493164,84000,229.990005493164
2014-04-28,231.330001831055,231.570007324219,226.860000610352,230.470001220703,257700,230.470001220703
2014-04-29,230,230.25,227.270004272461,228.289993286133,146700,228.289993286133
2014-04-30,228.270004272461,233.600006103516,227.669998168945,233.119995117188,189800,233.119995117188
2014-05-01,233.490005493164,236.990005493164,231.919998168945,233.149993896484,114900,233.149993896484
2014-05-02,232.759994506836,236.130004882812,231.839996337891,235.300003051758,140800,235.300003051758
2014-05-05,233.399993896484,238.410003662109,231.5,237.729995727539,213500,237.729995727539
2014-05-06,236.830001831055,238.259994506836,235.139999389648,235.820007324219,257400,235.820007324219
2014-05-07,236.089996337891,237.240005493164,231.979995727539,236.610000610352,246700,236.610000610352
2014-05-08,236.610000610352,241.410003662109,235.389999389648,235.850006103516,241100,235.850006103516
2014-05-09,234.460006713867,244.470001220703,232.580001831055,241.789993286133,247500,241.789993286133
2014-05-12,241,244.029998779297,238.5,241.479995727539,200500,241.479995727539
2014-05-13,242.100006103516,243.100006103516,240.300003051758,240.919998168945,108900,240.919998168945
2014-05-14,240.979995727539,241.5,239.800003051758,240.509994506836,204400,240.509994506836
2014-05-15,240.470001220703,242.199996948242,238.740005493164,241.639999389648,271200,241.639999389648
2014-05-16,240.970001220703,245.789993286133,240.960006713867,245.259994506836,217900,245.259994506836
2014-05-19,244.529998779297,245,242.720001220703,243.889999389648,167700,243.889999389648
2014-05-20,242.979995727539,244.789993286133,241.080001831055,241.850006103516,169100,241.850006103516
2014-05-21,243.240005493164,244.990005493164,241.360000610352,242.259994506836,85800,242.259994506836
2014-05-22,242.669998168945,244.759994506836,241.509994506836,243,73200,243
2014-05-23,243.169998168945,245.350006103516,242.089996337891,245.139999389648,78900,245.139999389648
2014-05-27,246.809997558594,247.660003662109,244.039993286133,244.970001220703,101000,244.970001220703
2014-05-28,244.729995727539,246.649993896484,244.509994506836,245.289993286133,105600,245.289993286133
2014-05-29,245.199996948242,247.160003662109,244.279998779297,245.660003662109,120400,245.660003662109
2014-05-30,245.449996948242,246.589996337891,244.350006103516,245.020004272461,174000,245.020004272461
2014-06-02,245.270004272461,247.619995117188,244.020004272461,246.509994506836,135400,246.509994506836
2014-06-03,245.410003662109,246.940002441406,244.160003662109,244.619995117188,195300,244.619995117188
2014-06-04,244.330001831055,245.550003051758,243.059997558594,244.600006103516,161800,244.600006103516
2014-06-05,244.699996948242,249.589996337891,244.699996948242,249.309997558594,1e+05,249.309997558594
2014-06-06,249.320007324219,250.520004272461,248.720001220703,250.199996948242,108400,250.199996948242
2014-06-09,249.429992675781,253.130004882812,249.429992675781,251.449996948242,105700,251.449996948242
2014-06-10,250.470001220703,251.220001220703,248.410003662109,248.619995117188,134800,248.619995117188
2014-06-11,247.869995117188,249.089996337891,245.919998168945,246.910003662109,170500,246.910003662109
2014-06-12,246.710006713867,248.259994506836,244.440002441406,245.339996337891,155800,245.339996337891
2014-06-13,246.410003662109,248.070007324219,245.009994506836,247.350006103516,89500,247.350006103516
2014-06-16,247.070007324219,248.389999389648,244,245.399993896484,97600,245.399993896484
2014-06-17,245,249.320007324219,243.770004272461,247.009994506836,145600,247.009994506836
2014-06-18,247.029998779297,248.190002441406,245.880004882812,247.669998168945,92700,247.669998168945
2014-06-19,248.490005493164,249.410003662109,246.210006713867,246.990005493164,99500,246.990005493164
2014-06-20,247.929992675781,252.759994506836,247.929992675781,250.240005493164,224600,250.240005493164
2014-06-23,250.690002441406,251.990005493164,250.179992675781,251.050003051758,110600,251.050003051758
2014-06-24,250.039993286133,251.649993896484,247.509994506836,247.669998168945,142000,247.669998168945
2014-06-25,247.600006103516,249.580001831055,245.949996948242,248.550003051758,74700,248.550003051758
2014-06-26,248.899993896484,249.470001220703,245.610000610352,248.899993896484,75700,248.899993896484
2014-06-27,248.889999389648,253.360000610352,248.220001220703,251.350006103516,179400,251.350006103516
2014-06-30,250.949996948242,253.339996337891,250.25,253.179992675781,135200,253.179992675781
2014-07-01,254.330001831055,258.190002441406,253.919998168945,257.010009765625,242500,257.010009765625
2014-07-02,256.619995117188,257.299987792969,254.809997558594,255.039993286133,115500,255.039993286133
2014-07-03,255.210006713867,258.049987792969,255.210006713867,256.739990234375,48600,256.739990234375
2014-07-07,256.679992675781,256.679992675781,253.410003662109,255.300003051758,100200,255.300003051758
2014-07-08,254.289993286133,254.539993286133,251.779998779297,254.169998168945,93100,254.169998168945
2014-07-09,254.550003051758,254.550003051758,251.839996337891,252.839996337891,99800,252.839996337891
2014-07-10,249.279998779297,251.559997558594,248.679992675781,250.539993286133,87100,250.539993286133
2014-07-11,250.830001831055,252.169998168945,249.240005493164,251.279998779297,82900,251.279998779297
2014-07-14,253.350006103516,253.389999389648,251.360000610352,252.460006713867,75800,252.460006713867
2014-07-15,252.550003051758,253.460006713867,250.089996337891,252.619995117188,74200,252.619995117188
2014-07-16,253.479995727539,253.929992675781,250.089996337891,253.619995117188,166100,253.619995117188
2014-07-17,251.820007324219,253.259994506836,249.600006103516,249.990005493164,102700,249.990005493164
2014-07-18,251.330001831055,255.009994506836,251.009994506836,254.619995117188,82900,254.619995117188
2014-07-21,253.229995727539,255.440002441406,252.360000610352,254.740005493164,164400,254.740005493164
2014-07-22,255.419998168945,262.329986572266,255.149993896484,262.25,224100,262.25
2014-07-23,265.679992675781,267.220001220703,258.010009765625,259.010009765625,144400,259.010009765625
2014-07-24,260.589996337891,260.829986572266,257.899993896484,259.790008544922,154400,259.790008544922
2014-07-25,255.679992675781,265.839996337891,251.25,263.549987792969,289900,263.549987792969
2014-07-28,263.339996337891,264.029998779297,259.470001220703,261.390014648438,151300,261.390014648438
2014-07-29,261.369995117188,262.350006103516,258.980010986328,259.269989013672,159400,259.269989013672
2014-07-30,260.940002441406,261.809997558594,258.700012207031,261.779998779297,125600,261.779998779297
2014-07-31,259.290008544922,260.709991455078,255.020004272461,257.140014648438,119700,257.140014648438
2014-08-01,256.970001220703,257.260009765625,253.160003662109,255.759994506836,185900,255.759994506836
2014-08-04,256.589996337891,258.170013427734,253.029998779297,257.660003662109,149200,257.660003662109
2014-08-05,256.399993896484,259.470001220703,256.399993896484,258.019989013672,99300,258.019989013672
2014-08-06,256.609985351562,259.440002441406,256.609985351562,257.220001220703,146800,257.220001220703
2014-08-07,258.170013427734,259.390014648438,256.399993896484,257.450012207031,120900,257.450012207031
2014-08-08,257.609985351562,260.989990234375,256.850006103516,260.119995117188,99100,260.119995117188
2014-08-11,261.989990234375,263.010009765625,258.649993896484,259.820007324219,130600,259.820007324219
2014-08-12,259.040008544922,260.790008544922,257.559997558594,259.049987792969,108800,259.049987792969
2014-08-13,259.970001220703,264.179992675781,259.510009765625,264.010009765625,139100,264.010009765625
2014-08-14,263.980010986328,266.640014648438,262.739990234375,265.799987792969,124500,265.799987792969
2014-08-15,267,268.730010986328,265.019989013672,266.359985351562,118800,266.359985351562
2014-08-18,267.880004882812,270.670013427734,266.989990234375,269.359985351562,195900,269.359985351562
2014-08-19,270.450012207031,270.450012207031,268.570007324219,269.600006103516,150900,269.600006103516
2014-08-20,268.480010986328,271.059997558594,267.859985351562,270.799987792969,79400,270.799987792969
2014-08-21,271.619995117188,272.239990234375,269.739990234375,271.649993896484,120800,271.649993896484
2014-08-22,271.970001220703,273.320007324219,269.140014648438,269.470001220703,94800,269.470001220703
2014-08-25,270.489990234375,272.5,269.820007324219,270.640014648438,62400,270.640014648438
2014-08-26,271.899993896484,272.239990234375,270.239990234375,271.420013427734,72000,271.420013427734
2014-08-27,272.239990234375,272.239990234375,269.739990234375,270.549987792969,71400,270.549987792969
2014-08-28,269.959991455078,271.850006103516,269.410003662109,270.440002441406,53800,270.440002441406
2014-08-29,271.619995117188,271.619995117188,269.649993896484,270.480010986328,66700,270.480010986328
2014-09-02,270.079986572266,274.359985351562,269.929992675781,272.779998779297,142400,272.779998779297
2014-09-03,272.899993896484,274.480010986328,271.890014648438,272.839996337891,105900,272.839996337891
2014-09-04,272.829986572266,274.420013427734,270.390014648438,271.220001220703,121000,271.220001220703
2014-09-05,270.910003662109,272.579986572266,269.239990234375,272.279998779297,88500,272.279998779297
2014-09-08,272.160003662109,273.179992675781,269.769989013672,270.709991455078,140900,270.709991455078
2014-09-09,270.910003662109,270.910003662109,267.609985351562,267.869995117188,83000,267.869995117188
2014-09-10,269.359985351562,269.359985351562,265.410003662109,267.910003662109,127800,267.910003662109
2014-09-11,266.709991455078,271.549987792969,266.709991455078,270.149993896484,114500,270.149993896484
2014-09-12,270.100006103516,271.75,267.630004882812,269.119995117188,102700,269.119995117188
2014-09-15,269.570007324219,269.570007324219,266.700012207031,267.510009765625,68400,267.510009765625
2014-09-16,267.579986572266,269.540008544922,265.279998779297,267.859985351562,178800,267.859985351562
2014-09-17,267.890014648438,268.859985351562,265.760009765625,267.190002441406,68300,267.190002441406
2014-09-18,267.440002441406,269.170013427734,266.450012207031,268.040008544922,57100,268.040008544922
2014-09-19,268.570007324219,270.410003662109,264.630004882812,265.359985351562,175100,265.359985351562
2014-09-22,265.399993896484,265.690002441406,261.309997558594,262.269989013672,145300,262.269989013672
2014-09-23,262.100006103516,262.200012207031,259.260009765625,259.410003662109,147800,259.410003662109
2014-09-24,259.850006103516,262.980010986328,257.989990234375,262.170013427734,114600,262.170013427734
2014-09-25,260.809997558594,261.769989013672,257.559997558594,258.679992675781,128400,258.679992675781
2014-09-26,258.950012207031,260.029998779297,257.019989013672,258.339996337891,124600,258.339996337891
2014-09-29,254.759994506836,258.380004882812,254.759994506836,257.359985351562,102700,257.359985351562
2014-09-30,256.559997558594,258.140014648438,255.020004272461,256.130004882812,159300,256.130004882812
2014-10-01,256.690002441406,257.399993896484,251.429992675781,251.789993286133,216600,251.789993286133
2014-10-02,251.990005493164,253.660003662109,249.089996337891,251.419998168945,167200,251.419998168945
2014-10-03,252.75,254.050003051758,251.559997558594,252.339996337891,118400,252.339996337891
2014-10-06,253.960006713867,254.490005493164,251.940002441406,253.589996337891,107900,253.589996337891
2014-10-07,252.039993286133,252.979995727539,248.470001220703,248.520004272461,76700,248.520004272461
2014-10-08,248.770004272461,252.940002441406,246.320007324219,252.610000610352,98800,252.610000610352
2014-10-09,251.660003662109,252.529998779297,246.309997558594,247.259994506836,128400,247.259994506836
2014-10-10,247.960006713867,248.470001220703,239.839996337891,240.270004272461,165200,240.270004272461
2014-10-13,240.600006103516,242.309997558594,236.169998168945,236.649993896484,129300,236.649993896484
2014-10-14,237.259994506836,239.690002441406,236.020004272461,236.419998168945,134600,236.419998168945
2014-10-15,232.630004882812,235.869995117188,229.600006103516,233.850006103516,253900,233.850006103516
2014-10-16,228.899993896484,237.850006103516,228.300003051758,236.639999389648,212100,236.639999389648
2014-10-17,240,242.119995117188,239.860000610352,240.919998168945,79900,240.919998168945
2014-10-20,240.029998779297,241.929992675781,237.179992675781,241.649993896484,120300,241.649993896484
2014-10-21,244.949996948242,250.600006103516,244.509994506836,250.580001831055,118700,250.580001831055
2014-10-22,250,250.169998168945,244.729995727539,245.240005493164,132000,245.240005493164
2014-10-23,248.529998779297,251.460006713867,246.740005493164,250.289993286133,62100,250.289993286133
2014-10-24,250.889999389648,253.360000610352,248.960006713867,252,83900,252
2014-10-27,251.899993896484,253.669998168945,250.080001831055,253.199996948242,87000,253.199996948242
2014-10-28,254.839996337891,257.070007324219,253.009994506836,256.929992675781,69100,256.929992675781
2014-10-29,256.899993896484,257.119995117188,253,255.630004882812,100100,255.630004882812
2014-10-30,254.75,258.799987792969,254.039993286133,257.899993896484,96500,257.899993896484
2014-10-31,261.059997558594,262.130004882812,257.170013427734,258.470001220703,136600,258.470001220703
2014-11-03,258.369995117188,261.660003662109,257.709991455078,259.630004882812,170900,259.630004882812
2014-11-04,259.700012207031,261.329986572266,257.820007324219,259.809997558594,77100,259.809997558594
2014-11-05,260.820007324219,261.5,258.820007324219,259.790008544922,130800,259.790008544922
2014-11-06,259.730010986328,263.980010986328,258.739990234375,263.619995117188,172900,263.619995117188
2014-11-07,272,278.079986572266,269.260009765625,277.690002441406,218600,277.690002441406
2014-11-10,277.5,280.760009765625,276.049987792969,280.279998779297,277200,280.279998779297
2014-11-11,280.410003662109,288.559997558594,279.079986572266,287.029998779297,273700,287.029998779297
2014-11-12,285.410003662109,287.679992675781,283.079986572266,284.700012207031,154400,284.700012207031
2014-11-13,285.440002441406,290.929992675781,284.989990234375,290.029998779297,229000,290.029998779297
2014-11-14,289.640014648438,290.649993896484,285.579986572266,288.269989013672,137700,288.269989013672
2014-11-17,289.630004882812,293.029998779297,287.619995117188,288.970001220703,208200,288.970001220703
2014-11-18,288.25,293.670013427734,288.25,291.649993896484,198800,291.649993896484
2014-11-19,291.470001220703,293.309997558594,290.579986572266,292.410003662109,96900,292.410003662109
2014-11-20,290.299987792969,293.459991455078,290.299987792969,292.510009765625,110200,292.510009765625
2014-11-21,294.399993896484,295.829986572266,292.799987792969,293.540008544922,114700,293.540008544922
2014-11-24,293.619995117188,297.350006103516,293.619995117188,296.890014648438,152100,296.890014648438
2014-11-25,298.829986572266,300.309997558594,295.5,295.929992675781,150300,295.929992675781
2014-11-26,296.359985351562,296.670013427734,292.630004882812,294.079986572266,129400,294.079986572266
2014-11-28,292.529998779297,295.290008544922,292.209991455078,293.260009765625,67400,293.260009765625
2014-12-01,291.299987792969,294.470001220703,290.209991455078,292.040008544922,174300,292.040008544922
2014-12-02,292.809997558594,296.480010986328,292.809997558594,294.790008544922,138300,294.790008544922
2014-12-03,293.570007324219,298.649993896484,293,298.429992675781,91400,298.429992675781
2014-12-04,298.859985351562,300.329986572266,296.910003662109,298.109985351562,157800,298.109985351562
2014-12-05,298.029998779297,299.260009765625,294.160003662109,295.700012207031,169400,295.700012207031
2014-12-08,294.390014648438,298.390014648438,291.549987792969,292,155700,292
2014-12-09,288.579986572266,293.209991455078,288.579986572266,292.679992675781,208300,292.679992675781
2014-12-10,292.220001220703,293.769989013672,285.619995117188,286.649993896484,191000,286.649993896484
2014-12-11,290.070007324219,294.399993896484,288.220001220703,290.339996337891,129600,290.339996337891
2014-12-12,288.109985351562,291.579986572266,287.239990234375,287.700012207031,97100,287.700012207031
2014-12-15,289.25,290.660003662109,278.459991455078,281.130004882812,215900,281.130004882812
2014-12-16,279.149993896484,283.690002441406,279.010009765625,279.170013427734,134000,279.170013427734
2014-12-17,279.730010986328,290.510009765625,278.679992675781,290.149993896484,242200,290.149993896484
2014-12-18,288.5,296.059997558594,288.5,295.820007324219,135500,295.820007324219
2014-12-19,295.730010986328,301.549987792969,294.260009765625,300.359985351562,263900,300.359985351562
2014-12-22,301.309997558594,301.880004882812,296.920013427734,301.140014648438,112800,301.140014648438
2014-12-23,303.890014648438,303.980010986328,299.970001220703,301.049987792969,135200,301.049987792969
2014-12-24,302.230010986328,304.239990234375,301.239990234375,302.880004882812,40900,302.880004882812
2014-12-26,303.140014648438,305.609985351562,302.989990234375,304.329986572266,54200,304.329986572266
2014-12-29,303.480010986328,306.920013427734,302.989990234375,305.890014648438,67800,305.890014648438
2014-12-30,305.200012207031,306.910003662109,303.769989013672,305.440002441406,60400,305.440002441406
2014-12-31,305.269989013672,308.670013427734,302.399993896484,302.459991455078,108900,302.459991455078
2015-01-02,303.200012207031,306.910003662109,299.070007324219,301.950012207031,64600,301.950012207031
2015-01-05,299.609985351562,300.739990234375,294.619995117188,295.450012207031,99500,295.450012207031
2015-01-06,295.119995117188,297.730010986328,288.940002441406,291.119995117188,145200,291.119995117188
2015-01-07,295.390014648438,296.619995117188,293.519989013672,296.489990234375,145500,296.489990234375
2015-01-08,299.959991455078,303.839996337891,298.589996337891,300.720001220703,124200,300.720001220703
2015-01-09,301.679992675781,302.700012207031,297.859985351562,299.279998779297,65500,299.279998779297
2015-01-12,299.670013427734,299.670013427734,294.75,296.320007324219,86900,296.320007324219
2015-01-13,298.260009765625,303.459991455078,292.980010986328,296.640014648438,87900,296.640014648438
2015-01-14,293.820007324219,298.190002441406,291.959991455078,297.190002441406,83300,297.190002441406
2015-01-15,297.25,297.25,286.350006103516,289.089996337891,273300,289.089996337891
2015-01-16,287.950012207031,292.519989013672,287.890014648438,292,203700,292
2015-01-20,293.859985351562,296,289.589996337891,294.549987792969,153300,294.549987792969
2015-01-21,295.109985351562,297.429992675781,293.070007324219,295.769989013672,100800,295.769989013672
2015-01-22,298.019989013672,307.649993896484,294.369995117188,304.769989013672,154200,304.769989013672
2015-01-23,304.559997558594,305.380004882812,302.390014648438,303.049987792969,118300,303.049987792969
2015-01-26,301.619995117188,303.980010986328,298.890014648438,303.5,117900,303.5
2015-01-27,299.989990234375,301.809997558594,296.369995117188,298.5,131600,298.5
2015-01-28,300.75,306.359985351562,298.920013427734,299.769989013672,125800,299.769989013672
2015-01-29,299.209991455078,306.609985351562,296.489990234375,305.559997558594,150000,305.559997558594
2015-01-30,304.220001220703,305.989990234375,299.230010986328,303.950012207031,187800,303.950012207031
2015-02-02,304.929992675781,308.149993896484,300.809997558594,307.079986572266,256000,307.079986572266
2015-02-03,308.299987792969,312.209991455078,306.059997558594,311.290008544922,192100,311.290008544922
