"Fecha","LMT.Open","LMT.High","LMT.Low","LMT.Close","LMT.Volume","LMT.Adjusted"
2013-12-12,137.220001220703,138.679992675781,137.220001220703,137.979995727539,1193900,105.638748168945
2013-12-13,138.639999389648,139.199996948242,138.199996948242,139.029998779297,1017100,106.442687988281
2013-12-16,139.130004882812,140.410003662109,139.029998779297,140.050003051758,1270700,107.223602294922
2013-12-17,140.460006713867,140.990005493164,139.860000610352,140.850006103516,1161700,107.836067199707
2013-12-18,140.929992675781,143.990005493164,140,143.729995727539,2282800,110.041069030762
2013-12-19,143.75,143.75,141.869995117188,142.990005493164,1530400,109.474472045898
2013-12-20,143.389999389648,144.929992675781,142.899993896484,144.210006713867,1953600,110.408531188965
2013-12-23,144.949996948242,146,144.740005493164,145.059997558594,1806100,111.059310913086
2013-12-24,145.169998168945,146.279998779297,145,146.139999389648,726700,111.88614654541
2013-12-26,146.339996337891,149.210006713867,146.179992675781,148.839996337891,1498600,113.953308105469
2013-12-27,149.259994506836,149.990005493164,147.520004272461,148.130004882812,711400,113.409721374512
2013-12-30,148.039993286133,148.770004272461,146.009994506836,146.979995727539,835600,112.529296875
2013-12-31,147.309997558594,148.860000610352,147.309997558594,148.660003662109,693000,113.815460205078
2014-01-02,147.050003051758,147.789993286133,145.839996337891,146.070007324219,1115900,111.832565307617
2014-01-03,146.5,147.330001831055,146.479995727539,147.059997558594,843400,112.590507507324
2014-01-06,147.300003051758,148.089996337891,146.100006103516,146.279998779297,1134800,111.993354797363
2014-01-07,149,149.300003051758,147.5,148.610000610352,1684100,113.777206420898
2014-01-08,148.389999389648,149.100006103516,147.710006713867,148.5,1222700,113.693000793457
2014-01-09,149,150.429992675781,148.539993286133,148.729995727539,1646600,113.869094848633
2014-01-10,148.990005493164,149.690002441406,147.550003051758,149.449996948242,1245800,114.420318603516
2014-01-13,153.699996948242,154.350006103516,150.509994506836,150.919998168945,3449000,115.545753479004
2014-01-14,151.130004882812,151.929992675781,149.190002441406,151.419998168945,2575800,115.928558349609
2014-01-15,151.419998168945,154.339996337891,151.100006103516,153.5,2294200,117.521041870117
2014-01-16,153,153.520004272461,152.619995117188,153.490005493164,1378700,117.513389587402
2014-01-17,153.729995727539,153.990005493164,153.009994506836,153.820007324219,2016300,117.766006469727
2014-01-21,154,156.539993286133,153.789993286133,154.100006103516,2274600,117.980453491211
2014-01-22,155,157.050003051758,154.259994506836,156.649993896484,2646600,119.932723999023
2014-01-23,157.110000610352,158.429992675781,150.300003051758,150.490005493164,3944100,115.21654510498
2014-01-24,151.330001831055,151.330001831055,146.679992675781,147.759994506836,3496200,113.126457214355
2014-01-27,148.119995117188,149.089996337891,145.119995117188,147.020004272461,2851400,112.559883117676
2014-01-28,147.009994506836,148.820007324219,146.800003051758,148.279998779297,2676000,113.524559020996
