"Fecha","IBM.Open","IBM.High","IBM.Low","IBM.Close","IBM.Volume","IBM.Adjusted"
2014-03-07,180.066925048828,180.611862182617,178.948379516602,179.426391601562,4307219,119.91340637207
2014-03-10,179.302108764648,180.086044311523,177.676864624023,178.193115234375,4802395,119.08918762207
2014-03-11,179.168258666992,180.162521362305,177.858505249023,178.546844482422,4424057,119.325584411621
2014-03-12,177.829833984375,179.206497192383,177.715103149414,178.03059387207,5055318,118.980583190918
2014-03-13,178.21223449707,178.776290893555,175.630981445312,175.812622070312,5139207,117.498306274414
2014-03-14,175.80305480957,176.185470581055,174.19694519043,174.19694519043,5742854,116.418495178223
2014-03-17,174.627151489258,178.154876708984,174.627151489258,177.638626098633,5165253,118.718597412109
2014-03-18,177.810699462891,179.636703491211,177.380493164062,178.594650268555,4143520,119.35750579834
2014-03-19,177.437866210938,178.489486694336,175.430206298828,176.587005615234,4522799,118.015785217285
2014-03-20,176.357559204102,179.980880737305,176.070739746094,179.636703491211,5295480,120.053993225098
2014-03-21,180.210327148438,180.40153503418,178.202682495117,178.460800170898,13111819,119.26806640625
2014-03-24,179.187377929688,181.108993530273,179.130020141602,179.971313476562,6002471,120.27758026123
2014-04-25,182.160614013672,182.284896850586,180.793502807617,181.290634155273,4049066,121.159286499023
2014-05-07,181.013381958008,181.931167602539,178.709365844727,180.975143432617,3996766,121.652709960938
2014-05-08,180.841293334961,182.189300537109,179.952194213867,180.602294921875,2543767,121.401992797852
2014-05-14,183.470367431641,183.546844482422,179.894836425781,180.420654296875,5493069,121.279899597168
2014-05-15,180.755264282227,180.76481628418,177.99235534668,178.260040283203,4395501,119.827491760254
2014-05-16,178.078399658203,179.168258666992,177.753341674805,178.833648681641,4131177,120.213119506836
2014-05-19,178.403442382812,178.900573730469,177.858505249023,178.776290893555,3421152,120.174537658691
2014-05-20,178.059280395508,178.489486694336,176.577438354492,176.759078979492,3165719,118.81859588623
2014-05-21,177.676864624023,178.929260253906,176.816436767578,178.193115234375,3125448,119.782531738281
2014-05-22,178.250473022461,178.250473022461,176.892929077148,177.514343261719,2320028,119.326263427734
2014-05-23,177.667297363281,177.954116821289,177.160614013672,177.762908935547,2680793,119.493354797363
2014-05-27,176.673034667969,177.485656738281,175.841293334961,176.653915405273,5014315,118.747901916504
2014-05-28,176.367111206055,176.749526977539,174.894836425781,175.028686523438,3892794,117.655380249023
2014-05-29,175.564056396484,175.697891235352,174.311660766602,175.678771972656,2886855,118.092407226562
2014-05-30,175.315490722656,176.453155517578,174.464630126953,176.252395629883,4833043,118.477989196777
2014-06-02,176.634796142578,178.087951660156,176.548751831055,177.523895263672,3347723,119.33268737793
2014-06-03,177.390060424805,177.5908203125,176.02294921875,176.261947631836,2632887,118.484413146973
2014-06-04,176.587005615234,177.294448852539,176.099426269531,176.395797729492,2486133,118.574348449707
2014-06-05,176.539199829102,177.906311035156,175.831741333008,177.801147460938,2983401,119.519065856934
2014-06-06,178.269592285156,179.397705078125,177.724670410156,178.17399597168,3448348,119.769668579102
2014-06-09,178.03059387207,179.388137817383,177.782028198242,178.03059387207,2853906,119.673278808594
2014-06-10,178.011474609375,178.03059387207,175.736145019531,176.185470581055,4346025,118.432983398438
2014-06-11,175.535369873047,176.099426269531,174.005737304688,174.23518371582,4248538,117.121963500977
2014-06-12,174.455062866211,174.521987915039,172.954116821289,173.250473022461,4628864,116.460052490234
2014-06-13,173.996170043945,174.952194213867,173.537292480469,174.531555175781,2901186,117.321197509766
2014-06-16,174.37858581543,174.674957275391,173.269592285156,174.330780029297,3719785,117.186302185059
2014-06-17,173.900573730469,174.770553588867,173.575531005859,174.244735717773,2574101,117.128463745117
2014-06-18,174.034423828125,175.535369873047,173.79541015625,175.525817871094,4112663,117.989601135254
2014-06-19,176.02294921875,176.357559204102,174.340347290039,174.780120849609,3714451,117.488311767578
2014-06-20,174.56022644043,174.636703491211,173.422561645508,173.565963745117,11178393,116.67212677002
2014-06-23,173.919692993164,174.23518371582,173.040145874023,174.130020141602,3380358,117.051307678223
2014-06-24,173.518157958984,174.952194213867,172.705551147461,172.925430297852,4053668,116.241592407227
2014-06-25,172.323135375977,173.011474609375,172.141494750977,172.7724609375,2889889,116.138763427734
2014-06-26,172.915863037109,173.39387512207,171.38623046875,172.437866210938,3408391,115.913841247559
2014-06-27,171.864242553711,174.435943603516,171.759078979492,173.718933105469,4785973,116.775016784668
2014-06-30,173.35563659668,173.929260253906,172.332702636719,173.298278808594,4418095,116.492233276367
2014-07-01,173.709365844727,179.034423828125,173.709365844727,178.154876708984,6948683,119.756828308105
2014-07-02,178.145309448242,180.678771972656,177.982788085938,180.105163574219,5327278,121.067832946777
2014-07-03,180.105163574219,180.506698608398,179.110900878906,180.238998413086,2533830,121.15779876709
2014-07-07,179.359466552734,179.990432739258,179.19694519043,179.770553588867,3094800,120.842918395996
2014-07-08,179.397705078125,179.808792114258,178.17399597168,178.986618041992,3279315,120.315948486328
2014-07-09,179.426391601562,180.592727661133,178.671127319336,180.133850097656,3461842,121.087142944336
2014-07-10,178.240921020508,179.780120849609,178.021026611328,179.445510864258,3323979,120.624397277832
2014-07-11,179.474182128906,180.066925048828,178.499038696289,179.732315063477,2513015,120.817222595215
2014-07-15,181.20458984375,181.720840454102,179.933074951172,180.200759887695,5088476,121.132095336914
2014-08-01,182.122375488281,183.078399658203,180.554489135742,180.831741333008,5419431,121.556243896484
2014-08-04,181.02294921875,181.596557617188,180.305923461914,181.300186157227,2223691,121.871162414551
2014-08-05,180.449325561523,180.879547119141,178.240921020508,178.871887207031,3460063,120.238800048828
2014-08-06,177.208419799805,178.661575317383,176.328872680664,177.791580200195,4023962,120.219436645508
2014-08-07,178.43212890625,178.470367431641,175.506698608398,176.195022583008,2833196,119.139854431152
2014-08-08,176.290634155273,178.460800170898,175.506698608398,178.422561645508,2909449,120.646072387695
2014-08-11,179.550674438477,180.076477050781,178.087951660156,179.225616455078,2643451,121.189117431641
2014-08-12,179.206497192383,180.391967773438,178.594650268555,179.101333618164,1944096,121.105072021484
2014-08-13,179.732315063477,180.191207885742,179.130020141602,179.684509277344,1877570,121.499404907227
2014-08-14,179.321228027344,179.894836425781,178.709365844727,179.617584228516,2018257,121.454154968262
2014-08-15,179.588912963867,180.573608398438,178.575531005859,179.139572143555,2944281,121.130928039551
2014-08-18,179.827911376953,181.462707519531,179.502868652344,181.032501220703,2531634,122.41089630127
2014-09-25,183.604202270508,184.034423828125,180.659652709961,180.697891235352,4342364,122.184631347656
2014-09-29,180.219879150391,181.60612487793,179.847030639648,181.300186157227,2443770,122.591903686523
2014-10-01,181.558319091797,182.026763916016,178.575531005859,178.938812255859,3894467,120.995193481445
2014-10-02,179.407272338867,179.521987915039,178.049713134766,178.690246582031,2388123,120.827117919922
2014-10-03,179.837478637695,181.042068481445,179.311660766602,180.372848510742,3212789,121.964820861816
2014-10-06,181.347991943359,182.495223999023,180.411087036133,180.726577758789,2196077,122.203994750977
2014-10-07,179.512420654297,179.847030639648,177.380493164062,177.543014526367,3128900,120.051345825195
2014-10-08,177.791580200195,181.261947631836,177.447418212891,181.032501220703,3122101,122.41089630127
2014-10-09,180.80305480957,181.166351318359,177.906311035156,178.221801757812,2746168,120.510322570801
2014-10-10,177.686416625977,179.483749389648,176.959854125977,177.753341674805,5324349,120.19359588623
2014-10-13,177.332702636719,178.441680908203,175.353729248047,175.449325561523,3762148,118.635643005371
2014-10-14,176.759078979492,177.552581787109,175.516250610352,175.717010498047,4105236,118.81664276123
2014-10-15,174.435943603516,175.707458496094,170.889099121094,173.757171630859,7213007,117.491409301758
2014-10-16,171.892929077148,173.499038696289,170.831741333008,171.931167602539,5835216,116.25675201416
2014-10-17,173.269592285156,174.799240112305,172.294448852539,174.043975830078,4550309,117.685356140137
2014-10-20,159.512420654297,162.839385986328,159.359466552734,161.663482666016,24493659,109.313911437988
2014-10-21,159.082214355469,159.349899291992,154.569793701172,156.051620483398,21913491,105.51927947998
2014-10-22,155.267684936523,158.135757446289,154.015289306641,154.674957275391,11594701,104.588409423828
2014-10-23,154.990432739258,155.669219970703,154.435943603516,155.047805786133,7948972,104.840507507324
2014-10-24,154.952194213867,155.296371459961,154.349899291992,154.952194213867,6958097,104.775856018066
2014-10-27,154.875717163086,155.745697021484,154.694076538086,154.751434326172,5218599,104.640098571777
2014-10-28,154.875717163086,156.405349731445,154.684509277344,156.405349731445,8258484,105.758460998535
2014-10-29,157.103256225586,157.380493164062,155.602294921875,156.271514892578,4957308,105.66796875
2014-10-30,156.309753417969,157.380493164062,155.850860595703,157.122375488281,4075216,106.243293762207
2014-10-31,158.202682495117,158.307846069336,156.424468994141,157.170166015625,6085628,106.275611877441
2014-11-03,157.026763916016,157.304016113281,156.195022583008,157.131927490234,4903857,106.249732971191
2014-11-04,157.112808227539,157.131927490234,155.105163574219,155.497131347656,4442257,105.144348144531
2014-11-05,155.956024169922,156.347991943359,154.455062866211,154.703628540039,4293516,104.607765197754
2014-11-06,154.187377929688,154.426391601562,153.011474609375,154.359466552734,4254710,105.089447021484
2014-11-07,154.321228027344,155.076477050781,153.776290893555,154.942642211914,3655561,105.486450195312
2014-11-10,154.780120849609,157.237091064453,154.502868652344,156.300186157227,5186277,106.410690307617
2014-11-11,156.500961303711,156.692153930664,155.449325561523,156.118545532227,3696982,106.287033081055
2014-11-12,155.143402099609,155.831741333008,154.646270751953,154.799240112305,3533597,105.388824462891
2014-11-13,154.875717163086,155.640533447266,154.684509277344,155.630981445312,3388726,105.955093383789
2014-11-14,154.971313476562,157.256210327148,154.579345703125,156.940719604492,5207406,106.846748352051
2014-11-17,156.940719604492,157.715103149414,156.520080566406,156.940719604492,5019649,106.846748352051
2014-11-18,157.485656738281,157.504776000977,154.770553588867,154.770553588867,5658965,105.369277954102
2014-11-19,154.923522949219,154.971313476562,153.881454467773,154.330780029297,3977520,105.069885253906
2014-11-20,153.871887207031,154.397705078125,152.7724609375,153.575531005859,4375523,104.555725097656
2014-11-21,154.713195800781,154.827911376953,153.680694580078,153.843215942383,4264437,104.73796081543
2014-11-24,154.435943603516,156.653915405273,153.97705078125,155.019119262695,6923474,105.538497924805
2014-11-25,155.497131347656,156.309753417969,154.455062866211,154.646270751953,4249270,105.284675598145
2014-11-26,154.808792114258,154.971313476562,153.929260253906,154.827911376953,4148436,105.40837097168
2014-11-28,155.592727661133,156.185470581055,154.340347290039,155.038238525391,2516153,105.55152130127
2014-12-01,154.531555175781,156.137664794922,154.254302978516,154.435943603516,4360146,105.141479492188
2014-12-02,155.325042724609,155.573608398438,154.531555175781,155.516250610352,3625122,105.876983642578
2014-12-03,155.325042724609,157.284896850586,154.875717163086,157.284896850586,6724839,107.081069946289
2014-12-04,156.797317504883,157.265777587891,155.841293334961,156.835571289062,4036932,106.775199890137
2014-12-05,156.414916992188,157.265777587891,155.745697021484,156.089859008789,3152121,106.267463684082
2014-12-08,156.108993530273,156.108993530273,154.435943603516,154.74186706543,2982146,105.349769592285
2014-12-09,153.766723632812,155.850860595703,153.728485107422,155.822174072266,4038815,106.085235595703
2014-12-10,155.841293334961,156.147232055664,152.99235534668,153.451248168945,4260149,104.471115112305
2014-12-11,153.747604370117,155.76481628418,153.460800170898,153.986618041992,4173122,104.835586547852
2014-12-12,153.202682495117,153.441680908203,148.499038696289,148.546844482422,9007838,101.132118225098
2014-12-15,149.072662353516,149.847030639648,146.118545532227,146.328872680664,6799314,99.6221237182617
2014-12-16,145.344161987305,148.078399658203,143.881454467773,144.751434326172,7094600,98.5481872558594
2014-12-17,144.856597900391,146.56787109375,144.464630126953,145.248565673828,5367026,98.8866348266602
2014-12-18,146.82600402832,150.745697021484,146.558319091797,150.745697021484,7638310,102.629135131836
2014-12-19,150.564056396484,153.35563659668,150.564056396484,151.539199829102,9272685,103.16934967041
2014-12-22,151.367111206055,154.789672851562,151.367111206055,154.340347290039,4897895,105.07640838623
2014-12-23,155.095596313477,155.736145019531,154.502868652344,155.105163574219,4229292,105.597091674805
2014-12-24,155.717010498047,155.822174072266,154.502868652344,154.703628540039,1954033,105.323738098145
2014-12-26,155.133850097656,155.917785644531,154.885284423828,155.200759887695,2000161,105.662185668945
2014-12-29,154.875717163086,155.200759887695,152.437866210938,153.451248168945,3485063,104.471115112305
2014-12-30,152.982788085938,153.747604370117,152.762908935547,153.011474609375,2960075,104.171699523926
2014-12-31,153.35563659668,154.397705078125,153.326965332031,153.384323120117,4196447,104.425514221191
2015-01-02,154.216064453125,156.128112792969,153.919692993164,154.933074951172,5779673,105.479949951172
2015-01-05,154.177825927734,154.177825927734,152.189300537109,152.495223999023,5104898,103.82022857666
2015-01-06,152.648178100586,152.925430297852,148.346084594727,149.206497192383,6429448,101.581268310547
2015-01-07,150.286804199219,150.286804199219,147.256210327148,148.231353759766,4918083,100.917343139648
2015-01-08,149.369018554688,152.045883178711,148.709365844727,151.453155517578,4431693,103.110778808594
2015-01-09,151.453155517578,153.288711547852,150.334609985352,152.112808227539,4694762,103.55989074707
2015-01-12,152.00764465332,152.246658325195,148.910140991211,149.56022644043,4380230,101.822036743164
2015-01-13,150.344161987305,152.934997558594,148.833648681641,149.913955688477,4578865,102.062873840332
2015-01-14,148.049713134766,149.608032226562,146.978973388672,148.948379516602,4906054,101.405502319336
2015-01-15,149.799240112305,150.066925048828,147.380493164062,147.7724609375,4443826,100.604949951172
2015-01-16,147.055450439453,150.697891235352,147.055450439453,150.229446411133,6020776,102.277656555176
2015-01-20,149.808792114258,150.411087036133,147.256210327148,150.047805786133,8778869,102.154029846191
2015-01-21,146.300186157227,147.705551147461,144.426391601562,145.40153503418,12444367,98.9907836914062
2015-01-22,145.25813293457,148.871887207031,145.086044311523,148.556411743164,6401625,101.138641357422
2015-01-23,148.21223449707,150.669219970703,148.078399658203,149.015289306641,5057201,101.451072692871
2015-01-26,151.300186157227,152.447418212891,148.919692993164,149.483749389648,8250953,101.769966125488
2015-01-27,148.126190185547,148.269592285156,145.879547119141,146.912048339844,5919942,100.019165039062
2015-01-28,147.2275390625,147.734222412109,144.885284423828,144.885284423828,4702711,98.6393051147461
2015-01-29,144.722747802734,148.738052368164,142.944549560547,148.642440795898,8703557,101.197235107422
2015-01-30,147.141494750977,148.412994384766,146.309753417969,146.56787109375,6865526,99.7848434448242
2015-02-02,147.2275390625,147.858505249023,144.847030639648,147.858505249023,4928961,100.663482666016
2015-02-03,147.944549560547,151.625244140625,147.944549560547,151.500961303711,5794212,103.143287658691
2015-02-04,150.296371459961,151.730407714844,149.808792114258,150.057357788086,3847711,102.160507202148
2015-02-05,150.372848510742,151.615676879883,150.238998413086,150.965576171875,5495266,102.77880859375
2015-02-06,150.420654296875,151.128112792969,149.359466552734,149.827911376953,3406299,102.719856262207
2015-02-09,149.139572143555,150.573608398438,148.565963745117,148.900573730469,3198354,102.084083557129
2015-02-10,149.847030639648,151.587005615234,148.260040283203,151.587005615234,4644868,103.925857543945
2015-02-11,150.822174072266,152.093688964844,150.25813293457,151.242828369141,3793528,103.689903259277
2015-02-12,151.739959716797,152.485656738281,151.137664794922,151.548751831055,3486423,103.899642944336
2015-02-13,151.797317504883,153.728485107422,151.663482666016,153.346084594727,3877417,105.131866455078
2015-02-17,152.724670410156,154.311660766602,152.705551147461,153.881454467773,3027647,105.498901367188
2015-02-18,154.74186706543,155.325042724609,153.575531005859,155.057357788086,4558886,106.305084228516
2015-02-19,154.923522949219,157.256210327148,154.340347290039,156.682601928711,3665602,107.419342041016
2015-02-20,156.443588256836,157.112808227539,154.961761474609,156.453155517578,3507238,107.262031555176
2015-02-23,157.00764465332,157.170166015625,155.353729248047,155.745697021484,2839262,106.776992797852
2015-02-24,155.344161987305,157.734222412109,154.407272338867,157.581268310547,4917874,108.035415649414
2015-02-25,157.686416625977,157.705551147461,155.430206298828,155.650100708008,4188812,106.711441040039
2015-02-26,156.539199829102,156.921600341797,152.743789672852,153.79541015625,7437897,105.439888000488
2015-02-27,153.79541015625,155.152969360352,153.116638183594,154.818359375,4612860,106.141242980957
2015-03-02,154.818359375,154.818359375,152.782028198242,153.422561645508,6190123,105.184280395508
2015-03-03,153.221801757812,154.636703491211,152.963668823242,153.948379516602,3383182,105.544784545898
2015-03-04,153.479919433594,153.499038696289,151.739959716797,152.4091796875,3800746,104.48950958252
2015-03-05,152.829833984375,154.397705078125,152.676864624023,154.091781616211,3966118,105.643089294434
2015-03-06,153.145309448242,154.340347290039,151.108993530273,151.529632568359,4749049,103.886512756348
2015-03-09,151.242828369141,154.063095092773,151.242828369141,153.699813842773,5432819,105.374359130859
2015-03-10,152.581268310547,153.183563232422,150.869979858398,150.869979858398,4812646,103.434295654297
2015-03-11,151.596557617188,152.141494750977,149.082214355469,149.904403686523,5972555,102.772300720215
2015-03-12,149.397705078125,151.739959716797,149.397705078125,151.032501220703,4777396,103.545700073242
2015-03-13,150.535369873047,150.592727661133,146.653915405273,147.495223999023,6343049,101.120574951172
2015-03-16,148.231353759766,150.181640625,147.99235534668,150.172088623047,3922082,102.95580291748
2015-03-17,149.330780029297,150.372848510742,148.537292480469,150.057357788086,3464038,102.877136230469
2015-03-18,149.952194213867,153.632888793945,148.948379516602,152.782028198242,6002785,104.745155334473
2015-03-19,152.676864624023,153.843215942383,151.82600402832,152.782028198242,4057016,104.745155334473
2015-03-20,153.871887207031,155.831741333008,153.298278808594,155.717010498047,9420694,106.757339477539
2015-03-23,155.611862182617,158.078399658203,155.573608398438,157.390060424805,6202885,107.904327392578
2015-03-24,157.543014526367,157.638626098633,155.736145019531,155.831741333008,4546021,106.835960388184
2015-03-25,155.908218383789,155.908218383789,152.198852539062,152.198852539062,5678629,104.345321655273
2015-03-26,152.265777587891,154.158706665039,151.921600341797,153.527725219727,4598216,105.256370544434
2015-03-27,153.718933105469,153.824096679688,152.2275390625,153.346084594727,3637883,105.131866455078
2015-03-30,154.216064453125,156.405349731445,154.158706665039,155.516250610352,4328348,106.619682312012
2015-03-31,153.996170043945,155.191207885742,153.346084594727,153.441680908203,4451148,105.197395324707
2015-04-01,153.183563232422,153.556411743164,151.424468994141,152.179733276367,3871037,104.332214355469
2015-04-02,152.504776000977,155.391967773438,151.902481079102,153.39387512207,4886494,105.164611816406
2015-04-06,152.667297363281,155.640533447266,151.720840454102,154.913955688477,3625122,106.206764221191
2015-04-07,154.56022644043,156.634796142578,154.512420654297,154.942642211914,3292808,106.226425170898
2015-04-08,154.608032226562,156.357559204102,153.929260253906,154.732315063477,2640418,106.082214355469
2015-04-09,154.588912963867,155.325042724609,153.652008056641,155.200759887695,2367621,106.40340423584
2015-04-10,155.200759887695,156.147232055664,154.158706665039,155.697891235352,2631422,106.744209289551
2015-04-13,155.229446411133,156.78776550293,155.219879150391,155.238998413086,4046869,106.429611206055
2015-04-14,155.277252197266,155.58317565918,153.718933105469,155.162521362305,2844388,106.377159118652
2015-04-15,155.478012084961,157.705551147461,155.353729248047,156.912048339844,3659745,107.576644897461
2015-04-16,156.128112792969,156.768646240234,155.391967773438,155.956024169922,3281197,106.921203613281
2015-04-17,154.636703491211,154.74186706543,152.99235534668,153.604202270508,4512862,105.30884552002
2015-04-20,154.971313476562,159.311660766602,154.780120849609,158.852767944336,10051223,108.907157897949
2015-04-21,158.766723632812,160.019119262695,156.835571289062,157.036331176758,10129046,107.661827087402
2015-04-22,157.160614013672,158.699813842773,155.726577758789,158.087951660156,4209941,108.382827758789
2015-04-23,157.963668823242,164.349899291992,157.877624511719,162.753341674805,8614438,111.58130645752
2015-04-24,162.743789672852,163.336517333984,161.319305419922,162.313583374023,4067266,111.279853820801
2015-04-27,163.374755859375,163.948379516602,162.810699462891,163.221801757812,3314356,111.902519226074
2015-04-28,163.317398071289,167.00764465332,162.543014526367,166.271514892578,6084268,113.993354797363
2015-04-29,165.774383544922,167.428298950195,165.200759887695,166.730407714844,4726246,114.307945251465
2015-04-30,166.128112792969,166.615676879883,162.810699462891,163.757171630859,5295793,112.269538879395
2015-05-01,165.58317565918,166.347991943359,164.837478637695,166.032501220703,3464457,113.82950592041
2015-05-04,166.797317504883,168.546844482422,166.061187744141,166.319305419922,4213288,114.026100158691
