"Fecha","EOG.Open","EOG.High","EOG.Low","EOG.Close","EOG.Volume","EOG.Adjusted"
2013-11-01,89.3050003051758,90.0149993896484,87.6999969482422,89.4899978637695,3633200,70.2041473388672
2013-11-04,90.2350006103516,91.8000030517578,89.8649978637695,91.7300033569336,2737200,71.9614334106445
2013-11-05,91.6699981689453,91.6699981689453,89.7600021362305,89.8649978637695,3686200,70.4983520507812
2013-11-06,90.6650009155273,91.4499969482422,87.9700012207031,88.3199996948242,4666800,69.2863006591797
2013-11-07,89.6549987792969,90.120002746582,82.5250015258789,85.7900009155273,9039000,67.3015289306641
2013-11-08,85.5599975585938,86.629997253418,85.2799987792969,85.4800033569336,5577800,67.0583572387695
2013-11-11,85.6050033569336,85.8199996948242,84.8150024414062,85.7249984741211,3293200,67.2505340576172
2013-11-12,85.3499984741211,85.5400009155273,82.9000015258789,83.5500030517578,4579200,65.5442581176758
2013-11-13,83.2200012207031,84.9300003051758,82.8949966430664,84.7300033569336,4713200,66.4699630737305
2013-11-14,84.745002746582,85.0400009155273,83.9749984741211,84.8349990844727,3690600,66.5523529052734
2013-11-15,85.1399993896484,86.0699996948242,83.9400024414062,85.6900024414062,4322400,67.2230758666992
2013-11-18,85.75,86.0999984741211,83.7350006103516,84.2600021362305,3032000,66.1012573242188
2013-11-19,84.0599975585938,84.7350006103516,82.8249969482422,83.9449996948242,3115400,65.8541793823242
2013-11-20,84.4250030517578,84.879997253418,83.1050033569336,83.4599990844727,3010600,65.4736862182617
2013-11-21,84.0599975585938,84.9800033569336,83.9000015258789,84.6549987792969,3079200,66.4111251831055
2013-11-22,85.0999984741211,85.2050018310547,83.6750030517578,85.0749969482422,2536600,66.7406234741211
2013-11-25,84.6600036621094,84.6849975585938,82.8349990844727,84.5950012207031,3777800,66.3640670776367
2013-11-26,84.6750030517578,85.7399978637695,83.8499984741211,84.5999984741211,3180400,66.3679885864258
2013-11-27,84.4649963378906,84.8450012207031,82.7600021362305,83.2149963378906,3360200,65.2814788818359
2013-11-29,83.25,83.5550003051758,82.0950012207031,82.5,2248400,64.7205505371094
2013-12-02,83,83.2750015258789,81.5650024414062,82.5,3034400,64.7205505371094
2013-12-03,82.2249984741211,83.3649978637695,80.9100036621094,82.7399978637695,4163800,64.9088134765625
2013-12-04,82.8000030517578,84.5550003051758,82.75,83.5650024414062,3751400,65.5560607910156
2013-12-05,82.6699981689453,83.870002746582,82.0800018310547,82.6900024414062,4473800,64.8696136474609
2013-12-06,83.4749984741211,83.5500030517578,79.9449996948242,80.0199966430664,7343200,62.7750358581543
2013-12-09,80.4599990844727,80.625,78.1549987792969,79.0699996948242,8547400,62.0297431945801
2013-12-10,79.2149963378906,80.9700012207031,79.0699996948242,79.6549987792969,4554400,62.4886741638184
2013-12-11,79.4250030517578,79.5699996948242,78.004997253418,78.129997253418,4240000,61.2923316955566
2013-12-12,78.2149963378906,79.6600036621094,78.120002746582,79.1800003051758,3813000,62.1160621643066
