"Fecha","CMG.Open","CMG.High","CMG.Low","CMG.Close","CMG.Volume","CMG.Adjusted"
2013-12-06,521,526.25,519.590026855469,525.809997558594,212100,525.809997558594
2013-12-09,525.710021972656,529.989990234375,525.010009765625,527.320007324219,278100,527.320007324219
2013-12-10,525.919982910156,525.919982910156,520.239990234375,521.530029296875,229900,521.530029296875
2013-12-11,523.309997558594,523.940002441406,516.330017089844,517.570007324219,252200,517.570007324219
2013-12-12,516.320007324219,522.539978027344,514.619995117188,515.02001953125,281000,515.02001953125
2013-12-13,518.510009765625,520.989990234375,511.279998779297,512.849975585938,349300,512.849975585938
2013-12-16,514.700012207031,517.359985351562,511.450012207031,515.380004882812,374200,515.380004882812
2013-12-17,515.789978027344,518,509.350006103516,512.640014648438,288900,512.640014648438
2013-12-18,510.049987792969,517,506.440002441406,516.890014648438,327200,516.890014648438
2013-12-19,517,521.22998046875,514,514.580017089844,321400,514.580017089844
2013-12-20,517.280029296875,533.77001953125,515.859985351562,533.140014648438,861100,533.140014648438
2013-12-23,535.5,537,527.940002441406,531.030029296875,349900,531.030029296875
2013-12-24,529.989990234375,534,529.989990234375,533.109985351562,104700,533.109985351562
2013-12-26,532.590026855469,535.760009765625,530.440002441406,535.429992675781,210800,535.429992675781
2013-12-27,536.840026855469,536.840026855469,529.650024414062,530.75,238500,530.75
2013-12-30,530.330017089844,534.590026855469,528.010009765625,532.039978027344,263100,532.039978027344
2013-12-31,533.799987792969,534.070007324219,529.510009765625,532.780029296875,197300,532.780029296875
2014-01-02,530,532.960021972656,521.530029296875,523.429992675781,456500,523.429992675781
2014-01-03,524,534.010009765625,523.47998046875,531.309997558594,409100,531.309997558594
2014-01-06,534.719970703125,534.719970703125,523.080017089844,527.320007324219,415100,527.320007324219
2014-01-07,528.799987792969,535.700012207031,526.369995117188,533.059997558594,308800,533.059997558594
2014-01-08,529.5,536.190002441406,528.090026855469,535.849975585938,411300,535.849975585938
2014-01-09,536.950012207031,548.140014648438,536.150024414062,541.030029296875,529800,541.030029296875
2014-01-10,542.080017089844,544.869995117188,536.710021972656,538.570007324219,379200,538.570007324219
2014-01-13,539.710021972656,544.489990234375,526.369995117188,529.799987792969,510300,529.799987792969
2014-01-14,531.97998046875,533.469970703125,526.419982910156,530.280029296875,373200,530.280029296875
2014-01-15,534,535.289978027344,529.799987792969,532.25,243000,532.25
2014-01-16,532.869995117188,534.190002441406,527.809997558594,529.510009765625,260300,529.510009765625
2014-01-17,535.640014648438,535.640014648438,526.080017089844,527.609985351562,403700,527.609985351562
2014-01-21,531.710021972656,531.760009765625,523.210021972656,525.570007324219,386600,525.570007324219
2014-01-22,528.530029296875,529,513.289978027344,515.950012207031,623300,515.950012207031
2014-01-23,512.799987792969,513.950012207031,498.559997558594,503.450012207031,1062200,503.450012207031
2014-01-24,495.260009765625,502.339996337891,489.5,492.480010986328,893200,492.480010986328
2014-01-27,492.359985351562,497,482.700012207031,489.309997558594,563200,489.309997558594
2014-01-28,491.950012207031,498.779998779297,488.730010986328,491.869995117188,397900,491.869995117188
2014-01-29,490,492.040008544922,480.869995117188,484.5,657600,484.5
2014-01-30,486.959991455078,499.429992675781,485.399993896484,493.959991455078,1260500,493.959991455078
2014-01-31,553.419982910156,568.900024414062,546.099975585938,551.960021972656,2134700,551.960021972656
2014-02-03,550.210021972656,553.780029296875,535.349975585938,543.200012207031,1071100,543.200012207031
2014-02-04,546.460021972656,546.739990234375,536.460021972656,540.590026855469,556800,540.590026855469
2014-02-05,538.809997558594,544.489990234375,531,542.429992675781,498300,542.429992675781
2014-02-06,542.609985351562,554.849975585938,542.049987792969,544.469970703125,449500,544.469970703125
2014-02-07,543.280029296875,550.549987792969,540.059997558594,549.289978027344,494100,549.289978027344
2014-02-10,552.47998046875,552.47998046875,543,548.090026855469,344200,548.090026855469
2014-02-11,548.280029296875,551.799987792969,544.02001953125,544.859985351562,410900,544.859985351562
2014-02-12,548.950012207031,551.760009765625,539.609985351562,545.739990234375,485200,545.739990234375
2014-02-13,539.609985351562,561.510009765625,539,557.650024414062,533000,557.650024414062
2014-02-14,552,558.969970703125,547,554.109985351562,330000,554.109985351562
2014-02-18,551.169982910156,556.390014648438,550.390014648438,552.859985351562,303700,552.859985351562
2014-02-19,553.820007324219,560.849975585938,551.059997558594,552.179992675781,417500,552.179992675781
2014-02-20,551.109985351562,554.950012207031,548.510009765625,550.280029296875,305800,550.280029296875
2014-02-21,551.380004882812,555.200012207031,548.570007324219,549.489990234375,408400,549.489990234375
2014-02-24,550.950012207031,556.599975585938,549.159973144531,554.380004882812,279500,554.380004882812
2014-02-25,557.049987792969,560.440002441406,553.349975585938,554.619995117188,336600,554.619995117188
2014-02-26,557.059997558594,563.47998046875,550.130004882812,555.119995117188,550900,555.119995117188
2014-02-27,551.640014648438,562,551.640014648438,561.140014648438,305800,561.140014648438
2014-02-28,562.25,573.159973144531,559.489990234375,565.210021972656,676400,565.210021972656
2014-03-03,561,563.950012207031,551.700012207031,554.599975585938,527300,554.599975585938
2014-03-04,561.47998046875,585.960021972656,559.119995117188,584.830017089844,1003800,584.830017089844
2014-03-05,585,585.989990234375,578.5,581.25,554800,581.25
2014-03-06,584.109985351562,594.5,583.700012207031,593.27001953125,635900,593.27001953125
2014-03-07,599.799987792969,599.969970703125,587.679992675781,593.409973144531,308100,593.409973144531
2014-03-10,589.820007324219,593.940002441406,585.280029296875,587.960021972656,362000,587.960021972656
2014-03-11,589.039978027344,593.650024414062,583,584.27001953125,303500,584.27001953125
2014-03-12,583.280029296875,588.75,577.369995117188,588.700012207031,244900,588.700012207031
2014-03-13,589.469970703125,591.900024414062,577.820007324219,579.5,312200,579.5
2014-03-14,575.02001953125,582.099975585938,572,575.960021972656,334000,575.960021972656
2014-03-17,580.460021972656,580.900024414062,572.510009765625,576.260009765625,261700,576.260009765625
2014-03-18,582.349975585938,595.210021972656,578.030029296875,592.539978027344,601200,592.539978027344
2014-03-19,588.52001953125,598.460021972656,588.52001953125,596.5,442700,596.5
2014-03-20,595.690002441406,614.200012207031,595.669982910156,611.580017089844,806700,611.580017089844
2014-03-21,616.469970703125,622.900024414062,607.359985351562,611.119995117188,778400,611.119995117188
2014-03-24,610.210021972656,613.090026855469,585.580017089844,588.539978027344,820000,588.539978027344
2014-03-25,590.119995117188,593.099975585938,565.5,570.679992675781,979800,570.679992675781
2014-03-26,573.450012207031,575.950012207031,563.780029296875,563.880004882812,582700,563.880004882812
2014-03-27,564,566.070007324219,554.25,559.179992675781,554900,559.179992675781
2014-03-28,561.5,573.989990234375,560.799987792969,567.169982910156,538400,567.169982910156
2014-03-31,570.739990234375,570.97998046875,565,568.049987792969,442000,568.049987792969
2014-04-01,568.010009765625,580.25,568.010009765625,578.969970703125,313000,578.969970703125
2014-04-02,582.549987792969,582.559997558594,572.200012207031,576.210021972656,297200,576.210021972656
2014-04-03,579.02001953125,582.840026855469,565.5,570.890014648438,411000,570.890014648438
2014-04-04,571,571.299987792969,551.039978027344,555.159973144531,687100,555.159973144531
2014-04-07,550,554.989990234375,529.200012207031,535.590026855469,804100,535.590026855469
2014-04-08,540,552.989990234375,539.130004882812,550.72998046875,579300,550.72998046875
2014-04-09,552.260009765625,556.799987792969,547.059997558594,556.400024414062,410400,556.400024414062
2014-04-10,555.090026855469,556.140014648438,533.929992675781,534.010009765625,6e+05,534.010009765625
2014-04-11,528.02001953125,543.5,526.75,534.869995117188,988000,534.869995117188
2014-04-14,540.489990234375,546.5,534.109985351562,540.97998046875,442000,540.97998046875
2014-04-15,543.239990234375,549.650024414062,532,540.539978027344,487900,540.539978027344
2014-04-16,545,553.599975585938,540,552.400024414062,631500,552.400024414062
2014-04-17,582.700012207031,588.690002441406,518.52001953125,519.609985351562,3882500,519.609985351562
2014-04-21,521.719970703125,522,505.700012207031,506.540008544922,1373600,506.540008544922
2014-04-22,508.350006103516,514.169982910156,504.130004882812,512.669982910156,913900,512.669982910156
2014-04-23,511.010009765625,511.950012207031,502.029998779297,504.049987792969,482600,504.049987792969
2014-04-24,508.600006103516,511.299987792969,503.269989013672,507.600006103516,530700,507.600006103516
2014-04-25,507.25,507.25,498.489990234375,502.309997558594,404000,502.309997558594
2014-04-28,502.559997558594,502.559997558594,472.410003662109,476.279998779297,1436000,476.279998779297
2014-04-29,479.779998779297,495,477.899993896484,491.570007324219,747000,491.570007324219
2014-04-30,488.549987792969,499.890014648438,484.450012207031,498.5,665500,498.5
2014-05-01,498.510009765625,504.980010986328,495.010009765625,500.149993896484,462800,500.149993896484
2014-05-02,496.299987792969,504.359985351562,496.299987792969,501.769989013672,471800,501.769989013672
2014-05-05,504.390014648438,518.539978027344,501.119995117188,512.679992675781,618500,512.679992675781
2014-05-06,512.909973144531,514.320007324219,500.820007324219,501.910003662109,436200,501.910003662109
2014-05-07,506.579986572266,506.579986572266,493.329986572266,500.829986572266,571800,500.829986572266
2014-05-08,495.010009765625,513.840026855469,495.010009765625,500.350006103516,370500,500.350006103516
2014-05-09,499.760009765625,508.5,496.170013427734,507.679992675781,446800,507.679992675781
2014-05-12,507.25,513.179992675781,505.130004882812,510.209991455078,430700,510.209991455078
2014-05-13,509.950012207031,510.959991455078,501.790008544922,504.160003662109,292500,504.160003662109
2014-05-14,506.670013427734,514.510009765625,501,504.320007324219,491800,504.320007324219
2014-05-15,504.720001220703,504.720001220703,491.130004882812,495.920013427734,505400,495.920013427734
2014-05-16,499.309997558594,501.5,490.549987792969,500.519989013672,590300,500.519989013672
2014-05-19,498.890014648438,503.910003662109,498.890014648438,501.290008544922,270900,501.290008544922
2014-05-20,500,501.209991455078,493.239990234375,495.649993896484,315900,495.649993896484
2014-05-21,496.119995117188,504.929992675781,496,504.179992675781,444900,504.179992675781
2014-05-22,506.5,524.549987792969,506.190002441406,520.47998046875,594800,520.47998046875
2014-05-23,522,523.450012207031,515.359985351562,522.320007324219,311200,522.320007324219
2014-05-27,522,539.760009765625,522,536.039978027344,566100,536.039978027344
2014-05-28,533.090026855469,539.940002441406,529.080017089844,538.260009765625,548100,538.260009765625
2014-05-29,538.849975585938,546.900024414062,538.5,545.419982910156,617900,545.419982910156
2014-05-30,546.969970703125,549.27001953125,542.5,547.090026855469,454100,547.090026855469
2014-06-02,548,552.849975585938,545.27001953125,551.559997558594,399200,551.559997558594
2014-06-03,548.130004882812,552.5,548,550.590026855469,357700,550.590026855469
2014-06-04,549.460021972656,559.380004882812,546.820007324219,558.840026855469,375800,558.840026855469
2014-06-05,557.549987792969,564.210021972656,556.489990234375,561.030029296875,345600,561.030029296875
2014-06-06,560.75,570.219970703125,559.140014648438,569.169982910156,394600,569.169982910156
2014-06-09,568.25,570.679992675781,565.929992675781,568.5,246800,568.5
2014-06-10,566,568.799987792969,563.169982910156,564.760009765625,282900,564.760009765625
2014-06-11,560.919982910156,571.510009765625,560.010009765625,570.340026855469,325600,570.340026855469
2014-06-12,571.75,583.27001953125,570.010009765625,581.849975585938,916200,581.849975585938
2014-06-13,576.840026855469,589,576.840026855469,588.260009765625,586900,588.260009765625
2014-06-16,587.030029296875,595.47998046875,584.380004882812,594.010009765625,451100,594.010009765625
2014-06-17,593.140014648438,596.159973144531,590.539978027344,593.52001953125,322300,593.52001953125
2014-06-18,591.880004882812,595.330017089844,587.200012207031,594.909973144531,322700,594.909973144531
2014-06-19,594.450012207031,597.450012207031,591.549987792969,594.539978027344,359200,594.539978027344
2014-06-20,595,595.840026855469,590.650024414062,592.429992675781,412100,592.429992675781
2014-06-23,592.989990234375,602.210021972656,590.75,599.590026855469,370300,599.590026855469
2014-06-24,599,601.609985351562,595.460021972656,595.619995117188,365100,595.619995117188
2014-06-25,595.700012207031,600.299987792969,592.059997558594,599.5,224700,599.5
2014-06-26,596.219970703125,600.780029296875,593.299987792969,600.320007324219,231900,600.320007324219
2014-06-27,599.809997558594,600.679992675781,595.700012207031,596.140014648438,314400,596.140014648438
2014-06-30,596.409973144531,597.080017089844,592.059997558594,592.510009765625,311100,592.510009765625
2014-07-01,596.349975585938,604.080017089844,594.530029296875,603.260009765625,312200,603.260009765625
2014-07-02,603.489990234375,603.489990234375,597,599.320007324219,240100,599.320007324219
2014-07-03,600.25,604.780029296875,598.549987792969,603.599975585938,140600,603.599975585938
2014-07-07,601.650024414062,603.159973144531,592.830017089844,593.830017089844,298600,593.830017089844
2014-07-08,591.260009765625,592.75,575.919982910156,586.590026855469,520900,586.590026855469
2014-07-09,588.549987792969,605,588.549987792969,604.169982910156,597000,604.169982910156
2014-07-10,596,607.549987792969,595.049987792969,600.609985351562,425400,600.609985351562
2014-07-11,600.440002441406,601.5,597.5,598.489990234375,224600,598.489990234375
2014-07-14,601.700012207031,608.77001953125,600.090026855469,604.919982910156,325500,604.919982910156
2014-07-15,605,606.869995117188,590.340026855469,597.450012207031,558700,597.450012207031
2014-07-16,601,601.320007324219,590,590.469970703125,387000,590.469970703125
2014-07-17,591.02001953125,592,579.809997558594,581.650024414062,415400,581.650024414062
2014-07-18,583.710021972656,593.409973144531,583.02001953125,592.419982910156,432500,592.419982910156
2014-07-21,593.289978027344,596.900024414062,582.690002441406,589.929992675781,1099600,589.929992675781
2014-07-22,649.900024414062,667.900024414062,649.27001953125,659.77001953125,2260800,659.77001953125
2014-07-23,658.710021972656,662.690002441406,655.159973144531,661.27001953125,554500,661.27001953125
2014-07-24,663.130004882812,663.77001953125,656.789978027344,660.200012207031,373800,660.200012207031
2014-07-25,657.799987792969,674,657.799987792969,673.580017089844,595800,673.580017089844
2014-07-28,675.109985351562,678.960021972656,671.989990234375,678.010009765625,470700,678.010009765625
2014-07-29,677.419982910156,680.369995117188,673.309997558594,674.359985351562,282400,674.359985351562
2014-07-30,678,682.669982910156,676,681.830017089844,404200,681.830017089844
2014-07-31,678.010009765625,679.5,672,672.5,462400,672.5
2014-08-01,674.809997558594,677.179992675781,667.640014648438,675.140014648438,341600,675.140014648438
2014-08-04,678.030029296875,686.049987792969,674.440002441406,682.97998046875,445500,682.97998046875
2014-08-05,682.929992675781,682.929992675781,671.530029296875,674.710021972656,333600,674.710021972656
2014-08-06,671,681.559997558594,668.669982910156,673,374800,673
2014-08-07,677.5,679.950012207031,669.159973144531,671.840026855469,289800,671.840026855469
2014-08-08,668,670.210021972656,664.239990234375,669.700012207031,354200,669.700012207031
2014-08-11,673.460021972656,682.739990234375,668.080017089844,680.539978027344,355000,680.539978027344
2014-08-12,678.159973144531,679.659973144531,672,676.22998046875,225900,676.22998046875
2014-08-13,675,688.429992675781,675,683.679992675781,387500,683.679992675781
2014-08-14,683.780029296875,685.969970703125,675.809997558594,679.289978027344,303900,679.289978027344
2014-08-15,682.47998046875,684.150024414062,673.760009765625,678.179992675781,331700,678.179992675781
2014-08-18,681,684.869995117188,680.409973144531,684.830017089844,201100,684.830017089844
2014-08-19,686.349975585938,689.450012207031,680.820007324219,681.080017089844,231600,681.080017089844
2014-08-20,680.760009765625,680.760009765625,675.02001953125,678.409973144531,305900,678.409973144531
2014-08-21,697,697.929992675781,677.5,681.070007324219,716100,681.070007324219
2014-08-22,678.169982910156,681.409973144531,673.890014648438,676.950012207031,358900,676.950012207031
2014-08-25,679,680.219970703125,675.02001953125,676.239990234375,213700,676.239990234375
2014-08-26,676.719970703125,685.97998046875,676.719970703125,683.890014648438,289600,683.890014648438
2014-08-27,681.380004882812,683.869995117188,676.140014648438,677.030029296875,259800,677.030029296875
2014-08-28,676.150024414062,679.659973144531,674.25,677.840026855469,153000,677.840026855469
2014-08-29,678.969970703125,680.5,674.150024414062,678.650024414062,180800,678.650024414062
2014-09-02,678.849975585938,683.5,675.25,682.900024414062,232700,682.900024414062
2014-09-03,684.5,692.900024414062,678.799987792969,680.099975585938,306900,680.099975585938
2014-09-04,681,685.440002441406,677.239990234375,680.539978027344,270600,680.539978027344
2014-09-05,679.809997558594,683.140014648438,676.349975585938,677.950012207031,240000,677.950012207031
2014-09-08,677.900024414062,679.77001953125,674.450012207031,678.369995117188,205600,678.369995117188
2014-09-09,679.099975585938,679.099975585938,669.27001953125,669.950012207031,282800,669.950012207031
2014-09-10,673,677.190002441406,664.159973144531,671.359985351562,366600,671.359985351562
2014-09-11,670.289978027344,673.700012207031,666.619995117188,672.72998046875,317400,672.72998046875
2014-09-12,671.840026855469,672.640014648438,663.159973144531,664.809997558594,302800,664.809997558594
2014-09-15,664.419982910156,664.849975585938,650.030029296875,655.849975585938,519000,655.849975585938
2014-09-16,655.849975585938,656.869995117188,651,654.200012207031,486700,654.200012207031
2014-09-17,650.5,657.02001953125,642.640014648438,653.239990234375,530200,653.239990234375
2014-09-18,655.5,665.700012207031,652.609985351562,664.320007324219,339900,664.320007324219
2014-09-19,666.25,668.080017089844,661.460021972656,664.090026855469,395200,664.090026855469
2014-09-22,660.77001953125,663.960021972656,651.25,656.099975585938,285400,656.099975585938
2014-09-23,654.640014648438,659.039978027344,653.840026855469,654.580017089844,164500,654.580017089844
2014-09-24,658.130004882812,666.97998046875,656.789978027344,664.710021972656,267100,664.710021972656
2014-09-25,659.510009765625,663.840026855469,651.409973144531,653.390014648438,276900,653.390014648438
2014-09-26,653.299987792969,664.940002441406,653.299987792969,660.77001953125,253500,660.77001953125
2014-09-29,655.989990234375,665.739990234375,651.5,662.940002441406,240800,662.940002441406
2014-09-30,663.799987792969,669.780029296875,657.830017089844,666.590026855469,460500,666.590026855469
2014-10-01,666.5,667.440002441406,656.159973144531,662.22998046875,387200,662.22998046875
2014-10-02,661.130004882812,666.650024414062,659.369995117188,662.570007324219,306400,662.570007324219
2014-10-03,666.390014648438,675.030029296875,663.72998046875,674.5,402900,674.5
2014-10-06,677,681.799987792969,670.619995117188,671.130004882812,378800,671.130004882812
2014-10-07,667.049987792969,669.780029296875,661.760009765625,662.820007324219,348300,662.820007324219
2014-10-08,663.809997558594,672.659973144531,660.659973144531,672.099975585938,362100,672.099975585938
2014-10-09,670.340026855469,673.5,657.739990234375,660.609985351562,392000,660.609985351562
2014-10-10,659.099975585938,668.580017089844,655.010009765625,655.580017089844,625900,655.580017089844
2014-10-13,657.75,658.299987792969,638,639.530029296875,481700,639.530029296875
2014-10-14,645.5,652.02001953125,639,651.169982910156,534500,651.169982910156
2014-10-15,641.369995117188,653.659973144531,631,647.380004882812,613600,647.380004882812
2014-10-16,644.190002441406,650,635.010009765625,645.97998046875,498700,645.97998046875
2014-10-17,647.960021972656,654.489990234375,638.030029296875,641.719970703125,687000,641.719970703125
2014-10-20,643,654.72998046875,641.190002441406,653.030029296875,1216100,653.030029296875
2014-10-21,624.950012207031,629.5,607.549987792969,607.549987792969,2252700,607.549987792969
2014-10-22,611.27001953125,619.5,607.570007324219,608.989990234375,1001500,608.989990234375
2014-10-23,612.739990234375,615.669982910156,609.150024414062,610,619100,610
2014-10-24,613.030029296875,617.900024414062,608.799987792969,615.780029296875,493600,615.780029296875
2014-10-27,614.75,633.369995117188,614.75,630.109985351562,565800,630.109985351562
2014-10-28,631.489990234375,647.289978027344,630.559997558594,645.849975585938,601900,645.849975585938
2014-10-29,645.599975585938,648.820007324219,638.710021972656,639.859985351562,441800,639.859985351562
2014-10-30,640.52001953125,644.940002441406,637.27001953125,639.679992675781,263800,639.679992675781
2014-10-31,643.510009765625,646.5,636.900024414062,638,441500,638
2014-11-03,638.280029296875,641,635.320007324219,638.530029296875,306000,638.530029296875
2014-11-04,640.369995117188,649.299987792969,638,647.679992675781,407800,647.679992675781
2014-11-05,651,652.099975585938,640.409973144531,642.590026855469,328200,642.590026855469
2014-11-06,643.109985351562,647.330017089844,640.549987792969,647.119995117188,232800,647.119995117188
2014-11-07,647.380004882812,651.380004882812,642.289978027344,649.030029296875,300800,649.030029296875
2014-11-10,647.919982910156,650.400024414062,645.5,648.859985351562,275600,648.859985351562
2014-11-11,649.400024414062,656.820007324219,647.489990234375,656.650024414062,356000,656.650024414062
2014-11-12,654.969970703125,668.929992675781,654.510009765625,664.25,419100,664.25
2014-11-13,666,671.789978027344,662.700012207031,670.75,348900,670.75
2014-11-14,671.099975585938,675.239990234375,667.960021972656,669.799987792969,277800,669.799987792969
2014-11-17,668,669.72998046875,657.340026855469,658.320007324219,367200,658.320007324219
2014-11-18,656,663.580017089844,656,658.090026855469,245300,658.090026855469
2014-11-19,659.989990234375,660.950012207031,654.280029296875,658.559997558594,234200,658.559997558594
2014-11-20,657.440002441406,663.830017089844,656.090026855469,662.830017089844,211700,662.830017089844
2014-11-21,667.489990234375,667.719970703125,656.919982910156,657.880004882812,349000,657.880004882812
2014-11-24,659.75,660.940002441406,646.590026855469,659.539978027344,454900,659.539978027344
2014-11-25,662,664.5,654.119995117188,654.900024414062,460400,654.900024414062
2014-11-26,656.830017089844,661.169982910156,655,660.210021972656,162300,660.210021972656
2014-11-28,661.489990234375,671.989990234375,661.489990234375,663.619995117188,172800,663.619995117188
2014-12-01,664.659973144531,670.200012207031,660.400024414062,660.880004882812,272000,660.880004882812
2014-12-02,659.880004882812,664.710021972656,655.599975585938,660.039978027344,286900,660.039978027344
2014-12-03,656.840026855469,661.5,651.140014648438,651.27001953125,391000,651.27001953125
2014-12-04,652.530029296875,665.799987792969,651.530029296875,663.969970703125,377800,663.969970703125
2014-12-05,665.840026855469,665.840026855469,660,660.570007324219,169700,660.570007324219
2014-12-08,662.099975585938,662.349975585938,653.5,657.030029296875,289300,657.030029296875
2014-12-09,654.5,658.640014648438,645.530029296875,657.090026855469,412500,657.090026855469
2014-12-10,657,663.179992675781,647.799987792969,650.039978027344,307100,650.039978027344
2014-12-11,652.5,659.640014648438,651.950012207031,654.390014648438,269700,654.390014648438
2014-12-12,653.650024414062,662.989990234375,652.710021972656,657.669982910156,288500,657.669982910156
2014-12-15,658.5,661.330017089844,645.659973144531,648.830017089844,434100,648.830017089844
2014-12-16,648.830017089844,649.109985351562,632.429992675781,633.52001953125,414800,633.52001953125
2014-12-17,635,651.580017089844,635,649.150024414062,338300,649.150024414062
2014-12-18,655.489990234375,658.5,645.859985351562,655.599975585938,320200,655.599975585938
2014-12-19,658.739990234375,659,648.239990234375,651.419982910156,392400,651.419982910156
2014-12-22,652.309997558594,669.099975585938,652.289978027344,667.659973144531,380600,667.659973144531
2014-12-23,670,671.960021972656,665.390014648438,669.210021972656,225400,669.210021972656
2014-12-24,668.530029296875,676.679992675781,667.799987792969,672.789978027344,136900,672.789978027344
2014-12-26,672.760009765625,679.75,672.320007324219,678.059997558594,212000,678.059997558594
2014-12-29,675.75,696.559997558594,675.5,692.690002441406,504300,692.690002441406
2014-12-30,691.349975585938,693,680.419982910156,684.909973144531,268900,684.909973144531
2014-12-31,685.549987792969,693.960021972656,683.429992675781,684.510009765625,302500,684.510009765625
2015-01-02,686,687.469970703125,671.010009765625,678.400024414062,324800,678.400024414062
2015-01-05,678.400024414062,679.919982910156,664.200012207031,667.690002441406,374400,667.690002441406
2015-01-06,666.789978027344,672,653.77001953125,664.380004882812,609400,664.380004882812
2015-01-07,668.400024414062,694.849975585938,668.400024414062,694.260009765625,685600,694.260009765625
2015-01-08,702.5,727.969970703125,702.5,719.989990234375,1169900,719.989990234375
2015-01-09,721.849975585938,722.169982910156,711.960021972656,714.27001953125,404300,714.27001953125
2015-01-12,718.890014648438,719,709.47998046875,711.700012207031,276800,711.700012207031
2015-01-13,715.739990234375,724.47998046875,707.159973144531,714.059997558594,348100,714.059997558594
2015-01-14,703.210021972656,713.02001953125,700,709.739990234375,318600,709.739990234375
2015-01-15,709,715.099975585938,698.109985351562,700.780029296875,344600,700.780029296875
2015-01-16,696.570007324219,712.22998046875,696.570007324219,711.109985351562,316100,711.109985351562
2015-01-20,714.890014648438,716,702.5,705.780029296875,340900,705.780029296875
2015-01-21,704.400024414062,710.52001953125,702.059997558594,703.890014648438,307500,703.890014648438
2015-01-22,706.809997558594,715.179992675781,703.539978027344,713.440002441406,301300,713.440002441406
2015-01-23,715.47998046875,721,713,713.690002441406,324600,713.690002441406
2015-01-26,715.340026855469,725.859985351562,712.369995117188,723.429992675781,227700,723.429992675781
2015-01-27,718.380004882812,724.830017089844,716,721.330017089844,275600,721.330017089844
2015-01-28,722.969970703125,726.97998046875,710.640014648438,711.989990234375,244500,711.989990234375
2015-01-29,715.549987792969,717.150024414062,708.820007324219,714.530029296875,273700,714.530029296875
2015-01-30,714.640014648438,716.97998046875,707.719970703125,709.840026855469,385100,709.840026855469
2015-02-02,713.549987792969,716.440002441406,700.010009765625,712.549987792969,467900,712.549987792969
2015-02-03,716.5,726.630004882812,710,726.630004882812,1364200,726.630004882812
2015-02-04,680.280029296875,686.719970703125,667.150024414062,676,2474700,676
2015-02-05,679.799987792969,679.989990234375,670.030029296875,670.909973144531,830300,670.909973144531
2015-02-06,677,677.890014648438,657.97998046875,659.919982910156,870200,659.919982910156
2015-02-09,655.780029296875,658.070007324219,647.280029296875,648.010009765625,646500,648.010009765625
2015-02-10,652,666.25,648.929992675781,665.030029296875,734500,665.030029296875
2015-02-11,666.359985351562,676.75,664,669.640014648438,528200,669.640014648438
2015-02-12,671.080017089844,672.239990234375,665.260009765625,670.289978027344,288500,670.289978027344
2015-02-13,671.669982910156,678.169982910156,667.130004882812,674.890014648438,377400,674.890014648438
2015-02-17,674.460021972656,677.669982910156,669.299987792969,670.929992675781,280300,670.929992675781
2015-02-18,669.960021972656,674.950012207031,669,674.570007324219,297000,674.570007324219
2015-02-19,674.599975585938,682.52001953125,672.239990234375,673.280029296875,295400,673.280029296875
2015-02-20,670.590026855469,674.679992675781,669.380004882812,674,265600,674
2015-02-23,673.469970703125,679.719970703125,670,671.169982910156,215200,671.169982910156
2015-02-24,670.150024414062,673.219970703125,666.52001953125,667.909973144531,235800,667.909973144531
