"Fecha","CSGP.Open","CSGP.High","CSGP.Low","CSGP.Close","CSGP.Volume","CSGP.Adjusted"
2013-11-01,17.6709995269775,17.7000007629395,17.17799949646,17.2779998779297,2020000,17.2779998779297
2013-11-04,17.3859996795654,17.4599990844727,17.1299991607666,17.3600006103516,1502000,17.3600006103516
2013-11-05,17.3229999542236,17.6439990997314,17.1009998321533,17.576000213623,716000,17.576000213623
2013-11-06,17.7199993133545,17.9459991455078,17.5060005187988,17.6350002288818,763000,17.6350002288818
2013-11-07,17.6749992370605,17.6749992370605,17.0240001678467,17.0419998168945,1325000,17.0419998168945
2013-11-08,16.9699993133545,17.5100002288818,16.80299949646,17.4050006866455,1266000,17.4050006866455
2013-11-11,17.3579998016357,17.6019992828369,17.128999710083,17.2150001525879,639000,17.2150001525879
2013-11-12,17.1760005950928,17.253999710083,16.9810009002686,17.1509990692139,1069000,17.1509990692139
2013-11-13,17.0750007629395,17.6469993591309,17.0510005950928,17.6180000305176,420000,17.6180000305176
2013-11-14,17.5739994049072,17.7059993743896,17.4349994659424,17.6539993286133,930000,17.6539993286133
2013-11-15,17.628999710083,17.875,17.4209995269775,17.617000579834,2126000,17.617000579834
2013-11-18,17.6240005493164,17.9309997558594,17.576000213623,17.7059993743896,670000,17.7059993743896
2013-11-19,17.6720008850098,17.9160003662109,17.5839996337891,17.7250003814697,461000,17.7250003814697
2013-11-20,17.7360000610352,17.8990001678467,17.6480007171631,17.7600002288818,697000,17.7600002288818
2013-11-21,17.8050003051758,18.1580009460449,17.7700004577637,18.121000289917,1283000,18.121000289917
2013-11-22,18.113000869751,18.2000007629395,17.8840007781982,18.0559997558594,793000,18.0559997558594
2013-11-25,18.1959991455078,18.3610000610352,17.9349994659424,18.0209999084473,781000,18.0209999084473
2013-11-26,18.0620002746582,18.3840007781982,17.9820003509521,18.3460006713867,490000,18.3460006713867
2013-11-27,18.4120006561279,18.6700000762939,18.2590007781982,18.6620006561279,904000,18.6620006561279
2013-11-29,18.7830009460449,18.8430004119873,18.5279998779297,18.6240005493164,253000,18.6240005493164
2013-12-02,18.5620002746582,18.6350002288818,18.4050006866455,18.5279998779297,1066000,18.5279998779297
2013-12-03,18.4529991149902,18.6079998016357,18.2450008392334,18.2880001068115,1581000,18.2880001068115
2013-12-04,18.1720008850098,18.3379993438721,17.6569995880127,17.7040004730225,1e+06,17.7040004730225
2013-12-05,17.6790008544922,18.1089992523193,17.6790008544922,17.9150009155273,1698000,17.9150009155273
2013-12-06,17.9860000610352,18.5979995727539,17.9839992523193,18.57200050354,1284000,18.57200050354
2013-12-09,18.5919990539551,18.6000003814697,18.3449993133545,18.5480003356934,805000,18.5480003356934
2013-12-10,18.5240001678467,18.7269992828369,18.3390007019043,18.3959999084473,1078000,18.3959999084473
2013-12-11,18.4629993438721,18.4850006103516,17.7520008087158,17.8199996948242,1598000,17.8199996948242
2013-12-12,17.7919998168945,17.9340000152588,17.5970001220703,17.6089992523193,1162000,17.6089992523193
2013-12-13,17.6909999847412,17.8700008392334,17.4810009002686,17.7080001831055,1212000,17.7080001831055
2013-12-16,17.8150005340576,17.9610004425049,17.6410007476807,17.9549999237061,1148000,17.9549999237061
2013-12-17,17.9449996948242,17.9500007629395,17.6359996795654,17.8010005950928,1751000,17.8010005950928
2013-12-18,17.8379993438721,18.1639995574951,17.742000579834,18.1280002593994,2338000,18.1280002593994
2013-12-19,18.1609992980957,18.2250003814697,17.753999710083,17.8080005645752,1137000,17.8080005645752
2013-12-20,17.8950004577637,18.3980007171631,17.5669994354248,18.3159999847412,2959000,18.3159999847412
2013-12-23,18.3700008392334,18.5869998931885,18.2759990692139,18.306999206543,1018000,18.306999206543
2013-12-24,18.3390007019043,18.5030002593994,18.2150001525879,18.3859996795654,501000,18.3859996795654
2013-12-26,18.4869995117188,18.5620002746582,18.3409996032715,18.4379997253418,875000,18.4379997253418
2013-12-27,18.4979991912842,18.5960006713867,18.3369998931885,18.3959999084473,782000,18.3959999084473
2013-12-30,18.3969993591309,18.4839992523193,18.173999786377,18.2250003814697,591000,18.2250003814697
2013-12-31,18.2970008850098,18.5219993591309,18.2700004577637,18.4580001831055,881000,18.4580001831055
2014-01-02,18.3920001983643,18.3999996185303,17.9890003204346,18.1879997253418,1066000,18.1879997253418
2014-01-03,18.2259998321533,18.4519996643066,18.1599998474121,18.4080009460449,745000,18.4080009460449
2014-01-06,18.5230007171631,18.5230007171631,18.1049995422363,18.2150001525879,751000,18.2150001525879
2014-01-07,18.2810001373291,18.5240001678467,18.1849994659424,18.2450008392334,783000,18.2450008392334
2014-01-08,18.1840000152588,18.2299995422363,17.7849998474121,18.0069999694824,1181000,18.0069999694824
2014-01-09,18.1140003204346,18.25,17.9580001831055,18.0189990997314,2102000,18.0189990997314
2014-01-10,18.0270004272461,18.1940002441406,17.5769996643066,17.7630004882812,2099000,17.7630004882812
2014-01-13,17.6730003356934,17.988000869751,17.3840007781982,17.4529991149902,1355000,17.4529991149902
2014-01-14,17.5599994659424,17.9489994049072,17.5200004577637,17.8810005187988,1035000,17.8810005187988
2014-01-15,17.8689994812012,17.951000213623,17.753999710083,17.7959995269775,1085000,17.7959995269775
2014-01-16,17.7110004425049,18,17.6989994049072,17.9020004272461,1261000,17.9020004272461
2014-01-17,17.8990001678467,17.9340000152588,17.7240009307861,17.8819999694824,1422000,17.8819999694824
2014-01-21,18.0470008850098,18.0470008850098,17.4459991455078,17.6410007476807,1007000,17.6410007476807
2014-01-22,17.6280002593994,17.9869995117188,17.5669994354248,17.9500007629395,1233000,17.9500007629395
2014-01-23,17.8969993591309,17.9829998016357,17.7099990844727,17.9179992675781,1505000,17.9179992675781
2014-01-24,17.746000289917,17.8700008392334,17.4799995422363,17.6189994812012,1130000,17.6189994812012
2014-01-27,17.6480007171631,17.6480007171631,16.7770004272461,16.7859992980957,1625000,16.7859992980957
2014-01-28,16.7910003662109,17.0890007019043,16.3780002593994,17.0429992675781,1674000,17.0429992675781
2014-01-29,16.7900009155273,17,16.5729999542236,16.67799949646,1166000,16.67799949646
2014-01-30,16.8819999694824,16.9640007019043,16.6569995880127,16.9090003967285,1768000,16.9090003967285
2014-01-31,16.5709991455078,17.2549991607666,16.5709991455078,17.2040004730225,1388000,17.2040004730225
2014-02-03,17.2049999237061,17.2129993438721,16.8209991455078,16.9160003662109,2114000,16.9160003662109
2014-02-04,16.9610004425049,17.1450004577637,16.8549995422363,16.9009990692139,1275000,16.9009990692139
2014-02-05,16.8369998931885,17.0100002288818,16.55299949646,16.9249992370605,1123000,16.9249992370605
2014-02-06,17.0259990692139,17.2339992523193,17.0149993896484,17.2250003814697,1619000,17.2250003814697
2014-02-07,17.2140007019043,17.6030006408691,17.1499996185303,17.5300006866455,1105000,17.5300006866455
2014-02-10,17.4899997711182,17.4899997711182,17.1380004882812,17.3579998016357,1002000,17.3579998016357
2014-02-11,17.3759994506836,17.4220008850098,17.1870002746582,17.367000579834,943000,17.367000579834
2014-02-12,17.3479995727539,17.5279998779297,17.2709999084473,17.3570003509521,1106000,17.3570003509521
2014-02-13,17.2740001678467,18.3190002441406,17.2740001678467,18.2250003814697,1829000,18.2250003814697
2014-02-14,18.2299995422363,18.2889995574951,17.9009990692139,18.1599998474121,834000,18.1599998474121
2014-02-18,18.261999130249,18.5769996643066,18.1219997406006,18.2919998168945,2710000,18.2919998168945
2014-02-19,18.1790008544922,18.4680004119873,17.9759998321533,18.1620006561279,1590000,18.1620006561279
2014-02-20,18.2509994506836,18.3810005187988,17.2789993286133,18.2999992370605,6372000,18.2999992370605
2014-02-21,18.4500007629395,19.8990001678467,18.3150005340576,19.7970008850098,4551000,19.7970008850098
2014-02-24,19.8600006103516,20.5540008544922,19.8600006103516,20.4839992523193,2855000,20.4839992523193
2014-02-25,20.5860004425049,20.7099990844727,20.3640003204346,20.4449996948242,1405000,20.4449996948242
2014-02-26,20.5090007781982,20.7299995422363,20.2099990844727,20.2630004882812,1879000,20.2630004882812
2014-02-27,20.1790008544922,20.4599990844727,20.125,20.3810005187988,829000,20.3810005187988
2014-02-28,20.3700008392334,20.5,19.9449996948242,20.1040000915527,1019000,20.1040000915527
2014-03-03,20.1700000762939,20.3379993438721,19.8999996185303,20.0279998779297,2368000,20.0279998779297
2014-03-04,20.4990005493164,21.8169994354248,20.2220001220703,21.3999996185303,5660000,21.3999996185303
2014-03-05,21.2590007781982,21.4440002441406,21.0510005950928,21.1989994049072,1983000,21.1989994049072
2014-03-06,21.2059993743896,21.2530002593994,20.8950004577637,21.1200008392334,2038000,21.1200008392334
2014-03-07,21.1679992675781,21.2310009002686,20.7320003509521,21.17799949646,2084000,21.17799949646
2014-03-10,21.1159992218018,21.1720008850098,20.7999992370605,20.8929996490479,1715000,20.8929996490479
2014-03-11,20.8579998016357,21.0380001068115,20.7000007629395,20.7810001373291,1634000,20.7810001373291
2014-03-12,20.6389999389648,21.076000213623,20.5160007476807,20.9990005493164,1743000,20.9990005493164
2014-03-13,21.1009998321533,21.2679996490479,20.6569995880127,20.7779998779297,1303000,20.7779998779297
2014-03-14,20.6709995269775,21.1000003814697,20.6110000610352,20.7350006103516,948000,20.7350006103516
2014-03-17,20.8250007629395,21.2000007629395,20.7310009002686,20.8470001220703,1869000,20.8470001220703
