"Fecha","MRNA.Open","MRNA.High","MRNA.Low","MRNA.Close","MRNA.Volume","MRNA.Adjusted"
2018-12-07,22,22.75,18.5100002288818,18.6000003814697,12995600,18.6000003814697
2018-12-10,18.8999996185303,19.4389991760254,18,18.7999992370605,4233300,18.7999992370605
2018-12-11,20.5499992370605,20.6599998474121,17.9899997711182,18.0100002288818,3435300,18.0100002288818
2018-12-12,18.5499992370605,19.4799995422363,18.0200004577637,18.6800003051758,2590700,18.6800003051758
2018-12-13,19.25,19.2900009155273,18.6800003051758,18.7600002288818,1608600,18.7600002288818
2018-12-14,18.75,18.8810005187988,18.25,18.3199996948242,746300,18.3199996948242
2018-12-17,18.3299999237061,18.4699993133545,16.8999996185303,17,1580800,17
2018-12-18,17.1000003814697,17.25,16.25,17,1621600,17
2018-12-19,16.8600006103516,17.3700008392334,16,16.1800003051758,941500,16.1800003051758
2018-12-20,16,16.1399993896484,14.75,15.5,2365200,15.5
2018-12-21,15.3999996185303,15.5,13.9499998092651,14.4700002670288,2063000,14.4700002670288
2018-12-24,14.3199996948242,14.3199996948242,13.75,14.0299997329712,665400,14.0299997329712
2018-12-26,14.1499996185303,14.3100004196167,13.0299997329712,13.5200004577637,1817800,13.5200004577637
2018-12-27,13.4899997711182,14.9499998092651,13.2700004577637,14.6499996185303,1769500,14.6499996185303
2018-12-28,14.7200002670288,14.8500003814697,13.8179998397827,14.1499996185303,929100,14.1499996185303
2018-12-31,14.2399997711182,15.3000001907349,14.2130002975464,15.2700004577637,994700,15.2700004577637
2019-01-02,14.9300003051758,15.4499998092651,14.5100002288818,15.3299999237061,2318100,15.3299999237061
2019-01-03,15.4899997711182,16.0799999237061,15.1999998092651,15.5,1588900,15.5
2019-01-04,16,17.5,15.8940000534058,16.9599990844727,1651800,16.9599990844727
2019-01-07,17.5400009155273,17.9400005340576,16.1800003051758,16.2700004577637,1585400,16.2700004577637
2019-01-08,17.3500003814697,17.4680004119873,16.0499992370605,16.9500007629395,1892700,16.9500007629395
2019-01-09,17.2000007629395,17.25,16.1499996185303,16.3299999237061,1187400,16.3299999237061
2019-01-10,16.3600006103516,16.5100002288818,16,16.4799995422363,487300,16.4799995422363
2019-01-11,16.6000003814697,17.0599994659424,16.5300006866455,17,580600,17
2019-01-14,17,17.0599994659424,16.7199993133545,16.7399997711182,612900,16.7399997711182
2019-01-15,17,17,16.4099998474121,16.5900001525879,468100,16.5900001525879
2019-01-16,16.7999992370605,16.9500007629395,16.2600002288818,16.2600002288818,272800,16.2600002288818
2019-01-17,16.0499992370605,16.5300006866455,16.0499992370605,16.3099994659424,315700,16.3099994659424
2019-01-18,16.4599990844727,16.7999992370605,16.25,16.6900005340576,630000,16.6900005340576
2019-01-22,16.6200008392334,16.6350002288818,15.3500003814697,15.5600004196167,636900,15.5600004196167
2019-01-23,15.5900001525879,15.9200000762939,14.7600002288818,14.789999961853,652600,14.789999961853
2019-01-24,14.8999996185303,15.1949996948242,14.6400003433228,14.6400003433228,452900,14.6400003433228
2019-01-25,14.8000001907349,14.9200000762939,14.3999996185303,14.9099998474121,942200,14.9099998474121
2019-01-28,14.8400001525879,14.8400001525879,14.4499998092651,14.4499998092651,656500,14.4499998092651
2019-01-29,14.460000038147,14.875,14.4499998092651,14.6300001144409,592800,14.6300001144409
2019-01-30,14.7200002670288,15.5450000762939,14.6499996185303,15.1300001144409,758900,15.1300001144409
2019-01-31,15.2399997711182,17.4799995422363,15.2399997711182,16.6000003814697,2259200,16.6000003814697
2019-02-01,16.7999992370605,17.007999420166,15.8999996185303,16.2199993133545,617200,16.2199993133545
2019-02-04,16.2199993133545,16.4899997711182,15.9499998092651,16.2700004577637,297800,16.2700004577637
2019-02-05,16.2900009155273,17.4899997711182,16.2080001831055,17.1800003051758,652700,17.1800003051758
2019-02-06,17.25,18.3899993896484,17.1100006103516,18.1399993896484,1015900,18.1399993896484
2019-02-07,17.9500007629395,18.068000793457,17.0400009155273,17.0499992370605,527600,17.0499992370605
2019-02-08,17.1000003814697,18.1499996185303,17.1000003814697,17.9899997711182,685700,17.9899997711182
2019-02-11,17.9899997711182,18.6459999084473,17.7509994506836,18.1700000762939,597900,18.1700000762939
2019-02-12,18.2099990844727,18.7600002288818,17.6000003814697,18.6900005340576,753100,18.6900005340576
2019-02-13,18.9899997711182,19.2199993133545,18.2999992370605,18.5300006866455,1333500,18.5300006866455
