"Fecha","GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted"
2013-11-01,25.8205718994141,25.9259262084961,25.6531524658203,25.7017021179199,51280668,25.7017021179199
2013-11-04,25.8133125305176,25.8350849151611,25.5763263702393,25.6784286499023,45506448,25.6784286499023
2013-11-05,25.5342845916748,25.817066192627,25.4609603881836,25.5635643005371,47208744,25.5635643005371
2013-11-06,25.6656665802002,25.7007007598877,25.4096603393555,25.5943431854248,36479484,25.5943431854248
2013-11-07,25.590841293335,25.6238746643066,25.216215133667,25.2239742279053,67116816,25.2239742279053
2013-11-08,25.2439937591553,25.4879875183105,25.2377376556396,25.426176071167,51580368,25.426176071167
2013-11-11,25.2630138397217,25.4236736297607,25.2252254486084,25.2900390625,44459496,25.2900390625
2013-11-12,25.2177181243896,25.4644641876221,25.1501502990723,25.3198204040527,48675276,25.3198204040527
2013-11-13,25.1939449310303,25.8470973968506,25.1876888275146,25.8375873565674,63112824,25.8375873565674
2013-11-14,25.8738746643066,26.0197696685791,25.7845344543457,25.9066562652588,46621332,25.9066562652588
2013-11-15,25.897647857666,25.9759769439697,25.7835330963135,25.8648643493652,51000948,25.8648643493652
2013-11-18,25.9196701049805,26.2447452545166,25.7567577362061,25.8145656585693,70317612,25.8145656585693
2013-11-19,25.8188190460205,25.894645690918,25.6018524169922,25.6556568145752,45218736,25.6556568145752
2013-11-20,25.7745246887207,25.8598594665527,25.5345344543457,25.5833320617676,38509452,25.5833320617676
2013-11-21,25.7007007598877,25.9837341308594,25.6756763458252,25.877628326416,43628328,25.877628326416
2013-11-22,25.8613605499268,25.9301795959473,25.7562561035156,25.8230724334717,50117832,25.8230724334717
2013-11-25,25.9549541473389,26.3561058044434,25.9014015197754,26.1744232177734,64455480,26.1744232177734
2013-11-26,26.2412414550781,26.5640640258789,26.0995998382568,26.4867362976074,91360548,26.4867362976074
2013-11-27,26.5773277282715,26.7267265319824,26.5265274047852,26.6043548583984,44899056,26.6043548583984
2013-11-29,26.5805816650391,26.6921920776367,26.5127620697021,26.5162658691406,47664288,26.5162658691406
2013-12-02,26.6143646240234,26.6854343414307,26.295295715332,26.3883876800537,54873072,26.3883876800537
2013-12-03,26.3000507354736,26.6126136779785,26.2517528533936,26.3578586578369,66976956,26.3578586578369
2013-12-04,26.3105602264404,26.6261253356934,26.2762756347656,26.4809818267822,47616336,26.4809818267822
2013-12-05,26.4564552307129,26.5180187225342,26.3035545349121,26.4599609375,45302652,26.4599609375
2013-12-06,26.7715225219727,26.7767772674561,26.528528213501,26.7735233306885,57094848,26.7735233306885
2013-12-09,26.8015518188477,27.0848350524902,26.7272262573242,26.9804801940918,59244696,26.9804801940918
2013-12-10,26.9306812286377,27.3350849151611,26.9181671142578,27.1436443328857,74081844,27.1436443328857
2013-12-11,27.2122116088867,27.3103103637695,26.906156539917,26.9592094421387,68403528,26.9592094421387
2013-12-12,27.0162658691406,27.1006011962891,26.7517528533936,26.7757759094238,63796140,26.7757759094238
2013-12-13,26.9119129180908,26.9341831207275,26.4737243652344,26.5462951660156,86409504,26.5462951660156
2013-12-16,26.6266269683838,26.8941440582275,26.5768260955811,26.8513507843018,64015920,26.8513507843018
2013-12-17,26.8473472595215,27.0460453033447,26.7362365722656,26.7732734680176,61366572,26.7732734680176
2013-12-18,26.8230724334717,27.1509017944336,26.5025024414062,27.1458969116211,88323588,27.1458969116211
2013-12-19,27.0462951660156,27.3270778656006,27.0040035247803,27.1826839447021,66561372,27.1826839447021
2013-12-20,27.2347354888916,27.5568065643311,27.2272262573242,27.5430431365967,130333536,27.5430431365967
2013-12-23,27.7237243652344,27.9229221343994,27.6556568145752,27.9054050445557,68795136,27.9054050445557
2013-12-24,27.9021511077881,27.9089088439941,27.7302303314209,27.823823928833,29338632,27.823823928833
2013-12-26,27.8781280517578,28.003002166748,27.7449951171875,27.9644641876221,53458488,27.9644641876221
2013-12-27,28.0280284881592,28.0350341796875,27.8513507843018,27.9879875183105,62725212,27.9879875183105
2013-12-30,28.0365371704102,28.0405406951904,27.7532539367676,27.7642631530762,49394556,27.7642631530762
2013-12-31,27.833833694458,28.0530529022217,27.6841831207275,28.0457954406738,54261684,28.0457954406738
2014-01-02,27.9144134521484,27.9717216491699,27.7342338562012,27.8558559417725,72783144,27.8558559417725
2014-01-03,27.9029026031494,27.9512004852295,27.6509017944336,27.6526527404785,66601332,27.6526527404785
2014-01-06,27.8531036376953,27.9994983673096,27.6886882781982,27.9609603881836,70701228,27.9609603881836
2014-01-07,28.1531524658203,28.5207710266113,28.057056427002,28.5,102001896,28.5
2014-01-08,28.6786785125732,28.7117118835449,28.3606109619141,28.5593090057373,89610300,28.5593090057373
2014-01-09,28.6146144866943,28.6341342926025,28.1671676635742,28.2842845916748,83296620,28.2842845916748
2014-01-10,28.5055065155029,28.5055065155029,28.0843334197998,28.2827835083008,85654260,28.2827835083008
2014-01-13,28.1899394989014,28.7014503479004,27.9572067260742,28.1026039123535,96659244,28.1026039123535
2014-01-14,28.4772262573242,28.803804397583,28.2304801940918,28.7637634277344,99204696,28.7637634277344
2014-01-15,28.8536033630371,28.9039039611816,28.6233730316162,28.7442436218262,77929992,28.7442436218262
2014-01-16,28.7562561035156,28.9772262573242,28.7287292480469,28.9344348907471,67288644,28.9344348907471
2014-01-17,28.9501991271973,29.0447940826416,28.6336345672607,28.7920417785645,107943948,28.7920417785645
2014-01-21,29.0523014068604,29.12912940979,28.8113117218018,29.1216220855713,79116804,29.1216220855713
2014-01-22,29.1944446563721,29.2264766693115,29.0005016326904,29.154655456543,62793144,29.154655456543
2014-01-23,29.0290298461914,29.0913410186768,28.8881378173828,29.0315322875977,77886036,29.0315322875977
2014-01-24,28.8040542602539,28.867618560791,28.1031036376953,28.1238746643066,155544300,28.1238746643066
2014-01-27,28.1806812286377,28.1906909942627,27.083833694458,27.5583076477051,173969856,27.5583076477051
2014-01-28,27.7857856750488,28.1719226837158,27.7762756347656,28.1033535003662,88319592,28.1033535003662
2014-01-29,28.0060062408447,28.0718212127686,27.5130138397217,27.7007007598877,95100804,27.7007007598877
2014-01-30,28.6536540985107,28.8410911560059,28.2094593048096,28.4131622314453,203452344,28.4131622314453
2014-01-31,29.3130626678467,29.6931934356689,28.807056427002,29.553804397583,222429348,29.553804397583
2014-02-03,29.5095100402832,29.5725727081299,28.3285789489746,28.3641147613525,182581236,28.3641147613525
2014-02-04,28.4782276153564,28.9039039611816,28.4537048339844,28.4824829101562,112363524,28.4824829101562
2014-02-05,28.6131134033203,28.7980480194092,28.2287292480469,28.6086082458496,95684220,28.6086082458496
2014-02-06,28.807056427002,29.0330333709717,28.7174663543701,29.0280284881592,77786136,29.0280284881592
2014-02-07,29.219970703125,29.4769763946533,29.0430431365967,29.4654655456543,105342552,29.4654655456543
2014-02-10,29.3243236541748,29.5895900726318,29.2547550201416,29.3526039123535,77730192,29.3526039123535
2014-02-11,29.533784866333,29.8265762329102,29.3345851898193,29.7842845916748,81949968,29.7842845916748
2014-02-12,29.7547550201416,29.7797794342041,29.5640640258789,29.6969470977783,68911020,29.6969470977783
2014-02-13,29.5482978820801,30.0275287628174,29.5210208892822,30.0275287628174,73382544,30.0275287628174
2014-02-14,29.9201698303223,30.1398906707764,29.8498497009277,30.1000995635986,87380532,30.1000995635986
2014-02-18,30.065315246582,30.3521022796631,30.030029296875,30.3023014068604,84271644,30.3023014068604
2014-02-19,30.1626625061035,30.2607612609863,29.9674663543701,30.0885887145996,84059856,30.0885887145996
2014-02-20,30.1086082458496,30.2024517059326,30.0355358123779,30.1328830718994,67963968,30.1328830718994
2014-02-21,30.2254753112793,30.277027130127,30.1011009216309,30.1248741149902,74417508,30.1248741149902
2014-02-24,30.1641635894775,30.5345344543457,30.157657623291,30.3430938720703,66905028,30.3430938720703
2014-02-25,30.4289283752441,30.6431427001953,30.2907905578613,30.5305309295654,57490452,30.5305309295654
2014-02-26,30.6306304931641,30.7527523040771,30.3743743896484,30.5347843170166,79208712,30.5347843170166
2014-02-27,30.4902400970459,30.6363868713379,30.4557056427002,30.5107612609863,50349600,30.5107612609863
2014-02-28,30.5390396118164,30.6353855133057,30.1856861114502,30.4216728210449,92451456,30.4216728210449
2014-03-03,30.1989498138428,30.2262268066406,29.8333320617676,30.0973472595215,84107808,30.0973472595215
2014-03-04,30.4054050445557,30.4304294586182,30.2677688598633,30.4031524658203,58649292,30.4031524658203
2014-03-05,30.4066562652588,30.607608795166,30.3155651092529,30.4869861602783,49362588,30.4869861602783
