"Fecha","MDT.Open","MDT.High","MDT.Low","MDT.Close","MDT.Volume","MDT.Adjusted"
2014-02-12,56.6500015258789,56.8300018310547,56.2700004577637,56.4300003051758,3032300,45.3374977111816
2014-02-13,56.2299995422363,56.6100006103516,56.0699996948242,56.5999984741211,2543900,45.4740943908691
2014-02-14,56.560001373291,57,56.1500015258789,56.8800010681152,5154800,45.699047088623
2014-02-18,56.7900009155273,56.7900009155273,55.2999992370605,56.189998626709,7561500,45.1446838378906
2014-02-19,56.1300010681152,57.0699996948242,56,56.2000007629395,6517500,45.152717590332
2014-02-20,56.3600006103516,57.0299987792969,56.1699981689453,57,3846200,45.7954521179199
2014-02-21,57.0699996948242,57.7099990844727,57,57.1199989318848,5084600,45.8918609619141
2014-02-24,57.2599983215332,58.0400009155273,57.1599998474121,57.5999984741211,4390700,46.2775115966797
2014-02-25,57.75,57.7599983215332,57.0499992370605,57.4500007629395,3253500,46.1570053100586
2014-02-26,57.6300010681152,58.2299995422363,57.5200004577637,57.810001373291,4008400,46.446231842041
2014-02-27,57.7200012207031,58.3199996948242,57.7200012207031,58.2999992370605,3500300,46.839916229248
2014-02-28,58.2700004577637,59.7999992370605,58.2599983215332,59.2599983215332,7156700,47.6112060546875
2014-03-03,58.689998626709,59.4099998474121,58.5299987792969,59.0400009155273,4802400,47.434455871582
2014-03-04,59.6500015258789,59.8800010681152,59.4500007629395,59.6500015258789,4331100,47.9245414733887
2014-03-05,59.75,59.8400001525879,59.2000007629395,59.6399993896484,3192600,47.91650390625
2014-03-06,59.9500007629395,60,59.439998626709,59.7700004577637,4134500,48.0209579467773
2014-03-07,60.0299987792969,60.0299987792969,59.3699989318848,59.9099998474121,4133200,48.1334419250488
2014-03-10,59.6300010681152,60.0999984741211,59.4000015258789,60.0699996948242,4343700,48.2619781494141
2014-03-11,60.060001373291,60.75,59.7799987792969,60.2599983215332,5143800,48.4146308898926
2014-03-12,59.9799995422363,60.2400016784668,59.6399993896484,59.8300018310547,4259700,48.0691604614258
2014-03-13,60,60.2400016784668,58.8800010681152,59.0299987792969,3963700,47.4264221191406
2014-03-14,59.0400009155273,59.5099983215332,58.7999992370605,58.8600006103516,4333000,47.2898483276367
2014-03-17,58.9799995422363,59.6399993896484,58.9799995422363,59.2200012207031,3577000,47.5790786743164
2014-03-18,59.3199996948242,60.1699981689453,59.2799987792969,59.8499984741211,3612300,48.0852279663086
2014-03-19,60,60.4900016784668,59.4300003051758,59.8499984741211,3510700,48.0852279663086
2014-03-20,59.810001373291,59.810001373291,59.1699981689453,59.5800018310547,2891600,47.8683052062988
2014-03-21,60.060001373291,60.3800010681152,58.6599998474121,58.8300018310547,7155000,47.2657470703125
2014-03-24,59.1599998474121,59.2200012207031,57.8600006103516,58.1500015258789,4424900,46.7194061279297
2014-03-25,58.3499984741211,59.0699996948242,58.3199996948242,59,2971700,47.4023399353027
2014-03-26,59.3499984741211,59.9799995422363,59.2000007629395,59.2900009155273,4136700,47.6353073120117
2014-03-27,59.2200012207031,59.3600006103516,58.4700012207031,59.1699981689453,4886500,47.5388984680176
2014-03-28,59.7099990844727,60.9099998474121,59.6500015258789,60.4099998474121,7155800,48.5351409912109
2014-03-31,61.5,61.7400016784668,60.7099990844727,61.5400009155273,7741700,49.4430274963379
2014-04-01,61.6100006103516,62.2000007629395,61.3899993896484,61.6100006103516,4626600,49.4992713928223
2014-04-02,61.0800018310547,62,61.0800018310547,61.8600006103516,4945800,49.9270248413086
2014-04-03,62.0900001525879,62.4099998474121,61.8800010681152,62.310001373291,4971800,50.2902297973633
2014-04-04,62.1500015258789,62.9000015258789,61.4300003051758,61.5699996948242,5273600,49.6929702758789
2014-04-07,61.560001373291,62.1399993896484,61.4599990844727,61.6199989318848,5609000,49.7333335876465
2014-04-08,61.6100006103516,61.7400016784668,60.8600006103516,61,4307800,49.2329330444336
2014-04-09,60.9599990844727,61.4599990844727,60.75,61.4000015258789,5252400,49.5557632446289
2014-04-10,61.4700012207031,61.7000007629395,59.6699981689453,60.0999984741211,5712600,48.5065269470215
2014-04-11,59.8499984741211,59.9000015258789,59.1100006103516,59.2000007629395,4727200,47.780158996582
2014-04-14,56.1500015258789,58.3600006103516,55.8499984741211,58.0800018310547,10496000,46.8762092590332
2014-04-15,58,58.4599990844727,56.9900016784668,58.0499992370605,6820300,46.8520011901855
2014-04-16,58.5200004577637,58.7400016784668,57.9599990844727,58.4900016784668,5001000,47.2071228027344
2014-04-17,58.3600006103516,59.2400016784668,58.1800003051758,58.5499992370605,6056000,47.2555351257324
2014-04-21,58.1199989318848,59.1100006103516,58.060001373291,58.939998626709,3844000,47.5703048706055
2014-04-22,59,59.1800003051758,58.2999992370605,58.2999992370605,4161700,47.0537605285645
2014-04-23,58.2700004577637,58.5,57.9500007629395,58.3800010681152,3521100,47.1183395385742
2014-04-24,58.7900009155273,58.9500007629395,58.1800003051758,58.3400001525879,3387900,47.0860481262207
2014-04-25,58.3699989318848,58.3699989318848,57.810001373291,58.2099990844727,3141200,46.981128692627
2014-04-28,58.8199996948242,58.939998626709,58,58.7299995422363,5156300,47.400821685791
2014-04-29,58.7999992370605,59.0499992370605,58.6100006103516,58.7999992370605,2747600,47.4573173522949
2014-04-30,58.7000007629395,58.8400001525879,58.4099998474121,58.8199996948242,3143100,47.4734573364258
2014-05-01,58.8400001525879,59.5,58.560001373291,59.2099990844727,3765600,47.788215637207
2014-05-02,59.2799987792969,59.3899993896484,58.6199989318848,58.7700004577637,4189200,47.4330902099609
2014-05-05,58.6199989318848,59.1500015258789,58.25,59.0499992370605,3979300,47.6590881347656
2014-05-06,59.0400009155273,59.6100006103516,58.9000015258789,59.2000007629395,3878100,47.780158996582
2014-05-07,59.3300018310547,59.4099998474121,58.6699981689453,59.3199996948242,3716600,47.8770217895508
2014-05-08,59.2900009155273,59.7900009155273,59.2700004577637,59.4300003051758,3215800,47.9657859802246
2014-05-09,59.5299987792969,60.3499984741211,59.4300003051758,60.1699981689453,3686000,48.5630378723145
2014-05-12,60.4500007629395,61.1699981689453,60.3899993896484,60.9900016784668,3097000,49.2248573303223
2014-05-13,61.0200004577637,61.1800003051758,60.4199981689453,60.8300018310547,3612700,49.0957221984863
2014-05-14,60.7200012207031,61,60.5800018310547,60.6500015258789,2821100,48.9504470825195
2014-05-15,60.4000015258789,60.5499992370605,59.75,59.9099998474121,4631500,48.3531913757324
2014-05-16,60.0099983215332,60.4000015258789,59.7200012207031,60.3899993896484,3945700,48.7405967712402
2014-05-19,60.2900009155273,60.6800003051758,60.1500015258789,60.3400001525879,3556200,48.7002410888672
2014-05-20,59.8600006103516,59.8899993896484,58.7299995422363,59.4099998474121,6871400,47.9496536254883
2014-05-21,59.5999984741211,60.0699996948242,59.3899993896484,59.7599983215332,3348700,48.2321243286133
2014-05-22,59.7299995422363,59.9500007629395,59.3699989318848,59.7799987792969,2511500,48.2482681274414
2014-05-23,59.7999992370605,60,59.6699981689453,59.9300003051758,1890500,48.3693313598633
2014-05-27,60.0800018310547,60.5,59.9099998474121,60.4199981689453,2302500,48.7648010253906
2014-05-28,60.4599990844727,60.5299987792969,60.1599998474121,60.1599998474121,2490100,48.5549659729004
2014-05-29,60.3199996948242,60.7000007629395,60.1199989318848,60.6199989318848,1996600,48.9262313842773
2014-05-30,60.5200004577637,61.060001373291,60.5099983215332,61.0299987792969,2881300,49.2571449279785
2014-06-02,61,61.0999984741211,60.5499992370605,61.0200004577637,1925500,49.2490730285645
2014-06-03,60.8199996948242,61.0699996948242,60.4900016784668,61.0099983215332,3738700,49.2409858703613
2014-06-04,61,64.3300018310547,60.8499984741211,63.2200012207031,12427300,51.0246849060059
2014-06-05,61.8600006103516,62.2700004577637,61.7099990844727,62.0400009155273,7570500,50.0723114013672
2014-06-06,62.2700004577637,62.6599998474121,62.1199989318848,62.4700012207031,3485700,50.4193534851074
2014-06-09,62.189998626709,62.4599990844727,62,62.2400016784668,2859200,50.2337112426758
2014-06-10,62.0099983215332,62.0099983215332,61.4099998474121,61.8600006103516,3030600,49.9270248413086
2014-06-11,61.5200004577637,61.6399993896484,60.9300003051758,61.1699981689453,3126800,49.3701286315918
2014-06-12,61.2200012207031,61.3199996948242,60.6199989318848,60.7900009155273,3518600,49.0634384155273
2014-06-13,61.9300003051758,61.9300003051758,60.5900001525879,60.7000007629395,2085300,48.9908142089844
2014-06-16,63.4599990844727,63.9000015258789,58.3199996948242,60.0299987792969,65437800,48.4500389099121
2014-06-17,61.8600006103516,62,60.7700004577637,61.5800018310547,28563100,49.701042175293
2014-06-18,61.8899993896484,63.9300003051758,61.6500015258789,63.7700004577637,20710500,51.468578338623
2014-06-19,64.0199966430664,65.5,64,64.6699981689453,23598400,52.1949691772461
2014-06-20,64.9800033569336,65.1500015258789,63.560001373291,63.8600006103516,17900300,51.5412254333496
2014-06-23,63.810001373291,64.5800018310547,63.7000007629395,64.1399993896484,10238600,51.7672080993652
2014-06-24,63.7400016784668,64.6500015258789,63.6599998474121,64.0699996948242,9764000,51.7107200622559
2014-06-25,64.3099975585938,64.6800003051758,64,64.1999969482422,8209700,51.8156356811523
2014-06-26,64.4000015258789,64.6999969482422,63.7200012207031,64.6600036621094,10264200,52.186897277832
2014-06-27,64.6399993896484,64.75,63.8899993896484,64.120002746582,10748200,51.7510757446289
2014-06-30,64.3099975585938,64.4300003051758,63.6699981689453,63.7599983215332,11711600,51.460506439209
2014-07-01,63.2900009155273,64.0699996948242,63.2000007629395,63.9099998474121,7730100,51.829517364502
2014-07-02,63.9099998474121,64.2099990844727,63.6599998474121,63.9099998474121,7148200,51.829517364502
2014-07-03,64.1800003051758,64.5599975585938,63.810001373291,64.5500030517578,4349900,52.3485336303711
2014-07-07,63.9099998474121,64.2200012207031,63.2700004577637,63.6100006103516,7616000,51.5862121582031
2014-07-08,64.0800018310547,64.2200012207031,63.5099983215332,63.6199989318848,7627800,51.5943222045898
2014-07-09,64.0599975585938,64.3000030517578,63.5,63.5999984741211,7576000,51.5781059265137
2014-07-10,63.1300010681152,63.5699996948242,62.6500015258789,63.4700012207031,5161600,51.4726791381836
2014-07-11,63.439998626709,63.8499984741211,62.8800010681152,63.7900009155273,7533700,51.7321929931641
2014-07-14,64,64.0899963378906,63.4199981689453,64.0400009155273,8873200,51.9349365234375
2014-07-15,63.8699989318848,64.3499984741211,63.5400009155273,63.560001373291,9138900,51.5456695556641
2014-07-16,63.5,63.7999992370605,61.9700012207031,62.9300003051758,15113600,51.0347480773926
2014-07-17,62.7099990844727,62.7599983215332,61.4700012207031,61.5200004577637,10053000,49.891284942627
2014-07-18,61.9199981689453,62.6199989318848,61.7400016784668,62.3600006103516,7457300,50.5724983215332
2014-07-21,62.2099990844727,62.5400009155273,61.7299995422363,62.4099998474121,5563500,50.613037109375
2014-07-22,62.5999984741211,63.1100006103516,62.4799995422363,62.7099990844727,8613600,50.8563385009766
2014-07-23,62.75,63.5699996948242,62.5200004577637,63.3699989318848,8823000,51.3915824890137
2014-07-24,63.6199989318848,63.9700012207031,63.2099990844727,63.2799987792969,9664700,51.3185958862305
2014-07-25,63.2599983215332,63.4599990844727,62.6100006103516,62.9000015258789,5208300,51.010425567627
2014-07-28,62.7700004577637,63.0299987792969,62.3800010681152,62.7599983215332,5988700,50.8968849182129
2014-07-29,62.8899993896484,62.9799995422363,62.2000007629395,62.6500015258789,6968000,50.8076820373535
2014-07-30,62.8400001525879,62.9599990844727,62.2400016784668,62.5800018310547,6593100,50.7509117126465
2014-07-31,62.2900009155273,62.3499984741211,61.5699996948242,61.7400016784668,6767900,50.0696830749512
2014-08-01,61.3400001525879,61.939998626709,61.0499992370605,61.4799995422363,6122500,49.8588485717773
2014-08-04,61.6599998474121,62.5900001525879,61.2000007629395,62.4700012207031,5990800,50.6617012023926
2014-08-05,62.310001373291,62.9099998474121,61.6300010681152,61.9900016784668,10402300,50.2724418640137
2014-08-06,61.0999984741211,61.810001373291,60.7099990844727,61.2999992370605,19503800,49.7128562927246
2014-08-07,61.4599990844727,61.6500015258789,60.6800003051758,61,12885400,49.4695739746094
2014-08-08,61.0400009155273,62.2700004577637,60.7599983215332,62.1500015258789,10209500,50.4022026062012
2014-08-11,62.3400001525879,62.6100006103516,62.0099983215332,62.0699996948242,5580900,50.3373146057129
2014-08-12,62,62.3499984741211,61.8499984741211,62.2099990844727,4420500,50.4508438110352
2014-08-13,62.5400009155273,63.4799995422363,62.4099998474121,63.4700012207031,6665700,51.4726791381836
2014-08-14,63.6100006103516,64.0400009155273,63.4700012207031,63.7299995422363,5346900,51.683536529541
2014-08-15,63.5200004577637,63.8199996948242,62.7799987792969,63.25,8477100,51.294261932373
2014-08-18,63.6699981689453,63.7799987792969,63.2200012207031,63.4700012207031,6170700,51.4726791381836
2014-08-19,63.939998626709,64.0699996948242,63.2799987792969,64.0100021362305,8802400,51.9106101989746
2014-08-20,63.7200012207031,64.3499984741211,63.4700012207031,64.1500015258789,5996400,52.0241546630859
2014-08-21,64.4800033569336,64.620002746582,64.0800018310547,64.0999984741211,3949400,51.9836044311523
2014-08-22,64.0199966430664,64.4000015258789,63.5200004577637,63.5900001525879,5146200,51.5699920654297
2014-08-25,63.9300003051758,64.0800018310547,63.5400009155273,63.6300010681152,4470900,51.6024322509766
2014-08-26,63.7799987792969,63.9300003051758,63.4900016784668,63.5200004577637,5102000,51.5132179260254
2014-08-27,63.5800018310547,63.7099990844727,63.2200012207031,63.3600006103516,3051000,51.383472442627
2014-08-28,63.3300018310547,63.4799995422363,63.060001373291,63.1199989318848,3883100,51.188850402832
2014-08-29,63.4199981689453,63.8600006103516,63.060001373291,63.8499984741211,4724000,51.7808570861816
2014-09-02,63.8699989318848,63.9799995422363,63.5499992370605,63.9099998474121,5037800,51.829517364502
2014-09-03,64,64.5899963378906,63.9500007629395,64.3099975585938,5606200,52.1539039611816
2014-09-04,64.2399978637695,64.5400009155273,63.6399993896484,64.0100021362305,9243800,51.9106101989746
2014-09-05,64.1100006103516,64.3499984741211,63.6800003051758,64.3099975585938,6000200,52.1539039611816
2014-09-08,64.4000015258789,64.9899978637695,64.3199996948242,64.7699966430664,5627600,52.5269393920898
2014-09-09,64.8099975585938,65.9100036621094,64.6600036621094,65.5400009155273,10835300,53.1514091491699
2014-09-10,65.7699966430664,66.2099990844727,65.5400009155273,65.9700012207031,7495700,53.5001335144043
2014-09-11,65.5999984741211,65.8499984741211,65.2399978637695,65.7399978637695,5843500,53.3136024475098
2014-09-12,65.4100036621094,65.7900009155273,64.9300003051758,65.1900024414062,5008300,52.8675689697266
2014-09-15,65.25,65.4100036621094,64.75,64.9499969482422,3721700,52.6729202270508
2014-09-16,64.8300018310547,66.2099990844727,64.4300003051758,66.1900024414062,6301800,53.6785430908203
2014-09-17,66.2600021362305,66.3199996948242,65.3000030517578,65.9800033569336,8253700,53.5082359313965
2014-09-18,66.3099975585938,66.7399978637695,66.0400009155273,66.5299987792969,5464600,53.9542770385742
2014-09-19,66.9700012207031,67.1100006103516,66.2200012207031,66.2200012207031,9196400,53.7028617858887
2014-09-22,65.9499969482422,66.0899963378906,65.4800033569336,65.9800033569336,7390400,53.5082359313965
2014-09-23,63.4900016784668,64.6600036621094,63.310001373291,64.0800018310547,18538800,51.9673728942871
2014-09-24,64.0699996948242,64.379997253418,63.0699996948242,63.7700004577637,16432000,51.7159729003906
2014-09-25,63.7700004577637,64.3199996948242,62.7400016784668,62.75,10559400,50.8887825012207
2014-09-26,62.9199981689453,63.6699981689453,62.6800003051758,63.3400001525879,8141700,51.3672637939453
2014-09-29,62.6599998474121,63.0200004577637,62.5,62.5400009155273,7876700,50.7184715270996
2014-09-30,63,63,61.9300003051758,61.9500007629395,14432900,50.2399940490723
2014-10-01,61.9500007629395,62.7700004577637,61.5999984741211,62.4700012207031,13010800,50.9123649597168
2014-10-02,62.5,63.1500015258789,61.8400001525879,62.7999992370605,10372800,51.1813087463379
2014-10-03,65.5299987792969,65.8199996948242,64.7900009155273,65.0199966430664,29984000,52.9905815124512
2014-10-06,65.2600021362305,65.4100036621094,64.7799987792969,64.9000015258789,10306700,52.8927879333496
2014-10-07,64.3899993896484,64.6699981689453,63.8499984741211,63.939998626709,8272900,52.1104049682617
2014-10-08,63.8800010681152,65.75,63.8499984741211,65.7300033569336,10207700,53.5692253112793
2014-10-09,65.3399963378906,65.5999984741211,63.6399993896484,63.6500015258789,9472300,51.8740577697754
2014-10-10,63.6399993896484,64.9400024414062,63.5,64.1100006103516,10563500,52.2489547729492
2014-10-13,63.9000015258789,64.0299987792969,63.0099983215332,63.060001373291,8208100,51.3932037353516
2014-10-14,63.4500007629395,64.2699966430664,63.0299987792969,63.5099983215332,9107200,51.7599563598633
2014-10-15,62.3699989318848,63.0299987792969,59.8300018310547,62.25,28912800,50.7330627441406
2014-10-16,61.5,62.8400001525879,61.2799987792969,61.810001373291,11991100,50.3744659423828
2014-10-17,62.5900001525879,62.5900001525879,61.3800010681152,61.9900016784668,18747600,50.5211639404297
2014-10-20,62.1800003051758,64.0699996948242,62.1500015258789,63.8400001525879,12465500,52.0288963317871
2014-10-21,64.0800018310547,65.3499984741211,63.9799995422363,64.9800033569336,14523400,52.9579925537109
2014-10-22,65.3499984741211,65.5800018310547,64.629997253418,64.6600036621094,8396900,52.697193145752
2014-10-23,65.0899963378906,65.879997253418,65.0599975585938,65.6100006103516,6642600,53.4714126586914
2014-10-24,65.75,66.5999984741211,65.6500015258789,66.5599975585938,7883000,54.2456550598145
2014-10-27,66.4199981689453,66.6999969482422,65.5100021362305,66.2600021362305,6673100,54.0011787414551
2014-10-28,66.3199996948242,66.5299987792969,66.1600036621094,66.5100021362305,5708600,54.2049179077148
2014-10-29,66.5,67.3600006103516,66.2300033569336,67.0400009155273,8229200,54.6368675231934
2014-10-30,66.8300018310547,67.75,66.5899963378906,67.4300003051758,5566400,54.954719543457
2014-10-31,68.2099990844727,68.4100036621094,67.8899993896484,68.1600036621094,8663400,55.5496635437012
2014-11-03,68.120002746582,68.3899993896484,67.5800018310547,68.1500015258789,4436000,55.5414848327637
2014-11-04,68.1100006103516,68.2900009155273,67.3899993896484,67.9300003051758,5679800,55.3621978759766
2014-11-05,68.6999969482422,69.0100021362305,68.2799987792969,68.6999969482422,11671500,55.9897499084473
2014-11-06,68.8600006103516,69.0999984741211,68.4800033569336,68.7399978637695,7329500,56.022331237793
2014-11-07,68.6999969482422,68.8600006103516,67.7900009155273,68.0999984741211,6054000,55.5007514953613
2014-11-10,68.120002746582,68.75,67.6900024414062,68.7099990844727,5932900,55.9978828430176
2014-11-11,68.7099990844727,69.3300018310547,68.4599990844727,68.9899978637695,4542400,56.2260818481445
2014-11-12,68.5500030517578,68.9000015258789,68.25,68.5,4630500,55.8267402648926
2014-11-13,68.8199996948242,69.620002746582,68.6600036621094,69.379997253418,6920100,56.5439376831055
2014-11-14,69.4599990844727,69.4899978637695,68.8000030517578,68.9499969482422,5833700,56.193489074707
2014-11-17,68.7699966430664,69.6399993896484,68.7300033569336,69.1900024414062,5325500,56.389102935791
2014-11-18,69.3899993896484,72.7399978637695,68.8300018310547,72.4700012207031,12950300,59.0622482299805
2014-11-19,72.2699966430664,72.4599990844727,71.6399993896484,71.7600021362305,8109000,58.4836196899414
2014-11-20,71.3899993896484,72.0899963378906,70.9000015258789,72.0800018310547,6878100,58.7444114685059
2014-11-21,72.8199996948242,72.8899993896484,72.129997253418,72.4899978637695,8974400,59.0785369873047
2014-11-24,72.5999984741211,72.9499969482422,72.3099975585938,72.9300003051758,6667100,59.4371337890625
2014-11-25,72.7900009155273,73.129997253418,72.6500015258789,72.7900009155273,5621000,59.3230400085449
2014-11-26,72.8199996948242,73.5500030517578,72.7600021362305,73.4800033569336,5062600,59.8853988647461
2014-11-28,73.9300003051758,74.5299987792969,73.629997253418,73.870002746582,3074500,60.2032432556152
2014-12-01,73.4100036621094,74.1699981689453,72.9400024414062,73.870002746582,5350000,60.2032432556152
2014-12-02,73.9899978637695,74.7799987792969,73.9800033569336,74.3300018310547,5501000,60.5781517028809
2014-12-03,74.2099990844727,75.0400009155273,74.1399993896484,74.8399963378906,7224500,60.9937705993652
2014-12-04,74.8399963378906,74.9899978637695,73.4700012207031,73.9400024414062,8246300,60.2602844238281
2014-12-05,73.879997253418,75.0999984741211,73.7099990844727,75.0400009155273,9583400,61.1567649841309
2014-12-08,74.8099975585938,75.3099975585938,74.5100021362305,74.7900009155273,7343800,60.9530258178711
2014-12-09,73.7099990844727,74.7799987792969,73.620002746582,74.7200012207031,5373400,60.8959846496582
2014-12-10,74.2399978637695,74.5800018310547,73.1999969482422,73.2300033569336,6506900,59.6816444396973
2014-12-11,73.6699981689453,74.2799987792969,73.5500030517578,73.7699966430664,6224000,60.1217269897461
2014-12-12,72.7200012207031,73.7200012207031,72.5,72.5199966430664,7567800,59.1029815673828
