"Fecha","DRI.Open","DRI.High","DRI.Low","DRI.Close","DRI.Volume","DRI.Adjusted"
2013-11-01,46.1609954833984,46.2503852844238,45.7051086425781,46.0179710388184,1042287,34.074390411377
2013-11-04,46.0984230041504,46.5006790161133,46.0537261962891,46.4738616943359,1055935,34.4119415283203
2013-11-05,46.455982208252,47.3498840332031,46.2772026062012,47.3409423828125,1646269,35.0539855957031
2013-11-06,47.3767013549805,47.573356628418,47.0995903015137,47.4303321838379,1067345,35.1201705932617
2013-11-07,47.3856391906738,47.4929084777832,46.4917373657227,46.6079444885254,1325652,34.5112419128418
2013-11-08,46.6079444885254,46.7688484191895,46.4023475646973,46.6258239746094,929746,34.524471282959
2013-11-11,46.5900688171387,46.9297485351562,46.3397750854492,46.616886138916,1133796,34.5178413391113
2013-11-12,46.3576545715332,46.616886138916,46.1878128051758,46.4112892150879,1306969,34.3656120300293
2013-11-13,46.0537261962891,46.7777862548828,45.9732780456543,46.6705207824707,1087706,34.5575637817383
2013-11-14,46.6526412963867,47.1621627807617,46.5900688171387,47.0727729797363,804117,34.8554229736328
2013-11-15,47.0906524658203,48.1633338928223,46.9655075073242,47.8236503601074,1797628,35.4114112854004
2013-11-18,47.8415298461914,47.9934921264648,47.2873115539551,47.5107841491699,1193310,35.1797561645508
2013-11-19,47.3677597045898,47.5465393066406,46.8314208984375,47.1621627807617,1592124,34.9216079711914
2013-11-20,47.1889801025391,47.7521362304688,47.1174697875977,47.3409423828125,1440318,35.0539855957031
2013-11-21,47.6001739501953,48.0828819274902,47.1174697875977,47.8862228393555,1272849,35.4577407836914
2013-11-22,47.8236503601074,48.261661529541,47.6627464294434,48.1543922424316,889361,35.656307220459
2013-11-25,48.3242340087891,48.342113494873,47.8236503601074,47.8415298461914,701421,35.4246482849121
2013-11-26,47.7521362304688,47.9756126403809,47.5376014709473,47.5822982788086,1124622,35.2326812744141
2013-11-27,47.5376014709473,48.0203094482422,47.4303321838379,47.8147125244141,1234366,35.40478515625
2013-11-29,47.8862228393555,47.9398574829102,47.4482116699219,47.671688079834,510012,35.2988929748535
2013-12-02,47.5465393066406,47.7521362304688,47.0012626647949,47.2962493896484,1866987,35.0208854675293
2013-12-03,46.9833831787109,47.126407623291,46.3129577636719,46.6615791320801,1278107,34.5509414672852
2013-12-04,46.5632514953613,46.9118728637695,46.3487167358398,46.6794586181641,1537197,34.5641822814941
2013-12-05,46.6973342895508,46.9208106994629,46.4291648864746,46.536434173584,822016,34.4582786560059
2013-12-06,46.8850555419922,47.1532249450684,46.8224830627441,46.9118728637695,1151583,34.7362670898438
2013-12-09,46.8671760559082,47.0906524658203,46.554313659668,46.7330932617188,1252153,34.603889465332
2013-12-10,46.6705207824707,46.8224830627441,46.2325096130371,46.3308372497559,1112429,34.3060455322266
2013-12-11,46.2682647705078,46.4649238586426,45.7319221496582,46.009033203125,2403065,34.0677642822266
2013-12-12,46.0447883605957,46.1878128051758,45.3117904663086,45.928581237793,1205951,34.0081939697266
2013-12-13,46.1073608398438,46.2325096130371,45.8749465942383,46.1520576477051,1213111,34.1736602783203
2013-12-16,46.2503852844238,47.1532249450684,46.2146301269531,46.7420310974121,2142857,34.6105079650879
2013-12-17,46.7062759399414,47.3767013549805,46.4470443725586,46.7777862548828,1829847,34.6369895935059
2013-12-18,46.8939933776855,47.3141288757324,46.6079444885254,47.3051872253418,2279673,35.0275192260742
2013-12-19,46.2950820922852,46.3218994140625,44.1139640808105,45.6067771911621,16620092,33.769905090332
2013-12-20,45.562084197998,45.6693496704102,45.1687660217285,45.6693496704102,4815975,33.8162460327148
2013-12-23,46.4827995300293,49.0661697387695,45.991153717041,48.5834655761719,6276317,35.9740180969238
2013-12-24,48.4940757751465,48.6907348632812,48.261661529541,48.2795372009277,1428907,35.7489738464355
2013-12-26,48.2884788513184,48.6371002197266,48.199089050293,48.5566482543945,1000447,35.9541549682617
2013-12-27,48.851634979248,49.0304145812988,48.4136238098145,48.5655860900879,845397,35.9607772827148
2013-12-30,48.5208930969238,49.0125350952148,48.342113494873,48.6907348632812,1081888,36.0534362792969
2013-12-31,48.6817932128906,48.8963317871094,48.4136238098145,48.6013412475586,804900,35.9872589111328
2014-01-02,48.4315032958984,48.5745277404785,47.6448707580566,47.6627464294434,1994295,35.2922668457031
2014-01-03,47.5822982788086,47.8236503601074,47.2247352600098,47.3856391906738,2041168,35.0870895385742
2014-01-06,46.9923248291016,47.0906524658203,46.1788749694824,46.4917373657227,2511243,34.425178527832
2014-01-07,46.7420310974121,47.2426147460938,46.7420310974121,47.0012626647949,1656002,34.8024673461914
2014-01-08,46.1073608398438,46.5274963378906,45.8570709228516,46.1341781616211,2089160,34.5215301513672
2014-01-09,46.0805435180664,46.2772026062012,45.7498016357422,45.8928260803223,901667,34.3409194946289
2014-01-10,46.1163024902344,46.7956657409668,46.0537261962891,46.5900688171387,1486967,34.8626556396484
2014-01-13,46.5274963378906,46.5900688171387,45.3386077880859,45.4369354248047,1249133,33.9998016357422
2014-01-14,45.5352668762207,45.8749465942383,45.3564872741699,45.7319221496582,1022821,34.220531463623
2014-01-15,45.8749465942383,46.4023475646973,45.6604118347168,46.3665924072266,1280009,34.6954460144043
2014-01-16,46.4112892150879,47.1979217529297,46.2593231201172,46.6973342895508,2226088,34.9429397583008
2014-01-17,46.3934097290039,46.4291648864746,45.463752746582,45.5531425476074,1230898,34.0867500305176
2014-01-21,45.9196434020996,46.2146301269531,45.1151313781738,45.3833045959473,1323079,33.959659576416
2014-01-22,45.8213157653809,46.026912689209,45.2402801513672,45.481632232666,985793,34.0332374572754
2014-01-23,45.1330108642578,45.7498016357422,44.7575721740723,45.6693496704102,1434948,34.1737022399902
2014-01-24,45.2492179870605,45.6872291564941,44.7843894958496,44.7843894958496,1168923,33.5115051269531
2014-01-27,44.9184761047363,45.3386077880859,44.6681823730469,44.9005966186523,1127307,33.5984687805176
2014-01-28,44.9005966186523,45.49951171875,44.8022689819336,44.8380241394043,1256069,33.5516242980957
2014-01-29,44.6056098937988,44.7754516601562,43.6938323974609,43.9530639648438,1903345,32.8894233703613
2014-01-30,44.265926361084,44.426830291748,43.8994293212891,44.2480506896973,1648507,33.1101760864258
2014-01-31,43.8547325134277,44.5698547363281,43.5865631103516,44.1944160461426,1326435,33.0700416564941
2014-02-03,44.2301712036133,44.346378326416,42.2367744445801,42.2993469238281,1820673,31.6519889831543
2014-02-04,42.7284202575684,42.9250793457031,42.4244956970215,42.6479682922363,1712048,31.9128456115723
2014-02-05,42.3976783752441,42.5317611694336,42.0579948425293,42.2993469238281,1560130,31.6519889831543
2014-02-06,42.3708610534668,43.0770416259766,42.3619194030762,42.7462997436523,955700,31.9864368438721
2014-02-07,43.0323448181152,43.1753692626953,42.5496406555176,43.1396141052246,1076295,32.2807502746582
2014-02-10,43.0681037902832,43.738525390625,42.9071998596191,43.2737007141113,1650073,32.3810768127441
2014-02-11,43.2737007141113,43.9083671569824,43.2021865844727,43.6491355895996,1147891,32.6620025634766
2014-02-12,43.6312599182129,43.9083671569824,43.291576385498,43.3452110290527,866540,32.4345932006836
2014-02-13,43.0323448181152,43.3273315429688,42.9161376953125,43.0591621398926,1294440,32.2205429077148
2014-02-14,43.0412864685059,43.3988456726074,42.9518966674805,43.246883392334,804341,32.361011505127
2014-02-18,43.8726119995117,43.9351844787598,43.3899078369141,43.8100395202637,1834322,32.782413482666
2014-02-19,43.675952911377,44.2927436828613,43.5061111450195,43.7653427124023,1359884,32.7489738464355
2014-02-20,43.9083671569824,45.2670974731445,43.8100395202637,45.1419486999512,2441548,33.7790718078613
