"Fecha","OTIS.Open","OTIS.High","OTIS.Low","OTIS.Close","OTIS.Volume","OTIS.Adjusted"
2020-03-19,40,46,40,45.25,7000,43.1520462036133
2020-03-20,45.0099983215332,46.0099983215332,45,45,3600,42.913631439209
2020-03-23,42,42,39.9799995422363,40,11900,38.1454467773438
2020-03-24,40,40,39,40,77800,38.1454467773438
2020-03-25,40,44.7999992370605,38,41.0099983215332,7000,39.1086235046387
2020-03-26,45,47.5,44.25,45,29100,42.913631439209
2020-03-27,45,47.5,44.9900016784668,45.2350006103516,263200,43.1377449035645
2020-03-30,44.25,50,44.25,50,118100,47.6818237304688
2020-03-31,46.5,50,44.7799987792969,50,210300,47.6818237304688
2020-04-01,45.9900016784668,48.5,44,46.7000007629395,1206100,44.5348167419434
2020-04-02,45.023998260498,48.6599998474121,43.2000007629395,44,9264200,41.9599990844727
2020-04-03,43.75,49.2999992370605,41.7999992370605,47.3199996948242,22551600,45.1260757446289
2020-04-06,47,47.8499984741211,44.7000007629395,45.939998626709,10294200,43.8100547790527
2020-04-07,45.1500015258789,46.9900016784668,42.9300003051758,44.2799987792969,12146500,42.2270126342773
2020-04-08,42.2099990844727,45.2000007629395,41.2599983215332,44.0900001525879,22265800,42.0458297729492
2020-04-09,44.0499992370605,50.25,44,49.1399993896484,17355600,46.8616905212402
2020-04-13,48.5499992370605,48.6699981689453,45.7200012207031,46,8545100,43.8672676086426
2020-04-14,45.9099998474121,46.2999992370605,43.9700012207031,45.8899993896484,10152100,43.7623748779297
2020-04-15,44.189998626709,44.8499984741211,42.7999992370605,44.5499992370605,7935500,42.4844970703125
2020-04-16,44.0800018310547,46.4070014953613,43.5499992370605,45.6199989318848,8740200,43.5048942565918
2020-04-17,47,48.560001373291,45.9199981689453,46.1500015258789,7878100,44.0103187561035
2020-04-20,45,46.9799995422363,44.9000015258789,45.3899993896484,5407500,43.2855491638184
2020-04-21,44.5,47.2000007629395,44.5,45.9000015258789,6939700,43.7719078063965
2020-04-22,47.310001373291,49.5499992370605,46,47.0499992370605,6801900,44.868595123291
2020-04-23,47.439998626709,48.0400009155273,46.4799995422363,47.4700012207031,5174800,45.269115447998
2020-04-24,48.0200004577637,48.5,46.310001373291,47.8499984741211,6446900,45.6314964294434
2020-04-27,48.0800018310547,48.5999984741211,47.6100006103516,48.2200012207031,5541100,45.9843444824219
2020-04-28,49.0699996948242,50.9500007629395,48.6500015258789,49.8600006103516,5368200,47.5483055114746
2020-04-29,50.7700004577637,51.7299995422363,49.7099990844727,51.1500015258789,4343900,48.778491973877
2020-04-30,50.9700012207031,51.5999984741211,50.5,50.9099998474121,6123800,48.5496292114258
2020-05-01,50.3300018310547,50.5299987792969,48.310001373291,49.7099990844727,3089700,47.4052581787109
2020-05-04,48.8499984741211,49.6699981689453,47.5099983215332,49.5299987792969,5676600,47.2336082458496
2020-05-05,49.5299987792969,50.6399993896484,47.9599990844727,48.0900001525879,4103600,45.8603668212891
2020-05-06,48.6100006103516,49,47.8899993896484,48.310001373291,2931800,46.0701713562012
2020-05-07,49.0200004577637,53.2900009155273,48.9900016784668,51.810001373291,4803200,49.4078979492188
2020-05-08,52.1199989318848,54.1699981689453,52.1100006103516,52.9500007629395,4289400,50.4950332641602
2020-05-11,52,52.4000015258789,51.060001373291,51.810001373291,3150600,49.4078979492188
2020-05-12,52.189998626709,52.2900009155273,49.689998626709,49.7200012207031,3059800,47.4148025512695
2020-05-13,49,50.2999992370605,47.8849983215332,48.2099990844727,4567000,45.9748077392578
2020-05-14,47.6100006103516,48.4000015258789,47.2299995422363,48,4849900,45.7745399475098
2020-05-15,47.3199996948242,49.2200012207031,47.2000007629395,48.8899993896484,2981400,46.6232757568359
2020-05-18,50.1199989318848,52.3400001525879,50.1199989318848,52.1300010681152,4452600,49.7130661010742
2020-05-19,51.6800003051758,52.9280014038086,51.0550003051758,52.310001373291,2050300,49.8847122192383
2020-05-20,52.5499992370605,54.7000007629395,52.4749984741211,53.1800003051758,4755100,50.7143745422363
2020-05-21,52.3600006103516,53.5499992370605,51.8699989318848,52.0299987792969,3813100,49.805004119873
2020-05-22,52.4599990844727,52.7200012207031,50.9199981689453,51.7099990844727,2134300,49.4986915588379
2020-05-26,53.0299987792969,53.9900016784668,50.7000007629395,50.8899993896484,6247000,48.713752746582
2020-05-27,51.5900001525879,52.6500015258789,50.7700004577637,52.3800010681152,5202300,50.1400413513184
2020-05-28,52.8699989318848,52.9500007629395,50.9300003051758,50.9599990844727,4260700,48.7807655334473
2020-05-29,50.439998626709,52.8699989318848,50.1800003051758,52.6500015258789,7522700,50.398494720459
