"Fecha","ANSS.Open","ANSS.High","ANSS.Low","ANSS.Close","ANSS.Volume","ANSS.Adjusted"
2013-11-01,87.5299987792969,87.8300018310547,86.4000015258789,87.4199981689453,250500,87.4199981689453
2013-11-04,87.8199996948242,88.6399993896484,87.4899978637695,88.3199996948242,287700,88.3199996948242
2013-11-05,88.1500015258789,88.1500015258789,86.75,87.4899978637695,277500,87.4899978637695
2013-11-06,87.9400024414062,89.0999984741211,87.370002746582,89.0299987792969,251300,89.0299987792969
2013-11-07,89,89.4199981689453,81.1999969482422,84.1800003051758,905400,84.1800003051758
2013-11-08,84.120002746582,85.3600006103516,83.7900009155273,84.4000015258789,440800,84.4000015258789
2013-11-11,84.5500030517578,84.879997253418,83.5899963378906,83.9499969482422,467400,83.9499969482422
2013-11-12,83.6900024414062,84.4400024414062,83.4800033569336,83.9199981689453,511900,83.9199981689453
2013-11-13,83.5699996948242,84.6500015258789,83.2300033569336,84.5800018310547,364300,84.5800018310547
2013-11-14,84.3899993896484,84.879997253418,84.0500030517578,84.1399993896484,481300,84.1399993896484
2013-11-15,84.1399993896484,84.7699966430664,83.9599990844727,84.4899978637695,381800,84.4899978637695
2013-11-18,84.5100021362305,85.0599975585938,84.3300018310547,84.5299987792969,424000,84.5299987792969
2013-11-19,84.3199996948242,84.5500030517578,83.379997253418,83.5899963378906,206600,83.5899963378906
2013-11-20,83.5899963378906,84.2200012207031,83.0100021362305,83.4300003051758,130300,83.4300003051758
2013-11-21,83.7699966430664,85.1600036621094,83.5599975585938,85.0500030517578,191300,85.0500030517578
2013-11-22,85.1800003051758,86.1600036621094,84.8499984741211,85.8300018310547,232300,85.8300018310547
2013-11-25,85.8300018310547,85.9899978637695,85.2399978637695,85.5500030517578,180100,85.5500030517578
2013-11-26,85.7300033569336,86.1399993896484,84.8399963378906,86.0500030517578,402600,86.0500030517578
2013-11-27,85.8300018310547,87.0999984741211,85.5,86.5699996948242,268200,86.5699996948242
2013-11-29,86.9300003051758,87.4100036621094,85.6600036621094,85.6699981689453,132500,85.6699981689453
2013-12-02,85.5599975585938,86.6600036621094,84.8399963378906,85.9300003051758,236000,85.9300003051758
2013-12-03,85.1999969482422,86.5899963378906,85.0400009155273,85.5800018310547,266900,85.5800018310547
2013-12-04,85.4800033569336,86.1800003051758,84.7900009155273,85.9599990844727,249900,85.9599990844727
2013-12-05,85.7900009155273,85.870002746582,84.8000030517578,85.2099990844727,285800,85.2099990844727
2013-12-06,85.8300018310547,86.2900009155273,85.4499969482422,86.1900024414062,154500,86.1900024414062
2013-12-09,86.3000030517578,86.4400024414062,85.2799987792969,85.9300003051758,221600,85.9300003051758
2013-12-10,85.5100021362305,86.5699996948242,85.120002746582,86.3300018310547,281000,86.3300018310547
2013-12-11,86.5299987792969,86.5299987792969,83.7399978637695,83.8099975585938,269900,83.8099975585938
2013-12-12,83.5500030517578,83.9300003051758,83.0100021362305,83.1399993896484,223300,83.1399993896484
2013-12-13,83.6800003051758,84.4400024414062,83.4199981689453,84.1500015258789,317400,84.1500015258789
2013-12-16,84.5500030517578,85.7300033569336,84.1600036621094,85.5100021362305,223200,85.5100021362305
2013-12-17,85.2300033569336,85.4599990844727,84.2399978637695,84.6600036621094,306500,84.6600036621094
2013-12-18,84.9000015258789,86.5899963378906,84.1500015258789,86.5199966430664,251900,86.5199966430664
2013-12-19,86.4499969482422,87.1600036621094,85.7200012207031,85.8399963378906,295300,85.8399963378906
2013-12-20,85.9000015258789,87.5,85.4499969482422,87.3300018310547,790200,87.3300018310547
2013-12-23,87.8399963378906,89.1399993896484,86.8899993896484,87.4800033569336,289900,87.4800033569336
2013-12-24,87.5,88.0899963378906,86.7699966430664,87.2900009155273,166000,87.2900009155273
2013-12-26,87.5999984741211,87.7099990844727,86.7200012207031,86.9700012207031,270500,86.9700012207031
2013-12-27,86.879997253418,87.3000030517578,86.1600036621094,86.3000030517578,230500,86.3000030517578
2013-12-30,86.3899993896484,87.2699966430664,86.0999984741211,86.620002746582,327200,86.620002746582
2013-12-31,87.1999969482422,87.5699996948242,86.620002746582,87.1999969482422,310100,87.1999969482422
2014-01-02,86.4400024414062,87.1500015258789,85.2900009155273,86.0100021362305,276900,86.0100021362305
2014-01-03,85.9599990844727,86.379997253418,85.3399963378906,85.5999984741211,320600,85.5999984741211
2014-01-06,86.1100006103516,86.7300033569336,84.9499969482422,85.0199966430664,448000,85.0199966430664
2014-01-07,85.5100021362305,85.9499969482422,85.2300033569336,85.5800018310547,313800,85.5800018310547
2014-01-08,85.8399963378906,86.3300018310547,85.0299987792969,85.2799987792969,257200,85.2799987792969
2014-01-09,85.5199966430664,86,84.1800003051758,84.5100021362305,338500,84.5100021362305
2014-01-10,84.5,85.129997253418,84.1399993896484,84.7699966430664,240500,84.7699966430664
2014-01-13,84.6399993896484,84.9800033569336,83.2699966430664,83.4000015258789,341700,83.4000015258789
2014-01-14,84.0100021362305,85.1999969482422,83.5999984741211,84.6999969482422,392800,84.6999969482422
2014-01-15,84.6900024414062,85.4800033569336,84.4800033569336,85.2799987792969,627800,85.2799987792969
2014-01-16,85,85.8600006103516,85,85.4000015258789,300200,85.4000015258789
2014-01-17,85.2300033569336,85.5400009155273,84.4400024414062,84.6399993896484,178700,84.6399993896484
2014-01-21,85.4800033569336,85.4800033569336,84.25,84.5,259300,84.5
2014-01-22,84.870002746582,84.870002746582,84.2399978637695,84.3099975585938,233000,84.3099975585938
2014-01-23,83.5999984741211,84.3899993896484,82.5800018310547,83.3300018310547,402900,83.3300018310547
2014-01-24,82.879997253418,82.879997253418,79.6800003051758,79.7399978637695,548300,79.7399978637695
2014-01-27,79.9300003051758,80.1100006103516,77.5899963378906,77.9599990844727,569200,77.9599990844727
2014-01-28,77.9199981689453,79.3399963378906,77.9199981689453,79.3300018310547,459900,79.3300018310547
2014-01-29,78.3000030517578,79.370002746582,78.2799987792969,78.4499969482422,387600,78.4499969482422
2014-01-30,79.1699981689453,79.3899993896484,78.5,78.7799987792969,885500,78.7799987792969
2014-01-31,78.1600036621094,78.9000015258789,77.2900009155273,78.5299987792969,587800,78.5299987792969
2014-02-03,78.5100021362305,78.9000015258789,76.8899993896484,77.2200012207031,964500,77.2200012207031
2014-02-04,77.8099975585938,77.9400024414062,77.1600036621094,77.3099975585938,527600,77.3099975585938
2014-02-05,77.0299987792969,77.8000030517578,76.1800003051758,77.6600036621094,241500,77.6600036621094
