"Fecha","GEHC.Open","GEHC.High","GEHC.Low","GEHC.Close","GEHC.Volume","GEHC.Adjusted"
2023-02-07,71.5800018310547,72.1999969482422,71.0999984741211,71.629997253418,1932300,71.5437164306641
2023-02-08,71.2099990844727,71.4199981689453,70.0199966430664,70.1699981689453,1111900,70.0854721069336
2023-02-09,70.25,70.9800033569336,68.2099990844727,68.4100036621094,1186000,68.3275985717773
2023-02-10,68.1999969482422,69.5400009155273,68.1900024414062,69.2399978637695,1968100,69.1565933227539
2023-02-13,68.5199966430664,69.870002746582,67.9100036621094,69.4300003051758,2223200,69.3463745117188
2023-02-14,68.9499969482422,73.1699981689453,68.713996887207,72.6100006103516,3036000,72.5225372314453
2023-02-15,72.6999969482422,73.5400009155273,71.7200012207031,72.3199996948242,1773000,72.2328948974609
2023-02-16,71.5999984741211,71.8199996948242,70.3399963378906,70.9100036621094,1829400,70.824592590332
2023-02-17,70.9700012207031,73.4800033569336,70.8899993896484,73.1699981689453,2408600,73.0818710327148
2023-02-21,72.620002746582,73.0999984741211,72.25,72.4700012207031,1835500,72.3827056884766
2023-02-22,72.2699966430664,73,70.8430023193359,71.9400024414062,2010200,71.8533477783203
2023-02-23,72.4400024414062,76.2099990844727,72.2829971313477,75.9000015258789,3763200,75.8085708618164
2023-02-24,74.8399963378906,75.7699966430664,74.2200012207031,75.0100021362305,2102900,74.9196472167969
2023-02-27,75,76.9800033569336,74.5699996948242,76.0400009155273,2139600,75.9484100341797
2023-02-28,76.0400009155273,76.3399963378906,75.3000030517578,76,3511800,75.9084548950195
2023-03-01,75.370002746582,75.7399978637695,75.0100021362305,75.3000030517578,2534300,75.2092971801758
2023-03-02,74.7900009155273,75.4700012207031,74.5,75.0400009155273,1391900,74.9496154785156
2023-03-03,75.5299987792969,76.9000015258789,75.120002746582,76.370002746582,2082700,76.2780151367188
2023-03-06,75.9100036621094,77.1600036621094,75.6999969482422,76.6800003051758,1874100,76.5876388549805
2023-03-07,76.3600006103516,76.8349990844727,75.9300003051758,76.25,1709400,76.1581573486328
2023-03-08,76.25,77.4000015258789,76.1019973754883,76.629997253418,1641300,76.5376892089844
2023-03-09,77,77.4000015258789,75.9000015258789,76.379997253418,1683800,76.2879867553711
2023-03-10,75.879997253418,76.5299987792969,74.5,74.9700012207031,3388600,74.8796920776367
2023-03-13,74.9499969482422,77.4800033569336,74.0400009155273,76.2399978637695,2272100,76.1481628417969
2023-03-14,76.6900024414062,78.7600021362305,76.3499984741211,77.1399993896484,1992300,77.0470809936523
2023-03-15,75.9300003051758,76.8099975585938,75.5899963378906,76.7600021362305,2326200,76.6675415039062
2023-03-16,75.9599990844727,77.4499969482422,75.75,76.620002746582,1624600,76.527717590332
2023-03-17,76.8600006103516,77.5400009155273,75.4300003051758,75.8399963378906,5803300,75.7486419677734
2023-03-20,75.4899978637695,75.8099975585938,74.5100021362305,75.1999969482422,1714100,75.1094131469727
2023-03-21,75.6500015258789,76.6800003051758,75.5,76.5199966430664,1401600,76.4278259277344
2023-03-22,76.8600006103516,77.0500030517578,74.7099990844727,74.7699966430664,1549800,74.679931640625
2023-03-23,75.4100036621094,76.7099990844727,74.870002746582,75.7099990844727,1393700,75.6188125610352
2023-03-24,75.2600021362305,76.4899978637695,74.8899993896484,76.4599990844727,1154800,76.3678970336914
2023-03-27,76.8199996948242,77.4599990844727,76.2649993896484,76.379997253418,1196600,76.2879867553711
2023-03-28,76.379997253418,76.9400024414062,76.1500015258789,76.9000015258789,760800,76.807373046875
2023-03-29,77.3600006103516,79.4700012207031,77.0599975585938,79.2399978637695,1786000,79.1445541381836
2023-03-30,79.7799987792969,82.2890014648438,79.5,82.1399993896484,2188900,82.0410537719727
2023-03-31,82.25,82.5899963378906,81.5800018310547,82.0299987792969,1916200,81.9311904907227
2023-04-03,82,82.620002746582,81.4700012207031,81.8099975585938,1913100,81.7114486694336
2023-04-04,82,82.1600036621094,81.4700012207031,81.5899963378906,1552700,81.4917144775391
2023-04-05,81.5,81.8000030517578,80.6500015258789,81.120002746582,1410600,81.0222854614258
2023-04-06,80.9700012207031,81.0599975585938,80.0899963378906,80.1600036621094,1356700,80.0634460449219
2023-04-10,79.9300003051758,80.629997253418,79.6999969482422,80.5899963378906,1579200,80.4929275512695
2023-04-11,80.5899963378906,80.6849975585938,79.9599990844727,80.5899963378906,1167000,80.4929275512695
2023-04-12,81.004997253418,81.9000015258789,80.6070022583008,81.75,1232000,81.6515274047852
2023-04-13,81.6500015258789,83.1719970703125,81.379997253418,82.9400024414062,1252800,82.8400955200195
2023-04-14,82.4499969482422,83.2799987792969,81.9800033569336,82.370002746582,1163600,82.2707824707031
2023-04-17,82.1699981689453,83.2399978637695,82,82.7200012207031,861000,82.620361328125
2023-04-18,82.7900009155273,84.1600036621094,82.7900009155273,83.6600036621094,1522000,83.5592346191406
2023-04-19,83.7900009155273,86.879997253418,83.75,85.75,2422900,85.6467132568359
2023-04-20,85.370002746582,86.3199996948242,84.6800003051758,85,1634900,84.8976135253906
2023-04-21,85.1999969482422,86.5149993896484,85.0899963378906,86.4800033569336,1850600,86.3758392333984
2023-04-24,86.5999984741211,87.8300018310547,86.1800003051758,87.7900009155273,2692800,87.6842575073242
2023-04-25,83.5,83.5,78.7799987792969,80.3899993896484,7291400,80.2931747436523
2023-04-26,79.7300033569336,80.2699966430664,77.5599975585938,80.120002746582,3489500,80.0234985351562
2023-04-27,80.8199996948242,81.5400009155273,80.620002746582,81.5199966430664,1557000,81.4218063354492
2023-04-28,81.1999969482422,81.7300033569336,81.0100021362305,81.3399963378906,1617600,81.2420196533203
2023-05-01,81.0800018310547,81.7289962768555,80.7249984741211,80.7799987792969,1355800,80.6826934814453
2023-05-02,80.3399963378906,80.6500015258789,77.8899993896484,78.4599990844727,1879100,78.3654861450195
2023-05-03,78.4700012207031,80.4199981689453,78.0199966430664,79.7099990844727,1748900,79.6139831542969
2023-05-04,79.620002746582,80.2600021362305,77.6900024414062,78.2600021362305,1751400,78.1657333374023
2023-05-05,78.5,79.5299987792969,78.5,78.9899978637695,1077400,78.8948516845703
2023-05-08,78.879997253418,79.4899978637695,78.6100006103516,79.4199981689453,842300,79.324333190918
2023-05-09,78.5500030517578,78.7900009155273,76.120002746582,76.370002746582,2499700,76.2780151367188
2023-05-10,76.5,76.7600021362305,74.9700012207031,75.9000015258789,1792900,75.8085708618164
2023-05-11,75.7099990844727,75.7099990844727,74.7099990844727,74.9899978637695,1504800,74.8996658325195
2023-05-12,74.8899993896484,75.0100021362305,74.2699966430664,74.9199981689453,2577500,74.8297576904297
2023-05-15,75.0999984741211,75.5599975585938,74.6999969482422,74.9300003051758,1187900,74.8397369384766
2023-05-16,75.2699966430664,78.2699966430664,75.2200012207031,77.7799987792969,2668900,77.6863098144531
2023-05-17,77.9300003051758,80.6100006103516,76.2060012817383,80.3000030517578,3716300,80.2032775878906
2023-05-18,80.4199981689453,81.129997253418,79.2200012207031,79.6900024414062,1483500,79.5940093994141
2023-05-19,80.0899963378906,81.088996887207,79.120002746582,79.3399963378906,1311100,79.2444305419922
2023-05-22,79.3499984741211,79.4189987182617,78.7099990844727,79.0800018310547,1357700,79.0146255493164
2023-05-23,78.9599990844727,79.7730026245117,77.0599975585938,77.1900024414062,1382400,77.1261901855469
2023-05-24,76.9700012207031,77.1399993896484,76.0800018310547,76.5299987792969,1431900,76.4667282104492
2023-05-25,76.5299987792969,80.0599975585938,75.6100006103516,79.8600006103516,3127800,79.7939834594727
2023-05-26,79.7699966430664,80.1999969482422,78.370002746582,78.4300003051758,2243100,78.3651580810547
2023-05-30,78.25,79.0500030517578,77.4100036621094,77.9599990844727,1775800,77.8955459594727
2023-05-31,78.5400009155273,79.7300033569336,77.7429962158203,79.5100021362305,4501500,79.4442672729492
2023-06-01,79.7300033569336,80.0999984741211,78.8899993896484,79.8300018310547,2355500,79.7640075683594
2023-06-02,80.3000030517578,80.870002746582,79.9000015258789,79.9700012207031,2404500,79.9038848876953
2023-06-05,79.9100036621094,80.7239990234375,78.7799987792969,80.4899978637695,1416700,80.423454284668
2023-06-06,78,83.1800003051758,77.8000030517578,82.9300003051758,23800600,82.861442565918
2023-06-07,81.4899978637695,82.2600021362305,80.1900024414062,80.4800033569336,3883900,80.4134674072266
2023-06-08,77.3499984741211,78.4000015258789,76.75,77.75,15048600,77.6857223510742
2023-06-09,78.0999984741211,78.5,77.0599975585938,77.0999984741211,4894700,77.0362548828125
2023-06-12,77.25,78.3099975585938,76.9000015258789,78.2699966430664,5545200,78.2052917480469
2023-06-13,78.3000030517578,78.4489974975586,76.6999969482422,77.7900009155273,4122300,77.7256851196289
2023-06-14,78.1800003051758,78.8000030517578,77.4800033569336,78.5299987792969,3322600,78.4650802612305
2023-06-15,78.6600036621094,79.1699981689453,78.2249984741211,79.0999984741211,3277900,79.0346069335938
2023-06-16,79.5,80.0999984741211,78.4899978637695,78.6500015258789,5388200,78.5849838256836
2023-06-20,78.3600006103516,79.1600036621094,77.75,78.9000015258789,3151100,78.8347778320312
2023-06-21,78.7900009155273,80,78.2900009155273,79.620002746582,2805700,79.5541763305664
2023-06-22,79.9400024414062,80.75,79.5800018310547,80.2099990844727,2229200,80.1436920166016
2023-06-23,79.8600006103516,80.3499984741211,79.0100021362305,79.8199996948242,7973000,79.7540130615234
2023-06-26,80.0199966430664,80.3000030517578,77.7399978637695,77.8000030517578,2500700,77.7356872558594
2023-06-27,77.9499969482422,78.3499984741211,76.1920013427734,77.0699996948242,3250400,77.0062866210938
2023-06-28,77.5,77.5899963378906,76.3399963378906,77.1900024414062,2920500,77.1261901855469
2023-06-29,77.2699966430664,78.6999969482422,77.1500015258789,78.6800003051758,1908200,78.6149520874023
2023-06-30,79.4199981689453,81.4100036621094,79.3140029907227,81.2399978637695,3428300,81.1728363037109
2023-07-03,81.4100036621094,81.4599990844727,79.9000015258789,80.6900024414062,1086900,80.6232986450195
2023-07-05,80.370002746582,81.2900009155273,79.9349975585938,80.6500015258789,2655900,80.5833282470703
2023-07-06,80,80.2699966430664,79,79.120002746582,2595900,79.0545883178711
2023-07-07,78.9800033569336,80.1080017089844,78.3000030517578,79.620002746582,2892600,79.5541763305664
2023-07-10,80.129997253418,80.7799987792969,80,80.6600036621094,2263000,80.5933151245117
2023-07-11,80.5,81.4449996948242,80.2099990844727,81.2600021362305,1793100,81.1928176879883
2023-07-12,81.2900009155273,82.6600036621094,81.2900009155273,81.6900024414062,2124800,81.6224670410156
2023-07-13,81.7300033569336,82,80.9000015258789,81.4000015258789,1476300,81.3327102661133
2023-07-14,81.5,82.1600036621094,81.2300033569336,81.8199996948242,1774100,81.7523574829102
2023-07-17,81.7399978637695,82.3600006103516,81.0800018310547,81.1900024414062,2343200,81.1228866577148
2023-07-18,81.1080017089844,82.8949966430664,80.75,82.4700012207031,2844500,82.4018173217773
2023-07-19,82.7799987792969,82.9400024414062,81.6600036621094,81.75,2781700,81.6824188232422
2023-07-20,82.25,83.1449966430664,81.8000030517578,81.8499984741211,3113900,81.8123550415039
2023-07-21,82.0800018310547,83.1399993896484,82.0199966430664,82.629997253418,7697300,82.5919952392578
2023-07-24,82.4800033569336,82.6800003051758,80.2699966430664,80.629997253418,4335700,80.5929183959961
2023-07-25,80.8399963378906,82.3499984741211,78.5800018310547,80.2099990844727,4729500,80.1731109619141
2023-07-26,80.2600021362305,80.3079986572266,77.2900009155273,77.4300003051758,4148600,77.3943862915039
2023-07-27,78,78.870002746582,76.25,76.8600006103516,3224700,76.8246536254883
2023-07-28,77.2399978637695,78.3199996948242,76.8899993896484,77.870002746582,2910100,77.8341903686523
2023-07-31,77.7200012207031,78.0299987792969,76.2699966430664,78,3916200,77.9641265869141
2023-08-01,77.8399963378906,78.0350036621094,77.0999984741211,77.6900024414062,2126700,77.6542739868164
2023-08-02,77.3199996948242,77.7799987792969,76.1500015258789,76.5899963378906,3073000,76.5547714233398
2023-08-03,76.6399993896484,76.6900024414062,75.6800003051758,76.0199966430664,2053300,75.9850311279297
2023-08-04,75.9800033569336,76.7949981689453,75.6259994506836,75.9000015258789,1449600,75.8650970458984
2023-08-07,76.0999984741211,76.2900009155273,75.1699981689453,75.5899963378906,1668300,75.5552291870117
2023-08-08,75.2900009155273,75.4700012207031,73.3199996948242,73.9300003051758,2574900,73.89599609375
2023-08-09,73.8000030517578,74.879997253418,73.4199981689453,73.9199981689453,3028400,73.8860015869141
2023-08-10,74.25,74.5800018310547,72.120002746582,72.3000030517578,3681600,72.2667541503906
2023-08-11,72.1399993896484,72.1399993896484,70.8600006103516,71.5899963378906,2897100,71.5570678710938
2023-08-14,71.5,71.870002746582,70.8499984741211,71.8000030517578,2601100,71.7669830322266
2023-08-15,71.75,71.75,70.1900024414062,70.5400009155273,2476300,70.5075607299805
2023-08-16,71.2099990844727,72.2799987792969,70.4199981689453,70.6699981689453,3697400,70.6374969482422
2023-08-17,70.6999969482422,70.8000030517578,68.2399978637695,68.3899993896484,3791900,68.3585433959961
2023-08-18,68.1999969482422,68.75,67.8949966430664,68.3600006103516,2911000,68.3285598754883
2023-08-21,69.3300018310547,69.5,68.5999984741211,68.9700012207031,2807800,68.9382781982422
2023-08-22,69.1500015258789,69.4000015258789,68.6699981689453,68.9300003051758,2170100,68.8983001708984
2023-08-23,68.9599990844727,69.5299987792969,68.8099975585938,68.9899978637695,2079500,68.9582672119141
2023-08-24,69.6399993896484,69.7900009155273,68.2399978637695,68.4300003051758,2623200,68.3985290527344
2023-08-25,68.4100036621094,68.8899993896484,67.6100006103516,68.5899963378906,3096600,68.5584487915039
2023-08-28,69.0599975585938,69.6600036621094,68.7600021362305,69.3099975585938,2438700,69.2781219482422
2023-08-29,69.3300018310547,70.5,69.3300018310547,70.4800033569336,2044300,70.4475860595703
2023-08-30,70.5,70.9899978637695,70.2300033569336,70.3899993896484,1889200,70.3576278686523
2023-08-31,70.5100021362305,71.129997253418,69.8610000610352,70.4499969482422,3573300,70.417594909668
2023-09-01,70.6699981689453,71.0199966430664,69.0999984741211,69.25,2096700,69.2181549072266
2023-09-05,69.129997253418,69.1600036621094,67.4100036621094,67.6600036621094,3773500,67.6288833618164
2023-09-06,67.5100021362305,68.1999969482422,66.0599975585938,66.9800033569336,3140100,66.9491958618164
2023-09-07,68.0899963378906,68.1699981689453,65.8300018310547,65.9000015258789,2836900,65.8696899414062
2023-09-08,65.9199981689453,65.9899978637695,64.7200012207031,64.9000015258789,3103100,64.8701553344727
2023-09-11,65.3199996948242,67.3499984741211,65.1999969482422,66.620002746582,3630500,66.5893630981445
2023-09-12,66.379997253418,66.620002746582,65.2200012207031,65.4000015258789,2381800,65.3699264526367
2023-09-13,65.120002746582,65.9400024414062,64.2099990844727,64.5299987792969,3612800,64.5003204345703
2023-09-14,64.8600006103516,66.0599975585938,64.5699996948242,66,3945100,65.9696426391602
2023-09-15,66,66.5,65.5800018310547,66.4300003051758,6711100,66.3994522094727
2023-09-18,65.870002746582,66.9899978637695,65.870002746582,66.2799987792969,3205300,66.2495193481445
2023-09-19,66.5,66.75,65.3499984741211,66.120002746582,3160400,66.0895919799805
2023-09-20,66.4199981689453,66.8000030517578,64.9000015258789,65.0100021362305,1796400,64.9801025390625
2023-09-21,64.620002746582,64.8899993896484,63.7900009155273,63.8899993896484,2172500,63.8606147766113
2023-09-22,63.8300018310547,64.8050003051758,63.7360000610352,64.3300018310547,2277800,64.3004150390625
2023-09-25,64,67.0400009155273,64,66.4800033569336,3214500,66.4494323730469
2023-09-26,66.1900024414062,67.4049987792969,66.120002746582,66.2099990844727,3619900,66.1795501708984
2023-09-27,66.370002746582,68.411003112793,66.1500015258789,68.2799987792969,5470000,68.2485961914062
2023-09-28,68.7399978637695,70.5800018310547,68.0100021362305,69.7799987792969,4817700,69.7479095458984
2023-09-29,70.0800018310547,70.1999969482422,67.9300003051758,68.0400009155273,3145800,68.0087051391602
2023-10-02,68,68.6600036621094,67.5699996948242,67.8399963378906,1942100,67.8087997436523
2023-10-03,67.3499984741211,67.5299987792969,66.4000015258789,66.9800033569336,2726100,66.9491958618164
2023-10-04,67.1399993896484,68.0699996948242,66.4700012207031,67.879997253418,2084400,67.8487777709961
2023-10-05,68.3399963378906,68.6800003051758,66.6269989013672,67.5999984741211,1894300,67.5689086914062
2023-10-06,67.0100021362305,68.9899978637695,66.6500015258789,68.4599990844727,2318600,68.4285125732422
2023-10-09,67.8199996948242,68.0800018310547,67.1800003051758,67.8000030517578,1600300,67.7688217163086
2023-10-10,68,68.629997253418,67.6100006103516,68.1900024414062,2209000,68.1586380004883
2023-10-11,68.3099975585938,68.3099975585938,67.0400009155273,67.7799987792969,2032900,67.7488250732422
2023-10-12,67.7200012207031,67.9100036621094,66.1699981689453,66.5100021362305,2252100,66.4794158935547
2023-10-13,66.129997253418,67.6399993896484,66.0599975585938,67.120002746582,1984200,67.0891342163086
2023-10-16,67.629997253418,67.6900024414062,66.3300018310547,66.879997253418,1951500,66.849235534668
2023-10-17,66.370002746582,67.4100036621094,66.0699996948242,66.8000030517578,1596000,66.7692794799805
2023-10-18,66.3000030517578,66.4800033569336,65.0899963378906,65.2300033569336,1917700,65.2000045776367
2023-10-19,65.2300033569336,66.6699981689453,64.8399963378906,65.4499969482422,1669200,65.4499969482422
2023-10-20,65.5299987792969,65.5299987792969,63.8600006103516,64.0500030517578,2575000,64.0500030517578
2023-10-23,63.9500007629395,64.5400009155273,63.3600006103516,63.9900016784668,2412500,63.9900016784668
2023-10-24,64.0199966430664,65.0599975585938,63.9599990844727,64.6699981689453,2511200,64.6699981689453
2023-10-25,64.1999969482422,64.9899978637695,63.9799995422363,64.5100021362305,3179600,64.5100021362305
2023-10-26,64.120002746582,64.7399978637695,63.5800018310547,63.9099998474121,3484900,63.9099998474121
2023-10-27,64.1999969482422,64.3199996948242,62.7200012207031,63.0999984741211,2606400,63.0999984741211
2023-10-30,63.5400009155273,63.6699981689453,62.3499984741211,63.1699981689453,4484200,63.1699981689453
2023-10-31,66.6900024414062,67.6999969482422,65.7699966430664,66.5699996948242,7555100,66.5699996948242
2023-11-01,66.75,68.4499969482422,66,68.2799987792969,4521900,68.2799987792969
