"Fecha","REGN.Open","REGN.High","REGN.Low","REGN.Close","REGN.Volume","REGN.Adjusted"
2013-12-06,285.649993896484,287.019989013672,279.25,282.739990234375,652900,282.739990234375
2013-12-09,284.519989013672,287.5,277.519989013672,279.489990234375,779000,279.489990234375
2013-12-10,276.989990234375,282.380004882812,274.149993896484,277.5,656600,277.5
2013-12-11,277.170013427734,280,269.100006103516,270.019989013672,775000,270.019989013672
2013-12-12,269.529998779297,277.109985351562,269,274,684700,274
2013-12-13,275.609985351562,275.609985351562,265.25,269.589996337891,922900,269.589996337891
2013-12-16,269.290008544922,277.140014648438,268.279998779297,268.450012207031,704100,268.450012207031
2013-12-17,269.529998779297,270.399993896484,261.700012207031,261.880004882812,861300,261.880004882812
2013-12-18,261.660003662109,272.029998779297,257.690002441406,271.720001220703,1065900,271.720001220703
2013-12-19,270.170013427734,270.950012207031,264.350006103516,270.549987792969,748400,270.549987792969
2013-12-20,271.089996337891,279.239990234375,268.290008544922,278.690002441406,1379700,278.690002441406
2013-12-23,279.880004882812,283.369995117188,275.559997558594,278.010009765625,654200,278.010009765625
2013-12-24,278.100006103516,279.899993896484,273,275.690002441406,230400,275.690002441406
2013-12-26,276.100006103516,280.970001220703,275.899993896484,278.640014648438,371300,278.640014648438
2013-12-27,278.869995117188,279.609985351562,275.279998779297,277.040008544922,343800,277.040008544922
2013-12-30,275.670013427734,279.829986572266,273,278.079986572266,427100,278.079986572266
2013-12-31,277.100006103516,278.320007324219,273.850006103516,275.239990234375,569800,275.239990234375
2014-01-02,275.769989013672,277.600006103516,269.739990234375,274.589996337891,553000,274.589996337891
2014-01-03,274.519989013672,276.829986572266,271.209991455078,271.75,392000,271.75
2014-01-06,270.910003662109,273.809997558594,266.5,268.859985351562,759200,268.859985351562
2014-01-07,269.130004882812,275.809997558594,266.059997558594,274.070007324219,777000,274.070007324219
2014-01-08,273.290008544922,277.829986572266,272.010009765625,273.5,943800,273.5
2014-01-09,275.640014648438,275.640014648438,266.410003662109,267.619995117188,888900,267.619995117188
2014-01-10,268.089996337891,274.519989013672,262.970001220703,274.380004882812,923400,274.380004882812
2014-01-13,275.609985351562,281.269989013672,266.429992675781,268.679992675781,942700,268.679992675781
2014-01-14,269.609985351562,304.420013427734,265.299987792969,300.320007324219,2257600,300.320007324219
2014-01-15,291.970001220703,295.880004882812,286.019989013672,287.489990234375,1341200,287.489990234375
2014-01-16,287.720001220703,292.75,286.119995117188,290.480010986328,892100,290.480010986328
2014-01-17,290.920013427734,299,289.220001220703,292,1001100,292
2014-01-21,293.820007324219,296.579986572266,291,295.700012207031,981700,295.700012207031
2014-01-22,296.660003662109,298.730010986328,292,295.380004882812,590800,295.380004882812
2014-01-23,293,293.869995117188,285.609985351562,291.589996337891,754700,291.589996337891
2014-01-24,288.079986572266,288.529998779297,279.010009765625,279.609985351562,745300,279.609985351562
2014-01-27,279.700012207031,281.720001220703,267.559997558594,270.739990234375,1121400,270.739990234375
2014-01-28,273.029998779297,280,273,278.670013427734,830200,278.670013427734
2014-01-29,277.630004882812,286.720001220703,276.049987792969,281.540008544922,1059500,281.540008544922
2014-01-30,287.630004882812,294.989990234375,284.619995117188,292.970001220703,980000,292.970001220703
2014-01-31,286.799987792969,294,286.109985351562,288.589996337891,769200,288.589996337891
2014-02-03,288.910003662109,292.940002441406,278.579986572266,283.809997558594,1029100,283.809997558594
2014-02-04,285.339996337891,288.5,281.450012207031,287.230010986328,855800,287.230010986328
2014-02-05,286.290008544922,288.429992675781,274.019989013672,281.899993896484,1043200,281.899993896484
2014-02-06,281.890014648438,288.269989013672,281.890014648438,287.029998779297,660900,287.029998779297
2014-02-07,287.119995117188,300.100006103516,284.320007324219,299.790008544922,1065100,299.790008544922
2014-02-10,304,307,297.489990234375,304,1486800,304
2014-02-11,311,327.540008544922,301.079986572266,326.519989013672,3078800,326.519989013672
2014-02-12,326,331.640014648438,317.230010986328,320.380004882812,2029300,320.380004882812
2014-02-13,314.160003662109,327.910003662109,314.109985351562,326.980010986328,1154400,326.980010986328
2014-02-14,328,328.989990234375,317.600006103516,323.989990234375,1150000,323.989990234375
2014-02-18,324.690002441406,334.829986572266,324.339996337891,332.779998779297,1255700,332.779998779297
2014-02-19,328.859985351562,331.739990234375,323.019989013672,324.359985351562,952300,324.359985351562
2014-02-20,324.309997558594,328.940002441406,323.149993896484,327.619995117188,950800,327.619995117188
2014-02-21,328.75,340.239990234375,326.700012207031,334.980010986328,1535900,334.980010986328
2014-02-24,340.010009765625,348.25,337,347.619995117188,1260800,347.619995117188
2014-02-25,346.440002441406,347.779998779297,336.75,339.859985351562,1234300,339.859985351562
2014-02-26,343.329986572266,343.480010986328,334.589996337891,336.480010986328,838600,336.480010986328
2014-02-27,335,342.200012207031,334.049987792969,338.540008544922,781200,338.540008544922
2014-02-28,339.660003662109,343.380004882812,322.579986572266,332.5,1316800,332.5
2014-03-03,328.089996337891,341.339996337891,327.019989013672,339.510009765625,1173700,339.510009765625
2014-03-04,343.980010986328,348.880004882812,342.239990234375,345.609985351562,678400,345.609985351562
2014-03-05,348.299987792969,350.570007324219,344.100006103516,345.489990234375,692100,345.489990234375
2014-03-06,347.089996337891,352.489990234375,338.010009765625,338.450012207031,1348700,338.450012207031
2014-03-07,341.829986572266,343.5,304.200012207031,328.109985351562,4580900,328.109985351562
2014-03-10,328.429992675781,332.75,324.700012207031,329.200012207031,939700,329.200012207031
2014-03-11,330.25,337,327.980010986328,328.769989013672,806500,328.769989013672
2014-03-12,326.079986572266,340.089996337891,324.040008544922,339.75,1086600,339.75
2014-03-13,339.799987792969,342.559997558594,326.5,328.070007324219,932100,328.070007324219
2014-03-14,326.970001220703,333.299987792969,326,329.5,813200,329.5
2014-03-17,336.059997558594,337,327.059997558594,328.089996337891,1049200,328.089996337891
2014-03-18,329.5,335.950012207031,329.019989013672,333.140014648438,1056500,333.140014648438
2014-03-19,332.720001220703,334.940002441406,325.820007324219,329.329986572266,583200,329.329986572266
2014-03-20,327.660003662109,331.670013427734,325.579986572266,328.690002441406,520600,328.690002441406
2014-03-21,328.570007324219,334.359985351562,309.890014648438,310.790008544922,2847400,310.790008544922
2014-03-24,313.570007324219,314.649993896484,298.480010986328,306.369995117188,1747100,306.369995117188
2014-03-25,307.320007324219,317.399993896484,301.579986572266,308.869995117188,1606700,308.869995117188
2014-03-26,311.140014648438,317.820007324219,307.109985351562,308.429992675781,1390700,308.429992675781
2014-03-27,307.660003662109,316.5,302.869995117188,311.859985351562,1272300,311.859985351562
2014-03-28,313.109985351562,316,299.510009765625,300.089996337891,1538300,300.089996337891
2014-03-31,303.179992675781,306.470001220703,296.609985351562,300.279998779297,1061300,300.279998779297
2014-04-01,304.760009765625,313.380004882812,303.059997558594,306.880004882812,1100700,306.880004882812
2014-04-02,309.640014648438,316,300.369995117188,306.890014648438,903100,306.890014648438
2014-04-03,306.260009765625,306.5,293.5,298.600006103516,1244400,298.600006103516
2014-04-04,300.679992675781,301.839996337891,285.220001220703,285.339996337891,1365300,285.339996337891
2014-04-07,280.320007324219,292.290008544922,279.040008544922,287.190002441406,1425400,287.190002441406
2014-04-08,287.119995117188,289.010009765625,278.260009765625,286.440002441406,1191500,286.440002441406
2014-04-09,289.109985351562,306.959991455078,287.010009765625,306.260009765625,1622000,306.260009765625
2014-04-10,304.600006103516,304.989990234375,291.670013427734,293.619995117188,1459800,293.619995117188
2014-04-11,290.369995117188,299.239990234375,286.670013427734,288.359985351562,1197300,288.359985351562
2014-04-14,290.609985351562,297,284.109985351562,290.010009765625,768500,290.010009765625
2014-04-15,289.5,293.029998779297,276.899993896484,288.079986572266,1100400,288.079986572266
2014-04-16,293.450012207031,301,291.75,300.140014648438,972900,300.140014648438
2014-04-17,300.450012207031,304.959991455078,296.019989013672,296.739990234375,607200,296.739990234375
2014-04-21,299.059997558594,302.459991455078,296.029998779297,302,452700,302
2014-04-22,302.760009765625,313.5,302.149993896484,311.679992675781,736100,311.679992675781
2014-04-23,312.359985351562,312.880004882812,301.869995117188,303.079986572266,609800,303.079986572266
2014-04-24,305.769989013672,306.700012207031,291.359985351562,293.429992675781,1022000,293.429992675781
2014-04-25,291.600006103516,293.170013427734,283.459991455078,284.420013427734,1074800,284.420013427734
2014-04-28,286.450012207031,288.079986572266,273.230010986328,281.260009765625,1247100,281.260009765625
2014-04-29,282.799987792969,300.200012207031,281.790008544922,299.579986572266,1151900,299.579986572266
2014-04-30,294.260009765625,300.820007324219,292.019989013672,296.890014648438,682900,296.890014648438
2014-05-01,297.100006103516,300.230010986328,292.459991455078,299.079986572266,653100,299.079986572266
2014-05-02,299.959991455078,300.179992675781,291.880004882812,293.589996337891,507600,293.589996337891
2014-05-05,291.730010986328,299.859985351562,289.730010986328,298.980010986328,805800,298.980010986328
2014-05-06,298.290008544922,299.869995117188,290.5,290.829986572266,765400,290.829986572266
2014-05-07,291.510009765625,294.489990234375,283.559997558594,286.660003662109,1075400,286.660003662109
2014-05-08,278.339996337891,291.660003662109,278,281.200012207031,1182900,281.200012207031
2014-05-09,281.450012207031,283.140014648438,276.010009765625,279.410003662109,877200,279.410003662109
2014-05-12,280.809997558594,292.600006103516,280.160003662109,291.390014648438,757300,291.390014648438
2014-05-13,290.910003662109,290.910003662109,283.029998779297,283.450012207031,771300,283.450012207031
2014-05-14,281.029998779297,291.679992675781,280.070007324219,287.380004882812,665800,287.380004882812
2014-05-15,286.640014648438,291.309997558594,281.309997558594,289.600006103516,783600,289.600006103516
2014-05-16,289.730010986328,296.549987792969,285.649993896484,295.429992675781,948400,295.429992675781
2014-05-19,294.600006103516,303.320007324219,290.119995117188,302.140014648438,855800,302.140014648438
2014-05-20,298.019989013672,299.559997558594,291.730010986328,292.769989013672,733100,292.769989013672
2014-05-21,294.190002441406,296.640014648438,289.700012207031,291,495000,291
2014-05-22,292.5,302.019989013672,290.350006103516,298.279998779297,585000,298.279998779297
2014-05-23,299.559997558594,299.559997558594,293.630004882812,297.769989013672,503900,297.769989013672
2014-05-27,299.540008544922,308.230010986328,298.649993896484,307.940002441406,713300,307.940002441406
2014-05-28,308.559997558594,311.690002441406,304.160003662109,304.859985351562,469800,304.859985351562
2014-05-29,305.269989013672,308.570007324219,303.700012207031,306.220001220703,629100,306.220001220703
2014-05-30,308.489990234375,308.489990234375,303.549987792969,306.959991455078,582800,306.959991455078
2014-06-02,308.700012207031,313.480010986328,303.559997558594,309.269989013672,529000,309.269989013672
2014-06-03,306.269989013672,311.690002441406,305.350006103516,310.809997558594,472900,310.809997558594
2014-06-04,308,312.790008544922,307.510009765625,311.890014648438,490900,311.890014648438
2014-06-05,312.880004882812,314.25,308.170013427734,308.540008544922,570000,308.540008544922
2014-06-06,312.209991455078,312.880004882812,307,311.209991455078,496700,311.209991455078
2014-06-09,312.299987792969,320,311.609985351562,313.739990234375,744300,313.739990234375
2014-06-10,312.809997558594,316,306.929992675781,309.470001220703,562100,309.470001220703
2014-06-11,308,313.519989013672,305.799987792969,310.239990234375,521800,310.239990234375
2014-06-12,309.149993896484,315.619995117188,307.920013427734,310.470001220703,452100,310.470001220703
2014-06-13,310.679992675781,311.690002441406,305.660003662109,306.269989013672,389600,306.269989013672
2014-06-16,307.809997558594,311.549987792969,305.959991455078,308.399993896484,438100,308.399993896484
2014-06-17,307.920013427734,309.309997558594,302.5,302.619995117188,574900,302.619995117188
2014-06-18,301.989990234375,305.820007324219,301.209991455078,305.299987792969,552100,305.299987792969
2014-06-19,309.959991455078,309.959991455078,296.010009765625,297.690002441406,928600,297.690002441406
2014-06-20,297,297.720001220703,282.519989013672,285.25,2651600,285.25
2014-06-23,285,285.049987792969,275.019989013672,280.220001220703,1647100,280.220001220703
2014-06-24,280.230010986328,287.309997558594,276.720001220703,278.109985351562,1163200,278.109985351562
2014-06-25,278.739990234375,285.549987792969,277.700012207031,280.880004882812,1108800,280.880004882812
2014-06-26,281.149993896484,281.970001220703,278.510009765625,279.799987792969,1076100,279.799987792969
2014-06-27,280,281.950012207031,269.5,277.290008544922,1623200,277.290008544922
2014-06-30,277.290008544922,284.920013427734,273.980010986328,282.470001220703,1330700,282.470001220703
2014-07-01,285.5,304.410003662109,285.059997558594,303.390014648438,1774600,303.390014648438
2014-07-02,302.470001220703,312.119995117188,298.290008544922,308.540008544922,1335400,308.540008544922
2014-07-03,308.160003662109,313,308.160003662109,311.160003662109,636700,311.160003662109
2014-07-07,312.089996337891,315.709991455078,309.660003662109,311.570007324219,863100,311.570007324219
2014-07-08,311.25,315.940002441406,308.679992675781,310.519989013672,1045600,310.519989013672
2014-07-09,310.440002441406,313,303.600006103516,310.929992675781,1002600,310.929992675781
2014-07-10,312.980010986328,315.329986572266,305.059997558594,314.489990234375,1158100,314.489990234375
2014-07-11,314.980010986328,318.869995117188,310.75,316.109985351562,954700,316.109985351562
2014-07-14,318.850006103516,320.079986572266,313.829986572266,317.950012207031,7e+05,317.950012207031
2014-07-15,318.350006103516,319.950012207031,309.730010986328,312.149993896484,1194600,312.149993896484
2014-07-16,315.100006103516,315.25,305.100006103516,306.119995117188,710500,306.119995117188
2014-07-17,303.089996337891,305.829986572266,295.760009765625,296.410003662109,832800,296.410003662109
2014-07-18,298.519989013672,306.369995117188,298.519989013672,305.920013427734,785200,305.920013427734
2014-07-21,306.200012207031,307.790008544922,302.459991455078,303.730010986328,562200,303.730010986328
2014-07-22,305.510009765625,309.670013427734,304.660003662109,306.019989013672,515600,306.019989013672
2014-07-23,311.390014648438,314.049987792969,307.220001220703,310.269989013672,522900,310.269989013672
2014-07-24,310.399993896484,311.5,303.019989013672,304.440002441406,605000,304.440002441406
2014-07-25,303.459991455078,305.010009765625,300.220001220703,303.089996337891,369100,303.089996337891
2014-07-28,302.25,303.619995117188,299.730010986328,302.160003662109,532100,302.160003662109
2014-07-29,303.839996337891,307.660003662109,301.679992675781,304.510009765625,295200,304.510009765625
2014-07-30,328.549987792969,336.940002441406,315,322.179992675781,2373700,322.179992675781
2014-07-31,319.660003662109,320.519989013672,310.690002441406,316.220001220703,1190100,316.220001220703
2014-08-01,323.739990234375,329.320007324219,320.429992675781,324.309997558594,1525300,324.309997558594
2014-08-04,325.859985351562,328.470001220703,321.089996337891,325.440002441406,1176800,325.440002441406
2014-08-05,316.809997558594,337.950012207031,314,333.200012207031,1642100,333.200012207031
2014-08-06,331.200012207031,341.709991455078,330.5,340.690002441406,1025800,340.690002441406
2014-08-07,342.140014648438,342.980010986328,337.25,338.730010986328,626600,338.730010986328
2014-08-08,338,341,336.049987792969,338.320007324219,627500,338.320007324219
2014-08-11,340.269989013672,341.619995117188,335.890014648438,338.809997558594,508300,338.809997558594
2014-08-12,338.440002441406,339.839996337891,335.239990234375,338.149993896484,415800,338.149993896484
2014-08-13,339.119995117188,344,338.220001220703,343.059997558594,624400,343.059997558594
2014-08-14,342.269989013672,348.100006103516,341.859985351562,347.739990234375,566400,347.739990234375
2014-08-15,347.790008544922,351.5,343.850006103516,348.619995117188,549300,348.619995117188
2014-08-18,350.799987792969,353.049987792969,349.070007324219,349.459991455078,510000,349.459991455078
2014-08-19,349.940002441406,351.420013427734,345.089996337891,346.790008544922,467700,346.790008544922
2014-08-20,345.220001220703,349.380004882812,344.089996337891,345.279998779297,352600,345.279998779297
2014-08-21,347,347,341.109985351562,341.510009765625,389700,341.510009765625
2014-08-22,342.100006103516,344.700012207031,339.100006103516,340.790008544922,448600,340.790008544922
2014-08-25,347.940002441406,349.5,342.220001220703,347.910003662109,448800,347.910003662109
2014-08-26,349.510009765625,354.790008544922,348.440002441406,354.049987792969,668600,354.049987792969
2014-08-27,354.269989013672,354.269989013672,348.390014648438,350.010009765625,439500,350.010009765625
2014-08-28,348.929992675781,351.420013427734,346.470001220703,346.920013427734,401800,346.920013427734
2014-08-29,349.100006103516,350.739990234375,346.200012207031,350.459991455078,525500,350.459991455078
2014-09-02,367,369.309997558594,359.230010986328,359.5,1515800,359.5
2014-09-03,362.299987792969,364.559997558594,359.809997558594,361.899993896484,602300,361.899993896484
2014-09-04,362.959991455078,362.980010986328,351.230010986328,352.079986572266,653000,352.079986572266
2014-09-05,352.019989013672,353.559997558594,343.470001220703,350.660003662109,834900,350.660003662109
2014-09-08,349.429992675781,351,343.179992675781,348.100006103516,652000,348.100006103516
2014-09-09,347.5,347.769989013672,343.399993896484,346.390014648438,609900,346.390014648438
2014-09-10,346.079986572266,355.200012207031,345.070007324219,354.320007324219,663600,354.320007324219
2014-09-11,352.660003662109,353.109985351562,347.010009765625,350.339996337891,381100,350.339996337891
2014-09-12,349.410003662109,349.829986572266,344.049987792969,346.059997558594,573500,346.059997558594
2014-09-15,347.070007324219,347.5,340.390014648438,346.029998779297,539400,346.029998779297
2014-09-16,346.820007324219,356.209991455078,345,355.470001220703,821400,355.470001220703
2014-09-17,357.299987792969,360.890014648438,354.290008544922,359.100006103516,659700,359.100006103516
2014-09-18,359.839996337891,362.899993896484,357.25,362.739990234375,550300,362.739990234375
2014-09-19,365.589996337891,365.589996337891,357.290008544922,358.920013427734,2635000,358.920013427734
2014-09-22,358,360.170013427734,355.380004882812,359.920013427734,743900,359.920013427734
2014-09-23,357.420013427734,361.230010986328,355.329986572266,357.220001220703,953000,357.220001220703
2014-09-24,357.220001220703,365.329986572266,357.059997558594,364.410003662109,639500,364.410003662109
2014-09-25,363.350006103516,364.709991455078,354,355.540008544922,692100,355.540008544922
2014-09-26,357.230010986328,359,351.480010986328,358.179992675781,692500,358.179992675781
2014-09-29,355.019989013672,358.100006103516,351.549987792969,354.959991455078,357400,354.959991455078
2014-09-30,355.790008544922,361.700012207031,353.109985351562,360.519989013672,1003900,360.519989013672
2014-10-01,363.950012207031,363.950012207031,352.910003662109,355.609985351562,668900,355.609985351562
2014-10-02,355.790008544922,358.25,353.049987792969,353.690002441406,666300,353.690002441406
2014-10-03,355.540008544922,362.459991455078,355.540008544922,361.600006103516,758000,361.600006103516
2014-10-06,363.480010986328,365,356.600006103516,359.190002441406,453000,359.190002441406
2014-10-07,356.989990234375,359.679992675781,353.100006103516,354.209991455078,591700,354.209991455078
2014-10-08,353.829986572266,361.070007324219,350.790008544922,360.149993896484,742100,360.149993896484
2014-10-09,361.239990234375,361.260009765625,352,355.040008544922,648900,355.040008544922
2014-10-10,353.380004882812,357.75,343.279998779297,343.510009765625,753400,343.510009765625
2014-10-13,341.890014648438,344.980010986328,330.890014648438,332.100006103516,869100,332.100006103516
2014-10-14,334.089996337891,335.660003662109,323.799987792969,328.070007324219,1155200,328.070007324219
2014-10-15,324,337.029998779297,320.059997558594,334.75,1238100,334.75
2014-10-16,326.5,344.480010986328,326.089996337891,340.709991455078,937800,340.709991455078
2014-10-17,366.989990234375,376.880004882812,362.019989013672,369.640014648438,2470800,369.640014648438
2014-10-20,367.790008544922,369,360.100006103516,366.130004882812,1147200,366.130004882812
2014-10-21,370.640014648438,381.029998779297,366.140014648438,381.010009765625,1051200,381.010009765625
2014-10-22,380.059997558594,384.850006103516,373.339996337891,384.459991455078,1025700,384.459991455078
2014-10-23,387,397.350006103516,386.5,393.959991455078,870300,393.959991455078
2014-10-24,396,404.600006103516,393.209991455078,402.5,822400,402.5
2014-10-27,402.100006103516,407.880004882812,397.5,407.160003662109,559900,407.160003662109
2014-10-28,408.350006103516,410.179992675781,397.119995117188,397.890014648438,1028200,397.890014648438
2014-10-29,397,397.890014648438,385.019989013672,387.700012207031,1055400,387.700012207031
2014-10-30,386.290008544922,394.649993896484,386.269989013672,392.799987792969,709200,392.799987792969
2014-10-31,400.149993896484,400.869995117188,391.200012207031,393.720001220703,663100,393.720001220703
2014-11-03,395.269989013672,397.980010986328,389.119995117188,395.260009765625,854600,395.260009765625
2014-11-04,372.119995117188,384.429992675781,368.450012207031,372.390014648438,1848700,372.390014648438
2014-11-05,375.160003662109,377.989990234375,365.25,368.510009765625,888400,368.510009765625
2014-11-06,371.010009765625,377.450012207031,367.779998779297,376.940002441406,699200,376.940002441406
2014-11-07,378.239990234375,381,374.679992675781,377.839996337891,622200,377.839996337891
2014-11-10,379.5,386.859985351562,376.540008544922,385.970001220703,541100,385.970001220703
2014-11-11,390.089996337891,400,387.190002441406,398.359985351562,1156800,398.359985351562
2014-11-12,396.200012207031,402.049987792969,395.809997558594,401.109985351562,623400,401.109985351562
2014-11-13,400,402.799987792969,395.100006103516,402.630004882812,703700,402.630004882812
2014-11-14,402.420013427734,402.869995117188,392.309997558594,395.200012207031,789900,395.200012207031
2014-11-17,396.029998779297,408.290008544922,395.200012207031,399.649993896484,887700,399.649993896484
2014-11-18,399.989990234375,414.670013427734,399.179992675781,413.220001220703,977700,413.220001220703
2014-11-19,411.359985351562,419.269989013672,408.359985351562,415.25,631100,415.25
2014-11-20,413.209991455078,417.859985351562,405.959991455078,406,645900,406
2014-11-21,415.269989013672,416,403.290008544922,405.25,890700,405.25
2014-11-24,405.660003662109,411.970001220703,405.279998779297,409.75,655800,409.75
2014-11-25,416.369995117188,416.489990234375,408.480010986328,413,818600,413
2014-11-26,413.929992675781,415.950012207031,412.079986572266,415.839996337891,443700,415.839996337891
2014-11-28,416,418,414.540008544922,416.109985351562,336900,416.109985351562
2014-12-01,413.980010986328,414.799987792969,407.989990234375,408.720001220703,638900,408.720001220703
2014-12-02,411,422.820007324219,409.899993896484,421.239990234375,687000,421.239990234375
2014-12-03,422.220001220703,425.279998779297,415.519989013672,424.410003662109,488700,424.410003662109
2014-12-04,423.429992675781,427.779998779297,420.739990234375,423.209991455078,657300,423.209991455078
2014-12-05,424.769989013672,424.989990234375,420.859985351562,423.230010986328,453300,423.230010986328
2014-12-08,423.399993896484,437.640014648438,421.829986572266,434.950012207031,579800,434.950012207031
2014-12-09,428.269989013672,436.079986572266,425.420013427734,432.670013427734,860800,432.670013427734
2014-12-10,433.149993896484,435.779998779297,421.260009765625,422.929992675781,568900,422.929992675781
2014-12-11,425.690002441406,432.220001220703,423.519989013672,424.350006103516,501000,424.350006103516
2014-12-12,420.179992675781,427.100006103516,416,416.440002441406,575700,416.440002441406
2014-12-15,419.950012207031,421.890014648438,397.820007324219,401.010009765625,1026100,401.010009765625
2014-12-16,394.739990234375,411.160003662109,388.160003662109,396.130004882812,927500,396.130004882812
2014-12-17,398.399993896484,411.570007324219,396.130004882812,410.989990234375,668800,410.989990234375
2014-12-18,415.489990234375,424.440002441406,412.399993896484,423.790008544922,733800,423.790008544922
2014-12-19,423.130004882812,432.459991455078,420.529998779297,427.640014648438,1386900,427.640014648438
2014-12-22,421,422.799987792969,410.149993896484,412.970001220703,857400,412.970001220703
2014-12-23,410.380004882812,410.959991455078,383.869995117188,394.049987792969,2133900,394.049987792969
2014-12-24,392.600006103516,404.5,392.140014648438,400.119995117188,641600,400.119995117188
2014-12-26,403.450012207031,414.839996337891,402.119995117188,413.480010986328,722500,413.480010986328
2014-12-29,412.820007324219,414.959991455078,405.359985351562,413.869995117188,652500,413.869995117188
2014-12-30,413.630004882812,416.980010986328,406.510009765625,408.339996337891,464700,408.339996337891
2014-12-31,410.570007324219,416.989990234375,408.570007324219,410.25,759900,410.25
2015-01-02,413.899993896484,419.149993896484,407.5,410.160003662109,765900,410.160003662109
2015-01-05,414.260009765625,419.410003662109,409.040008544922,412.470001220703,882800,412.470001220703
2015-01-06,414.390014648438,420.75,396.549987792969,396.890014648438,1262400,396.890014648438
2015-01-07,402.790008544922,408.679992675781,398.5,407.720001220703,880600,407.720001220703
2015-01-08,411.570007324219,412.989990234375,401.160003662109,403.25,1184500,403.25
2015-01-09,409.779998779297,419.190002441406,404.160003662109,411.040008544922,1207600,411.040008544922
2015-01-12,414.019989013672,419.440002441406,409.5,413.329986572266,664500,413.329986572266
2015-01-13,417.730010986328,425.489990234375,402.519989013672,406.489990234375,1438200,406.489990234375
2015-01-14,403.119995117188,408.519989013672,401.420013427734,404.309997558594,968600,404.309997558594
2015-01-15,405.480010986328,407.220001220703,395.559997558594,397.119995117188,982900,397.119995117188
2015-01-16,398.179992675781,409.700012207031,395.660003662109,408.690002441406,1036700,408.690002441406
2015-01-20,410.779998779297,422.529998779297,405.149993896484,421.109985351562,803000,421.109985351562
2015-01-21,418.149993896484,423.910003662109,412.010009765625,418.109985351562,687400,418.109985351562
2015-01-22,418.970001220703,421.290008544922,406.5,420.809997558594,589500,420.809997558594
2015-01-23,421.059997558594,422.910003662109,414.589996337891,420.209991455078,387600,420.209991455078
2015-01-26,419.910003662109,427.450012207031,417.010009765625,423.769989013672,453600,423.769989013672
2015-01-27,417.230010986328,422.070007324219,413.649993896484,415.739990234375,704800,415.739990234375
2015-01-28,417.640014648438,420.600006103516,407.5,408,641000,408
2015-01-29,408.679992675781,415.5,401.170013427734,414.640014648438,583500,414.640014648438
2015-01-30,410.880004882812,424.739990234375,410.600006103516,416.660003662109,1060000,416.660003662109
2015-02-02,419.790008544922,420.989990234375,407.640014648438,413.089996337891,637700,413.089996337891
2015-02-03,416.519989013672,416.519989013672,398.709991455078,409.200012207031,933100,409.200012207031
2015-02-04,400.470001220703,407.890014648438,393,401.359985351562,1195100,401.359985351562
2015-02-05,403.549987792969,415.470001220703,403.170013427734,413.869995117188,760300,413.869995117188
2015-02-06,413.470001220703,414.470001220703,405.260009765625,406.859985351562,625600,406.859985351562
2015-02-09,407.549987792969,409.149993896484,397.700012207031,399.720001220703,1023800,399.720001220703
2015-02-10,402.649993896484,407.760009765625,394.010009765625,400.709991455078,1580900,400.709991455078
2015-02-11,399.5,406.899993896484,398.809997558594,398.989990234375,690500,398.989990234375
2015-02-12,401,405.200012207031,396.619995117188,401.739990234375,660900,401.739990234375
2015-02-13,404.540008544922,406.5,397.600006103516,402.399993896484,802700,402.399993896484
