"Fecha","SHW.Open","SHW.High","SHW.Low","SHW.Close","SHW.Volume","SHW.Adjusted"
2013-11-01,62.9366683959961,63.026668548584,61.4633331298828,61.5566673278809,2733900,55.8908424377441
2013-11-04,61.6666679382324,62.2799987792969,61.5633316040039,62.0066680908203,1869600,56.2994270324707
2013-11-05,61.9700012207031,62.0066680908203,61.1833343505859,61.5200004577637,1657200,55.8575401306152
2013-11-06,62.0633316040039,62.2200012207031,61.560001373291,61.8466682434082,1122000,56.1541519165039
2013-11-07,61.7666664123535,62.0699996948242,60.1466674804688,60.3400001525879,2007900,54.7861709594727
2013-11-08,60.4533348083496,61.8466682434082,60.3533325195312,61.8366661071777,1916700,56.1450691223145
2013-11-11,61.5666656494141,61.7799987792969,61.3266677856445,61.4566688537598,1578600,55.800048828125
2013-11-12,61.406665802002,61.9500007629395,61.223331451416,61.5,1913400,55.8394050598145
2013-11-13,61.223331451416,61.8366661071777,61.216667175293,61.7933311462402,2832900,56.2581939697266
2013-11-14,60.533332824707,62.3666687011719,60.533332824707,62.3366661071777,1688700,56.7528533935547
2013-11-15,62.2666664123535,62.5133323669434,62.1100006103516,62.2900009155273,1846500,56.7103614807129
2013-11-18,62.3333320617676,62.466667175293,61.75,61.9466667175293,1341000,56.3977890014648
2013-11-19,61.7266654968262,62.2666664123535,61.6966667175293,61.8933334350586,981900,56.3492240905762
2013-11-20,61.8933334350586,62.1399993896484,61.3899993896484,61.5466651916504,1224300,56.0336112976074
2013-11-21,61.6599998474121,62.223331451416,61.466667175293,62.1933326721191,1206300,56.6223602294922
2013-11-22,62.0900001525879,62.6599998474121,61.8866653442383,62.5233345031738,1350900,56.9228019714355
2013-11-25,62.4966659545898,62.5099983215332,61.4599990844727,61.6133346557617,1253700,56.0943069458008
2013-11-26,61.6066665649414,61.8033332824707,61.1500015258789,61.4333343505859,1489500,55.9304504394531
2013-11-27,61.6500015258789,61.6500015258789,60.9833335876465,61.1800003051758,621600,55.6997947692871
2013-11-29,61.1599998474121,61.4333343505859,60.9433326721191,61.0099983215332,459900,55.5450096130371
2013-12-02,61.1366653442383,61.4300003051758,60.2599983215332,60.3800010681152,1316100,54.9714622497559
2013-12-03,60.1666679382324,60.3766670227051,59.5999984741211,59.9366683959961,1617600,54.5678329467773
2013-12-04,59.466667175293,60.5533332824707,59.2666664123535,60.3600006103516,2722800,54.9532470703125
2013-12-05,60.0666656494141,60.9033317565918,60.0133323669434,60.5766677856445,1602000,55.1505012512207
2013-12-06,61.060001373291,62.0900001525879,60.810001373291,61.6100006103516,1742700,56.0912857055664
2013-12-09,61.6100006103516,62.4433326721191,61.6100006103516,61.8400001525879,1901400,56.3006782531738
2013-12-10,61.8800010681152,62.5,61.5,61.5633316040039,2320200,56.0487899780273
2013-12-11,61.4866676330566,61.4866676330566,60.2633323669434,60.3966674804688,2061000,54.9866218566895
2013-12-12,59.9233322143555,60,59.223331451416,59.8133316040039,3186000,54.4555397033691
2013-12-13,59.8133316040039,60.0633316040039,59.1766662597656,59.3233337402344,1715100,54.0094451904297
2013-12-16,59.5566673278809,59.7966651916504,58.9466667175293,59.1033325195312,1571100,53.8091506958008
2013-12-17,57.4266662597656,59.439998626709,56.8766670227051,59.1033325195312,4191300,53.8091506958008
2013-12-18,59.0299987792969,60,58.5966682434082,59.973331451416,3170400,54.6012153625488
2013-12-19,59.9766654968262,60.2200012207031,59.5133323669434,60.0499992370605,1328400,54.6709938049316
2013-12-20,60.3933334350586,61.0133323669434,59.9266662597656,60.716667175293,2976900,55.2779655456543
2013-12-23,60.2999992370605,60.7266654968262,59.1066665649414,60.473331451416,2500800,55.0564346313477
2013-12-24,60.4599990844727,60.9966659545898,60.3033332824707,60.8966674804688,621000,55.4418563842773
2013-12-26,61.1133346557617,61.1699981689453,60.7366676330566,60.939998626709,602100,55.4812927246094
2013-12-27,61.093334197998,61.2299995422363,60.6066665649414,60.8333320617676,882300,55.3841819763184
2013-12-30,60.8300018310547,61.0999984741211,60.6199989318848,60.75,944100,55.3083152770996
2013-12-31,60.8866653442383,61.2666664123535,60.8733329772949,61.1666679382324,1034700,55.6876602172852
2014-01-02,60.6766662597656,61,60.2299995422363,60.8033332824707,1547100,55.3568649291992
2014-01-03,60.6199989318848,61.3400001525879,60.5733337402344,60.9333343505859,1221600,55.4752197265625
2014-01-06,61.0900001525879,61.5366668701172,60.7599983215332,60.8966674804688,1752300,55.4418563842773
2014-01-07,61.6333312988281,62.723331451416,61.5233345031738,62.5366668701172,3716100,56.9349517822266
2014-01-08,62.533332824707,63.2533340454102,62.1433334350586,63.2266654968262,3745200,57.5631294250488
2014-01-09,63.2000007629395,63.310001373291,62.689998626709,62.9566688537598,2044200,57.317325592041
2014-01-10,63.3066673278809,64.3266677856445,63.060001373291,64.2799987792969,2795400,58.5221099853516
2014-01-13,63.9533348083496,64.3333358764648,63.5433311462402,63.7299995422363,1716300,58.0213661193848
2014-01-14,64.129997253418,64.5066680908203,63.4833335876465,64.4933319091797,1672500,58.7163429260254
2014-01-15,64.4300003051758,64.6133346557617,64.1333312988281,64.379997253418,1645800,58.613151550293
2014-01-16,64.1733322143555,64.75,64.0266647338867,64.5033340454102,1247100,58.7254409790039
2014-01-17,64.716667175293,65.2399978637695,64.5666656494141,64.7066650390625,2391600,58.9105529785156
2014-01-21,65.336669921875,66.0500030517578,65.0933303833008,66.0100021362305,2865000,60.0971527099609
2014-01-22,65.7466659545898,66.1566696166992,65.5233306884766,65.7799987792969,1831200,59.8877449035645
2014-01-23,65.2600021362305,65.6566696166992,64.8533325195312,65.0400009155273,2032200,59.2140350341797
2014-01-24,64.9700012207031,65.0433349609375,63.5400009155273,63.5999984741211,2432700,57.9030227661133
2014-01-27,63.8300018310547,64.1733322143555,63.1033325195312,63.5233345031738,2160300,57.8332252502441
2014-01-28,64.8766632080078,64.8766632080078,63.4533348083496,63.8933334350586,1617600,58.170093536377
2014-01-29,63.3766670227051,64.2666702270508,62.5833320617676,63.0400009155273,3065400,57.3931884765625
2014-01-30,61.3300018310547,62.2366676330566,60.5299987792969,61.2466659545898,4832400,55.7604827880859
2014-01-31,60.5699996948242,61.2266654968262,60.223331451416,61.0866661071777,3267300,55.6148147583008
2014-02-03,61.1800003051758,61.2266654968262,58.8699989318848,58.9599990844727,3759000,53.6786499023438
2014-02-04,59.0866661071777,59.810001373291,58.8133316040039,59.3166656494141,2170200,54.0033798217773
2014-02-05,58.9166679382324,59.2033348083496,58.0966682434082,58.533332824707,3740100,53.2902069091797
2014-02-06,58.7933311462402,59.7433319091797,58.4833335876465,59.7299995422363,3211800,54.3796768188477
2014-02-07,59.3633346557617,60.9033317565918,59.3633346557617,60.8533325195312,2723100,55.4023742675781
2014-02-10,60.4466667175293,60.9933319091797,60.2733345031738,60.783332824707,1735500,55.3386497497559
2014-02-11,61.0366668701172,61.3833312988281,60.5966682434082,61.1399993896484,1990200,55.6633758544922
