"Fecha","MHK.Open","MHK.High","MHK.Low","MHK.Close","MHK.Volume","MHK.Adjusted"
2014-01-08,145.690002441406,147.830001831055,145.5,147.100006103516,1107000,147.100006103516
2014-01-09,148.119995117188,148.309997558594,145.580001831055,146.029998779297,751100,146.029998779297
2014-01-10,146.710006713867,149.25,146.669998168945,148.229995727539,704900,148.229995727539
2014-01-13,149.080001831055,149.080001831055,146.059997558594,146.690002441406,872300,146.690002441406
2014-01-14,146.990005493164,149.149993896484,146.190002441406,149.119995117188,1160500,149.119995117188
2014-01-15,148.960006713867,149.470001220703,147.830001831055,149.339996337891,859300,149.339996337891
2014-01-16,149.070007324219,150.199996948242,148.029998779297,149.580001831055,923700,149.580001831055
2014-01-17,149.470001220703,149.880004882812,146.479995727539,146.759994506836,698900,146.759994506836
2014-01-21,147.229995727539,147.990005493164,145.179992675781,146.229995727539,702200,146.229995727539
2014-01-22,146.440002441406,148.880004882812,145.729995727539,148.479995727539,726400,148.479995727539
2014-01-23,155.479995727539,155.479995727539,145.800003051758,147.850006103516,938000,147.850006103516
2014-01-24,146.149993896484,146.5,141.360000610352,141.360000610352,1114200,141.360000610352
2014-01-27,143.240005493164,144.970001220703,140.5,141.800003051758,1089600,141.800003051758
2014-01-28,141.800003051758,143.309997558594,141.570007324219,142.600006103516,1154500,142.600006103516
2014-01-29,141.029998779297,142.570007324219,139.949996948242,141.25,1061700,141.25
2014-01-30,143.550003051758,143.699996948242,139.75,141.139999389648,1136400,141.139999389648
2014-01-31,138.410003662109,143.679992675781,138.410003662109,142.179992675781,1008100,142.179992675781
2014-02-03,142.070007324219,142.600006103516,137.259994506836,137.759994506836,1605700,137.759994506836
2014-02-04,138.199996948242,140.839996337891,137.220001220703,140.220001220703,950700,140.220001220703
2014-02-05,139.380004882812,142.199996948242,139.020004272461,141.630004882812,875100,141.630004882812
2014-02-06,141.740005493164,146.520004272461,141.699996948242,145.559997558594,957700,145.559997558594
2014-02-07,146.559997558594,148.429992675781,145.820007324219,147.610000610352,839800,147.610000610352
2014-02-10,147.360000610352,147.779998779297,144.029998779297,145.029998779297,791000,145.029998779297
2014-02-11,145.029998779297,146.339996337891,144.350006103516,145.520004272461,794000,145.520004272461
2014-02-12,145.770004272461,147.020004272461,144.270004272461,144.860000610352,1008300,144.860000610352
2014-02-13,143.490005493164,146.029998779297,142.940002441406,145.679992675781,1043300,145.679992675781
2014-02-14,145.529998779297,147.289993286133,144.839996337891,147.100006103516,511300,147.100006103516
2014-02-18,147.720001220703,147.940002441406,144.589996337891,144.729995727539,810100,144.729995727539
2014-02-19,144.5,145.270004272461,143.550003051758,144.039993286133,1014800,144.039993286133
2014-02-20,143.779998779297,146.050003051758,142.880004882812,145.940002441406,1450800,145.940002441406
2014-02-21,138.270004272461,146.229995727539,138.270004272461,143.410003662109,2396000,143.410003662109
2014-02-24,143.770004272461,144.330001831055,138.75,139.240005493164,1797700,139.240005493164
2014-02-25,139.419998168945,140.960006713867,138.610000610352,140.910003662109,1429900,140.910003662109
2014-02-26,141.380004882812,144.779998779297,140.639999389648,143.360000610352,1593500,143.360000610352
2014-02-27,142.919998168945,144.570007324219,142.470001220703,143.779998779297,1018600,143.779998779297
2014-02-28,143.690002441406,145,140.710006713867,141.529998779297,1167000,141.529998779297
2014-03-03,140.029998779297,140.990005493164,139.169998168945,140.070007324219,1238100,140.070007324219
2014-03-04,142.259994506836,143.220001220703,141.179992675781,142.360000610352,898900,142.360000610352
2014-03-05,142.25,142.830001831055,141.139999389648,142.509994506836,777200,142.509994506836
2014-03-06,142.910003662109,144.770004272461,142.910003662109,144.509994506836,683700,144.509994506836
2014-03-07,145.509994506836,145.509994506836,143.830001831055,144.679992675781,861300,144.679992675781
2014-03-10,144.399993896484,144.779998779297,142.960006713867,143.520004272461,736500,143.520004272461
2014-03-11,144.119995117188,144.699996948242,142.979995727539,143.75,927700,143.75
2014-03-12,141.429992675781,143.210006713867,141.119995117188,141.770004272461,935600,141.770004272461
2014-03-13,142.630004882812,142.820007324219,138.270004272461,138.960006713867,978000,138.960006713867
2014-03-14,138.710006713867,139.770004272461,137.75,139.399993896484,856400,139.399993896484
2014-03-17,140.029998779297,141.559997558594,139.800003051758,140.380004882812,532600,140.380004882812
2014-03-18,140.5,142.570007324219,140.320007324219,142.199996948242,1005000,142.199996948242
2014-03-19,143.399993896484,144.630004882812,140.529998779297,141.869995117188,820200,141.869995117188
2014-03-20,141.270004272461,142.029998779297,139.5,140.399993896484,1426500,140.399993896484
2014-03-21,140.419998168945,140.919998168945,138.320007324219,138.589996337891,1567800,138.589996337891
2014-03-24,139.149993896484,139.220001220703,135.470001220703,137.199996948242,1083200,137.199996948242
2014-03-25,137.740005493164,138.800003051758,137.679992675781,138.080001831055,698000,138.080001831055
2014-03-26,138.889999389648,139.570007324219,135.020004272461,135.039993286133,632800,135.039993286133
2014-03-27,135.110000610352,135.259994506836,132.869995117188,133.389999389648,1218800,133.389999389648
2014-03-28,134.029998779297,135.100006103516,132.919998168945,134.729995727539,1644800,134.729995727539
2014-03-31,135.509994506836,136.369995117188,133.580001831055,135.979995727539,1092200,135.979995727539
2014-04-01,136.800003051758,139.889999389648,135.979995727539,137.380004882812,916900,137.380004882812
2014-04-02,137.389999389648,138.949996948242,136.820007324219,137.970001220703,751500,137.970001220703
2014-04-03,138.490005493164,138.490005493164,135.410003662109,136.070007324219,837400,136.070007324219
2014-04-04,136.699996948242,139.899993896484,135.940002441406,136.009994506836,1066700,136.009994506836
2014-04-07,135.800003051758,135.990005493164,130.139999389648,131.25,951100,131.25
2014-04-08,131.279998779297,131.919998168945,128.539993286133,130.619995117188,1788500,130.619995117188
2014-04-09,131,135.210006713867,130.759994506836,134.949996948242,1433100,134.949996948242
2014-04-10,134.889999389648,136.009994506836,132.619995117188,132.639999389648,1161400,132.639999389648
2014-04-11,130.979995727539,132.509994506836,129.850006103516,131.029998779297,889700,131.029998779297
2014-04-14,132.029998779297,134.240005493164,131.419998168945,133.279998779297,925300,133.279998779297
2014-04-15,133.419998168945,136.050003051758,132.899993896484,134.889999389648,1120700,134.889999389648
2014-04-16,135.570007324219,136.990005493164,134.589996337891,135.470001220703,724400,135.470001220703
2014-04-17,135.009994506836,135.720001220703,134.320007324219,134.820007324219,590100,134.820007324219
2014-04-21,135.339996337891,136.149993896484,134.539993286133,136.080001831055,398000,136.080001831055
2014-04-22,136.119995117188,138.229995727539,135.990005493164,137.770004272461,497700,137.770004272461
2014-04-23,137.440002441406,138.009994506836,135.630004882812,136.570007324219,473000,136.570007324219
2014-04-24,137.270004272461,138.070007324219,135.630004882812,137.619995117188,401700,137.619995117188
2014-04-25,136.929992675781,136.929992675781,132.720001220703,133.199996948242,983800,133.199996948242
2014-04-28,134.179992675781,135.470001220703,131.080001831055,133.440002441406,856400,133.440002441406
2014-04-29,134.080001831055,134.619995117188,131.800003051758,132.979995727539,846200,132.979995727539
2014-04-30,132.350006103516,133.470001220703,131.770004272461,132.410003662109,893600,132.410003662109
2014-05-01,132.309997558594,134.880004882812,131.639999389648,133.320007324219,1011400,133.320007324219
2014-05-02,140.320007324219,143.5,140,140.940002441406,1989900,140.940002441406
2014-05-05,139.479995727539,140.509994506836,137.529998779297,140.039993286133,1037700,140.039993286133
2014-05-06,139.190002441406,139.75,136.889999389648,137.149993896484,917600,137.149993896484
2014-05-07,137.470001220703,137.960006713867,135.279998779297,137.5,970800,137.5
2014-05-08,137.25,138.649993896484,135.389999389648,136.020004272461,675300,136.020004272461
2014-05-09,135.860000610352,136.589996337891,134.770004272461,135.729995727539,871800,135.729995727539
2014-05-12,136.899993896484,140.139999389648,136.460006713867,139.440002441406,576800,139.440002441406
2014-05-13,139.360000610352,141.210006713867,139.149993896484,139.479995727539,691500,139.479995727539
2014-05-14,139.309997558594,139.309997558594,134.779998779297,135,727800,135
2014-05-15,134,134.979995727539,131.190002441406,132.089996337891,1260600,132.089996337891
2014-05-16,133.020004272461,133.169998168945,131.350006103516,132.009994506836,1184000,132.009994506836
2014-05-19,131.550003051758,133.869995117188,131.229995727539,133.440002441406,693700,133.440002441406
2014-05-20,133.369995117188,134.619995117188,133.179992675781,133.690002441406,646800,133.690002441406
2014-05-21,133.910003662109,134.850006103516,132.970001220703,133.720001220703,339100,133.720001220703
2014-05-22,133.669998168945,134.75,133.289993286133,134.029998779297,645500,134.029998779297
2014-05-23,133.860000610352,136.770004272461,133.610000610352,136.410003662109,570300,136.410003662109
2014-05-27,136.929992675781,138.649993896484,136.639999389648,138.630004882812,828100,138.630004882812
2014-05-28,138.860000610352,139.479995727539,137.740005493164,137.899993896484,617300,137.899993896484
2014-05-29,138.240005493164,138.279998779297,134.649993896484,135.520004272461,694200,135.520004272461
2014-05-30,135.380004882812,135.789993286133,134.490005493164,135.660003662109,583900,135.660003662109
2014-06-02,135.929992675781,136.860000610352,135.529998779297,136.259994506836,465700,136.259994506836
2014-06-03,135.899993896484,136.470001220703,134.960006713867,135.710006713867,437100,135.710006713867
2014-06-04,135.059997558594,135.669998168945,134.210006713867,134.979995727539,545400,134.979995727539
2014-06-05,135.190002441406,136,134.169998168945,135.610000610352,669600,135.610000610352
2014-06-06,136,137.809997558594,135.759994506836,136.970001220703,997600,136.970001220703
2014-06-09,137.320007324219,138.770004272461,135.669998168945,135.710006713867,1128500,135.710006713867
2014-06-10,135.429992675781,136.970001220703,135.110000610352,135.559997558594,795300,135.559997558594
2014-06-11,135.399993896484,135.639999389648,132.580001831055,134.910003662109,1058400,134.910003662109
2014-06-12,134.820007324219,135.929992675781,132.279998779297,132.509994506836,547900,132.509994506836
2014-06-13,132.520004272461,132.899993896484,130.470001220703,132.169998168945,901400,132.169998168945
2014-06-16,132.080001831055,132.580001831055,131,132.020004272461,586600,132.020004272461
2014-06-17,131.490005493164,132.479995727539,130.770004272461,132,679400,132
2014-06-18,132.050003051758,133.279998779297,129.789993286133,133.100006103516,1283800,133.100006103516
2014-06-19,133.339996337891,133.660003662109,131.820007324219,133.190002441406,555400,133.190002441406
2014-06-20,133.970001220703,133.970001220703,132.419998168945,133.570007324219,710700,133.570007324219
2014-06-23,133.320007324219,134.970001220703,132.949996948242,133.5,440400,133.5
2014-06-24,133.5,137.020004272461,133.119995117188,135.470001220703,878800,135.470001220703
2014-06-25,135.050003051758,136.600006103516,134.610000610352,136.380004882812,659600,136.380004882812
2014-06-26,136.789993286133,136.789993286133,133.5,135.830001831055,486300,135.830001831055
2014-06-27,135.559997558594,137.330001831055,134.770004272461,136.880004882812,778100,136.880004882812
2014-06-30,136.699996948242,138.389999389648,135.5,138.339996337891,658200,138.339996337891
2014-07-01,138.399993896484,141,138.399993896484,139.559997558594,732700,139.559997558594
2014-07-02,139.229995727539,140.119995117188,137.720001220703,137.889999389648,447100,137.889999389648
2014-07-03,138.25,139.679992675781,138.070007324219,139.490005493164,232100,139.490005493164
2014-07-07,138.339996337891,138.899993896484,137.089996337891,137.889999389648,603300,137.889999389648
2014-07-08,137.470001220703,137.740005493164,135.970001220703,137.020004272461,614700,137.020004272461
2014-07-09,137.220001220703,138.229995727539,134.210006713867,134.960006713867,1409900,134.960006713867
2014-07-10,128.139999389648,132.789993286133,127.769996643066,130.369995117188,3825000,130.369995117188
2014-07-11,129.929992675781,132.119995117188,129.669998168945,130.759994506836,1253100,130.759994506836
2014-07-14,131.440002441406,132.139999389648,130.589996337891,131.470001220703,594100,131.470001220703
2014-07-15,131.399993896484,132.25,130.809997558594,131.669998168945,642000,131.669998168945
2014-07-16,132.050003051758,132.619995117188,130.779998779297,132.320007324219,873100,132.320007324219
2014-07-17,131.009994506836,131.669998168945,130.039993286133,130.190002441406,786100,130.190002441406
2014-07-18,130.649993896484,132.029998779297,129.899993896484,131.830001831055,385400,131.830001831055
2014-07-21,130.770004272461,131.940002441406,130.770004272461,131.350006103516,439700,131.350006103516
2014-07-22,132.580001831055,132.580001831055,130.929992675781,132.25,2041200,132.25
2014-07-23,132.240005493164,133.270004272461,131,131.419998168945,622200,131.419998168945
2014-07-24,131.910003662109,132.380004882812,130.039993286133,130.429992675781,589000,130.429992675781
2014-07-25,129.839996337891,130.910003662109,129.080001831055,129.720001220703,969700,129.720001220703
2014-07-28,128.940002441406,129.539993286133,126.309997558594,126.480003356934,1336800,126.480003356934
2014-07-29,126.550003051758,128.449996948242,126.080001831055,127.269996643066,1004800,127.269996643066
2014-07-30,128.5,128.5,125.680000305176,126.720001220703,1334400,126.720001220703
2014-07-31,125.709999084473,126.389999389648,123.809997558594,124.769996643066,1533600,124.769996643066
2014-08-01,130.300003051758,130.300003051758,126.279998779297,126.430000305176,3041900,126.430000305176
2014-08-04,126.779998779297,128.589996337891,126.300003051758,128.5,1452600,128.5
2014-08-05,128.460006713867,131.75,128,129.539993286133,1325400,129.539993286133
2014-08-06,128.860000610352,130.889999389648,128.5,130.330001831055,935700,130.330001831055
2014-08-07,131.210006713867,131.610000610352,129.619995117188,130,637500,130
2014-08-08,130.179992675781,134.509994506836,129.669998168945,134.419998168945,1276200,134.419998168945
2014-08-11,134.75,135.470001220703,134.070007324219,134.580001831055,718400,134.580001831055
2014-08-12,134.089996337891,135.160003662109,132.990005493164,133.449996948242,433800,133.449996948242
2014-08-13,133.779998779297,136.039993286133,133.630004882812,136.009994506836,1127300,136.009994506836
2014-08-14,136.100006103516,139.960006713867,136.070007324219,139.919998168945,1143200,139.919998168945
2014-08-15,140.529998779297,140.740005493164,138.220001220703,139.389999389648,839500,139.389999389648
2014-08-18,140.050003051758,142.5,140,142.360000610352,806000,142.360000610352
2014-08-19,143.5,146.240005493164,143.389999389648,145.300003051758,1252500,145.300003051758
2014-08-20,144.539993286133,146.380004882812,144.009994506836,146.039993286133,540800,146.039993286133
2014-08-21,146.130004882812,146.509994506836,144.690002441406,146.119995117188,478500,146.119995117188
2014-08-22,145.669998168945,147.410003662109,145.199996948242,146.460006713867,522200,146.460006713867
2014-08-25,146.789993286133,147.089996337891,145.539993286133,146.699996948242,656600,146.699996948242
2014-08-26,146.699996948242,147.649993896484,146.029998779297,146.059997558594,766700,146.059997558594
2014-08-27,146.210006713867,146.949996948242,145.589996337891,145.929992675781,526900,145.929992675781
2014-08-28,145.449996948242,146.050003051758,143.839996337891,145.529998779297,477600,145.529998779297
2014-08-29,146.020004272461,146.820007324219,144.919998168945,146.020004272461,298100,146.020004272461
2014-09-02,146.059997558594,146.619995117188,145.210006713867,146.070007324219,918600,146.070007324219
2014-09-03,146.919998168945,147.199996948242,145.779998779297,146.259994506836,567400,146.259994506836
2014-09-04,146.550003051758,149.839996337891,146.100006103516,147.149993896484,719200,147.149993896484
2014-09-05,147.009994506836,148.279998779297,146.509994506836,148.119995117188,662000,148.119995117188
2014-09-08,147.720001220703,148.539993286133,146.570007324219,147.279998779297,777900,147.279998779297
2014-09-09,147.380004882812,147.770004272461,145.619995117188,145.820007324219,388200,145.820007324219
2014-09-10,145.850006103516,146.460006713867,144.610000610352,145.419998168945,533000,145.419998168945
2014-09-11,144.720001220703,145.550003051758,144.240005493164,145.259994506836,391700,145.259994506836
2014-09-12,145.080001831055,145.330001831055,140.429992675781,142.199996948242,872900,142.199996948242
2014-09-15,142.429992675781,142.559997558594,140.229995727539,141.419998168945,663200,141.419998168945
2014-09-16,140.589996337891,141.199996948242,139.470001220703,140.070007324219,760800,140.070007324219
2014-09-17,140.899993896484,143.830001831055,140.839996337891,142.860000610352,1314700,142.860000610352
2014-09-18,142.960006713867,143.399993896484,141.539993286133,142.419998168945,604000,142.419998168945
2014-09-19,142.929992675781,143.399993896484,140.149993896484,140.529998779297,831000,140.529998779297
2014-09-22,140.169998168945,140.339996337891,137.160003662109,137.639999389648,603000,137.639999389648
2014-09-23,136.580001831055,137.520004272461,136.179992675781,136.220001220703,765800,136.220001220703
2014-09-24,135.960006713867,137.589996337891,134.699996948242,136.990005493164,651500,136.990005493164
2014-09-25,136.910003662109,136.910003662109,135,136.369995117188,749200,136.369995117188
2014-09-26,136.460006713867,137.259994506836,135.830001831055,136.580001831055,595500,136.580001831055
2014-09-29,135.440002441406,136.460006713867,134.619995117188,135.970001220703,403300,135.970001220703
2014-09-30,136.330001831055,136.490005493164,134.589996337891,134.820007324219,657300,134.820007324219
2014-10-01,134.669998168945,134.669998168945,131.289993286133,131.809997558594,891700,131.809997558594
2014-10-02,131.529998779297,132.779998779297,130.710006713867,132.059997558594,1083300,132.059997558594
2014-10-03,133.309997558594,136.270004272461,132.940002441406,135.539993286133,814300,135.539993286133
2014-10-06,135.720001220703,136.710006713867,134.199996948242,134.320007324219,423500,134.320007324219
2014-10-07,133.190002441406,134.229995727539,132.369995117188,133.330001831055,647600,133.330001831055
2014-10-08,132.990005493164,134.460006713867,130.610000610352,134.389999389648,947400,134.389999389648
2014-10-09,134.399993896484,134.550003051758,129.940002441406,130.009994506836,913300,130.009994506836
2014-10-10,129.75,130.929992675781,128,128.119995117188,908000,128.119995117188
2014-10-13,128.110000610352,129.220001220703,124.730003356934,124.819999694824,1059800,124.819999694824
2014-10-14,124.580001831055,126.75,124.230003356934,125.120002746582,1046500,125.120002746582
2014-10-15,122.949996948242,126.25,120.370002746582,125.620002746582,1302200,125.620002746582
2014-10-16,123.180000305176,127.5,123.139999389648,126,754600,126
2014-10-17,127.209999084473,129.729995727539,126.309997558594,128.830001831055,850000,128.830001831055
2014-10-20,128.529998779297,130.149993896484,128.520004272461,130.029998779297,494900,130.029998779297
2014-10-21,130.470001220703,135.199996948242,130.470001220703,134.839996337891,1073200,134.839996337891
2014-10-22,133.860000610352,135.539993286133,133.139999389648,133.479995727539,710400,133.479995727539
2014-10-23,134.149993896484,136.570007324219,134.149993896484,135.320007324219,747400,135.320007324219
2014-10-24,135.270004272461,135.899993896484,133.75,134.919998168945,542400,134.919998168945
2014-10-27,133.800003051758,134.949996948242,133.259994506836,134.289993286133,371500,134.289993286133
2014-10-28,134.240005493164,137,134.089996337891,137,396100,137
2014-10-29,137,137.570007324219,133.619995117188,134.660003662109,735200,134.660003662109
2014-10-30,134.419998168945,135.75,133.440002441406,135.740005493164,904900,135.740005493164
2014-10-31,143.5,147.029998779297,139.039993286133,142.039993286133,2027800,142.039993286133
2014-11-03,142.440002441406,142.440002441406,139.449996948242,140.539993286133,956300,140.539993286133
2014-11-04,140.089996337891,140.320007324219,138.220001220703,140.130004882812,513100,140.130004882812
2014-11-05,140.729995727539,141.110000610352,139.080001831055,139.649993896484,539100,139.649993896484
2014-11-06,140.179992675781,142.309997558594,139.130004882812,142.149993896484,596900,142.149993896484
2014-11-07,142.389999389648,143.690002441406,141.410003662109,142.660003662109,664500,142.660003662109
2014-11-10,142.800003051758,143.649993896484,142.380004882812,142.710006713867,482500,142.710006713867
2014-11-11,143.080001831055,143.350006103516,142.570007324219,143.059997558594,372500,143.059997558594
2014-11-12,142.630004882812,143.639999389648,141.910003662109,143.220001220703,381400,143.220001220703
2014-11-13,143.190002441406,143.669998168945,141.679992675781,142.529998779297,326800,142.529998779297
2014-11-14,142.25,143.809997558594,142.25,143.470001220703,504300,143.470001220703
2014-11-17,143.020004272461,143.550003051758,141.470001220703,141.669998168945,360500,141.669998168945
2014-11-18,141.800003051758,143.350006103516,141.800003051758,142.720001220703,443800,142.720001220703
2014-11-19,142.369995117188,146.240005493164,142.369995117188,145.960006713867,824000,145.960006713867
2014-11-20,144.5,149.839996337891,144.259994506836,148.360000610352,929800,148.360000610352
2014-11-21,149.990005493164,152.479995727539,149.990005493164,151.610000610352,1578600,151.610000610352
2014-11-24,152.410003662109,154.690002441406,152.169998168945,153.889999389648,1164800,153.889999389648
2014-11-25,153.929992675781,155.070007324219,152.479995727539,152.830001831055,626300,152.830001831055
2014-11-26,153.270004272461,153.270004272461,151.660003662109,151.800003051758,384500,151.800003051758
2014-11-28,151.990005493164,154.729995727539,151.720001220703,153.589996337891,364500,153.589996337891
2014-12-01,152.389999389648,153.5,151.710006713867,151.990005493164,888800,151.990005493164
2014-12-02,152.059997558594,153.339996337891,152.009994506836,152.889999389648,591600,152.889999389648
2014-12-03,152.869995117188,153.669998168945,152.089996337891,152.880004882812,600500,152.880004882812
2014-12-04,152.869995117188,155.399993896484,152.029998779297,154.779998779297,659100,154.779998779297
2014-12-05,154.710006713867,156.970001220703,154.440002441406,155.490005493164,540600,155.490005493164
2014-12-08,155.199996948242,157.5,155.100006103516,156.990005493164,871400,156.990005493164
2014-12-09,154.580001831055,157.800003051758,153.970001220703,157.600006103516,477600,157.600006103516
2014-12-10,157.320007324219,157.960006713867,153.229995727539,153.289993286133,664500,153.289993286133
2014-12-11,154.839996337891,158.580001831055,154.389999389648,156.619995117188,760400,156.619995117188
2014-12-12,155.149993896484,156.800003051758,153.789993286133,153.789993286133,656700,153.789993286133
2014-12-15,155.600006103516,156.479995727539,152.179992675781,153.240005493164,768600,153.240005493164
2014-12-16,151.360000610352,151.360000610352,143.220001220703,146.779998779297,2285200,146.779998779297
2014-12-17,147.5,152.089996337891,146.880004882812,151.710006713867,1024200,151.710006713867
2014-12-18,153.949996948242,154.160003662109,152.199996948242,153.919998168945,895800,153.919998168945
2014-12-19,154.960006713867,156,154.570007324219,154.960006713867,1064600,154.960006713867
2014-12-22,155.419998168945,155.919998168945,153.729995727539,154.539993286133,438600,154.539993286133
2014-12-23,155.570007324219,156.470001220703,154.449996948242,154.770004272461,568300,154.770004272461
2014-12-24,155.199996948242,155.509994506836,154.479995727539,154.559997558594,134400,154.559997558594
2014-12-26,154.809997558594,156.309997558594,154.690002441406,155.300003051758,271600,155.300003051758
2014-12-29,155.160003662109,156.850006103516,155.059997558594,155.970001220703,440800,155.970001220703
2014-12-30,155.559997558594,156.860000610352,155.039993286133,155.639999389648,270600,155.639999389648
2014-12-31,155.679992675781,157.729995727539,155.130004882812,155.360000610352,399500,155.360000610352
2015-01-02,156.660003662109,156.949996948242,151.220001220703,154.570007324219,988100,154.570007324219
2015-01-05,153.5,154.679992675781,152.419998168945,154.110000610352,709700,154.110000610352
2015-01-06,154.580001831055,155.309997558594,151.149993896484,152.740005493164,603300,152.740005493164
2015-01-07,154.220001220703,155.330001831055,153.520004272461,154.050003051758,478700,154.050003051758
2015-01-08,155.399993896484,156.669998168945,155.240005493164,155.990005493164,839900,155.990005493164
2015-01-09,156.5,159.949996948242,155.729995727539,158.350006103516,1146900,158.350006103516
2015-01-12,158.699996948242,158.970001220703,155.809997558594,157.759994506836,445500,157.759994506836
2015-01-13,159.820007324219,164.110000610352,156.059997558594,160.110000610352,1824500,160.110000610352
2015-01-14,163.259994506836,167.639999389648,162.089996337891,167.050003051758,2991800,167.050003051758
2015-01-15,167.75,170.059997558594,161.479995727539,162.660003662109,1945400,162.660003662109
2015-01-16,162.179992675781,168.559997558594,161.160003662109,168.449996948242,981400,168.449996948242
2015-01-20,169.850006103516,169.850006103516,166.220001220703,168.830001831055,1272400,168.830001831055
2015-01-21,168.539993286133,169.740005493164,166.229995727539,167.300003051758,629900,167.300003051758
2015-01-22,167.809997558594,169.729995727539,165.770004272461,168.100006103516,706700,168.100006103516
2015-01-23,168.149993896484,168.880004882812,166.320007324219,167.089996337891,368300,167.089996337891
2015-01-26,168.5,169.369995117188,167.110000610352,167.600006103516,653500,167.600006103516
2015-01-27,165.600006103516,167.259994506836,165.009994506836,165.630004882812,632700,165.630004882812
2015-01-28,167.139999389648,167.990005493164,164.350006103516,164.759994506836,469000,164.759994506836
2015-01-29,164.550003051758,169.360000610352,164.009994506836,169.029998779297,615200,169.029998779297
2015-01-30,167.509994506836,167.839996337891,164.779998779297,165.039993286133,587400,165.039993286133
2015-02-02,166.960006713867,167.839996337891,163.389999389648,166.710006713867,534200,166.710006713867
2015-02-03,166.779998779297,169.380004882812,165.830001831055,169.059997558594,585200,169.059997558594
