"Fecha","CDAY.Open","CDAY.High","CDAY.Low","CDAY.Close","CDAY.Volume","CDAY.Adjusted"
2018-04-26,28.8999996185303,31.75,28.6499996185303,31.2099990844727,13590200,31.2099990844727
2018-04-27,30.9500007629395,31.5,29.6800003051758,30.5200004577637,1744900,30.5200004577637
2018-04-30,30.7600002288818,32,30.2099990844727,31.5799999237061,638900,31.5799999237061
2018-05-01,31.4200000762939,32.4000015258789,31.2600002288818,31.4799995422363,858600,31.4799995422363
2018-05-02,31.4799995422363,33.6500015258789,31.4799995422363,32.75,845500,32.75
2018-05-03,32.6300010681152,34.4300003051758,32.5299987792969,33.7900009155273,1807900,33.7900009155273
2018-05-04,33.8800010681152,34.8899993896484,33.7999992370605,34.0900001525879,679600,34.0900001525879
2018-05-07,34.0900001525879,34.7000007629395,33.9000015258789,33.9900016784668,325600,33.9900016784668
2018-05-08,34.4799995422363,34.7700004577637,32.4599990844727,32.9500007629395,413900,32.9500007629395
2018-05-09,33.1300010681152,34.25,33.0449981689453,33.4700012207031,466700,33.4700012207031
2018-05-10,33.5900001525879,33.8699989318848,32.8300018310547,33.1300010681152,731600,33.1300010681152
2018-05-11,33.3199996948242,34.6300010681152,33.1650009155273,34.3800010681152,241900,34.3800010681152
2018-05-14,34.5,37.1300010681152,33.3600006103516,36.4799995422363,868300,36.4799995422363
2018-05-15,36.6100006103516,37.3050003051758,36.4599990844727,36.9500007629395,565800,36.9500007629395
2018-05-16,37.4099998474121,37.4099998474121,35.7400016784668,37.2000007629395,219200,37.2000007629395
2018-05-17,37.2000007629395,38.4099998474121,36.6599998474121,38.3300018310547,826700,38.3300018310547
2018-05-18,38.439998626709,38.8699989318848,36.5200004577637,36.8199996948242,615800,36.8199996948242
2018-05-21,36.4300003051758,36.6199989318848,34.7980003356934,35.1599998474121,909300,35.1599998474121
2018-05-22,35.0800018310547,35.9199981689453,33.2000007629395,34.3199996948242,335500,34.3199996948242
2018-05-23,34.1399993896484,34.5,33.7599983215332,33.9700012207031,405300,33.9700012207031
2018-05-24,34.1100006103516,34.310001373291,33.5270004272461,33.7099990844727,397100,33.7099990844727
2018-05-25,33.5699996948242,33.8699989318848,33.2200012207031,33.5999984741211,256900,33.5999984741211
2018-05-29,33.4000015258789,34.3400001525879,33,34.2400016784668,218100,34.2400016784668
2018-05-30,34.2299995422363,34.75,33.7900009155273,34.6699981689453,546100,34.6699981689453
2018-05-31,34.6300010681152,34.9980010986328,34.2799987792969,34.5200004577637,361000,34.5200004577637
2018-06-01,35.0099983215332,35.0099983215332,34.0099983215332,34.5299987792969,414400,34.5299987792969
2018-06-04,34.439998626709,36.2599983215332,34.3899993896484,35.9599990844727,521200,35.9599990844727
2018-06-05,35.9700012207031,36.6800003051758,35.9500007629395,36.3499984741211,319400,36.3499984741211
2018-06-06,36.560001373291,38.6399993896484,36.560001373291,38.1599998474121,307200,38.1599998474121
2018-06-07,38.2700004577637,38.8499984741211,36.6800003051758,37.1100006103516,782500,37.1100006103516
2018-06-08,36.4700012207031,37.6500015258789,35.9500007629395,37.4000015258789,666200,37.4000015258789
2018-06-11,37.8300018310547,38.2299995422363,36.2700004577637,36.4900016784668,408500,36.4900016784668
2018-06-12,36.4799995422363,37.8199996948242,36.3899993896484,37.6199989318848,508300,37.6199989318848
2018-06-13,37.5299987792969,37.8300018310547,37.226001739502,37.6599998474121,641200,37.6599998474121
2018-06-14,37.4599990844727,41.0200004577637,35.4000015258789,38.189998626709,1771500,38.189998626709
2018-06-15,38.1500015258789,38.8600006103516,37.2599983215332,38.4500007629395,1402700,38.4500007629395
2018-06-18,38.3600006103516,42.4599990844727,38.3400001525879,39.7799987792969,1646100,39.7799987792969
2018-06-19,39.2599983215332,39.6199989318848,37,37.2000007629395,602300,37.2000007629395
2018-06-20,37.3199996948242,38.2449989318848,36.9900016784668,37.0099983215332,409400,37.0099983215332
2018-06-21,36.8499984741211,37.4799995422363,36.4000015258789,36.5499992370605,549900,36.5499992370605
2018-06-22,36.5099983215332,36.7000007629395,35.7000007629395,35.75,1833800,35.75
2018-06-25,35.6699981689453,35.6699981689453,34.7000007629395,34.8199996948242,458800,34.8199996948242
2018-06-26,34.9900016784668,35.4700012207031,34.7400016784668,35.0299987792969,405700,35.0299987792969
2018-06-27,35,35,34.2700004577637,34.3300018310547,678100,34.3300018310547
2018-06-28,34.2099990844727,34.2649993896484,33.6100006103516,34.0400009155273,378000,34.0400009155273
2018-06-29,33.8699989318848,34.1199989318848,33.1399993896484,33.189998626709,459100,33.189998626709
2018-07-02,33.1800003051758,33.2750015258789,32.0299987792969,32.8199996948242,507900,32.8199996948242
2018-07-03,32.8300018310547,33.4900016784668,32.4000015258789,33.3800010681152,384500,33.3800010681152
2018-07-05,34.3199996948242,34.5,32.9000015258789,33.9300003051758,583500,33.9300003051758
2018-07-06,34.1100006103516,34.4500007629395,33.6699981689453,33.8499984741211,350600,33.8499984741211
2018-07-09,33.8400001525879,34.1800003051758,32.8699989318848,32.9199981689453,290700,32.9199981689453
2018-07-10,32.7299995422363,33.2400016784668,32.2400016784668,33.1199989318848,822000,33.1199989318848
2018-07-11,33.0200004577637,33.2000007629395,32.4700012207031,32.5800018310547,3e+05,32.5800018310547
2018-07-12,32.7000007629395,34.5499992370605,32.3400001525879,34.4799995422363,368300,34.4799995422363
2018-07-13,34.4000015258789,35.5,34.1920013427734,34.6599998474121,293000,34.6599998474121
2018-07-16,34.5200004577637,35.3300018310547,34.5200004577637,35.1199989318848,166200,35.1199989318848
2018-07-17,34.8800010681152,35.560001373291,34.75,34.8899993896484,141400,34.8899993896484
2018-07-18,34.810001373291,34.9599990844727,34.5099983215332,34.9000015258789,206400,34.9000015258789
2018-07-19,34.9000015258789,35.2700004577637,34.5699996948242,34.8400001525879,128800,34.8400001525879
2018-07-20,34.7999992370605,35.75,34.6599998474121,35.0299987792969,171800,35.0299987792969
2018-07-23,34.8699989318848,35.4000015258789,34.5800018310547,35.060001373291,122700,35.060001373291
2018-07-24,35.3400001525879,35.7200012207031,34.1049995422363,34.9599990844727,315600,34.9599990844727
2018-07-25,34.9000015258789,35.2200012207031,34.5800018310547,34.7200012207031,131200,34.7200012207031
2018-07-26,34.560001373291,34.9949989318848,34.0800018310547,34.9199981689453,67000,34.9199981689453
2018-07-27,35.0900001525879,35.125,33.7830009460449,34.0200004577637,306400,34.0200004577637
2018-07-30,33.7900009155273,34.0900001525879,31.5200004577637,32.0800018310547,373400,32.0800018310547
2018-07-31,32.2799987792969,33.2200012207031,31.6350002288818,32.7599983215332,196500,32.7599983215332
2018-08-01,33,34.2700004577637,33,33.5699996948242,295300,33.5699996948242
2018-08-02,33.439998626709,34.8899993896484,33.1349983215332,34.810001373291,198800,34.810001373291
2018-08-03,34.8300018310547,35.5800018310547,34.5200004577637,35.5,197900,35.5
2018-08-06,35.810001373291,37.3300018310547,35.6100006103516,37.2299995422363,250100,37.2299995422363
2018-08-07,37.3899993896484,37.8499984741211,37.1500015258789,37.2400016784668,279400,37.2400016784668
2018-08-08,37.1800003051758,38.0499992370605,36.2099990844727,37.6399993896484,749000,37.6399993896484
2018-08-09,37.6699981689453,37.6699981689453,32.7599983215332,33.5099983215332,1810100,33.5099983215332
2018-08-10,34.6500015258789,35.6500015258789,33.6500015258789,35.189998626709,821800,35.189998626709
2018-08-13,35.0699996948242,35.9900016784668,32.5530014038086,34.3899993896484,1609900,34.3899993896484
2018-08-14,34.5299987792969,35.7999992370605,34,34.5299987792969,398900,34.5299987792969
2018-08-15,34.0999984741211,34.4599990844727,33.6199989318848,33.8400001525879,214300,33.8400001525879
2018-08-16,34,35.1300010681152,33.560001373291,34.75,361600,34.75
2018-08-17,34.560001373291,35.0099983215332,33.939998626709,34.0699996948242,314500,34.0699996948242
2018-08-20,34.189998626709,34.6500015258789,33.4900016784668,34.0400009155273,229400,34.0400009155273
2018-08-21,34.4500007629395,35.1650009155273,34.1500015258789,34.7400016784668,242000,34.7400016784668
2018-08-22,34.7200012207031,35.6599998474121,34.689998626709,35.3499984741211,279100,35.3499984741211
2018-08-23,35.310001373291,36.6500015258789,35.2999992370605,35.9799995422363,265300,35.9799995422363
2018-08-24,35.9599990844727,37.9700012207031,35.9599990844727,37.8400001525879,468300,37.8400001525879
2018-08-27,38.189998626709,38.5900001525879,37.8800010681152,38.4500007629395,358600,38.4500007629395
2018-08-28,38.310001373291,39.3499984741211,37.9700012207031,38.6500015258789,272600,38.6500015258789
2018-08-29,38.8300018310547,39.0800018310547,38.2599983215332,38.2900009155273,124900,38.2900009155273
2018-08-30,37.8699989318848,38.9500007629395,37.75,38.560001373291,105000,38.560001373291
2018-08-31,38.6399993896484,38.8300018310547,38.189998626709,38.5,108200,38.5
2018-09-04,38.3400001525879,39.2999992370605,38.0900001525879,38.6300010681152,285400,38.6300010681152
2018-09-05,38.4599990844727,38.4900016784668,36.7999992370605,37,238800,37
2018-09-06,37.1599998474121,37.6800003051758,36.0699996948242,37.5099983215332,110900,37.5099983215332
2018-09-07,37.4199981689453,38.8050003051758,36.7000007629395,37.7200012207031,211700,37.7200012207031
2018-09-10,37.7599983215332,38.6500015258789,37.4199981689453,37.5299987792969,206800,37.5299987792969
2018-09-11,37.5200004577637,37.8549995422363,37.1609992980957,37.3800010681152,146300,37.3800010681152
2018-09-12,37.4199981689453,37.5400009155273,36.4599990844727,36.5400009155273,201800,36.5400009155273
