"Fecha","CMI.Open","CMI.High","CMI.Low","CMI.Close","CMI.Volume","CMI.Adjusted"
2013-12-04,129.5,130.139999389648,127.809997558594,129.020004272461,1777200,98.6929321289062
2013-12-05,128.869995117188,130.130004882812,128.490005493164,129.600006103516,1135900,99.136604309082
2013-12-06,131.389999389648,131.720001220703,130.169998168945,130.479995727539,1128700,99.8097534179688
2013-12-09,130.160003662109,132.839996337891,130.009994506836,131.660003662109,1253100,100.712371826172
2013-12-10,131.429992675781,133.479995727539,131.25,132.860000610352,1151500,101.630302429199
2013-12-11,132.75,132.800003051758,130.289993286133,130.660003662109,1121500,99.9474258422852
2013-12-12,130.330001831055,131.009994506836,129.050003051758,129.539993286133,1119700,99.0906829833984
2013-12-13,130.259994506836,130.470001220703,129.350006103516,130.009994506836,860500,99.4502334594727
2013-12-16,131.100006103516,133.619995117188,131.100006103516,133.089996337891,1647000,101.80623626709
2013-12-17,132.860000610352,133.889999389648,132.669998168945,133.25,1128000,101.928642272949
2013-12-18,133.259994506836,136.309997558594,133,136.029998779297,1515600,104.055152893066
2013-12-19,137.130004882812,138,136.279998779297,137.199996948242,2284000,104.950157165527
2013-12-20,136.75,138.470001220703,136.559997558594,137.75,1856800,105.370880126953
2013-12-23,138.759994506836,139.5,138.160003662109,138.660003662109,1286400,106.066993713379
2013-12-24,138.990005493164,139.839996337891,138.130004882812,139.399993896484,407400,106.633041381836
2013-12-26,139.479995727539,140.220001220703,139.139999389648,139.850006103516,625000,106.977249145508
2013-12-27,140.429992675781,140.429992675781,139.289993286133,139.830001831055,616000,106.961967468262
2013-12-30,139.809997558594,140.490005493164,139.300003051758,139.929992675781,714000,107.038421630859
2013-12-31,140,141.389999389648,139.960006713867,140.970001220703,762700,107.834014892578
2014-01-02,140.429992675781,140.979995727539,138.279998779297,138.559997558594,1533500,105.99048614502
2014-01-03,138.770004272461,140,138.339996337891,139.160003662109,1092300,106.449440002441
2014-01-06,140.220001220703,141.669998168945,138.25,138.720001220703,1353700,106.11287689209
2014-01-07,138.869995117188,140.25,138.800003051758,139.889999389648,879500,107.007835388184
2014-01-08,139.589996337891,140.229995727539,138.830001831055,139.350006103516,976900,106.594787597656
2014-01-09,140.149993896484,140.619995117188,137.940002441406,138.669998168945,866900,106.074607849121
2014-01-10,139.360000610352,139.539993286133,137.800003051758,138.100006103516,1033600,105.638580322266
2014-01-13,137.589996337891,138.419998168945,135.759994506836,136.149993896484,1400400,104.146965026855
2014-01-14,137,137.490005493164,136.369995117188,137.130004882812,1095800,104.896629333496
2014-01-15,137.490005493164,138.25,137.360000610352,137.789993286133,1105400,105.401466369629
2014-01-16,137.050003051758,138.550003051758,137.050003051758,137.839996337891,931200,105.439720153809
2014-01-17,138.960006713867,139.070007324219,137.509994506836,137.740005493164,1319100,105.363212585449
2014-01-21,138.039993286133,138.5,135.759994506836,136.410003662109,1625000,104.34587097168
2014-01-22,136.5,136.550003051758,134.800003051758,134.880004882812,1585800,103.175521850586
2014-01-23,134.5,135.490005493164,131.520004272461,132.080001831055,2392800,101.033653259277
2014-01-24,131.100006103516,131.220001220703,126.059997558594,126.309997558594,3021900,96.6199188232422
2014-01-27,128.320007324219,128.679992675781,124.029998779297,125.949996948242,2528900,96.3445434570312
2014-01-28,126.610000610352,128.710006713867,126.529998779297,128.630004882812,1567700,98.3945999145508
2014-01-29,126.870002746582,130.020004272461,126.5,128.589996337891,2103200,98.3640060424805
2014-01-30,129.649993896484,129.919998168945,128.039993286133,128.479995727539,1419300,98.2798767089844
2014-01-31,126.730003356934,128.009994506836,126.059997558594,126.980003356934,1886900,97.1324234008789
2014-02-03,127.129997253418,127.919998168945,123.150001525879,123.699996948242,2321800,94.6234436035156
2014-02-04,123.76000213623,126.699996948242,122.639999389648,126.400001525879,2494400,96.6887893676758
2014-02-05,126.23999786377,127.139999389648,125.480003356934,126.669998168945,2486900,96.8953323364258
2014-02-06,123.5,131.490005493164,123.5,130.779998779297,3444100,100.039215087891
2014-02-07,132.5,135.570007324219,131.940002441406,134.330001831055,2566900,102.754745483398
2014-02-10,133.910003662109,133.990005493164,132.399993896484,133.020004272461,1505400,101.752685546875
2014-02-11,133.119995117188,136.449996948242,132.899993896484,135.520004272461,2141600,103.665054321289
2014-02-12,135.690002441406,139.050003051758,135.559997558594,138.589996337891,2335500,106.013404846191
2014-02-13,136.940002441406,141.229995727539,136.889999389648,140.919998168945,2298100,107.795700073242
2014-02-14,140.899993896484,143.600006103516,140.649993896484,142.119995117188,2220600,108.713638305664
2014-02-18,142.419998168945,143.199996948242,141.580001831055,143.100006103516,1582700,109.46329498291
2014-02-19,141.389999389648,143.029998779297,139.759994506836,139.979995727539,2056400,107.546409606934
2014-02-20,140.380004882812,141.770004272461,139.820007324219,141.75,2298300,108.906295776367
2014-02-21,142.449996948242,143.830001831055,141.839996337891,142.830001831055,1889800,109.73607635498
2014-02-24,143.869995117188,148.600006103516,143.759994506836,146.009994506836,2489100,112.179252624512
2014-02-25,144.690002441406,146.580001831055,143.070007324219,145.630004882812,1828200,111.88729095459
2014-02-26,145,147.330001831055,144.550003051758,145.899993896484,1365000,112.094772338867
2014-02-27,145.330001831055,145.570007324219,143.490005493164,145.300003051758,1734100,111.633766174316
2014-02-28,145.589996337891,146.759994506836,145.119995117188,145.919998168945,1193800,112.11009979248
2014-03-03,144.169998168945,144.169998168945,142.089996337891,143,1800900,109.866691589355
2014-03-04,144.690002441406,146.330001831055,144.509994506836,145.699996948242,1596900,111.941062927246
2014-03-05,146.089996337891,147,144.830001831055,145.259994506836,1104800,111.603004455566
2014-03-06,145.929992675781,146.889999389648,145.860000610352,146.119995117188,886800,112.26375579834
2014-03-07,146.800003051758,146.979995727539,144.949996948242,145.619995117188,891100,111.879615783691
2014-03-10,144.399993896484,145.330001831055,143.059997558594,143.899993896484,978400,110.558151245117
2014-03-11,145.429992675781,145.850006103516,142.369995117188,142.899993896484,1355200,109.789848327637
2014-03-12,141.800003051758,143.110000610352,140.580001831055,143.070007324219,1598200,109.920478820801
2014-03-13,143.520004272461,143.960006713867,139.789993286133,140.619995117188,1077700,108.0380859375
2014-03-14,140.240005493164,141.240005493164,139.160003662109,139.360000610352,1063100,107.07006072998
2014-03-17,140.860000610352,143.309997558594,140.860000610352,142.789993286133,1197100,109.705322265625
2014-03-18,142.550003051758,143.740005493164,142.119995117188,142.679992675781,879300,109.620826721191
2014-03-19,142.449996948242,143.300003051758,141.580001831055,142.759994506836,1084600,109.682258605957
2014-03-20,142.399993896484,143.960006713867,142.029998779297,143.550003051758,703100,110.289245605469
2014-03-21,144.759994506836,145.449996948242,143.389999389648,144.350006103516,1374300,110.903900146484
2014-03-24,144.509994506836,145.119995117188,141.479995727539,142.360000610352,1496400,109.374969482422
2014-03-25,143.889999389648,145.199996948242,143.259994506836,144.339996337891,1318800,110.896179199219
2014-03-26,145.479995727539,147.470001220703,143.919998168945,143.990005493164,1465400,110.627304077148
2014-03-27,143.720001220703,144.779998779297,142.360000610352,144.080001831055,1152600,110.696403503418
2014-03-28,144.220001220703,147.779998779297,144.220001220703,146,1374600,112.171592712402
2014-03-31,148.350006103516,150.339996337891,147.509994506836,148.990005493164,2115200,114.468780517578
2014-04-01,149.389999389648,149.979995727539,147.770004272461,148.949996948242,1596900,114.438018798828
2014-04-02,149.289993286133,150.070007324219,148.380004882812,149.339996337891,1181300,114.737663269043
2014-04-03,149.419998168945,150.270004272461,148.619995117188,149.429992675781,1405000,114.806823730469
2014-04-04,150.990005493164,151,146.520004272461,147.080001831055,1405000,113.001358032227
2014-04-07,146.820007324219,147.669998168945,143.710006713867,144.690002441406,1498800,111.165100097656
2014-04-08,144.429992675781,146.809997558594,143.210006713867,146.699996948242,1428500,112.709381103516
2014-04-09,146.960006713867,148.5,146.360000610352,147.919998168945,1134400,113.646728515625
2014-04-10,147.919998168945,149.139999389648,144,144.089996337891,1464400,110.704109191895
2014-04-11,143.029998779297,144.360000610352,141.649993896484,142.050003051758,1143800,109.136795043945
2014-04-14,143.479995727539,144.460006713867,142.100006103516,143.259994506836,918400,110.06640625
2014-04-15,143.380004882812,144.059997558594,139.009994506836,141.759994506836,2153500,108.913986206055
2014-04-16,143.5,145.320007324219,142.440002441406,145.300003051758,1211000,111.633766174316
2014-04-17,145.320007324219,146.860000610352,145.149993896484,146.279998779297,1020000,112.386688232422
2014-04-21,146.199996948242,146.880004882812,144.850006103516,146.570007324219,539400,112.609466552734
2014-04-22,146.759994506836,147.869995117188,146.009994506836,146.800003051758,924900,112.786186218262
2014-04-23,146.929992675781,148.169998168945,146.520004272461,147.350006103516,982100,113.208778381348
2014-04-24,148.389999389648,149.699996948242,147.380004882812,149.059997558594,1926700,114.522583007812
2014-04-25,148.009994506836,148.720001220703,146.570007324219,147.179992675781,1664400,113.078155517578
2014-04-28,147.570007324219,148.070007324219,142.860000610352,145.199996948242,1915900,111.556930541992
2014-04-29,151.020004272461,151.800003051758,148.169998168945,150.809997558594,2621100,115.867111206055
2014-04-30,150.360000610352,151.389999389648,149.729995727539,150.850006103516,1342100,115.897827148438
2014-05-01,150.460006713867,152.759994506836,150.059997558594,151.479995727539,1130900,116.381858825684
2014-05-02,151.229995727539,152.75,150.470001220703,150.880004882812,1102600,115.920860290527
2014-05-05,150.020004272461,150.839996337891,148.850006103516,150.289993286133,968900,115.467567443848
2014-05-06,149.75,151.050003051758,147.869995117188,148.410003662109,1336300,114.023155212402
2014-05-07,149.009994506836,150.25,148.160003662109,149.559997558594,1586500,114.906707763672
2014-05-08,149.580001831055,152.080001831055,149.029998779297,151.160003662109,1376600,116.135986328125
2014-05-09,150.839996337891,150.839996337891,148.839996337891,149.940002441406,803400,115.198684692383
2014-05-12,150.520004272461,153.490005493164,150.520004272461,153.320007324219,897500,117.795539855957
2014-05-13,153.320007324219,154.869995117188,152.830001831055,153.429992675781,902900,117.88005065918
2014-05-14,153.550003051758,153.960006713867,151.580001831055,151.699996948242,670800,116.550834655762
2014-05-15,151.5,151.570007324219,148.130004882812,149.639999389648,1217600,114.96817779541
2014-05-16,150,150,147.690002441406,149.720001220703,847400,115.029663085938
2014-05-19,149.110000610352,150.899993896484,149.110000610352,150.100006103516,705500,115.321601867676
2014-05-20,149.940002441406,150.160003662109,147,147.550003051758,1076600,113.362411499023
2014-05-21,147.880004882812,149.029998779297,147.070007324219,148.990005493164,728000,114.955688476562
2014-05-22,148.360000610352,149.910003662109,148.300003051758,148.490005493164,785500,114.569938659668
2014-05-23,148.289993286133,150.300003051758,148.289993286133,150.050003051758,662800,115.773620605469
2014-05-27,151.179992675781,153.600006103516,150.770004272461,152.080001831055,1186700,117.339859008789
2014-05-28,152.600006103516,154.240005493164,152.139999389648,152.229995727539,735500,117.455581665039
2014-05-29,152.419998168945,153.289993286133,151.529998779297,152.520004272461,508100,117.679336547852
2014-05-30,152.309997558594,153.240005493164,151.789993286133,152.929992675781,838500,117.995697021484
2014-06-02,153.449996948242,153.580001831055,151.699996948242,153.289993286133,568500,118.273475646973
2014-06-03,152.539993286133,153.860000610352,151.770004272461,153.529998779297,843100,118.458633422852
2014-06-04,153.380004882812,154.539993286133,152.860000610352,153.779998779297,739900,118.651527404785
2014-06-05,154.289993286133,156.570007324219,153.330001831055,156.25,1044100,120.557312011719
2014-06-06,156.25,159.130004882812,156.009994506836,159.059997558594,1149900,122.725395202637
2014-06-09,158.619995117188,161.029998779297,158.25,160.25,984500,123.643569946289
2014-06-10,159.919998168945,160.839996337891,159.139999389648,160.550003051758,821400,123.875076293945
2014-06-11,159.509994506836,160.089996337891,158.009994506836,158.490005493164,877100,122.28564453125
2014-06-12,157.669998168945,158.360000610352,154.220001220703,154.770004272461,1411800,119.41535949707
2014-06-13,155.029998779297,156.850006103516,154.740005493164,156.029998779297,1126500,120.387519836426
2014-06-16,156,157.009994506836,155.070007324219,156.669998168945,770000,120.881340026855
2014-06-17,156.479995727539,157.160003662109,155.690002441406,155.940002441406,718800,120.318077087402
2014-06-18,156.25,157.039993286133,155,156.809997558594,733400,120.989395141602
2014-06-19,156.5,157.070007324219,155.169998168945,157,1691300,121.135948181152
2014-06-20,157.539993286133,158.820007324219,157.029998779297,158.550003051758,1225000,122.331932067871
2014-06-23,159.169998168945,159.229995727539,157.369995117188,157.490005493164,781100,121.514053344727
2014-06-24,157.210006713867,159.289993286133,156.229995727539,156.460006713867,806400,120.719299316406
2014-06-25,156.119995117188,157.419998168945,156.059997558594,157.119995117188,664500,121.228538513184
2014-06-26,154.979995727539,155.899993896484,154.059997558594,155.020004272461,1112300,119.608276367188
2014-06-27,154.990005493164,155.410003662109,154.139999389648,154.649993896484,1464400,119.322792053223
2014-06-30,154.649993896484,155.360000610352,153.850006103516,154.289993286133,1056200,119.045013427734
2014-07-01,153.369995117188,155.899993896484,153.320007324219,154.350006103516,1450000,119.091339111328
2014-07-02,154.759994506836,155.75,153.240005493164,153.990005493164,1158000,118.81356048584
2014-07-03,156.220001220703,158.25,155.600006103516,157.75,1049300,121.71467590332
2014-07-07,156.679992675781,157.339996337891,155.399993896484,156.009994506836,1129200,120.372116088867
2014-07-08,155.75,157.429992675781,154.440002441406,155.960006713867,1733500,120.333595275879
2014-07-09,155.279998779297,155.820007324219,154.309997558594,154.470001220703,1303800,119.183929443359
2014-07-10,152.960006713867,153.119995117188,151.5,152,1576400,117.278137207031
2014-07-11,152.539993286133,152.979995727539,151.25,152.229995727539,1346500,117.455581665039
2014-07-14,153.710006713867,154.190002441406,152.339996337891,152.559997558594,1027600,117.710205078125
2014-07-15,152.889999389648,154.080001831055,151.229995727539,151.889999389648,1353700,117.193237304688
2014-07-16,152.770004272461,154.570007324219,151.880004882812,154.199996948242,917800,118.975593566895
2014-07-17,153.020004272461,154.600006103516,151.330001831055,151.550003051758,985400,116.930969238281
2014-07-18,152.089996337891,153.039993286133,151.479995727539,152.740005493164,669300,117.849128723145
2014-07-21,151.929992675781,153.100006103516,151.660003662109,153,814100,118.049674987793
2014-07-22,153.949996948242,155.029998779297,153.699996948242,154.009994506836,755000,118.828979492188
2014-07-23,154.029998779297,154.440002441406,152.520004272461,153.289993286133,650900,118.273475646973
2014-07-24,153.130004882812,154.039993286133,150.539993286133,150.800003051758,1912600,116.352249145508
2014-07-25,150.279998779297,151.350006103516,148.509994506836,150.149993896484,2219100,115.850730895996
2014-07-28,148.009994506836,148.589996337891,144.339996337891,145.350006103516,3955200,112.14720916748
2014-07-29,145.600006103516,147.149993896484,143.669998168945,143.699996948242,1977500,110.874145507812
2014-07-30,144.190002441406,144.479995727539,141.759994506836,142.949996948242,2218600,110.295471191406
2014-07-31,141.710006713867,142.399993896484,139.309997558594,139.389999389648,2102300,107.548690795898
2014-08-01,139.220001220703,139.860000610352,137.089996337891,138.990005493164,1929100,107.240058898926
2014-08-04,139.240005493164,140.580001831055,138.070007324219,140.110000610352,1725300,108.104202270508
2014-08-05,143.130004882812,143.929992675781,138.940002441406,140,2548100,108.019355773926
2014-08-06,139.350006103516,140.779998779297,138.679992675781,139.369995117188,1828600,107.533264160156
2014-08-07,140.75,141.630004882812,139,139.369995117188,1582500,107.533264160156
2014-08-08,139.740005493164,141.559997558594,139,141.389999389648,1134200,109.091804504395
2014-08-11,142.479995727539,143.259994506836,141.479995727539,141.800003051758,1078400,109.408157348633
2014-08-12,141.800003051758,142.610000610352,140.759994506836,141.039993286133,825600,108.821746826172
2014-08-13,141.169998168945,142.339996337891,140.919998168945,141.970001220703,637000,109.539306640625
2014-08-14,142,142.320007324219,141.419998168945,141.949996948242,745700,109.523872375488
2014-08-15,142.660003662109,142.779998779297,140.399993896484,140.929992675781,1108700,108.736885070801
2014-08-18,142.130004882812,142.990005493164,141.460006713867,142.169998168945,2509700,109.693634033203
2014-08-19,142.389999389648,144.509994506836,142.229995727539,144.399993896484,1600000,111.414253234863
2014-08-20,144.190002441406,148.039993286133,144.190002441406,147.279998779297,2307300,114.25350189209
2014-08-21,147.360000610352,147.5,145.75,146.210006713867,1508300,113.423439025879
2014-08-22,145.630004882812,146.279998779297,144.429992675781,145.220001220703,1475800,112.655395507812
2014-08-25,146.110000610352,146.470001220703,145.020004272461,145.089996337891,711100,112.554618835449
2014-08-26,145.270004272461,145.490005493164,144.059997558594,144.169998168945,927400,111.840919494629
2014-08-27,144.679992675781,145.369995117188,144.399993896484,145.190002441406,864000,112.632186889648
2014-08-28,144.220001220703,145.449996948242,143.270004272461,144.75,848500,112.290870666504
2014-08-29,145.029998779297,145.130004882812,143.889999389648,145.110000610352,736500,112.570106506348
2014-09-02,145.369995117188,145.630004882812,143.800003051758,144.350006103516,1216700,111.980522155762
2014-09-03,145.449996948242,145.490005493164,143.350006103516,144.139999389648,833200,111.81763458252
2014-09-04,144.199996948242,144.960006713867,143.050003051758,143.580001831055,1133200,111.383193969727
2014-09-05,143.259994506836,143.5,141.5,142.619995117188,1854500,110.638465881348
2014-09-08,142.5,142.570007324219,141.5,141.979995727539,1009100,110.141983032227
2014-09-09,141.809997558594,142.639999389648,141.169998168945,141.440002441406,1076000,109.723075866699
2014-09-10,140.630004882812,141.330001831055,140.110000610352,140.399993896484,1385600,108.916313171387
2014-09-11,140,140.380004882812,139.039993286133,140,1478200,108.605987548828
2014-09-12,140.059997558594,140.089996337891,138.059997558594,138.570007324219,1591300,107.496696472168
2014-09-15,138.160003662109,138.5,136.75,137.910003662109,1220700,106.984672546387
2014-09-16,136.369995117188,138.029998779297,134.770004272461,137.460006713867,2443500,106.635566711426
2014-09-17,137.809997558594,138.169998168945,136.800003051758,137.300003051758,1402500,106.511436462402
2014-09-18,137.350006103516,138.940002441406,136.960006713867,138.710006713867,1036500,107.605270385742
2014-09-19,139.949996948242,140.149993896484,136.850006103516,137.889999389648,2158200,106.969146728516
2014-09-22,137.429992675781,137.610000610352,135.600006103516,136.039993286133,1632100,105.533966064453
2014-09-23,135.419998168945,135.710006713867,134.570007324219,134.589996337891,1576100,104.409156799316
2014-09-24,134.839996337891,134.860000610352,133.429992675781,134.210006713867,1626800,104.114387512207
2014-09-25,134,134,132.800003051758,133.039993286133,1277100,103.206726074219
2014-09-26,133.679992675781,134.119995117188,132.630004882812,133.779998779297,1158800,103.780815124512
2014-09-29,132.5,133.460006713867,131.539993286133,132.850006103516,1131900,103.05933380127
2014-09-30,132.889999389648,133.149993896484,131.240005493164,131.979995727539,1472500,102.38444519043
2014-10-01,131.399993896484,131.550003051758,129.899993896484,131.059997558594,1895700,101.67073059082
2014-10-02,134.759994506836,134.869995117188,131.100006103516,132.979995727539,5184700,103.160179138184
2014-10-03,134.460006713867,135.669998168945,133.559997558594,135.100006103516,2882500,104.80477142334
2014-10-06,136.25,136.759994506836,135.410003662109,136.130004882812,1801800,105.603797912598
2014-10-07,134.330001831055,134.330001831055,129.5,129.570007324219,4072000,100.514839172363
2014-10-08,130.130004882812,134.240005493164,129.580001831055,133.940002441406,3083600,103.904891967773
2014-10-09,133.910003662109,134.289993286133,130.190002441406,130.860000610352,1969400,101.515556335449
2014-10-10,130.839996337891,131.130004882812,127.360000610352,127.370002746582,2587500,98.8081817626953
2014-10-13,127.610000610352,128.529998779297,124.73999786377,124.949996948242,2130000,96.9308471679688
2014-10-14,126.01000213623,129.410003662109,125.690002441406,127.48999786377,1820500,98.9012680053711
2014-10-15,126.040000915527,129.229995727539,124.300003051758,128.460006713867,2271000,99.6537551879883
2014-10-16,126.190002441406,131.979995727539,125.910003662109,130.570007324219,2215700,101.290618896484
2014-10-17,132.009994506836,132.990005493164,130.070007324219,130.529998779297,2133700,101.259574890137
2014-10-20,129.970001220703,130.899993896484,129.580001831055,130.880004882812,1220100,101.531105041504
2014-10-21,132.490005493164,134.949996948242,132.460006713867,134.800003051758,1269000,104.572067260742
2014-10-22,134.690002441406,134.919998168945,131.850006103516,132,1556000,102.399917602539
2014-10-23,134.210006713867,137.330001831055,134.210006713867,136.360000610352,1380600,105.7822265625
2014-10-24,136.339996337891,137.520004272461,135.279998779297,137.25,1232600,106.472679138184
2014-10-27,136.029998779297,136.389999389648,134.309997558594,135.369995117188,1787500,105.014190673828
2014-10-28,140.929992675781,145.149993896484,139.779998779297,144.589996337891,3787400,112.166725158691
2014-10-29,144.25,145.179992675781,143.139999389648,144.509994506836,1854600,112.104637145996
2014-10-30,144.039993286133,145.990005493164,143.130004882812,144.619995117188,1731000,112.189987182617
2014-10-31,146.809997558594,147.139999389648,145.509994506836,146.179992675781,2090800,113.40015411377
2014-11-03,146.020004272461,146.25,144.479995727539,145.089996337891,1720000,112.554618835449
2014-11-04,143.490005493164,144.399993896484,141.259994506836,141.770004272461,4094100,109.97908782959
2014-11-05,144.529998779297,144.850006103516,141.570007324219,144.119995117188,2785900,111.802108764648
2014-11-06,144.990005493164,146.720001220703,144.220001220703,146.639999389648,1666600,113.757034301758
2014-11-07,146.529998779297,147.429992675781,145.490005493164,146.039993286133,1346500,113.291542053223
2014-11-10,146.389999389648,147.25,145.729995727539,146.5,1358000,113.648414611816
2014-11-11,146.179992675781,147.25,145.660003662109,146.600006103516,1024900,113.725997924805
2014-11-12,146.419998168945,147.220001220703,145.520004272461,146.490005493164,960500,113.640655517578
2014-11-13,146.470001220703,146.610000610352,143.880004882812,144.520004272461,1252100,112.112411499023
2014-11-14,144.729995727539,145.270004272461,143.800003051758,145.059997558594,701200,112.531326293945
2014-11-17,145.089996337891,145.199996948242,143.860000610352,144.779998779297,1001900,112.314117431641
2014-11-18,144.270004272461,145.619995117188,144.270004272461,144.839996337891,1185800,112.969261169434
2014-11-19,144.800003051758,144.800003051758,142.970001220703,143.139999389648,1220200,111.643363952637
2014-11-20,142.179992675781,144.360000610352,142,143.960006713867,869800,112.282920837402
2014-11-21,146.990005493164,149.710006713867,146.5,148.449996948242,2401000,115.78491973877
2014-11-24,148.300003051758,149.300003051758,147.559997558594,147.990005493164,1481000,115.426147460938
2014-11-25,148.610000610352,149.479995727539,147.75,149.220001220703,1400800,116.385520935059
2014-11-26,148.979995727539,149.399993896484,147.75,148.919998168945,1438100,116.151512145996
2014-11-28,148.020004272461,148.059997558594,145.080001831055,145.619995117188,1106100,113.577659606934
2014-12-01,145.639999389648,146.220001220703,144.369995117188,145.339996337891,1563600,113.359260559082
2014-12-02,145.279998779297,146.330001831055,144.699996948242,146.190002441406,1344900,114.022239685059
2014-12-03,148.679992675781,151.25,147.309997558594,150.600006103516,2060900,117.461868286133
2014-12-04,149.949996948242,150.600006103516,149.100006103516,149.960006713867,1240700,116.962669372559
2014-12-05,149.970001220703,150.919998168945,149.429992675781,150.860000610352,1248400,117.664665222168
2014-12-08,150.699996948242,150.809997558594,146.160003662109,147.619995117188,1735800,115.13761138916
2014-12-09,145.720001220703,149.330001831055,145.490005493164,149.220001220703,1334100,116.385520935059
2014-12-10,148.399993896484,148.399993896484,143.199996948242,143.970001220703,1636900,112.290725708008
2014-12-11,144.529998779297,145.520004272461,143.820007324219,144.199996948242,1121200,112.470085144043
2014-12-12,143,143.389999389648,140.899993896484,140.899993896484,1537300,109.896209716797
2014-12-15,141.860000610352,142.050003051758,140.169998168945,140.300003051758,1639900,109.428268432617
2014-12-16,139.210006713867,142.509994506836,138.380004882812,138.470001220703,1920200,108.000946044922
2014-12-17,138.580001831055,140.960006713867,137.970001220703,140.419998168945,2147800,109.521835327148
2014-12-18,143.830001831055,144.039993286133,141.199996948242,144,2397200,112.314117431641
2014-12-19,144.710006713867,144.770004272461,143.059997558594,143.059997558594,2100400,111.580940246582
2014-12-22,143.339996337891,145.639999389648,142.610000610352,145.300003051758,1238100,113.32804107666
2014-12-23,146.259994506836,147.229995727539,145.630004882812,145.729995727539,761100,113.663436889648
2014-12-24,145.899993896484,146.279998779297,145.149993896484,145.820007324219,409100,113.733657836914
2014-12-26,146.199996948242,147.210006713867,146.059997558594,146.529998779297,445700,114.287452697754
2014-12-29,146.240005493164,147.309997558594,145.660003662109,146.889999389648,916300,114.56819152832
2014-12-30,146.740005493164,147.210006713867,145.240005493164,146.160003662109,773100,113.998825073242
2014-12-31,146.160003662109,146.820007324219,144.130004882812,144.169998168945,751100,112.446723937988
2015-01-02,145.220001220703,146.949996948242,143.600006103516,146.419998168945,1248300,114.201591491699
2015-01-05,145.210006713867,145.440002441406,140.869995117188,141.460006713867,2443200,110.333000183105
2015-01-06,141.889999389648,143.619995117188,139.699996948242,142.25,2927000,110.949172973633
2015-01-07,143.649993896484,144.020004272461,140.860000610352,142.929992675781,1698200,111.479545593262
2015-01-08,145.399993896484,146.759994506836,144.009994506836,145.820007324219,1555800,113.733657836914
2015-01-09,146.429992675781,146.619995117188,143.279998779297,143.600006103516,1172700,112.002136230469
2015-01-12,143.279998779297,143.279998779297,141.029998779297,142.559997558594,956500,111.190986633301
2015-01-13,143.720001220703,144.440002441406,140.25,141.339996337891,1346100,110.23942565918
2015-01-14,139.220001220703,142.449996948242,139.220001220703,142.399993896484,2239800,111.06616973877
2015-01-15,143.800003051758,144.199996948242,141.360000610352,141.520004272461,1733100,110.37979888916
2015-01-16,141.699996948242,142.210006713867,139.759994506836,140.860000610352,2251500,109.865020751953
2015-01-20,141.559997558594,142.5,140.520004272461,142.029998779297,1694600,110.77759552002
2015-01-21,141.270004272461,145.089996337891,141.240005493164,144.729995727539,1726800,112.883483886719
2015-01-22,146.470001220703,148.039993286133,144.729995727539,147.330001831055,1605700,114.911361694336
2015-01-23,146.479995727539,147.029998779297,144.699996948242,145.850006103516,1240300,113.757019042969
2015-01-26,146.580001831055,147.990005493164,145.550003051758,147.850006103516,1265400,115.316947937012
2015-01-27,143.330001831055,143.759994506836,140.029998779297,142.270004272461,3628100,110.964782714844
2015-01-28,143.279998779297,144.179992675781,141.479995727539,141.619995117188,1797600,110.457778930664
