"Fecha","FLT.Open","FLT.High","FLT.Low","FLT.Close","FLT.Volume","FLT.Adjusted"
2013-12-23,118.449996948242,119.059997558594,118.089996337891,118.620002746582,710000,118.620002746582
2013-12-24,118.5,118.98999786377,117.959999084473,118.089996337891,272300,118.089996337891
2013-12-26,118.160003662109,119.199996948242,118.080001831055,118.529998779297,701800,118.529998779297
2013-12-27,118.699996948242,118.879997253418,115.129997253418,115.949996948242,527000,115.949996948242
2013-12-30,115.959999084473,116.309997558594,113.01000213623,114.269996643066,762600,114.269996643066
2013-12-31,114.25,117.26000213623,114.169998168945,117.169998168945,461300,117.169998168945
2014-01-02,116.790000915527,118.449996948242,115.48999786377,118.379997253418,1264500,118.379997253418
2014-01-03,118.290000915527,118.559997558594,116.48999786377,116.620002746582,572400,116.620002746582
2014-01-06,116.819999694824,116.98999786377,115.5,116.110000610352,519700,116.110000610352
2014-01-07,116.360000610352,117.110000610352,115.75,116.550003051758,551800,116.550003051758
2014-01-08,116.709999084473,117.959999084473,116.089996337891,117.800003051758,649200,117.800003051758
2014-01-09,117.919998168945,119.379997253418,115.690002441406,115.870002746582,589500,115.870002746582
2014-01-10,116,116.680000305176,114.169998168945,116.26000213623,728300,116.26000213623
2014-01-13,116.26000213623,117.040000915527,113.129997253418,113.5,872500,113.5
2014-01-14,113.5,113.900001525879,109.720001220703,113.379997253418,1519400,113.379997253418
2014-01-15,113.190002441406,113.580001831055,109.73999786377,110.209999084473,1156900,110.209999084473
2014-01-16,110.129997253418,111.620002746582,109.910003662109,110.01000213623,673700,110.01000213623
2014-01-17,110,110.25,106.75,107.709999084473,1215000,107.709999084473
2014-01-21,107.389999389648,108.449996948242,103.629997253418,104.559997558594,2768100,104.559997558594
2014-01-22,104.5,108.48999786377,104.470001220703,106.279998779297,3051200,106.279998779297
2014-01-23,105.139999389648,106.970001220703,104.830001831055,106.830001831055,1146300,106.830001831055
2014-01-24,106.120002746582,106.629997253418,104.199996948242,105.190002441406,1564100,105.190002441406
2014-01-27,105.339996337891,105.629997253418,101.480003356934,101.690002441406,1573900,101.690002441406
2014-01-28,101.839996337891,106.330001831055,101.550003051758,106.190002441406,1076700,106.190002441406
2014-01-29,104.5,107.540000915527,103.75,106.360000610352,1276100,106.360000610352
2014-01-30,108.129997253418,111.199996948242,106.900001525879,110.120002746582,1348900,110.120002746582
2014-01-31,108.529998779297,108.769996643066,106.209999084473,106.319999694824,1104000,106.319999694824
2014-02-03,105.980003356934,106.790000915527,103.360000610352,104.480003356934,1176100,104.480003356934
2014-02-04,104.769996643066,107.529998779297,104.410003662109,107.480003356934,2038300,107.480003356934
2014-02-05,106.669998168945,108.529998779297,104.199996948242,107.800003051758,1532500,107.800003051758
2014-02-06,109.73999786377,117.889999389648,108.879997253418,114.940002441406,1734700,114.940002441406
2014-02-07,115.400001525879,116.589996337891,112.910003662109,116.480003356934,1472200,116.480003356934
2014-02-10,116.5,116.5,112.98999786377,113.550003051758,826200,113.550003051758
2014-02-11,113.790000915527,115.110000610352,113,115.059997558594,937500,115.059997558594
2014-02-12,115.099998474121,117.309997558594,115.059997558594,116.150001525879,779300,116.150001525879
2014-02-13,115,117,114.309997558594,116.529998779297,554600,116.529998779297
2014-02-14,116.389999389648,117.559997558594,115.580001831055,116.75,518400,116.75
2014-02-18,117.580001831055,119.779998779297,117.230003356934,119.360000610352,1110800,119.360000610352
2014-02-19,119.290000915527,120.459999084473,117.800003051758,118.73999786377,836400,118.73999786377
2014-02-20,118.660003662109,120.139999389648,117.660003662109,119.319999694824,662700,119.319999694824
2014-02-21,120.440002441406,121.849998474121,119.199996948242,120.889999389648,1140200,120.889999389648
2014-02-24,120.660003662109,124.949996948242,120.660003662109,124.440002441406,1364700,124.440002441406
2014-02-25,125,128.149993896484,124.569999694824,127.279998779297,1902700,127.279998779297
2014-02-26,127.800003051758,129.240005493164,126.629997253418,127.330001831055,1412000,127.330001831055
2014-02-27,128.270004272461,132.220001220703,128.270004272461,130.570007324219,1588000,130.570007324219
2014-02-28,131.009994506836,131.350006103516,128.830001831055,129.929992675781,943200,129.929992675781
2014-03-03,127.669998168945,128.25,124.669998168945,127.370002746582,1401500,127.370002746582
2014-03-04,129.149993896484,131.190002441406,128.960006713867,129.960006713867,811300,129.960006713867
2014-03-05,125.26000213623,126.25,124.470001220703,125.849998474121,2124400,125.849998474121
2014-03-06,126.25,127.900001525879,126.110000610352,126.529998779297,1251800,126.529998779297
2014-03-07,127.330001831055,127.680000305176,124.730003356934,125.879997253418,609200,125.879997253418
2014-03-10,126.430000305176,127.309997558594,123.529998779297,124.069999694824,572300,124.069999694824
2014-03-11,124.440002441406,124.779998779297,122.650001525879,122.919998168945,515500,122.919998168945
2014-03-12,122.25,122.300003051758,118.309997558594,120.889999389648,1081400,120.889999389648
2014-03-13,121.220001220703,124.660003662109,116.48999786377,117.919998168945,1244200,117.919998168945
2014-03-14,117.139999389648,118.680000305176,116.75,118.050003051758,623000,118.050003051758
2014-03-17,118.690002441406,119.589996337891,117.51000213623,118.690002441406,796400,118.690002441406
2014-03-18,118.709999084473,120.589996337891,118.459999084473,120.480003356934,545500,120.480003356934
2014-03-19,120.540000915527,120.540000915527,117.169998168945,118.319999694824,633200,118.319999694824
2014-03-20,118.319999694824,120.01000213623,118.040000915527,119.790000915527,443100,119.790000915527
2014-03-21,120,120.639999389648,119.220001220703,120.470001220703,1825400,120.470001220703
2014-03-24,120.5,120.5,116.98999786377,117.589996337891,964400,117.589996337891
2014-03-25,118.26000213623,118.949996948242,114.870002746582,115.379997253418,680600,115.379997253418
2014-03-26,116.199996948242,116.98999786377,114.220001220703,114.269996643066,639300,114.269996643066
2014-03-27,114.430000305176,114.879997253418,112.089996337891,113.129997253418,696500,113.129997253418
2014-03-28,113.349998474121,114.660003662109,112.309997558594,113.360000610352,1073000,113.360000610352
2014-03-31,113.959999084473,115.110000610352,113.410003662109,115.099998474121,630600,115.099998474121
2014-04-01,115.349998474121,117.830001831055,114.800003051758,117.680000305176,823000,117.680000305176
2014-04-02,117.900001525879,118.349998474121,116.269996643066,117.190002441406,459000,117.190002441406
2014-04-03,117.5,117.819999694824,114.610000610352,114.830001831055,634400,114.830001831055
2014-04-04,115.860000610352,116.48999786377,111.839996337891,113.019996643066,619100,113.019996643066
2014-04-07,112.230003356934,112.470001220703,107.660003662109,109.900001525879,1689400,109.900001525879
2014-04-08,110.199996948242,112.379997253418,108.139999389648,112.25,1032100,112.25
2014-04-09,112.730003356934,115.879997253418,112.720001220703,115.569999694824,806500,115.569999694824
2014-04-10,115.980003356934,116.709999084473,112.099998474121,113.389999389648,941700,113.389999389648
2014-04-11,111.389999389648,113.160003662109,107.889999389648,109.569999694824,1231800,109.569999694824
2014-04-14,110.23999786377,110.910003662109,108.160003662109,110.069999694824,657500,110.069999694824
2014-04-15,110.279998779297,111.629997253418,106.910003662109,110.220001220703,1230500,110.220001220703
2014-04-16,111.25,113.819999694824,110.830001831055,112.589996337891,761800,112.589996337891
2014-04-17,112.580001831055,115.23999786377,111.680000305176,114.959999084473,670300,114.959999084473
2014-04-21,114.809997558594,114.809997558594,112.569999694824,113.419998168945,589400,113.419998168945
2014-04-22,113.349998474121,115.519996643066,113.349998474121,115.449996948242,600500,115.449996948242
2014-04-23,115.480003356934,115.480003356934,113.330001831055,113.360000610352,383900,113.360000610352
2014-04-24,114.430000305176,114.550003051758,110.769996643066,113.559997558594,486700,113.559997558594
2014-04-25,113.319999694824,113.51000213623,109.970001220703,110.300003051758,1080700,110.300003051758
2014-04-28,110.25,110.550003051758,106.129997253418,108.75,1032200,108.75
2014-04-29,109.180000305176,112.48999786377,108.279998779297,111.910003662109,852500,111.910003662109
2014-04-30,111.930000305176,114.129997253418,110.580001831055,114.129997253418,834500,114.129997253418
2014-05-01,113.650001525879,116.550003051758,113.5,114.940002441406,956300,114.940002441406
2014-05-02,119.809997558594,122.330001831055,116.279998779297,120.449996948242,1992300,120.449996948242
2014-05-05,118.900001525879,123.870002746582,118.040000915527,122.800003051758,979400,122.800003051758
2014-05-06,122.300003051758,123.860000610352,121.319999694824,122.199996948242,1391800,122.199996948242
2014-05-07,122.26000213623,122.900001525879,118.309997558594,120.120002746582,499100,120.120002746582
2014-05-08,119.75,123.279998779297,119.519996643066,120.599998474121,1100000,120.599998474121
2014-05-09,120.790000915527,122.110000610352,119.709999084473,122.01000213623,847100,122.01000213623
2014-05-12,122.919998168945,124.669998168945,121.389999389648,124.290000915527,876000,124.290000915527
2014-05-13,124.129997253418,126.480003356934,123.910003662109,124.25,630700,124.25
2014-05-14,124.25,124.589996337891,122.360000610352,122.459999084473,380600,122.459999084473
2014-05-15,122,122.01000213623,118.910003662109,120.199996948242,857600,120.199996948242
2014-05-16,119.860000610352,121.599998474121,118.220001220703,121.330001831055,797300,121.330001831055
2014-05-19,121.169998168945,122.690002441406,120.819999694824,121.669998168945,463200,121.669998168945
2014-05-20,120.930000305176,121.459999084473,118.919998168945,119.949996948242,488300,119.949996948242
2014-05-21,120.199996948242,122.480003356934,120.01000213623,122.120002746582,457300,122.120002746582
2014-05-22,121.959999084473,124.349998474121,121.389999389648,123.589996337891,582000,123.589996337891
2014-05-23,124.040000915527,125.650001525879,124.040000915527,125.339996337891,620400,125.339996337891
2014-05-27,126.639999389648,127.73999786377,125.459999084473,126.650001525879,692400,126.650001525879
2014-05-28,127.099998474121,128.729995727539,126.849998474121,127.660003662109,1127700,127.660003662109
2014-05-29,127.900001525879,128.089996337891,126.660003662109,127.459999084473,307500,127.459999084473
2014-05-30,127.569999694824,127.680000305176,125.769996643066,126.410003662109,748600,126.410003662109
2014-06-02,126.410003662109,127.330001831055,125.410003662109,126.779998779297,475500,126.779998779297
2014-06-03,126.059997558594,127.339996337891,125.699996948242,126.599998474121,410700,126.599998474121
2014-06-04,126.599998474121,128.190002441406,125.169998168945,127.139999389648,856200,127.139999389648
2014-06-05,127.23999786377,128.179992675781,126.540000915527,127.669998168945,357100,127.669998168945
2014-06-06,128.309997558594,131.020004272461,128.289993286133,130.970001220703,1009200,130.970001220703
2014-06-09,131,131.899993896484,129.850006103516,130.990005493164,658700,130.990005493164
2014-06-10,130.649993896484,131.690002441406,130.399993896484,130.600006103516,392000,130.600006103516
2014-06-11,129.970001220703,131.380004882812,129.529998779297,131.240005493164,321800,131.240005493164
2014-06-12,130.759994506836,132.639999389648,130.759994506836,131.770004272461,589100,131.770004272461
2014-06-13,131.580001831055,132.740005493164,131.300003051758,132.350006103516,510100,132.350006103516
2014-06-16,132.339996337891,134.020004272461,132.240005493164,133.119995117188,844600,133.119995117188
2014-06-17,132.820007324219,133.820007324219,132.440002441406,133.570007324219,387900,133.570007324219
2014-06-18,133.210006713867,133.910003662109,132.25,133.729995727539,323400,133.729995727539
2014-06-19,133.559997558594,133.740005493164,131.270004272461,131.529998779297,517000,131.529998779297
2014-06-20,132.399993896484,133.240005493164,131.300003051758,131.300003051758,1191700,131.300003051758
2014-06-23,131.449996948242,133.009994506836,131.429992675781,132.550003051758,844300,132.550003051758
2014-06-24,132.339996337891,133.639999389648,130.970001220703,131.100006103516,356000,131.100006103516
2014-06-25,130.619995117188,132.759994506836,130.210006713867,132.679992675781,487800,132.679992675781
2014-06-26,132.75,133.050003051758,130.869995117188,131.570007324219,344700,131.570007324219
2014-06-27,131.25,133.699996948242,131.25,133.660003662109,1120000,133.660003662109
2014-06-30,133.589996337891,133.800003051758,131.570007324219,131.800003051758,474500,131.800003051758
2014-07-01,132.020004272461,133.679992675781,130.639999389648,132.850006103516,790200,132.850006103516
2014-07-02,132.929992675781,133.419998168945,130.729995727539,130.990005493164,385000,130.990005493164
2014-07-03,131.300003051758,132.75,130.860000610352,132.690002441406,187900,132.690002441406
2014-07-07,131.470001220703,132.220001220703,130.820007324219,131.020004272461,405000,131.020004272461
2014-07-08,131.940002441406,132.169998168945,128.800003051758,129.710006713867,825200,129.710006713867
2014-07-09,129.710006713867,130.610000610352,128.350006103516,129.75,393900,129.75
2014-07-10,128.25,129.779998779297,125.050003051758,128.839996337891,524400,128.839996337891
2014-07-11,128.899993896484,130.449996948242,128.770004272461,129.679992675781,380000,129.679992675781
2014-07-14,130.899993896484,132.809997558594,130.770004272461,132.470001220703,467000,132.470001220703
2014-07-15,132.160003662109,133.360000610352,130.979995727539,132.240005493164,390000,132.240005493164
2014-07-16,132.850006103516,132.899993896484,131.169998168945,131.949996948242,294100,131.949996948242
2014-07-17,130.149993896484,131.600006103516,128.460006713867,128.639999389648,552300,128.639999389648
2014-07-18,128.710006713867,130.25,128.029998779297,129.550003051758,377100,129.550003051758
2014-07-21,129.550003051758,130.300003051758,128.699996948242,130.270004272461,437400,130.270004272461
2014-07-22,131,132.820007324219,130.419998168945,132.639999389648,290700,132.639999389648
2014-07-23,132.75,134.240005493164,131.979995727539,132.770004272461,335100,132.770004272461
2014-07-24,132.949996948242,133.639999389648,131.539993286133,132.479995727539,363700,132.479995727539
2014-07-25,131.539993286133,132.449996948242,131.179992675781,131.720001220703,249100,131.720001220703
2014-07-28,131.75,132.820007324219,130.779998779297,132.119995117188,420400,132.119995117188
2014-07-29,132.270004272461,136.630004882812,132.229995727539,134.240005493164,1112100,134.240005493164
2014-07-30,135.25,138.190002441406,134.550003051758,136.520004272461,748800,136.520004272461
2014-07-31,135.350006103516,136.020004272461,132.309997558594,132.789993286133,814600,132.789993286133
2014-08-01,131.259994506836,131.770004272461,125.029998779297,130.869995117188,1136800,130.869995117188
2014-08-04,131.199996948242,133.660003662109,130.449996948242,133.339996337891,608900,133.339996337891
2014-08-05,132.350006103516,133.889999389648,131.520004272461,132.190002441406,622700,132.190002441406
2014-08-06,130.949996948242,131.889999389648,129.919998168945,130.050003051758,542400,130.050003051758
2014-08-07,130.639999389648,131,129.559997558594,129.929992675781,630200,129.929992675781
2014-08-08,130.039993286133,131.440002441406,129.520004272461,131.080001831055,359200,131.080001831055
2014-08-11,131.820007324219,132.539993286133,130.940002441406,131.539993286133,298800,131.539993286133
2014-08-12,131.550003051758,132.020004272461,128.880004882812,129.440002441406,297600,129.440002441406
2014-08-13,134.990005493164,142.899993896484,133.350006103516,142.100006103516,2692100,142.100006103516
2014-08-14,142.470001220703,143.940002441406,141.559997558594,142.389999389648,1212600,142.389999389648
2014-08-15,143.600006103516,144.729995727539,142.5,144.460006713867,1270500,144.460006713867
2014-08-18,145.720001220703,147.460006713867,145,147.149993896484,846900,147.149993896484
2014-08-19,147.460006713867,148.679992675781,146.429992675781,148.600006103516,540800,148.600006103516
2014-08-20,147.880004882812,148.710006713867,147,148.539993286133,374200,148.539993286133
2014-08-21,148.710006713867,149.919998168945,147.710006713867,148.080001831055,643900,148.080001831055
2014-08-22,148,149.050003051758,146.880004882812,148.110000610352,333300,148.110000610352
2014-08-25,149.220001220703,149.380004882812,147.220001220703,147.860000610352,1190800,147.860000610352
2014-08-26,148.789993286133,149.149993896484,146.830001831055,147.139999389648,520200,147.139999389648
2014-08-27,146.729995727539,147.970001220703,144.979995727539,145,555200,145
2014-08-28,144.470001220703,144.589996337891,141.479995727539,142.770004272461,764200,142.770004272461
2014-08-29,143.550003051758,144.440002441406,142.380004882812,143.690002441406,489800,143.690002441406
2014-09-02,143.300003051758,144.800003051758,142.660003662109,144.179992675781,498600,144.179992675781
2014-09-03,143.919998168945,144.850006103516,141.729995727539,141.839996337891,467800,141.839996337891
2014-09-04,142,142.270004272461,139.509994506836,141.559997558594,728900,141.559997558594
2014-09-05,141.679992675781,142.619995117188,140.740005493164,142.240005493164,332600,142.240005493164
2014-09-08,142.289993286133,142.979995727539,140.270004272461,140.850006103516,354600,140.850006103516
2014-09-09,141.320007324219,141.320007324219,138.550003051758,139.679992675781,674100,139.679992675781
2014-09-10,139.800003051758,144.029998779297,138.270004272461,143.419998168945,712300,143.419998168945
2014-09-11,142.789993286133,143.610000610352,140.990005493164,141.610000610352,509500,141.610000610352
2014-09-12,141.789993286133,142.869995117188,141.059997558594,141.710006713867,583900,141.710006713867
2014-09-15,141.580001831055,142.149993896484,140.059997558594,141.25,458800,141.25
2014-09-16,140.419998168945,143.679992675781,140.070007324219,143.089996337891,517900,143.089996337891
2014-09-17,143.130004882812,145.350006103516,142.970001220703,144.699996948242,600400,144.699996948242
2014-09-18,144.910003662109,146.289993286133,144.300003051758,144.539993286133,513000,144.539993286133
2014-09-19,145.5,145.5,141.919998168945,142.050003051758,569800,142.050003051758
2014-09-22,141.919998168945,142.440002441406,137.539993286133,138.460006713867,674700,138.460006713867
2014-09-23,138.160003662109,139.300003051758,137.149993896484,138.25,885900,138.25
2014-09-24,138.380004882812,141.529998779297,138.380004882812,140.880004882812,582700,140.880004882812
2014-09-25,140.690002441406,141.009994506836,137.639999389648,137.979995727539,773400,137.979995727539
2014-09-26,137.990005493164,140.869995117188,137.990005493164,140.130004882812,545800,140.130004882812
2014-09-29,140.179992675781,142.100006103516,139.130004882812,141.860000610352,743400,141.860000610352
2014-09-30,142.669998168945,142.919998168945,141.240005493164,142.119995117188,911400,142.119995117188
2014-10-01,141.360000610352,141.360000610352,136.429992675781,139.100006103516,783600,139.100006103516
2014-10-02,138.240005493164,139.479995727539,135.449996948242,139,593200,139
2014-10-03,139.75,141.979995727539,139.350006103516,140.339996337891,289400,140.339996337891
2014-10-06,141.309997558594,141.600006103516,138.899993896484,138.960006713867,429700,138.960006713867
2014-10-07,138,138.029998779297,134.660003662109,135.5,891200,135.5
2014-10-08,135.610000610352,137.509994506836,133.5,137.199996948242,589700,137.199996948242
2014-10-09,137.029998779297,137.029998779297,132.559997558594,132.839996337891,661900,132.839996337891
2014-10-10,131.820007324219,132.5,128.820007324219,130.029998779297,947400,130.029998779297
2014-10-13,129.350006103516,130.020004272461,121.419998168945,123.440002441406,2388300,123.440002441406
2014-10-14,123.879997253418,126.51000213623,122.440002441406,124.889999389648,1287700,124.889999389648
2014-10-15,124.440002441406,130.460006713867,122.699996948242,130.130004882812,1003600,130.130004882812
2014-10-16,130.880004882812,132.330001831055,129.080001831055,131.419998168945,896600,131.419998168945
2014-10-17,132.839996337891,135.339996337891,132.160003662109,133.300003051758,563100,133.300003051758
2014-10-20,132.729995727539,134.539993286133,132.039993286133,133.110000610352,476800,133.110000610352
2014-10-21,133.869995117188,136.940002441406,132.630004882812,136.539993286133,576700,136.539993286133
2014-10-22,137.320007324219,137.550003051758,135.5,135.960006713867,887300,135.960006713867
2014-10-23,137.380004882812,138.800003051758,136.660003662109,138.470001220703,748100,138.470001220703
2014-10-24,138.119995117188,139.25,137.550003051758,139.100006103516,459600,139.100006103516
2014-10-27,139.160003662109,139.25,137.649993896484,138.550003051758,397600,138.550003051758
2014-10-28,138.559997558594,140.320007324219,138.210006713867,140.270004272461,550800,140.270004272461
2014-10-29,140.660003662109,141.210006713867,139,139.940002441406,615600,139.940002441406
2014-10-30,139.550003051758,143,139.050003051758,142.550003051758,1099000,142.550003051758
2014-10-31,144.839996337891,153.520004272461,144.839996337891,150.559997558594,2188600,150.559997558594
2014-11-03,151.949996948242,152.139999389648,149.660003662109,150.229995727539,728600,150.229995727539
2014-11-04,149.330001831055,149.940002441406,147.240005493164,148.529998779297,652300,148.529998779297
2014-11-05,150.449996948242,151.009994506836,147.869995117188,148.509994506836,506400,148.509994506836
2014-11-06,148.910003662109,150.690002441406,147.889999389648,150.470001220703,531400,150.470001220703
2014-11-07,150.710006713867,150.979995727539,148.949996948242,149.179992675781,615900,149.179992675781
2014-11-10,149.550003051758,150.179992675781,148.740005493164,149.899993896484,682500,149.899993896484
2014-11-11,150.110000610352,150.179992675781,147.850006103516,148.029998779297,524800,148.029998779297
2014-11-12,147.449996948242,148.080001831055,146.139999389648,147.399993896484,615200,147.399993896484
2014-11-13,147.75,149.320007324219,146.929992675781,147.660003662109,303800,147.660003662109
2014-11-14,148.089996337891,148.089996337891,146.460006713867,146.720001220703,290700,146.720001220703
2014-11-17,146.830001831055,149.070007324219,146.720001220703,147.75,590300,147.75
2014-11-18,147.520004272461,149.75,147.509994506836,148.309997558594,412400,148.309997558594
2014-11-19,147.899993896484,150.600006103516,146.449996948242,150.490005493164,666800,150.490005493164
2014-11-20,150.5,157.910003662109,148.830001831055,155.080001831055,1756700,155.080001831055
2014-11-21,158.160003662109,160.399993896484,155.339996337891,155.990005493164,1082200,155.990005493164
2014-11-24,156.960006713867,157.779998779297,155.839996337891,156.050003051758,451700,156.050003051758
2014-11-25,156.839996337891,157,154.419998168945,154.649993896484,458600,154.649993896484
2014-11-26,155.399993896484,156.039993286133,154.369995117188,155.210006713867,429700,155.210006713867
2014-11-28,155.470001220703,156.380004882812,151.5,151.889999389648,461700,151.889999389648
2014-12-01,151.350006103516,151.350006103516,142.399993896484,146.539993286133,1629700,146.539993286133
2014-12-02,147.139999389648,148.490005493164,145.729995727539,146.490005493164,704200,146.490005493164
2014-12-03,147.259994506836,149.529998779297,146.570007324219,149.270004272461,429600,149.270004272461
2014-12-04,148.979995727539,151.160003662109,148.979995727539,149.679992675781,434600,149.679992675781
2014-12-05,150.25,152.770004272461,150.020004272461,152.710006713867,826000,152.710006713867
2014-12-08,152.690002441406,153.869995117188,147.449996948242,148.110000610352,807100,148.110000610352
2014-12-09,145.699996948242,148.880004882812,145.699996948242,148.699996948242,430400,148.699996948242
2014-12-10,148.009994506836,148.289993286133,143.029998779297,143.899993896484,593900,143.899993896484
2014-12-11,143.559997558594,145.779998779297,142.729995727539,142.979995727539,485300,142.979995727539
2014-12-12,141.309997558594,141.550003051758,136.880004882812,138.330001831055,1260400,138.330001831055
2014-12-15,138.960006713867,139.809997558594,135.350006103516,138.479995727539,927100,138.479995727539
2014-12-16,136.820007324219,139.710006713867,136.039993286133,138.660003662109,969400,138.660003662109
2014-12-17,138.740005493164,148.399993896484,138.059997558594,148.059997558594,1368800,148.059997558594
2014-12-18,149.669998168945,151.869995117188,147.330001831055,148.550003051758,1729400,148.550003051758
2014-12-19,148.580001831055,149.460006713867,148.190002441406,148.869995117188,816000,148.869995117188
2014-12-22,147.630004882812,149.210006713867,146.919998168945,148.089996337891,570500,148.089996337891
2014-12-23,149.149993896484,150.550003051758,148.399993896484,150.100006103516,371500,150.100006103516
2014-12-24,150.100006103516,150.789993286133,149.169998168945,149.169998168945,180000,149.169998168945
2014-12-26,149.339996337891,150.210006713867,148.809997558594,149.179992675781,197400,149.179992675781
2014-12-29,149.179992675781,149.789993286133,148.529998779297,149.160003662109,266700,149.160003662109
2014-12-30,148.259994506836,149.479995727539,147.889999389648,148.960006713867,306100,148.960006713867
2014-12-31,149.5,150.369995117188,148.589996337891,148.710006713867,654300,148.710006713867
2015-01-02,149.039993286133,150.710006713867,148.779998779297,150.259994506836,1057400,150.259994506836
2015-01-05,150.279998779297,150.550003051758,143.610000610352,143.779998779297,985300,143.779998779297
2015-01-06,143.410003662109,144,138.630004882812,142.25,1150900,142.25
2015-01-07,143.360000610352,144.220001220703,141.869995117188,143.210006713867,290800,143.210006713867
2015-01-08,144.259994506836,146.320007324219,143.669998168945,146.119995117188,378600,146.119995117188
2015-01-09,146.520004272461,146.520004272461,143.300003051758,143.550003051758,433500,143.550003051758
2015-01-12,143.550003051758,144.320007324219,140.149993896484,141.410003662109,594000,141.410003662109
2015-01-13,142.470001220703,144.330001831055,140.089996337891,141.860000610352,517700,141.860000610352
2015-01-14,140.5,141.690002441406,138.550003051758,139.789993286133,585000,139.789993286133
2015-01-15,139.899993896484,141.020004272461,137.009994506836,137.679992675781,626700,137.679992675781
2015-01-16,137.259994506836,139.910003662109,136.279998779297,139.720001220703,517200,139.720001220703
2015-01-20,139.539993286133,139.699996948242,135.729995727539,137.020004272461,1948500,137.020004272461
2015-01-21,136.940002441406,139.009994506836,135.919998168945,137.399993896484,1820500,137.399993896484
2015-01-22,138,141.559997558594,136.919998168945,141.440002441406,1411800,141.440002441406
2015-01-23,141.550003051758,143.220001220703,141.149993896484,142.960006713867,389200,142.960006713867
2015-01-26,142.979995727539,143.630004882812,141.979995727539,143.119995117188,547500,143.119995117188
2015-01-27,140.789993286133,141.539993286133,139.820007324219,140.770004272461,586000,140.770004272461
2015-01-28,141.899993896484,142.699996948242,140.029998779297,140.289993286133,638300,140.289993286133
2015-01-29,139.919998168945,141.460006713867,138.289993286133,141.259994506836,653400,141.259994506836
2015-01-30,140.610000610352,141.970001220703,140.009994506836,140.5,943700,140.5
2015-02-02,141,143.089996337891,138.350006103516,143.059997558594,1033700,143.059997558594
2015-02-03,143.690002441406,145.800003051758,142.899993896484,145.149993896484,792200,145.149993896484
2015-02-04,144.509994506836,148.149993896484,144.029998779297,147.320007324219,733900,147.320007324219
