"Fecha","LRCX.Open","LRCX.High","LRCX.Low","LRCX.Close","LRCX.Volume","LRCX.Adjusted"
2013-11-01,54.4199981689453,54.4300003051758,53.060001373291,53.6199989318848,1620900,46.5894508361816
2013-11-04,53.2599983215332,53.9000015258789,52.8800010681152,53.7599983215332,1613700,46.7111053466797
2013-11-05,53.5900001525879,54.3800010681152,53.189998626709,54.1500015258789,1594200,47.0499725341797
2013-11-06,54.3199996948242,54.5,53.4700012207031,54.0800018310547,1149600,46.9891548156738
2013-11-07,53.939998626709,54.0800018310547,51.9900016784668,52.0900001525879,3196100,45.260066986084
2013-11-08,52.439998626709,53.0499992370605,52.0999984741211,52.8499984741211,1811200,45.9204177856445
2013-11-11,52.3300018310547,52.8499984741211,52,52.7200012207031,1256600,45.8074798583984
2013-11-12,52.6599998474121,52.7999992370605,52.0999984741211,52.3699989318848,1170700,45.503360748291
2013-11-13,52.1100006103516,52.5800018310547,51.8499984741211,52.3499984741211,1652600,45.4859848022461
2013-11-14,52.2099990844727,52.7999992370605,52.2099990844727,52.310001373291,1498800,45.4512214660645
2013-11-15,52.5299987792969,52.6800003051758,51.6800003051758,52.6100006103516,1640500,45.7118911743164
2013-11-18,52.7900009155273,52.8300018310547,51.3300018310547,51.5200004577637,1733800,44.7648124694824
2013-11-19,51.8699989318848,51.939998626709,50,50.2200012207031,3134600,43.6352577209473
2013-11-20,50.5200004577637,50.6599998474121,49.5400009155273,49.75,2009500,43.2268905639648
2013-11-21,49.7999992370605,51.2799987792969,49.7900009155273,50.8499984741211,2893500,44.1826591491699
2013-11-22,50.8600006103516,51.939998626709,50.8499984741211,51.5800018310547,1935800,44.8169403076172
2013-11-25,51.7999992370605,52.0099983215332,51.1399993896484,51.8899993896484,1647800,45.0862884521484
2013-11-26,52,52.7200012207031,51.7700004577637,52.5200004577637,1739200,45.6336898803711
2013-11-27,52.5200004577637,52.5400009155273,51.810001373291,52.2099990844727,1371700,45.364330291748
2013-11-29,52.2299995422363,52.5299987792969,52.0499992370605,52.1100006103516,337300,45.2774467468262
2013-12-02,51.9799995422363,52.0299987792969,51.3800010681152,51.4900016784668,989700,44.7387428283691
2013-12-03,51.5099983215332,52.8499984741211,51.2700004577637,52.7799987792969,2457000,45.8595962524414
2013-12-04,52.4199981689453,52.7400016784668,50.9500007629395,51.25,3475000,44.5302124023438
2013-12-05,51.3600006103516,51.4900016784668,50.7299995422363,50.8499984741211,1505000,44.1826591491699
2013-12-06,51.3499984741211,51.6599998474121,50.8899993896484,51.1599998474121,1565900,44.4520111083984
2013-12-09,51.4199981689453,51.9099998474121,51.1199989318848,51.6599998474121,1844600,44.8864555358887
2013-12-10,51.5099983215332,51.9000015258789,51.1100006103516,51.5900001525879,1096700,44.8256187438965
2013-12-11,51.5299987792969,51.8300018310547,51.1399993896484,51.25,1180200,44.5302124023438
2013-12-12,51.0900001525879,51.2299995422363,50.7099990844727,50.810001373291,1520700,44.1479072570801
2013-12-13,51.0099983215332,51.439998626709,50.75,51.0699996948242,1105800,44.3738136291504
2013-12-16,51.2700004577637,51.7400016784668,51.1399993896484,51.2400016784668,832400,44.5215263366699
2013-12-17,51.1699981689453,52.4700012207031,51.060001373291,52.1800003051758,1722500,45.3382720947266
2013-12-18,52.3699989318848,53.1100006103516,51.6300010681152,53.0999984741211,1657500,46.137638092041
2013-12-19,52.8499984741211,53.189998626709,52.2400016784668,53.0200004577637,1506800,46.0681343078613
2013-12-20,53.0400009155273,54.2599983215332,52.8300018310547,53.9000015258789,2481500,46.8327522277832
2013-12-23,54.1500015258789,54.5900001525879,54.1500015258789,54.4000015258789,1121500,47.2671890258789
2013-12-24,54.3800010681152,54.6300010681152,54.1500015258789,54.4000015258789,639400,47.2671890258789
2013-12-26,54.6399993896484,54.6699981689453,54.2099990844727,54.3199996948242,712100,47.1976699829102
2013-12-27,54.3499984741211,54.6399993896484,53.9199981689453,54.1800003051758,1057200,47.0760383605957
2013-12-30,54.060001373291,54.7400016784668,54.060001373291,54.439998626709,866000,47.301944732666
2013-12-31,54.5999984741211,54.7400016784668,54.0800018310547,54.4500007629395,727600,47.3106307983398
2014-01-02,54.0400009155273,54.3300018310547,53.689998626709,53.9500007629395,1052900,46.8761901855469
2014-01-03,54.0299987792969,54.2799987792969,53.6500015258789,53.939998626709,891900,46.8674926757812
2014-01-06,53.7999992370605,53.9000015258789,53.0800018310547,53.25,1121600,46.2679786682129
2014-01-07,53.3800010681152,54.2200012207031,53.060001373291,53.9099998474121,1348300,46.8414535522461
2014-01-08,53.9199981689453,54.4000015258789,53.6100006103516,54.1800003051758,1283900,47.0760383605957
2014-01-09,54.0299987792969,54.8499984741211,54.0099983215332,54.2000007629395,1260800,47.0934104919434
2014-01-10,54.4300003051758,54.9900016784668,54.2700004577637,54.8800010681152,1139400,47.6842575073242
2014-01-13,54.6800003051758,55.3699989318848,54.3400001525879,54.5800018310547,1953200,47.4235763549805
2014-01-14,54.7000007629395,56,54.7000007629395,55.8899993896484,2624900,48.5618171691895
2014-01-15,55.8199996948242,56.5200004577637,55.560001373291,55.9500007629395,2305300,48.6139640808105
2014-01-16,55.9500007629395,56.2099990844727,54.8699989318848,54.9000015258789,2002700,47.7016372680664
2014-01-17,54.8499984741211,55.0999984741211,54.0499992370605,54.2299995422363,1843000,47.1194839477539
2014-01-21,54.7999992370605,54.9900016784668,54.0499992370605,54.4500007629395,1212100,47.3106307983398
2014-01-22,54.9900016784668,55.5,54.5499992370605,55.3800010681152,2330200,48.1186981201172
2014-01-23,55.2599983215332,55.2999992370605,53.9599990844727,54.0400009155273,2839800,46.9543838500977
2014-01-24,53.4500007629395,53.4500007629395,51.2599983215332,51.2700004577637,4529500,44.5475921630859
2014-01-27,51.3199996948242,51.5,50.3300018310547,50.9599990844727,3196900,44.2782287597656
2014-01-28,51.0699996948242,51.4199981689453,50.6800003051758,51.2200012207031,3070100,44.504150390625
2014-01-29,51.0099983215332,51.5800018310547,50.7099990844727,51.25,3340000,44.5302124023438
2014-01-30,52.7999992370605,52.9000015258789,50.1699981689453,51.2599983215332,5245700,44.5388984680176
2014-01-31,50.3699989318848,51.1300010681152,50.3699989318848,50.6100006103516,3127200,43.97412109375
2014-02-03,49.8499984741211,50.0299987792969,48.4500007629395,48.5800018310547,4447300,42.2102928161621
2014-02-04,49,49.4599990844727,48.5800018310547,49.4599990844727,2821900,42.974910736084
2014-02-05,49.3600006103516,50.2999992370605,48.9599990844727,49.9500007629395,2417300,43.4006576538086
2014-02-06,50.1500015258789,51.2099990844727,50.0099983215332,51.0499992370605,3855600,44.3564338684082
2014-02-07,51.2999992370605,51.9300003051758,50.7000007629395,51.8499984741211,2700600,45.0515403747559
2014-02-10,51.7000007629395,52.0099983215332,51.2700004577637,51.5999984741211,1567900,44.8343315124512
2014-02-11,51.7900009155273,52.9700012207031,51.5299987792969,52.6399993896484,2464100,45.7379493713379
2014-02-12,52.75,53.0699996948242,52.4500007629395,52.6699981689453,1522100,45.7640151977539
2014-02-13,51.7400016784668,52.060001373291,50.3499984741211,51.9099998474121,3333900,45.1036720275879
2014-02-14,52.0200004577637,52.5900001525879,51.3199996948242,52.4799995422363,2482000,45.5989418029785
2014-02-18,52.6599998474121,52.689998626709,51.0699996948242,51.7599983215332,1928500,44.9733543395996
2014-02-19,51.6399993896484,52.1800003051758,51.560001373291,51.9900016784668,2090700,45.1731796264648
2014-02-20,52.0999984741211,52.5800018310547,51.6800003051758,52.3499984741211,1425600,45.4859848022461
2014-02-21,52.4300003051758,52.5800018310547,52.1100006103516,52.2700004577637,2393200,45.4164695739746
2014-02-24,52.3499984741211,52.9599990844727,52.3499984741211,52.6199989318848,1423900,45.7205772399902
2014-02-25,52.689998626709,52.7700004577637,51.810001373291,52.560001373291,1693700,45.6684417724609
2014-02-26,52.5800018310547,53.4700012207031,52.5299987792969,52.6300010681152,1722400,45.7292671203613
2014-02-27,52.5200004577637,52.5200004577637,51.5200004577637,51.8300018310547,1619600,45.0341567993164
2014-02-28,51.9799995422363,52.25,51.25,51.7299995422363,2284300,44.9472732543945
2014-03-03,51.3300018310547,51.3800010681152,50.5,51.1199989318848,1383900,44.4172630310059
2014-03-04,51.7299995422363,51.7400016784668,50.810001373291,50.9599990844727,2847600,44.2782287597656
2014-03-05,50.8400001525879,52.1100006103516,50.75,52.0299987792969,2855300,45.2079391479492
2014-03-06,52.0099983215332,53.5200004577637,51.8499984741211,53.3499984741211,3119400,46.3548698425293
2014-03-07,53.560001373291,53.9199981689453,53.1699981689453,53.3499984741211,1803500,46.3548698425293
2014-03-10,53.3699989318848,53.5,52.8400001525879,53.0800018310547,1671100,46.1202697753906
2014-03-11,53.2900009155273,53.6199989318848,52.7000007629395,52.939998626709,1641000,45.9986152648926
2014-03-12,52.5900001525879,53.7000007629395,52.1399993896484,53.6500015258789,1535700,46.6155166625977
2014-03-13,53.7599983215332,54.1599998474121,52.4000015258789,52.9300003051758,1878800,45.9899253845215
2014-03-14,52.9900016784668,53.0900001525879,52.5,52.5999984741211,1916100,45.7032012939453
2014-03-17,53.0200004577637,53.5900001525879,53.0200004577637,53.2700004577637,1279800,46.2853393554688
2014-03-18,53.2999992370605,54.8499984741211,53.2000007629395,54.8300018310547,1759300,47.6408042907715
2014-03-19,54.8300018310547,55.2400016784668,54.0299987792969,54.4900016784668,1554000,47.3453941345215
2014-03-20,54.5,56.4500007629395,54.1300010681152,56.4300003051758,2404000,49.0310249328613
2014-03-21,56.9000015258789,56.9000015258789,55.9900016784668,56.3699989318848,2960900,48.978889465332
2014-03-24,56.7099990844727,56.8899993896484,55.5400009155273,56.4000015258789,1888700,49.004955291748
2014-03-25,56.6300010681152,57.1599998474121,56.2799987792969,56.5900001525879,1834300,49.1700439453125
2014-03-26,56.9799995422363,57.1300010681152,55.0999984741211,55.1500015258789,2323400,47.9188423156738
2014-03-27,55.1100006103516,55.3899993896484,54.2999992370605,54.4599990844727,1475200,47.3193283081055
2014-03-28,54.6300010681152,55.439998626709,54.3400001525879,54.4900016784668,2211100,47.3453941345215
2014-03-31,55.0299987792969,55.3300018310547,54.7000007629395,55,1327000,47.7885093688965
2014-04-01,55.1300010681152,55.7299995422363,54.7900009155273,55.6199989318848,1327500,48.3272171020508
2014-04-02,55.7599983215332,57.0800018310547,55.439998626709,56.9700012207031,2842300,49.5002174377441
2014-04-03,57.0499992370605,58.939998626709,57,57.6800003051758,3738600,50.1171188354492
2014-04-04,58,58.0999984741211,55.689998626709,56,1889200,48.6574020385742
2014-04-07,55.8199996948242,56.1500015258789,54.3400001525879,54.8300018310547,1514300,47.6408042907715
2014-04-08,55.0499992370605,55.25,54.0099983215332,54.5099983215332,1773700,47.3627777099609
2014-04-09,54.810001373291,56.0200004577637,54.4599990844727,56,2270500,48.6574020385742
2014-04-10,55.9300003051758,56.060001373291,52.9300003051758,53.0699996948242,3694600,46.1115798950195
2014-04-11,52.8899993896484,53.8600006103516,52.5,52.6300010681152,2456800,45.7292671203613
2014-04-14,53.2400016784668,53.6500015258789,52.1100006103516,52.6399993896484,1659400,45.7379493713379
2014-04-15,52.7599983215332,53,51.0499992370605,52.3699989318848,2931300,45.503360748291
2014-04-16,51.1599998474121,52.1800003051758,50.5400009155273,52.1100006103516,3532300,45.2774467468262
2014-04-17,52.1699981689453,53.0200004577637,52.060001373291,52.7400016784668,2245700,45.8248329162598
2014-04-21,53.0200004577637,53.1399993896484,52.0499992370605,52.7700004577637,1771400,45.8509140014648
2014-04-22,52.6399993896484,53.7599983215332,52.4000015258789,53.0499992370605,2722500,46.0941925048828
