"Fecha","DLR.Open","DLR.High","DLR.Low","DLR.Close","DLR.Volume","DLR.Adjusted"
2013-11-01,48,48.5699996948242,47.560001373291,48.5,2271200,32.4401054382324
2013-11-04,48.1599998474121,48.4199981689453,47.2999992370605,47.9000015258789,2146900,32.0387840270996
2013-11-05,47.9799995422363,48.2000007629395,47.5499992370605,47.9099998474121,2255600,32.045467376709
2013-11-06,47.8800010681152,48.0800018310547,47.1199989318848,47.25,2126800,31.6040134429932
2013-11-07,47.2599983215332,47.4300003051758,46.1199989318848,46.6300010681152,2771500,31.1893196105957
2013-11-08,46.5099983215332,46.7000007629395,45.2200012207031,45.810001373291,2036100,30.6408500671387
2013-11-11,45.6199989318848,46.5299987792969,45.310001373291,46.4000015258789,1195100,31.0354766845703
2013-11-12,46.1300010681152,46.6199989318848,45.7700004577637,46.3800010681152,1759300,31.0221042633057
2013-11-13,46.2400016784668,46.8199996948242,45.7000007629395,46.2900009155273,3913200,30.9619045257568
2013-11-14,46.7700004577637,47.4700012207031,46.25,47.1199989318848,1803800,31.5170555114746
2013-11-15,47.0699996948242,48.0499992370605,46.7999992370605,47.9700012207031,2173300,32.0856018066406
2013-11-18,47.9700012207031,48.5699996948242,47.7799987792969,48.1699981689453,1907300,32.2193794250488
2013-11-19,48.3199996948242,48.3199996948242,47.0999984741211,47.2999992370605,1438200,31.6374454498291
2013-11-20,47.2599983215332,47.7599983215332,46.7799987792969,47.0299987792969,1249100,31.4568672180176
2013-11-21,47.1199989318848,47.7400016784668,46.7799987792969,47.5400009155273,1238800,31.7979907989502
2013-11-22,47.4900016784668,47.689998626709,46.5,46.9199981689453,1198600,31.3832759857178
2013-11-25,46.7099990844727,47.189998626709,46.2799987792969,46.6699981689453,1166200,31.2160625457764
2013-11-26,46.7799987792969,46.8899993896484,46.3300018310547,46.560001373291,1485200,31.1424961090088
2013-11-27,46.7799987792969,47.25,46.6100006103516,47.2299995422363,1006100,31.590633392334
2013-11-29,47.5,47.6500015258789,47.1100006103516,47.2400016784668,877500,31.5973300933838
2013-12-02,47.0800018310547,47.1699981689453,45.4199981689453,45.9300003051758,1419900,30.7211112976074
2013-12-03,44.9799995422363,44.9900016784668,43.0400009155273,44.5299987792969,4793800,29.7846908569336
2013-12-04,44.1199989318848,45.9000015258789,43.9099998474121,45,2271400,30.0990581512451
2013-12-05,45,46.6500015258789,44.939998626709,46.2900009155273,2677200,30.9619045257568
2013-12-06,46.5900001525879,46.9199981689453,45.810001373291,46.0099983215332,1507100,30.7746200561523
2013-12-09,45.9300003051758,46.0800018310547,45.4599990844727,45.6300010681152,1475000,30.5204467773438
2013-12-10,45.5999984741211,47.0999984741211,45.5,46.7400016784668,1818200,31.2628898620605
2013-12-11,46,46.2599983215332,45.1500015258789,45.4799995422363,1712900,30.9363803863525
2013-12-12,45.3400001525879,45.3899993896484,44.3699989318848,44.6199989318848,1606800,30.351390838623
2013-12-13,44.7700004577637,45.5099983215332,44.4099998474121,44.6399993896484,1317900,30.3649921417236
2013-12-16,44.5,45.0400009155273,44.4199981689453,44.8899993896484,1732100,30.5350589752197
2013-12-17,44.8600006103516,46.3199996948242,44.7599983215332,46.1599998474121,1608400,31.3989410400391
2013-12-18,45.8800010681152,46.7099990844727,45.4599990844727,46.4900016784668,1577400,31.6234092712402
2013-12-19,46.2400016784668,46.4000015258789,45.5699996948242,46.2900009155273,1159700,31.4873638153076
2013-12-20,45.8899993896484,47.4099998474121,45.8899993896484,47.4099998474121,1642000,32.249210357666
2013-12-23,47.5,48.5499992370605,47.4199981689453,48.5,2032200,32.9906539916992
2013-12-24,48.3800010681152,49.1599998474121,48.1300010681152,49.0999984741211,1132800,33.3987808227539
2013-12-26,49.2599983215332,49.7999992370605,48.7700004577637,49.0999984741211,1114200,33.3987808227539
2013-12-27,49,49.189998626709,48.7599983215332,49.0999984741211,1156100,33.3987808227539
2013-12-30,48.8800010681152,49.5,48.8800010681152,48.9599990844727,1296500,33.3035507202148
2013-12-31,48.75,49.4199981689453,48.7000007629395,49.1199989318848,1259300,33.4123954772949
2014-01-02,49.6300010681152,50.8300018310547,49.2999992370605,49.4700012207031,2584000,33.6504669189453
2014-01-03,49.8199996948242,50.2599983215332,49.1500015258789,49.8300018310547,1215000,33.895336151123
2014-01-06,50.5099983215332,50.6399993896484,49.5299987792969,49.7299995422363,1147000,33.8273162841797
2014-01-07,50.2999992370605,50.75,49.7900009155273,49.8600006103516,2426200,33.9157447814941
2014-01-08,49.7799987792969,50.0699996948242,49,49.4799995422363,1603200,33.6572723388672
2014-01-09,49.7599983215332,50.2299995422363,49.0999984741211,49.7000007629395,894000,33.8069114685059
2014-01-10,50.0299987792969,50.4700012207031,49.7200012207031,50,1846500,34.0109825134277
2014-01-13,50.1699981689453,50.8800010681152,49.9500007629395,50.2099990844727,1421500,34.1538276672363
2014-01-14,50.6500015258789,51.310001373291,50.3699989318848,51.2000007629395,1641800,34.8272552490234
2014-01-15,51.2299995422363,52.8699989318848,51.2299995422363,52.5099983215332,2190000,35.7183303833008
2014-01-16,52.6399993896484,53.1199989318848,52.4599990844727,52.8300018310547,2754300,35.9359970092773
2014-01-17,52.689998626709,53,51.3199996948242,51.7700004577637,1410800,35.214973449707
2014-01-21,52.1500015258789,53.1399993896484,52.1199989318848,53.0299987792969,2377500,36.0720329284668
2014-01-22,53.1199989318848,53.2200012207031,51.5699996948242,52.2599983215332,1763700,35.5482749938965
2014-01-23,52.2400016784668,52.5499992370605,51.9799995422363,52.4500007629395,1249900,35.6775207519531
2014-01-24,52.3499984741211,52.7700004577637,51.9099998474121,52.3499984741211,2246800,35.609489440918
2014-01-27,52.4000015258789,52.5299987792969,51.5,51.5099983215332,1266300,35.0381088256836
2014-01-28,51.5,52.8600006103516,51.3800010681152,52.1199989318848,1134500,35.4530410766602
2014-01-29,49.8899993896484,51.2400016784668,49.1800003051758,50.2999992370605,3014600,34.2150344848633
2014-01-30,50.8600006103516,50.9500007629395,49.9000015258789,49.9500007629395,1859100,33.9769706726074
2014-01-31,49.5400009155273,51.189998626709,49.3300018310547,50.9900016784668,1756800,34.6843910217285
2014-02-03,51.060001373291,51.0800018310547,49.9799995422363,50.1100006103516,1491600,34.0858001708984
2014-02-04,50.2599983215332,51.9099998474121,50.2599983215332,51.8499984741211,1215600,35.2693901062012
2014-02-05,52,52.060001373291,51.4199981689453,51.9300003051758,936000,35.3237991333008
2014-02-06,51.9099998474121,52.189998626709,50.8499984741211,51.4500007629395,1343100,34.9972953796387
2014-02-07,51.4799995422363,52.189998626709,51.2400016784668,51.8600006103516,1448000,35.276195526123
2014-02-10,52.0400009155273,52.9900016784668,51.4599990844727,52.8600006103516,997700,35.9564170837402
2014-02-11,52.5999984741211,52.7999992370605,51.6399993896484,52.1100006103516,1075700,35.4462394714355
2014-02-12,52.5,52.9099998474121,52.1199989318848,52.9099998474121,1068700,35.990421295166
2014-02-13,52.939998626709,53.9500007629395,52.7999992370605,53.5699996948242,1234700,36.4393539428711
2014-02-14,53.4099998474121,53.7000007629395,53.1199989318848,53.3899993896484,659500,36.3169212341309
2014-02-18,53.5999984741211,53.7799987792969,53.2799987792969,53.5200004577637,1169500,36.4053497314453
2014-02-19,53.439998626709,53.560001373291,52.4099998474121,52.6399993896484,1555700,35.8067512512207
2014-02-20,52.6199989318848,53.0400009155273,51.7900009155273,52.0900001525879,1665500,35.4326362609863
