"Fecha","FTV.Open","FTV.High","FTV.Low","FTV.Close","FTV.Volume","FTV.Adjusted"
2016-07-08,40.1338920593262,42.3514633178711,39.7740592956543,42.0083694458008,5070983,40.7778472900391
2016-07-11,41.1799163818359,42.8702926635742,40.9874496459961,42.7782440185547,7220549,41.5251655578613
2016-07-12,42.6778221130371,42.7280311584473,42.0585784912109,42.3179931640625,6635716,41.0783958435059
2016-07-13,42.3179931640625,42.7615051269531,41.6987457275391,42.3598327636719,5813317,41.1189918518066
2016-07-14,42.1171531677246,43.2970695495605,41.7991638183594,43.1548118591309,4160512,41.890697479248
2016-07-15,43.3305435180664,43.4393310546875,42.3514633178711,42.8702926635742,4409311,41.6145210266113
2016-07-18,42.4853553771973,43.1631813049316,42.2677803039551,42.9205017089844,1861213,41.6632690429688
2016-07-19,42.711296081543,43.1464424133301,42.2092056274414,43.1380767822266,2335867,41.8744659423828
2016-07-20,43.3807525634766,43.4477005004883,41.8493728637695,42.1255226135254,4005282,40.8915634155273
2016-07-21,42.1757316589355,42.3598327636719,41.8326377868652,42.0418395996094,3620731,40.8103294372559
2016-07-22,41.8410034179688,42.083683013916,41.2468605041504,41.3389129638672,2928467,40.1279907226562
2016-07-25,41.1882858276367,41.3807525634766,40.0502090454102,40.9874496459961,3638536,39.7868232727051
2016-07-26,40.6359825134277,41.3556480407715,40.4016723632812,41.2384948730469,1877823,40.0305099487305
2016-07-27,41.0711288452148,41.4225921630859,40.7656898498535,40.9372367858887,1946177,39.7380905151367
2016-08-03,39.7489547729492,41.4058570861816,39.6234321594238,41.2384948730469,5628331,40.0305099487305
2016-08-04,41.4979095458984,41.9330558776855,41.4058570861816,41.8661079406738,3640926,40.6397476196289
2016-08-05,42.0585784912109,42.6610870361328,42.0585784912109,42.326358795166,3185751,41.0865173339844
2016-08-08,42.3682022094727,42.5690383911133,41.7907943725586,41.8828468322754,2529218,40.6559906005859
2016-08-09,40.7782440185547,42.2845191955566,40.5196647644043,42.2259407043457,1288091,40.9890327453613
2016-08-10,42.2343101501465,42.5104598999023,41.9246864318848,42.2175712585449,1412968,40.9809226989746
2016-08-11,42.4518814086914,44.1087875366211,42.4267768859863,43.9748954772949,2381277,42.6867599487305
2016-08-12,43.5146446228027,44.2426795959473,43.3472785949707,44.1087875366211,1538921,42.8167304992676
2016-08-15,44.3096237182617,44.9958152770996,44.2343101501465,44.9037666320801,1742191,43.5884170532227
2016-08-16,44.8368186950684,45.1464424133301,44.5774078369141,44.8117141723633,1197749,43.4990615844727
2016-08-17,44.9121322631836,44.9623413085938,44.6359825134277,44.6945610046387,1233360,43.3853530883789
2016-08-18,44.5355644226074,44.7866096496582,44.2928886413574,44.4853553771973,1045267,43.1822700500488
2016-08-19,44.3096237182617,44.3096237182617,43.2719688415527,43.4477005004883,1429340,42.1750144958496
2016-08-22,43.4477005004883,43.5481185913086,42.7447700500488,42.8953971862793,1292632,41.6388854980469
2016-08-23,42.9790802001953,43.5983276367188,42.794979095459,43.4309616088867,3003752,42.1587524414062
2016-08-24,42.8953971862793,43.3305435180664,42.3464431762695,42.9874496459961,827896,41.7845993041992
2016-08-25,42.8284530639648,43.4225921630859,42.6610870361328,43.1966514587402,1654956,41.9879455566406
2016-08-26,43.2133903503418,43.7991638183594,43.121337890625,43.4058570861816,1120432,42.191291809082
2016-08-29,43.3305435180664,44.1757316589355,43.1464424133301,43.8577423095703,1248536,42.6305351257324
2016-08-30,43.673641204834,44.7447700500488,43.673641204834,44.0251045227051,1137760,42.7932167053223
2016-08-31,43.9079513549805,44.2008361816406,43.5146446228027,44.0753135681152,1976052,42.8420257568359
2016-09-01,44.3179931640625,44.4435157775879,43.6317977905273,44.0418395996094,1146483,42.8094825744629
2016-09-02,44.3682022094727,44.7447700500488,44.1924705505371,44.6694564819336,1004756,43.4195404052734
2016-09-06,44.7698745727539,44.8117141723633,43.7573204040527,44.1255226135254,1546091,42.8908233642578
2016-09-07,43.8744773864746,44.4518814086914,43.531379699707,44.3012542724609,2083124,43.061653137207
2016-09-08,44.083683013916,44.3179931640625,43.7405853271484,43.7907943725586,1311871,42.5654640197754
2016-09-09,43.3221778869629,43.5230140686035,42.3012542724609,42.3012542724609,2593987,41.1175994873047
2016-09-12,41.8577423095703,43.0460243225098,41.7238502502441,42.8535575866699,2225568,41.6544532775879
2016-09-13,42.5606689453125,43.0125503540039,41.8158988952637,41.8744773864746,1920485,40.702766418457
2016-09-14,41.8828468322754,42.2594146728516,41.5397491455078,41.8577423095703,1376999,40.6865081787109
