"Fecha","EXR.Open","EXR.High","EXR.Low","EXR.Close","EXR.Volume","EXR.Adjusted"
2013-11-01,46.25,46.4300003051758,45.8400001525879,46.1199989318848,740100,32.4884300231934
2013-11-04,46.3199996948242,46.7999992370605,46.0800018310547,46.7400016784668,696200,32.925178527832
2013-11-05,45.6300010681152,45.7900009155273,45.2599983215332,45.2999992370605,3566300,31.9107875823975
2013-11-06,45.5800018310547,45.7000007629395,44.9900016784668,45.0800018310547,960700,31.7558193206787
2013-11-07,45.2799987792969,45.2799987792969,43.5900001525879,43.6399993896484,1255300,30.74143409729
2013-11-08,43.5,43.6100006103516,42.2799987792969,42.560001373291,1903300,29.9806499481201
2013-11-11,42.5699996948242,42.9599990844727,42.5200004577637,42.7999992370605,940000,30.1497135162354
2013-11-12,42.7999992370605,42.8499984741211,42.3699989318848,42.7299995422363,655300,30.1003875732422
2013-11-13,42.560001373291,42.9900016784668,42.4000015258789,42.9799995422363,602900,30.2765045166016
2013-11-14,43.1100006103516,43.5900001525879,42.9900016784668,43.0499992370605,589500,30.3258075714111
2013-11-15,43.0499992370605,43.1599998474121,42.3600006103516,42.8699989318848,1166800,30.199010848999
2013-11-18,42.8300018310547,42.8400001525879,41.7999992370605,41.9700012207031,1439300,29.5650310516357
2013-11-19,42.0099983215332,42.0299987792969,40.7400016784668,40.8899993896484,1873400,28.8042392730713
2013-11-20,41.0499992370605,41.3800010681152,40.6699981689453,40.7700004577637,1696900,28.7197189331055
2013-11-21,41.0200004577637,41.3199996948242,40.689998626709,41.2200012207031,709700,29.0367012023926
2013-11-22,41.2299995422363,41.8300018310547,40.8800010681152,41.810001373291,856300,29.4523220062256
2013-11-25,42.0099983215332,42.5099983215332,41.9099998474121,41.9799995422363,1457700,29.5720691680908
2013-11-26,42.0900001525879,42.2599983215332,41.5200004577637,41.5800018310547,1218600,29.2903137207031
2013-11-27,41.6800003051758,42.2999992370605,41.5499992370605,42.25,682300,29.762264251709
2013-11-29,42.3899993896484,42.7900009155273,41.8199996948242,41.9199981689453,516400,29.529806137085
2013-12-02,42.0699996948242,42.1800003051758,41.5800018310547,41.8300018310547,674900,29.4664096832275
2013-12-03,42.4099998474121,42.4900016784668,41.6599998474121,41.810001373291,960900,29.4523220062256
2013-12-04,41.6699981689453,41.810001373291,41.3199996948242,41.6100006103516,676300,29.3114356994629
2013-12-05,41.6800003051758,42.2799987792969,41.4099998474121,42.1199989318848,797000,29.6706962585449
2013-12-06,42.5699996948242,42.75,42.060001373291,42.4599990844727,857100,29.9102039337158
2013-12-09,42.3699989318848,42.7299995422363,42.0400009155273,42.3699989318848,399900,29.8467960357666
2013-12-10,42.2099990844727,42.6500015258789,42.0499992370605,42.0999984741211,691600,29.6566047668457
2013-12-11,41.8400001525879,41.8400001525879,40.6800003051758,40.7299995422363,618800,28.9667549133301
2013-12-12,40.6399993896484,40.8300018310547,40.3800010681152,40.4199981689453,659900,28.7462863922119
2013-12-13,40.5800018310547,41.25,40.3199996948242,40.4900016784668,741900,28.7960662841797
2013-12-16,40.7400016784668,40.939998626709,40.4199981689453,40.7599983215332,855500,28.9880790710449
2013-12-17,41.25,41.560001373291,41.0400009155273,41.0999984741211,1033400,29.2298927307129
2013-12-18,41.0699996948242,41.8499984741211,40.5400009155273,41.8199996948242,2151300,29.7419528961182
2013-12-19,41.7999992370605,42.1100006103516,41.4900016784668,42.0499992370605,1341200,29.905517578125
2013-12-20,42.5699996948242,42.6500015258789,41.7299995422363,42.6300010681152,1903600,30.3180179595947
2013-12-23,42.689998626709,42.7799987792969,42.2400016784668,42.2799987792969,578500,30.0690975189209
2013-12-24,42.2299995422363,42.5099983215332,42.0699996948242,42.1800003051758,221200,29.9979629516602
2013-12-26,42.2799987792969,42.439998626709,41.8899993896484,42.0299987792969,346300,29.8912944793701
2013-12-27,42.1800003051758,42.2900009155273,41.75,41.9700012207031,294100,29.8486328125
2013-12-30,42.1800003051758,42.5,41.8699989318848,42.310001373291,708900,30.090425491333
2013-12-31,42.2099990844727,42.4000015258789,42,42.1300010681152,746600,29.96240234375
2014-01-02,42.0900001525879,42.1500015258789,41.4799995422363,41.7900009155273,491100,29.7206153869629
2014-01-03,41.7700004577637,42.189998626709,41.5499992370605,42.0900001525879,604400,29.933967590332
2014-01-06,42.0800018310547,42.310001373291,41.7999992370605,42.2700004577637,759200,30.0619888305664
2014-01-07,42.2799987792969,42.4900016784668,41.8499984741211,42.1399993896484,620300,29.9695281982422
2014-01-08,42.1100006103516,42.2299995422363,41.6599998474121,41.9700012207031,693000,29.8486328125
2014-01-09,42.1399993896484,42.5400009155273,41.9900016784668,42.4900016784668,742100,30.218448638916
2014-01-10,42.75,43.5800018310547,42.3400001525879,43.5699996948242,955800,30.9865322113037
2014-01-13,43.5400009155273,43.6800003051758,43.2000007629395,43.2999992370605,827500,30.794506072998
2014-01-14,43.4000015258789,43.9900016784668,43.3199996948242,43.9700012207031,627400,31.2710094451904
2014-01-15,44.6599998474121,44.810001373291,44.3499984741211,44.6500015258789,1243800,31.7546272277832
2014-01-16,44.5400009155273,44.689998626709,44.2200012207031,44.3800010681152,542800,31.5625991821289
2014-01-17,44.2700004577637,44.3699989318848,43.9599990844727,43.9799995422363,732500,31.2781181335449
2014-01-21,44.25,44.5699996948242,43.8400001525879,44.1199989318848,1136400,31.3776874542236
2014-01-22,44.2799987792969,44.4599990844727,43.8800010681152,43.9099998474121,381600,31.228343963623
2014-01-23,43.5999984741211,44.1599998474121,43.5099983215332,44.0299987792969,715800,31.3136672973633
2014-01-24,43.6599998474121,43.8499984741211,43.3300018310547,43.5999984741211,734300,31.0078639984131
2014-01-27,43.7000007629395,43.9799995422363,43.5299987792969,43.6500015258789,758500,31.0434303283691
2014-01-28,43.8199996948242,44.7000007629395,43.8199996948242,44.6500015258789,960200,31.7546272277832
2014-01-29,44.439998626709,44.7000007629395,44.3400001525879,44.6399993896484,927800,31.7475070953369
2014-01-30,44.8499984741211,45.4199981689453,44.8499984741211,45.3499984741211,787600,32.2524528503418
2014-01-31,44.8400001525879,45.8899993896484,44.7400016784668,45.6599998474121,1040200,32.4729080200195
2014-02-03,45.689998626709,45.8300018310547,44.310001373291,44.3899993896484,1366300,31.5697059631348
2014-02-04,44.4300003051758,45.6699981689453,44.310001373291,45.3800010681152,1662200,32.2737884521484
2014-02-05,45.2999992370605,45.439998626709,44.9799995422363,45.2900009155273,591200,32.2097816467285
2014-02-06,45.3699989318848,45.8600006103516,45.1599998474121,45.5900001525879,564100,32.4231376647949
2014-02-07,45.8499984741211,46.060001373291,45.5,46.0200004577637,742500,32.7289505004883
2014-02-10,46.0299987792969,46.9799995422363,45.9099998474121,46.9099998474121,591800,33.3619003295898
2014-02-11,46.7900009155273,47.2599983215332,46.7700004577637,47.1300010681152,565200,33.5183639526367
2014-02-12,47.0999984741211,47.2400016784668,46.689998626709,47.1300010681152,728400,33.5183639526367
2014-02-13,46.9000015258789,47.5,46.7799987792969,47.3800010681152,915300,33.696159362793
2014-02-14,47.3400001525879,47.4900016784668,46.939998626709,47.2000007629395,609400,33.5681495666504
2014-02-18,47.4500007629395,47.5299987792969,46.9700012207031,47.4900016784668,476000,33.7744064331055
2014-02-19,47.3600006103516,47.9000015258789,47.3600006103516,47.5,936100,33.7815017700195
2014-02-20,47.5299987792969,47.8300018310547,46.9000015258789,47.4500007629395,959400,33.7459564208984
2014-02-21,47.3899993896484,48.3899993896484,46.3600006103516,47.6100006103516,1715900,33.859733581543
2014-02-24,47.2599983215332,47.810001373291,47.2599983215332,47.5499992370605,1106900,33.817066192627
2014-02-25,47.7000007629395,48.189998626709,47.4099998474121,47.7700004577637,1248700,33.973518371582
2014-02-26,48.0099983215332,48.4599990844727,47.8699989318848,48.3199996948242,1025000,34.3646774291992
2014-02-27,48.3499984741211,48.7000007629395,47.9000015258789,48.0200004577637,574700,34.1513252258301
2014-02-28,48,49.2299995422363,48,49.0999984741211,1180200,34.9194068908691
2014-03-03,48.7599983215332,48.9599990844727,48.1500015258789,48.7299995422363,550800,34.6562767028809
2014-03-04,49.189998626709,49.6399993896484,49.060001373291,49.6100006103516,642600,35.2821197509766
2014-03-05,49.7200012207031,50.0999984741211,49.3899993896484,49.6199989318848,851300,35.2892417907715
2014-03-06,49.75,49.7599983215332,49.0499992370605,49.1500015258789,539700,34.9549598693848
2014-03-07,49.3699989318848,49.3800010681152,48.0099983215332,48.2299995422363,1217800,34.3006744384766
2014-03-10,48.25,48.4000015258789,48,48.2599983215332,944500,34.3220138549805
2014-03-11,48.3300018310547,49.2700004577637,48.2000007629395,49.25,1359300,35.0260810852051
2014-03-12,48.7799987792969,49.2299995422363,48.6199989318848,49.2200012207031,1179800,35.291374206543
2014-03-13,49.4300003051758,49.4300003051758,49.0099983215332,49.1199989318848,727000,35.2196807861328
2014-03-14,48.9900016784668,49.6699981689453,48.9900016784668,49.2599983215332,491300,35.3200531005859
2014-03-17,49.1100006103516,49.3199996948242,48.3899993896484,48.4900016784668,614600,34.7679710388184
2014-03-18,48.4599990844727,48.7000007629395,48.2099990844727,48.5499992370605,511500,34.8109893798828
