"Fecha","V.Open","V.High","V.Low","V.Close","V.Volume","V.Adjusted"
2013-11-01,49.7374992370605,50.2425003051758,49.6300010681152,49.7900009155273,13233600,46.4340972900391
2013-11-04,49.9199981689453,50,49.0475006103516,49.1049995422363,11089200,45.7952728271484
2013-11-05,48.8450012207031,49.4925003051758,48.75,49.3424987792969,11058000,46.0167617797852
2013-11-06,49.685001373291,50.0475006103516,49.3474998474121,49.7550010681152,8878800,46.4014472961426
2013-11-07,49.9925003051758,50.0900001525879,49.0250015258789,49.0250015258789,10832400,45.7206573486328
2013-11-08,48.9425010681152,49.6150016784668,48.9425010681152,49.5724983215332,11462400,46.2312507629395
2013-11-11,49.6599998474121,49.9249992370605,49.5550003051758,49.8175010681152,8385200,46.4597358703613
2013-11-12,49.7024993896484,49.7949981689453,49.2125015258789,49.5675010681152,9016400,46.2265930175781
2013-11-13,49.1624984741211,49.9449996948242,49.125,49.9449996948242,8181600,46.6728019714355
2013-11-14,49.9824981689453,50.0574989318848,49.6925010681152,50.0374984741211,10909600,46.7592430114746
2013-11-15,49.939998626709,50.6349983215332,49.935001373291,50.5,12391600,47.1914596557617
2013-11-18,50.5,50.6775016784668,49.8175010681152,49.9749984741211,16380800,46.7008438110352
2013-11-19,50.0875015258789,50.0999984741211,49.2050018310547,49.3474998474121,14462800,46.1144561767578
2013-11-20,49.4449996948242,50.0499992370605,49.4174995422363,49.5299987792969,10197200,46.2849998474121
2013-11-21,49.8199996948242,50.5,49.3624992370605,50.4025001525879,12776400,47.1003303527832
2013-11-22,50.4249992370605,50.5849990844727,49.9599990844727,50.5299987792969,8150800,47.2194786071777
2013-11-25,50.6300010681152,50.6624984741211,50.3274993896484,50.4824981689453,6742000,47.1750946044922
2013-11-26,50.6650009155273,50.9000015258789,50.4049987792969,50.8800010681152,11246000,47.5465507507324
2013-11-27,50.875,51.2075004577637,50.7574996948242,50.997501373291,5939600,47.6563568115234
2013-11-29,51.127498626709,51.2675018310547,50.8650016784668,50.8650016784668,4139200,47.532543182373
2013-12-02,51.0250015258789,51.622501373291,51.0250015258789,51.2825012207031,8762000,47.9226837158203
2013-12-03,49.9824981689453,50.6500015258789,49.9824981689453,50.4375,17032800,47.1330375671387
2013-12-04,50.4449996948242,50.8325004577637,50.2700004577637,50.685001373291,11739200,47.3643341064453
2013-12-05,50.5475006103516,50.7350006103516,50.3800010681152,50.4275016784668,13260000,47.1236915588379
2013-12-06,50.9249992370605,50.9599990844727,50.25,50.4674987792969,9106800,47.1610717773438
2013-12-09,50.4449996948242,50.6749992370605,50.3400001525879,50.3974990844727,12667200,47.0956573486328
2013-12-10,50.2275009155273,50.4225006103516,49.8574981689453,49.8574981689453,15647200,46.5910415649414
2013-12-11,50.25,51.9775009155273,50.25,51.4150009155273,40328000,48.046501159668
2013-12-12,51.2425003051758,51.4124984741211,50.625,50.8600006103516,11469200,47.5278625488281
2013-12-13,51.127498626709,52,50.9799995422363,51.8400001525879,17674400,48.4436569213867
2013-12-16,52.0099983215332,52.6425018310547,51.8224983215332,51.9375,14779600,48.5347709655762
2013-12-17,52.1549987792969,53.4524993896484,51.9599990844727,53.3125,20647200,49.8196907043457
2013-12-18,53.2750015258789,53.8699989318848,52.5,53.8375015258789,16142000,50.3102951049805
2013-12-19,53.7324981689453,54.4674987792969,53.6349983215332,54.0200004577637,13394800,50.4808235168457
2013-12-20,54.1800003051758,54.5499992370605,53.9749984741211,53.9925003051758,23263600,50.4551315307617
2013-12-23,54.247501373291,54.7075004577637,54.1375007629395,54.5074996948242,7994800,50.9363975524902
2013-12-24,54.6175003051758,54.8974990844727,54.2550010681152,54.6824989318848,5207600,51.099925994873
2013-12-26,54.747501373291,55.0625,54.747501373291,55.0499992370605,4898800,51.4433555603027
2013-12-27,55.25,55.3499984741211,54.7874984741211,54.9174995422363,5242000,51.3195381164551
2013-12-30,55.1474990844727,55.4049987792969,54.9249992370605,55.2275009155273,5940000,51.6092300415039
2013-12-31,55.3800010681152,55.6800003051758,55.2574996948242,55.6699981689453,6448400,52.0227241516113
2014-01-02,55.3849983215332,55.5074996948242,54.875,55.252498626709,10654000,51.6325836181641
2014-01-03,55.4375,55.622501373291,55.0574989318848,55.2900009155273,7809600,51.6676254272461
2014-01-06,55.2949981689453,55.5774993896484,54.8974990844727,54.9575004577637,8577600,51.3568992614746
2014-01-07,55.1875,55.5275001525879,55.1150016784668,55.377498626709,8178000,51.7493934631348
2014-01-08,55.3549995422363,55.75,55.1599998474121,55.5550003051758,8487200,51.9152565002441
2014-01-09,55.8875007629395,56.1300010681152,55.4150009155273,55.4775009155273,8386400,51.8428344726562
2014-01-10,55.4599990844727,55.685001373291,55.002498626709,55.2825012207031,6429600,51.6606178283691
2014-01-13,55.5050010681152,56.0475006103516,54.6525001525879,54.7249984741211,13554400,51.1396369934082
2014-01-14,54.685001373291,55.6624984741211,54.5825004577637,55.6624984741211,10851600,52.0157165527344
2014-01-15,55.7125015258789,56.2249984741211,55.4575004577637,55.939998626709,11288000,52.2750434875488
2014-01-16,55.7975006103516,55.939998626709,55.3224983215332,55.4425010681152,13514000,51.810131072998
