"Fecha","PYPL.Open","PYPL.High","PYPL.Low","PYPL.Close","PYPL.Volume","PYPL.Adjusted"
2015-07-06,38,39.75,36,36.7099990844727,5866600,36.7099990844727
2015-07-07,37.7200012207031,37.810001373291,36,36.6199989318848,7359000,36.6199989318848
2015-07-08,36.3400001525879,36.3600006103516,34.5299987792969,34.7000007629395,5387700,34.7000007629395
2015-07-09,35.0999984741211,35.5200004577637,33.9900016784668,34.5,3760100,34.5
2015-07-10,34.6599998474121,35.189998626709,33.9799995422363,34.689998626709,4472800,34.689998626709
2015-07-13,35.5900001525879,37.5,35.5,36.7799987792969,7626000,36.7799987792969
2015-07-14,36.9900016784668,37.7400016784668,36.5999984741211,36.9300003051758,4653300,36.9300003051758
2015-07-15,37.9799995422363,38.2000007629395,37.0299987792969,37.5099983215332,13072800,37.5099983215332
2015-07-16,38.8199996948242,39.9700012207031,38.0800018310547,38.6300010681152,21348500,38.6300010681152
2015-07-17,39.4199981689453,40.2000007629395,38.1800003051758,38.3899993896484,45720200,38.3899993896484
2015-07-20,41.4599990844727,42.5499992370605,39.7999992370605,40.4700012207031,52286500,40.4700012207031
2015-07-21,41.0800018310547,41.1100006103516,39.1199989318848,39.3499984741211,32954600,39.3499984741211
2015-07-22,39.3499984741211,39.7200012207031,38.0999984741211,38.3899993896484,25363900,38.3899993896484
2015-07-23,38.7400016784668,38.75,36.9300003051758,37.0099983215332,19250200,37.0099983215332
2015-07-24,37.7099990844727,38,36.9099998474121,37,14274300,37
2015-07-27,36.7799987792969,37.3800010681152,36.2200012207031,36.3899993896484,16179900,36.3899993896484
2015-07-28,37.189998626709,38,36.8300018310547,37.5999984741211,18986000,37.5999984741211
2015-07-29,38.0299987792969,38.0999984741211,37.6199989318848,37.9500007629395,11788400,37.9500007629395
2015-07-30,38.0400009155273,39.0099983215332,37.7150001525879,38.4500007629395,13845100,38.4500007629395
2015-07-31,39.1399993896484,39.2000007629395,38.2200012207031,38.7000007629395,12480600,38.7000007629395
2015-08-03,39.25,39.8800010681152,38.9000015258789,39.3899993896484,15126600,39.3899993896484
2015-08-04,39.9099998474121,39.9099998474121,38.4300003051758,38.9500007629395,10992200,38.9500007629395
2015-08-05,39.7000007629395,39.8800010681152,39.1699981689453,39.2700004577637,9463100,39.2700004577637
2015-08-06,39.6300010681152,39.7400016784668,38.5499992370605,38.8499984741211,7324100,38.8499984741211
2015-08-07,39.0400009155273,39.2299995422363,38.5999984741211,39.1300010681152,8331300,39.1300010681152
2015-08-10,39.4300003051758,39.689998626709,38.7700004577637,39.0499992370605,7998900,39.0499992370605
2015-08-11,38.9300003051758,39.2799987792969,38.7200012207031,38.8499984741211,8184000,38.8499984741211
2015-08-12,38.5499992370605,38.5800018310547,37.0099983215332,38.189998626709,21350600,38.189998626709
2015-08-13,38.4000015258789,38.4900016784668,37.439998626709,37.6199989318848,7863500,37.6199989318848
2015-08-14,37.4900016784668,38.1800003051758,37.3800010681152,38.1399993896484,6271100,38.1399993896484
2015-08-17,38.2999992370605,38.75,37.7000007629395,38.7299995422363,4931700,38.7299995422363
2015-08-18,39,39,37.8699989318848,37.9900016784668,4678800,37.9900016784668
2015-08-19,37.8699989318848,38.0999984741211,37.0299987792969,37.189998626709,6923400,37.189998626709
2015-08-20,36.8499984741211,37.3400001525879,35.8800010681152,35.9799995422363,10645700,35.9799995422363
2015-08-21,35.5699996948242,36.1100006103516,33.8300018310547,34.25,16824100,34.25
2015-08-24,31.1700000762939,34.8499984741211,30,33.75,19676600,33.75
2015-08-25,35.439998626709,35.4599990844727,32.7000007629395,32.7000007629395,15557100,32.7000007629395
2015-08-26,33.7000007629395,33.8400001525879,31.7099990844727,33.1699981689453,25350400,33.1699981689453
2015-08-27,33.8699989318848,34.7700004577637,33.1599998474121,34.6199989318848,18909600,34.6199989318848
2015-08-28,34.5099983215332,35.2599983215332,34.3699989318848,35.0400009155273,8344800,35.0400009155273
2015-08-31,35.5,35.5099983215332,34.7700004577637,35,12123800,35
2015-09-01,34.1500015258789,34.6800003051758,33.4099998474121,33.7700004577637,13376000,33.7700004577637
2015-09-02,34.5999984741211,35.0800018310547,33.8349990844727,35.0699996948242,7521000,35.0699996948242
2015-09-03,35.0099983215332,35.4599990844727,34.7700004577637,35.310001373291,6683800,35.310001373291
2015-09-04,34.7099990844727,34.7200012207031,33.7799987792969,34.2900009155273,7483100,34.2900009155273
2015-09-08,34.810001373291,34.8899993896484,34.25,34.7000007629395,7674500,34.7000007629395
2015-09-09,34.9199981689453,34.9500007629395,33.8800010681152,34.3699989318848,10946900,34.3699989318848
2015-09-10,34.2299995422363,34.2900009155273,32.9500007629395,33.4599990844727,12134500,33.4599990844727
2015-09-11,33.2700004577637,33.5900001525879,32.6100006103516,33.5499992370605,9184200,33.5499992370605
2015-09-14,33.7000007629395,33.9500007629395,33.2000007629395,33.7700004577637,7897700,33.7700004577637
2015-09-15,33.7200012207031,33.9500007629395,32.6699981689453,33.7999992370605,11874900,33.7999992370605
2015-09-16,33.4599990844727,34.060001373291,33.3600006103516,33.7700004577637,7183900,33.7700004577637
2015-09-17,33.7200012207031,33.9900016784668,33.0800018310547,33.3199996948242,7846800,33.3199996948242
2015-09-18,32.9000015258789,33.7799987792969,32.5499992370605,32.9199981689453,16488100,32.9199981689453
2015-09-21,33.6599998474121,34.6199989318848,33.4300003051758,34.25,12736500,34.25
2015-09-22,33.939998626709,34.0999984741211,33.189998626709,33.3499984741211,8538000,33.3499984741211
2015-09-23,33.4900016784668,34.3400001525879,33.2599983215332,34.1599998474121,5405500,34.1599998474121
2015-09-24,34,34.0699996948242,33.3800010681152,33.9099998474121,6544500,33.9099998474121
2015-09-25,34.5999984741211,34.689998626709,33.5,33.7700004577637,6566800,33.7700004577637
2015-09-28,33.6800003051758,33.6800003051758,32.1549987792969,32.25,7407300,32.25
2015-09-29,32.2700004577637,32.6699981689453,30.2999992370605,30.6299991607666,12008100,30.6299991607666
