"Fecha","STZ.Open","STZ.High","STZ.Low","STZ.Close","STZ.Volume","STZ.Adjusted"
2013-11-01,65.4499969482422,65.6800003051758,65.0899963378906,65.5999984741211,1610400,58.7366828918457
2013-11-04,65.6800003051758,65.9800033569336,65.25,65.7799987792969,963700,58.8978691101074
2013-11-05,65.4499969482422,66.1699981689453,65.2300033569336,66.0699996948242,1067200,59.1575012207031
2013-11-06,66.1999969482422,66.6100006103516,65.7399978637695,66.4100036621094,1207800,59.4619522094727
2013-11-07,66.620002746582,66.6900024414062,65.4899978637695,65.6500015258789,1371000,58.7814598083496
2013-11-08,65.6500015258789,66.7600021362305,65.6500015258789,66.7600021362305,1428000,59.775333404541
2013-11-11,66.6900024414062,66.9700012207031,66.5599975585938,66.6999969482422,605400,59.7216033935547
2013-11-12,66.5400009155273,67.0800018310547,66.2799987792969,67.0400009155273,1060100,60.0260238647461
2013-11-13,66.620002746582,67.4000015258789,66.3600006103516,67.3000030517578,1233100,60.2588272094727
2013-11-14,67.5199966430664,68.1500015258789,67.5199966430664,68.0699996948242,1193400,60.9482727050781
2013-11-15,68.3499984741211,69.7900009155273,68.2399978637695,69.1399993896484,2760900,61.9063186645508
2013-11-18,69.2300033569336,69.4499969482422,68.9400024414062,69.2300033569336,1577400,61.9869079589844
2013-11-19,69,69.3099975585938,68.8300018310547,69.0599975585938,947700,61.8346977233887
2013-11-20,69.0899963378906,69.4499969482422,68.6999969482422,69.0199966430664,1141800,61.7988586425781
2013-11-21,69.0299987792969,69.5,68.9100036621094,69.3499984741211,705300,62.0943374633789
2013-11-22,69.4300003051758,70.4000015258789,69.2099990844727,70.3600006103516,862600,62.9986839294434
2013-11-25,70.4499969482422,70.9000015258789,69.0100021362305,69.1500015258789,1904700,61.9152717590332
2013-11-26,69.4100036621094,70.7200012207031,69.25,70.4899978637695,1668800,63.1150665283203
2013-11-27,70.4700012207031,71.1800003051758,70.2200012207031,70.9899978637695,636900,63.5627403259277
2013-11-29,71.0199966430664,71.0999984741211,70.2300033569336,70.4100036621094,280600,63.0434379577637
2013-12-02,70.6699981689453,71.0299987792969,70.2699966430664,70.7200012207031,720500,63.3210029602051
2013-12-03,70.4700012207031,71.2200012207031,70.3499984741211,71.1900024414062,848800,63.7418556213379
2013-12-04,70.7799987792969,71.4400024414062,70.3000030517578,71.2799987792969,1237700,63.822437286377
2013-12-05,71.370002746582,71.370002746582,69.6600036621094,70.0800018310547,1513000,62.7479667663574
2013-12-06,70.4800033569336,71.0699996948242,70.4499969482422,70.6500015258789,1018100,63.2583236694336
2013-12-09,70.8099975585938,71.4199981689453,70.5999984741211,70.6100006103516,797100,63.2225303649902
2013-12-10,70.4899978637695,71.2799987792969,70.3099975585938,70.9800033569336,1397000,63.5537948608398
2013-12-11,71.2200012207031,71.620002746582,69.879997253418,70.0800018310547,1666600,62.7479667663574
2013-12-12,69.9400024414062,70.3499984741211,69.4100036621094,70.0899963378906,1107700,62.7569351196289
2013-12-13,70.2399978637695,70.4700012207031,69.0199966430664,69.3199996948242,1215600,62.0674934387207
2013-12-16,69.7200012207031,70.9400024414062,69.7200012207031,70.5699996948242,1153500,63.1867141723633
2013-12-17,70.5699996948242,70.7600021362305,69.8199996948242,70.1699981689453,720000,62.8285446166992
2013-12-18,70.4199981689453,70.5699996948242,68.1699981689453,69.879997253418,2239800,62.5688858032227
2013-12-19,69.8000030517578,69.9300003051758,69.1500015258789,69.4800033569336,1386200,62.2107391357422
2013-12-20,69.5699996948242,70.1600036621094,69.1699981689453,69.6999969482422,1712800,62.4077224731445
2013-12-23,69.9700012207031,70.1600036621094,69.4000015258789,69.6900024414062,963500,62.3987770080566
2013-12-24,69.7099990844727,70.0299987792969,69.620002746582,69.7099990844727,252100,62.4166831970215
2013-12-26,69.9800033569336,70.3199996948242,69.5500030517578,70.0999984741211,502600,62.7658805847168
2013-12-27,70.5,70.5299987792969,69.7399978637695,70.0699996948242,568800,62.7390327453613
2013-12-30,69.9899978637695,70.370002746582,69.4899978637695,69.7399978637695,1278500,62.4435386657715
2013-12-31,70,70.5800018310547,69.8300018310547,70.379997253418,907900,63.0165977478027
2014-01-02,70.0199966430664,70.2200012207031,68.8399963378906,69.2399978637695,1070500,61.9958229064941
2014-01-03,69.5500030517578,70.0899963378906,69.1999969482422,69.3899993896484,741700,62.1301574707031
2014-01-06,69.5899963378906,69.7200012207031,68.5400009155273,68.6100006103516,1401600,61.4317817687988
2014-01-07,69,70.4300003051758,68.7799987792969,69.9300003051758,1858400,62.6136627197266
2014-01-08,74.8099975585938,78.4000015258789,74.6100006103516,76.6100006103516,8367500,68.5947952270508
2014-01-09,76.9499969482422,78.0599975585938,76.620002746582,77.4499969482422,2750100,69.3468856811523
2014-01-10,77.5999984741211,80.129997253418,76.9300003051758,80.0500030517578,3211700,71.6748809814453
2014-01-13,80.1900024414062,81.5100021362305,79.8000030517578,80.0599975585938,2025400,71.6838302612305
2014-01-14,80.4499969482422,81.5599975585938,80,80.9300003051758,1534100,72.4628067016602
2014-01-15,80.9899978637695,81.25,80.0999984741211,80.7699966430664,1016000,72.3195343017578
2014-01-16,80.6100006103516,81.0500030517578,80.1800003051758,80.4700012207031,934100,72.0509262084961
2014-01-17,80.4800033569336,80.6399993896484,79.3199996948242,79.5400009155273,1580900,71.2182464599609
2014-01-21,80.9599990844727,81.0100021362305,79.3199996948242,79.3600006103516,1613900,71.0570373535156
2014-01-22,79.8099975585938,80,78.0599975585938,78.1399993896484,2113700,69.9646911621094
2014-01-23,78.0100021362305,78.4899978637695,77.1800003051758,77.2399978637695,2023100,69.1588592529297
2014-01-24,76.6999969482422,77.0199966430664,75.7900009155273,75.8000030517578,2093400,67.8695220947266
2014-01-27,76.0100021362305,76.8399963378906,75.4400024414062,75.7699966430664,1700400,67.842658996582
2014-01-28,75.8099975585938,78.3499984741211,75.8099975585938,78.2300033569336,2251400,70.0453186035156
2014-01-29,77.4499969482422,78.3199996948242,76.6999969482422,77.8199996948242,1919100,69.6781768798828
2014-01-30,78.1900024414062,78.3899993896484,77,77.5899963378906,1449700,69.4722442626953
2014-01-31,76.0400009155273,77.0800018310547,75.3300018310547,76.6699981689453,1841500,68.6485290527344
2014-02-03,76.3000030517578,76.9700012207031,75.4100036621094,75.5599975585938,1597800,67.6546325683594
2014-02-04,75.6900024414062,76.8300018310547,75.5599975585938,76.4800033569336,1214600,68.4783706665039
2014-02-05,75.9400024414062,75.9599990844727,74.6900024414062,75.4700012207031,1454900,67.5740661621094
2014-02-06,75.7300033569336,77.6900024414062,75.6100006103516,77.5899963378906,1163300,69.4722442626953
2014-02-07,77.9800033569336,78.0400009155273,76.7399978637695,77.5,1239700,69.3916854858398
2014-02-10,77.8399963378906,77.8899993896484,76.2900009155273,77.0699996948242,1051300,69.0066757202148
2014-02-11,77.4199981689453,78.8300018310547,77.2399978637695,78.7799987792969,1322400,70.5377426147461
2014-02-12,78.7600021362305,79.4300003051758,78.4000015258789,79,1194200,70.734733581543
2014-02-13,78.5999984741211,79.6399993896484,78.4100036621094,79.4400024414062,1562700,71.1287231445312
2014-02-14,79.6399993896484,80.2200012207031,78.9199981689453,79.370002746582,1383900,71.066032409668
2014-02-18,79.6999969482422,80.6800003051758,79.5100021362305,80.1699981689453,1242100,71.7823028564453
2014-02-19,80.1500015258789,80.9400024414062,79.7099990844727,80.0199966430664,1083500,71.6480331420898
2014-02-20,80.1699981689453,81,80.0599975585938,80.5999984741211,1016400,72.1673278808594
2014-02-21,80.629997253418,81,79.9700012207031,80.3499984741211,1026300,71.943489074707
2014-02-24,80.5400009155273,81.8300018310547,80.5199966430664,81.0800018310547,1070300,72.5971298217773
2014-02-25,81.0899963378906,82.5400009155273,81.0199966430664,82.0699996948242,1272300,73.4835510253906
2014-02-26,82.1999969482422,82.8399963378906,81.3399963378906,81.879997253418,1283700,73.3134078979492
2014-02-27,81.9400024414062,82.0100021362305,81.1800003051758,81.3899993896484,911800,72.8746795654297
2014-02-28,81.5899963378906,82.2099990844727,80.6699981689453,81.0299987792969,1252000,72.5523452758789
2014-03-03,80.7699966430664,81.2399978637695,80.2200012207031,81.1500015258789,1751500,72.659782409668
2014-03-04,81.6900024414062,82.7399978637695,81.6800003051758,82.5100021362305,1221200,73.8774948120117
2014-03-05,82.3099975585938,83.2099990844727,82.120002746582,82.7300033569336,2195600,74.0744781494141
2014-03-06,82.9599990844727,83.9199981689453,82.6600036621094,83.8499984741211,1102300,75.0773162841797
2014-03-07,83.8499984741211,83.9199981689453,83.25,83.9100036621094,975300,75.1310424804688
2014-03-10,83.8399963378906,84.3300018310547,83.2600021362305,83.9499969482422,1112000,75.1668167114258
2014-03-11,84.1399993896484,84.1900024414062,82.3300018310547,82.5400009155273,986900,73.9043655395508
2014-03-12,82.0800018310547,83.4199981689453,81.7399978637695,83.1100006103516,899300,74.4147262573242
2014-03-13,83.3600006103516,83.4800033569336,81.9199981689453,82.2699966430664,985000,73.6625823974609
2014-03-14,82.0699996948242,83.5100021362305,82.0699996948242,82.5,1301800,73.8685684204102
2014-03-17,81.6900024414062,82.1600036621094,81.5100021362305,81.8600006103516,1000900,73.2955093383789
2014-03-18,82.1100006103516,83.0100021362305,81.7900009155273,82.7699966430664,1217100,74.1103057861328
2014-03-19,82.8000030517578,83.0899963378906,81.370002746582,81.6800003051758,1228800,73.1343460083008
2014-03-20,81.5899963378906,82.6999969482422,80.8499984741211,82.4700012207031,884400,73.841682434082
