"Fecha","GPC.Open","GPC.High","GPC.Low","GPC.Close","GPC.Volume","GPC.Adjusted"
2013-11-01,79.0199966430664,79.3000030517578,78.3399963378906,78.9899978637695,393500,59.6855125427246
2013-11-04,79.6100006103516,80.5500030517578,79.129997253418,80.5299987792969,782800,60.8491477966309
2013-11-05,79.9199981689453,80.6100006103516,79.3199996948242,80.2099990844727,730000,60.607364654541
2013-11-06,80.5999984741211,81.1500015258789,80.129997253418,80.9599990844727,502300,61.1740531921387
2013-11-07,81.25,81.3099975585938,79.4000015258789,79.4800033569336,716800,60.0557479858398
2013-11-08,79.4199981689453,80.7799987792969,79.1800003051758,80.6900024414062,591700,60.9700622558594
2013-11-11,80.5500030517578,81.4700012207031,80.5100021362305,81.4400024414062,425400,61.5367393493652
2013-11-12,81.0699996948242,81.5100021362305,80.8099975585938,81.4000015258789,536800,61.506534576416
2013-11-13,80.9899978637695,82.0800018310547,80.8600006103516,81.7600021362305,820100,61.7785415649414
2013-11-14,81.9400024414062,82.6699981689453,81.5500030517578,82.629997253418,958800,62.4359016418457
2013-11-15,82.629997253418,82.870002746582,82.0100021362305,82.75,1612300,62.5265998840332
2013-11-18,83,83,82.120002746582,82.4300003051758,606200,62.2848243713379
2013-11-19,82.3399963378906,82.4499969482422,81.5800018310547,81.879997253418,1533600,61.8692207336426
2013-11-20,82.2799987792969,82.4400024414062,81.0400009155273,81.25,876200,61.393196105957
2013-11-21,81.4000015258789,81.8199996948242,81.120002746582,81.6500015258789,1704000,61.695426940918
2013-11-22,81.8000030517578,82.2200012207031,81.6100006103516,81.9499969482422,639300,61.9221229553223
2013-11-25,82.1399993896484,82.3300018310547,81.4499969482422,81.5899963378906,459300,61.6500968933105
2013-11-26,81.7699966430664,81.9700012207031,81.3199996948242,81.3499984741211,626700,61.4687614440918
2013-11-27,81.6500015258789,81.9000015258789,81.3499984741211,81.8399963378906,432800,61.8389854431152
2013-11-29,82.129997253418,83.2900009155273,82,82.8399963378906,464200,62.5946159362793
2013-12-02,82.9100036621094,83.2300033569336,82.1500015258789,82.3199996948242,651000,62.2016868591309
2013-12-03,82.7900009155273,84.8899993896484,82.3899993896484,82.9599990844727,1770800,62.6852836608887
2013-12-04,81.9800033569336,82.629997253418,80.8000030517578,81.4599990844727,896200,61.9536361694336
2013-12-05,81.3399963378906,81.3899993896484,80.25,80.3300018310547,1006200,61.09423828125
2013-12-06,81.1500015258789,81.8099975585938,80.870002746582,81.7200012207031,1118300,62.1513824462891
2013-12-09,81.7399978637695,82.5,81.6600036621094,82.4199981689453,675500,62.6837425231934
2013-12-10,82.2900009155273,83.0400009155273,82.2300033569336,82.7799987792969,562900,62.9575424194336
2013-12-11,82.6900024414062,82.7699966430664,81.4000015258789,81.620002746582,853800,62.0753059387207
2013-12-12,81.4300003051758,81.6800003051758,81,81.0899963378906,544200,61.6722412109375
2013-12-13,81.379997253418,81.6500015258789,80.7200012207031,81.120002746582,540700,61.6950645446777
2013-12-16,81.4400024414062,81.6900024414062,80.9400024414062,80.9400024414062,1080600,61.5581703186035
2013-12-17,80.8399963378906,81.1600036621094,80.5,80.5599975585938,612200,61.2691383361816
2013-12-18,80.7699966430664,81.7399978637695,80.1800003051758,81.7399978637695,967700,62.1665840148926
2013-12-19,81.6399993896484,81.9300003051758,81.3899993896484,81.5999984741211,907400,62.0601272583008
2013-12-20,81.6900024414062,82.0800018310547,81.3300018310547,81.7699966430664,802500,62.1893920898438
2013-12-23,82.2399978637695,82.6399993896484,82.0100021362305,82.3000030517578,393200,62.5924949645996
2013-12-24,82.4800033569336,82.9100036621094,82.1999969482422,82.7399978637695,144400,62.9271202087402
2013-12-26,82.8399963378906,83.1399993896484,82.6800003051758,83.0299987792969,254600,63.1476936340332
2013-12-27,83.3300018310547,83.5,82.8000030517578,83.2200012207031,383100,63.2921981811523
2013-12-30,83.1500015258789,83.3600006103516,82.5100021362305,83.1500015258789,321900,63.2389526367188
2013-12-31,83.2699966430664,83.6399993896484,82.8499984741211,83.1900024414062,325000,63.2693634033203
2014-01-02,83.0999984741211,83.129997253418,81.629997253418,81.9199981689453,545100,62.3034782409668
2014-01-03,82.1699981689453,82.8000030517578,81.620002746582,82.3199996948242,624900,62.6077041625977
2014-01-06,82.5800018310547,83.1500015258789,82,82.0400009155273,644900,62.3947715759277
2014-01-07,82.879997253418,83.379997253418,82.1800003051758,83.129997253418,864200,63.2237510681152
2014-01-08,83.0299987792969,83.0599975585938,82.3399963378906,82.9100036621094,881900,63.0564193725586
2014-01-09,82.9800033569336,83.4199981689453,82.2300033569336,82.8300018310547,567500,62.9955863952637
2014-01-10,82.9100036621094,83.4899978637695,82.2200012207031,83.4499969482422,938600,63.467098236084
2014-01-13,83.1699981689453,83.4499969482422,81.4300003051758,81.629997253418,814600,62.082935333252
2014-01-14,82.0899963378906,82.870002746582,81.5,82.7399978637695,622600,62.9271202087402
2014-01-15,82.7900009155273,83.870002746582,82.25,83.5699996948242,935800,63.5583763122559
2014-01-16,83.5199966430664,84.6100006103516,83.2799987792969,84.5999984741211,726300,64.3417510986328
2014-01-17,84.6699981689453,84.6699981689453,83.5800018310547,84.1399993896484,1359000,63.9918899536133
2014-01-21,84.1500015258789,84.4300003051758,83.5500030517578,84.2399978637695,856800,64.0679397583008
2014-01-22,84.629997253418,84.8099975585938,83.7799987792969,84.75,877500,64.4558258056641
2014-01-23,84.0299987792969,84.1699981689453,83.5,84.0500030517578,674000,63.9234199523926
