"Fecha","AZO.Open","AZO.High","AZO.Low","AZO.Close","AZO.Volume","AZO.Adjusted"
2013-12-20,472.390014648438,473.929992675781,470.950012207031,473.190002441406,446900,473.190002441406
2013-12-23,465.339996337891,474.989990234375,465.339996337891,472.320007324219,269000,472.320007324219
2013-12-24,479.950012207031,479.950012207031,471.359985351562,475.570007324219,86900,475.570007324219
2013-12-26,479.950012207031,479.950012207031,474.459991455078,476.850006103516,125000,476.850006103516
2013-12-27,475.380004882812,479,474.079986572266,476.829986572266,180600,476.829986572266
2013-12-30,476.829986572266,479.660003662109,474.529998779297,479.329986572266,195100,479.329986572266
2013-12-31,483.739990234375,483.739990234375,475.820007324219,477.940002441406,174800,477.940002441406
2014-01-02,477.670013427734,479.700012207031,472.510009765625,474.109985351562,151800,474.109985351562
2014-01-03,474.279998779297,478.579986572266,472.779998779297,475.5,193500,475.5
2014-01-06,478.510009765625,483.299987792969,476.809997558594,478.769989013672,357100,478.769989013672
2014-01-07,479.220001220703,486.399993896484,478.519989013672,483.589996337891,417300,483.589996337891
2014-01-08,483.589996337891,489.070007324219,481.940002441406,489.070007324219,312100,489.070007324219
2014-01-09,489.260009765625,493.220001220703,486.869995117188,492.450012207031,354300,492.450012207031
2014-01-10,492.989990234375,493.109985351562,488.820007324219,490,393100,490
2014-01-13,490.190002441406,495,485.529998779297,486.380004882812,419300,486.380004882812
2014-01-14,498.239990234375,498.239990234375,487.299987792969,495.779998779297,350800,495.779998779297
2014-01-15,497,498.380004882812,492.299987792969,495.079986572266,194000,495.079986572266
2014-01-16,495.029998779297,497.25,491.049987792969,495.470001220703,222300,495.470001220703
2014-01-17,500,505.859985351562,496.470001220703,505.859985351562,486800,505.859985351562
2014-01-21,498.859985351562,507.720001220703,498.859985351562,502.239990234375,390200,502.239990234375
2014-01-22,503,506.100006103516,501.339996337891,503.380004882812,392300,503.380004882812
2014-01-23,503.260009765625,504.170013427734,497.440002441406,499.290008544922,182400,499.290008544922
2014-01-24,499,506.459991455078,498.200012207031,499.25,447000,499.25
2014-01-27,508.989990234375,508.989990234375,496.720001220703,503.600006103516,521600,503.600006103516
2014-01-28,503.799987792969,507.790008544922,499.450012207031,501.029998779297,332000,501.029998779297
2014-01-29,498.950012207031,501.420013427734,492.320007324219,492.940002441406,307700,492.940002441406
2014-01-30,492.859985351562,500.480010986328,492.859985351562,498.920013427734,317100,498.920013427734
2014-01-31,494.720001220703,497.890014648438,494.109985351562,495.059997558594,347100,495.059997558594
2014-02-03,496.940002441406,498.040008544922,481.739990234375,483.059997558594,402000,483.059997558594
2014-02-04,484.390014648438,488.070007324219,481.299987792969,486.190002441406,376000,486.190002441406
2014-02-05,482.019989013672,488.260009765625,481.529998779297,487.320007324219,234500,487.320007324219
2014-02-06,493.010009765625,518.809997558594,493.010009765625,517.159973144531,606800,517.159973144531
2014-02-07,517.409973144531,537.469970703125,517.169982910156,534.400024414062,713600,534.400024414062
2014-02-10,531.450012207031,534.609985351562,523.130004882812,526.429992675781,548300,526.429992675781
2014-02-11,530.5,539.200012207031,526.119995117188,536.119995117188,303200,536.119995117188
2014-02-12,561.619995117188,561.619995117188,536.330017089844,542.070007324219,390800,542.070007324219
2014-02-13,540,544,536,540.799987792969,325600,540.799987792969
2014-02-14,544.380004882812,544.380004882812,537.539978027344,539.080017089844,342900,539.080017089844
2014-02-18,540.880004882812,544.580017089844,538.549987792969,542,370000,542
2014-02-19,539.510009765625,543.830017089844,535.75,536.340026855469,259600,536.340026855469
2014-02-20,538.219970703125,539.5,535.159973144531,538.590026855469,280700,538.590026855469
2014-02-21,534.059997558594,540.75,533.419982910156,538.960021972656,365400,538.960021972656
2014-02-24,544.900024414062,544.900024414062,540.059997558594,542.210021972656,220800,542.210021972656
2014-02-25,549.849975585938,549.849975585938,538.159973144531,539.299987792969,263500,539.299987792969
2014-02-26,540.039978027344,545.429992675781,532.400024414062,535.039978027344,409900,535.039978027344
2014-02-27,534.780029296875,538.919982910156,531.070007324219,538.460021972656,260100,538.460021972656
2014-02-28,537.799987792969,541.739990234375,534.679992675781,538.440002441406,350000,538.440002441406
2014-03-03,536.539978027344,543.679992675781,536,541.22998046875,383200,541.22998046875
2014-03-04,546.969970703125,546.969970703125,525.010009765625,538.559997558594,720400,538.559997558594
2014-03-05,539.710021972656,546.77001953125,539.039978027344,543.840026855469,606300,543.840026855469
2014-03-06,545,546.030029296875,540.599975585938,541.5,390200,541.5
2014-03-07,544.599975585938,544.599975585938,538.849975585938,541.989990234375,348600,541.989990234375
2014-03-10,541.960021972656,544.130004882812,539.52001953125,541.630004882812,233000,541.630004882812
2014-03-11,540.640014648438,545.650024414062,538.419982910156,539.97998046875,267400,539.97998046875
2014-03-12,539.640014648438,541.390014648438,536.460021972656,540.909973144531,210300,540.909973144531
2014-03-13,543.190002441406,544.700012207031,528.380004882812,528.739990234375,391600,528.739990234375
2014-03-14,529.409973144531,535.630004882812,526.599975585938,533.25,319300,533.25
2014-03-17,536.859985351562,540.539978027344,534.799987792969,539.450012207031,174900,539.450012207031
2014-03-18,538.619995117188,541.890014648438,536.609985351562,538.349975585938,210900,538.349975585938
2014-03-19,537.059997558594,539.119995117188,529.659973144531,533.359985351562,237200,533.359985351562
2014-03-20,532.52001953125,534.75,528,533,234700,533
2014-03-21,540,540.989990234375,533.989990234375,536.859985351562,256300,536.859985351562
2014-03-24,536.580017089844,539.469970703125,527.510009765625,530.390014648438,158800,530.390014648438
2014-03-25,534.390014648438,537,527.010009765625,528.900024414062,289800,528.900024414062
2014-03-26,528.799987792969,530.929992675781,522.210021972656,522.75,213900,522.75
2014-03-27,522.309997558594,527.159973144531,519.599975585938,525.710021972656,199500,525.710021972656
2014-03-28,528.640014648438,529.690002441406,525.349975585938,527.440002441406,296100,527.440002441406
2014-03-31,528.429992675781,538.049987792969,524.510009765625,537.099975585938,425000,537.099975585938
2014-04-01,539.950012207031,541,534.909973144531,536.539978027344,306500,536.539978027344
2014-04-02,535.5,537.929992675781,533.099975585938,535.469970703125,232700,535.469970703125
2014-04-03,534.960021972656,538.690002441406,533.010009765625,535.609985351562,182400,535.609985351562
2014-04-04,535,536.380004882812,523.840026855469,526.119995117188,283700,526.119995117188
2014-04-07,523.309997558594,527.590026855469,517.059997558594,519,317500,519
2014-04-08,517.340026855469,525.52001953125,513.409973144531,525.47998046875,310000,525.47998046875
2014-04-09,528.960021972656,531.039978027344,522.619995117188,527.460021972656,221900,527.460021972656
2014-04-10,528.200012207031,528.940002441406,513.5,514.590026855469,287500,514.590026855469
2014-04-11,511,517.409973144531,510.25,511.279998779297,352500,511.279998779297
2014-04-14,513.440002441406,518,510.190002441406,515.280029296875,299600,515.280029296875
2014-04-15,516.340026855469,521.510009765625,510.329986572266,519.700012207031,287600,519.700012207031
2014-04-16,522,523.169982910156,517.799987792969,522.140014648438,190100,522.140014648438
2014-04-17,519.929992675781,523.640014648438,515.469970703125,516.159973144531,205800,516.159973144531
2014-04-21,514.690002441406,520.539978027344,514.010009765625,519.400024414062,132100,519.400024414062
2014-04-22,521.280029296875,523.570007324219,518.109985351562,521.549987792969,249300,521.549987792969
2014-04-23,522.809997558594,527.739990234375,521.669982910156,526.25,211500,526.25
2014-04-24,525,527.080017089844,521.25,525.880004882812,193500,525.880004882812
2014-04-25,525.119995117188,525.580017089844,520.97998046875,522.320007324219,201000,522.320007324219
2014-04-28,525.080017089844,534,520.830017089844,531.450012207031,297000,531.450012207031
2014-04-29,533.039978027344,534.989990234375,529.039978027344,529.619995117188,151100,529.619995117188
2014-04-30,534.840026855469,534.840026855469,528.719970703125,533.890014648438,284200,533.890014648438
2014-05-01,529.119995117188,534.429992675781,525.210021972656,526.789978027344,200700,526.789978027344
2014-05-02,527.820007324219,534.580017089844,526.77001953125,529.539978027344,150200,529.539978027344
2014-05-05,529.25,531.039978027344,525.030029296875,530.059997558594,131600,530.059997558594
2014-05-06,534.950012207031,534.950012207031,522.349975585938,526.72998046875,157300,526.72998046875
2014-05-07,527,528.880004882812,521.97998046875,524.599975585938,143300,524.599975585938
2014-05-08,523.840026855469,532.679992675781,522,530.859985351562,214400,530.859985351562
2014-05-09,529,536.090026855469,526.690002441406,535.919982910156,157000,535.919982910156
2014-05-12,538.789978027344,544.880004882812,537.210021972656,543.380004882812,194200,543.380004882812
2014-05-13,543.780029296875,546.700012207031,532.219970703125,533.109985351562,244800,533.109985351562
2014-05-14,532.630004882812,532.989990234375,526.869995117188,529.400024414062,219800,529.400024414062
2014-05-15,530.369995117188,530.369995117188,516.789978027344,524.280029296875,232000,524.280029296875
2014-05-16,519,530.599975585938,519,527.02001953125,341600,527.02001953125
2014-05-19,525.330017089844,533.22998046875,525.330017089844,532.760009765625,153400,532.760009765625
2014-05-20,531.25,532.239990234375,526.390014648438,528.739990234375,147500,528.739990234375
2014-05-21,534.840026855469,535.530029296875,528,534.869995117188,157800,534.869995117188
2014-05-22,534.919982910156,544.5,534.919982910156,541.659973144531,296300,541.659973144531
2014-05-23,543.72998046875,544.469970703125,538.900024414062,540.900024414062,257600,540.900024414062
2014-05-27,541,546.700012207031,520.25,520.25,519500,520.25
2014-05-28,522.059997558594,534.380004882812,522.059997558594,533.340026855469,367000,533.340026855469
2014-05-29,533.659973144531,535,525.080017089844,527.469970703125,228700,527.469970703125
2014-05-30,527.119995117188,533.299987792969,525.469970703125,532.5,246200,532.5
2014-06-02,532.5,532.989990234375,529.340026855469,531.429992675781,191400,531.429992675781
2014-06-03,527.400024414062,532.02001953125,526.369995117188,528.109985351562,218000,528.109985351562
2014-06-04,530.099975585938,541.440002441406,526.059997558594,541.150024414062,258700,541.150024414062
2014-06-05,541.090026855469,541.090026855469,536.5,537.940002441406,213900,537.940002441406
2014-06-06,540.099975585938,541.580017089844,536.830017089844,540.780029296875,136600,540.780029296875
2014-06-09,538.419982910156,540.369995117188,532.510009765625,532.570007324219,233700,532.570007324219
2014-06-10,532.72998046875,533.719970703125,530.570007324219,532.47998046875,108700,532.47998046875
2014-06-11,531.679992675781,532.880004882812,526.400024414062,529.099975585938,269900,529.099975585938
2014-06-12,529.369995117188,529.369995117188,520.809997558594,524.369995117188,248000,524.369995117188
2014-06-13,523.150024414062,525.239990234375,520.25,523.099975585938,192500,523.099975585938
2014-06-16,523.489990234375,525.890014648438,520.929992675781,524.809997558594,140200,524.809997558594
2014-06-17,523.309997558594,525.400024414062,521,524.340026855469,104700,524.340026855469
2014-06-18,525.320007324219,527.25,521.380004882812,526.97998046875,189300,526.97998046875
2014-06-19,529.210021972656,530,526.710021972656,527.989990234375,135500,527.989990234375
2014-06-20,531.109985351562,533.059997558594,526.799987792969,530.789978027344,348800,530.789978027344
2014-06-23,531,534.049987792969,529.02001953125,532.940002441406,195300,532.940002441406
2014-06-24,530.429992675781,533.700012207031,529.049987792969,530.669982910156,157300,530.669982910156
2014-06-25,528.760009765625,532.299987792969,526.52001953125,532,137200,532
2014-06-26,530,532.650024414062,526.75,532.400024414062,120300,532.400024414062
2014-06-27,530.570007324219,535.510009765625,528.909973144531,535.320007324219,167700,535.320007324219
2014-06-30,533,536.450012207031,532.260009765625,536.239990234375,195300,536.239990234375
2014-07-01,537,538.25,534.530029296875,536.820007324219,159200,536.820007324219
2014-07-02,534.840026855469,537.789978027344,532.849975585938,535.309997558594,191900,535.309997558594
2014-07-03,537.429992675781,540.400024414062,536.109985351562,539.460021972656,139200,539.460021972656
2014-07-07,539.400024414062,540.489990234375,536.140014648438,538.239990234375,185600,538.239990234375
2014-07-08,535.510009765625,537.840026855469,534.320007324219,535.109985351562,205700,535.109985351562
2014-07-09,535.150024414062,539.609985351562,534.469970703125,538.659973144531,168400,538.659973144531
2014-07-10,535.27001953125,538.349975585938,532,534.02001953125,132400,534.02001953125
2014-07-11,534.02001953125,534.570007324219,528.5,533.450012207031,109600,533.450012207031
2014-07-14,536.710021972656,536.710021972656,533.039978027344,533.659973144531,105200,533.659973144531
2014-07-15,531.97998046875,534.320007324219,528.400024414062,533.510009765625,251800,533.510009765625
2014-07-16,535.869995117188,535.869995117188,529.200012207031,531.820007324219,236500,531.820007324219
2014-07-17,528,531.27001953125,523.510009765625,524.690002441406,149000,524.690002441406
2014-07-18,521.200012207031,523.090026855469,517.22998046875,520.559997558594,345600,520.559997558594
2014-07-21,520.559997558594,521.989990234375,513.169982910156,515.169982910156,220600,515.169982910156
2014-07-22,514.960021972656,515.27001953125,505.320007324219,511.920013427734,332500,511.920013427734
2014-07-23,510.220001220703,512.340026855469,506.459991455078,507.720001220703,263800,507.720001220703
2014-07-24,511.640014648438,516.760009765625,510.540008544922,514.820007324219,242000,514.820007324219
2014-07-25,518.909973144531,518.909973144531,513.309997558594,514.570007324219,149100,514.570007324219
2014-07-28,513.77001953125,517.419982910156,512.809997558594,513.219970703125,133900,513.219970703125
2014-07-29,512.280029296875,514.809997558594,509.950012207031,510.040008544922,170700,510.040008544922
2014-07-30,510.309997558594,523.25,510.309997558594,521.840026855469,261900,521.840026855469
2014-07-31,523.799987792969,523.799987792969,516.789978027344,517.030029296875,284700,517.030029296875
2014-08-01,515.070007324219,520.22998046875,512.039978027344,514.409973144531,177800,514.409973144531
2014-08-04,514.380004882812,521.760009765625,514.099975585938,519.489990234375,115300,519.489990234375
2014-08-05,516.400024414062,524,515.179992675781,518.070007324219,173700,518.070007324219
2014-08-06,516.349975585938,522.960021972656,515.530029296875,519.599975585938,133200,519.599975585938
2014-08-07,520.299987792969,521.77001953125,515.989990234375,517.260009765625,203000,517.260009765625
2014-08-08,519.780029296875,526.309997558594,516.469970703125,525.989990234375,162000,525.989990234375
2014-08-11,528.669982910156,528.669982910156,524.989990234375,525.469970703125,86700,525.469970703125
2014-08-12,523.919982910156,526.789978027344,520.02001953125,524.580017089844,116300,524.580017089844
2014-08-13,526.390014648438,526.390014648438,520.169982910156,524.030029296875,140500,524.030029296875
2014-08-14,526.340026855469,533.070007324219,524.429992675781,530.669982910156,163100,530.669982910156
2014-08-15,533.849975585938,535.799987792969,527.02001953125,529.030029296875,148700,529.030029296875
2014-08-18,531,534.159973144531,529.549987792969,533.900024414062,126500,533.900024414062
2014-08-19,534.22998046875,539.239990234375,533.260009765625,536.840026855469,115800,536.840026855469
2014-08-20,536.830017089844,538.700012207031,531.460021972656,537.960021972656,177600,537.960021972656
2014-08-21,538.059997558594,541.070007324219,536.260009765625,537.780029296875,145100,537.780029296875
2014-08-22,538.419982910156,539.390014648438,536.450012207031,537.460021972656,161600,537.460021972656
2014-08-25,539,543.630004882812,537.469970703125,540.929992675781,85400,540.929992675781
2014-08-26,542,542,535,535.950012207031,169000,535.950012207031
2014-08-27,537.830017089844,539.5,535.02001953125,538.47998046875,158800,538.47998046875
2014-08-28,535.090026855469,540,533.590026855469,538.77001953125,102500,538.77001953125
2014-08-29,540.409973144531,540.409973144531,537.330017089844,538.840026855469,130500,538.840026855469
2014-09-02,534.669982910156,541.799987792969,534.669982910156,536.559997558594,212500,536.559997558594
2014-09-03,538.109985351562,539.859985351562,534.969970703125,537.130004882812,106800,537.130004882812
2014-09-04,537.210021972656,538.390014648438,534.669982910156,534.969970703125,144000,534.969970703125
2014-09-05,535.909973144531,539.150024414062,534.559997558594,538.039978027344,154100,538.039978027344
2014-09-08,535.830017089844,538.570007324219,533.260009765625,536,105200,536
2014-09-09,533.960021972656,534.22998046875,527.590026855469,528.130004882812,200100,528.130004882812
2014-09-10,528.039978027344,531.859985351562,526.390014648438,527.359985351562,217700,527.359985351562
2014-09-11,526.119995117188,531.760009765625,525.840026855469,530.330017089844,166000,530.330017089844
2014-09-12,529.840026855469,530.950012207031,526.380004882812,530,153600,530
2014-09-15,530.25,532.159973144531,529.950012207031,530.570007324219,123700,530.570007324219
2014-09-16,528.25,543.059997558594,528.25,540.849975585938,206600,540.849975585938
2014-09-17,540.630004882812,542.159973144531,536.130004882812,536.719970703125,170500,536.719970703125
2014-09-18,536.320007324219,536.320007324219,529.460021972656,532.309997558594,286000,532.309997558594
2014-09-19,536.030029296875,536.030029296875,525.700012207031,526.440002441406,440400,526.440002441406
2014-09-22,515.010009765625,519.989990234375,500.209991455078,505.380004882812,897300,505.380004882812
2014-09-23,501.559997558594,513.039978027344,501.220001220703,507.790008544922,467400,507.790008544922
2014-09-24,509.369995117188,509.369995117188,503.600006103516,508.630004882812,344700,508.630004882812
2014-09-25,505.640014648438,509.369995117188,504.5,504.619995117188,225300,504.619995117188
2014-09-26,503.260009765625,509.119995117188,503.260009765625,508.380004882812,265200,508.380004882812
2014-09-29,506.070007324219,509.899993896484,504.369995117188,507.839996337891,230800,507.839996337891
2014-09-30,507.589996337891,512.5,503.899993896484,509.660003662109,406800,509.660003662109
2014-10-01,509.660003662109,513.429992675781,507.140014648438,508.010009765625,292100,508.010009765625
2014-10-02,509.269989013672,516.22998046875,506.299987792969,513.299987792969,277800,513.299987792969
2014-10-03,514.619995117188,520.510009765625,511.980010986328,518.109985351562,269800,518.109985351562
2014-10-06,518.619995117188,519.75,512.049987792969,512.940002441406,185200,512.940002441406
2014-10-07,509.859985351562,515,506.309997558594,511.720001220703,262900,511.720001220703
2014-10-08,511.309997558594,518.320007324219,508.970001220703,517.799987792969,205800,517.799987792969
2014-10-09,517.349975585938,517.349975585938,507.570007324219,508.320007324219,336200,508.320007324219
2014-10-10,509.390014648438,513.669982910156,505.829986572266,509.100006103516,258800,509.100006103516
2014-10-13,509.029998779297,511.790008544922,501.390014648438,501.779998779297,216000,501.779998779297
2014-10-14,505.970001220703,512.369995117188,503.420013427734,506.350006103516,207700,506.350006103516
2014-10-15,500.5,508.670013427734,491.929992675781,505.989990234375,357400,505.989990234375
2014-10-16,501.660003662109,507.980010986328,499.480010986328,504.579986572266,279400,504.579986572266
2014-10-17,506.660003662109,509.790008544922,503.119995117188,507.589996337891,286300,507.589996337891
2014-10-20,508.489990234375,517.849975585938,508.489990234375,517.030029296875,207400,517.030029296875
2014-10-21,520.72998046875,530,518.099975585938,526.940002441406,236100,526.940002441406
2014-10-22,529.369995117188,531.570007324219,520.450012207031,521.940002441406,178000,521.940002441406
2014-10-23,525.200012207031,535.390014648438,525.109985351562,531.570007324219,228300,531.570007324219
2014-10-24,530.969970703125,537.02001953125,525.809997558594,536.049987792969,266500,536.049987792969
2014-10-27,537.200012207031,541.630004882812,535.049987792969,539.570007324219,251800,539.570007324219
2014-10-28,540.200012207031,550.419982910156,538.760009765625,549.719970703125,258500,549.719970703125
2014-10-29,551.010009765625,551.359985351562,546.299987792969,550.039978027344,270400,550.039978027344
2014-10-30,547.299987792969,553.700012207031,547.299987792969,551.460021972656,250100,551.460021972656
2014-10-31,554.890014648438,556.650024414062,551.02001953125,553.52001953125,295800,553.52001953125
2014-11-03,556,556,545,552.179992675781,1341000,552.179992675781
2014-11-04,552.190002441406,557.950012207031,550.289978027344,554.359985351562,230200,554.359985351562
2014-11-05,559.109985351562,563.150024414062,554.289978027344,559.150024414062,340600,559.150024414062
2014-11-06,557.739990234375,566.530029296875,554.510009765625,566.049987792969,397100,566.049987792969
2014-11-07,566.109985351562,567.280029296875,559.559997558594,562.22998046875,322200,562.22998046875
2014-11-10,564.010009765625,568.039978027344,563.049987792969,566.390014648438,217000,566.390014648438
2014-11-11,566.429992675781,572.799987792969,565.590026855469,570.869995117188,254000,570.869995117188
2014-11-12,571,571.260009765625,566.419982910156,568.799987792969,236800,568.799987792969
2014-11-13,569.530029296875,576,569.530029296875,573.719970703125,348000,573.719970703125
2014-11-14,570.609985351562,574.090026855469,564.010009765625,567.109985351562,241200,567.109985351562
2014-11-17,567.75,572.02001953125,567.179992675781,568.059997558594,209500,568.059997558594
2014-11-18,567.989990234375,573.090026855469,565.280029296875,568.590026855469,194900,568.590026855469
2014-11-19,570.630004882812,572.169982910156,567.119995117188,568.510009765625,139100,568.510009765625
2014-11-20,564.950012207031,569.5,564.950012207031,567.5,176600,567.5
2014-11-21,574.140014648438,574.820007324219,568.599975585938,569.210021972656,239400,569.210021972656
2014-11-24,569.159973144531,571.609985351562,566.409973144531,571.380004882812,174900,571.380004882812
2014-11-25,573.659973144531,573.659973144531,566.349975585938,568.97998046875,243500,568.97998046875
2014-11-26,570,572.989990234375,566.650024414062,568.549987792969,144200,568.549987792969
2014-11-28,570,583,566.080017089844,577.710021972656,121200,577.710021972656
2014-12-01,575.97998046875,579.52001953125,571.27001953125,575.719970703125,409200,575.719970703125
2014-12-02,571.52001953125,586.450012207031,571.52001953125,585.489990234375,453800,585.489990234375
2014-12-03,585.460021972656,593,585.460021972656,590.549987792969,354400,590.549987792969
2014-12-04,588,592.900024414062,586.090026855469,588.070007324219,299500,588.070007324219
2014-12-05,588.119995117188,592.409973144531,587.390014648438,587.950012207031,274400,587.950012207031
2014-12-08,593.659973144531,594.530029296875,578.780029296875,581.049987792969,399400,581.049987792969
2014-12-09,606,611.530029296875,593.059997558594,605.809997558594,661100,605.809997558594
2014-12-10,606.25,610.989990234375,597.010009765625,598.369995117188,318100,598.369995117188
2014-12-11,602.820007324219,606.390014648438,597.309997558594,602.390014648438,319700,602.390014648438
2014-12-12,598.559997558594,609.390014648438,597.919982910156,604.72998046875,285000,604.72998046875
2014-12-15,609.090026855469,612.830017089844,604.190002441406,605.840026855469,304800,605.840026855469
2014-12-16,603.880004882812,610.349975585938,597.929992675781,597.929992675781,302400,597.929992675781
2014-12-17,600,604.190002441406,594.909973144531,602.460021972656,317800,602.460021972656
2014-12-18,606.77001953125,616.109985351562,600.119995117188,615.47998046875,340000,615.47998046875
2014-12-19,620.559997558594,620.559997558594,610.640014648438,618.599975585938,376800,618.599975585938
2014-12-22,614.890014648438,617.309997558594,611.840026855469,616.640014648438,221200,616.640014648438
2014-12-23,619,626.190002441406,617.780029296875,621.299987792969,182500,621.299987792969
2014-12-24,621.72998046875,624.380004882812,617.429992675781,617.429992675781,68700,617.429992675781
2014-12-26,618.400024414062,624.969970703125,615.429992675781,618.760009765625,106700,618.760009765625
2014-12-29,618.130004882812,625.780029296875,617.150024414062,624.489990234375,114600,624.489990234375
2014-12-30,623.320007324219,626.090026855469,619.090026855469,622.450012207031,170900,622.450012207031
2014-12-31,626.489990234375,627.299987792969,618.940002441406,619.109985351562,206800,619.109985351562
2015-01-02,623.97998046875,623.97998046875,613.489990234375,616.789978027344,224600,616.789978027344
2015-01-05,614.460021972656,616.109985351562,605.700012207031,608.489990234375,439800,608.489990234375
2015-01-06,610.77001953125,612.340026855469,599.809997558594,607.820007324219,388500,607.820007324219
2015-01-07,616,616,605.590026855469,607.239990234375,388200,607.239990234375
2015-01-08,610.359985351562,614.969970703125,605.070007324219,606,593300,606
2015-01-09,608.330017089844,608.609985351562,600.039978027344,606.02001953125,473600,606.02001953125
2015-01-12,606.840026855469,609.030029296875,596.559997558594,597.359985351562,163000,597.359985351562
2015-01-13,599.380004882812,603.219970703125,583.549987792969,588.950012207031,252800,588.950012207031
2015-01-14,584.590026855469,586.159973144531,577.929992675781,582.780029296875,316400,582.780029296875
2015-01-15,584.080017089844,586.530029296875,574.919982910156,575.280029296875,196500,575.280029296875
2015-01-16,575.190002441406,581.119995117188,569.539978027344,580.849975585938,340500,580.849975585938
2015-01-20,582.799987792969,586.960021972656,578.049987792969,584.330017089844,201200,584.330017089844
2015-01-21,581.539978027344,588.440002441406,579.090026855469,586.059997558594,332500,586.059997558594
2015-01-22,587.739990234375,602.679992675781,586.409973144531,600.099975585938,253600,600.099975585938
2015-01-23,603.349975585938,605.950012207031,599.210021972656,604,271600,604
2015-01-26,602.849975585938,612.609985351562,600.52001953125,612.140014648438,246700,612.140014648438
2015-01-27,608.440002441406,612.859985351562,605.130004882812,608.590026855469,271700,608.590026855469
2015-01-28,610.25,617.690002441406,608.179992675781,610.570007324219,258200,610.570007324219
2015-01-29,606.010009765625,612.900024414062,606.010009765625,611.130004882812,262200,611.130004882812
2015-01-30,611.450012207031,614.630004882812,596.47998046875,596.960021972656,349000,596.960021972656
2015-02-02,600.510009765625,601.590026855469,586.25,593.75,315900,593.75
2015-02-03,598.549987792969,608.130004882812,597.409973144531,607.840026855469,263900,607.840026855469
2015-02-04,607.200012207031,612.809997558594,597.849975585938,601.630004882812,280900,601.630004882812
2015-02-05,605.960021972656,621.47998046875,596.640014648438,614.880004882812,363700,614.880004882812
2015-02-06,613.950012207031,618.099975585938,609.659973144531,611.340026855469,225600,611.340026855469
2015-02-09,607.140014648438,613.559997558594,606.280029296875,613.049987792969,223200,613.049987792969
2015-02-10,620.219970703125,620.219970703125,609.25,616.659973144531,158700,616.659973144531
2015-02-11,615,621.989990234375,614,620.510009765625,188100,620.510009765625
2015-02-12,619.890014648438,621.75,615.52001953125,617.510009765625,160400,617.510009765625
2015-02-13,614.130004882812,619.619995117188,611.679992675781,618.5,164400,618.5
