"Fecha","DOW.Open","DOW.High","DOW.Low","DOW.Close","DOW.Volume","DOW.Adjusted"
2019-05-07,52.8600006103516,53.3250007629395,52.6500015258789,52.9500007629395,7330800,41.720775604248
2019-05-08,53.3300018310547,53.3950004577637,52.310001373291,52.4799995422363,5390700,41.350456237793
2019-05-09,52.2599983215332,53.1399993896484,51.5499992370605,52.9300003051758,4579700,41.7050170898438
2019-05-10,52.939998626709,53.7140007019043,52.4900016784668,53.0699996948242,4758100,41.8153228759766
2019-05-13,52.2799987792969,52.5499992370605,50.7599983215332,50.9500007629395,4213100,40.1449241638184
2019-05-14,51.3300018310547,53,50.8400001525879,52.4799995422363,4204500,41.350456237793
2019-05-15,51.9799995422363,53.3250007629395,51.6699981689453,52.9500007629395,2928700,41.720775604248
2019-05-16,53.2900009155273,53.5499992370605,52.7299995422363,52.9799995422363,3689700,41.7444152832031
2019-05-17,52.3400001525879,52.5200004577637,50.6599998474121,50.7999992370605,4440800,40.0267295837402
2019-05-20,50.4000015258789,50.5400009155273,49.9199981689453,50.0800018310547,5168400,39.4594192504883
2019-05-21,50.2799987792969,51.189998626709,50.0200004577637,50.6300010681152,4968400,39.8927803039551
2019-05-22,50.4599990844727,50.6100006103516,49.9650001525879,50.2099990844727,3019100,39.5618515014648
2019-05-23,49.5,49.8600006103516,48.2099990844727,48.7099990844727,4919200,38.3799629211426
2019-05-24,49.3899993896484,49.5750007629395,48.439998626709,49.2000007629395,2918900,38.7660484313965
2019-05-28,49.3699989318848,49.4300003051758,48.0999984741211,48.560001373291,6613000,38.2617797851562
2019-05-29,48.2000007629395,49.4300003051758,48.0099983215332,48.7099990844727,3525900,38.3799629211426
2019-05-30,48.1199989318848,48.5900001525879,48.0200004577637,48.4700012207031,3777600,38.7476959228516
2019-05-31,47.9599990844727,48,46.75,46.7599983215332,3396900,37.3806953430176
2019-06-03,46.8499984741211,47.9599990844727,46.8499984741211,47.9599990844727,5905200,38.3399887084961
2019-06-04,48.6800003051758,49.9300003051758,48.6399993896484,49.9300003051758,7043000,39.9148445129395
2019-06-05,50.4900016784668,50.5699996948242,49.0499992370605,50.3400001525879,6413300,40.2425994873047
2019-06-06,50.2799987792969,51.310001373291,50.1500015258789,51.060001373291,6228100,40.818187713623
2019-06-07,51.1300010681152,51.689998626709,50.8699989318848,51.2999992370605,5391100,41.0100402832031
2019-06-10,51.7200012207031,52.0999984741211,51.5800018310547,51.6199989318848,5434400,41.2658538818359
2019-06-11,52,52.1699981689453,51.560001373291,52.0400009155273,5144300,41.6016082763672
2019-06-12,52.060001373291,52.6399993896484,51.6800003051758,52.4900016784668,3103900,41.9613418579102
2019-06-13,52.6800003051758,52.9500007629395,52.0400009155273,52.8800010681152,4179800,42.2731132507324
2019-06-14,52.6300010681152,52.689998626709,51,51.1500015258789,3919300,40.8901329040527
2019-06-17,50.060001373291,50.3300018310547,49.0499992370605,49.3499984741211,5787300,39.451171875
2019-06-18,49.75,50.5699996948242,49.4000015258789,49.6100006103516,5014200,39.6590309143066
2019-06-19,49.9500007629395,50.2400016784668,48.3300018310547,48.5,5404000,38.7716751098633
2019-06-20,49.0950012207031,49.5900001525879,48.6199989318848,48.9300003051758,4228300,39.1154327392578
2019-06-21,48.8199996948242,49.2700004577637,48.310001373291,48.3600006103516,9478500,38.6597633361816
2019-06-24,48.5099983215332,49.7000007629395,48.3199996948242,49.5800018310547,4602300,39.6350402832031
2019-06-25,49.4900016784668,50.2229995727539,49.0499992370605,49.689998626709,4005200,39.722972869873
2019-06-26,49.8499984741211,51.2200012207031,49.810001373291,50.4500007629395,5244400,40.3305358886719
2019-06-27,50.6100006103516,51.1399993896484,50.5309982299805,50.9099998474121,4097200,40.6982650756836
2019-06-28,51.0400009155273,51.2000007629395,49.0800018310547,49.310001373291,6507400,39.4192047119141
2019-07-01,50,50.2000007629395,49.5200004577637,50.1599998474121,4641700,40.0987091064453
2019-07-02,50,50.060001373291,48.7599983215332,49.4000015258789,4725800,39.491153717041
2019-07-03,49.4599990844727,49.6500015258789,49.2000007629395,49.3300018310547,2479400,39.435188293457
2019-07-05,49.0099983215332,49.3699989318848,48.9599990844727,49.310001373291,2529800,39.4192047119141
2019-07-08,49.3400001525879,49.5,48.3849983215332,48.5200004577637,5936000,38.7876663208008
2019-07-09,48.2999992370605,48.4300003051758,47.5,47.8699989318848,4967400,38.2680435180664
2019-07-10,48.3400001525879,48.4199981689453,47.5200004577637,47.5499992370605,3507400,38.0122261047363
2019-07-11,47.7299995422363,48.060001373291,47.1800003051758,47.7799987792969,4202000,38.1960945129395
2019-07-12,48.4599990844727,50.0400009155273,48.0800018310547,49.7099990844727,4328400,39.7389678955078
2019-07-15,49.7700004577637,50.9500007629395,49.6599998474121,50.9300003051758,4923800,40.7142524719238
2019-07-16,50.9500007629395,52.6450004577637,50.9500007629395,52.3199996948242,6011200,41.8254432678223
2019-07-17,52.1599998474121,52.2999992370605,51.2299995422363,51.5999984741211,4417500,41.2498626708984
2019-07-18,51.5499992370605,52.0499992370605,51.2799987792969,51.75,3620300,41.3697776794434
2019-07-19,51.7700004577637,51.8300018310547,51.5,51.5200004577637,3221500,41.1859092712402
2019-07-22,51.5040016174316,51.5699996948242,50.5999984741211,50.8800010681152,2814900,40.6742820739746
2019-07-23,51,52.9000015258789,50.9500007629395,52.6199989318848,4387700,42.0652618408203
2019-07-24,52.5,52.9900016784668,52.0400009155273,52.7900009155273,3516400,42.2011680603027
2019-07-25,51.6399993896484,51.9900016784668,50.2999992370605,50.7700004577637,4254600,40.5863494873047
2019-07-26,50.2700004577637,50.2999992370605,48.9199981689453,49.1100006103516,5066000,39.2593193054199
2019-07-29,48.5200004577637,48.8800010681152,47.9799995422363,48.0499992370605,4219800,38.4119415283203
2019-07-30,47.7799987792969,48.439998626709,47.7799987792969,48.4000015258789,4194300,38.6917381286621
2019-07-31,48.4900016784668,49.4300003051758,47.9500007629395,48.439998626709,5188500,38.7237091064453
2019-08-01,48.1500015258789,48.5999984741211,46.7799987792969,46.8499984741211,5803200,37.4526443481445
2019-08-02,46.689998626709,47.5,45.3699989318848,45.5999984741211,5346400,36.4533729553223
2019-08-05,45.060001373291,45.1300010681152,44.0699996948242,44.7700004577637,5147300,35.7898597717285
2019-08-06,45.1100006103516,45.4500007629395,43.7350006103516,44.4300003051758,4702800,35.5180549621582
2019-08-07,44.0999984741211,45,43.9099998474121,44.8899993896484,4490100,35.8857879638672
2019-08-08,45.1969985961914,46.8199996948242,45.189998626709,46.7900009155273,4573400,37.4046783447266
2019-08-09,46.4199981689453,46.9900016784668,46.0999984741211,46.6399993896484,4468000,37.2847595214844
2019-08-12,46.3899993896484,46.7999992370605,45.5200004577637,45.689998626709,4491600,36.5253143310547
2019-08-13,45.7799987792969,47.7599983215332,45.5800018310547,46.8499984741211,5407300,37.4526443481445
2019-08-14,45.7999992370605,46.1500015258789,44,44.0800018310547,6178300,35.2382583618164
2019-08-15,44.3400001525879,44.3699989318848,42.9599990844727,43.3800010681152,3494600,34.6786689758301
2019-08-16,43.2900009155273,44.810001373291,42.7700004577637,44.5099983215332,4586000,35.5820083618164
2019-08-19,45.3600006103516,45.8629989624023,45.1500015258789,45.5999984741211,3615500,36.4533729553223
2019-08-20,45.25,45.25,43.0699996948242,43.1599998474121,5972800,34.5027847290039
2019-08-21,43.8499984741211,44.2400016784668,43.2400016784668,43.2799987792969,4397800,34.5987205505371
2019-08-22,43.3199996948242,43.9000015258789,42.0200004577637,42.0499992370605,6072100,33.6154327392578
2019-08-23,42,42.0200004577637,40.439998626709,40.7099990844727,6696800,32.5442276000977
2019-08-26,41.2700004577637,41.3499984741211,40.6100006103516,40.8199996948242,3402400,32.6321678161621
2019-08-27,41.189998626709,41.7299995422363,40.9189987182617,41.1699981689453,4152200,32.9119529724121
2019-08-28,41.1500015258789,42.6399993896484,40.7599983215332,42.5200004577637,4539300,33.9911651611328
2019-08-29,42.3300018310547,43,42.2099990844727,42.3699989318848,3292500,34.4382019042969
2019-08-30,42.8300018310547,43,42.2700004577637,42.6300010681152,4099200,34.6495361328125
2019-09-03,42.1399993896484,42.2299995422363,41.1500015258789,41.7999992370605,3343300,33.9749221801758
2019-09-04,42.5900001525879,42.7900009155273,41.8499984741211,42.5400009155273,2651400,34.5763816833496
2019-09-05,43.1500015258789,43.9700012207031,43.0900001525879,43.3600006103516,4041400,35.2428741455078
2019-09-06,43.5400009155273,43.6599998474121,42.6599998474121,43.2400016784668,3217900,35.1453399658203
2019-09-09,43.5299987792969,44.6269989013672,43.2599983215332,44.4500007629395,3848000,36.1288299560547
2019-09-10,45.0999984741211,46.3699989318848,44.7799987792969,46.3199996948242,4704000,37.6487503051758
2019-09-11,46.5200004577637,47.0499992370605,45.5800018310547,46.8800010681152,4445000,38.1039237976074
2019-09-12,47.0699996948242,47.189998626709,45.5699996948242,46.9700012207031,3649700,38.1770820617676
2019-09-13,47.6399993896484,48.439998626709,47.25,48.2000007629395,4027600,39.1768188476562
2019-09-16,48.689998626709,49.9799995422363,48.2799987792969,49.0099983215332,5040600,39.8351707458496
2019-09-17,48.6699981689453,49.0900001525879,47.6100006103516,48,3741900,39.0142517089844
2019-09-18,47.9000015258789,47.9000015258789,47.0200004577637,47.5099983215332,2588200,38.6159858703613
2019-09-19,48.1199989318848,48.4099998474121,47.4900016784668,47.6399993896484,2418300,38.7216415405273
2019-09-20,47.4700012207031,48.8499984741211,47.0699996948242,48.2099990844727,10570400,39.184944152832
2019-09-23,47.3899993896484,48.2150001525879,47.1199989318848,47.9099998474121,3599400,38.9411010742188
2019-09-24,47.7799987792969,48,45.9500007629395,46.5999984741211,4515300,37.8763427734375
2019-09-25,46.5499992370605,47.9700012207031,46.1300010681152,47.6800003051758,4396200,38.7541580200195
2019-09-26,47.5099983215332,47.689998626709,46.9339981079102,47.2299995422363,2994200,38.3883972167969
2019-09-27,47.4000015258789,47.8800010681152,47.0099983215332,47.0699996948242,3722300,38.2583541870117
2019-09-30,47.2599983215332,47.7900009155273,47.1100006103516,47.6500015258789,2512200,38.7297782897949
2019-10-01,47.939998626709,48.5699996948242,45.9000015258789,45.9700012207031,3838400,37.3642730712891
2019-10-02,44.6699981689453,45.1699981689453,44.3600006103516,44.9300003051758,4759500,36.5189628601074
2019-10-03,44.8499984741211,45.3899993896484,44.3699989318848,45.310001373291,3422400,36.8278274536133
2019-10-04,45.1800003051758,45.7799987792969,45.0099983215332,45.3400001525879,3512300,36.8522148132324
2019-10-07,45.0800018310547,45.7700004577637,44.7649993896484,45.1699981689453,2977900,36.714038848877
2019-10-08,44.75,45.0499992370605,43.8300018310547,43.8499984741211,2985900,35.6411437988281
2019-10-09,44.3899993896484,44.5400009155273,44,44.0099983215332,2844600,35.7711982727051
2019-10-10,44.3300018310547,45.2900009155273,44.0200004577637,44.9199981689453,4325000,36.5108375549316
2019-10-11,45.75,47.7200012207031,45.5029983520508,47.1300010681152,3675700,38.3071174621582
2019-10-14,46.7200012207031,47.2700004577637,46.2400016784668,46.8199996948242,3196500,38.0551452636719
2019-10-15,46.8199996948242,48.0999984741211,46.5299987792969,47.2000007629395,3216800,38.3640213012695
2019-10-16,47.4900016784668,47.9199981689453,47.0099983215332,47.1199989318848,3626900,38.2989845275879
2019-10-17,47.439998626709,48.5400009155273,47.1399993896484,47.810001373291,2724400,38.8598251342773
2019-10-18,47.9099998474121,48.1910018920898,47.3600006103516,47.9599990844727,2757600,38.9817428588867
2019-10-21,48.5900001525879,48.9700012207031,47.0900001525879,47.1199989318848,3967000,38.2989845275879
2019-10-22,47.0800018310547,47.3839988708496,46.0200004577637,46.8199996948242,4645400,38.0551452636719
2019-10-23,46.7799987792969,47.5099983215332,46.5499992370605,47.2299995422363,4152000,38.3883972167969
2019-10-24,48.6500015258789,49.9900016784668,47.8400001525879,49.4700012207031,6098900,40.2090721130371
2019-10-25,49.7799987792969,50.7599983215332,48.9000015258789,50.4799995422363,5361100,41.0299911499023
2019-10-28,50.75,51.439998626709,50.4300003051758,51.2099990844727,4504100,41.6233291625977
2019-10-29,50.9599990844727,51.6300010681152,50.3699989318848,51.4900016784668,3462100,41.8509178161621
2019-10-30,51.2000007629395,51.4700012207031,50.3300018310547,51.0299987792969,3602100,41.4770240783691
2019-10-31,50.8800010681152,51.0299987792969,49.7099990844727,50.4900016784668,3744000,41.0381278991699
2019-11-01,50.9799995422363,52.4900016784668,50.9000015258789,52.310001373291,3207100,42.5174102783203
2019-11-04,52.6500015258789,54.4099998474121,52.4599990844727,54.1699981689453,5430200,44.0292167663574
2019-11-05,54.0099983215332,55,53.6500015258789,54.2000007629395,6044500,44.053596496582
2019-11-06,54.1599998474121,54.7400016784668,53.810001373291,54.2799987792969,3847000,44.1186180114746
2019-11-07,54.939998626709,55.939998626709,54.4199981689453,55.7999992370605,5974300,45.354076385498
2019-11-08,55.5,55.9900016784668,55.0200004577637,55.9900016784668,4812000,45.5084953308105
2019-11-11,55.5499992370605,56.25,55.2200012207031,55.810001373291,3184900,45.362190246582
2019-11-12,56,56.1100006103516,54.5299987792969,55.1599998474121,2742700,44.8338851928711
2019-11-13,54.189998626709,54.4799995422363,53.4599990844727,53.6599998474121,3426000,43.6146812438965
2019-11-14,53.2999992370605,54.1399993896484,53.1500015258789,53.9500007629395,2595500,43.8503952026367
2019-11-15,54.2700004577637,55.2900009155273,54.1399993896484,54.8600006103516,3865000,44.5900421142578
2019-11-18,54.75,54.9099998474121,54.1199989318848,54.3199996948242,3439900,44.1511268615723
2019-11-19,54.810001373291,54.810001373291,52.7900009155273,53.3899993896484,5208300,43.3952255249023
2019-11-20,53.1399993896484,53.4500007629395,52.0999984741211,52.6699981689453,5394100,42.8100090026855
2019-11-21,52.7099990844727,53.9199981689453,52.3499984741211,53.8800010681152,4618400,43.7935066223145
2019-11-22,53.9799995422363,54.6599998474121,53.5999984741211,54.2000007629395,3115600,44.053596496582
2019-11-25,54.8199996948242,55.2299995422363,54.3600006103516,55.2000007629395,5073700,44.866397857666
2019-11-26,55.25,55.75,54.8199996948242,55.3699989318848,4643800,45.0045700073242
2019-11-27,54.6800003051758,54.9000015258789,53.9000015258789,54.2799987792969,3926000,44.683521270752
2019-11-29,54.0099983215332,54.2799987792969,53.1199989318848,53.3699989318848,1887600,43.934398651123
2019-12-02,53,53.75,52.8899993896484,53.1599998474121,3349500,43.7615280151367
2019-12-03,51.9599990844727,52.0099983215332,51.0499992370605,51.8199996948242,3950100,42.6584281921387
2019-12-04,53.4900016784668,53.4900016784668,52.2099990844727,52.2799987792969,3791400,43.0371055603027
2019-12-05,52.5299987792969,52.6500015258789,51.6800003051758,52,2692600,42.8066177368164
2019-12-06,52.5900001525879,53.75,52.5900001525879,53.2200012207031,2818800,43.8109245300293
2019-12-09,53.9599990844727,53.9799995422363,52.9900016784668,53.2700004577637,2377200,43.8520812988281
2019-12-10,53.3600006103516,53.3899993896484,52.689998626709,53.1300010681152,2609700,43.7368316650391
2019-12-11,53.5,54.0699996948242,53.0499992370605,53.0999984741211,3253300,43.7121315002441
2019-12-12,53.25,54.5800018310547,52.8199996948242,54.4500007629395,2882300,44.8234634399414
2019-12-13,54.6399993896484,54.8199996948242,53.25,53.2799987792969,3198600,43.8603134155273
2019-12-16,53.6100006103516,54.5400009155273,53.5099983215332,54.1699981689453,4040000,44.592960357666
2019-12-17,54.0999984741211,54.7400016784668,53.9300003051758,54.6599998474121,2665300,44.9963340759277
2019-12-18,54.3600006103516,54.689998626709,53.5400009155273,54.25,3659100,44.658821105957
2019-12-19,54.4300003051758,54.8699989318848,54.060001373291,54.5200004577637,3356000,44.8810844421387
2019-12-20,55.0499992370605,55.25,54.0200004577637,54.6100006103516,10476700,44.9551734924316
2019-12-23,54.4900016784668,55.0499992370605,54.2200012207031,54.9300003051758,2678600,45.2185935974121
2019-12-24,55,55.25,54.6500015258789,54.9000015258789,926200,45.1939086914062
2019-12-26,54.9799995422363,55.2299995422363,54.5200004577637,55.2200012207031,1909600,45.4573287963867
2019-12-27,55.2900009155273,55.5499992370605,54.7200012207031,54.8300018310547,1688500,45.1362762451172
2019-12-30,54.8600006103516,55.0499992370605,54.2400016784668,54.3400001525879,1943300,44.73291015625
2019-12-31,54.0200004577637,54.7799987792969,53.9300003051758,54.7299995422363,2145700,45.0539588928223
2020-01-02,55.2299995422363,55.5400009155273,53.6399993896484,53.75,5145200,44.2472190856934
2020-01-03,53.1100006103516,53.5999984741211,52.4099998474121,52.4199981689453,5004300,43.1523513793945
2020-01-06,52.3199996948242,52.8800010681152,52,52.2099990844727,4293100,42.9794845581055
2020-01-07,52.2900009155273,53.064998626709,51.9900016784668,52.189998626709,5122800,42.9630165100098
2020-01-08,52.4099998474121,53.1699981689453,51.9199981689453,52.7299995422363,3629700,43.4075469970703
2020-01-09,52.75,53.0699996948242,51.810001373291,52.189998626709,2667800,42.9630165100098
2020-01-10,52.8600006103516,52.8699989318848,51.4000015258789,51.5,3277300,42.3950157165527
2020-01-13,51.5,52.4000015258789,51.4700012207031,52.3499984741211,2665500,43.0947265625
2020-01-14,52.189998626709,52.9700012207031,51.9500007629395,52.2400016784668,3689800,43.0041885375977
2020-01-15,52.189998626709,52.6500015258789,51.7000007629395,52.2700004577637,2235400,43.028881072998
2020-01-16,52.5800018310547,52.8699989318848,52.1699981689453,52.4799995422363,3765600,43.2017478942871
2020-01-17,52.5299987792969,53.3600006103516,52.4249992370605,53.3400001525879,3897500,43.9097023010254
2020-01-21,52.9799995422363,53.1500015258789,52.2000007629395,52.5999984741211,4156000,43.3005294799805
2020-01-22,52.7299995422363,52.7999992370605,50.681999206543,50.8699989318848,5149600,41.8763961791992
2020-01-23,50.2200012207031,50.75,49.1500015258789,50.25,5797600,41.3660087585449
2020-01-24,49.8800010681152,50.2700004577637,48.0400009155273,48.4900016784668,5919300,39.917163848877
2020-01-27,47.310001373291,47.5800018310547,46.6399993896484,47.1800003051758,4827000,38.8387603759766
2020-01-28,47.4000015258789,47.7200012207031,47.0200004577637,47.1599998474121,5813800,38.8222999572754
2020-01-29,48.9799995422363,49.9500007629395,48.5999984741211,49.6699981689453,6828000,40.888542175293
2020-01-30,48.310001373291,48.9799995422363,47.6599998474121,48.4700012207031,5644800,39.9007034301758
2020-01-31,47.7000007629395,47.8650016784668,45.9199981689453,46.0699996948242,7532200,37.9250068664551
2020-02-03,46.310001373291,46.9700012207031,45.7299995422363,46.7400016784668,6364900,38.4765586853027
2020-02-04,47.6500015258789,48.3800010681152,47.439998626709,48.0499992370605,5287000,39.5549583435059
2020-02-05,48.8800010681152,49.7400016784668,48.5200004577637,49.6100006103516,5403200,40.8391494750977
2020-02-06,49.6100006103516,49.6599998474121,48.560001373291,49.2000007629395,5985200,40.501636505127
2020-02-07,48.5400009155273,48.5400009155273,47.4500007629395,48.0299987792969,3802100,39.5384902954102
2020-02-10,47.7999992370605,48.7200012207031,47.7999992370605,48.189998626709,2488300,39.6702003479004
2020-02-11,48.5400009155273,50.0099983215332,48.5,48.7900009155273,3705400,40.1641273498535
2020-02-12,49.689998626709,50.3699989318848,48.9900016784668,49.3800010681152,2964200,40.6498146057129
2020-02-13,48.9000015258789,48.9900016784668,48.0200004577637,48.2999992370605,3302600,39.7607498168945
2020-02-14,48.5099983215332,48.939998626709,48.3800010681152,48.6300010681152,3207000,40.032413482666
2020-02-18,48.189998626709,48.5200004577637,47.2290000915527,47.7400016784668,3594300,39.2997665405273
2020-02-19,47.8199996948242,48.2900009155273,47.4099998474121,47.560001373291,5644900,39.1515922546387
2020-02-20,47.5200004577637,48.810001373291,47.439998626709,48.7599983215332,4154200,40.1394309997559
2020-02-21,48.5800018310547,48.7700004577637,48.0800018310547,48.2999992370605,3972800,39.7607498168945
2020-02-24,46.6100006103516,47.0400009155273,45.7999992370605,46.2400016784668,5075900,38.0649528503418
2020-02-25,46.5,46.5349998474121,43.5800018310547,43.9500007629395,5529300,36.1798248291016
2020-02-26,44.4500007629395,44.8800010681152,43.0200004577637,43.0499992370605,6470700,35.4389419555664
2020-02-27,41.3300018310547,41.4599990844727,39.5,39.5499992370605,10009300,33.0958595275879
2020-02-28,38.1199989318848,40.4900016784668,38.0499992370605,40.4099998474121,10280000,33.8155250549316
2020-03-02,41.0499992370605,41.4199981689453,39.7799987792969,41.4199981689453,7706700,34.660701751709
2020-03-03,41.3499984741211,42.7439994812012,39.7400016784668,40.560001373291,6765300,33.941047668457
2020-03-04,41.4500007629395,41.9700012207031,40.2099990844727,41.9099998474121,4967000,35.0707359313965
2020-03-05,40.0299987792969,40.6300010681152,39.6599998474121,40.0999984741211,5447400,33.5561141967773
2020-03-06,38.7200012207031,39.689998626709,38.310001373291,38.9700012207031,6928400,32.6105155944824
2020-04-08,32.9700012207031,34.939998626709,32.3600006103516,34.7900009155273,7220700,29.1126461029053
2020-04-09,35.75,37.7400016784668,35.5400009155273,36.560001373291,9892300,30.5937995910645
2020-04-13,36.4700012207031,36.9000015258789,34.5699996948242,35.2299995422363,7170600,29.480842590332
2020-04-14,36.3699989318848,37.1399993896484,35.0900001525879,35.3699989318848,7348800,29.597993850708
2020-04-27,33.310001373291,34.7449989318848,32.810001373291,34.439998626709,4885900,28.8197593688965
2020-04-28,35.4799995422363,36.189998626709,34.7099990844727,35.8699989318848,5868600,30.0163974761963
2020-04-29,37,38.0900001525879,36.9000015258789,37.4700012207031,6887300,31.3553047180176
2020-04-30,37.2700004577637,37.3499984741211,36.0499992370605,36.689998626709,10990200,30.7025833129883
2020-05-01,34.7299995422363,35.0900001525879,33.5400009155273,33.9300003051758,8709300,28.3929862976074
2020-05-08,33.7799987792969,34.3699989318848,33.3699989318848,34.3300018310547,4175700,28.7277145385742
2020-05-11,34.2000007629395,34.2400016784668,33.0800018310547,33.9000015258789,4321000,28.3678855895996
2020-05-12,34.25,35.4099998474121,33.75,33.7900009155273,5675400,28.2758331298828
2020-05-18,35.8800010681152,38.0099983215332,35.7099990844727,36.7400016784668,8544900,30.7444286346436
2020-05-19,36.6300010681152,36.6800003051758,35.5800018310547,35.6399993896484,4415500,29.8239288330078
2020-05-20,36.3400001525879,37,35.7599983215332,36.1800003051758,5656200,30.2758140563965
2020-05-21,36,36.7599983215332,35.6599998474121,35.8199996948242,3941800,29.9745597839355
2020-05-22,35.6800003051758,36.1800003051758,35.3699989318848,36.1199989318848,3040600,30.2256011962891
2020-05-26,38.3600006103516,38.9500007629395,37.9199981689453,38.7900009155273,6188600,32.4598846435547
2020-05-27,39.9500007629395,40.6650009155273,39.0299987792969,39.8199996948242,6895200,33.3218002319336
2020-05-28,39.5699996948242,39.689998626709,38.3499984741211,38.7099990844727,5266800,32.9725761413574
2020-05-29,38.1399993896484,38.9900016784668,37.7200012207031,38.5999984741211,5254200,32.8788719177246
2020-06-01,38.6100006103516,39.0099983215332,38.1800003051758,38.6100006103516,3014400,32.8873901367188
2020-06-02,39.2000007629395,41.2299995422363,39.0900001525879,40.5999984741211,6083400,34.5824394226074
2020-06-03,41.4900016784668,42.2999992370605,41.4599990844727,41.6300010681152,5160600,35.4597816467285
2020-06-04,41.5,42.7599983215332,41.3199996948242,42.7099990844727,3901500,36.3797073364258
2020-06-05,44.7099990844727,45.7299995422363,43.8370018005371,43.9700012207031,7656600,37.4529609680176
2020-06-08,44.0800018310547,45.9300003051758,44.0800018310547,45.9000015258789,5727300,39.0969009399414
2020-06-09,44.4700012207031,44.8199996948242,43.9189987182617,44.4099998474121,5535400,37.8277397155762
2020-06-10,44.3899993896484,44.5,43.4000015258789,43.5800018310547,4267700,37.1207656860352
2020-06-11,41.2249984741211,42.0400009155273,38.9500007629395,39.2599983215332,9225100,33.441047668457
2020-06-12,41.8199996948242,41.9150009155273,39.9850006103516,41.2299995422363,5034900,35.1190719604492
2020-06-15,39.4799995422363,42.4500007629395,39.2900009155273,41.9799995422363,5665300,35.7579078674316
2020-06-16,44.1599998474121,44.5,41.439998626709,42.25,5592400,35.9878883361816
2020-06-17,42.7000007629395,42.7960014343262,41.0299987792969,41.1699981689453,3525100,35.0679588317871
2020-06-18,40.6500015258789,41.9900016784668,40.3800010681152,41.5800018310547,4106800,35.4171943664551
2020-06-19,42.6300010681152,43,41.4700012207031,41.6500015258789,7494400,35.4768180847168
2020-06-22,41.4599990844727,42.1300010681152,40.6699981689453,41.7400016784668,3316000,35.5534744262695
2020-06-23,42.4799995422363,42.4799995422363,41.3300018310547,41.3499984741211,3603900,35.2212829589844
2020-06-24,40.5999984741211,40.7200012207031,38.3199996948242,38.4500007629395,7707200,32.751106262207
