"Fecha","ANET.Open","ANET.High","ANET.Low","ANET.Close","ANET.Volume","ANET.Adjusted"
2014-06-06,13.8125,15,13.75,13.75,29020400,13.75
2014-06-09,14.0625,14.25,13.75,13.8000001907349,2867600,13.8000001907349
2014-06-10,13.8125,15,13.8125,15,3947200,15
2014-06-11,15,15.875,14.664999961853,15.875,2642000,15.875
2014-06-12,15.9125003814697,16.9575004577637,15.7674999237061,16.5,2917200,16.5
2014-06-13,17.1175003051758,18,16.75,17.3950004577637,4262800,17.3950004577637
2014-06-16,17.8050003051758,17.875,16.9087505340576,17.875,1668000,17.875
2014-06-17,17.9724998474121,18.1574993133545,17.25,17.4274997711182,1114400,17.4274997711182
2014-06-18,17.5174999237061,17.75,16.9699993133545,17.2399997711182,835200,17.2399997711182
2014-06-19,17.0074996948242,17.2024993896484,16.1275005340576,16.4174995422363,2606400,16.4174995422363
2014-06-20,16.2625007629395,17.125,16.125,16.2875003814697,1176000,16.2875003814697
2014-06-23,16.2549991607666,16.8724994659424,16.2549991607666,16.4274997711182,466000,16.4274997711182
2014-06-24,16.5874996185303,16.6875,15.9674997329712,16.0699996948242,771200,16.0699996948242
2014-06-25,15.9525003433228,16.3395004272461,15.5,16.1224994659424,744800,16.1224994659424
2014-06-26,16.2024993896484,16.2024993896484,15.625,15.9525003433228,388400,15.9525003433228
2014-06-27,15.977499961853,15.977499961853,15.5625,15.6374998092651,978800,15.6374998092651
2014-06-30,15.5174999237061,16.2999992370605,15.5174999237061,15.5974998474121,928000,15.5974998474121
2014-07-01,16.7425003051758,19.2075004577637,16.5249996185303,19,6632800,19
2014-07-02,19.6849994659424,20.1324996948242,18.2999992370605,18.8374996185303,4506000,18.8374996185303
2014-07-03,19.1100006103516,19.4067497253418,18.5249996185303,19.1025009155273,975600,19.1025009155273
2014-07-07,18.7900009155273,19.3225002288818,18.0074996948242,18.0424995422363,1266400,18.0424995422363
2014-07-08,17.9825000762939,18.0125007629395,15.7849998474121,17.3575000762939,4714800,17.3575000762939
2014-07-09,17.3250007629395,18.2250003814697,16.5025005340576,17.9750003814697,1488000,17.9750003814697
2014-07-10,16.8799991607666,17.5349998474121,16.7810001373291,16.9349994659424,1187200,16.9349994659424
2014-07-11,17.2000007629395,17.625,17.0874996185303,17.4074993133545,766800,17.4074993133545
2014-07-14,17.8500003814697,18,17.1324996948242,17.2374992370605,524000,17.2374992370605
2014-07-15,17.3624992370605,17.6399993896484,16.5,16.6725006103516,904400,16.6725006103516
2014-07-16,16.7674999237061,17,15.9025001525879,16.1324996948242,990800,16.1324996948242
2014-07-17,15.9724998474121,16.4050006866455,15.7775001525879,15.9399995803833,520800,15.9399995803833
2014-07-18,16.0074996948242,16.2250003814697,15.8374996185303,16,494800,16
2014-07-21,16.0324993133545,16.1825008392334,15.7524995803833,15.8074998855591,574800,15.8074998855591
2014-07-22,15.9399995803833,16.7399997711182,15.8649997711182,16.3775005340576,943600,16.3775005340576
2014-07-23,16.4724998474121,16.6700000762939,16.1000003814697,16.2049999237061,591600,16.2049999237061
2014-07-24,16.2775001525879,16.5400009155273,15.9425001144409,16.0625,730400,16.0625
2014-07-25,16.0375003814697,16.1949996948242,15.6274995803833,15.9099998474121,462400,15.9099998474121
2014-07-28,16.1299991607666,16.1359996795654,15.7574996948242,15.852499961853,269600,15.852499961853
2014-07-29,15.897500038147,16.0125007629395,15.7875003814697,15.9624996185303,425600,15.9624996185303
2014-07-30,16.1200008392334,16.9750003814697,15.9925003051758,16.9475002288818,2432400,16.9475002288818
2014-07-31,16.5849990844727,16.75,16.2775001525879,16.5300006866455,1030800,16.5300006866455
2014-08-01,16.4549999237061,16.875,16.3125,16.4025001525879,774800,16.4025001525879
2014-08-04,16.4974994659424,17.375,16.4200000762939,17.3075008392334,1022400,17.3075008392334
2014-08-05,17.2075004577637,18.25,17.0049991607666,18.0224990844727,1609600,18.0224990844727
2014-08-06,17.8449993133545,18.125,17.3824996948242,17.7049999237061,902400,17.7049999237061
2014-08-07,17.9424991607666,18.1650009155273,17.7959995269775,18.0550003051758,1650400,18.0550003051758
2014-08-08,19.8125,19.9699993133545,17.875,18.0074996948242,5705600,18.0074996948242
2014-08-11,18.1725006103516,18.3500003814697,16.8274993896484,17.4650001525879,2960400,17.4650001525879
2014-08-12,17.3700008392334,17.9214992523193,17.3700008392334,17.7775001525879,892000,17.7775001525879
2014-08-13,17.7849998474121,17.9925003051758,17.3344993591309,17.4599990844727,1094000,17.4599990844727
2014-08-14,17.4325008392334,17.9249992370605,17.2000007629395,17.7024993896484,1066400,17.7024993896484
2014-08-15,17.8549995422363,17.8549995422363,17.3449993133545,17.4549999237061,566400,17.4549999237061
2014-08-18,17.7124996185303,17.8425006866455,17.3125,17.6275005340576,703600,17.6275005340576
2014-08-19,17.6849994659424,18.7950000762939,17.5412502288818,18.75,1912400,18.75
2014-08-20,18.5825004577637,19.3172492980957,18.2252502441406,19.1000003814697,1583600,19.1000003814697
2014-08-21,18.9699993133545,19.5974998474121,18.8325004577637,19.3374996185303,1741200,19.3374996185303
2014-08-22,19.1224994659424,19.2399997711182,18.8125,18.9050006866455,710400,18.9050006866455
2014-08-25,19.0125007629395,19.3600006103516,18.7024993896484,18.8950004577637,709600,18.8950004577637
2014-08-26,18.8600006103516,19.1924991607666,18.6662502288818,19.0424995422363,650800,19.0424995422363
