"Fecha","NTRS.Open","NTRS.High","NTRS.Low","NTRS.Close","NTRS.Volume","NTRS.Adjusted"
2013-11-01,56.3800010681152,56.7099990844727,56.2099990844727,56.5800018310547,1096000,44.2338371276855
2013-11-04,56.3499984741211,56.75,56.25,56.6500015258789,1009700,44.28857421875
2013-11-05,56.6399993896484,57.189998626709,56.2000007629395,57.1399993896484,1039700,44.6716423034668
2013-11-06,57.5400009155273,57.5400009155273,56.8800010681152,57.1800003051758,747900,44.7029190063477
2013-11-07,57.439998626709,57.6500015258789,56.2000007629395,56.2299995422363,932900,43.9602165222168
2013-11-08,56.1199989318848,58.4199981689453,56.0400009155273,58.4000015258789,1195500,45.6566963195801
2013-11-11,58.560001373291,58.560001373291,57.9099998474121,58.0999984741211,675500,45.4221687316895
2013-11-12,57.9099998474121,58.0999984741211,57.4300003051758,57.7000007629395,704900,45.1094627380371
2013-11-13,56.4300003051758,57.7700004577637,56.4300003051758,57.6399993896484,1003800,45.0625381469727
2013-11-14,57.5299987792969,57.939998626709,57.1399993896484,57.2000007629395,1377900,44.7185554504395
2013-11-15,57.2299995422363,57.7000007629395,56.8300018310547,57.1500015258789,1235200,44.6794662475586
2013-11-18,57.1699981689453,57.5,56.8899993896484,56.9900016784668,856800,44.5543823242188
2013-11-19,56.7900009155273,57.4300003051758,56.4199981689453,57.2400016784668,1596200,44.7498207092285
2013-11-20,57.189998626709,57.8400001525879,57.1300010681152,57.4000015258789,1088600,44.8749160766602
2013-11-21,57.5999984741211,58.0400009155273,57.4000015258789,57.939998626709,722500,45.2970771789551
2013-11-22,58.0900001525879,58.0999984741211,57.5699996948242,58.0999984741211,930100,45.4221687316895
2013-11-25,58.0900001525879,58.7400016784668,57.7900009155273,58.5900001525879,964400,45.805248260498
2013-11-26,58.560001373291,58.9900016784668,58.4599990844727,58.6599998474121,1094100,45.859977722168
2013-11-27,58.7099990844727,59,58.439998626709,58.939998626709,701900,46.0788726806641
2013-11-29,58.9900016784668,59.4000015258789,58.689998626709,58.9900016784668,646200,46.1179618835449
2013-12-02,58.9099998474121,59.5299987792969,58.4799995422363,58.7000007629395,944700,45.8912467956543
2013-12-03,58.3400001525879,58.8300018310547,57.9799995422363,58.3499984741211,1252800,45.617618560791
2013-12-04,57.7900009155273,58.5,57.439998626709,57.8699989318848,918700,45.484001159668
2013-12-05,57.7400016784668,58.1399993896484,57.689998626709,57.75,997000,45.3896903991699
2013-12-06,58.4000015258789,58.9199981689453,58.3199996948242,58.75,970000,46.1756629943848
2013-12-09,59,59.2200012207031,58.7400016784668,58.9500007629395,887800,46.3328475952148
2013-12-10,58.5900001525879,59.0999984741211,58.2299995422363,58.2700004577637,1102200,45.7983932495117
2013-12-11,58.1199989318848,58.2599983215332,57.1500015258789,57.1699981689453,1702200,44.9338302612305
2013-12-12,57.2900009155273,57.5499992370605,56.6599998474121,57.1399993896484,1279300,44.9102401733398
2013-12-13,58.2799987792969,58.2799987792969,57.1399993896484,57.5800018310547,1616800,45.2560691833496
2013-12-16,57.9599990844727,58.3899993896484,57.6800003051758,57.8199996948242,1535600,45.444694519043
2013-12-17,57.7099990844727,57.9799995422363,57.189998626709,57.5,1024600,45.1931953430176
2013-12-18,57.4700012207031,59.4000015258789,57.2999992370605,59.3699989318848,1691100,46.662956237793
2013-12-19,59.0900001525879,59.4300003051758,58.7099990844727,59.2799987792969,1209400,46.5922164916992
2013-12-20,59.6399993896484,60.939998626709,59.4500007629395,60.810001373291,3895700,47.7947540283203
2013-12-23,60.5900001525879,61.3699989318848,60.5699996948242,61.2900009155273,1446400,48.1720085144043
2013-12-24,61.1100006103516,61.4000015258789,60.8600006103516,61.2999992370605,454400,48.1798782348633
2013-12-26,61.5800018310547,61.8199996948242,61.2700004577637,61.7099990844727,688200,48.5021286010742
2013-12-27,61.5999984741211,61.6699981689453,61.1800003051758,61.4500007629395,755700,48.2977714538574
2013-12-30,61.5699996948242,61.810001373291,61.5499992370605,61.7200012207031,854700,48.5099945068359
2013-12-31,61.7000007629395,62,61.6599998474121,61.8899993896484,709000,48.6435890197754
2014-01-02,61.7599983215332,61.9500007629395,60.6699981689453,60.8899993896484,1011100,47.8576316833496
2014-01-03,61.2000007629395,61.5999984741211,60.9900016784668,61.2999992370605,873100,48.1798782348633
2014-01-06,61.4700012207031,61.7900009155273,60.5800018310547,60.9199981689453,1518500,47.8812065124512
2014-01-07,61.1100006103516,61.9099998474121,60.7700004577637,61.7000007629395,1155700,48.4942436218262
2014-01-08,61.5699996948242,62.1399993896484,61.25,62.0200004577637,2320900,48.7457695007324
2014-01-09,62.1599998474121,62.3800010681152,61.2900009155273,61.4900016784668,909400,48.3292083740234
2014-01-10,61.060001373291,61.4900016784668,60.8499984741211,61.1199989318848,862100,48.0383949279785
2014-01-13,61.0400009155273,61.2299995422363,60.2599983215332,60.4300003051758,1025700,47.4960823059082
2014-01-14,60.6500015258789,60.9700012207031,60.4199981689453,60.5999984741211,1118500,47.6297035217285
2014-01-15,60.939998626709,61.3899993896484,60.810001373291,61.2000007629395,1330400,48.1012840270996
2014-01-16,61.0400009155273,61.3499984741211,60.7299995422363,61.0499992370605,1080100,47.9833831787109
2014-01-17,61.189998626709,61.3300018310547,60.3300018310547,60.7099990844727,1569000,47.7161598205566
2014-01-21,61.1599998474121,61.5900001525879,60.4000015258789,60.6100006103516,1524900,47.6375694274902
2014-01-22,61.7799987792969,63,60.7599983215332,62.6100006103516,4200500,49.2094802856445
2014-01-23,62.7599983215332,62.9500007629395,61.75,62.5999984741211,1983600,49.2016372680664
2014-01-24,61.1599998474121,62.1800003051758,61.0900001525879,61.1300010681152,1936000,48.0462608337402
2014-01-27,61.2400016784668,61.4900016784668,60.5099983215332,60.5499992370605,1435600,47.590404510498
2014-01-28,60.3899993896484,61.0800018310547,60.3199996948242,60.7599983215332,1447800,47.7554550170898
2014-01-29,60.3199996948242,61.1699981689453,60.2400016784668,60.7000007629395,1561500,47.7082939147949
2014-01-30,61.0900001525879,61.3400001525879,60.4199981689453,61.1199989318848,955200,48.0383949279785
2014-01-31,60.2799987792969,60.7799987792969,59.8300018310547,60.2200012207031,1259900,47.3310279846191
2014-02-03,60.2999992370605,60.4000015258789,58.310001373291,58.4000015258789,1452200,45.9005508422852
2014-02-04,58.5999984741211,59.9300003051758,58.310001373291,59.7799987792969,1509900,46.9852104187012
2014-02-05,59.6500015258789,59.9799995422363,59.1300010681152,59.1599998474121,937600,46.4979019165039
2014-02-06,59.2200012207031,59.9500007629395,58.9799995422363,59.75,794800,46.9616165161133
2014-02-07,60,60.9300003051758,59.7999992370605,60.7299995422363,960200,47.7318649291992
2014-02-10,60.7200012207031,60.8899993896484,60.3800010681152,60.8499984741211,555800,47.8261871337891
2014-02-11,60.7999992370605,61.9900016784668,60.4199981689453,61.7700004577637,838900,48.5492820739746
2014-02-12,61.810001373291,62.3899993896484,61.6100006103516,61.8699989318848,1155500,48.6278762817383
2014-02-13,61.5299987792969,62.1100006103516,61.3600006103516,62.0400009155273,895600,48.7614822387695
2014-02-14,61.8899993896484,62.3899993896484,61.75,62.25,769300,48.9265403747559
2014-02-18,62,62.4599990844727,61.5800018310547,62.2200012207031,787800,48.9029655456543
2014-02-19,61.8600006103516,62.3400001525879,61.4000015258789,61.4300003051758,1066200,48.2820510864258
2014-02-20,61.5400009155273,61.9700012207031,60.9799995422363,61.5400009155273,926900,48.3685073852539
2014-02-21,61.6699981689453,62.2900009155273,61.1199989318848,61.9000015258789,860200,48.6514625549316
2014-02-24,61.8300018310547,62.8400001525879,61.8300018310547,62.4500007629395,947800,49.0837364196777
2014-02-25,62.5299987792969,62.5299987792969,61.7599983215332,61.8600006103516,676100,48.6200218200684
2014-02-26,62.0099983215332,62.1599998474121,61.2700004577637,61.7200012207031,869800,48.5099945068359
2014-02-27,61.4799995422363,62.189998626709,61.4700012207031,62.1800003051758,839800,48.8715209960938
2014-02-28,62.0499992370605,62.4900016784668,61.5499992370605,61.8499984741211,1547700,48.6121597290039
2014-03-03,61.4300003051758,62,60.7799987792969,61.3300018310547,1185400,48.2034492492676
2014-03-04,62.0099983215332,62.3800010681152,61.810001373291,62.2900009155273,990800,48.9579811096191
2014-03-05,61.6699981689453,62.1500015258789,61.5900001525879,62.1300010681152,710800,49.076473236084
2014-03-06,62.3699989318848,63,62.0699996948242,62.8199996948242,812800,49.6214981079102
2014-03-07,62.9599990844727,64.2600021362305,62.9000015258789,64.0199966430664,1548600,50.5693855285645
2014-03-10,63.8499984741211,64.4000015258789,63.5499992370605,64.120002746582,781300,50.6483688354492
2014-03-11,63.0099983215332,63.8800010681152,62.9099998474121,63.1399993896484,726400,49.874267578125
