"Fecha","ROP.Open","ROP.High","ROP.Low","ROP.Close","ROP.Volume","ROP.Adjusted"
2013-12-05,127.089996337891,127.540000915527,126.709999084473,127.129997253418,507200,119.820976257324
2013-12-06,128.380004882812,129.559997558594,127.940002441406,129.339996337891,307100,121.903900146484
2013-12-09,129.479995727539,130.490005493164,129.470001220703,130.149993896484,405000,122.667350769043
2013-12-10,129.25,130.160003662109,128.169998168945,129.669998168945,470100,122.214973449707
2013-12-11,129.229995727539,130.550003051758,129.160003662109,129.479995727539,696700,122.035842895508
2013-12-12,129.009994506836,129.800003051758,128.529998779297,129.470001220703,420700,122.026435852051
2013-12-13,129.809997558594,130.589996337891,129.330001831055,129.899993896484,630100,122.431701660156
2013-12-16,129.589996337891,132.639999389648,129.589996337891,132.050003051758,634700,124.458114624023
2013-12-17,132.169998168945,132.660003662109,131.490005493164,131.699996948242,489800,124.128219604492
2013-12-18,132.369995117188,133.460006713867,131.009994506836,133.380004882812,994100,125.711624145508
2013-12-19,132.910003662109,134.160003662109,132.75,133.940002441406,698300,126.239456176758
2013-12-20,134.059997558594,135.529998779297,133.850006103516,135.410003662109,637000,127.624969482422
2013-12-23,135.830001831055,137.009994506836,135.520004272461,136.789993286133,361900,128.92561340332
2013-12-24,136.610000610352,137.440002441406,136.050003051758,137,90900,129.123519897461
2013-12-26,137.110000610352,138.369995117188,135.830001831055,138.100006103516,194800,130.160293579102
2013-12-27,138.119995117188,138.880004882812,137.240005493164,138.429992675781,240500,130.471328735352
2013-12-30,138.270004272461,139.199996948242,138.100006103516,138.559997558594,219600,130.593841552734
2013-12-31,139.210006713867,139.910003662109,137.910003662109,138.679992675781,303900,130.706893920898
2014-01-02,138.529998779297,138.529998779297,137.320007324219,138.080001831055,359400,130.141448974609
2014-01-03,138.050003051758,139.029998779297,137.559997558594,138.229995727539,357300,130.282791137695
2014-01-06,139.169998168945,139.309997558594,137.270004272461,137.660003662109,396300,129.745574951172
2014-01-07,138.190002441406,138.410003662109,136.830001831055,137.929992675781,345800,130.000045776367
2014-01-08,137.729995727539,139.050003051758,137.410003662109,138.309997558594,349000,130.54753112793
2014-01-09,139.259994506836,140.320007324219,139.179992675781,139.539993286133,489200,131.708480834961
2014-01-10,139.539993286133,139.960006713867,138.479995727539,139.380004882812,274700,131.557464599609
2014-01-13,138.809997558594,139.929992675781,137.729995727539,137.979995727539,352900,130.235992431641
2014-01-14,138.449996948242,139.710006713867,137.809997558594,139.649993896484,422900,131.812286376953
2014-01-15,139.740005493164,140.600006103516,139.520004272461,140.570007324219,286400,132.680648803711
2014-01-16,141.25,142.529998779297,140.619995117188,140.860000610352,322700,132.954391479492
2014-01-17,140.660003662109,140.729995727539,139.419998168945,140.039993286133,391400,132.180435180664
2014-01-21,140.410003662109,142.339996337891,140.369995117188,141.919998168945,379600,133.954895019531
2014-01-22,141.910003662109,141.910003662109,141.130004882812,141.539993286133,2e+05,133.59619140625
2014-01-23,140.360000610352,141.279998779297,138.619995117188,139,466800,131.198776245117
2014-01-24,137.75,138.199996948242,135,135.669998168945,894400,128.055725097656
2014-01-27,137.339996337891,138.759994506836,134.880004882812,135.410003662109,745300,127.810256958008
2014-01-28,135.759994506836,139.070007324219,135.259994506836,137.729995727539,455400,130
2014-01-29,136.479995727539,137.979995727539,135.679992675781,136.179992675781,423700,128.537063598633
2014-01-30,137.360000610352,138,136.570007324219,137.770004272461,313500,130.037826538086
2014-01-31,136.119995117188,138.279998779297,135.389999389648,137.240005493164,472400,129.537582397461
2014-02-03,136.860000610352,138.059997558594,131.580001831055,131.800003051758,735700,124.402870178223
2014-02-04,132.270004272461,132.720001220703,131.149993896484,131.990005493164,966600,124.582221984863
2014-02-05,131.509994506836,132.580001831055,130.729995727539,131.919998168945,452500,124.516136169434
2014-02-06,132.589996337891,133.360000610352,131.940002441406,132.770004272461,481600,125.318450927734
2014-02-07,133.460006713867,134.5,133.240005493164,133.899993896484,520300,126.38500213623
2014-02-10,134.009994506836,134.229995727539,132.779998779297,133,505800,125.535537719727
2014-02-11,133.5,134,132.970001220703,133.619995117188,572000,126.120742797852
2014-02-12,133.949996948242,135.490005493164,133.949996948242,134.940002441406,480900,127.366630554199
2014-02-13,134.220001220703,136.539993286133,134,136.490005493164,418400,128.829635620117
2014-02-14,136.490005493164,137.380004882812,135.539993286133,136.869995117188,617700,129.18830871582
2014-02-18,136.729995727539,137.139999389648,135.619995117188,135.889999389648,439900,128.26335144043
2014-02-19,135.75,136.839996337891,134.649993896484,135.050003051758,335200,127.470428466797
2014-02-20,135.360000610352,135.889999389648,134.429992675781,135.539993286133,368700,127.932922363281
2014-02-21,135.600006103516,136.570007324219,134.860000610352,134.919998168945,357200,127.347755432129
2014-02-24,135.410003662109,137.050003051758,135.210006713867,135.309997558594,624000,127.715881347656
2014-02-25,135.410003662109,136.130004882812,135.009994506836,135.300003051758,443500,127.70645904541
2014-02-26,135.850006103516,136.490005493164,134.800003051758,134.979995727539,500300,127.40438079834
2014-02-27,134.860000610352,135.419998168945,131.619995117188,134.610000610352,436400,127.055191040039
2014-02-28,134.5,136.460006713867,134.320007324219,135.619995117188,897500,128.00846862793
2014-03-03,134.520004272461,135.25,133.729995727539,134.690002441406,374500,127.130714416504
2014-03-04,135.690002441406,137.220001220703,135.479995727539,136.320007324219,557600,128.669235229492
2014-03-05,136.669998168945,137.729995727539,136.300003051758,137,668300,129.311050415039
2014-03-06,136.949996948242,139.070007324219,136.949996948242,138.660003662109,745300,130.877853393555
2014-03-07,139.160003662109,139.779998779297,138.350006103516,139.5,701600,131.670700073242
2014-03-10,139.339996337891,139.630004882812,136.720001220703,137.059997558594,775300,129.367645263672
2014-03-11,137.059997558594,137.729995727539,133.690002441406,134.229995727539,1084400,126.69645690918
2014-03-12,133.759994506836,134.169998168945,132.220001220703,134.080001831055,850200,126.55485534668
2014-03-13,134.860000610352,135.610000610352,133.220001220703,133.929992675781,654400,126.413368225098
2014-03-14,133.080001831055,134.669998168945,132.970001220703,134.070007324219,635900,126.545394897461
2014-03-17,135.029998779297,136.690002441406,134.830001831055,136.630004882812,745700,128.961883544922
2014-03-18,136.800003051758,137.289993286133,136.309997558594,136.940002441406,698100,129.254409790039
2014-03-19,136.850006103516,137.160003662109,134.509994506836,135.350006103516,349900,127.753662109375
2014-03-20,134.850006103516,135.619995117188,134.229995727539,135.029998779297,300800,127.451599121094
2014-03-21,136.050003051758,137.240005493164,134.470001220703,134.710006713867,904300,127.149536132812
2014-03-24,135.009994506836,135.289993286133,133.619995117188,134.220001220703,423900,126.687026977539
2014-03-25,135.080001831055,135.940002441406,133.509994506836,134.820007324219,534400,127.253372192383
2014-03-26,135.389999389648,136.089996337891,133.169998168945,133.190002441406,534600,125.714912414551
2014-03-27,133.089996337891,133.309997558594,132.149993896484,132.479995727539,340600,125.044715881348
2014-03-28,132.470001220703,134.339996337891,132.470001220703,132.779998779297,385700,125.327896118164
2014-03-31,133.360000610352,134.020004272461,132.869995117188,133.509994506836,462900,126.01692199707
2014-04-01,134.190002441406,134.679992675781,133.050003051758,134.589996337891,525000,127.036293029785
2014-04-02,134.990005493164,136.729995727539,134.740005493164,136.5,413400,128.83903503418
2014-04-03,136.979995727539,137.259994506836,136.240005493164,136.869995117188,263200,129.18830871582
2014-04-04,137.410003662109,137.740005493164,134.710006713867,134.990005493164,285300,127.413841247559
2014-04-07,134.570007324219,134.759994506836,132.639999389648,132.809997558594,437100,125.356155395508
2014-04-08,132.369995117188,134.160003662109,132.190002441406,133.429992675781,578200,125.941390991211
2014-04-09,133.710006713867,134.600006103516,132.940002441406,133.949996948242,446700,126.621955871582
2014-04-10,133.929992675781,134.350006103516,131.080001831055,131.149993896484,303200,123.975166320801
2014-04-11,130.729995727539,131.720001220703,129.809997558594,130.169998168945,408000,123.048774719238
2014-04-14,130.830001831055,131.160003662109,128.259994506836,129.539993286133,607400,122.453262329102
2014-04-15,129.5,129.5,126.75,128.990005493164,1045700,121.933349609375
2014-04-16,130.199996948242,131.039993286133,129.490005493164,131.020004272461,831400,123.852256774902
2014-04-17,130.740005493164,132.309997558594,130.259994506836,130.339996337891,689600,123.209480285645
2014-04-21,130.669998168945,132.039993286133,130.110000610352,131.380004882812,384300,124.192611694336
2014-04-22,131.389999389648,132.470001220703,130.899993896484,131.960006713867,357500,124.740867614746
2014-04-23,131.960006713867,132.710006713867,131.580001831055,131.710006713867,429600,124.504554748535
2014-04-24,132.309997558594,132.330001831055,131.059997558594,131.710006713867,385600,124.504554748535
2014-04-25,131.679992675781,131.679992675781,129,129.300003051758,548900,122.226402282715
2014-04-28,138.149993896484,139.940002441406,135.889999389648,137.720001220703,1294200,130.18571472168
2014-04-29,138.190002441406,139,136.850006103516,138.039993286133,680400,130.488265991211
2014-04-30,138.039993286133,139.039993286133,136.940002441406,138.949996948242,561400,131.348449707031
2014-05-01,138.910003662109,139.589996337891,137.539993286133,138.100006103516,553100,130.544982910156
2014-05-02,137.740005493164,138.690002441406,137.559997558594,137.940002441406,665800,130.393737792969
2014-05-05,137.440002441406,138.429992675781,136.449996948242,137.960006713867,368500,130.412643432617
2014-05-06,137.830001831055,138.339996337891,137.100006103516,137.149993896484,435200,129.646926879883
2014-05-07,137.550003051758,139.160003662109,137.25,138.929992675781,396500,131.329574584961
2014-05-08,139.75,141.429992675781,139.419998168945,140.649993896484,676400,132.955459594727
2014-05-09,140.339996337891,140.550003051758,138,139.179992675781,386100,131.565872192383
2014-05-12,140.490005493164,141.570007324219,139.699996948242,141.350006103516,246500,133.617218017578
2014-05-13,141.080001831055,141.720001220703,140.899993896484,141.080001831055,271600,133.361923217773
2014-05-14,141.240005493164,141.410003662109,139.770004272461,139.960006713867,205100,132.303253173828
2014-05-15,139.580001831055,139.830001831055,137.490005493164,138.710006713867,363300,131.121612548828
2014-05-16,138.710006713867,139.539993286133,137.529998779297,139.429992675781,337700,131.802169799805
2014-05-19,138.970001220703,140.169998168945,138.589996337891,139.850006103516,328300,132.199279785156
2014-05-20,139.490005493164,139.699996948242,137.839996337891,138.330001831055,418400,130.762344360352
2014-05-21,138.770004272461,140.179992675781,138.600006103516,140.119995117188,283400,132.454483032227
2014-05-22,140.460006713867,141.350006103516,139.809997558594,140.690002441406,267100,132.99333190918
2014-05-23,140.619995117188,141.720001220703,140.220001220703,141.660003662109,313500,133.910202026367
2014-05-27,142,142.809997558594,142,142.199996948242,356700,134.420684814453
2014-05-28,142.5,143.070007324219,141.009994506836,141.080001831055,570500,133.361923217773
2014-05-29,141.410003662109,141.770004272461,140.899993896484,141.309997558594,423700,133.579391479492
2014-05-30,141.020004272461,141.789993286133,140.869995117188,141.679992675781,265500,133.929092407227
2014-06-02,141.539993286133,141.960006713867,140.259994506836,141.770004272461,231000,134.014205932617
2014-06-03,141.289993286133,141.789993286133,140.759994506836,141.449996948242,229900,133.711685180664
2014-06-04,141.320007324219,141.320007324219,140.660003662109,140.850006103516,239200,133.144485473633
2014-06-05,140.889999389648,143.509994506836,140.639999389648,143.399993896484,359700,135.555038452148
2014-06-06,142.699996948242,144.740005493164,142.490005493164,144.710006713867,360600,136.793365478516
2014-06-09,144.630004882812,146.839996337891,144.570007324219,146.570007324219,589200,138.551605224609
2014-06-10,146.130004882812,147.070007324219,145.639999389648,146.509994506836,409900,138.494842529297
2014-06-11,145.490005493164,145.75,144.699996948242,145.639999389648,316400,137.672424316406
2014-06-12,145.639999389648,146.020004272461,144.910003662109,145.589996337891,513500,137.625228881836
2014-06-13,145.589996337891,146.330001831055,145.130004882812,146.169998168945,431000,138.173446655273
2014-06-16,146.070007324219,146.860000610352,145.929992675781,146.160003662109,560300,138.1640625
2014-06-17,145.809997558594,146.830001831055,145.720001220703,146.589996337891,367000,138.57048034668
2014-06-18,146.869995117188,147.179992675781,145.639999389648,147.039993286133,360800,138.995834350586
2014-06-19,150.449996948242,151.449996948242,146.460006713867,147.419998168945,299800,139.355117797852
2014-06-20,148.070007324219,149,146.830001831055,148.940002441406,695200,140.791946411133
2014-06-23,148.710006713867,149.119995117188,147.449996948242,147.610000610352,398500,139.534698486328
2014-06-24,147.080001831055,148.759994506836,146.259994506836,146.449996948242,311200,138.438140869141
2014-06-25,146.490005493164,147.059997558594,145.899993896484,146.419998168945,271200,138.409790039062
2014-06-26,146.710006713867,146.830001831055,145.210006713867,145.979995727539,188000,137.993896484375
2014-06-27,145.820007324219,147.320007324219,145.820007324219,147.279998779297,981300,139.222747802734
2014-06-30,146.979995727539,147.179992675781,145.869995117188,146.009994506836,527700,138.022201538086
2014-07-01,146.039993286133,146.740005493164,145,146.389999389648,420800,138.381469726562
2014-07-02,145.970001220703,146.649993896484,145.479995727539,145.600006103516,414400,137.634674072266
2014-07-03,145.970001220703,146.929992675781,145.679992675781,146.429992675781,298200,138.419235229492
2014-07-07,146.479995727539,146.520004272461,145.350006103516,145.75,323500,137.776428222656
2014-07-08,145.869995117188,146.259994506836,144.600006103516,145.259994506836,338100,137.313293457031
2014-07-09,145.160003662109,145.919998168945,144.360000610352,145.259994506836,270300,137.50260925293
2014-07-10,144.179992675781,144.860000610352,143.720001220703,143.979995727539,252800,136.290924072266
2014-07-11,143.910003662109,144.809997558594,143.039993286133,144.699996948242,209800,136.97248840332
2014-07-14,145.25,145.899993896484,144.820007324219,144.979995727539,426200,137.237533569336
2014-07-15,144.809997558594,145.690002441406,143.979995727539,144.690002441406,563800,136.963012695312
2014-07-16,145.139999389648,145.389999389648,143.740005493164,144.580001831055,299900,136.85888671875
2014-07-17,143.350006103516,144,142.320007324219,142.5,803000,134.88996887207
2014-07-18,142.929992675781,143.720001220703,142,143.039993286133,741300,135.401153564453
2014-07-21,142.869995117188,143.740005493164,142.490005493164,143.320007324219,246600,135.666213989258
2014-07-22,144.240005493164,144.460006713867,143.899993896484,144.110000610352,268000,136.4140625
2014-07-23,144.050003051758,144.160003662109,142.759994506836,143.100006103516,199700,135.457946777344
2014-07-24,143.309997558594,143.649993896484,142.710006713867,142.960006713867,286800,135.325454711914
2014-07-25,142.850006103516,143.259994506836,142.199996948242,142.759994506836,370600,135.136032104492
2014-07-28,142.850006103516,148.440002441406,142.529998779297,148.259994506836,1179000,140.342361450195
2014-07-29,150.779998779297,150.779998779297,146.710006713867,146.899993896484,585700,139.05500793457
2014-07-30,147.149993896484,147.710006713867,145.470001220703,147.570007324219,490400,139.689254760742
2014-07-31,146.139999389648,146.690002441406,144,144.070007324219,630400,136.376129150391
2014-08-01,143.440002441406,144.070007324219,142.419998168945,143.470001220703,412300,135.808197021484
2014-08-04,143.509994506836,145.5,143.210006713867,145.320007324219,346800,137.559387207031
2014-08-05,144.369995117188,146.139999389648,143.559997558594,144.089996337891,388500,136.39501953125
2014-08-06,143.050003051758,144.020004272461,142.529998779297,143.389999389648,324300,135.732498168945
2014-08-07,144.289993286133,145.830001831055,143.949996948242,144.399993896484,484100,136.688491821289
2014-08-08,145,147.410003662109,144.660003662109,147.360000610352,432100,139.490417480469
2014-08-11,147.559997558594,147.940002441406,146.460006713867,146.75,243900,138.912994384766
2014-08-12,146.320007324219,148.059997558594,145.770004272461,146.229995727539,241900,138.420806884766
2014-08-13,146.529998779297,147.660003662109,146.309997558594,147.460006713867,207600,139.58512878418
2014-08-14,147.479995727539,148.160003662109,147.160003662109,148.119995117188,176000,140.209854125977
2014-08-15,148.389999389648,148.559997558594,145.919998168945,147.389999389648,265500,139.51887512207
2014-08-18,148.669998168945,150.220001220703,148.509994506836,150.039993286133,264900,142.027359008789
2014-08-19,150,150.539993286133,149.330001831055,150.490005493164,244900,142.453277587891
2014-08-20,150.619995117188,151.740005493164,150.089996337891,150.929992675781,313700,142.869827270508
2014-08-21,150.759994506836,151.059997558594,150,150.729995727539,187500,142.680480957031
2014-08-22,150.229995727539,150.839996337891,149.630004882812,150.369995117188,222200,142.339706420898
2014-08-25,151.240005493164,151.380004882812,150.330001831055,151.210006713867,165000,143.134857177734
2014-08-26,151.339996337891,151.690002441406,150.75,150.830001831055,241400,142.775161743164
2014-08-27,151.179992675781,151.660003662109,149.990005493164,150.800003051758,221500,142.746734619141
2014-08-28,150.630004882812,150.630004882812,149.809997558594,150.380004882812,161300,142.349182128906
2014-08-29,150.580001831055,151.139999389648,149.860000610352,150.559997558594,223000,142.519607543945
2014-09-02,150.949996948242,151.5,149.690002441406,150.229995727539,277700,142.20719909668
2014-09-03,150.690002441406,151.190002441406,149.300003051758,149.610000610352,211600,141.62028503418
2014-09-04,149.619995117188,150.149993896484,148.309997558594,148.830001831055,347600,140.881973266602
2014-09-05,148.820007324219,149.779998779297,148.190002441406,149.570007324219,367800,141.582397460938
2014-09-08,149.669998168945,149.800003051758,149.020004272461,149.130004882812,292100,141.165954589844
2014-09-09,149.300003051758,149.300003051758,147.710006713867,148.199996948242,192000,140.285614013672
2014-09-10,147.889999389648,148.490005493164,147.199996948242,148.149993896484,204400,140.238265991211
2014-09-11,147.419998168945,147.869995117188,147.020004272461,147.660003662109,343900,139.774444580078
2014-09-12,147.470001220703,147.800003051758,146.740005493164,147.130004882812,256100,139.272766113281
2014-09-15,146.899993896484,147.460006713867,146.289993286133,147.050003051758,292000,139.196975708008
2014-09-16,147.110000610352,148.460006713867,146.770004272461,147.880004882812,213100,139.982650756836
2014-09-17,148.309997558594,150.600006103516,147.979995727539,149.630004882812,387300,141.639282226562
2014-09-18,149.979995727539,150.449996948242,149.520004272461,150.229995727539,243100,142.20719909668
2014-09-19,151.279998779297,151.380004882812,149.5,149.539993286133,434600,141.554000854492
2014-09-22,149.050003051758,149.050003051758,147.270004272461,147.559997558594,299400,139.679763793945
2014-09-23,147.460006713867,147.770004272461,146.740005493164,146.919998168945,210900,139.073944091797
2014-09-24,146.910003662109,148.169998168945,146.5,147.990005493164,264100,140.086807250977
2014-09-25,147.300003051758,147.309997558594,145.550003051758,145.559997558594,294400,137.786560058594
2014-09-26,145.479995727539,147.809997558594,144.800003051758,147.380004882812,277800,139.509368896484
2014-09-29,145.419998168945,147.460006713867,145.419998168945,147.020004272461,295800,139.168609619141
2014-09-30,146.869995117188,147.570007324219,145.660003662109,146.289993286133,447400,138.477569580078
2014-10-01,146.279998779297,146.279998779297,144.740005493164,145.350006103516,451900,137.587783813477
2014-10-02,145.460006713867,145.830001831055,143.520004272461,144.830001831055,442200,137.095550537109
2014-10-03,145.630004882812,146.759994506836,145.089996337891,146.589996337891,288200,138.76155090332
2014-10-06,147.570007324219,147.960006713867,146.240005493164,146.800003051758,314400,138.960372924805
2014-10-07,144.919998168945,146.070007324219,143.509994506836,143.570007324219,316200,135.902816772461
2014-10-08,143.240005493164,147.259994506836,142.600006103516,147.119995117188,496400,139.457504272461
2014-10-09,147,147,143.25,143.25,325200,135.789093017578
2014-10-10,143.550003051758,143.820007324219,141.740005493164,141.800003051758,413900,134.414611816406
2014-10-13,142.119995117188,142.690002441406,138.449996948242,138.630004882812,414300,131.409744262695
2014-10-14,139.509994506836,142.809997558594,139.070007324219,141.639999389648,614400,134.262985229492
2014-10-15,139.759994506836,141.229995727539,137.339996337891,140.5,507900,133.18229675293
2014-10-16,138.869995117188,141.75,137.550003051758,141.110000610352,530900,133.760559082031
2014-10-17,142.399993896484,145.25,142.399993896484,144.470001220703,423300,136.945587158203
2014-10-20,143.979995727539,145.110000610352,142.800003051758,144.669998168945,439200,137.135147094727
2014-10-21,145.789993286133,148.720001220703,145.589996337891,148.690002441406,434500,140.945785522461
2014-10-22,148.559997558594,149.710006713867,146.539993286133,146.630004882812,579800,138.993118286133
2014-10-23,148.660003662109,150.899993896484,148.660003662109,150.529998779297,462400,142.689971923828
2014-10-24,150.529998779297,151.580001831055,149.320007324219,151.179992675781,582000,143.306060791016
2014-10-27,152,153.179992675781,149.320007324219,150.940002441406,565100,143.078628540039
2014-10-28,151.220001220703,154.419998168945,151.220001220703,154.419998168945,489300,146.377304077148
2014-10-29,154.350006103516,154.960006713867,153.300003051758,154.160003662109,732600,146.130859375
2014-10-30,153.679992675781,155.339996337891,153.449996948242,154.830001831055,434900,146.765975952148
2014-10-31,156.919998168945,159.190002441406,156.550003051758,158.300003051758,765100,150.055252075195
2014-11-03,158.199996948242,159.740005493164,157.429992675781,158.610000610352,524500,150.349060058594
2014-11-04,158.649993896484,159.190002441406,157.210006713867,157.539993286133,439000,149.334823608398
2014-11-05,155.779998779297,158.050003051758,155.259994506836,157.059997558594,453900,148.879837036133
2014-11-06,157,158.309997558594,156.440002441406,158.229995727539,511400,149.988891601562
2014-11-07,158.100006103516,158.839996337891,157.460006713867,158.259994506836,356700,150.017364501953
2014-11-10,158.179992675781,158.779998779297,157.529998779297,158.529998779297,304200,150.273284912109
2014-11-11,158.369995117188,158.990005493164,156.970001220703,157.419998168945,307900,149.221099853516
2014-11-12,156.539993286133,157.419998168945,156.229995727539,156.759994506836,332400,148.595458984375
2014-11-13,156.759994506836,158.199996948242,156.369995117188,156.740005493164,283400,148.576522827148
2014-11-14,156.479995727539,157.940002441406,156.220001220703,157.25,318900,149.059936523438
2014-11-17,156.770004272461,157.529998779297,156.25,156.399993896484,398100,148.254196166992
2014-11-18,156.570007324219,158.070007324219,156.130004882812,156.279998779297,386500,148.140487670898
2014-11-19,155.929992675781,156.800003051758,155.089996337891,156.690002441406,274200,148.529098510742
2014-11-20,156.309997558594,157.600006103516,155.220001220703,157.210006713867,208200,149.022018432617
2014-11-21,158.399993896484,159.619995117188,157.800003051758,158.220001220703,291200,149.979431152344
2014-11-24,158.429992675781,159.119995117188,157.509994506836,158.600006103516,175700,150.339569091797
2014-11-25,159.110000610352,160.600006103516,158.75,160.479995727539,344700,152.121688842773
2014-11-26,160.190002441406,160.240005493164,158.190002441406,159.529998779297,241300,151.221160888672
2014-11-28,159.669998168945,159.669998168945,157.449996948242,157.820007324219,233500,149.600234985352
2014-12-01,157.059997558594,157.410003662109,155.25,155.789993286133,346300,147.675964355469
2014-12-02,156.190002441406,157.369995117188,155.570007324219,156.979995727539,349900,148.803970336914
2014-12-03,157.179992675781,159.759994506836,157.119995117188,159.649993896484,391700,151.334899902344
2014-12-04,159.259994506836,160.089996337891,158.070007324219,158.789993286133,188800,150.519714355469
2014-12-05,158.789993286133,159.160003662109,157.75,158.119995117188,206800,149.884582519531
2014-12-08,157.990005493164,158.869995117188,154.399993896484,155.389999389648,397500,147.296813964844
2014-12-09,153.899993896484,156.169998168945,153.850006103516,156.070007324219,390100,147.941345214844
2014-12-10,155.860000610352,155.860000610352,152.470001220703,153.059997558594,316400,145.088180541992
2014-12-11,153.440002441406,155.130004882812,152.710006713867,153.029998779297,225000,145.05973815918
2014-12-12,151.550003051758,153.020004272461,149.860000610352,149.889999389648,296400,142.083251953125
2014-12-15,151.009994506836,151.729995727539,149.179992675781,150.800003051758,442100,142.945877075195
2014-12-16,151,153.660003662109,150.830001831055,150.929992675781,371600,143.069107055664
2014-12-17,150.929992675781,152.460006713867,148.149993896484,151.949996948242,720100,144.035949707031
2014-12-18,154.229995727539,157.639999389648,153.669998168945,157.589996337891,493200,149.382232666016
2014-12-19,158.589996337891,159.380004882812,156.320007324219,156.399993896484,930000,148.254196166992
2014-12-22,156.009994506836,157.990005493164,156.009994506836,157.919998168945,257800,149.695053100586
2014-12-23,158.399993896484,159.910003662109,157.820007324219,159.539993286133,300500,151.230606079102
2014-12-24,159.639999389648,160.410003662109,159.429992675781,159.75,97600,151.429733276367
2014-12-26,160.059997558594,160.880004882812,159.580001831055,159.809997558594,131200,151.486602783203
2014-12-29,159.309997558594,160.229995727539,158.729995727539,159.619995117188,181600,151.306503295898
2014-12-30,159.399993896484,159.410003662109,158.139999389648,158.309997558594,148700,150.064743041992
2014-12-31,158.800003051758,159.589996337891,156.259994506836,156.350006103516,216800,148.206787109375
2015-01-02,156.660003662109,157.309997558594,154.320007324219,156.619995117188,254600,148.462799072266
2015-01-05,155.330001831055,155.550003051758,151.75,152.029998779297,449600,144.111801147461
2015-01-06,152.149993896484,152.369995117188,148.660003662109,149.910003662109,422500,142.10221862793
2015-01-07,151.25,151.770004272461,149.960006713867,151.190002441406,421100,143.554931640625
2015-01-08,152.009994506836,153.139999389648,150.960006713867,152.210006713867,625200,144.5234375
2015-01-09,152.589996337891,153.210006713867,150.940002441406,151.369995117188,303700,143.725891113281
2015-01-12,151.960006713867,152.660003662109,148.910003662109,149.169998168945,425600,141.637023925781
2015-01-13,150.449996948242,151.789993286133,147.070007324219,148.830001831055,400600,141.314117431641
2015-01-14,146.869995117188,148.350006103516,146.210006713867,148.039993286133,478300,140.564010620117
2015-01-15,147.729995727539,148.479995727539,145.380004882812,145.880004882812,732000,138.513107299805
2015-01-16,145.300003051758,145.940002441406,144.619995117188,145.75,776300,138.389663696289
2015-01-20,147.089996337891,147.279998779297,145.339996337891,146.039993286133,619800,138.665054321289
2015-01-21,145.429992675781,147.740005493164,145.429992675781,147.550003051758,376100,140.098739624023
2015-01-22,149.009994506836,150.470001220703,147.089996337891,150.229995727539,428200,142.643447875977
2015-01-23,149.919998168945,151.259994506836,149.509994506836,149.699996948242,621000,142.140213012695
2015-01-26,157.759994506836,161.850006103516,153.729995727539,155.699996948242,779400,147.837173461914
2015-01-27,153.889999389648,157.809997558594,153.229995727539,157.179992675781,721800,149.242492675781
2015-01-28,158.419998168945,158.419998168945,153.949996948242,154.559997558594,488700,146.75471496582
2015-01-29,154.190002441406,156.710006713867,154.039993286133,156.429992675781,598800,148.530349731445
2015-01-30,154.860000610352,155.869995117188,153.899993896484,154.339996337891,503800,146.545883178711
2015-02-02,154.789993286133,157.339996337891,153.990005493164,157.300003051758,503800,149.356399536133
2015-02-03,157.039993286133,159.720001220703,157.039993286133,159.660003662109,568100,151.597274780273
