"Fecha","HD.Open","HD.High","HD.Low","HD.Close","HD.Volume","HD.Adjusted"
2013-11-01,77.9800033569336,78.0299987792969,76.8399963378906,76.9899978637695,7178300,61.2414894104004
2013-11-04,77.1800003051758,77.4199981689453,76.6100006103516,77,3906500,61.249439239502
2013-11-05,76.7799987792969,76.8000030517578,76.0699996948242,76.6500015258789,6035300,60.9710388183594
2013-11-06,76.7200012207031,76.7900009155273,75.9100036621094,76.4199981689453,5059600,60.7880897521973
2013-11-07,76.8199996948242,77.1900024414062,75.6699981689453,75.6900024414062,5424600,60.2074203491211
2013-11-08,75.2799987792969,75.7099990844727,74.7799987792969,75.4800033569336,9229700,60.0403633117676
2013-11-11,75.2699966430664,75.6699981689453,74.9300003051758,75.370002746582,5774000,59.9528999328613
2013-11-12,75.8399963378906,76.5899963378906,75.7200012207031,76.1800003051758,6629200,60.5971717834473
2013-11-13,75.6900024414062,77.6900024414062,75.6900024414062,77.5999984741211,7064700,61.7267150878906
2013-11-14,78.1399993896484,79.3399963378906,78.0599975585938,78.9400024414062,6843800,62.7926177978516
2013-11-15,78.8399963378906,80.0899963378906,78.5599975585938,80.0299987792969,10414800,63.6596565246582
2013-11-18,80,80.4700012207031,79.1900024414062,79.6699981689453,8613000,63.3732872009277
2013-11-19,82.2200012207031,82.2699966430664,80.2600021362305,80.379997253418,12236700,63.9380645751953
2013-11-20,80.7300033569336,80.7300033569336,79.379997253418,79.75,7236900,63.4369354248047
2013-11-21,80.0599975585938,80.0599975585938,79.3600006103516,79.8300018310547,5618600,63.5005531311035
2013-11-22,79.5999984741211,79.8199996948242,78.7799987792969,79.1800003051758,7786200,62.983528137207
2013-11-25,79.3000030517578,80.0400009155273,79.3000030517578,79.75,5496100,63.4369354248047
2013-11-26,80.2099990844727,80.9000015258789,80.0899963378906,80.3499984741211,9360700,63.9142227172852
2013-11-27,80.3399963378906,80.75,80.120002746582,80.6600036621094,5450000,64.1607971191406
2013-11-29,80.879997253418,81.3899993896484,80.629997253418,80.6699981689453,3372600,64.1687622070312
2013-12-02,80.4499969482422,80.75,79.5199966430664,79.7699966430664,5915600,63.4528541564941
2013-12-03,78.9599990844727,79.4800033569336,78.3099975585938,78.7099990844727,7276900,62.9172668457031
2013-12-04,78.1500015258789,78.75,77.6999969482422,78.4000015258789,7148800,62.6694793701172
2013-12-05,78.3199996948242,79.5400009155273,78.2699966430664,78.5400009155273,6264900,62.7813873291016
2013-12-06,79.0800018310547,80.0500030517578,78.8099975585938,79.8399963378906,5094600,63.8205375671387
2013-12-09,79.9100036621094,80.5999984741211,79.5299987792969,79.5999984741211,5799800,63.6286888122559
2013-12-10,79.3199996948242,79.9300003051758,78.4000015258789,78.6100006103516,7448400,62.8373374938965
2013-12-11,78.379997253418,79.8099975585938,78.379997253418,79,7834500,63.1490936279297
2013-12-12,78.9899978637695,79.1999969482422,78.2799987792969,78.5299987792969,8535200,62.7733840942383
2013-12-13,79.0899963378906,79.5699996948242,78.5199966430664,79.0100021362305,6027100,63.1570587158203
2013-12-16,79.2099990844727,79.7600021362305,78.9300003051758,79.0999984741211,7099700,63.2290267944336
2013-12-17,79.3099975585938,79.370002746582,78.6100006103516,78.620002746582,6226000,62.8453102111816
2013-12-18,78.8000030517578,80.0599975585938,78.3099975585938,80.0500030517578,8170300,63.9883995056152
2013-12-19,80.0800018310547,80.4700012207031,79.6399993896484,79.9499969482422,6620800,63.9084663391113
2013-12-20,80.1800003051758,80.8300018310547,80.0400009155273,80.0400009155273,11232900,63.9804267883301
2013-12-23,80.0699996948242,80.9199981689453,80.0400009155273,80.5599975585938,3941300,64.3960800170898
2013-12-24,80.5599975585938,80.9599990844727,80.5599975585938,80.6399993896484,1819800,64.4600296020508
2013-12-26,80.8399963378906,81.7399978637695,80.8099975585938,81.5500030517578,3848800,65.1874389648438
2013-12-27,81.6500015258789,82.2399978637695,81.2200012207031,81.6399993896484,3961900,65.2593841552734
2013-12-30,81.6699981689453,81.9800033569336,81.4599990844727,81.9400024414062,3526400,65.4991836547852
2013-12-31,81.9899978637695,82.4700012207031,81.7200012207031,82.3399963378906,4493600,65.8189544677734
2014-01-02,82.1100006103516,82.5699996948242,81.8000030517578,82.0199966430664,4253400,65.5631256103516
2014-01-03,81.9100036621094,82.4800033569336,81.8300018310547,81.8899993896484,3897900,65.4592361450195
2014-01-06,81.6500015258789,81.9800033569336,81.0999984741211,81.0999984741211,11188800,64.8277282714844
2014-01-07,81.3099975585938,81.9199981689453,81.0800018310547,81.5,4630900,65.1474533081055
2014-01-08,81.5400009155273,81.9400024414062,81.0299987792969,81.9300003051758,4662300,65.4911956787109
2014-01-09,81.9000015258789,81.9400024414062,80.9700012207031,81.5699996948242,4966000,65.2034072875977
2014-01-10,81.7200012207031,82.0400009155273,81.4199981689453,82.0100021362305,4981000,65.5551300048828
2014-01-13,81.6100006103516,82.129997253418,80.9599990844727,80.9700012207031,6952400,64.7238082885742
2014-01-14,81.2799987792969,81.4899978637695,80.6100006103516,81.0100021362305,5217300,64.7557983398438
2014-01-15,80.8499984741211,81.4300003051758,80.7399978637695,81.0699996948242,5196800,64.8037414550781
2014-01-16,80.9000015258789,81.379997253418,80.7799987792969,81.2600021362305,4871200,64.9556350708008
2014-01-17,81.3199996948242,81.3499984741211,80.6500015258789,81,6178000,64.747802734375
2014-01-21,81.3000030517578,81.5,79.8099975585938,80.4599990844727,6932800,64.3161392211914
2014-01-22,80.6600036621094,80.8099975585938,79.9199981689453,80.1999969482422,5821600,64.1083374023438
2014-01-23,79.620002746582,80.3000030517578,79.1900024414062,80.2399978637695,6387000,64.1402816772461
2014-01-24,79.6100006103516,80,79.1600036621094,79.1600036621094,7118300,63.2770004272461
2014-01-27,78.8600006103516,79.1699981689453,78.5199966430664,78.9400024414062,6591200,63.101131439209
2014-01-28,78.4199981689453,78.9300003051758,77.8199996948242,78.5400009155273,10586500,62.7813873291016
2014-01-29,78.2799987792969,78.75,76.629997253418,76.6800003051758,9195300,61.2945899963379
2014-01-30,77.2300033569336,77.7600021362305,76.6500015258789,76.9300003051758,6820900,61.4944076538086
2014-01-31,76.1999969482422,77.4700012207031,75.8499984741211,76.8499984741211,10592200,61.4304695129395
2014-02-03,76.6399993896484,76.7300033569336,74.9300003051758,75.0899963378906,9527000,60.0236053466797
2014-02-04,75.5100021362305,75.8499984741211,74.1699981689453,74.9700012207031,9573400,59.9276924133301
2014-02-05,74.7300033569336,75.5500030517578,73.9599990844727,75.2600021362305,10080300,60.1594848632812
2014-02-06,75.1900024414062,76.1999969482422,75.1699981689453,76.1600036621094,6107100,60.8789253234863
2014-02-07,76.1699981689453,76.5999984741211,75.8499984741211,76.4499969482422,6194200,61.1107406616211
2014-02-10,76.5599975585938,76.5899963378906,75.879997253418,76.4100036621094,6343600,61.0787544250488
2014-02-11,76.4400024414062,76.9899978637695,76.1699981689453,76.6999969482422,6292900,61.3105735778809
2014-02-12,76.9100036621094,77.3300018310547,76.6699981689453,77.2799987792969,7345900,61.7741928100586
2014-02-13,77.3399963378906,77.870002746582,76.9400024414062,77.5899963378906,6586900,62.0220069885254
2014-02-14,77.75,78.129997253418,77.3199996948242,77.9300003051758,4752300,62.2937774658203
2014-02-18,77.9199981689453,78.0800018310547,77.0699996948242,77.5699996948242,4954700,62.0060081481934
2014-02-19,77.25,77.5199966430664,76.4000015258789,76.4499969482422,7767800,61.1107406616211
2014-02-20,76.5899963378906,77.5599975585938,76.5400009155273,77.4800033569336,5852200,61.9340705871582
2014-02-21,77.3600006103516,78.0400009155273,77.3600006103516,77.7399978637695,7764500,62.1418991088867
2014-02-24,77.8399963378906,78.25,77.4599990844727,77.870002746582,11739500,62.2458190917969
2014-02-25,79.6800003051758,81,79.3300018310547,80.9800033569336,13421700,64.7318115234375
2014-02-26,80.9899978637695,82.7099990844727,80.7900009155273,81.6999969482422,9737800,65.3073501586914
2014-02-27,81.6600036621094,82.1999969482422,80.6100006103516,81.9700012207031,6040900,65.5231781005859
2014-02-28,81.8899993896484,83.0999984741211,81.3899993896484,82.0299987792969,7239600,65.5711212158203
2014-03-03,80.7300033569336,82.0299987792969,80.620002746582,82,8359500,65.5471572875977
2014-03-04,82.8899993896484,83.1999969482422,82.7099990844727,82.870002746582,6367600,66.2425994873047
2014-03-05,82.9100036621094,83.1999969482422,82.5800018310547,82.9100036621094,5069900,66.2745590209961
2014-03-06,82.7799987792969,82.8899993896484,82.2300033569336,82.4100036621094,6168400,65.8748931884766
2014-03-07,82.6100006103516,82.6699981689453,82.0400009155273,82.5500030517578,5287700,65.98681640625
2014-03-10,82.4400024414062,82.5400009155273,81.7300033569336,82.1800003051758,4139000,65.6910400390625
2014-03-11,81.6900024414062,81.8499984741211,81.0500030517578,81.2900009155273,4667900,65.3533706665039
2014-03-12,80.7300033569336,80.8499984741211,80.2399978637695,80.5599975585938,7048700,64.766471862793
2014-03-13,81.0599975585938,81.0599975585938,78.7200012207031,78.8000030517578,7665800,63.3515205383301
2014-03-14,78.8199996948242,79.879997253418,78.7900009155273,79.379997253418,6739000,63.8178100585938
2014-03-17,79.5699996948242,80.1900024414062,79.25,79.5800018310547,5547600,63.9785995483398
2014-03-18,79.6500015258789,80.5599975585938,79.620002746582,79.8199996948242,5032600,64.1715545654297
2014-03-19,79.9700012207031,80.4899978637695,79.4000015258789,79.75,6568400,64.1152801513672
2014-03-20,79.7099990844727,80.2399978637695,79.4700012207031,80.0899963378906,5097800,64.3886184692383
2014-03-21,80.7799987792969,81.9000015258789,80.25,80.4199981689453,10086100,64.6539535522461
2014-03-24,80.4100036621094,80.4599990844727,79.1999969482422,79.6600036621094,7574200,64.0429229736328
2014-03-25,80.0500030517578,80.0899963378906,79.1600036621094,79.4700012207031,5375500,63.8901786804199
2014-03-26,79.4899978637695,79.7799987792969,78.6999969482422,78.870002746582,6364600,63.4078369140625
2014-03-27,78.629997253418,79.0199966430664,78.370002746582,78.6800003051758,5803300,63.2550468444824
2014-03-28,78.9199981689453,79.5,78.4899978637695,78.7200012207031,5132700,63.2872200012207
2014-03-31,79.2099990844727,79.3300018310547,78.8399963378906,79.129997253418,5736200,63.6168556213379
2014-04-01,79.2399978637695,80.2900009155273,79.2399978637695,79.379997253418,6697600,63.8178100585938
2014-04-02,79.5400009155273,80.7600021362305,79.4899978637695,79.9499969482422,6611700,64.2760772705078
2014-04-03,79.9499969482422,80.0199966430664,78.9800033569336,79.4000015258789,5505400,63.833911895752
2014-04-04,79.6399993896484,79.6999969482422,78.4899978637695,78.7200012207031,6422000,63.2872200012207
2014-04-07,78.6900024414062,78.6900024414062,77.0299987792969,77.129997253418,11121300,62.008918762207
2014-04-08,76.9100036621094,77.4400024414062,76.4199981689453,77.1100006103516,7371000,61.9928512573242
2014-04-09,77.2399978637695,77.9300003051758,77.1399993896484,77.7600021362305,8027600,62.5154342651367
2014-04-10,77.620002746582,78.2200012207031,76.6999969482422,76.7799987792969,6201500,61.7275314331055
2014-04-11,76.620002746582,77.0599975585938,75.6500015258789,75.6999969482422,8399100,60.8592796325684
2014-04-14,76.3000030517578,76.8600006103516,75.5100021362305,75.9700012207031,8677200,61.0763702392578
2014-04-15,76.2900009155273,76.4000015258789,74.6100006103516,75.8899993896484,7022900,61.012020111084
2014-04-16,76.4199981689453,76.5800018310547,75.8000030517578,76.5800018310547,6104700,61.5667495727539
2014-04-17,76.2600021362305,77.6800003051758,75.9100036621094,77.0899963378906,6875000,61.9767761230469
2014-04-21,78.3499984741211,78.3499984741211,77.6699981689453,77.9599990844727,6253300,62.6762161254883
2014-04-22,78.7399978637695,80.2300033569336,78.629997253418,79.6699981689453,11188400,64.0509796142578
2014-04-23,79.870002746582,80.0500030517578,78.4400024414062,78.5199966430664,7497000,63.1264343261719
2014-04-24,78.9700012207031,79.8099975585938,78.7200012207031,79.7699966430664,7271600,64.1313552856445
2014-04-25,79.4100036621094,79.6999969482422,79.0299987792969,79.379997253418,6381400,63.8178100585938
2014-04-28,79.5299987792969,81.1500015258789,79.3300018310547,80.1699981689453,14562400,64.4529418945312
2014-04-29,80.3199996948242,80.3199996948242,79.5199966430664,79.5199966430664,5146500,63.9303779602051
2014-04-30,79.7399978637695,79.7399978637695,78.7300033569336,79.5100021362305,8524700,63.9223556518555
2014-05-01,79.5100021362305,79.6500015258789,78.9499969482422,79.3300018310547,3936700,63.7776145935059
2014-05-02,79.3199996948242,80.1600036621094,79.1600036621094,79.4000015258789,3738400,63.833911895752
2014-05-05,79.0400009155273,79.1800003051758,78.5599975585938,78.6900024414062,3521000,63.263126373291
2014-05-06,78.6399993896484,78.7600021362305,77.3499984741211,77.4199981689453,6475800,62.2420921325684
2014-05-07,77.8499984741211,77.9599990844727,76.5199966430664,77.0800018310547,5378600,61.9687156677246
2014-05-08,76.9400024414062,77.7300033569336,76.6600036621094,77.0500030517578,5485100,61.9446029663086
2014-05-09,77.0599975585938,77.75,76.8099975585938,77.7099990844727,4345800,62.4752197265625
2014-05-12,77.8199996948242,78.4400024414062,77.75,78.2699966430664,4324200,62.9254264831543
2014-05-13,78.3600006103516,78.6800003051758,77.0400009155273,77.2699966430664,5455500,62.1214866638184
2014-05-14,77.3300018310547,77.370002746582,76.1699981689453,76.3099975585938,6870000,61.3496894836426
2014-05-15,76.0500030517578,76.2900009155273,75.3199996948242,76.2399978637695,6304700,61.2934150695801
2014-05-16,76.7900009155273,77.370002746582,76.6600036621094,77.3600006103516,7039400,62.1938514709473
2014-05-19,76.5800018310547,77.0699996948242,76.370002746582,76.5,7733800,61.50244140625
2014-05-20,77.9199981689453,78.8199996948242,77.4000015258789,77.9599990844727,15432200,62.6762161254883
2014-05-21,78.25,78.5100021362305,77.75,78.0800018310547,6693900,62.7726860046387
2014-05-22,77.7600021362305,79.0500030517578,77.7600021362305,78.7799987792969,5265900,63.3354835510254
2014-05-23,78.7699966430664,79.4000015258789,78.5100021362305,79.1800003051758,5003100,63.6570434570312
2014-05-27,79.379997253418,80,79.3000030517578,79.6900024414062,4760600,64.0670700073242
2014-05-28,79.75,80,79.2699966430664,79.6800003051758,4002200,64.0590133666992
2014-05-29,79.879997253418,79.9899978637695,79.4400024414062,79.9000015258789,4408900,64.2358779907227
2014-05-30,79.7699966430664,80.2699966430664,79.5800018310547,80.2300033569336,4528000,64.5011825561523
2014-06-02,80.25,81.0599975585938,80.1699981689453,80.8399963378906,6817700,64.9915924072266
2014-06-03,80.1900024414062,80.879997253418,80.1500015258789,80.6699981689453,5477700,65.2342071533203
2014-06-04,80.3199996948242,80.8899993896484,80.0599975585938,80.5400009155273,4961600,65.1290664672852
2014-06-05,80.6699981689453,80.8600006103516,80.2799987792969,80.379997253418,5666400,64.9996948242188
2014-06-06,80.5800018310547,81.2699966430664,80.5100021362305,80.6399993896484,4460300,65.2099151611328
2014-06-09,80.629997253418,81.3199996948242,80.4199981689453,80.6100006103516,3718600,65.1856689453125
2014-06-10,80.2600021362305,80.8499984741211,80.2200012207031,80.7399978637695,4249500,65.2908020019531
2014-06-11,80.4599990844727,80.7300033569336,79.7600021362305,79.8099975585938,4918100,64.5387344360352
2014-06-12,79.7300033569336,79.7799987792969,78.1999969482422,78.4300003051758,7643300,63.422779083252
2014-06-13,78.4899978637695,78.5899963378906,77.75,78.0699996948242,7971800,63.1316757202148
2014-06-16,77.9599990844727,79.0899963378906,77.9599990844727,78.9000015258789,7164400,63.8028526306152
2014-06-17,78.8399963378906,80.4599990844727,78.7300033569336,80.0199966430664,9587300,64.7085647583008
2014-06-18,80.0299987792969,80.7600021362305,79.7900009155273,80.7099990844727,8071500,65.2665405273438
2014-06-19,80.7099990844727,80.8499984741211,79.9499969482422,80.4400024414062,5095400,65.048225402832
2014-06-20,80.6900024414062,80.8000030517578,79.8600006103516,80.1699981689453,13661000,64.8298568725586
2014-06-23,80.1600036621094,80.8000030517578,79.9700012207031,80.6399993896484,4920400,65.2099151611328
2014-06-24,80.379997253418,80.8300018310547,79.8300018310547,80.4300003051758,5579300,65.0401000976562
2014-06-25,80.3600006103516,80.6100006103516,80.120002746582,80.5299987792969,4486300,65.120979309082
2014-06-26,80.4499969482422,80.9700012207031,80.120002746582,80.75,5165200,65.2988891601562
