"Fecha","K.Open","K.High","K.Low","K.Close","K.Volume","K.Adjusted"
2013-11-01,59.3051643371582,59.4272308349609,58.3568077087402,58.4882621765137,3743795,41.186897277832
2013-11-04,59.6338043212891,60.9577445983887,58.6572761535645,58.892017364502,6804711,41.4712028503418
2013-11-05,58.3755874633789,59.417839050293,58.046947479248,59.2394371032715,2502750,41.7158660888672
2013-11-06,59.3051643371582,59.6995315551758,59.107982635498,59.4835662841797,1793141,41.8877792358398
2013-11-07,59.4835662841797,59.6244125366211,58.2535209655762,58.2910804748535,1592601,41.0480346679688
2013-11-08,58.1408462524414,58.3943672180176,57.530517578125,58.3943672180176,1555539,41.120777130127
2013-11-11,58.5446014404297,58.7417831420898,57.9342727661133,58.1596221923828,958820,40.9554748535156
2013-11-12,58.1502342224121,58.2629127502441,57.8215942382812,58.2629127502441,1251801,41.0282096862793
2013-11-13,57.8779335021973,58.6666679382324,57.7089195251465,58.6572761535645,1660229,41.3059043884277
2013-11-14,58.9014091491699,59.4553985595703,58.7230033874512,59.4366188049316,1767581,41.854736328125
2013-11-15,59.1549301147461,59.2488250732422,58.525821685791,58.7887306213379,1773758,41.3984756469727
2013-11-18,59.0234756469727,59.0234756469727,58.2159614562988,58.5633811950684,1313358,41.2397956848145
2013-11-19,58.3474197387695,58.4507026672363,57.9061012268066,57.943660736084,1970783,40.8033752441406
2013-11-20,57.8779335021973,58.1690139770508,57.3051643371582,57.4084510803223,1908800,40.4265022277832
2013-11-21,57.6995315551758,58.2065734863281,57.5399055480957,57.9718322753906,5169297,40.8232269287109
2013-11-22,58.056339263916,58.6948356628418,57.7934265136719,58.6572761535645,5402213,41.3059043884277
2013-11-25,58.8826293945312,58.9201889038086,58.2253532409668,58.3380279541016,1249671,41.0811004638672
2013-11-26,58.2253532409668,58.3755874633789,57.6338043212891,57.9624404907227,2520536,40.8166198730469
2013-11-27,57.5962448120117,57.7652587890625,57.1455383300781,57.1643180847168,1738826,40.5766143798828
2013-11-29,57.2112693786621,57.2769966125488,56.892017364502,56.9389686584473,1140615,40.4166488647461
2013-12-02,56.9389686584473,57.1643180847168,56.5539894104004,56.892017364502,2036280,40.3833236694336
2013-12-03,56.7323951721191,57.521125793457,56.7323951721191,57.3990592956543,3010436,40.7432441711426
2013-12-04,57.1924896240234,57.4272308349609,56.9295768737793,57.1830978393555,1699740,40.5899314880371
2013-12-05,57.0985908508301,57.1737098693848,56.8075103759766,56.8826293945312,1237104,40.3766593933105
2013-12-06,57.2676048278809,57.943660736084,57.2582168579102,57.8779335021973,1629876,41.0831527709961
2013-12-09,57.943660736084,58.5070419311523,57.943660736084,58.1596221923828,1834782,41.2831077575684
2013-12-10,57.990608215332,58.1032867431641,57.2488250732422,57.3615036010742,1489403,40.7165794372559
2013-12-11,57.5117378234863,57.7652587890625,57.2488250732422,57.3145523071289,2142887,40.6832504272461
2013-12-12,57.3896713256836,57.4647903442383,56.892017364502,56.9389686584473,1725726,40.4166488647461
2013-12-13,57.1361503601074,57.1549301147461,56.582160949707,56.8075103759766,1393020,40.3233489990234
2013-12-16,57.1173706054688,57.2300453186035,56.582160949707,56.7417831420898,1518797,40.2766876220703
2013-12-17,56.8075103759766,56.8356819152832,56.2441291809082,56.6572761535645,1414640,40.2166976928711
2013-12-18,56.2629127502441,56.8732376098633,55.943660736084,56.8356819152832,2694770,40.3433380126953
2013-12-19,56.7511749267578,56.9859161376953,56.3755874633789,56.9014091491699,1504526,40.3899841308594
2013-12-20,56.892017364502,57.3990592956543,56.7417831420898,56.8262901306152,1968972,40.3366546630859
2013-12-23,56.5070419311523,56.7793426513672,56.2159614562988,56.6572761535645,1881323,40.2166976928711
2013-12-24,56.7417831420898,56.8262901306152,56.525821685791,56.5727691650391,821648,40.1567230224609
2013-12-26,56.7417831420898,57.1173706054688,56.6009407043457,57.0140838623047,1005680,40.469970703125
2013-12-27,57.0140838623047,57.4460105895996,56.9859161376953,57.2582168579102,1093116,40.6432685852051
2013-12-30,57.2488250732422,57.6431922912598,57.2394371032715,57.521125793457,1696652,40.8298835754395
2013-12-31,57.5399055480957,57.8215942382812,57.2018775939941,57.3427238464355,1625510,40.7032508850098
2014-01-02,57.2582168579102,57.5023460388184,56.8544616699219,57.0985908508301,1949483,40.5299491882324
2014-01-03,57.2676048278809,57.3521118164062,56.8450698852539,56.8826293945312,1505591,40.3766593933105
2014-01-06,57.0798110961914,57.0798110961914,56.2253532409668,56.5727691650391,2118498,40.1567230224609
2014-01-07,56.9201889038086,57.2582168579102,56.6948356628418,57.0892028808594,1876530,40.5232963562012
2014-01-08,57.0610313415527,57.0610313415527,56.3661956787109,56.5070419311523,2192516,40.110050201416
2014-01-09,56.5446014404297,56.7793426513672,56.1877937316895,56.6009407043457,1624977,40.1767196655273
2014-01-10,56.7042236328125,57.1267623901367,56.7042236328125,57.0704231262207,1114629,40.5099601745605
2014-01-13,56.948356628418,57.521125793457,56.6948356628418,56.7417831420898,1845113,40.2766876220703
2014-01-14,56.8544616699219,57.4835662841797,56.8169021606445,57.1737098693848,1965564,40.5832710266113
2014-01-15,57.2957763671875,57.6150245666504,56.8826293945312,57.3708915710449,1541055,40.7232398986816
2014-01-16,57.1361503601074,57.5586853027344,57.0610313415527,57.5492973327637,1621037,40.8498725891113
2014-01-17,57.530517578125,57.530517578125,56.6948356628418,56.7793426513672,2250878,40.3033409118652
2014-01-21,57.2394371032715,57.3802833557129,56.8638496398926,57.051643371582,1217721,40.4966239929199
2014-01-22,57.051643371582,57.3802833557129,56.5915489196777,57.2863845825195,1618055,40.6632499694824
2014-01-23,57.0704231262207,57.1173706054688,56.5727691650391,56.8075103759766,1092797,40.3233489990234
2014-01-24,56.6760559082031,56.8826293945312,56.1784057617188,56.1784057617188,2065568,39.876766204834
2014-01-27,56.1784057617188,56.5727691650391,56.1032867431641,56.2065734863281,1490787,39.8967819213867
2014-01-28,56.3286361694336,56.7042236328125,56.0751152038574,56.3661956787109,2033831,40.0100784301758
2014-01-29,56.2253532409668,56.2253532409668,54.5727691650391,54.8075103759766,3336858,38.9036979675293
2014-01-30,55.107982635498,55.2582168579102,54.4037551879883,54.582160949707,3025452,38.7437286376953
2014-01-31,54.1314544677734,54.8262901306152,54,54.4413146972656,2531292,38.6437492370605
2014-02-03,54.469482421875,54.6009407043457,53.3427238464355,53.4272308349609,2713727,37.9239387512207
2014-02-04,53.6244125366211,53.9248847961426,53.4084510803223,53.7652587890625,2629379,38.1638565063477
2014-02-05,53.7089195251465,54.2253532409668,53.521125793457,53.8685455322266,3340905,38.2371864318848
2014-02-06,53.521125793457,54.2910804748535,52.2910804748535,54.2159614562988,6693206,38.4837951660156
2014-02-07,54.4600944519043,54.995304107666,54.2253532409668,54.7981224060059,3333131,38.8970336914062
2014-02-10,54.7981224060059,55.7276992797852,54.7793426513672,55.7089195251465,3521529,39.5435218811035
2014-02-11,55.2582168579102,56.2629127502441,55.2582168579102,56.2159614562988,3714614,39.9034385681152
2014-02-12,56.1220664978027,56.4413146972656,55.577465057373,55.7840385437012,2974758,39.596851348877
2014-02-13,55.6150245666504,55.8779335021973,55.4929580688477,55.8497657775879,2829599,39.643497467041
2014-02-14,56.0657272338867,56.582160949707,55.9154930114746,56.5164337158203,1734992,40.1167182922363
2014-02-18,56.5164337158203,56.6009407043457,56.0751152038574,56.4507026672363,1448294,40.0700607299805
2014-02-19,56.4882621765137,56.5915489196777,56,56.0845069885254,2572721,39.8101348876953
2014-02-20,55.9812202453613,56.6478881835938,55.8122062683105,56.5633811950684,1904007,40.1500587463379
2014-02-21,56.469482421875,56.7417831420898,56.2723007202148,56.2910804748535,1377578,39.9567604064941
2014-02-24,56.7981224060059,57.2112693786621,56.469482421875,57.004695892334,2157584,40.4633102416992
2014-02-25,57.0610313415527,57.521125793457,56.9577445983887,57.107982635498,2825978,40.5366172790527
2014-02-26,57.1549301147461,57.3802833557129,56.6291084289551,56.6478881835938,2251304,40.2100257873535
2014-02-27,56.4600944519043,56.7136154174805,56.1408462524414,56.4882621765137,2292519,40.096736907959
2014-02-28,56.582160949707,57.2582168579102,56.4882621765137,56.9859161376953,1994319,40.4499740600586
2014-03-03,56.6572761535645,57.051643371582,56.4319267272949,56.9671363830566,2139798,40.4366416931152
2014-03-04,56.8450698852539,57.5868530273438,56.8169021606445,57.521125793457,2671127,41.1622657775879
2014-03-05,57.5399055480957,57.6995315551758,57.2018775939941,57.5399055480957,2270900,41.1756858825684
2014-03-06,57.5492973327637,57.7370872497559,57.3427238464355,57.6807518005371,2276438,41.2764930725098
2014-03-07,57.7183113098145,57.8403778076172,57.474178314209,57.8403778076172,1735418,41.3907241821289
2014-03-10,57.8403778076172,58.009391784668,57.5586853027344,57.9154930114746,1417622,41.4444808959961
2014-03-11,57.8873252868652,58.1596221923828,57.7746467590332,57.9342727661133,1530725,41.4579086303711
2014-03-12,57.7464790344238,58.3192481994629,57.6244125366211,58.2816886901855,1454577,41.7065124511719
2014-03-13,58.3943672180176,58.4507026672363,57.9624404907227,58.1971817016602,1664808,41.6460494995117
2014-03-14,57.8309860229492,58.009391784668,57.1455383300781,57.1830978393555,2509673,40.9203567504883
2014-03-17,57.521125793457,57.7276992797852,57.107982635498,57.1361503601074,1916042,40.886775970459
2014-03-18,57.3427238464355,58.2253532409668,57.1830978393555,58.0751152038574,2856756,41.5586853027344
2014-03-19,58.0751152038574,58.5164337158203,57.8215942382812,57.9624404907227,3600659,41.4780693054199
2014-03-20,57.8779335021973,58.2159614562988,57.7652587890625,58.1032867431641,1351272,41.578857421875
2014-03-21,58.525821685791,58.6197166442871,57.8028182983398,57.8215942382812,1860662,41.377269744873
2014-03-24,57.9154930114746,58.1502342224121,57.6338043212891,57.6525802612305,1181618,41.2563247680664
2014-03-25,57.943660736084,58.2065734863281,57.3615036010742,57.8685455322266,1132521,41.4108619689941
2014-03-26,58.3004684448242,58.3004684448242,57.8403778076172,57.9248847961426,911640,41.4511871337891
2014-03-27,58.1314544677734,58.2441291809082,57.9061012268066,57.990608215332,943164,41.498218536377
2014-03-28,58.2159614562988,58.4507026672363,58.0751152038574,58.3380279541016,985125,41.7468376159668
2014-03-31,58.5539894104004,58.9201889038086,58.3849754333496,58.8826293945312,1467357,42.1365394592285
2014-04-01,58.6572761535645,58.9295768737793,58.5070419311523,58.7981224060059,1656608,42.0761032104492
2014-04-02,58.6760559082031,58.9765243530273,58.6291084289551,58.8262901306152,1321346,42.0962219238281
2014-04-03,59.0234756469727,62.6948356628418,58.892017364502,62.3380279541016,8538212,44.6092414855957
2014-04-04,61.9061012268066,62.6291084289551,59.7089195251465,59.8779335021973,7216227,42.8487930297852
2014-04-07,59.8967132568359,61.8028182983398,59.7934265136719,61.0892028808594,3953600,43.7155799865723
2014-04-08,61.3521118164062,61.4553985595703,60.0657272338867,60.4319267272949,2867300,43.2452354431152
2014-04-09,61.2112693786621,62.0845069885254,61.1267623901367,62.0657272338867,4303559,44.4143829345703
2014-04-10,61.9718322753906,62.4600944519043,61.3333320617676,61.6056327819824,3041001,44.085147857666
2014-04-11,61.4272308349609,62.1126747131348,61.2112693786621,61.6713638305664,2213390,44.1321754455566
2014-04-14,61.990608215332,61.990608215332,61.2676048278809,61.5399055480957,2308068,44.0381011962891
2014-04-15,61.6244125366211,61.7464790344238,60.9671363830566,61.2300453186035,2027973,43.8163642883301
2014-04-16,61.5023460388184,61.990608215332,61.4647903442383,61.953052520752,3418331,44.3337478637695
2014-04-17,61.8779335021973,62.3286361694336,61.8685455322266,62.2910804748535,1980261,44.5756568908691
2014-04-21,61.9718322753906,62.1784057617188,61.530517578125,61.953052520752,1737548,44.3337478637695
2014-04-22,61.9624404907227,62.3286361694336,61.6713638305664,62.2347412109375,2557917,44.5353317260742
2014-04-23,62.1690139770508,62.582160949707,62.1690139770508,62.478874206543,2148957,44.710033416748
2014-04-24,62.3286361694336,62.5070419311523,61.8591537475586,62.469482421875,1276296,44.7033157348633
2014-04-25,62.2441291809082,62.6760559082031,62.0845069885254,62.6384963989258,1311654,44.8242645263672
2014-04-28,62.8356819152832,63.3708915710449,62.7042236328125,63.1830978393555,1857147,45.2139778137207
2014-04-29,62.9389686584473,63.3708915710449,62.8544616699219,62.9295768737793,1654265,45.0325622558594
2014-04-30,62.6103286743164,62.9389686584473,62.2159614562988,62.7511749267578,3131207,44.9048843383789
2014-05-01,62.8544616699219,63.1361503601074,61.051643371582,61.3802833557129,4243919,43.923885345459
2014-05-02,61.3802833557129,61.6150245666504,60.948356628418,61.5962448120117,3197876,44.0784301757812
2014-05-05,61.5023460388184,61.5399055480957,60.8450698852539,61.0798110961914,2353224,43.708869934082
2014-05-06,61.2582168579102,61.7089195251465,61.1361503601074,61.3521118164062,2816925,43.9037246704102
2014-05-07,61.5399055480957,62.1126747131348,61.4929580688477,62.0375595092773,2492100,44.3942184448242
2014-05-08,61.9624404907227,62.2159614562988,61.7934265136719,62,1246157,44.3673553466797
2014-05-09,62.2159614562988,63.1173706054688,61.9342727661133,63.107982635498,2476658,45.1602249145508
