"Fecha","NDSN.Open","NDSN.High","NDSN.Low","NDSN.Close","NDSN.Volume","NDSN.Adjusted"
2013-11-01,72.1600036621094,72.4499969482422,71.0199966430664,71.8199996948242,242600,64.7949981689453
2013-11-04,73.1100006103516,73.3199996948242,71.620002746582,73,245800,65.8595657348633
2013-11-05,72.3499984741211,72.8899993896484,71.870002746582,72.379997253418,189600,65.3002243041992
2013-11-06,72.879997253418,72.879997253418,71.6500015258789,71.9599990844727,112900,64.9213180541992
2013-11-07,71.9899978637695,72.370002746582,70.0199966430664,70.0699996948242,148500,63.2161598205566
2013-11-08,70.2799987792969,70.7699966430664,69.9300003051758,70.7399978637695,182300,63.8206520080566
2013-11-11,70.7900009155273,71.25,70.7900009155273,71.0199966430664,84400,64.0732574462891
2013-11-12,71,71.0400009155273,70.2399978637695,70.9400024414062,157600,64.0010757446289
2013-11-13,70.5,72.6500015258789,70.5,72.2900009155273,207500,65.2190246582031
2013-11-14,72.1100006103516,72.5199966430664,71.6999969482422,72.3199996948242,94600,65.2461013793945
2013-11-15,72.5699996948242,73.2399978637695,71.9899978637695,73.1900024414062,148100,66.0309677124023
2013-11-18,73.0699996948242,73.0800018310547,71.9100036621094,72.0599975585938,160200,65.0115203857422
2013-11-19,72.1500015258789,72.2300033569336,71.3399963378906,71.4000015258789,112800,64.4160766601562
2013-11-20,71.5,71.8099975585938,70.5999984741211,70.8600006103516,90300,63.928897857666
2013-11-21,71.0400009155273,71.6500015258789,70.9499969482422,71.5899963378906,101600,64.5874710083008
2013-11-22,71.6100006103516,72.129997253418,71.5500030517578,71.7699966430664,104800,64.7498474121094
2013-11-25,71.8499984741211,72.6600036621094,71.5299987792969,71.75,234400,64.7318572998047
2013-11-26,71.9000015258789,72,71.3899993896484,71.9300003051758,150600,64.8942489624023
2013-11-27,71.9800033569336,72.3399963378906,71.6399993896484,72.1100006103516,109800,65.0566101074219
2013-11-29,72.0699996948242,72.620002746582,71.8199996948242,72.120002746582,67700,65.065673828125
2013-12-02,72.0199966430664,72.8499984741211,71.7600021362305,72.0800018310547,172700,65.0295562744141
2013-12-03,71.620002746582,72.3399963378906,71.3300018310547,71.9599990844727,187300,64.9213180541992
2013-12-04,71.370002746582,72.3600006103516,71.1500015258789,72.0800018310547,223700,65.0295562744141
2013-12-05,71.8399963378906,72.4700012207031,71.4700012207031,72.4300003051758,164200,65.345329284668
2013-12-06,73,74.3399963378906,72.4300003051758,73.7699966430664,237400,66.5542526245117
2013-12-09,73.5800018310547,74.4400024414062,73.4700012207031,74.3000030517578,178800,67.0324172973633
2013-12-10,73.9599990844727,74.5,73.1900024414062,73.2300033569336,351200,66.0670852661133
2013-12-11,73.2699966430664,73.2699966430664,71.370002746582,71.7600021362305,299600,64.7408752441406
2013-12-12,70.2699966430664,71.6600036621094,70,71.5699996948242,592200,64.5694351196289
2013-12-13,71.5800018310547,72.6600036621094,71.4800033569336,72.1900024414062,271000,65.1287994384766
2013-12-16,72.379997253418,72.379997253418,71.7699966430664,72.1900024414062,325100,65.1287994384766
2013-12-17,72.1399993896484,72.4899978637695,71.9300003051758,72.2699966430664,348000,65.2009887695312
2013-12-18,72.1500015258789,73.2099990844727,71.3899993896484,73.1699981689453,314600,66.1777572631836
2013-12-19,72.9700012207031,73.9400024414062,72.5199966430664,73.4100036621094,278600,66.3948593139648
2013-12-20,73.7600021362305,74.7399978637695,73.75,74.0199966430664,579200,66.9465255737305
2013-12-23,74.6600036621094,74.9300003051758,74.2200012207031,74.5999984741211,141100,67.4711074829102
2013-12-24,74.6100006103516,75.2399978637695,74.2399978637695,75.0199966430664,132700,67.8509750366211
2013-12-26,75.1999969482422,75.5299987792969,74.3600006103516,74.8300018310547,183800,67.6791534423828
2013-12-27,74.9899978637695,75.0999984741211,74.4899978637695,74.620002746582,143000,67.4892349243164
2013-12-30,74.6999969482422,75.0500030517578,74.1500015258789,74.7699966430664,174400,67.6248779296875
2013-12-31,74.7300033569336,75.2600021362305,74.1999969482422,74.3000030517578,304400,67.1997833251953
2014-01-02,74.25,74.4199981689453,72.9899978637695,73.5500030517578,193900,66.5214614868164
2014-01-03,73.5,74.2699966430664,73.0999984741211,73.7699966430664,212600,66.7204284667969
2014-01-06,73.870002746582,74.2300033569336,72.0199966430664,72.5,319000,65.5718078613281
2014-01-07,72.9499969482422,73.1500015258789,72.1500015258789,72.2399978637695,241100,65.3366317749023
2014-01-08,72.3899993896484,72.5199966430664,71.4199981689453,71.7099990844727,301900,64.8572845458984
2014-01-09,72.0199966430664,72.4899978637695,71.1800003051758,71.8899993896484,213000,65.0200881958008
2014-01-10,72.1100006103516,72.6800003051758,71.4499969482422,72.2900009155273,251000,65.3818740844727
2014-01-13,71.870002746582,72.379997253418,70.5699996948242,70.870002746582,189300,64.0975646972656
2014-01-14,71.1699981689453,71.9899978637695,70.4599990844727,71.8899993896484,205900,65.0200881958008
2014-01-15,72,72.7900009155273,71.5599975585938,72.3300018310547,227500,65.4180526733398
2014-01-16,72.2399978637695,72.6399993896484,71.7699966430664,72.0400009155273,155500,65.15576171875
2014-01-17,71.9100036621094,72.7699966430664,71.5999984741211,72.4599990844727,422400,65.5356140136719
2014-01-21,73.1800003051758,73.1800003051758,72.0800018310547,72.4100036621094,217700,65.4904022216797
2014-01-22,72.6999969482422,73.0899963378906,72.4000015258789,73.0800018310547,211900,66.0963897705078
2014-01-23,72.6999969482422,73.0199966430664,72,72.3000030517578,251400,65.3909149169922
2014-01-24,71.629997253418,71.8600006103516,70.4300003051758,70.4800033569336,372800,63.7448348999023
2014-01-27,70.7300033569336,70.9499969482422,69.370002746582,69.6999969482422,252500,63.0393867492676
2014-01-28,69.9800033569336,70.5999984741211,69.5,70.0500030517578,197400,63.3559265136719
2014-01-29,69.5,70.3300018310547,69.0699996948242,69.1399993896484,247300,62.5328788757324
2014-01-30,69.9400024414062,70.2300033569336,69.0500030517578,69.75,341200,63.0845947265625
2014-01-31,69,70.0500030517578,68.8099975585938,69.3199996948242,271200,62.6956825256348
2014-02-03,69.4499969482422,69.7799987792969,67.0599975585938,67.9800033569336,746600,61.4837341308594
2014-02-04,68.2200012207031,69.4499969482422,67.3899993896484,69.379997253418,496300,62.7499389648438
2014-02-05,69.0999984741211,69.0999984741211,67.5899963378906,68,515000,61.5018157958984
2014-02-06,68.129997253418,68.6999969482422,67.5699996948242,68.3499984741211,274100,61.8183708190918
2014-02-07,68.5599975585938,69.4499969482422,68.3499984741211,69.129997253418,308700,62.5238494873047
2014-02-10,68.9800033569336,69.6100006103516,68.5500030517578,69.3099975585938,299200,62.6866264343262
2014-02-11,69.3399963378906,70.3899993896484,69.3300018310547,70.2300033569336,134600,63.5187377929688
2014-02-12,70.1999969482422,71.4400024414062,70.1999969482422,70.8499984741211,217500,64.0794677734375
2014-02-13,70.3399963378906,70.8199996948242,69.6399993896484,70.6800003051758,302000,63.9257278442383
2014-02-14,70.5800018310547,70.8399963378906,70.1800003051758,70.4599990844727,282700,63.7267456054688
2014-02-18,70.4000015258789,70.629997253418,69.7799987792969,70.120002746582,288800,63.4192390441895
2014-02-19,69.7900009155273,70.3899993896484,69.6699981689453,69.8000030517578,211500,63.1298179626465
2014-02-20,69.9100036621094,70.370002746582,69.8099975585938,70.2699966430664,171700,63.5548973083496
2014-02-21,70.4199981689453,70.4599990844727,69.7900009155273,69.8000030517578,210100,63.2919540405273
2014-02-24,69.8600006103516,70.7799987792969,69.8099975585938,70.0100021362305,313700,63.4823570251465
2014-02-25,71.2799987792969,71.2799987792969,70.25,70.879997253418,380800,64.2712554931641
2014-02-26,70.4700012207031,71.75,69.6500015258789,71.4100036621094,396500,64.751823425293
2014-02-27,72.4700012207031,73.2200012207031,71.9000015258789,72.4400024414062,404700,65.6857833862305
2014-02-28,72.75,73.870002746582,72.1600036621094,73.1600036621094,310000,66.3386688232422
2014-03-03,72.370002746582,72.6500015258789,71.5199966430664,72.0400009155273,233300,65.3230819702148
2014-03-04,73.0299987792969,73.5,72.7699966430664,72.870002746582,243700,66.0757064819336
2014-03-05,73,73.2699966430664,72.5500030517578,72.8399963378906,154200,66.0484924316406
2014-03-06,72.7699966430664,73.370002746582,72.1699981689453,72.8600006103516,217200,66.0666275024414
2014-03-07,73.0699996948242,73.4700012207031,72.5800018310547,73.1100006103516,184300,66.2933120727539
2014-03-10,72.9300003051758,73.4000015258789,72.3000030517578,72.7600021362305,120800,65.9759521484375
2014-03-11,72.8199996948242,73.0299987792969,71.5299987792969,71.7799987792969,118300,65.0873413085938
2014-03-12,71.4400024414062,71.7900009155273,70.7399978637695,71.5500030517578,177600,64.8787841796875
2014-03-13,71.879997253418,72.2399978637695,69.7200012207031,70.2699966430664,207600,63.7181549072266
2014-03-14,70.1999969482422,70.8600006103516,70,70.0999984741211,207900,63.5639762878418
2014-03-17,70.5400009155273,71.5299987792969,70.5,71,265900,64.3800506591797
2014-03-18,71,71.620002746582,70.5100021362305,70.9499969482422,460500,64.3347244262695
2014-03-19,70.8399963378906,71.4599990844727,70.4599990844727,70.8300018310547,274200,64.2258682250977
2014-03-20,70.620002746582,71.4499969482422,70.4400024414062,71.0800018310547,147900,64.4526062011719
2014-03-21,71.2300033569336,72.5100021362305,71.1699981689453,71.8300018310547,464700,65.1326751708984
2014-03-24,71.9100036621094,72.1900024414062,70,70.3600006103516,182200,63.7997436523438
2014-03-25,70.4700012207031,71.0400009155273,69.9700012207031,70.3099975585938,158600,63.75439453125
2014-03-26,70.5999984741211,70.5999984741211,69.0899963378906,69.129997253418,204100,62.6844062805176
2014-03-27,69.0299987792969,69.2200012207031,68.3600006103516,68.8300018310547,212900,62.4123687744141
2014-03-28,68.9100036621094,69.8000030517578,68.4599990844727,69.0800018310547,250100,62.6390686035156
2014-03-31,69.5599975585938,70.6100006103516,69.3600006103516,70.4899978637695,266300,63.9175987243652
2014-04-01,70.5400009155273,71.3399963378906,70.4599990844727,71.0699996948242,239000,64.4435348510742
2014-04-02,71.1500015258789,72.120002746582,71.1399993896484,71.5500030517578,151700,64.8787841796875
2014-04-03,71.8000030517578,72.0899963378906,71.3000030517578,71.7600021362305,225400,65.0691986083984
2014-04-04,72.1999969482422,72.3499984741211,71.4499969482422,71.5100021362305,477400,64.8424987792969
2014-04-07,71.5999984741211,71.5999984741211,69.8899993896484,70.4800033569336,396900,63.9085578918457
2014-04-08,70.620002746582,71.3099975585938,70.1800003051758,71.2699966430664,309800,64.624885559082
2014-04-09,71.7200012207031,72.5999984741211,71.4199981689453,72.5,233700,65.7402038574219
2014-04-10,72.2799987792969,72.5999984741211,71.3099975585938,71.3600006103516,365400,64.7065048217773
2014-04-11,71.2300033569336,71.629997253418,70.2600021362305,70.5,260200,63.9266624450684
2014-04-14,71.0999984741211,71.5999984741211,70.25,70.5299987792969,211300,63.9538497924805
2014-04-15,70.6900024414062,71.8600006103516,70.1600036621094,71.7600021362305,277300,65.0691986083984
2014-04-16,72.0800018310547,73.0999984741211,71.8300018310547,73,222100,66.1935806274414
2014-04-17,72.9199981689453,73.9700012207031,72.7799987792969,73.7799987792969,263600,66.9008331298828
2014-04-21,73.5899963378906,74.0500030517578,73.4000015258789,73.7200012207031,255300,66.846435546875
2014-04-22,73.7200012207031,74.4100036621094,73.5500030517578,73.6999969482422,392400,66.8283004760742
2014-04-23,73.6999969482422,74.3499984741211,73.1600036621094,73.9000015258789,304400,67.009635925293
2014-04-24,74.0500030517578,75,73.5199966430664,74.5400009155273,254300,67.589973449707
2014-04-25,74.0899963378906,74.9700012207031,73.6800003051758,74.0400009155273,306700,67.1366271972656
2014-04-28,74.2900009155273,74.8300018310547,73.5400009155273,74.3199996948242,385100,67.390495300293
2014-04-29,74.6399993896484,75.2200012207031,73.9499969482422,74.370002746582,265900,67.4358291625977
2014-04-30,74.1900024414062,74.7799987792969,73.9000015258789,74.3499984741211,270500,67.4177017211914
