"Fecha","MAR.Open","MAR.High","MAR.Low","MAR.Close","MAR.Volume","MAR.Adjusted"
2013-11-01,45.2200012207031,45.7700004577637,45.1300010681152,45.7099990844727,2621600,41.2993202209473
2013-11-04,45.5900001525879,46.0200004577637,45.3600006103516,45.9900016784668,2560600,41.5522880554199
2013-11-05,45.5699996948242,45.9700012207031,45.439998626709,45.8499984741211,2084100,41.4257926940918
2013-11-06,45.9500007629395,46.5200004577637,45.9300003051758,46.3400001525879,2871400,41.8685188293457
2013-11-07,46.4199981689453,46.4199981689453,45.3899993896484,45.4300003051758,2366200,41.0463180541992
2013-11-08,45.4099998474121,46.1199989318848,45.3699989318848,46.1199989318848,2028800,41.6697425842285
2013-11-11,45.9700012207031,46.4900016784668,45.6699981689453,46.0999984741211,2405900,41.6516799926758
2013-11-12,47.0299987792969,47.1599998474121,46.2799987792969,46.4300003051758,3261000,41.949836730957
2013-11-13,46.2900009155273,46.7099990844727,46.1699981689453,46.6800003051758,2638000,42.175708770752
2013-11-14,46.5999984741211,46.9799995422363,46.4599990844727,46.939998626709,2266200,42.4106216430664
2013-11-15,46.9500007629395,47.5800018310547,46.9500007629395,47.0200004577637,15553500,42.4829063415527
2013-11-18,47.0699996948242,47.2999992370605,46.7799987792969,46.9799995422363,2949300,42.4467582702637
2013-11-19,46.8400001525879,46.8899993896484,46.0200004577637,46.3300018310547,2397900,42.0115089416504
2013-11-20,46.5200004577637,46.75,46.0299987792969,46.2599983215332,1947000,41.9480285644531
2013-11-21,46.4900016784668,47.1300010681152,46.2700004577637,46.9099998474121,1939800,42.5374488830566
2013-11-22,47.0299987792969,47.1699981689453,46.810001373291,46.9199981689453,2379300,42.5465126037598
2013-11-25,46.8300018310547,47.0499992370605,46.5299987792969,46.6300010681152,1986000,42.2835464477539
2013-11-26,46.4599990844727,47.3400001525879,46.4599990844727,47.1800003051758,2135500,42.7822685241699
2013-11-27,47.2000007629395,47.2999992370605,46.8800010681152,46.9300003051758,1612000,42.5555801391602
