"Fecha","ALLE.Open","ALLE.High","ALLE.Low","ALLE.Close","ALLE.Volume","ALLE.Adjusted"
2014-02-19,49.8400001525879,50.3400001525879,49.0299987792969,49.1599998474121,1076100,44.6773529052734
2014-02-20,50.2299995422363,52.7799987792969,49.0999984741211,51.5200004577637,2623600,46.822151184082
2014-02-21,51.75,52.7900009155273,51.75,52.3699989318848,2198700,47.5946350097656
2014-02-24,52.3600006103516,53.1100006103516,52.3600006103516,52.8600006103516,667900,48.0399627685547
2014-02-25,53,54.5800018310547,52.9300003051758,54.560001373291,1117600,49.5849456787109
2014-02-26,54.8300018310547,55.7799987792969,54.1800003051758,54.6599998474121,1880100,49.6758308410645
2014-02-27,54.689998626709,55.5299987792969,54.2099990844727,55.3499984741211,1139900,50.3029136657715
2014-02-28,55.0900001525879,55.3199996948242,53.8199996948242,54.3499984741211,1198500,49.3940925598145
2014-03-03,54.6699981689453,54.9300003051758,53.0800018310547,53.4900016784668,659600,48.6125183105469
2014-03-04,53.7099990844727,55,53.4799995422363,54,1189900,49.0760192871094
2014-03-05,53.9000015258789,54.310001373291,53.3800010681152,53.9500007629395,395000,49.0305786132812
2014-03-06,53.9900016784668,54.0999984741211,53.0400009155273,53.189998626709,617400,48.3398742675781
2014-03-07,53.439998626709,53.7799987792969,52.5900001525879,53.3899993896484,776100,48.5216255187988
2014-03-10,53.2000007629395,53.6699981689453,52.2400016784668,53.2900009155273,1155300,48.4307518005371
2014-03-11,53.4900016784668,54.7999992370605,53.4500007629395,54.5,874700,49.5304260253906
2014-03-12,54.4199981689453,54.7400016784668,52.7700004577637,54.2799987792969,1255500,49.3304786682129
2014-03-13,54.4599990844727,54.7099990844727,53.1300010681152,53.5999984741211,946400,48.7843856811523
2014-03-14,53.6199989318848,53.9500007629395,53.25,53.2999992370605,1071800,48.5113410949707
2014-03-17,53.439998626709,53.8300018310547,52.9300003051758,52.9599990844727,1011700,48.2018814086914
2014-03-18,52.9500007629395,53.4900016784668,52.7099990844727,53.2799987792969,880800,48.4931488037109
2014-03-19,53.1800003051758,54,52.9199981689453,53.2799987792969,645000,48.4931488037109
2014-03-20,53.4099998474121,54.2200012207031,52.8199996948242,54.1699981689453,628100,49.3031692504883
2014-03-21,54.3800010681152,54.810001373291,53.7400016784668,53.810001373291,1356800,48.9755210876465
2014-03-24,54,54.2299995422363,53.0400009155273,53.4700012207031,895600,48.6660690307617
2014-03-25,53.7000007629395,53.9000015258789,53.1699981689453,53.2099990844727,708000,48.4294395446777
2014-03-26,53.3199996948242,53.5,52.0099983215332,52.0400009155273,691100,47.3645477294922
2014-03-27,51.8699989318848,51.9700012207031,51.189998626709,51.4500007629395,492900,46.8275527954102
2014-03-28,51.6199989318848,52.439998626709,51.5400009155273,52.1599998474121,346100,47.4737701416016
2014-03-31,52.3800010681152,52.5800018310547,51.9099998474121,52.1699981689453,334600,47.4828720092773
2014-04-01,52.439998626709,54.060001373291,52.2900009155273,53.9199981689453,593600,49.0756340026855
2014-04-02,53.9199981689453,54.810001373291,53.5900001525879,54.6699981689453,500500,49.7582626342773
2014-04-03,54.7700004577637,55,54.5800018310547,54.9500007629395,427900,50.0131072998047
2014-04-04,54.8199996948242,55.3499984741211,53,53.7299995422363,492000,48.9027137756348
2014-04-07,53.7099990844727,54,51.5299987792969,51.6199989318848,1054200,46.9822769165039
2014-04-08,51.3400001525879,51.7799987792969,50.810001373291,51.4099998474121,1213700,46.7911376953125
2014-04-09,51.4599990844727,51.5900001525879,51.2299995422363,51.5,1212800,46.8730735778809
2014-04-10,51.5200004577637,51.7900009155273,50.1199989318848,50.6800003051758,1488500,46.1267280578613
2014-04-11,50.5299987792969,50.9000015258789,49.8600006103516,50.0099983215332,1184600,45.5169219970703
2014-04-14,50.2799987792969,50.6100006103516,49.1800003051758,49.7700004577637,605900,45.2984924316406
2014-04-15,49.8800010681152,50.4300003051758,48.9300003051758,49.9599990844727,419300,45.4714126586914
2014-04-16,50.1599998474121,50.7200012207031,49.8400001525879,50.2299995422363,254000,45.7171630859375
2014-04-17,50.0699996948242,50.5400009155273,49.4300003051758,50.1500015258789,427200,45.6443519592285
2014-04-21,49.9799995422363,50.6500015258789,49.5999984741211,50.6300010681152,225700,46.0812339782715
2014-04-22,50.7099990844727,51.1500015258789,50.3600006103516,51,422500,46.4179878234863
2014-04-23,50.8899993896484,50.9599990844727,49.9799995422363,50.4000015258789,507800,45.8718719482422
2014-04-24,50.6199989318848,50.7799987792969,49.7200012207031,50.2400016784668,659800,45.7262687683105
2014-04-25,49.9500007629395,50.3899993896484,49.3699989318848,49.5400009155273,290300,45.0891609191895
2014-04-28,49.8400001525879,50.0800018310547,48.4500007629395,48.8199996948242,605400,44.4338417053223
2014-04-29,48.9599990844727,49.4300003051758,48.4599990844727,48.9000015258789,442000,44.5066604614258
2014-04-30,49,49.4599990844727,48.439998626709,49.3499984741211,481100,44.9162292480469
2014-05-01,51,51.8600006103516,49.4799995422363,51.25,722100,46.6455268859863
2014-05-02,51.1800003051758,51.7400016784668,50.25,50.7000007629395,479000,46.1449394226074
2014-05-05,50.2799987792969,50.5200004577637,49.5699996948242,50.060001373291,413800,45.562427520752
2014-05-06,49.9500007629395,50.1599998474121,49.5499992370605,49.8899993896484,596000,45.4077033996582
2014-05-07,49.8899993896484,50.3199996948242,49.3400001525879,49.9300003051758,598000,45.4441108703613
2014-05-08,49.5999984741211,50.4000015258789,49.1100006103516,49.3600006103516,530600,44.9253311157227
2014-05-09,49.2000007629395,50.1599998474121,48.6699981689453,50,489100,45.5078201293945
2014-05-12,50.0499992370605,50.8400001525879,50.0499992370605,50.4799995422363,586100,45.9447059631348
2014-05-13,50.5,50.7200012207031,50.3300018310547,50.4799995422363,638700,45.9447059631348
2014-05-14,50.2999992370605,50.4300003051758,49.7400016784668,49.7900009155273,470700,45.3167037963867
2014-05-15,49.5200004577637,49.7400016784668,47.9799995422363,48.2900009155273,738400,43.9514579772949
2014-05-16,48.3199996948242,49.4300003051758,48.1500015258789,49.2799987792969,719500,44.8525161743164
2014-05-19,49.2999992370605,50.3600006103516,49.2700004577637,50.2099990844727,653500,45.6989555358887
2014-05-20,49.8699989318848,50.5400009155273,49.75,50.5,1543600,45.9629058837891
2014-05-21,50.5200004577637,51.0299987792969,50.4000015258789,50.7099990844727,338500,46.1540298461914
2014-05-22,50.6500015258789,51.8400001525879,50.3199996948242,51.4900016784668,501100,46.8639640808105
2014-05-23,51.7299995422363,52.5900001525879,51.3300018310547,52.4599990844727,451800,47.7468147277832
2014-05-27,52.4900016784668,52.8400001525879,52.3300018310547,52.4700012207031,331600,47.7559127807617
2014-05-28,52.6199989318848,53.2599983215332,52.4599990844727,52.939998626709,523700,48.1836853027344
2014-05-29,52.939998626709,53.8600006103516,52.939998626709,53.5200004577637,815600,48.7115745544434
2014-05-30,53.4900016784668,53.5099983215332,52.3300018310547,52.3899993896484,400300,47.6830978393555
2014-06-02,52.7700004577637,52.7700004577637,52.0400009155273,52.0699996948242,646500,47.391845703125
2014-06-03,51.2999992370605,52.7400016784668,51.2999992370605,52.4099998474121,451900,47.7012939453125
2014-06-04,52.2700004577637,53.310001373291,52.2299995422363,53.1500015258789,621100,48.3748321533203
2014-06-05,53.2000007629395,54.3400001525879,52.9000015258789,54.310001373291,608900,49.4306106567383
2014-06-06,54.4300003051758,56.0900001525879,54.3699989318848,55.8300018310547,965400,50.8140487670898
2014-06-09,55.9700012207031,56.810001373291,55.6199989318848,56.3499984741211,850400,51.2873268127441
2014-06-10,56.2400016784668,56.75,55.9500007629395,56.7299995422363,618100,51.6331787109375
2014-06-11,56.4000015258789,56.4199981689453,55.9799995422363,56.3400001525879,625600,51.2782135009766
2014-06-12,56.1800003051758,56.560001373291,55.8899993896484,56.1199989318848,1780200,51.1506042480469
2014-06-13,56.2599983215332,56.2599983215332,55.9000015258789,56.0900001525879,545100,51.1232757568359
2014-06-16,55.9300003051758,57.3600006103516,55.8400001525879,57.1300010681152,634300,52.0711860656738
2014-06-17,56.8800010681152,57.6599998474121,56.0999984741211,57.25,1436700,52.1805610656738
2014-06-18,57.2299995422363,57.5,57.0499992370605,57.3400001525879,1901900,52.2625923156738
2014-06-19,57.3300018310547,57.7400016784668,56.0400009155273,57.2700004577637,875800,52.1987800598145
2014-06-20,57.1399993896484,57.7799987792969,56.8800010681152,57.6199989318848,1265000,52.5177879333496
2014-06-23,57.7200012207031,58.2900009155273,57.4300003051758,57.560001373291,384500,52.4631080627441
2014-06-24,57.2999992370605,57.5699996948242,56.4900016784668,56.6800003051758,580300,51.6610260009766
2014-06-25,56.6199989318848,56.8300018310547,56.0400009155273,56.689998626709,503900,51.6701393127441
2014-06-26,56.7200012207031,56.7799987792969,56.1699981689453,56.3199996948242,336500,51.3329086303711
2014-06-27,56.4500007629395,56.4500007629395,55.5200004577637,55.5800018310547,1105000,50.6584281921387
2014-06-30,55.5200004577637,56.75,55.4199981689453,56.6800003051758,609900,51.6610260009766
2014-07-01,56.7700004577637,57.4599990844727,56.7700004577637,57.060001373291,424500,52.0073623657227
2014-07-02,57,57.8699989318848,57,57.3699989318848,484600,52.2899284362793
2014-07-03,57.4599990844727,57.7400016784668,57.0200004577637,57.1599998474121,138700,52.098518371582
2014-07-07,57.0400009155273,57.0400009155273,55.939998626709,56.0400009155273,274700,51.0777053833008
2014-07-08,56.0400009155273,56.0400009155273,54.9900016784668,55.5099983215332,424300,50.5946235656738
2014-07-09,55.5,56.0299987792969,55.3600006103516,55.6100006103516,342800,50.6857833862305
2014-07-10,54.8499984741211,55.8800010681152,54.6199989318848,55.5999984741211,496000,50.6766586303711
2014-07-11,55.6699981689453,56.4500007629395,55.439998626709,56.0299987792969,269000,51.0685844421387
2014-07-14,56.0999984741211,56.5699996948242,55.6199989318848,55.9799995422363,426400,51.0230102539062
2014-07-15,55.8499984741211,56.189998626709,55.2799987792969,55.6100006103516,306800,50.6857833862305
2014-07-16,55.7900009155273,56.1100006103516,55.1399993896484,55.4300003051758,417400,50.5217170715332
2014-07-17,55.0499992370605,55.1699981689453,54.1800003051758,54.2700004577637,408600,49.4644317626953
2014-07-18,54.3499984741211,55.0099983215332,54.1100006103516,54.8899993896484,300700,50.0295333862305
2014-07-21,54.7900009155273,55.0499992370605,54.560001373291,54.7599983215332,265900,49.9110336303711
2014-07-22,55.1500015258789,55.5800018310547,54.7099990844727,54.9000015258789,242000,50.0386428833008
2014-07-23,54.9199981689453,55.0900001525879,54.0999984741211,54.4500007629395,362800,49.628490447998
2014-07-24,54.4199981689453,55.4599990844727,54.2900009155273,54.9700012207031,412400,50.1024513244629
2014-07-25,54.6300010681152,55.25,54.3899993896484,55.0999984741211,473700,50.2209320068359
2014-07-28,55.0999984741211,55.1100006103516,53.3199996948242,53.5699996948242,513200,48.8264007568359
2014-07-29,53.5200004577637,53.8600006103516,52.4199981689453,52.4500007629395,582000,47.8055992126465
2014-07-30,52.5499992370605,53.9599990844727,52.4300003051758,53.6599998474121,799300,48.9084434509277
2014-07-31,50.9000015258789,52.7299995422363,49.9300003051758,51.4300003051758,1583400,46.8759117126465
2014-08-01,51.4300003051758,51.4799995422363,49.5900001525879,50.3600006103516,903900,45.9006652832031
2014-08-04,50.5900001525879,51.7700004577637,49.9700012207031,50.1199989318848,956900,45.6819190979004
2014-08-05,50.1399993896484,50.9300003051758,49.7999992370605,50.4000015258789,668400,45.9371147155762
2014-08-06,49.2999992370605,50.2299995422363,48.8300018310547,50.1199989318848,1078300,45.6819190979004
2014-08-07,50.5,50.6300010681152,49.5999984741211,49.8699989318848,622300,45.454044342041
2014-08-08,49.9199981689453,50.7200012207031,49.9199981689453,50.6100006103516,850400,46.1285247802734
2014-08-11,50.7599983215332,51.0299987792969,50.2799987792969,50.3600006103516,342200,45.9006652832031
2014-08-12,50.2900009155273,51.1199989318848,50.2799987792969,50.9599990844727,712200,46.4475288391113
2014-08-13,51.060001373291,52.2799987792969,51.060001373291,52.2400016784668,708300,47.6141967773438
2014-08-14,52.2299995422363,52.3600006103516,51.6699981689453,52.0200004577637,626600,47.4136657714844
2014-08-15,52.3300018310547,52.9300003051758,51.8300018310547,52.2599983215332,755500,47.6324081420898
2014-08-18,52.5099983215332,53.2000007629395,52.1699981689453,52.6399993896484,325400,47.9787712097168
2014-08-19,52.7999992370605,53.4099998474121,52.2299995422363,52.6100006103516,513600,47.9514236450195
2014-08-20,52.6300010681152,52.9099998474121,52.2700004577637,52.5200004577637,332400,47.8693885803223
2014-08-21,52.6300010681152,52.7700004577637,52.1100006103516,52.1399993896484,249600,47.5230369567871
2014-08-22,52.0499992370605,52.1199989318848,51.7400016784668,51.9700012207031,399800,47.3680992126465
2014-08-25,52.2200012207031,52.560001373291,51.9099998474121,52.4700012207031,276100,47.8238067626953
2014-08-26,52.4700012207031,52.5800018310547,52.0900001525879,52.3800010681152,291400,47.7417984008789
2014-08-27,52.2599983215332,52.2599983215332,51.6500015258789,52.0099983215332,281200,47.4045486450195
2014-08-28,51.7299995422363,51.7900009155273,51.2099990844727,51.5499992370605,438400,46.985279083252
2014-08-29,51.5499992370605,51.75,51.2400016784668,51.4300003051758,372000,46.8759117126465
2014-09-02,51.5299987792969,52.2999992370605,51.4599990844727,52.2700004577637,661900,47.6415367126465
2014-09-03,52.6399993896484,52.8800010681152,51.9799995422363,52.189998626709,393900,47.5686111450195
2014-09-04,52.2799987792969,52.8400001525879,52.0699996948242,52.3300018310547,411300,47.6962242126465
2014-09-05,52.4700012207031,52.6500015258789,51.9099998474121,52.4799995422363,517700,47.8329429626465
2014-09-08,52.310001373291,52.6199989318848,52.060001373291,52.2200012207031,477300,47.5959587097168
2014-09-09,52.1599998474121,52.4900016784668,51.5099983215332,51.7400016784668,533300,47.1584625244141
2014-09-10,51.6300010681152,52.1599998474121,51.25,51.9500007629395,620400,47.3498649597168
2014-09-11,51.7900009155273,52.5200004577637,51.7700004577637,52.060001373291,472200,47.4501190185547
2014-09-12,51.8300018310547,51.9000015258789,50.7099990844727,50.8699989318848,811300,46.4368667602539
2014-09-15,50.7299995422363,50.9000015258789,50.0800018310547,50.7999992370605,818700,46.3729553222656
2014-09-16,50.7200012207031,51.4099998474121,50.5800018310547,51.0999984741211,671700,46.6468048095703
2014-09-17,51.1599998474121,52.25,50.9099998474121,51.060001373291,610400,46.6103134155273
2014-09-18,51.2299995422363,51.2299995422363,50.5200004577637,50.6199989318848,551200,46.2086486816406
2014-09-19,50.8800010681152,50.8800010681152,47.4700012207031,49.8600006103516,1925100,45.5148696899414
2014-09-22,49.6599998474121,49.8199996948242,49.1699981689453,49.2000007629395,829600,44.9123954772949
2014-09-23,49.0499992370605,49.4700012207031,48.5400009155273,48.9199981689453,760000,44.6567878723145
2014-09-24,48.9000015258789,49.2099990844727,48.810001373291,49,470900,44.7298278808594
2014-09-25,48.7700004577637,49,48.060001373291,48.2099990844727,604800,44.0086708068848
2014-09-26,48.25,48.5299987792969,48.189998626709,48.4000015258789,664800,44.1821060180664
2014-09-29,48.0200004577637,48.5400009155273,47.7900009155273,48,900800,43.8169631958008
2014-09-30,47.9000015258789,48,47.310001373291,47.6399993896484,1371500,43.4883422851562
2014-10-01,47.439998626709,48,46.8800010681152,47.7700004577637,1083800,43.607006072998
2014-10-02,47.6800003051758,48.0699996948242,47.3699989318848,47.8699989318848,2127100,43.6982917785645
2014-10-03,48.8300018310547,49.2099990844727,48.5800018310547,49.1399993896484,968600,44.8576278686523
2014-10-06,49.2000007629395,49.4700012207031,48.4700012207031,48.5900001525879,750300,44.3555564880371
2014-10-07,48.3699989318848,48.3699989318848,46.5800018310547,46.5900001525879,691600,42.5298461914062
2014-10-08,46.5400009155273,47.2799987792969,45.8499984741211,47.2400016784668,1061700,43.1232032775879
2014-10-09,47.3899993896484,47.3899993896484,46.5400009155273,46.7000007629395,617300,42.6302642822266
2014-10-10,46.5800018310547,46.9700012207031,46.2000007629395,46.25,776400,42.2194786071777
2014-10-13,46.2200012207031,46.4799995422363,45.2799987792969,45.3199996948242,824500,41.3705291748047
2014-10-14,45.5099983215332,45.8899993896484,44.8199996948242,45.060001373291,976900,41.1331787109375
2014-10-15,44.560001373291,46,43.810001373291,45.7200012207031,1284600,41.735652923584
2014-10-16,44.6300010681152,46.5,44.2200012207031,46.3300018310547,696500,42.2924995422363
2014-10-17,46.7299995422363,47.5699996948242,46.3199996948242,46.75,756800,42.675895690918
2014-10-20,46.5800018310547,47.1699981689453,46.5699996948242,46.9000015258789,602400,42.8128280639648
2014-10-21,47.1699981689453,48.4700012207031,47.1699981689453,48.2299995422363,657200,44.0269165039062
2014-10-22,48.2400016784668,48.5099983215332,47,47.0999984741211,696000,42.9953880310059
2014-10-23,47.7000007629395,48.7799987792969,47.2599983215332,48.4500007629395,733300,44.2277526855469
2014-10-24,48.4900016784668,49.1699981689453,48.0699996948242,49.1199989318848,414700,44.8393630981445
2014-10-27,48.8699989318848,49.310001373291,48.5499992370605,49.1500015258789,584000,44.866756439209
2014-10-28,49.4199981689453,50.25,49.0800018310547,50.2000007629395,730600,45.8252372741699
2014-10-29,50.5099983215332,51.3699989318848,49.6599998474121,50.2900009155273,1184500,45.907398223877
2014-10-30,50.1800003051758,53.0499992370605,49.2400016784668,52.6399993896484,1203500,48.0526084899902
2014-10-31,53.6199989318848,54.5699996948242,52.8699989318848,53.0900001525879,2535400,48.4633903503418
2014-11-03,53.1599998474121,53.5900001525879,52.9099998474121,53.4300003051758,811100,48.7737770080566
2014-11-04,53.3899993896484,53.8400001525879,53.0900001525879,53.1199989318848,1120800,48.4907722473145
2014-11-05,53.4300003051758,53.5800018310547,52.7400016784668,53.0499992370605,539900,48.4268760681152
2014-11-06,53.3300018310547,53.5099983215332,52.8699989318848,53.4199981689453,1041500,48.7646255493164
2014-11-07,53.439998626709,53.560001373291,52.9000015258789,52.9599990844727,1249500,48.3447380065918
2014-11-10,53.1100006103516,53.1100006103516,52.5699996948242,52.6800003051758,562600,48.0891342163086
2014-11-11,52.810001373291,53.3899993896484,52.3699989318848,52.5200004577637,582100,47.9430656433105
2014-11-12,52.310001373291,52.6699981689453,52.0099983215332,52.5,631100,47.9248008728027
2014-11-13,52.5699996948242,52.6800003051758,51.8800010681152,52.1199989318848,375500,47.5779190063477
2014-11-14,52,52.5099983215332,51.7900009155273,52.2700004577637,372900,47.7148590087891
2014-11-17,52.189998626709,52.9199981689453,52.1100006103516,52.8400001525879,529600,48.2351760864258
2014-11-18,52.9099998474121,54.0499992370605,52.6800003051758,53.8699989318848,629300,49.1754150390625
2014-11-19,53.939998626709,54.3199996948242,53.5400009155273,54,758000,49.2940864562988
2014-11-20,53.6199989318848,54.3600006103516,53.5200004577637,54.0900001525879,220800,49.3762474060059
2014-11-21,54.7999992370605,54.8800010681152,54.0200004577637,54.2000007629395,488700,49.4766616821289
2014-11-24,54.25,54.4900016784668,53.8800010681152,53.9500007629395,482200,49.2484512329102
2014-11-25,53.939998626709,53.9700012207031,53.2799987792969,53.5699996948242,453300,48.901554107666
2014-11-26,53.5999984741211,53.7999992370605,52.9000015258789,53.060001373291,537700,48.4360046386719
2014-11-28,53.0900001525879,54.1599998474121,53.0900001525879,53.8499984741211,343200,49.1571578979492
2014-12-01,53.7900009155273,53.9799995422363,53.25,53.7000007629395,467000,49.0202369689941
2014-12-02,53.7900009155273,54.4199981689453,53.6399993896484,54.3600006103516,316000,49.6227111816406
2014-12-03,54.560001373291,55.0800018310547,54.4099998474121,54.689998626709,1397500,49.9239501953125
2014-12-04,54.7200012207031,54.9900016784668,54.4000015258789,54.5900001525879,570900,49.8326683044434
2014-12-05,54.810001373291,55.6100006103516,54.5900001525879,55.5499992370605,861100,50.7090187072754
2014-12-08,55.560001373291,55.9099998474121,54.5999984741211,54.9099998474121,601500,50.1247825622559
2014-12-09,54.0299987792969,55.0800018310547,53.8600006103516,55,423800,50.2069396972656
2014-12-10,54.689998626709,55.0999984741211,53.9700012207031,54.1500015258789,464300,49.431022644043
2014-12-11,54.0699996948242,54.9700012207031,53.5800018310547,54.189998626709,394800,49.467529296875
2014-12-12,53.689998626709,54.1399993896484,53.6199989318848,53.810001373291,592700,49.1932601928711
2014-12-15,54,54.4099998474121,53.3499984741211,53.7000007629395,452600,49.0927124023438
2014-12-16,53.5999984741211,54.0999984741211,52.9599990844727,53.4300003051758,1016300,48.845890045166
2014-12-17,53.5400009155273,54.2099990844727,53,54.1100006103516,418500,49.4675407409668
2014-12-18,54.810001373291,54.9799995422363,54.2799987792969,54.9500007629395,504700,50.2354583740234
2014-12-19,55.3800010681152,55.3899993896484,54.6500015258789,54.9900016784668,686900,50.2720260620117
2014-12-22,54.9799995422363,55.6100006103516,54.7700004577637,55.6100006103516,277900,50.8388366699219
2014-12-23,55.6100006103516,55.8600006103516,55.4000015258789,55.6800003051758,362700,50.9028205871582
2014-12-24,55.810001373291,55.9000015258789,55.4000015258789,55.7299995422363,134000,50.9485359191895
2014-12-26,55.7700004577637,56,55.5800018310547,55.6500015258789,193000,50.8754081726074
2014-12-29,55.5400009155273,56.060001373291,55.2900009155273,55.9099998474121,340600,51.113094329834
2014-12-30,55.689998626709,55.8899993896484,55.4099998474121,55.6599998474121,448600,50.8845558166504
2014-12-31,55.8699989318848,56.0499992370605,55.25,55.4599990844727,564100,50.7017021179199
2015-01-02,55.4900016784668,55.5999984741211,53.9700012207031,55.0499992370605,668800,50.3269004821777
2015-01-05,54.7299995422363,55.2400016784668,54.560001373291,54.939998626709,534600,50.2263069152832
2015-01-06,55,55.1599998474121,54.0800018310547,54.8499984741211,1337500,50.14404296875
2015-01-07,55.0900001525879,56,54.810001373291,55.5999984741211,718400,50.8296966552734
2015-01-08,55.7099990844727,56.3800010681152,55.1800003051758,56.3499984741211,893900,51.5153503417969
