"Fecha","WST.Open","WST.High","WST.Low","WST.Close","WST.Volume","WST.Adjusted"
2013-11-01,48.2000007629395,48.2400016784668,46.5699996948242,47,463900,44.6838302612305
2013-11-04,47.1199989318848,47.6300010681152,46.6199989318848,47.0099983215332,412400,44.6933403015137
2013-11-05,46.7999992370605,47.060001373291,46.6300010681152,46.75,217300,44.4461517333984
2013-11-06,47,47.25,46.4300003051758,46.5699996948242,147500,44.2750053405762
2013-11-07,46.5900001525879,46.7400016784668,45.8300018310547,45.9000015258789,261500,43.6380424499512
2013-11-08,45.8400001525879,47.0999984741211,45.7400016784668,46.7000007629395,277100,44.3986053466797
2013-11-11,46.7099990844727,47.1300010681152,46.5900001525879,46.75,174800,44.4461517333984
2013-11-12,46.5,46.9700012207031,46.2599983215332,46.8499984741211,190300,44.5412178039551
2013-11-13,46.5,47.0800018310547,46.5,46.9700012207031,120400,44.6552963256836
2013-11-14,46.939998626709,47.6300010681152,46.7000007629395,47.2200012207031,146600,44.8929862976074
2013-11-15,47.1500015258789,47.7799987792969,47.060001373291,47.689998626709,155000,45.3398323059082
2013-11-18,47.9199981689453,48.0200004577637,47.2400016784668,47.3300018310547,116900,44.9975624084473
2013-11-19,47.2099990844727,47.9599990844727,47.060001373291,47.1500015258789,216400,44.8264198303223
2013-11-20,47.3499984741211,47.6500015258789,46.9000015258789,47.3199996948242,96100,44.9880561828613
2013-11-21,47.560001373291,49.2299995422363,47.2299995422363,48.7999992370605,214300,46.3951187133789
2013-11-22,48.9500007629395,48.9900016784668,48.0699996948242,48.2700004577637,231700,45.8912391662598
2013-11-25,48.2700004577637,49.1199989318848,47.9700012207031,48.4599990844727,127500,46.0718727111816
2013-11-26,48.4599990844727,48.9799995422363,48.2599983215332,48.9700012207031,290200,46.5567398071289
2013-11-27,48.9799995422363,50.1500015258789,48.8899993896484,50.0800018310547,190900,47.6120529174805
2013-11-29,50.3499984741211,50.5999984741211,49.8699989318848,49.9199981689453,105200,47.4599266052246
2013-12-02,49.7799987792969,50.0699996948242,49.1199989318848,49.189998626709,155100,46.7658958435059
2013-12-03,49.189998626709,49.8499984741211,48.9000015258789,49.4300003051758,230400,46.9940795898438
2013-12-04,49.1699981689453,49.7099990844727,48.4199981689453,48.6500015258789,248600,46.2525062561035
2013-12-05,48.6399993896484,49.1500015258789,48.5299987792969,48.8800010681152,161000,46.4711837768555
2013-12-06,49.1199989318848,49.7200012207031,48.75,49.4900016784668,237200,47.0511131286621
2013-12-09,49.6699981689453,49.8899993896484,49.3400001525879,49.7799987792969,231300,47.3268280029297
2013-12-10,49.5900001525879,49.9799995422363,48.8899993896484,48.9099998474121,208200,46.4997024536133
2013-12-11,49.060001373291,49.3600006103516,47.2700004577637,47.3600006103516,279900,45.0260848999023
2013-12-12,47.3600006103516,47.939998626709,47.2799987792969,47.4900016784668,225000,45.1496849060059
