"Fecha","PPG.Open","PPG.High","PPG.Low","PPG.Close","PPG.Volume","PPG.Adjusted"
2013-11-01,91.4000015258789,91.6949996948242,90.8550033569336,91.375,1466600,77.8547134399414
2013-11-04,91.75,91.8000030517578,90.8349990844727,91.7300033569336,1215400,78.1571960449219
2013-11-05,91.4700012207031,92.2300033569336,90.8050003051758,91.6600036621094,1102800,78.097541809082
2013-11-06,91.1699981689453,92.4199981689453,91.1699981689453,91.4000015258789,1724200,78.1360015869141
2013-11-07,91.6449966430664,92.1600036621094,89.6750030517578,89.8199996948242,1768400,76.7853088378906
2013-11-08,90,90.8949966430664,89.6900024414062,90.7850036621094,2207200,77.6102523803711
2013-11-11,90.8649978637695,91.5749969482422,90.7900009155273,91.0800018310547,1497200,77.8624572753906
2013-11-12,91.0899963378906,91.495002746582,90.6900024414062,91.254997253418,1230400,78.0120391845703
2013-11-13,90.8399963378906,92.4499969482422,90.7850036621094,92.3099975585938,1962000,78.9139556884766
2013-11-14,92.5,92.8050003051758,91.8600006103516,92.7900009155273,1034400,79.3242721557617
2013-11-15,93.1900024414062,93.4449996948242,92.3349990844727,92.4499969482422,1367800,79.0336303710938
2013-11-18,92.4850006103516,92.7699966430664,92.0550003051758,92.3249969482422,924800,78.9267807006836
2013-11-19,92.1149978637695,92.75,92.0250015258789,92.379997253418,625600,78.9737930297852
2013-11-20,92.3249969482422,92.3499984741211,90.9000015258789,91.0999984741211,1337400,77.8795394897461
2013-11-21,91.6549987792969,91.9599990844727,91.2249984741211,91.6600036621094,1333000,78.3583145141602
2013-11-22,91.7949981689453,92.1149978637695,91.2750015258789,91.8899993896484,1349200,78.5548934936523
2013-11-25,91.9100036621094,92.7699966430664,91.9100036621094,92.0950012207031,974400,78.7301635742188
2013-11-26,92.0899963378906,92.995002746582,91.879997253418,92.5650024414062,966400,79.131950378418
2013-11-27,92.5999984741211,92.7750015258789,92.0299987792969,92.2699966430664,909400,78.879753112793
2013-11-29,92.5,92.7850036621094,91.875,92.0299987792969,394400,78.6745529174805
2013-12-02,92.1699981689453,92.7649993896484,91.6750030517578,91.8300018310547,1018400,78.5036315917969
2013-12-03,91.1600036621094,91.6149978637695,90.1600036621094,90.8300018310547,1342800,77.6487350463867
2013-12-04,90.8550033569336,92.3000030517578,90.8550033569336,91.4749984741211,1929600,78.2001190185547
2013-12-05,91,91.6449966430664,90.4250030517578,90.8899993896484,1156000,77.7000198364258
2013-12-06,92.5,93.9800033569336,91.4800033569336,93.9199981689453,1894400,80.290283203125
2013-12-09,94.0950012207031,94.5,93.0149993896484,93.3550033569336,1417000,79.8073043823242
2013-12-10,93.3550033569336,94,92.9550018310547,93.6750030517578,1103600,80.0808715820312
2013-12-11,93.5449981689453,93.6149978637695,90.745002746582,91.1750030517578,2164000,77.9436798095703
2013-12-12,91.1100006103516,92.2949981689453,91.0250015258789,91.9599990844727,1797800,78.6147308349609
2013-12-13,91.9649963378906,92.5699996948242,91.1449966430664,91.4550018310547,1353400,78.1830291748047
2013-12-16,91.4550018310547,92.1500015258789,90.75,91.1999969482422,1908000,77.9650192260742
2013-12-17,91.6050033569336,92,90.9550018310547,91.8050003051758,1786800,78.4822158813477
2013-12-18,91.879997253418,92.8150024414062,90.4499969482422,92.6149978637695,1919000,79.1746978759766
2013-12-19,92.4300003051758,92.9049987792969,92.1750030517578,92.6500015258789,1435200,79.2046051025391
2013-12-20,92.5100021362305,93.6750030517578,92.3850021362305,93.3099975585938,4534400,79.7688140869141
2013-12-23,93.6999969482422,93.7099990844727,92.5400009155273,92.75,1373600,79.2901077270508
2013-12-24,92.8050003051758,93.8000030517578,92.8050003051758,93.7900009155273,373000,80.1791534423828
2013-12-26,93.9199981689453,94.1849975585938,93.625,94.0400009155273,609800,80.3928756713867
2013-12-27,94.2900009155273,94.2900009155273,93.625,93.8899993896484,783000,80.2646484375
2013-12-30,93.9100036621094,94.4150009155273,93.5500030517578,94.2350006103516,1015200,80.5595932006836
2013-12-31,94.3850021362305,95.0350036621094,94.129997253418,94.8300018310547,1038800,81.068244934082
2014-01-02,94.75,95.1449966430664,94.2649993896484,94.4700012207031,1368400,80.760498046875
2014-01-03,94.6999969482422,95.0500030517578,94.4400024414062,94.7050018310547,814200,80.9613647460938
2014-01-06,94.8150024414062,94.995002746582,93.4649963378906,93.7600021362305,1564800,80.1535339355469
2014-01-07,93.8000030517578,94.5699996948242,93.0100021362305,94.1399993896484,2334800,80.4783782958984
2014-01-08,94.2750015258789,95.0999984741211,93.7050018310547,94.7350006103516,2006600,80.9870147705078
2014-01-09,94.8550033569336,95.6149978637695,94.625,95.0650024414062,2366000,81.2691345214844
2014-01-10,95.2850036621094,95.7699966430664,94.8150024414062,95.2900009155273,2090200,81.4615173339844
2014-01-13,94.9649963378906,95.6750030517578,93.5950012207031,93.879997253418,2609000,80.256103515625
2014-01-14,94.2850036621094,95.504997253418,93.7850036621094,95.4449996948242,1919400,81.593994140625
2014-01-15,95.6350021362305,95.7750015258789,95.2149963378906,95.3499984741211,2111400,81.5127868652344
2014-01-16,91.2850036621094,94.9449996948242,91.2850036621094,93.8349990844727,3294200,80.2176361083984
2014-01-17,94.25,96.1149978637695,94.25,94.7399978637695,3656400,80.9913024902344
2014-01-21,95.1650009155273,95.7699966430664,94.5550003051758,95,2339600,81.2135620117188
2014-01-22,95.0749969482422,95.3450012207031,93.2949981689453,93.5800018310547,2843800,79.9996490478516
2014-01-23,93.3550033569336,94.0199966430664,92.8850021362305,93.4449996948242,2456200,79.8842315673828
2014-01-24,92.6149978637695,92.8499984741211,90.7949981689453,90.8000030517578,2377200,77.6230773925781
2014-01-27,91,92.245002746582,90.2149963378906,91.5950012207031,2781000,78.3027114868164
2014-01-28,91.5449981689453,92.3300018310547,90.8600006103516,91.2149963378906,2033200,77.9778518676758
2014-01-29,91.0250015258789,92.4349975585938,90.8300018310547,91.5999984741211,1591000,78.3069839477539
2014-01-30,91.8499984741211,92.8249969482422,91.4349975585938,92.3349990844727,1190000,78.9353179931641
2014-01-31,91.1050033569336,92.25,90.7149963378906,91.1800003051758,2721200,77.9479370117188
2014-02-03,91.254997253418,91.6650009155273,88.3349990844727,88.4349975585938,2566800,75.6012954711914
2014-02-04,88.8649978637695,89.7200012207031,88.4000015258789,88.620002746582,1938000,75.7594375610352
2014-02-05,87.9449996948242,88.8150024414062,86.9150009155273,88.6100006103516,2258600,75.7508773803711
2014-02-06,88.7149963378906,89.6549987792969,88.4100036621094,89.4599990844727,1659000,76.4775466918945
2014-02-07,90.3000030517578,91.2750015258789,90.25,91.2699966430664,1596800,78.0248565673828
2014-02-10,91.0650024414062,92.4550018310547,90.8649978637695,91.9649963378906,2010600,78.619026184082
2014-02-11,92.2050018310547,93.3099975585938,91.754997253418,92.5800018310547,1992200,79.1447677612305
2014-02-12,93.0149993896484,93.5350036621094,92.625,92.879997253418,1361800,79.4012298583984
2014-02-13,92.5,93.9199981689453,92.0800018310547,93.6149978637695,1374400,80.0295639038086
2014-02-14,93.6149978637695,94.7399978637695,93.5500030517578,94.4499969482422,1415000,80.7433700561523
2014-02-18,94.2300033569336,94.25,93.1100006103516,93.2949981689453,2619800,79.7560272216797
2014-02-19,92.8249969482422,94.3649978637695,92.7949981689453,93.5299987792969,1718000,80.2191619873047
2014-02-20,93.5,94.4400024414062,93.0449981689453,94.375,1690800,80.9438781738281
2014-02-21,94.3850021362305,95.4049987792969,94.3499984741211,94.9349975585938,2260000,81.4242095947266
2014-02-24,94.745002746582,95.495002746582,94.25,94.2600021362305,1695400,80.8452758789062
2014-02-25,94.1549987792969,96,94.1500015258789,95.3850021362305,1679200,81.8101654052734
2014-02-26,95.1999969482422,97.0599975585938,95.125,96.5650024414062,1781200,82.8222351074219
2014-02-27,96.4000015258789,97.3349990844727,95.5999984741211,96.8450012207031,1586200,83.0623779296875
2014-02-28,97.0199966430664,99.0749969482422,96.875,98.9100036621094,2879800,84.8334884643555
2014-03-03,96.6149978637695,99.1699981689453,96.6149978637695,98.5299987792969,1615400,84.5075759887695
2014-03-04,99.875,100.205001831055,99.3399963378906,100.095001220703,1354000,85.8498458862305
2014-03-05,100,100.480003356934,99.5550003051758,99.7699966430664,1194200,85.5711135864258
2014-03-06,99.879997253418,100.644996643066,99.7249984741211,100.069999694824,979200,85.8283920288086
2014-03-07,100.169998168945,100.620002746582,99.620002746582,100.035003662109,1540000,85.7983779907227
2014-03-10,99.6600036621094,100.415000915527,99.3199996948242,100.150001525879,979200,85.8970413208008
2014-03-11,100.5,100.5,98.7249984741211,98.754997253418,1772000,84.7005462646484
2014-03-12,98.6050033569336,99.0149993896484,98.0999984741211,98.6050033569336,1605600,84.5718994140625
2014-03-13,99.1149978637695,99.4000015258789,97.254997253418,97.4550018310547,1022400,83.5855407714844
2014-03-14,97.2949981689453,98.0599975585938,97.125,97.2900009155273,1214000,83.4440383911133
2014-03-17,97.5950012207031,98.5950012207031,97.370002746582,97.9800033569336,1668800,84.0358276367188
