"Fecha","UNH.Open","UNH.High","UNH.Low","UNH.Close","UNH.Volume","UNH.Adjusted"
2013-11-01,68.2699966430664,68.6999969482422,67.9499969482422,68.629997253418,4459000,58.8783340454102
2013-11-04,68.7799987792969,69.2600021362305,68.3600006103516,68.9499969482422,3698700,59.1528587341309
2013-11-05,68.5,68.9400024414062,68.2699966430664,68.7200012207031,3328700,58.9555549621582
2013-11-06,68.870002746582,71.0199966430664,68.8000030517578,70.2900009155273,5479400,60.3024673461914
2013-11-07,70.9000015258789,70.9800033569336,69.6600036621094,69.7600021362305,4497300,59.8477516174316
2013-11-08,69.6999969482422,70.5299987792969,69.6399993896484,70.5,3741900,60.4826164245605
2013-11-11,70.7300033569336,70.9499969482422,70.2900009155273,70.5,3082600,60.4826164245605
2013-11-12,70.4700012207031,70.9000015258789,69.870002746582,69.9499969482422,3604800,60.0107574462891
2013-11-13,69.9499969482422,71.129997253418,69.8099975585938,71.0100021362305,3879500,60.9201622009277
2013-11-14,71.3399963378906,71.5999984741211,70.9400024414062,71.4400024414062,3581200,61.2890548706055
2013-11-15,71.129997253418,71.9599990844727,71.0899963378906,71.870002746582,3872600,61.6579742431641
2013-11-18,71.9700012207031,72.0999984741211,71.5,71.6800003051758,3263700,61.4949340820312
2013-11-19,71.7600021362305,71.9100036621094,71.2600021362305,71.6100006103516,4260900,61.4349098205566
2013-11-20,71.879997253418,72.8600006103516,71.6600036621094,71.9800033569336,5031300,61.7523460388184
2013-11-21,72.3899993896484,73.6800003051758,72.370002746582,72.9100036621094,4368000,62.5501861572266
2013-11-22,72.9100036621094,73.75,72.8000030517578,73.7399978637695,3178400,63.2622299194336
2013-11-25,74,74.6600036621094,73.7900009155273,74.0699996948242,3773900,63.5453605651855
2013-11-26,74.2099990844727,74.9899978637695,74.0500030517578,74.5199966430664,4635400,63.931396484375
2013-11-27,74.6699981689453,74.9300003051758,74.0800018310547,74.3600006103516,3640600,63.7941513061523
2013-11-29,74.5899963378906,74.9300003051758,74.2300033569336,74.4800033569336,2025600,63.8971099853516
2013-12-02,73.6399993896484,74.4499969482422,73.6399993896484,74.1600036621094,4276000,63.6225738525391
2013-12-03,74.1399993896484,74.1399993896484,72.9199981689453,73.7300033569336,5162400,63.2536964416504
2013-12-04,73.0199966430664,74.4100036621094,72.5400009155273,73.6500015258789,5548700,63.4259223937988
2013-12-05,73.3199996948242,73.6800003051758,72.5400009155273,72.75,4104700,62.6508407592773
2013-12-06,73.2300033569336,73.7200012207031,72.8399963378906,73.5,3886000,63.2967262268066
2013-12-09,73.5,74.3099975585938,73.4300003051758,73.7200012207031,3988600,63.4861907958984
2013-12-10,73.6999969482422,74.4100036621094,73.6800003051758,74.0500030517578,3741100,63.7704086303711
2013-12-11,74.0800018310547,74.0999984741211,71.9000015258789,72.1399993896484,7304300,62.1255226135254
2013-12-12,72.1900024414062,72.5699996948242,70.9100036621094,71.0100021362305,5815300,61.1523895263672
2013-12-13,71.1999969482422,71.8600006103516,70.4599990844727,70.4800033569336,4737000,60.6959762573242
2013-12-16,70.7300033569336,71.379997253418,70.5299987792969,71.0599975585938,4369500,61.1954231262207
2013-12-17,71.2200012207031,71.2200012207031,70.1999969482422,70.7300033569336,4280100,60.9112777709961
2013-12-18,71.0299987792969,72.4700012207031,70.6999969482422,72.379997253418,4975700,62.3322067260742
2013-12-19,72.1699981689453,72.5299987792969,71.6699981689453,72.3899993896484,4359200,62.3408279418945
2013-12-20,72.629997253418,73.7300033569336,72.620002746582,73.3499984741211,7511500,63.1675796508789
2013-12-23,73.8399963378906,74.5899963378906,73.7099990844727,74.3499984741211,3263100,64.0287322998047
2013-12-24,74.1999969482422,74.4199981689453,73.9199981689453,74.129997253418,1253500,63.8392868041992
2013-12-26,74.4400024414062,74.9700012207031,74.2799987792969,74.8499984741211,2121000,64.4593353271484
2013-12-27,75,75.3199996948242,74.5800018310547,74.6900024414062,2859900,64.3215103149414
