"Fecha","AXP.Open","AXP.High","AXP.Low","AXP.Close","AXP.Volume","AXP.Adjusted"
2013-11-01,82.120002746582,82.6399993896484,81.7900009155273,82.1600036621094,3358900,71.0208129882812
2013-11-04,82.4100036621094,82.6399993896484,81.75,81.9300003051758,2643600,70.8220062255859
2013-11-05,81.629997253418,82.129997253418,81.0899963378906,81.9000015258789,2591400,70.7960739135742
2013-11-06,82.5500030517578,82.5999984741211,81.8199996948242,82.120002746582,2636900,70.9862670898438
2013-11-07,82.3300018310547,82.5999984741211,80.879997253418,80.9199981689453,3485800,69.9489669799805
2013-11-08,81.3099975585938,81.9499969482422,81.0800018310547,81.7799987792969,4369500,70.6923446655273
2013-11-11,81.5899963378906,81.6800003051758,81.1900024414062,81.4000015258789,2224200,70.3638534545898
2013-11-12,81.2300033569336,81.3499984741211,80.5800018310547,81.0299987792969,2237200,70.0440216064453
2013-11-13,80.5699996948242,81.4700012207031,80.2200012207031,81.4400024414062,2828200,70.3984375
2013-11-14,81.6100006103516,81.9100036621094,81.3499984741211,81.8899993896484,2284100,70.7874374389648
2013-11-15,83.0299987792969,83.2600021362305,82.370002746582,82.8000030517578,4439700,71.5740509033203
2013-11-18,82.8499984741211,82.9800033569336,82.1600036621094,82.3399963378906,3104800,71.1764221191406
2013-11-19,82.379997253418,82.879997253418,82.2699966430664,82.4599990844727,2775000,71.280143737793
2013-11-20,82.9599990844727,83.4199981689453,81.9599990844727,82.25,3510500,71.0986251831055
2013-11-21,82.629997253418,84,82.5699996948242,83.9499969482422,4355200,72.5681228637695
2013-11-22,83.9199981689453,83.9300003051758,83.370002746582,83.8499984741211,2690300,72.4817199707031
2013-11-25,84.3199996948242,84.7600021362305,84.0800018310547,84.5899963378906,3657700,73.1213607788086
2013-11-26,84.75,85.5899963378906,84.6999969482422,85.0899963378906,4896800,73.5535507202148
2013-11-27,85.2600021362305,85.6600036621094,84.9800033569336,85.5899963378906,2520000,73.9857864379883
2013-11-29,85.879997253418,86.1900024414062,85.5100021362305,85.8000030517578,2144600,74.1672973632812
2013-12-02,86.0199966430664,86.5299987792969,85.1600036621094,85.2900009155273,3620800,73.7264556884766
2013-12-03,84.8899993896484,85.3300018310547,84.1999969482422,84.6100006103516,3546100,73.1386566162109
2013-12-04,84.2099990844727,85.2399978637695,83.7600021362305,84.5,3579700,73.0435562133789
2013-12-05,84.2699966430664,84.9899978637695,84.1500015258789,84.5400009155273,3677800,73.0781631469727
2013-12-06,85.5899963378906,86.0899963378906,85.3499984741211,85.9300003051758,2666600,74.2797164916992
2013-12-09,86.1699981689453,86.4000015258789,85.3499984741211,85.75,2436500,74.1241073608398
2013-12-10,85.379997253418,85.7399978637695,85.0800018310547,85.2900009155273,2354200,73.7264556884766
2013-12-11,85.2799987792969,85.6699981689453,83.8099975585938,83.9000015258789,3782300,72.5249404907227
2013-12-12,83.7799987792969,84.2799987792969,83.2099990844727,83.3000030517578,3574300,72.0062561035156
2013-12-13,83.3199996948242,83.9199981689453,83.2300033569336,83.6800003051758,3594900,72.3347549438477
2013-12-16,83.9599990844727,84.9700012207031,83.9599990844727,84.5199966430664,3599000,73.0608596801758
2013-12-17,84.7099990844727,84.7200012207031,83.9899978637695,84.1100006103516,2893700,72.7064437866211
2013-12-18,84.3000030517578,86.120002746582,83.5500030517578,85.9899978637695,5332300,74.33154296875
2013-12-19,85.9400024414062,86.5299987792969,85.9100036621094,86.4100036621094,3956300,74.6946182250977
2013-12-20,86.7099990844727,87.7799987792969,86.4400024414062,87.5699996948242,6294500,75.6973342895508
2013-12-23,88,88.5800018310547,87.9400024414062,88.3099975585938,3242600,76.3370208740234
2013-12-24,88.3399963378906,88.7399978637695,88.1900024414062,88.6900024414062,1042700,76.6654968261719
2013-12-26,88.9000015258789,89.2300033569336,88.7600021362305,89,1745200,76.933479309082
2013-12-27,88.8199996948242,89.5100021362305,88.8199996948242,89.1900024414062,1797400,77.0977020263672
2013-12-30,89.1900024414062,89.620002746582,89.1399993896484,89.5899963378906,1769000,77.4434661865234
2013-12-31,89.870002746582,90.7900009155273,89.5199966430664,90.7300033569336,3083500,78.4289245605469
2014-01-02,90.9000015258789,91.0800018310547,89.379997253418,89.4499969482422,5112000,77.3224487304688
2014-01-03,89.1500015258789,90.0800018310547,88.629997253418,89.7399978637695,3888500,77.573127746582
2014-01-06,89.6999969482422,90.25,89.379997253418,89.6999969482422,2844700,77.5385589599609
2014-01-07,90.1699981689453,90.6999969482422,89.0100021362305,89.3600006103516,4039500,77.2446899414062
2014-01-08,88.6600036621094,89.6399993896484,88.6600036621094,89.4100036621094,3880200,77.4873046875
2014-01-09,89.8899993896484,89.9300003051758,88.0699996948242,88.879997253418,3469200,77.0279922485352
2014-01-10,89.2600021362305,89.5599975585938,88.0999984741211,88.5500030517578,2901600,76.7419738769531
2014-01-13,88.5199966430664,89,86.879997253418,86.9899978637695,5641000,75.3900146484375
2014-01-14,87.0800018310547,87.4499969482422,86.0699996948242,87.120002746582,4777900,75.502685546875
2014-01-15,87.4599990844727,88.5299987792969,87.0800018310547,88.25,4494900,76.4819793701172
2014-01-16,88,88.2399978637695,87.2600021362305,87.7799987792969,3326100,76.0746536254883
2014-01-17,91.8300018310547,93.620002746582,90.5500030517578,90.9700012207031,14989900,78.8392868041992
2014-01-21,91.9700012207031,92.7099990844727,89.6399993896484,90.5899963378906,7954600,78.5099487304688
