"Fecha","D.Open","D.High","D.Low","D.Close","D.Volume","D.Adjusted"
2013-12-09,64.4199981689453,64.4199981689453,63.5200004577637,63.7400016784668,1638000,43.0736808776855
2013-12-10,63.7299995422363,63.8400001525879,63,63.5,2476500,42.911491394043
2013-12-11,63.5,63.6800003051758,63.060001373291,63.25,1889200,42.7425689697266
2013-12-12,63.1800003051758,63.8699989318848,63.0900001525879,63.5,2525300,42.911491394043
2013-12-13,63.4700012207031,63.9099998474121,63.3800010681152,63.5800018310547,1918400,42.9655647277832
2013-12-16,63.6500015258789,64.4199981689453,63.5800018310547,63.8600006103516,1654400,43.1547775268555
2013-12-17,63.7999992370605,64.1500015258789,63.5099983215332,63.8800010681152,1759000,43.168285369873
2013-12-18,63.9900016784668,64.8499984741211,63.1300010681152,64.7799987792969,2489000,43.776481628418
2013-12-19,64.6699981689453,64.6699981689453,63.7000007629395,64.5,1766200,43.5872650146484
2013-12-20,64.8199996948242,64.9499969482422,64.2600021362305,64.5500030517578,3804600,43.6210632324219
2013-12-23,64.5999984741211,65.0699996948242,64.0500030517578,64.120002746582,2215800,43.3304748535156
2013-12-24,64.3099975585938,64.9199981689453,63.9300003051758,64.6500015258789,916800,43.6886367797852
2013-12-26,64.6500015258789,64.879997253418,64.0999984741211,64.4300003051758,1077100,43.5399589538574
2013-12-27,64.5899963378906,64.6999969482422,64.129997253418,64.4100036621094,957700,43.5264549255371
2013-12-30,64.3899993896484,64.8300018310547,64.129997253418,64.3899993896484,1229800,43.5129318237305
2013-12-31,64.4000015258789,64.8600006103516,64.3399963378906,64.6900024414062,1386300,43.7156639099121
2014-01-02,64.6100006103516,64.6399993896484,63.439998626709,63.5800018310547,2282100,42.9655647277832
2014-01-03,63.5800018310547,63.8699989318848,63.1399993896484,63.5099983215332,1739100,42.9182510375977
2014-01-06,63.6399993896484,63.810001373291,63.25,63.5200004577637,1889000,42.9250183105469
2014-01-07,63.810001373291,64.7399978637695,63.7000007629395,64.6900024414062,2196600,43.7156639099121
2014-01-08,64.5299987792969,65.129997253418,64.2799987792969,64.7600021362305,2935500,43.7629661560059
2014-01-09,65.5,66.4400024414062,65.1600036621094,66.3199996948242,2961600,44.8171653747559
2014-01-10,66.7699966430664,67.8199996948242,66.6399993896484,67.7799987792969,3385000,45.8037986755371
2014-01-13,67.7699966430664,68.4700012207031,67.0100021362305,67.1699981689453,2852000,45.3915748596191
2014-01-14,67.1999969482422,67.4300003051758,66.8199996948242,67.1100006103516,1750500,45.3510398864746
2014-01-15,67.0999984741211,67.1600036621094,66.5599975585938,66.629997253418,1613700,45.0266647338867
2014-01-16,66.2399978637695,66.5500030517578,65.8499984741211,66.4800033569336,1779500,44.9252967834473
2014-01-17,66.3199996948242,66.5500030517578,66.0500030517578,66.2900009155273,1947600,44.7968978881836
2014-01-21,66.4899978637695,66.9400024414062,66.379997253418,66.879997253418,2775200,45.1955986022949
2014-01-22,66.879997253418,67.2399978637695,66.7900009155273,67.120002746582,2148200,45.3577842712402
2014-01-23,66.7200012207031,67,66.0699996948242,66.4000015258789,2643500,44.8712387084961
2014-01-24,66.0899963378906,66.8199996948242,65.8600006103516,65.9300003051758,2383200,44.5536231994629
2014-01-27,65.9599990844727,66.75,65.8499984741211,66.4199981689453,2171700,44.8847389221191
2014-01-28,66.4199981689453,66.6399993896484,66.0599975585938,66.2600021362305,2380500,44.7766304016113
2014-01-29,66.0800018310547,66.4599990844727,65.870002746582,66.2799987792969,2646200,44.7901382446289
2014-01-30,66.4499969482422,67.1699981689453,66.3300018310547,67.0500030517578,2184200,45.310489654541
2014-01-31,65.620002746582,68.4499969482422,65.0800018310547,67.9100036621094,4436900,45.891658782959
2014-02-03,67.8399963378906,68.8600006103516,66.9199981689453,67.120002746582,3096300,45.3577842712402
2014-02-04,67.129997253418,67.3499984741211,65.7600021362305,65.8499984741211,3507300,44.4995727539062
2014-02-05,65.5999984741211,65.8499984741211,65.0599975585938,65.6999969482422,2684100,44.3981895446777
2014-02-06,65.6500015258789,66.0999984741211,65.1100006103516,65.9300003051758,1735000,44.5536231994629
2014-02-07,66.0800018310547,66.9800033569336,65.9499969482422,66.9300003051758,2138000,45.2293891906738
2014-02-10,67.2699966430664,68.5699996948242,66.9300003051758,68.4899978637695,3972400,46.2835922241211
2014-02-11,68.6900024414062,69.5899963378906,68.3600006103516,69.1399993896484,3114000,46.7228355407715
2014-02-12,69,69.5199966430664,68.7600021362305,69.3600006103516,1846600,46.8715286254883
2014-02-13,69.0599975585938,70.75,69,70.6900024414062,2736000,47.7702865600586
2014-02-14,70.4899978637695,71.1699981689453,70.0999984741211,71.1100006103516,2225000,48.0541152954102
2014-02-18,71.1500015258789,71.3099975585938,70.6800003051758,70.8600006103516,2094900,47.8851699829102
2014-02-19,70.8199996948242,71.7300033569336,70.4700012207031,70.6399993896484,2125000,47.7365036010742
2014-02-20,70.7300033569336,71.7300033569336,70.6100006103516,71.5,2032000,48.3176574707031
2014-02-21,71.5999984741211,72.0699996948242,71.3199996948242,71.3899993896484,1549200,48.2433395385742
2014-02-24,71.4000015258789,72.2200012207031,71.2699966430664,71.2900009155273,1514400,48.1757621765137
2014-02-25,71.3899993896484,71.9599990844727,71.1100006103516,71.2600021362305,1893800,48.1554870605469
2014-02-26,70.9499969482422,71.0199966430664,69.5999984741211,69.7600021362305,2633900,47.5421371459961
2014-02-27,69.7600021362305,70.129997253418,69.25,69.5800018310547,1652600,47.4194526672363
2014-02-28,69.4700012207031,69.8099975585938,69.0899963378906,69.4000015258789,4112500,47.2967796325684
2014-03-03,68.9700012207031,69.4499969482422,68.3899993896484,68.5899963378906,2861700,46.7447662353516
2014-03-04,69.3000030517578,69.5199966430664,68.8600006103516,69.2900009155273,2891000,47.2218132019043
2014-03-05,69.2600021362305,69.3000030517578,68.3499984741211,68.5199966430664,2721300,46.6970481872559
2014-03-06,68.75,68.9000015258789,67.7900009155273,67.9700012207031,2294500,46.3222274780273
2014-03-07,67.8899993896484,68.5100021362305,67.5899963378906,68.4400024414062,3006800,46.6425399780273
2014-03-10,68.3099975585938,68.6600036621094,67.9700012207031,68.3499984741211,2016900,46.5811882019043
2014-03-11,68.4300003051758,68.4300003051758,67.75,68.0500030517578,2223000,46.3767471313477
2014-03-12,68.0100021362305,69.0100021362305,67.8499984741211,68.9800033569336,2711200,47.0105400085449
2014-03-13,69.0400009155273,69.6800003051758,68.8600006103516,69.5,3369800,47.3649291992188
2014-03-14,69.4199981689453,70.0899963378906,69.129997253418,69.8899993896484,4787500,47.6307334899902
2014-03-17,70.2300033569336,70.6500015258789,69.6800003051758,70.5999984741211,3800700,48.1145935058594
2014-03-18,70.5999984741211,70.870002746582,70.2099990844727,70.5,2411100,48.0464401245117
2014-03-19,70.6399993896484,71.2300033569336,69.379997253418,69.8300018310547,3163500,47.5898170471191
2014-03-20,70.0800018310547,70.0800018310547,68.9700012207031,69.7699966430664,2537600,47.548942565918
2014-03-21,70.8199996948242,70.9599990844727,69.9300003051758,70.0599975585938,4528700,47.7465591430664
2014-03-24,70.0400009155273,70.3899993896484,69.4499969482422,69.7699966430664,2236100,47.548942565918
2014-03-25,69.9499969482422,70.2099990844727,69.5199966430664,70.0699996948242,1658300,47.7533836364746
2014-03-26,70.129997253418,70.9700012207031,69.9700012207031,70.3600006103516,2189500,47.9510383605957
2014-03-27,70.4199981689453,71.0199966430664,70.0800018310547,70.9499969482422,1819800,48.3531341552734
2014-03-28,70.8199996948242,71.129997253418,70.5999984741211,71.0899963378906,1866300,48.4485321044922
2014-03-31,71.2799987792969,71.5199966430664,70.2399978637695,70.9899978637695,2850500,48.3803825378418
2014-04-01,70.8499984741211,71.1600036621094,70.0400009155273,70.4000015258789,2418500,47.9782829284668
2014-04-02,70.4000015258789,70.7200012207031,69.8899993896484,70.2799987792969,1818400,47.8965034484863
2014-04-03,70.4700012207031,70.5699996948242,69.6600036621094,69.7699966430664,2319900,47.548942565918
2014-04-04,70,70.7200012207031,69.5500030517578,69.620002746582,2602500,47.4467239379883
2014-04-07,69.620002746582,69.9199981689453,69.1800003051758,69.1900024414062,2503800,47.1536750793457
2014-04-08,69.3000030517578,70.6600036621094,68.7900009155273,70.4800033569336,3601100,48.0328102111816
2014-04-09,70.4199981689453,70.5299987792969,69.3499984741211,70.3000030517578,2687700,47.9101409912109
2014-04-10,70.1800003051758,70.6500015258789,69.2399978637695,69.5800018310547,3407500,47.4194526672363
2014-04-11,69.5299987792969,69.9300003051758,69.2399978637695,69.4199981689453,2285400,47.3104095458984
2014-04-14,69.7300033569336,70.5199966430664,69.4000015258789,70.2300033569336,1865500,47.8624420166016
2014-04-15,70.2200012207031,70.5899963378906,69.7699966430664,70.5699996948242,2149400,48.0941543579102
2014-04-16,70.8000030517578,71.5299987792969,70.5199966430664,71.5299987792969,1799300,48.7483901977539
2014-04-17,71.2300033569336,71.6900024414062,70.6399993896484,70.6699981689453,1831200,48.1622886657715
2014-04-21,70.879997253418,71.3399963378906,70.370002746582,70.7300033569336,1235400,48.2031860351562
2014-04-22,70.8199996948242,71.0500030517578,70.4000015258789,70.870002746582,1602900,48.2986030578613
2014-04-23,70.7900009155273,71.5599975585938,70.7200012207031,71.0599975585938,1732900,48.4281005859375
2014-04-24,71.1100006103516,71.7699966430664,70.6100006103516,71.5199966430664,1489900,48.7415809631348
2014-04-25,71.5199966430664,72.379997253418,71.4899978637695,72.3300018310547,1689200,49.2935943603516
2014-04-28,72.3300018310547,72.8399963378906,71.9199981689453,72.7399978637695,1864600,49.5730400085449
2014-04-29,72.7099990844727,72.8099975585938,72.120002746582,72.4599990844727,2323800,49.3822021484375
2014-04-30,72.9000015258789,73.75,72.1800003051758,72.5400009155273,2745300,49.4367179870605
2014-05-01,72.5800018310547,73,71.7900009155273,72.4800033569336,1572100,49.3958358764648
2014-05-02,72.129997253418,72.2399978637695,70.4700012207031,70.8600006103516,1906800,48.2917785644531
2014-05-05,70.7099990844727,71.2600021362305,70.5999984741211,71.1600036621094,1621800,48.4962463378906
2014-05-06,70.9599990844727,71.1600036621094,70.4800033569336,70.6399993896484,1895200,48.141845703125
2014-05-07,71.1100006103516,72.2399978637695,71.0100021362305,72.2099990844727,1942700,49.2118186950684
2014-05-08,72.0800018310547,72.379997253418,70.870002746582,71.0800018310547,1425300,48.441722869873
2014-05-09,71.0899963378906,71.2900009155273,69.75,69.8600006103516,1664700,47.6102867126465
2014-05-12,70.0500030517578,70.0699996948242,69.3000030517578,69.3300018310547,1901200,47.2490730285645
2014-05-13,69.5199966430664,69.9899978637695,69.2900009155273,69.8000030517578,2003800,47.5693740844727
2014-05-14,69.9199981689453,70.9899978637695,69.9199981689453,70.5699996948242,2071200,48.0941543579102
2014-05-15,70.629997253418,70.7600021362305,69.9700012207031,70.0800018310547,1309800,47.7602081298828
2014-05-16,70.0599975585938,70.370002746582,69.7799987792969,70.3300018310547,1513000,47.9305839538574
2014-05-19,70.2099990844727,70.2600021362305,68.9899978637695,69.0400009155273,2053600,47.0514450073242
2014-05-20,69.1800003051758,69.6500015258789,68.6999969482422,68.9199981689453,1937500,46.9696464538574
2014-05-21,69.0999984741211,69.2600021362305,68.7200012207031,68.9599990844727,1461700,46.9969177246094
2014-05-22,69.1600036621094,70.129997253418,68.9599990844727,69.8199996948242,1518500,47.5830154418945
2014-05-23,69.9400024414062,70,69.3199996948242,69.3199996948242,2387600,47.2422637939453
2014-05-27,69.7200012207031,70,69.0800018310547,69.4199981689453,2416100,47.3104095458984
2014-05-28,68.8499984741211,68.9800033569336,68.25,68.3499984741211,3679400,46.9873123168945
2014-05-29,68.4100036621094,68.6100006103516,68.1800003051758,68.5199966430664,2983800,47.104175567627
2014-05-30,68.5899963378906,68.9899978637695,68.2200012207031,68.9599990844727,2524100,47.4066619873047
2014-06-02,69,69.7699966430664,68.7399978637695,69.5999984741211,2051300,47.8466262817383
2014-06-03,69.5199966430664,70.0199966430664,69.4599990844727,69.870002746582,2551100,48.0322303771973
2014-06-04,69.5599975585938,70.1100006103516,69.4199981689453,70.0500030517578,2026200,48.1559715270996
2014-06-05,69.9000015258789,70.4199981689453,69.7900009155273,70.2300033569336,2265100,48.279712677002
2014-06-06,70.4000015258789,70.5999984741211,69.7300033569336,69.8499984741211,1619800,48.0184860229492
2014-06-09,69.6900024414062,69.7699966430664,68.8499984741211,69.0100021362305,1799600,47.4410285949707
2014-06-10,68.6399993896484,69.0599975585938,68.4300003051758,68.629997253418,1887200,47.1797828674316
2014-06-11,68.4400024414062,68.6699981689453,67.6800003051758,67.7099990844727,2006600,46.5473480224609
2014-06-12,67.5999984741211,68.2699966430664,67.0599975585938,68.0299987792969,1926600,46.7673263549805
2014-06-13,68,68.5999984741211,67.6100006103516,68.4400024414062,2691700,47.0491790771484
2014-06-16,68.3600006103516,69.3300018310547,68.2399978637695,68.5,2580400,47.0904197692871
2014-06-17,68.370002746582,68.6500015258789,68.1100006103516,68.4800033569336,2579800,47.0766792297363
2014-06-18,68.4700012207031,69.9700012207031,68.370002746582,69.9499969482422,2948400,48.0872421264648
2014-06-19,70.1699981689453,71.2900009155273,70.0899963378906,71,3955600,48.8090515136719
2014-06-20,70.9700012207031,71.4100036621094,70.3099975585938,70.379997253418,3937400,48.3828353881836
2014-06-23,70.629997253418,70.879997253418,69.7200012207031,70.0400009155273,2187200,48.1491050720215
2014-06-24,69.9400024414062,70.5899963378906,69.9199981689453,70.3399963378906,1802200,48.355339050293
2014-06-25,70,70.129997253418,69.5,69.7600021362305,4956800,47.9566192626953
2014-06-26,70.0999984741211,71.1699981689453,69.9000015258789,71.129997253418,6884200,48.8984260559082
2014-06-27,70.9100036621094,71.1100006103516,70.4599990844727,70.8199996948242,3406100,48.6853103637695
2014-06-30,70.7399978637695,71.6999969482422,70.5199966430664,71.5199966430664,3228900,49.1665382385254
2014-07-01,71.5299987792969,71.620002746582,70.6399993896484,71.1600036621094,3214200,48.9190521240234
2014-07-02,70.9899978637695,71,69.2699966430664,69.6399993896484,3615900,47.8741226196289
2014-07-03,69.2600021362305,69.2600021362305,68.0299987792969,68.6600036621094,2603900,47.2004318237305
2014-07-07,68.5,69.3000030517578,68.379997253418,68.8600006103516,2767500,47.3379173278809
2014-07-08,68.7399978637695,69.2099990844727,68.6800003051758,69.1500015258789,2702100,47.5372772216797
2014-07-09,69.25,69.379997253418,68.6999969482422,69.1999969482422,1726900,47.5716361999512
2014-07-10,69.1100006103516,70,69,69.9800033569336,2191100,48.1078681945801
2014-07-11,69.8000030517578,69.9800033569336,69.4199981689453,69.5,1257700,47.777889251709
2014-07-14,69.7200012207031,69.75,68.879997253418,68.9000015258789,1605000,47.3653945922852
2014-07-15,68.8499984741211,69.5999984741211,68.8099975585938,69.5199966430664,2406500,47.791618347168
2014-07-16,69.75,69.8300018310547,69.0500030517578,69.7699966430664,1303200,47.9634857177734
2014-07-17,69.6800003051758,69.879997253418,69.129997253418,69.1399993896484,2012900,47.530403137207
2014-07-18,69.4400024414062,70.3000030517578,68.9700012207031,70.1600036621094,1852000,48.2315979003906
2014-07-21,69.7600021362305,70.3300018310547,69.7300033569336,70.0199966430664,1564600,48.1353607177734
2014-07-22,70.3399963378906,70.3499984741211,69.8399963378906,69.9400024414062,1690700,48.0803565979004
2014-07-23,69.8499984741211,70.2900009155273,69.6800003051758,70.2099990844727,1314000,48.2659721374512
2014-07-24,69.7799987792969,70.5999984741211,69.7799987792969,70.3399963378906,1203200,48.355339050293
2014-07-25,70.6800003051758,70.6800003051758,69.7600021362305,69.8600006103516,1101900,48.0253601074219
2014-07-28,69.75,71.0599975585938,69.75,70.879997253418,1806400,48.7265625
2014-07-29,70.6699981689453,70.9800033569336,69.9300003051758,69.9300003051758,2231100,48.073486328125
2014-07-30,70,70.6600036621094,68.4000015258789,68.9700012207031,2588900,47.4135208129883
2014-07-31,68.629997253418,68.8499984741211,67.5800018310547,67.6399993896484,3266900,46.4992218017578
2014-08-01,67.3300018310547,68.4100036621094,67.2200012207031,67.5899963378906,2601800,46.46484375
2014-08-04,67.4800033569336,67.5899963378906,65.8499984741211,67.0299987792969,3911100,46.0798873901367
2014-08-05,66.9599990844727,67.0899963378906,65.7399978637695,66.0100021362305,3036100,45.3786811828613
2014-08-06,65.620002746582,65.6999969482422,64.7099990844727,64.9100036621094,5188600,44.6224746704102
2014-08-07,65.1699981689453,65.9400024414062,65.1699981689453,65.7600021362305,2863700,45.2068099975586
2014-08-08,66.2099990844727,67.9000015258789,66.2099990844727,67.8499984741211,3872800,46.6435699462891
2014-08-11,67.8199996948242,68.0899963378906,67.3000030517578,67.5500030517578,2103600,46.4373435974121
2014-08-12,67.379997253418,67.8199996948242,67.2799987792969,67.4899978637695,1372800,46.3961029052734
2014-08-13,67.5800018310547,68.0500030517578,67.3600006103516,67.7699966430664,1321500,46.5885810852051
2014-08-14,67.8300018310547,68.3499984741211,67.7399978637695,68.2900009155273,1194800,46.9460716247559
2014-08-15,68.5699996948242,69.3499984741211,68.4800033569336,68.9000015258789,2190900,47.3653945922852
2014-08-18,68.9700012207031,69.25,68.5599975585938,68.6800003051758,1375600,47.214168548584
2014-08-19,68.6800003051758,69.6100006103516,68.5899963378906,69.5899963378906,1780800,47.8397407531738
2014-08-20,69.5500030517578,69.7099990844727,69.1600036621094,69.6500015258789,1221800,47.8810005187988
2014-08-21,69.6399993896484,70.1500015258789,69.5699996948242,69.6900024414062,1606900,47.9084930419922
2014-08-22,69.8099975585938,69.9400024414062,68.9899978637695,69.5100021362305,1617300,47.7847557067871
2014-08-25,69.7799987792969,70.25,69.5899963378906,70.0899963378906,1574200,48.1834678649902
2014-08-26,70.1500015258789,70.379997253418,69.4100036621094,69.4300003051758,1483300,47.7297554016113
2014-08-27,69,69.5299987792969,68.9300003051758,69.4800033569336,1850600,48.1805038452148
2014-08-28,69.2300033569336,69.8600006103516,69.0599975585938,69.8499984741211,1696000,48.4370727539062
2014-08-29,69.7300033569336,70.2600021362305,69.5800018310547,70.2200012207031,1606400,48.6936454772949
2014-09-02,70.3300018310547,70.9499969482422,69.0800018310547,69.4700012207031,2619800,48.1735725402832
2014-09-03,69.5199966430664,70,69.4400024414062,69.6600036621094,1671500,48.3053207397461
2014-09-04,69.6999969482422,70.4499969482422,69.5,70.2699966430664,2593400,48.7283134460449
2014-09-05,70.3899993896484,71.3000030517578,70.3300018310547,71.2900009155273,2017300,49.4356231689453
2014-09-08,71.1999969482422,71.3300018310547,70.4800033569336,70.8499984741211,2695700,49.1305084228516
2014-09-09,70.629997253418,70.7799987792969,69.8399963378906,69.870002746582,2497800,48.4509353637695
2014-09-10,69.7699966430664,69.9599990844727,69.3300018310547,69.5299987792969,1497700,48.2151565551758
2014-09-11,69.5299987792969,70.0500030517578,69.2099990844727,69.9199981689453,1605800,48.4856109619141
2014-09-12,69.5699996948242,69.5699996948242,68.2799987792969,68.5800018310547,1942000,47.5563926696777
2014-09-15,68.7399978637695,69.0400009155273,68.3399963378906,68.6600036621094,1272500,47.6118850708008
2014-09-16,68.5500030517578,69.6399993896484,68.5100021362305,69.3399963378906,1719200,48.0834274291992
2014-09-17,69.7300033569336,69.7799987792969,68.6699981689453,69.0500030517578,2307100,47.8823089599609
2014-09-18,69.0599975585938,69.3099975585938,68.1900024414062,68.5199966430664,1756000,47.5147857666016
2014-09-19,68.379997253418,69.0699996948242,68.379997253418,68.9199981689453,3030300,47.792163848877
2014-09-22,68.9199981689453,68.9899978637695,68.0800018310547,68.3000030517578,1709700,47.3622283935547
2014-09-23,68.3000030517578,68.4499969482422,67.9199981689453,68.3000030517578,3644500,47.3622283935547
2014-09-24,68.4000015258789,68.4300003051758,67.9599990844727,68.1100006103516,1690200,47.2304763793945
2014-09-25,68,68.5,67.6100006103516,67.629997253418,1743800,46.8976211547852
2014-09-26,67.9899978637695,68.3300018310547,67.2900009155273,68.0299987792969,1661100,47.1750030517578
2014-09-29,67.8000030517578,68.5800018310547,67.5899963378906,68.4800033569336,1660400,47.4870491027832
2014-09-30,68.8499984741211,70.1600036621094,68.8399963378906,69.0899963378906,2832700,47.9100494384766
2014-10-01,69.4199981689453,69.9300003051758,69.0599975585938,69.2600021362305,2192300,48.0279312133789
2014-10-02,69.25,69.75,69.0199966430664,69.3199996948242,1679200,48.0695419311523
2014-10-03,69.4899978637695,70.1500015258789,69.0199966430664,70.0400009155273,2125600,48.5688247680664
2014-10-06,70.0299987792969,70.4400024414062,69.75,70.0699996948242,1846800,48.5896110534668
2014-10-07,69.7200012207031,70.6699981689453,69.6999969482422,70.1900024414062,2797800,48.6728324890137
2014-10-08,70.1999969482422,72.1999969482422,70.0400009155273,72.120002746582,4582800,50.0111885070801
2014-10-09,72.120002746582,72.2399978637695,70.3899993896484,70.4300003051758,2729100,48.8392715454102
2014-10-10,70.7799987792969,71.629997253418,70.5899963378906,70.620002746582,2966300,48.9710121154785
2014-10-13,70.7900009155273,71.3600006103516,69.9700012207031,69.9899978637695,3822200,48.5341606140137
2014-10-14,70.2699966430664,70.3499984741211,67.9599990844727,68.1800003051758,8512600,47.2790298461914
2014-10-15,67.7300033569336,68.0199966430664,65.5299987792969,66.3300018310547,8471800,45.9961585998535
2014-10-16,65.5500030517578,68.3899993896484,65.5500030517578,67.9800033569336,4927200,47.1403427124023
2014-10-17,68.2399978637695,68.9100036621094,67.5100021362305,68.7300033569336,3108000,47.6604080200195
2014-10-20,68.8199996948242,69.5699996948242,68.629997253418,69.4700012207031,2033000,48.1735725402832
2014-10-21,69.5699996948242,70.129997253418,69.1500015258789,70.0100021362305,1810300,48.5480270385742
2014-10-22,69.8499984741211,70.7699966430664,69.8300018310547,70.0299987792969,2647600,48.5618858337402
2014-10-23,70.5599975585938,70.75,69.8899993896484,70.0999984741211,1818900,48.6104393005371
2014-10-24,70.2200012207031,70.9899978637695,70.0199966430664,70.7200012207031,1751100,49.0403747558594
2014-10-27,70.7099990844727,70.9400024414062,70.2399978637695,70.3600006103516,1679700,48.7907333374023
2014-10-28,70.5199966430664,70.7099990844727,69.7200012207031,70.7099990844727,2520600,49.0334243774414
2014-10-29,70.6699981689453,71,69.5299987792969,70.1699981689453,2347400,48.6589660644531
2014-10-30,70.4499969482422,71.6699981689453,69.6800003051758,71.5800018310547,3766900,49.6367263793945
2014-10-31,70.0400009155273,71.7900009155273,70.0400009155273,71.3000030517578,4292900,49.442569732666
2014-11-03,71.5299987792969,72.9400024414062,71.4700012207031,72.5599975585938,3224200,50.3162956237793
2014-11-04,72.6100006103516,72.8199996948242,71.4199981689453,71.8199996948242,1964500,49.8031578063965
2014-11-05,72.0999984741211,74.5899963378906,71.9100036621094,74.1800003051758,4824700,51.4396705627441
2014-11-06,74.1800003051758,74.2399978637695,72.5599975585938,73.0800018310547,3884700,50.6768951416016
2014-11-07,73.4199981689453,73.9199981689453,73.1800003051758,73.8899993896484,2038500,51.238582611084
2014-11-10,73.8899993896484,74.4899978637695,73.4100036621094,74.3600006103516,2097400,51.564510345459
2014-11-11,74.1699981689453,74.3899993896484,73.5699996948242,73.9100036621094,2472200,51.2524528503418
2014-11-12,72.3499984741211,73.3099975585938,72.0500030517578,72.7099990844727,2838000,50.4203147888184
2014-11-13,72.7799987792969,73.129997253418,72.0699996948242,72.2600021362305,2599300,50.1082725524902
2014-11-14,72.0100021362305,72.0999984741211,71.3899993896484,71.5699996948242,2888400,49.6297912597656
2014-11-17,71.4300003051758,72.3199996948242,71.3399963378906,72.1600036621094,1652500,50.0389060974121
2014-11-18,72.0800018310547,72.6100006103516,71.8099975585938,72.1999969482422,1677100,50.0666770935059
2014-11-19,72.0299987792969,72.6600036621094,71.8499984741211,72.4599990844727,1578000,50.2469520568848
2014-11-20,72.0199966430664,72.7099990844727,71.8600006103516,72.6699981689453,1786800,50.3925933837891
2014-11-21,73.2399978637695,73.6900024414062,72.629997253418,73.25,2576100,50.794792175293
2014-11-24,73.25,73.7300033569336,72.9199981689453,73.0500030517578,2431000,50.6560897827148
2014-11-25,72.4499969482422,72.8199996948242,71.9800033569336,72.629997253418,2652800,50.7819404602051
2014-11-26,72.7799987792969,72.9899978637695,72.1399993896484,72.5299987792969,1591000,50.7120094299316
2014-11-28,72.4499969482422,73.3000030517578,72.4199981689453,72.5500030517578,1268500,50.7260093688965
2014-12-01,72.1600036621094,72.9499969482422,71.9000015258789,72.2799987792969,2643200,50.537223815918
2014-12-02,72.2699966430664,73.1999969482422,71.9000015258789,72.8399963378906,2286000,50.9287719726562
2014-12-03,72.8199996948242,73.0699996948242,72.2200012207031,72.5800018310547,1496500,50.7469902038574
2014-12-04,72.5899963378906,73.0500030517578,72.1699981689453,72.7399978637695,1733000,50.8588523864746
2014-12-05,72.0299987792969,72.6699981689453,71.8600006103516,72.1500015258789,1571500,50.4463424682617
2014-12-08,72.3099975585938,73.0100021362305,72,72.3499984741211,1654000,50.5861701965332
2014-12-09,72.25,72.8000030517578,72.1100006103516,72.5100021362305,2094800,50.6980514526367
2014-12-10,73.5299987792969,74.4700012207031,71.8099975585938,71.879997253418,8403400,50.2575531005859
2014-12-11,72.5699996948242,73.9499969482422,72.3199996948242,73.370002746582,3741000,51.2993431091309
2014-12-12,73.2300033569336,73.879997253418,72.6900024414062,72.7200012207031,3800000,50.8448753356934
