"Fecha","CTAS.Open","CTAS.High","CTAS.Low","CTAS.Close","CTAS.Volume","CTAS.Adjusted"
2013-11-01,54,54.0200004577637,53.5099983215332,53.9900016784668,359600,47.3057708740234
2013-11-04,54.1300010681152,54.2999992370605,53.9000015258789,54.1500015258789,354000,47.4459648132324
2013-11-05,53.8400001525879,54.1399993896484,53.6100006103516,54.1300010681152,462300,47.4284439086914
2013-11-06,53.3899993896484,53.5299987792969,53.0800018310547,53.4900016784668,418100,47.5439987182617
2013-11-07,53.8499984741211,53.8699989318848,52.6599998474121,52.7700004577637,487700,46.9040336608887
2013-11-08,52.6800003051758,53.4700012207031,52.2700004577637,53.4599990844727,378800,47.5173263549805
2013-11-11,53.2900009155273,53.6100006103516,53.0200004577637,53.4099998474121,297300,47.4728775024414
2013-11-12,53.189998626709,53.5299987792969,53.1300010681152,53.5099983215332,402000,47.5617637634277
2013-11-13,52.3300018310547,53.7900009155273,52.3300018310547,53.7900009155273,303500,47.8106460571289
2013-11-14,53.8600006103516,54.5099983215332,53.8400001525879,54.2700004577637,448100,48.2372856140137
2013-11-15,54.3400001525879,54.5800018310547,54.0699996948242,54.3800010681152,400600,48.3350524902344
2013-11-18,54.3699989318848,54.4700012207031,54.0099983215332,54.2900009155273,479900,48.2550621032715
2013-11-19,54.0499992370605,54.689998626709,53.8899993896484,54.2999992370605,355800,48.2639503479004
2013-11-20,54.3899993896484,54.6100006103516,54.0699996948242,54.2299995422363,341700,48.2017288208008
2013-11-21,54.3699989318848,54.9599990844727,54.2599983215332,54.7900009155273,354100,48.6994819641113
2013-11-22,54.7299995422363,55.25,54.5,55.2099990844727,361100,49.0727958679199
2013-11-25,55.0900001525879,55.3600006103516,54.8199996948242,54.9700012207031,334000,48.8594703674316
2013-11-26,55.0999984741211,55.5200004577637,54.8899993896484,55.1199989318848,344800,48.9928016662598
2013-11-27,55.1699981689453,55.8600006103516,55.0699996948242,55.439998626709,419700,49.2772254943848
2013-11-29,57.9900016784668,57.9900016784668,55.3800010681152,55.5,230800,49.3305549621582
2013-12-02,55.6300010681152,55.9000015258789,55.2000007629395,55.2400016784668,531400,49.0994606018066
2013-12-03,55,55.3899993896484,54.5800018310547,54.7799987792969,366900,48.6905899047852
2013-12-04,54.689998626709,54.8600006103516,53.8499984741211,54.3400001525879,378200,48.2995147705078
2013-12-05,54.3899993896484,54.4900016784668,53.8300018310547,53.8400001525879,606500,47.8550872802734
2013-12-06,55.0299987792969,55.0299987792969,54.4300003051758,54.8300018310547,850700,48.7350273132324
2013-12-09,54.9799995422363,55.1699981689453,54.7200012207031,54.810001373291,526200,48.7172546386719
2013-12-10,54.9099998474121,55.2599983215332,54.75,55.2099990844727,669300,49.0727958679199
2013-12-11,55.0999984741211,55.3199996948242,54.6100006103516,54.7000007629395,665700,48.6194839477539
2013-12-12,54.560001373291,55.0400009155273,54.4500007629395,54.9700012207031,591700,48.8594703674316
2013-12-13,55.1699981689453,55.9700012207031,55,55.4099998474121,565400,49.2505645751953
2013-12-16,55.3600006103516,55.8800010681152,54.8899993896484,55.060001373291,737900,48.9394645690918
2013-12-17,54.9099998474121,55.6300010681152,54.6199989318848,55.5699996948242,762300,49.3927688598633
2013-12-18,55.7099990844727,56.2999992370605,55.0099983215332,56.2900009155273,630000,50.0327415466309
2013-12-19,56.4300003051758,56.6500015258789,56.0200004577637,56.4799995422363,722300,50.2016143798828
2013-12-20,58.1599998474121,59.4099998474121,57.1500015258789,59.2999992370605,1864400,52.7081413269043
2013-12-23,59.4500007629395,59.5499992370605,58.5,59.0499992370605,803500,52.4859313964844
2013-12-24,58.8600006103516,59.5999984741211,58.8600006103516,59.2700004577637,226200,52.6814804077148
2013-12-26,59.3499984741211,59.5900001525879,59.2099990844727,59.4099998474121,420700,52.8059196472168
2013-12-27,59.5200004577637,59.6800003051758,59.310001373291,59.5,353100,52.8859214782715
2013-12-30,59.5999984741211,59.7299995422363,59.3600006103516,59.4799995422363,317700,52.8681411743164
2013-12-31,59.6100006103516,59.6500015258789,59.3499984741211,59.5900001525879,447500,52.9659118652344
2014-01-02,59.25,59.3699989318848,58.6800003051758,59.060001373291,580400,52.4948272705078
2014-01-03,59.1399993896484,59.7999992370605,59.0099983215332,59.3499984741211,526500,52.7525863647461
2014-01-06,59.4099998474121,59.6199989318848,58.8899993896484,59.0400009155273,635300,52.4770469665527
2014-01-07,59.1100006103516,59.4500007629395,58.9500007629395,59.3499984741211,565800,52.7525863647461
2014-01-08,59.4199981689453,59.4599990844727,58.5,59.189998626709,1495900,52.6103706359863
2014-01-09,60.9300003051758,60.9300003051758,58.8400001525879,59.3699989318848,600300,52.7703704833984
2014-01-10,59.4500007629395,59.4500007629395,58.939998626709,59.2700004577637,549800,52.6814804077148
2014-01-13,59.1800003051758,59.3300018310547,58.2200012207031,58.4799995422363,503600,51.9792861938477
2014-01-14,58.5400009155273,59.060001373291,58.2099990844727,58.9900016784668,435700,52.4326095581055
2014-01-15,58.9900016784668,59.9599990844727,58.9900016784668,59.3300018310547,587700,52.7348136901855
2014-01-16,59.1399993896484,59.560001373291,59.0900001525879,59.310001373291,379000,52.7170295715332
2014-01-17,59.1199989318848,59.4199981689453,58.9700012207031,59.1300010681152,1185000,52.5570449829102
2014-01-21,59.6199989318848,59.8400001525879,59.1699981689453,59.8400001525879,533300,53.188117980957
2014-01-22,59.9300003051758,59.939998626709,59.4300003051758,59.5800018310547,492200,52.9570198059082
2014-01-23,59.0999984741211,59.2200012207031,58.1199989318848,58.4500007629395,656600,51.95263671875
2014-01-24,57.9900016784668,58.1300010681152,57.0999984741211,57.1599998474121,531300,50.8060264587402
2014-01-27,57.2700004577637,57.7099990844727,56.8300018310547,56.9900016784668,601100,50.6549301147461
2014-01-28,56.9500007629395,57.5800018310547,56.8899993896484,57.060001373291,395000,50.7171516418457
2014-01-29,56.4900016784668,57.5200004577637,56.4900016784668,56.9700012207031,620100,50.6371536254883
2014-01-30,57.3699989318848,57.7999992370605,56.9900016784668,57.6500015258789,413400,51.2415580749512
2014-01-31,57.060001373291,57.3499984741211,56.7799987792969,57.0699996948242,457200,50.7260322570801
2014-02-03,57.1300010681152,57.3400001525879,55.4700012207031,55.6199989318848,572200,49.4372100830078
2014-02-04,55.6599998474121,56.3499984741211,55.3499984741211,55.9199981689453,523700,49.7038688659668
2014-02-05,55.5999984741211,56.5099983215332,55.4500007629395,56.3800010681152,426100,50.112735748291
2014-02-06,56.3400001525879,56.8199996948242,55.9700012207031,56.4700012207031,347000,50.1927337646484
2014-02-07,56.810001373291,58.2000007629395,56.2999992370605,58.1300010681152,769000,51.6682052612305
2014-02-10,58.0299987792969,58.2299995422363,57.0699996948242,57.6800003051758,854500,51.2682342529297
2014-02-11,57.6100006103516,58.310001373291,57.189998626709,58.0999984741211,682600,51.6415405273438
2014-02-12,58.0999984741211,58.6800003051758,58.0099983215332,58.4900016784668,627200,51.9881935119629
2014-02-13,58.2599983215332,58.9799995422363,58.1300010681152,58.8499984741211,326100,52.3081665039062
2014-02-14,58.8699989318848,59.310001373291,58.6399993896484,59.1800003051758,423300,52.6014785766602
2014-02-18,59.439998626709,59.7099990844727,59.060001373291,59.5200004577637,876500,52.903694152832
2014-02-19,59.4199981689453,59.560001373291,58.8400001525879,58.9300003051758,468600,52.379280090332
2014-02-20,59.0699996948242,59.5299987792969,58.4500007629395,59.2999992370605,681600,52.7081413269043
2014-02-21,61.5,62.7000007629395,60.7000007629395,61.6599998474121,2852300,54.8058013916016
2014-02-24,61.8699989318848,63.2799987792969,58.9099998474121,59.5200004577637,2822100,52.903694152832
2014-02-25,59.6399993896484,60.0099983215332,59.2900009155273,59.9599990844727,707500,53.2947807312012
2014-02-26,59.9500007629395,60.4599990844727,59.7999992370605,60.2200012207031,477000,53.5258750915527
2014-02-27,60.25,60.3400001525879,59.7000007629395,60.3300018310547,403200,53.6236457824707
2014-02-28,60.3600006103516,60.7200012207031,60.189998626709,60.6599998474121,525400,53.9169731140137
2014-03-03,60,60.2999992370605,59.4199981689453,60.0299987792969,419400,53.3569984436035
2014-03-04,60.5999984741211,61.1100006103516,60.1699981689453,60.9199981689453,565400,54.148063659668
2014-03-05,60.7900009155273,61,60.189998626709,60.5499992370605,369100,53.8191871643066
2014-03-06,60.7299995422363,61.0800018310547,60.4900016784668,60.9599990844727,441900,54.1836204528809
2014-03-07,61.1599998474121,61.6100006103516,61.0099983215332,61.3699989318848,379700,54.5480422973633
2014-03-10,61.2299995422363,61.560001373291,60.7599983215332,60.8499984741211,667400,54.0858421325684
2014-03-11,61.0400009155273,61.2599983215332,60.2000007629395,60.3699989318848,392400,53.6592063903809
2014-03-12,60.1300010681152,60.4500007629395,59.810001373291,60.1800003051758,577300,53.4903297424316
2014-03-13,60.439998626709,60.5499992370605,59.4199981689453,59.6199989318848,598400,52.9925727844238
2014-03-14,59.4500007629395,59.9099998474121,59.3499984741211,59.3899993896484,371000,52.7881469726562
2014-03-17,59.5999984741211,60.060001373291,59.4599990844727,59.6599998474121,577800,53.0281295776367
2014-03-18,59.7400016784668,60.6500015258789,59.5499992370605,60.2299995422363,550400,53.5347595214844
2014-03-19,60.2299995422363,60.6199989318848,59.2799987792969,59.5900001525879,500900,52.9659118652344
2014-03-20,61.689998626709,62,59.7900009155273,60.5900001525879,981500,53.8547477722168
2014-03-21,61.2900009155273,61.2900009155273,59.6500015258789,59.7099990844727,1544100,53.0725708007812
2014-03-24,59.5800018310547,60,58.8800010681152,59.1500015258789,685700,52.5748176574707
2014-03-25,59.4799995422363,59.6800003051758,59.189998626709,59.4199981689453,408800,52.8148078918457
2014-03-26,59.5900001525879,59.8300018310547,58.689998626709,58.7200012207031,350300,52.1926231384277
2014-03-27,58.8600006103516,59.0499992370605,58.4700012207031,58.7099990844727,458100,52.1837387084961
2014-03-28,58.8699989318848,59.2900009155273,58.6300010681152,58.9900016784668,455200,52.4326095581055
2014-03-31,59.2099990844727,59.8800010681152,58.9900016784668,59.6100006103516,784600,52.9836845397949
2014-04-01,59.7700004577637,60.2700004577637,59.6500015258789,60.2099990844727,786400,53.5169830322266
2014-04-02,60.2299995422363,60.4300003051758,59.4599990844727,59.6599998474121,603500,53.0281295776367
2014-04-03,59.7700004577637,59.9900016784668,58.8499984741211,59.0900001525879,649000,52.521484375
2014-04-04,59.2200012207031,59.2999992370605,58.0900001525879,58.2400016784668,511100,51.7659759521484
2014-04-07,58.3199996948242,58.5999984741211,57.7099990844727,57.7400016784668,574200,51.3215560913086
2014-04-08,57.6500015258789,58.2299995422363,57.5,58.0099983215332,518100,51.5615425109863
2014-04-09,58.0699996948242,58.2799987792969,57.5299987792969,58.2299995422363,691700,51.7570915222168
2014-04-10,58.2999992370605,58.4599990844727,56.7299995422363,56.7599983215332,662200,50.4504928588867
2014-04-11,56.5900001525879,57.2000007629395,56.25,56.4799995422363,803500,50.2016143798828
2014-04-14,56.9599990844727,57.310001373291,55.810001373291,56.310001373291,580600,50.0505218505859
2014-04-15,56.2999992370605,56.7000007629395,55.6500015258789,56.3400001525879,428800,50.0771827697754
2014-04-16,56.7099990844727,57.0999984741211,56.4700012207031,56.9599990844727,481700,50.6282615661621
2014-04-17,56.9799995422363,57.7700004577637,56.8899993896484,57.6300010681152,485100,51.2237854003906
2014-04-21,57.5900001525879,57.7599983215332,57.189998626709,57.3899993896484,310500,51.0104637145996
2014-04-22,57.2900009155273,57.9099998474121,57.0200004577637,57.7999992370605,584000,51.3748817443848
2014-04-23,57.8800010681152,58.0200004577637,57.5900001525879,57.8400001525879,492000,51.4104385375977
2014-04-24,58.0099983215332,58.5,57.7900009155273,58.0699996948242,574400,51.614875793457
2014-04-25,58.0499992370605,58.3800010681152,57.3400001525879,57.5499992370605,484600,51.1526756286621
2014-04-28,57.6599998474121,58.0900001525879,57.2099990844727,57.9000015258789,568500,51.4637718200684
2014-04-29,58.0699996948242,58.560001373291,57.9000015258789,58.1199989318848,490900,51.6593170166016
2014-04-30,57.8899993896484,59.1399993896484,57.7299995422363,58.9300003051758,691600,52.379280090332
2014-05-01,59.1599998474121,59.2799987792969,58.25,58.7400016784668,561700,52.210391998291
2014-05-02,58.5499992370605,59.4300003051758,58.4900016784668,59.0400009155273,686700,52.4770469665527
2014-05-05,58.5299987792969,59.1300010681152,58.5,59.060001373291,477700,52.4948272705078
2014-05-06,58.9900016784668,59.2400016784668,58.7000007629395,58.9900016784668,623700,52.4326095581055
2014-05-07,59.060001373291,59.810001373291,58.7700004577637,59.7099990844727,894900,53.0725708007812
2014-05-08,59.5699996948242,60.1500015258789,59.5099983215332,59.5499992370605,555500,52.9303550720215
2014-05-09,59.6599998474121,59.810001373291,59.2400016784668,59.7999992370605,594700,53.1525650024414
2014-05-12,59.9199981689453,60.7299995422363,59.7999992370605,60.3699989318848,712200,53.6592063903809
2014-05-13,60.5200004577637,60.689998626709,60.2299995422363,60.5999984741211,687000,53.8636322021484
2014-05-14,60.7299995422363,60.7299995422363,60.3300018310547,60.3899993896484,5e+05,53.6769752502441
2014-05-15,60.0400009155273,60.2700004577637,59.5900001525879,60.1699981689453,437400,53.4814338684082
2014-05-16,60.0999984741211,60.560001373291,59.7000007629395,60.5400009155273,525700,53.8103065490723
2014-05-19,60.5099983215332,61.2200012207031,60.2900009155273,61.1699981689453,508600,54.3702774047852
2014-05-20,61.0900001525879,61.2900009155273,60.4199981689453,60.6199989318848,551200,53.8814086914062
2014-05-21,60.7799987792969,61.2599983215332,60.7000007629395,61.1100006103516,435600,54.3169479370117
2014-05-22,61.0400009155273,61.7099990844727,60.9700012207031,61.5400009155273,501500,54.6991386413574
2014-05-23,61.5400009155273,61.810001373291,61.2000007629395,61.6300010681152,603800,54.7791442871094
2014-05-27,61.8699989318848,61.9000015258789,61.6199989318848,61.7400016784668,682100,54.8769111633301
2014-05-28,61.6800003051758,62.1399993896484,61.6599998474121,61.8899993896484,447900,55.0102424621582
2014-05-29,62.0099983215332,62.2599983215332,61.810001373291,62.0999984741211,409100,55.1968879699707
2014-05-30,62.1100006103516,62.2599983215332,61.8300018310547,62.1199989318848,653600,55.2146682739258
2014-06-02,63.1300010681152,63.1300010681152,61.7000007629395,62.2200012207031,562900,55.3035583496094
2014-06-03,62.0900001525879,62.2900009155273,62,62.1800003051758,355600,55.2680015563965
2014-06-04,61.9900016784668,62.2599983215332,61.8800010681152,62.1800003051758,363400,55.2680015563965
2014-06-05,62.4199981689453,62.7799987792969,62.1100006103516,62.75,428200,55.7746391296387
2014-06-06,62.7099990844727,63.1300010681152,62.7099990844727,63.1300010681152,333200,56.1124000549316
2014-06-09,63.0699996948242,63.9099998474121,63.0499992370605,63.6699981689453,361600,56.5923728942871
2014-06-10,63.5900001525879,63.6800003051758,63.3300018310547,63.6199989318848,299000,56.5479278564453
2014-06-11,63.439998626709,63.8400001525879,62.9900016784668,63.2999992370605,437600,56.263500213623
2014-06-12,63.1199989318848,63.3400001525879,62.810001373291,63.0400009155273,304600,56.0324058532715
2014-06-13,63.1599998474121,63.4300003051758,62.9700012207031,63.1100006103516,290000,56.0946197509766
2014-06-16,62.9700012207031,63.3600006103516,62.8600006103516,63.0900001525879,394500,56.0768508911133
2014-06-17,62.9300003051758,63.689998626709,62.7099990844727,63.4300003051758,284000,56.3790512084961
2014-06-18,63.310001373291,63.5999984741211,62.9900016784668,63.5099983215332,339900,56.4501495361328
2014-06-19,63.4099998474121,63.8699989318848,63.2000007629395,63.8600006103516,345900,56.7612457275391
2014-06-20,64.1399993896484,64.3199996948242,63.7999992370605,64.0999984741211,1152900,56.9745674133301
2014-06-23,64.2399978637695,64.25,63.0099983215332,63.1800003051758,461100,56.1568412780762
2014-06-24,63.1199989318848,63.2400016784668,62.439998626709,62.5299987792969,566800,55.5790901184082
2014-06-25,62.2200012207031,63.0099983215332,62.2200012207031,62.9700012207031,297400,55.9701843261719
2014-06-26,63.0999984741211,63.3300018310547,62.5099983215332,62.6500015258789,280000,55.6857528686523
2014-06-27,62.2999992370605,63.0900001525879,62.2999992370605,63.0200004577637,1426500,56.0146293640137
2014-06-30,62.9300003051758,63.5699996948242,62.75,63.5400009155273,512300,56.4768295288086
2014-07-01,63.6300010681152,64.4000015258789,63.4799995422363,64.0299987792969,492600,56.9123573303223
2014-07-02,64.0100021362305,64.2399978637695,63.6100006103516,63.9000015258789,252900,56.796802520752
2014-07-03,63.9700012207031,64.4400024414062,63.8199996948242,64.370002746582,165400,57.2145652770996
2014-07-07,64.2699966430664,64.2699966430664,63.6699981689453,63.8899993896484,363700,56.7879180908203
2014-07-08,63.939998626709,64.0699996948242,63.3300018310547,63.5,345000,56.4412727355957
2014-07-09,63.7299995422363,64.4499969482422,63.2700004577637,63.6199989318848,238800,56.5479278564453
2014-07-10,62.7700004577637,63.2799987792969,62.2200012207031,63.1599998474121,238500,56.1390647888184
2014-07-11,63.1100006103516,63.1300010681152,62.4799995422363,62.560001373291,495300,55.6057624816895
2014-07-14,62.9900016784668,63.5900001525879,62.9900016784668,63.2400016784668,408600,56.2101669311523
2014-07-15,63.2400016784668,63.560001373291,62.5900001525879,62.8499984741211,527300,55.8635215759277
2014-07-16,63.3499984741211,64.9100036621094,63,64.5100021362305,1145200,57.338996887207
2014-07-17,64.1600036621094,64.4400024414062,63.3600006103516,63.4500007629395,624200,56.3968200683594
2014-07-18,63.7099990844727,64.1399993896484,63.4099998474121,64.0400009155273,569000,56.9212379455566
