"Fecha","VRSK.Open","VRSK.High","VRSK.Low","VRSK.Close","VRSK.Volume","VRSK.Adjusted"
2014-01-08,63.4500007629395,63.560001373291,62.7599983215332,63.3600006103516,1565400,61.4170722961426
2014-01-09,63.5900001525879,63.6500015258789,62.9700012207031,63.1399993896484,585100,61.2038154602051
2014-01-10,63.5,63.75,62.7299995422363,62.9300003051758,813500,61.0002670288086
2014-01-13,62.310001373291,63.4000015258789,62.310001373291,62.4500007629395,951800,60.5349922180176
2014-01-14,62.3899993896484,63.2799987792969,62.3899993896484,63,778100,61.068115234375
2014-01-15,63.5900001525879,63.8800010681152,62.939998626709,63.4300003051758,1160500,61.4849319458008
2014-01-16,63.4599990844727,64.1500015258789,63.2000007629395,64.120002746582,1000900,62.1537742614746
2014-01-17,63.8600006103516,64.0999984741211,63.3199996948242,63.4500007629395,1106200,61.5043144226074
2014-01-21,63.8400001525879,64.2699966430664,63.5400009155273,64.0199966430664,699400,62.0568351745605
2014-01-22,64.0100021362305,64.2200012207031,63.7200012207031,63.9700012207031,532300,62.0083770751953
2014-01-23,63.4500007629395,64.1600036621094,63.2299995422363,64.1600036621094,717300,62.192554473877
2014-01-24,63.6800003051758,64.0299987792969,63.25,63.5699996948242,887700,61.6206398010254
2014-01-27,62.6800003051758,63.689998626709,62.6800003051758,63.310001373291,1058800,61.3685989379883
2014-01-28,63.4000015258789,63.9700012207031,63.3499984741211,63.8600006103516,863400,61.9017448425293
2014-01-29,63.4599990844727,63.8800010681152,63.0499992370605,63.6800003051758,674600,61.7272720336914
2014-01-30,63.7900009155273,64.6100006103516,63.5800018310547,64.5500030517578,551900,62.5705871582031
2014-01-31,63.5200004577637,64.1500015258789,63.189998626709,63.8600006103516,553700,61.9017448425293
2014-02-03,63.7900009155273,63.9900016784668,62.6199989318848,62.7799987792969,951900,60.8548698425293
2014-02-04,62.8600006103516,63.2900009155273,62.3899993896484,62.7400016784668,821600,60.8160820007324
2014-02-05,62.439998626709,63.0200004577637,62.0099983215332,62.2799987792969,619100,60.3701972961426
2014-02-06,62.560001373291,62.8800010681152,62.3199996948242,62.3300018310547,838900,60.4186706542969
2014-02-07,62.4000015258789,63.0400009155273,61.9199981689453,62.4000015258789,1111200,60.4865188598633
2014-02-10,62.3199996948242,62.560001373291,61.7999992370605,62.2999992370605,788500,60.3895835876465
2014-02-11,62.3300018310547,62.810001373291,62.1399993896484,62.7799987792969,922800,60.8548698425293
2014-02-12,62.7400016784668,63.5900001525879,62.7400016784668,63.2799987792969,877600,61.3395233154297
2014-02-13,63.7999992370605,66.0100021362305,63.7000007629395,65.8899993896484,1346000,63.8694915771484
2014-02-14,66.0800018310547,66.2099990844727,65.4300003051758,65.6500015258789,613500,63.6368675231934
2014-02-18,65.8600006103516,65.8600006103516,64.9300003051758,65.2099990844727,762600,63.2103424072266
2014-02-19,65,65.7799987792969,65,65.4899978637695,399900,63.481761932373
2014-02-20,65.5,66.25,65.2900009155273,66.0500030517578,620600,64.0245819091797
2014-02-21,66,66.2900009155273,65.3899993896484,65.5299987792969,866600,63.5205154418945
2014-02-24,65.8099975585938,65.9599990844727,65.3499984741211,65.379997253418,1019000,63.375129699707
2014-02-25,65.6399993896484,65.6399993896484,65.0199966430664,65.1999969482422,1255500,63.2006530761719
2014-02-26,67.1800003051758,67.4800033569336,63.7099990844727,63.7799987792969,1278500,61.8241958618164
2014-02-27,64.129997253418,64.129997253418,63.5499992370605,63.7900009155273,936900,61.8339004516602
2014-02-28,63.9900016784668,64.1600036621094,63.3699989318848,63.7200012207031,900600,61.7660369873047
2014-03-03,63.4099998474121,63.6800003051758,62.7200012207031,63.4099998474121,751400,61.4655456542969
2014-03-04,63.9300003051758,64.2099990844727,63.3400001525879,63.4700012207031,894500,61.5237083435059
2014-03-05,63.3600006103516,63.4700012207031,62.060001373291,62.0999984741211,1535600,60.1957206726074
2014-03-06,62.0999984741211,62.9199981689453,61.8899993896484,62.5800018310547,1897300,60.6609916687012
2014-03-07,63,63,61.9199981689453,62.2400016784668,1422600,60.3314247131348
2014-03-10,62.2400016784668,63.8800010681152,61.9900016784668,63.8499984741211,2163800,61.8920516967773
2014-03-11,63.7599983215332,64.6100006103516,63.5200004577637,63.7299995422363,1168700,61.7757301330566
2014-03-12,63.3899993896484,64.0199966430664,62.9199981689453,63.2900009155273,699700,61.3492279052734
2014-03-13,63.2900009155273,63.4799995422363,62.2400016784668,62.3600006103516,792600,60.4477386474609
2014-03-14,62.2700004577637,62.7400016784668,62.0800018310547,62.3699989318848,731400,60.4574394226074
2014-03-17,62.75,63.7099990844727,62.5200004577637,62.8800010681152,729000,60.9517974853516
2014-03-18,62.8899993896484,63.4500007629395,62.7400016784668,62.939998626709,561700,61.0099563598633
2014-03-19,62.9599990844727,63.1599998474121,62.4700012207031,62.8300018310547,573600,60.9033317565918
2014-03-20,62.7599983215332,63.0499992370605,62.4000015258789,62.4700012207031,515600,60.5543670654297
2014-03-21,62.9099998474121,63,62.3499984741211,62.4799995422363,1265000,60.5640678405762
2014-03-24,62.5999984741211,62.8800010681152,61.2299995422363,61.6199989318848,923100,59.7304382324219
2014-03-25,62.1199989318848,62.3600006103516,61.189998626709,61.2200012207031,672000,59.3426971435547
2014-03-26,61.5200004577637,61.7599983215332,60.7599983215332,60.7700004577637,721800,58.9064979553223
2014-03-27,61.0200004577637,61.2400016784668,60.3300018310547,60.5,819400,58.6447830200195
2014-03-28,60.560001373291,60.8199996948242,59.75,59.8699989318848,1182100,58.0340957641602
2014-03-31,60.1100006103516,60.4900016784668,59.5400009155273,59.9599990844727,1044600,58.1213302612305
2014-04-01,59.9700012207031,60.060001373291,59.5800018310547,59.7400016784668,1378500,57.908088684082
2014-04-02,59.8499984741211,60.6399993896484,59.5,60.6100006103516,2312200,58.7513999938965
2014-04-03,60.5900001525879,61.0999984741211,60.4000015258789,60.75,1037200,58.8871192932129
2014-04-04,61.1100006103516,61.2400016784668,59.3800010681152,59.5699996948242,871800,57.7432975769043
2014-04-07,59.3400001525879,59.8600006103516,58.2999992370605,58.3400001525879,837600,56.5510177612305
2014-04-08,58.3800010681152,59.2099990844727,58.0900001525879,58.9000015258789,1321900,57.0938301086426
2014-04-09,59.1399993896484,59.2900009155273,58.7000007629395,59,1456100,57.1907768249512
2014-04-10,58.8600006103516,59.1500015258789,57.8499984741211,58.0800018310547,1729200,56.2989883422852
2014-04-11,57.7400016784668,58.2099990844727,56.3699989318848,56.5499992370605,1293100,54.8158988952637
2014-04-14,57.0999984741211,57.8300018310547,56.5200004577637,57.7799987792969,1553600,56.008186340332
2014-04-15,57.75,58.0299987792969,56.7299995422363,57.1199989318848,684300,55.3684310913086
2014-04-16,57.5999984741211,58.0200004577637,57.0099983215332,57.9700012207031,596300,56.1923675537109
2014-04-17,57.9300003051758,58.2400016784668,57.5200004577637,57.5999984741211,461100,55.8337059020996
2014-04-21,57.5,57.7599983215332,57.1699981689453,57.5900001525879,487100,55.8240127563477
2014-04-22,57.9199981689453,58.1199989318848,57.5,58,388400,56.2214508056641
2014-04-23,57.7400016784668,58.2999992370605,57.6100006103516,58,673100,56.2214508056641
2014-04-24,58.3400001525879,58.4900016784668,58.0200004577637,58.3400001525879,663500,56.5510177612305
2014-04-25,58.1800003051758,58.4099998474121,57.5999984741211,57.810001373291,721300,56.0372695922852
2014-04-28,58.0900001525879,58.1399993896484,56.8499984741211,57.6500015258789,882400,55.8821716308594
2014-04-29,57.689998626709,58.1500015258789,57.310001373291,57.8800010681152,453200,56.1051177978516
2014-04-30,60,61.189998626709,58.3800010681152,60.0900001525879,1528800,58.2473564147949
2014-05-01,59.9599990844727,60.4599990844727,59.6599998474121,59.9099998474121,895000,58.0728759765625
2014-05-02,60.4300003051758,60.4300003051758,59.6399993896484,59.7299995422363,552600,57.8983879089355
2014-05-05,59.3400001525879,60.310001373291,59.0999984741211,60.25,533900,58.4024467468262
2014-05-06,60.0999984741211,60.3600006103516,59.7000007629395,59.8499984741211,327900,58.0147018432617
2014-05-07,59.8800010681152,60.0299987792969,59.1100006103516,59.7299995422363,652500,57.8983879089355
2014-05-08,59.5400009155273,60.6699981689453,59.189998626709,60.2000007629395,586500,58.3539772033691
2014-05-09,60.310001373291,60.9700012207031,59.939998626709,60.5299987792969,460300,58.6738586425781
2014-05-12,60.7299995422363,61.6800003051758,60.3699989318848,61.4500007629395,470700,59.5656471252441
2014-05-13,61.6500015258789,61.6500015258789,60.6500015258789,60.8199996948242,400700,58.9549674987793
2014-05-14,60.5400009155273,61.2900009155273,60.5400009155273,60.9099998474121,348600,59.0422096252441
2014-05-15,60.8600006103516,60.8600006103516,59.4799995422363,60.25,549300,58.4024467468262
2014-05-16,60.2599983215332,60.9799995422363,59.7799987792969,60.9700012207031,466900,59.1003761291504
2014-05-19,60.6800003051758,61.560001373291,60.6199989318848,61.1599998474121,554600,59.2845420837402
2014-05-20,61.25,61.4799995422363,60.5200004577637,60.7400016784668,584900,58.8774223327637
2014-05-21,60.8300018310547,61.2799987792969,60.6199989318848,60.9900016784668,478100,59.119758605957
2014-05-22,60.8899993896484,61.3199996948242,60.5499992370605,60.6300010681152,689600,58.7707901000977
2014-05-23,60.8899993896484,61.0299987792969,60.5400009155273,60.9500007629395,462600,59.0809860229492
2014-05-27,61.0299987792969,61.1399993896484,60.6599998474121,61.1300010681152,437700,59.2554664611816
2014-05-28,61.25,61.25,60.5299987792969,60.5400009155273,481200,58.6835556030273
2014-05-29,60.5499992370605,61.0200004577637,60.4900016784668,60.810001373291,361700,58.9452743530273
2014-05-30,61,61,59.189998626709,59.189998626709,3349800,57.3749542236328
2014-06-02,59.310001373291,59.689998626709,59.1100006103516,59.5699996948242,836200,57.7432975769043
2014-06-03,59.4799995422363,60.2099990844727,59.4099998474121,59.9199981689453,501200,58.0825691223145
2014-06-04,59.7299995422363,61,59.7299995422363,60.8800010681152,1029700,59.0131225585938
2014-06-05,61,61.4099998474121,60.8499984741211,61.3400001525879,579700,59.4590225219727
2014-06-06,61.6100006103516,61.8499984741211,61.2400016784668,61.3400001525879,378100,59.4590225219727
2014-06-09,61.189998626709,61.8300018310547,61.0299987792969,61.7900009155273,362300,59.8952255249023
2014-06-10,61.6500015258789,61.9199981689453,61.0999984741211,61.189998626709,374100,59.3136138916016
2014-06-11,60.9799995422363,61.1800003051758,60.75,61.1399993896484,318500,59.2651443481445
2014-06-12,61.0699996948242,61.189998626709,60.4700012207031,60.5999984741211,457200,58.7417068481445
2014-06-13,60.6399993896484,60.7299995422363,60.2700004577637,60.4199981689453,468900,58.5672340393066
2014-06-16,60.5299987792969,61.0099983215332,60.439998626709,60.7999992370605,653200,58.9355812072754
2014-06-17,60.6800003051758,61,60.2799987792969,60.3800010681152,636100,58.5284652709961
2014-06-18,60.4599990844727,60.6699981689453,59.810001373291,59.9900016784668,525400,58.1504211425781
2014-06-19,62.9599990844727,62.9599990844727,59.810001373291,60.2000007629395,797000,58.3539772033691
2014-06-20,60.0800018310547,60.7700004577637,60.0099983215332,60.4599990844727,1016800,58.6060066223145
2014-06-23,60.310001373291,60.5900001525879,59.8800010681152,60.3699989318848,719900,58.5187644958496
2014-06-24,60.4099998474121,60.6300010681152,59.439998626709,59.5400009155273,1070900,57.7142219543457
2014-06-25,59.5800018310547,59.7200012207031,59.1699981689453,59.2299995422363,904200,57.4137229919434
2014-06-26,59.1699981689453,59.2799987792969,58.75,59.1500015258789,562900,57.336181640625
2014-06-27,59.1300010681152,59.8300018310547,58.8699989318848,59.6699981689453,1602300,57.8402290344238
2014-06-30,59.5800018310547,60.0499992370605,58.9300003051758,60.0200004577637,814700,58.1795043945312
2014-07-01,60.0499992370605,61.0800018310547,60.0299987792969,60.9000015258789,892200,59.0325241088867
2014-07-02,60.8199996948242,61.5299987792969,60.2299995422363,60.5800018310547,698400,58.7223243713379
2014-07-03,60.8800010681152,61.1500015258789,60.6300010681152,61.1500015258789,205000,59.2748527526855
2014-07-07,61.0299987792969,61.4000015258789,60.7799987792969,61.4000015258789,582600,59.5171661376953
2014-07-08,61.189998626709,61.439998626709,60.8600006103516,61.1500015258789,541900,59.2748527526855
2014-07-09,61.1800003051758,61.439998626709,60.810001373291,60.9500007629395,484100,59.0809860229492
2014-07-10,60.560001373291,61.0699996948242,60.2799987792969,61.0200004577637,654400,59.1488380432129
2014-07-11,61.060001373291,61.189998626709,60.439998626709,61.1199989318848,554200,59.2457695007324
2014-07-14,61.3300018310547,61.3699989318848,60.8199996948242,61.1399993896484,476600,59.2651443481445
2014-07-15,60.9799995422363,61.5499992370605,60.9000015258789,61.4799995422363,650000,59.5947265625
2014-07-16,61.6500015258789,61.9099998474121,61.2999992370605,61.5,459000,59.6141128540039
2014-07-17,61.189998626709,61.7799987792969,61.0699996948242,61.4599990844727,610400,59.5753440856934
2014-07-18,61.7000007629395,62.5200004577637,61.4300003051758,62.4900016784668,703600,60.5737609863281
2014-07-21,62.2900009155273,62.5,61.8699989318848,62.2799987792969,585600,60.3701972961426
2014-07-22,62.4000015258789,62.9599990844727,62.3600006103516,62.5200004577637,629000,60.6028480529785
2014-07-23,62.4700012207031,63.1199989318848,62.2799987792969,62.7999992370605,488200,60.8742446899414
2014-07-24,62.9900016784668,63.4000015258789,62.8199996948242,63.2000007629395,424300,61.2619895935059
2014-07-25,63.0200004577637,63.2000007629395,62.7099990844727,62.9700012207031,530500,61.0390396118164
2014-07-28,62.8800010681152,62.939998626709,62.1399993896484,62.6599998474121,670500,60.7385406494141
2014-07-29,62.6100006103516,62.7400016784668,62.0699996948242,62.189998626709,1147400,60.2829551696777
2014-07-30,62.3699989318848,62.4099998474121,60.4900016784668,60.7900009155273,1290300,58.9258918762207
2014-07-31,60.6300010681152,60.75,59.9000015258789,60.0400009155273,1314200,58.1988830566406
2014-08-01,59.9599990844727,60.3199996948242,59.3199996948242,59.4700012207031,590900,57.6463623046875
2014-08-04,59.4000015258789,59.810001373291,59.2400016784668,59.5499992370605,646800,57.7239074707031
2014-08-05,59.3400001525879,59.7099990844727,58.8800010681152,59.4199981689453,1182600,57.5978927612305
2014-08-06,59,59.810001373291,58.7999992370605,59.7200012207031,914500,57.8887062072754
2014-08-07,59.9799995422363,60.8800010681152,59.4000015258789,60.4000015258789,1424000,58.5478553771973
2014-08-08,60.2900009155273,60.5499992370605,59.939998626709,60.1699981689453,999900,58.3249015808105
2014-08-11,60.2599983215332,60.8300018310547,60.0099983215332,60.75,2092100,58.8871192932129
2014-08-12,60.560001373291,60.9199981689453,60.3800010681152,60.75,521300,58.8871192932129
2014-08-13,60.7799987792969,61.6699981689453,60.5299987792969,61.6300010681152,700200,59.7401351928711
2014-08-14,61.6199989318848,62.5499992370605,61.5699996948242,62.4599990844727,648400,60.5446701049805
2014-08-15,63.1100006103516,63.1100006103516,62.3600006103516,62.689998626709,1238600,60.7676162719727
2014-08-18,62.8300018310547,63.7999992370605,62.8300018310547,63.7700004577637,900500,61.8145065307617
2014-08-19,63.7999992370605,63.9599990844727,63.3400001525879,63.5499992370605,418900,61.601245880127
2014-08-20,63.2299995422363,63.7599983215332,63.1399993896484,63.5800018310547,396200,61.6303291320801
2014-08-21,63.5,64.1600036621094,63.2299995422363,64.1500015258789,421100,62.1828689575195
2014-08-22,64.2699966430664,64.3300018310547,63.3899993896484,63.7999992370605,525900,61.8435859680176
2014-08-25,64.120002746582,64.1999969482422,63.439998626709,63.6300010681152,277500,61.6788024902344
2014-08-26,63.9500007629395,64.1800003051758,63.7200012207031,64.0699996948242,639300,62.1053085327148
2014-08-27,64,64.1500015258789,63.5400009155273,63.7999992370605,495200,61.8435859680176
2014-08-28,63.7599983215332,63.9799995422363,63.5699996948242,63.8800010681152,307000,61.9211387634277
2014-08-29,64.2799987792969,64.5,63.4900016784668,64.1900024414062,397300,62.2216339111328
2014-09-02,64.0899963378906,64.9400024414062,64.0899963378906,64.4700012207031,440100,62.4930419921875
2014-09-03,64.5,64.6699981689453,64.0699996948242,64.2699966430664,365500,62.2991638183594
2014-09-04,63.9799995422363,64.6600036621094,63.9799995422363,64.2799987792969,273600,62.3088607788086
2014-09-05,64.370002746582,64.6699981689453,64.2399978637695,64.6399993896484,341900,62.6578216552734
2014-09-08,64.4100036621094,64.5699996948242,64,64.2200012207031,257700,62.2507095336914
2014-09-09,64,64.4000015258789,63.75,64.2399978637695,376000,62.2700843811035
2014-09-10,64.2600021362305,64.7699966430664,64.1100006103516,64.6800003051758,403700,62.6965942382812
2014-09-11,64.5800018310547,64.8300018310547,64.3399963378906,64.7699966430664,380700,62.7838363647461
2014-09-12,64.5,64.9300003051758,64.2399978637695,64.629997253418,719700,62.6481323242188
2014-09-15,64.7300033569336,64.8600006103516,64.1399993896484,64.2600021362305,751300,62.2894821166992
2014-09-16,64.2799987792969,64.6800003051758,64.0299987792969,64.5,317600,62.5221099853516
2014-09-17,64.7300033569336,64.9100036621094,64.379997253418,64.7699966430664,251100,62.7838363647461
2014-09-18,64.6900024414062,64.9100036621094,64.5400009155273,64.6399993896484,493100,62.6578216552734
2014-09-19,65,65,63.9300003051758,64.0599975585938,776300,62.0956153869629
2014-09-22,64.0100021362305,64.129997253418,63.0999984741211,63.1500015258789,507100,61.2135200500488
2014-09-23,62.9000015258789,63.310001373291,62.2000007629395,62.2099990844727,500900,60.3023452758789
2014-09-24,62.2200012207031,62.4500007629395,61.9599990844727,62.3600006103516,586000,60.4477386474609
2014-09-25,62.1399993896484,62.1800003051758,61.0699996948242,61.3300018310547,549200,59.449333190918
2014-09-26,64.1900024414062,64.1900024414062,61.0800018310547,61.3400001525879,432500,59.4590225219727
2014-09-29,61.0800018310547,61.1599998474121,60.6300010681152,60.9300003051758,635700,59.0615882873535
2014-09-30,61.0200004577637,61.2900009155273,60.75,60.8899993896484,564000,59.0228157043457
2014-10-01,60.6800003051758,60.810001373291,59.9700012207031,60.1100006103516,617700,58.2667427062988
2014-10-02,60.1800003051758,60.3499984741211,59.5400009155273,60.1800003051758,387700,58.334587097168
2014-10-03,60.25,61.0499992370605,60.1599998474121,60.2599983215332,573800,58.4121360778809
2014-10-06,60.3899993896484,60.8199996948242,60.310001373291,60.4599990844727,431900,58.6060066223145
2014-10-07,60.060001373291,60.2400016784668,59.6399993896484,59.7799987792969,546100,57.9468536376953
2014-10-08,59.9500007629395,60.5999984741211,59.8499984741211,60.4799995422363,555300,58.6253929138184
2014-10-09,60.2799987792969,60.6399993896484,59.2200012207031,59.7299995422363,556800,57.8983879089355
2014-10-10,59.5200004577637,60.0499992370605,59.0400009155273,59.0699996948242,792700,57.2586212158203
2014-10-13,59.1599998474121,59.5800018310547,59.0200004577637,59.1100006103516,617200,57.2974014282227
2014-10-14,59.4500007629395,60.0499992370605,59.310001373291,59.6300010681152,629800,57.8014602661133
2014-10-15,59.439998626709,59.4799995422363,57.9700012207031,59.1699981689453,1349000,57.3555564880371
2014-10-16,58.4900016784668,59.5299987792969,58.4700012207031,59.2400016784668,783800,57.4234313964844
2014-10-17,59.5200004577637,60.2799987792969,59.25,59.4599990844727,895200,57.6366653442383
2014-10-20,59.439998626709,60.0900001525879,59.189998626709,59.9500007629395,611900,58.111644744873
2014-10-21,60.0499992370605,61.2900009155273,59.7900009155273,61.0900001525879,714300,59.2166786193848
2014-10-22,61.0699996948242,61.439998626709,60.6300010681152,60.689998626709,481500,58.8289489746094
2014-10-23,61.0400009155273,61.5299987792969,60.7599983215332,61.1699981689453,352300,59.2942352294922
2014-10-24,61.439998626709,61.9099998474121,61.0800018310547,61.8699989318848,328400,59.9727668762207
2014-10-27,61.810001373291,62.4900016784668,61.5800018310547,62.4599990844727,459500,60.5446701049805
2014-10-28,62.439998626709,63.1699981689453,62.1500015258789,63.1399993896484,572500,61.2038154602051
2014-10-29,62.189998626709,62.6300010681152,60.4700012207031,61.5299987792969,1501600,59.6431999206543
2014-10-30,61.6300010681152,61.9700012207031,61.3300018310547,61.8600006103516,885700,59.9630813598633
2014-10-31,63.1800003051758,63.4300003051758,62.0800018310547,62.3499984741211,887100,60.438045501709
2014-11-03,62.5200004577637,63,61.8899993896484,62,394800,60.0987854003906
2014-11-04,61.7599983215332,62.0999984741211,61.5999984741211,62,496900,60.0987854003906
2014-11-05,62.1800003051758,62.9000015258789,62.0999984741211,62.8300018310547,477500,60.9033317565918
2014-11-06,62.9099998474121,63.9799995422363,62.439998626709,63.9000015258789,540200,61.9405136108398
2014-11-07,64.1399993896484,64.2900009155273,63.6800003051758,64.25,467400,62.2797966003418
2014-11-10,64.1699981689453,64.4300003051758,63.8499984741211,63.9900016784668,533100,62.0277633666992
2014-11-11,62.4799995422363,63.3199996948242,62.4799995422363,63.0099983215332,428800,61.0778045654297
2014-11-12,62.7999992370605,63.3400001525879,62.5400009155273,63.1199989318848,681200,61.1844367980957
2014-11-13,63.2700004577637,63.439998626709,62.6399993896484,63.1599998474121,420700,61.2232093811035
2014-11-14,63.4300003051758,63.4500007629395,62.7999992370605,62.8699989318848,414400,60.9421081542969
2014-11-17,62.8499984741211,63.3199996948242,62.75,63.0800018310547,479600,61.1456680297852
2014-11-18,63,63.3300018310547,62.5800018310547,62.689998626709,656400,60.7676162719727
2014-11-19,62.7700004577637,62.7900009155273,62.0099983215332,62.2099990844727,379600,60.3023452758789
2014-11-20,62.1199989318848,62.4000015258789,61.7799987792969,62.1800003051758,402000,60.2732620239258
2014-11-21,62.9900016784668,63.2400016784668,62.1500015258789,62.2999992370605,445500,60.3895835876465
2014-11-24,62.2999992370605,62.6100006103516,61.8899993896484,62.0999984741211,517400,60.1957206726074
2014-11-25,62.189998626709,62.8499984741211,62.0099983215332,62.189998626709,629200,60.2829551696777
2014-11-26,62.2200012207031,62.2200012207031,61.7799987792969,62.0299987792969,354700,60.1278610229492
2014-11-28,62.2299995422363,62.8300018310547,61.9799995422363,61.9799995422363,295800,60.0793952941895
2014-12-01,61.9799995422363,62.6800003051758,61.7000007629395,62.3800010681152,635300,60.4671325683594
2014-12-02,62.1500015258789,62.8699989318848,62.1199989318848,62.5499992370605,795800,60.6319160461426
2014-12-03,62.4599990844727,62.9000015258789,62.1500015258789,62.6599998474121,373200,60.7385406494141
2014-12-04,62.4799995422363,62.6699981689453,62.0900001525879,62.4199981689453,349000,60.5059051513672
2014-12-05,62.5,63.2799987792969,62.3199996948242,63.2599983215332,735300,61.3201522827148
2014-12-08,62.1500015258789,63.5800018310547,62.1500015258789,63.4000015258789,405600,61.4558486938477
2014-12-09,63.1300010681152,63.3600006103516,61.8400001525879,63.2999992370605,636500,61.3589210510254
2014-12-10,62.9500007629395,63.2400016784668,62.5299987792969,63,754000,61.068115234375
2014-12-11,63.1199989318848,63.5200004577637,62.7900009155273,62.8899993896484,471200,60.9614868164062
2014-12-12,62.1399993896484,62.8699989318848,61.7200012207031,62.3899993896484,796200,60.4768257141113
2014-12-15,62.6199989318848,63.0900001525879,62.0900001525879,62.5800018310547,636400,60.6609916687012
2014-12-16,62.439998626709,63.1300010681152,62.1300010681152,62.7700004577637,704600,60.8451690673828
2014-12-17,63.2799987792969,63.9099998474121,62.5299987792969,63.75,1062200,61.7951240539551
2014-12-18,64.4000015258789,64.9300003051758,64.1800003051758,64.8499984741211,1507500,62.861385345459
2014-12-19,64.2300033569336,65.4199981689453,64.2300033569336,64.6999969482422,2672800,62.7159881591797
