"Fecha","ROK.Open","ROK.High","ROK.Low","ROK.Close","ROK.Volume","ROK.Adjusted"
2013-12-13,110.569999694824,111.449996948242,110.040000915527,110.519996643066,385100,90.6309356689453
2013-12-16,110.809997558594,111.900001525879,110.730003356934,110.959999084473,797200,90.9917449951172
2013-12-17,111.029998779297,111.459999084473,110.26000213623,110.529998779297,477900,90.6391296386719
2013-12-18,110.319999694824,113.319999694824,109.629997253418,113.110000610352,752700,92.7548370361328
2013-12-19,112.589996337891,114.129997253418,112.309997558594,114.029998779297,651300,93.5092620849609
2013-12-20,113.889999389648,117.110000610352,113.889999389648,116.51000213623,1154700,95.5429611206055
2013-12-23,117.26000213623,117.669998168945,116.209999084473,116.349998474121,773800,95.4117660522461
2013-12-24,116.5,117.379997253418,116.190002441406,117.099998474121,250300,96.0267868041992
2013-12-26,117.48999786377,118,117.029998779297,117.809997558594,307300,96.6090240478516
2013-12-27,118.730003356934,119.029998779297,117.559997558594,117.980003356934,464900,96.7484436035156
2013-12-30,117.76000213623,118.48999786377,117.400001525879,117.699996948242,513300,96.5188064575195
2013-12-31,117.970001220703,118.809997558594,117.790000915527,118.160003662109,346200,96.8960418701172
2014-01-02,117.620002746582,117.98999786377,116.01000213623,116.379997253418,479100,95.4363784790039
2014-01-03,116.610000610352,118.01000213623,116.449996948242,117.830001831055,606600,96.6254425048828
2014-01-06,118.199996948242,118.73999786377,116.120002746582,116.519996643066,662300,95.5511779785156
2014-01-07,117.569999694824,117.569999694824,115.779998779297,117.040000915527,556200,95.9775924682617
2014-01-08,117.279998779297,117.279998779297,115.709999084473,116.470001220703,785500,95.5101699829102
2014-01-09,116.75,117.330001831055,115.029998779297,116.430000305176,537700,95.4773788452148
2014-01-10,116.819999694824,117.300003051758,115.959999084473,116.959999084473,503500,95.9120025634766
2014-01-13,116.459999084473,117.319999694824,114.769996643066,115.069999694824,657700,94.3621215820312
2014-01-14,115.430000305176,118.830001831055,115.029998779297,118.23999786377,1203600,96.9616470336914
2014-01-15,118.319999694824,119.029998779297,118.199996948242,118.860000610352,889200,97.4700698852539
2014-01-16,117.680000305176,119.709999084473,117.639999389648,119.660003662109,985300,98.1261138916016
2014-01-17,119.660003662109,119.660003662109,118.660003662109,119.230003356934,735700,97.7734909057617
2014-01-21,120.180000305176,121.01000213623,118.300003051758,119.830001831055,665100,98.2655258178711
2014-01-22,119.370002746582,119.76000213623,118.059997558594,119.059997558594,636800,97.6340484619141
2014-01-23,118.220001220703,118.5,116.48999786377,117.01000213623,576500,95.9529876708984
2014-01-24,116.610000610352,116.720001220703,112.870002746582,112.98999786377,941500,92.6564331054688
2014-01-27,114.209999084473,114.720001220703,111.790000915527,112.959999084473,1131200,92.6318206787109
2014-01-28,113.699996948242,115.309997558594,113.319999694824,115.01000213623,1232800,94.3129119873047
2014-01-29,117.029998779297,118.029998779297,114.180000305176,115.089996337891,1788800,94.3785095214844
2014-01-30,115.5,116.319999694824,114.610000610352,115.099998474121,1284200,94.3867340087891
2014-01-31,113.099998474121,115.430000305176,113.099998474121,114.839996337891,1032100,94.1735000610352
2014-02-03,114.900001525879,115.660003662109,111.769996643066,111.970001220703,1758300,91.8200073242188
2014-02-04,111.940002441406,112.059997558594,110.180000305176,111.180000305176,1435100,91.1721572875977
2014-02-05,110.819999694824,111.050003051758,108.830001831055,109.910003662109,1576100,90.1307067871094
2014-02-06,110.279998779297,111.309997558594,110.089996337891,110.639999389648,935400,90.7293243408203
2014-02-07,111.379997253418,112.589996337891,110.639999389648,112.349998474121,1239200,92.1315994262695
2014-02-10,112.580001831055,112.680000305176,111.599998474121,112.040000915527,543100,91.8773956298828
2014-02-11,112.440002441406,114.01000213623,112.330001831055,113.480003356934,937100,93.0582504272461
2014-02-12,113.5,115.800003051758,113.430000305176,115.559997558594,1074100,94.7639465332031
2014-02-13,114.319999694824,116.470001220703,113.709999084473,116.449996948242,1040400,95.975471496582
2014-02-14,116.370002746582,117.120002746582,115.540000915527,117,777700,96.4287796020508
2014-02-18,116.889999389648,118.720001220703,116.889999389648,118.5,897700,97.6650238037109
2014-02-19,117.98999786377,119.069999694824,117.650001525879,118,1174700,97.2529373168945
2014-02-20,117.959999084473,119.300003051758,117.5,118.98999786377,932700,98.0688705444336
2014-02-21,119.040000915527,120.400001525879,118.5,119.319999694824,1019600,98.3408508300781
2014-02-24,119.349998474121,120.970001220703,119.059997558594,120.559997558594,828900,99.3628540039062
2014-02-25,120.379997253418,121.480003356934,119.660003662109,120.849998474121,831400,99.6018600463867
2014-02-26,121.029998779297,122.580001831055,120.629997253418,121.730003356934,677400,100.327125549316
2014-02-27,121.5,122.400001525879,121.180000305176,122.180000305176,473000,100.698020935059
2014-02-28,122.180000305176,124.110000610352,121.900001525879,122.839996337891,830100,101.241973876953
2014-03-03,119.900001525879,122.120002746582,119.900001525879,121.589996337891,721500,100.211723327637
2014-03-04,123.309997558594,124.180000305176,123.110000610352,124,680100,102.197998046875
2014-03-05,123.809997558594,123.860000610352,123.220001220703,123.48999786377,611400,101.777679443359
2014-03-06,124.110000610352,124.360000610352,122.699996948242,123.459999084473,695300,101.752937316895
2014-03-07,124.180000305176,124.779998779297,123.76000213623,124.720001220703,1075200,102.791412353516
2014-03-10,125.199996948242,125.199996948242,123.25,123.73999786377,612300,101.983726501465
2014-03-11,125.599998474121,125.599998474121,121.389999389648,122.069999694824,603700,100.607353210449
2014-03-12,121.220001220703,121.819999694824,120.599998474121,121.800003051758,693500,100.384841918945
2014-03-13,122.290000915527,122.680000305176,119.190002441406,120.25,1076300,99.1073455810547
2014-03-14,120.139999389648,121.160003662109,119.569999694824,120,1081800,98.9012985229492
2014-03-17,120.940002441406,122.669998168945,120.940002441406,122.25,601800,100.755706787109
2014-03-18,122.519996643066,123.470001220703,122.330001831055,123.279998779297,521700,101.604591369629
2014-03-19,123.180000305176,123.800003051758,121.430000305176,122.230003356934,451800,100.739234924316
2014-03-20,122.029998779297,123.5,121.819999694824,122.800003051758,543900,101.208999633789
2014-03-21,124.220001220703,124.73999786377,122.959999084473,123.040000915527,1021200,101.406814575195
2014-03-24,123.699996948242,124.360000610352,121.779998779297,122.129997253418,778700,100.656791687012
2014-03-25,123.269996643066,124.769996643066,122.25,123.669998168945,793500,101.926040649414
2014-03-26,124.459999084473,124.599998474121,122.160003662109,122.169998168945,603300,100.689758300781
2014-03-27,122.019996643066,122.569999694824,121.069999694824,121.779998779297,745600,100.36833190918
2014-03-28,122.120002746582,124.669998168945,121.51000213623,124.25,776600,102.404067993164
2014-03-31,125.419998168945,125.660003662109,124.470001220703,124.550003051758,799700,102.651329040527
2014-04-01,124.790000915527,125.370002746582,124.120002746582,124.839996337891,963400,102.890312194824
2014-04-02,125.190002441406,126.690002441406,124.819999694824,126.099998474121,1096000,103.928810119629
2014-04-03,126.220001220703,127.120002746582,125.769996643066,126.879997253418,545500,104.571662902832
2014-04-04,127.730003356934,128.130004882812,124.269996643066,124.51000213623,686300,102.618354797363
2014-04-07,124.169998168945,124.430000305176,121.569999694824,121.98999786377,533600,100.541427612305
2014-04-08,121.98999786377,123.309997558594,121.309997558594,122.970001220703,637000,101.349105834961
2014-04-09,123.389999389648,124.059997558594,122.5,123.940002441406,527500,102.148559570312
2014-04-10,123.879997253418,124.199996948242,121.360000610352,121.569999694824,525100,100.195274353027
2014-04-11,121.120002746582,122.190002441406,120.139999389648,120.800003051758,879600,99.5606536865234
2014-04-14,122.089996337891,122.389999389648,120.349998474121,121.449996948242,557400,100.096328735352
2014-04-15,121.540000915527,122.709999084473,119.849998474121,122.430000305176,891700,100.904052734375
2014-04-16,123.589996337891,125.730003356934,122.970001220703,125.699996948242,589800,103.59912109375
2014-04-17,125.949996948242,127.400001525879,125.339996337891,127.019996643066,664100,104.687026977539
2014-04-21,127,128.029998779297,125.110000610352,127.75,593200,105.288703918457
2014-04-22,127.849998474121,128.460006713867,127.610000610352,127.669998168945,512000,105.22274017334
2014-04-23,127.790000915527,128.110000610352,126.849998474121,127.160003662109,556200,104.802436828613
2014-04-24,128.190002441406,128.259994506836,126.599998474121,127.639999389648,567600,105.198020935059
2014-04-25,127.470001220703,127.470001220703,124.610000610352,125.099998474121,731900,103.104621887207
2014-04-28,125.51000213623,125.819999694824,122.410003662109,124.529998779297,961000,102.634819030762
2014-04-29,122.110000610352,123,115.209999084473,115.629997253418,2329100,95.2996444702148
2014-04-30,115.830001831055,120.5,115.660003662109,119.180000305176,1713200,98.225456237793
2014-05-01,118.709999084473,120.910003662109,118.400001525879,120.220001220703,1100200,99.082633972168
2014-05-02,119.919998168945,120.730003356934,119.25,119.569999694824,742200,98.5468902587891
2014-05-05,118.970001220703,120.199996948242,118.569999694824,119.839996337891,531700,98.7694244384766
2014-05-06,119.26000213623,119.839996337891,118.690002441406,118.819999694824,643100,97.9287643432617
2014-05-07,119.180000305176,120.300003051758,118.099998474121,119.580001831055,633300,98.5551681518555
2014-05-08,119.230003356934,120.360000610352,118.019996643066,118.349998474121,879100,98.0168228149414
2014-05-09,118.389999389648,118.730003356934,116.330001831055,117.889999389648,741900,97.635871887207
2014-05-12,118.589996337891,121.660003662109,118.589996337891,121.419998168945,715700,100.559371948242
2014-05-13,121.779998779297,122,120.580001831055,120.690002441406,587400,99.9547958374023
2014-05-14,120.580001831055,121.419998168945,119.389999389648,119.629997253418,1005300,99.0768966674805
2014-05-15,119.720001220703,120.019996643066,117.300003051758,119.769996643066,806100,99.1928558349609
2014-05-16,119.930000305176,120.360000610352,118.470001220703,120.190002441406,696000,99.5406875610352
2014-05-19,119.470001220703,121.629997253418,119.430000305176,121.419998168945,507300,100.559371948242
2014-05-20,121.220001220703,121.680000305176,118.040000915527,118.910003662109,668400,98.480598449707
2014-05-21,119.269996643066,120.349998474121,118.330001831055,119.599998474121,616600,99.0520553588867
2014-05-22,119.419998168945,121.199996948242,119.419998168945,119.879997253418,517200,99.2839584350586
2014-05-23,119.529998779297,121.440002441406,119.529998779297,121.26000213623,364800,100.426872253418
2014-05-27,122.209999084473,122.900001525879,121.440002441406,122.290000915527,499100,101.279907226562
2014-05-28,122.690002441406,122.980003356934,121.069999694824,121.139999389648,407800,100.327484130859
2014-05-29,121.199996948242,121.290000915527,120.040000915527,120.370002746582,654100,99.6897888183594
2014-05-30,120.699996948242,121.330001831055,120.230003356934,121.080001831055,450700,100.277778625488
2014-06-02,121.050003051758,123,120.940002441406,122.660003662109,722700,101.58634185791
2014-06-03,122.569999694824,123.599998474121,122.269996643066,122.480003356934,561900,101.43726348877
2014-06-04,122.540000915527,123,122.139999389648,122.349998474121,401000,101.329605102539
2014-06-05,123.230003356934,125.389999389648,123.099998474121,125.300003051758,907800,103.772766113281
2014-06-06,125.5,126.529998779297,125.419998168945,126.339996337891,404100,104.634086608887
2014-06-09,126,128.570007324219,125.919998168945,127.830001831055,729300,105.868125915527
2014-06-10,127.830001831055,128,126.180000305176,126.639999389648,518100,104.882568359375
2014-06-11,126.23999786377,126.300003051758,125.569999694824,126.169998168945,387400,104.493293762207
2014-06-12,126.080001831055,126.459999084473,124.879997253418,125.300003051758,621600,103.772766113281
2014-06-13,125.180000305176,125.910003662109,124.349998474121,125.620002746582,542400,104.037796020508
2014-06-16,126.069999694824,126.470001220703,125.01000213623,125.660003662109,341100,104.070915222168
2014-06-17,125.300003051758,127.199996948242,125.099998474121,126.930000305176,449600,105.122718811035
2014-06-18,127.139999389648,127.269996643066,124.949996948242,125.690002441406,850800,104.095779418945
2014-06-19,126.269996643066,126.269996643066,125.069999694824,125.339996337891,811600,103.80590057373
2014-06-20,124.830001831055,127.26000213623,124.550003051758,127.23999786377,775200,105.379463195801
2014-06-23,127.879997253418,127.879997253418,126.099998474121,126.480003356934,316400,104.750061035156
2014-06-24,125.830001831055,126.73999786377,124.269996643066,124.279998779297,396100,102.928031921387
2014-06-25,124.300003051758,125.620002746582,124.300003051758,124.73999786377,489000,103.308990478516
2014-06-26,124.879997253418,125.230003356934,123.889999389648,124.709999084473,361500,103.284126281738
2014-06-27,124.099998474121,126.029998779297,124.099998474121,125.839996337891,382000,104.220031738281
2014-06-30,125.449996948242,125.839996337891,124.720001220703,125.160003662109,643500,103.656814575195
2014-07-01,125.669998168945,126.839996337891,125.150001525879,125.690002441406,613800,104.095779418945
2014-07-02,125.830001831055,126.059997558594,124.620002746582,125.25,476800,103.73136138916
2014-07-03,126.01000213623,126.819999694824,125.110000610352,126.190002441406,395400,104.509864807129
2014-07-07,125.860000610352,125.889999389648,124.529998779297,125.25,470400,103.73136138916
2014-07-08,124.860000610352,125.279998779297,124.019996643066,124.080001831055,555100,102.762382507324
2014-07-09,124.370002746582,124.980003356934,124.089996337891,124.569999694824,352700,103.168182373047
2014-07-10,123,123.459999084473,122.599998474121,122.930000305176,550500,101.809951782227
2014-07-11,122.519996643066,123.830001831055,122.209999084473,123.190002441406,371800,102.025291442871
2014-07-14,123.709999084473,124.389999389648,123.459999084473,123.559997558594,531100,102.33171081543
2014-07-15,123.650001525879,124,122.650001525879,123.23999786377,644200,102.066696166992
2014-07-16,123.519996643066,123.699996948242,122.849998474121,123.23999786377,495300,102.066696166992
2014-07-17,122.589996337891,122.839996337891,120.650001525879,120.669998168945,710000,99.9382171630859
2014-07-18,121.050003051758,122.779998779297,121.019996643066,122.5,526400,101.45384979248
2014-07-21,122.220001220703,122.839996337891,121.580001831055,122.480003356934,494400,101.43726348877
2014-07-22,123.029998779297,123.690002441406,122.919998168945,122.959999084473,493500,101.83479309082
2014-07-23,122.849998474121,123.370002746582,122.370002746582,122.639999389648,423300,101.569786071777
2014-07-24,122.809997558594,123.699996948242,122.430000305176,122.660003662109,672200,101.58634185791
2014-07-25,122.660003662109,123.720001220703,122.129997253418,123.059997558594,474100,101.917625427246
2014-07-28,122.519996643066,122.699996948242,121.25,122.370002746582,426400,101.346183776855
2014-07-29,121.970001220703,122.949996948242,119.910003662109,119.970001220703,1167200,99.358512878418
2014-07-30,113.379997253418,114.269996643066,111.23999786377,113.330001831055,2954800,93.8592758178711
2014-07-31,112.129997253418,113.139999389648,111.540000915527,111.660003662109,1299100,92.4762191772461
2014-08-01,112.089996337891,112.089996337891,109.800003051758,111.559997558594,1085800,92.3933868408203
2014-08-04,112.279998779297,113.120002746582,111.370002746582,112.879997253418,791100,93.4865951538086
2014-08-05,112.099998474121,113.660003662109,111.699996948242,112.309997558594,849000,93.0145111083984
2014-08-06,111.790000915527,113.220001220703,111.040000915527,111.769996643066,1742300,92.5673294067383
2014-08-07,111.970001220703,112.680000305176,111.190002441406,111.550003051758,891200,92.8670196533203
2014-08-08,111.940002441406,113.319999694824,111.620002746582,113.150001525879,726000,94.1990280151367
2014-08-11,113.610000610352,114.540000915527,113.529998779297,113.730003356934,408400,94.6819000244141
2014-08-12,113.620002746582,114.319999694824,112.98999786377,113.26000213623,480100,94.2906112670898
2014-08-13,113.75,114.419998168945,113.639999389648,114.199996948242,591900,95.0731811523438
2014-08-14,114.540000915527,115.279998779297,114.139999389648,114.809997558594,581200,95.5809860229492
2014-08-15,115.470001220703,115.470001220703,113.300003051758,114.290000915527,547900,95.1480865478516
2014-08-18,114.779998779297,115.849998474121,114.779998779297,115.669998168945,481100,96.2969665527344
2014-08-19,115.73999786377,116.48999786377,115.73999786377,116.279998779297,554800,96.804801940918
2014-08-20,116.290000915527,117.680000305176,116.029998779297,117.459999084473,691800,97.7871780395508
2014-08-21,117.73999786377,117.73999786377,116.76000213623,117.389999389648,470700,97.7288818359375
2014-08-22,116.910003662109,117.290000915527,116.269996643066,116.449996948242,404400,96.9463195800781
2014-08-25,117.160003662109,117.809997558594,116.379997253418,117.349998474121,520300,97.6955871582031
2014-08-26,117.370002746582,117.76000213623,116.319999694824,116.360000610352,433100,96.8714065551758
2014-08-27,116.23999786377,116.519996643066,115.720001220703,116.370002746582,349700,96.8797302246094
2014-08-28,115.930000305176,116.860000610352,115.5,116.370002746582,559700,96.8797302246094
2014-08-29,116.449996948242,117.040000915527,115.980003356934,116.610000610352,475500,97.0795211791992
2014-09-02,116.51000213623,117.51000213623,116.279998779297,117.180000305176,596100,97.5540618896484
2014-09-03,117.050003051758,118.209999084473,116.309997558594,116.48999786377,417700,96.979621887207
2014-09-04,116.480003356934,118.769996643066,116.01000213623,116.980003356934,856700,97.3875732421875
2014-09-05,116.650001525879,117.370002746582,115.75,117.190002441406,569300,97.5624160766602
2014-09-08,117.029998779297,117.669998168945,116.410003662109,116.569999694824,373000,97.0462341308594
2014-09-09,116.309997558594,116.809997558594,115.5,115.930000305176,496900,96.5134353637695
2014-09-10,116.080001831055,116.669998168945,115.330001831055,115.819999694824,595600,96.4218444824219
2014-09-11,115.459999084473,116.379997253418,115.050003051758,116.160003662109,431100,96.7049255371094
2014-09-12,116.029998779297,116.209999084473,114.76000213623,115.400001525879,674600,96.0721969604492
2014-09-15,115.430000305176,115.980003356934,115.059997558594,115.48999786377,299700,96.1471099853516
2014-09-16,115.319999694824,116.370002746582,114.430000305176,116.290000915527,532400,96.8131408691406
2014-09-17,116.809997558594,117.580001831055,115.589996337891,116.139999389648,536700,96.6882476806641
2014-09-18,116.599998474121,117.900001525879,116.5,117.720001220703,477800,98.0036315917969
2014-09-19,118.419998168945,118.75,116.559997558594,117.129997253418,828300,97.5124282836914
2014-09-22,116.870002746582,117,114.680000305176,115,761800,95.7391815185547
2014-09-23,114.230003356934,115.209999084473,114.110000610352,114.269996643066,485900,95.1314468383789
2014-09-24,114,114.139999389648,112.779998779297,113.300003051758,1172500,94.3239212036133
2014-09-25,113.150001525879,113.150001525879,111.279998779297,111.48999786377,833900,92.8170623779297
2014-09-26,111.440002441406,113.199996948242,111.230003356934,112.839996337891,503800,93.9409561157227
2014-09-29,111.599998474121,111.910003662109,111.029998779297,111.480003356934,812300,92.8087310791016
2014-09-30,111.5,111.849998474121,109.839996337891,109.879997253418,1155200,91.4767074584961
2014-10-01,109.389999389648,110.099998474121,108.379997253418,109.389999389648,1815300,91.0687942504883
2014-10-02,109.440002441406,109.669998168945,107.699996948242,109.440002441406,1314900,91.1104202270508
2014-10-03,110.23999786377,110.589996337891,109.48999786377,110.300003051758,744900,91.8263931274414
2014-10-06,110.660003662109,111.080001831055,108.769996643066,108.819999694824,841500,90.5942459106445
2014-10-07,108.099998474121,108.300003051758,105.879997253418,105.879997253418,1249100,88.1466293334961
2014-10-08,105.959999084473,108.059997558594,104.339996337891,108.059997558594,1972700,89.9615325927734
2014-10-09,108.019996643066,108.139999389648,102.680000305176,102.949996948242,2061600,85.707389831543
2014-10-10,102.800003051758,103.120002746582,99.9300003051758,100.519996643066,2333700,83.6843795776367
2014-10-13,100.980003356934,101.410003662109,98.5500030517578,98.5999984741211,1280300,82.0859375
2014-10-14,99.0400009155273,103.120002746582,99.0400009155273,100.970001220703,1765400,84.0590057373047
2014-10-15,100.029998779297,101.51000213623,98.7200012207031,100.779998779297,1605200,83.9008407592773
2014-10-16,98.8399963378906,103.529998779297,98.6100006103516,103.120002746582,1439800,85.8489227294922
2014-10-17,104.680000305176,106.699996948242,104.629997253418,105.169998168945,1306600,87.5555725097656
2014-10-20,104.669998168945,105.230003356934,104.160003662109,105.120002746582,855800,87.5139465332031
2014-10-21,105.940002441406,108.98999786377,105.730003356934,108.959999084473,895900,90.7108001708984
2014-10-22,108.819999694824,108.819999694824,105.089996337891,105.129997253418,1221500,87.5222549438477
2014-10-23,106.5,108.790000915527,106.5,107.669998168945,1170000,89.6368408203125
2014-10-24,107.699996948242,109.309997558594,106.610000610352,109.309997558594,872000,91.0021820068359
2014-10-27,108.629997253418,108.629997253418,106.779998779297,107.940002441406,607900,89.8616409301758
2014-10-28,108.970001220703,111.25,108.519996643066,110.879997253418,861000,92.3092269897461
2014-10-29,110.610000610352,110.980003356934,108.529998779297,109.220001220703,634000,90.9272537231445
2014-10-30,108.830001831055,110.309997558594,107.970001220703,110.25,724600,91.7847290039062
2014-10-31,112.139999389648,112.540000915527,111.370002746582,112.349998474121,705600,93.5329895019531
2014-11-03,112.349998474121,112.779998779297,110.669998168945,110.839996337891,715000,92.2759246826172
2014-11-04,110.730003356934,110.790000915527,108.959999084473,109.25,939200,90.9522323608398
2014-11-05,110.26000213623,111.089996337891,109.370002746582,110.230003356934,942500,91.7681121826172
2014-11-06,110.370002746582,112.26000213623,110.300003051758,111.769996643066,866600,93.050178527832
2014-11-07,112.040000915527,112.339996337891,111.120002746582,112.290000915527,848500,93.4830856323242
2014-11-10,112.319999694824,113.050003051758,112.25,112.75,626800,93.8660278320312
2014-11-11,112.629997253418,112.930000305176,112,112.860000610352,751400,93.9575958251953
2014-11-12,114.25,117.370002746582,112.269996643066,112.440002441406,1585900,93.6079254150391
2014-11-13,110.849998474121,111.849998474121,107.25,108.160003662109,1868400,90.5683517456055
2014-11-14,108.199996948242,110.26000213623,107.699996948242,110.120002746582,960700,92.2095489501953
2014-11-17,109.5,110.889999389648,109.300003051758,110.180000305176,675000,92.2598037719727
2014-11-18,110.360000610352,111.440002441406,110.199996948242,110.889999389648,880400,92.8543167114258
2014-11-19,110.430000305176,110.889999389648,109.779998779297,110.190002441406,561000,92.2682037353516
2014-11-20,109.339996337891,110.839996337891,109.160003662109,110.360000610352,747300,92.4105377197266
2014-11-21,111.73999786377,115.129997253418,111.73999786377,113.639999389648,1355100,95.1570510864258
2014-11-24,114.370002746582,114.680000305176,113.809997558594,114.26000213623,762600,95.6761932373047
2014-11-25,114.75,115.419998168945,114.040000915527,114.809997558594,899500,96.1367416381836
2014-11-26,115.180000305176,115.199996948242,113.900001525879,114.650001525879,469400,96.0027847290039
2014-11-28,113.75,116.110000610352,112.129997253418,115.410003662109,2183400,96.6391830444336
2014-12-01,113.230003356934,113.690002441406,111.169998168945,111.620002746582,1956400,93.4656066894531
2014-12-02,112.25,116.879997253418,111.900001525879,115.690002441406,2209700,96.873649597168
2014-12-03,116.209999084473,118.319999694824,116.209999084473,117.930000305176,1384100,98.7493209838867
2014-12-04,117.669998168945,118.029998779297,115.900001525879,116.300003051758,985800,97.3844299316406
2014-12-05,114.540000915527,115.580001831055,113.540000915527,114.290000915527,1543600,95.7013320922852
2014-12-08,113.940002441406,114.180000305176,111.379997253418,111.660003662109,1076300,93.4991149902344
2014-12-09,109.809997558594,111.169998168945,109.190002441406,111.059997558594,1037100,92.9966888427734
2014-12-10,110.48999786377,110.870002746582,106.620002746582,106.870002746582,1365600,89.4881591796875
2014-12-11,107.370002746582,108.309997558594,106.569999694824,106.889999389648,1425100,89.5048980712891
2014-12-12,105.580001831055,106.860000610352,104.769996643066,104.800003051758,1780500,87.7548446655273
2014-12-15,105.639999389648,106.190002441406,103.150001525879,103.379997253418,1321100,86.5657806396484
2014-12-16,103.690002441406,106.459999084473,103.099998474121,104.830001831055,2295900,87.7799377441406
2014-12-17,104.959999084473,108.160003662109,104.269996643066,107.930000305176,1988200,90.3757553100586
2014-12-18,109.690002441406,111.470001220703,109.319999694824,111.440002441406,1587100,93.3148803710938
2014-12-19,112.089996337891,112.639999389648,111.169998168945,111.790000915527,2296900,93.6079406738281
2014-12-22,112,112.550003051758,110.980003356934,112.389999389648,778600,94.1103591918945
2014-12-23,112.949996948242,114.059997558594,112.519996643066,113.290000915527,620600,94.8639831542969
2014-12-24,113.540000915527,113.76000213623,112.400001525879,112.930000305176,320900,94.5625457763672
2014-12-26,113,113.690002441406,112.870002746582,113.01000213623,326900,94.629524230957
2014-12-29,112.790000915527,113.569999694824,112.190002441406,113.089996337891,401800,94.6965103149414
2014-12-30,113.26000213623,113.26000213623,112.069999694824,112.349998474121,484200,94.0768508911133
2014-12-31,112.650001525879,113.360000610352,111.080001831055,111.199996948242,617600,93.1139068603516
2015-01-02,111.930000305176,112.580001831055,109.949996948242,111.040000915527,712600,92.9799346923828
2015-01-05,109.660003662109,109.930000305176,107.080001831055,107.309997558594,1337500,89.8566055297852
2015-01-06,107.25,107.769996643066,104.889999389648,106.080001831055,1059900,88.8266525268555
2015-01-07,107.180000305176,107.550003051758,105.919998168945,106.26000213623,1242100,88.9773559570312
2015-01-08,107.339996337891,109.410003662109,107.169998168945,109.389999389648,847400,91.5983276367188
2015-01-09,109.970001220703,109.970001220703,106.209999084473,107.51000213623,1123000,90.0240783691406
2015-01-12,107.23999786377,107.279998779297,105.180000305176,106,667700,88.759651184082
2015-01-13,106.449996948242,107.089996337891,103.26000213623,104.480003356934,912800,87.4868927001953
2015-01-14,103,105.019996643066,102.599998474121,104.870002746582,1799100,87.8134613037109
2015-01-15,105.430000305176,106.309997558594,104.300003051758,104.800003051758,1280600,87.7548446655273
2015-01-16,104.48999786377,104.769996643066,102.309997558594,104.690002441406,1392100,87.6627197265625
2015-01-20,105.389999389648,106.01000213623,104.220001220703,105.449996948242,1129800,88.2990951538086
2015-01-21,104.970001220703,106.48999786377,104.970001220703,106.389999389648,684400,89.0862274169922
2015-01-22,108.209999084473,109.019996643066,106.470001220703,108.519996643066,1806800,90.8697967529297
2015-01-23,108.25,108.849998474121,106.730003356934,106.860000610352,1075600,89.4797897338867
