"Fecha","PRU.Open","PRU.High","PRU.Low","PRU.Close","PRU.Volume","PRU.Adjusted"
2013-11-01,81.5999984741211,81.6699981689453,80.5999984741211,81.1900024414062,1557800,54.4261245727539
2013-11-04,81.2699966430664,81.6500015258789,80.6999969482422,81.5699996948242,1235400,54.6808624267578
2013-11-05,81.4300003051758,81.870002746582,80.6999969482422,81.4700012207031,1561300,54.6138381958008
2013-11-06,81.6600036621094,82.6399993896484,81.2099990844727,81.7900009155273,2199300,54.8283538818359
2013-11-07,82.2300033569336,85.8899993896484,81.75,83.7600021362305,5859000,56.1489601135254
2013-11-08,84.0299987792969,87.8499984741211,83.9499969482422,86.9000015258789,4144200,58.2538681030273
2013-11-11,86.879997253418,86.879997253418,85.9400024414062,86.4899978637695,1984400,57.9790153503418
2013-11-12,86.129997253418,87.4199981689453,86,86.6399993896484,2619400,58.0795631408691
2013-11-13,86.2900009155273,87.870002746582,86.120002746582,87.8300018310547,2439100,58.8772926330566
2013-11-14,88.3300018310547,89.3099975585938,88.0199966430664,89.0500030517578,2947300,59.6951217651367
2013-11-15,88.4100036621094,89,87.5999984741211,88.620002746582,2501400,59.4068756103516
2013-11-18,88.6900024414062,89.9599990844727,88.4300003051758,88.6500015258789,3126800,59.4269752502441
2013-11-19,88.5999984741211,89.5299987792969,88.4300003051758,88.9800033569336,1883100,59.6482009887695
2013-11-20,89.2300033569336,89.5299987792969,88.5299987792969,88.8899993896484,1844200,59.5878601074219
2013-11-21,89.3499984741211,90.6399993896484,89.2399978637695,90.1999969482422,2740400,60.4660186767578
2013-11-22,89.5,90.120002746582,89.4000015258789,90.0699996948242,1868600,60.7357711791992
2013-11-25,90.1399993896484,90.1999969482422,89.1100006103516,89.2300033569336,1697400,60.1693305969238
2013-11-26,89.3099975585938,90.2399978637695,89.1900024414062,89.7399978637695,1959800,60.5132446289062
2013-11-27,90.379997253418,90.3899993896484,88.9400024414062,89.2799987792969,1529400,60.2030487060547
2013-11-29,89.4300003051758,89.870002746582,88.7300033569336,88.7600021362305,1249400,59.8524131774902
2013-12-02,88.9300003051758,90.5299987792969,88.6999969482422,89.4599990844727,2238600,60.3244323730469
2013-12-03,89.2200012207031,89.6699981689453,87.5100021362305,87.7600021362305,3360300,59.1780891418457
2013-12-04,87.7300033569336,88.8899993896484,86.9499969482422,87.7600021362305,2052400,59.1780891418457
2013-12-05,87.5599975585938,88.3899993896484,87.0299987792969,87.6999969482422,2429000,59.137638092041
2013-12-06,88.9800033569336,89.6999969482422,88.8300018310547,88.9100036621094,2202700,59.9535522460938
2013-12-09,88.9400024414062,89.8199996948242,88.6500015258789,88.9800033569336,2083900,60.0007591247559
2013-12-10,88.75,89.2900009155273,87.9100036621094,89.0299987792969,1513200,60.0344619750977
2013-12-11,88.9400024414062,89.3099975585938,87.879997253418,88.0599975585938,2523900,59.3803787231445
2013-12-12,88.2600021362305,89.120002746582,87.879997253418,88.3300018310547,2507800,59.5624504089355
2013-12-13,88.4599990844727,88.9599990844727,87.870002746582,88.1900024414062,1533300,59.4680633544922
2013-12-16,88.6699981689453,89.1999969482422,88.4599990844727,88.6800003051758,1516000,59.798454284668
2013-12-17,88.6800003051758,88.7799987792969,87.6399993896484,87.9499969482422,1666000,59.3062133789062
2013-12-18,88.4499969482422,90.6399993896484,87.3899993896484,90.5899963378906,2735200,61.0864067077637
2013-12-19,90.0100021362305,90.7200012207031,89.7799987792969,90.1699981689453,2667100,60.8031768798828
2013-12-20,90.1900024414062,91.6800003051758,90.0100021362305,91.3300018310547,2995500,61.5853996276855
2013-12-23,91.6900024414062,92.1800003051758,91.0800018310547,91.5,1624300,61.7000198364258
2013-12-24,91.5,91.9899978637695,91.2300033569336,91.9100036621094,477900,61.9765281677246
2013-12-26,91.9599990844727,92.5999984741211,91.7200012207031,92.4300003051758,867400,62.3271408081055
2013-12-27,92.5,92.6800003051758,91.7399978637695,91.8300018310547,913800,61.9225578308105
2013-12-30,91.6500015258789,91.9899978637695,91.1800003051758,91.5,980300,61.7000198364258
2013-12-31,91.620002746582,92.3099975585938,91.5899963378906,92.2200012207031,993300,62.185546875
2014-01-02,91.5,91.6399993896484,90.0899963378906,90.7600021362305,1694900,61.201042175293
2014-01-03,90.0599975585938,91.0500030517578,90,90.2099990844727,1660200,60.8301467895508
2014-01-06,90.4199981689453,90.9800033569336,90.0500030517578,90.5,2166500,61.0257148742676
2014-01-07,91.1399993896484,91.9300003051758,90.5699996948242,90.8399963378906,1701900,61.2549934387207
2014-01-08,90.9100036621094,91.5699996948242,90.620002746582,90.9300003051758,2005900,61.3156776428223
2014-01-09,91.1900024414062,91.9100036621094,90.8000030517578,91.2300033569336,1676000,61.5179710388184
2014-01-10,90.9700012207031,91.1900024414062,89.8399963378906,90.7300033569336,1804600,61.1808090209961
2014-01-13,90.4300003051758,90.870002746582,88.3199996948242,88.5299987792969,2074200,59.6972999572754
2014-01-14,89.2099990844727,89.8600006103516,88.7200012207031,89.6699981689453,1574000,60.4660339355469
2014-01-15,90.0299987792969,91.0500030517578,89.7099990844727,91.0299987792969,1959600,61.3830947875977
2014-01-16,90.5199966430664,90.9899978637695,89.9400024414062,90.3600006103516,1715800,60.9313011169434
2014-01-17,90.2799987792969,90.7900009155273,89.9000015258789,90.2300033569336,2348000,60.843635559082
2014-01-21,90.5800018310547,91.0899963378906,89.6999969482422,90.129997253418,1676300,60.7762184143066
2014-01-22,90.0500030517578,90.5299987792969,89.0599975585938,89.5100021362305,1710300,60.3581275939941
2014-01-23,88.629997253418,88.8000030517578,87.0199966430664,87.5100021362305,3179700,59.009521484375
2014-01-24,86.8199996948242,87.3300018310547,84.3499984741211,84.3600006103516,3546000,56.8854217529297
2014-01-27,84.4300003051758,84.8099975585938,82.3099975585938,83.3899993896484,3138800,56.2313385009766
2014-01-28,83.8300018310547,85,83.8000030517578,84.4599990844727,1945100,56.9528427124023
2014-01-29,83.629997253418,84.5500030517578,83.25,83.8199996948242,2438400,56.5212860107422
2014-01-30,84.7799987792969,85.5199966430664,84.3000030517578,85.2099990844727,1489200,57.4585838317871
2014-01-31,83.7399978637695,85.5,83.3499984741211,84.3899993896484,2228800,56.905647277832
2014-02-03,84.4199981689453,84.7900009155273,80.3499984741211,80.4499969482422,3285100,54.248836517334
2014-02-04,81.1699981689453,82.9599990844727,81.0100021362305,82.5199966430664,2494100,55.644660949707
2014-02-05,82.1999969482422,82.9700012207031,81.0699996948242,82.7200012207031,3304900,55.7795333862305
2014-02-06,81.7200012207031,82.2699966430664,79.5400009155273,82.25,7595800,55.4626045227051
2014-02-07,82.5400009155273,83.6100006103516,81.7399978637695,83.4100036621094,4464100,56.244800567627
2014-02-10,83.3399963378906,83.6699981689453,82.2799987792969,82.7900009155273,1975000,55.8267517089844
2014-02-11,82.9499969482422,84.870002746582,82.5100021362305,84.5299987792969,2866700,57.0000457763672
2014-02-12,84.5299987792969,85.3399963378906,83.9100036621094,84.3399963378906,1793400,56.871940612793
2014-02-13,83.5599975585938,84.6600036621094,83.1100006103516,84.620002746582,2172700,57.0607376098633
2014-02-14,84.379997253418,85.2300033569336,84.2200012207031,84.9899978637695,1964500,57.3102188110352
2014-02-18,84.870002746582,85.6699981689453,84.7900009155273,85.4100036621094,2169800,57.5934524536133
2014-02-19,85.1600036621094,87.0299987792969,84.1699981689453,84.2799987792969,2672900,56.831485748291
2014-02-20,84.3099975585938,84.9100036621094,83.1100006103516,84.4899978637695,2942100,56.9730758666992
2014-02-21,83.9599990844727,84.4000015258789,83.6999969482422,83.9300003051758,1677000,56.952709197998
2014-02-24,83.870002746582,85.370002746582,83.7200012207031,84.9599990844727,1950300,57.6516380310059
2014-02-25,84.5800018310547,84.9100036621094,83.8899993896484,84.120002746582,1982100,57.0816535949707
2014-02-26,84.2600021362305,84.6100006103516,83.5,84.1600036621094,1443300,57.1088104248047
2014-02-27,83.9800033569336,84.4800033569336,83.1699981689453,84.1600036621094,1994100,57.1088104248047
2014-02-28,84.3899993896484,85.4899978637695,83.9800033569336,84.5800018310547,2297300,57.3938102722168
2014-03-03,83.5199966430664,83.8000030517578,82.5899963378906,82.9899978637695,2393300,56.3148574829102
2014-03-04,84.1900024414062,85.620002746582,84.1900024414062,85.3300018310547,2806300,57.9027252197266
2014-03-05,85.3399963378906,86.4300003051758,85,86,2781000,58.3573684692383
2014-03-06,86.3899993896484,87.3300018310547,86.3899993896484,86.7699966430664,2276000,58.8798599243164
2014-03-07,87.9499969482422,89.7699966430664,87.9300003051758,88.5800018310547,4372000,60.1080894470215
2014-03-10,88.0899963378906,89.0800018310547,87.7399978637695,88.3499984741211,2147500,59.9519958496094
2014-03-11,88.5400009155273,88.6500015258789,87.0800018310547,87.4499969482422,2014900,59.3412818908691
2014-03-12,86.7099990844727,86.8300018310547,85.7099990844727,86.4000015258789,2517200,58.628791809082
2014-03-13,86.8499984741211,87.0199966430664,84.120002746582,84.370002746582,2632100,57.2513008117676
2014-03-14,84.1699981689453,85.0400009155273,83.6600036621094,83.7300033569336,2099100,56.817008972168
