"Fecha","PG.Open","PG.High","PG.Low","PG.Close","PG.Volume","PG.Adjusted"
2013-11-01,80.6800003051758,81.3300018310547,80.6399993896484,81.1500015258789,6802300,60.8655128479004
2013-11-04,81.4599990844727,81.7300033569336,80.9100036621094,81.3300018310547,5460100,61.0005073547363
2013-11-05,81.129997253418,81.7399978637695,80.8499984741211,81.4300003051758,4949300,61.0755271911621
2013-11-06,81.6399993896484,83.0999984741211,81.3300018310547,82.8099975585938,9526400,62.1105690002441
2013-11-07,82.9100036621094,83.0999984741211,82.1100006103516,82.3199996948242,10087700,61.743034362793
2013-11-08,82.2799987792969,82.5699996948242,81.6699981689453,82.5100021362305,9768400,61.8855476379395
2013-11-11,82.3499984741211,82.6800003051758,82.0199966430664,82.2600021362305,6173600,61.6980590820312
2013-11-12,82.2300033569336,83.0400009155273,82.120002746582,82.8000030517578,8201700,62.1030578613281
2013-11-13,82.5699996948242,83.5,82.4599990844727,83.5,7581600,62.6281051635742
2013-11-14,83.4300003051758,84.4599990844727,83.4300003051758,84.3199996948242,7580500,63.2431259155273
2013-11-15,84.1699981689453,84.9199981689453,84.1600036621094,84.8399963378906,9664700,63.6331520080566
2013-11-18,84.7900009155273,84.9400024414062,84.1800003051758,84.5699996948242,8507300,63.4306335449219
2013-11-19,84.3099975585938,84.5899963378906,84.2099990844727,84.3399963378906,7924200,63.2581253051758
2013-11-20,84.3099975585938,84.9800033569336,84.2399978637695,84.6900024414062,7680900,63.520637512207
2013-11-21,84.8399963378906,84.8899993896484,84.5100021362305,84.6699981689453,7287700,63.5056343078613
2013-11-22,84.5299987792969,85,84.2300033569336,84.9499969482422,7436200,63.7156524658203
2013-11-25,84.9599990844727,85.8199996948242,84.8499984741211,85.4100036621094,9670500,64.0606918334961
2013-11-26,85.1999969482422,85.7600021362305,84.6399993896484,84.6399993896484,7111600,63.4831237792969
2013-11-27,84.879997253418,84.8899993896484,84.0199966430664,84.2799987792969,4905000,63.2131118774414
2013-11-29,84.7699966430664,85.2099990844727,84.1500015258789,84.2200012207031,4954500,63.1681213378906
2013-12-02,84.0400009155273,84.1500015258789,83.0999984741211,83.3399963378906,7497500,62.5080795288086
2013-12-03,83.3000030517578,84,83.2300033569336,83.8300018310547,7533200,62.8756141662598
2013-12-04,83.379997253418,83.4899978637695,82.5899963378906,83.3499984741211,6807200,62.5156021118164
2013-12-05,83.3899993896484,83.4499969482422,82.3000030517578,82.6900024414062,8186600,62.020565032959
2013-12-06,83.2300033569336,84.5299987792969,83.1699981689453,84.5199966430664,7189400,63.3931274414062
2013-12-09,84.4800033569336,84.9400024414062,84.3399963378906,84.7799987792969,7395300,63.5881423950195
2013-12-10,84.4100036621094,84.4300003051758,83.4300003051758,83.6500015258789,7373300,62.7405967712402
2013-12-11,83.7399978637695,84.5,83.6100006103516,84.0199966430664,9787900,63.0180969238281
2013-12-12,83.8199996948242,83.870002746582,81.9300003051758,82.3000030517578,10176300,61.7280693054199
2013-12-13,82.3199996948242,82.4599990844727,81.5599975585938,82.370002746582,7441600,61.7805404663086
2013-12-16,82.7200012207031,83.0699996948242,81.5999984741211,81.6900024414062,8849700,61.2705345153809
2013-12-17,81.7900009155273,81.8499984741211,80.6900024414062,80.9100036621094,11416400,60.6854858398438
2013-12-18,81.2099990844727,82.4199981689453,80.4800033569336,82.379997253418,12036100,61.7880630493164
2013-12-19,81.9800033569336,82.2900009155273,81.5100021362305,81.9000015258789,6442600,61.4280586242676
2013-12-20,81.9800033569336,82.5400009155273,81.8199996948242,81.8399963378906,13206100,61.3830451965332
2013-12-23,82.1399993896484,82.1399993896484,81.0100021362305,81.3099975585938,8653600,60.9855041503906
2013-12-24,81.3300018310547,81.6100006103516,81.25,81.3099975585938,2899100,60.9855041503906
2013-12-26,81.4899978637695,81.8899993896484,81.2900009155273,81.7600021362305,5347000,61.3230361938477
2013-12-27,82.0899963378906,82.4800033569336,81.8600006103516,82.0100021362305,4006000,61.5105323791504
2013-12-30,82,82.0500030517578,81.5699996948242,82,4145600,61.5030288696289
2013-12-31,81.8300018310547,82,81.0899963378906,81.4100036621094,5765300,61.0605049133301
2014-01-02,81.3300018310547,81.3600006103516,80.3199996948242,80.5400009155273,6981700,60.4079856872559
2014-01-03,80.7600021362305,80.8499984741211,80.1900024414062,80.4499969482422,6925600,60.3404922485352
2014-01-06,80.6100006103516,80.9800033569336,80.3000030517578,80.6399993896484,7208200,60.4829902648926
2014-01-07,80.7099990844727,81.5800018310547,80.620002746582,81.4199981689453,7158200,61.0680198669434
2014-01-08,80.9700012207031,81.1500015258789,80.0500030517578,80.2399978637695,13458800,60.182975769043
2014-01-09,80.5400009155273,80.8000030517578,80.0299987792969,80.4199981689453,10833900,60.317985534668
2014-01-10,80.5899963378906,80.8899993896484,80.1999969482422,80.3000030517578,8448300,60.2279624938965
2014-01-13,80.0100021362305,80.5,79.6900024414062,80.0100021362305,9360800,60.0104484558105
2014-01-14,80.0599975585938,80.9199981689453,80.0199966430664,80.870002746582,8737100,60.6554832458496
2014-01-15,80.6999969482422,81.1800003051758,80.25,80.7900009155273,8221900,60.5954895019531
2014-01-16,80.6500015258789,80.8300018310547,80.2600021362305,80.5599975585938,11673300,60.4229927062988
2014-01-17,80.4199981689453,80.6399993896484,79.8000030517578,79.879997253418,13629800,59.912956237793
2014-01-21,80.5899963378906,80.7200012207031,79.5400009155273,80.1800003051758,13216400,60.1379623413086
2014-01-22,79.5699996948242,79.879997253418,79.0500030517578,79.2300033569336,8455600,59.8749809265137
2014-01-23,78.7099990844727,78.9700012207031,78.120002746582,78.2399978637695,12667700,59.1268348693848
2014-01-24,79.3300018310547,81.6999969482422,78.7799987792969,79.1800003051758,20163200,59.8371887207031
2014-01-27,79.2399978637695,79.3000030517578,78.4199981689453,78.4700012207031,10395400,59.3006362915039
2014-01-28,78.6699981689453,79.5199966430664,78.4300003051758,79.1100006103516,10060800,59.784309387207
2014-01-29,78.8000030517578,78.8000030517578,77.379997253418,77.6399993896484,13443100,58.6733894348145
2014-01-30,78.0500030517578,78.0500030517578,76.7699966430664,76.870002746582,9450500,58.091495513916
2014-01-31,76.0299987792969,77.1900024414062,75.2600021362305,76.620002746582,12988800,57.902587890625
2014-02-03,76.6900024414062,76.7600021362305,75.5999984741211,75.6999969482422,14292700,57.2073249816895
2014-02-04,76,76.3899993896484,75.4000015258789,76.0899963378906,12055400,57.5020446777344
2014-02-05,75.9400024414062,76.8000030517578,75.6699981689453,76.4499969482422,9734100,57.7741012573242
2014-02-06,76.5299987792969,76.9899978637695,76.4800033569336,76.9000015258789,7819700,58.1141586303711
2014-02-07,76.9899978637695,77.3899993896484,76.75,77.3099975585938,7259200,58.424015045166
2014-02-10,77.4300003051758,78.0899963378906,77.1900024414062,78.0299987792969,8959700,58.9681205749512
2014-02-11,78.0999984741211,79.1100006103516,77.6399993896484,78.8399963378906,10500800,59.5802764892578
