"Fecha","PNW.Open","PNW.High","PNW.Low","PNW.Close","PNW.Volume","PNW.Adjusted"
2013-11-01,56.0800018310547,56.7200012207031,56.0099983215332,56.2400016784668,1241400,38.1756973266602
2013-11-04,56.5400009155273,56.5699996948242,55.8499984741211,56.3199996948242,1030300,38.2299995422363
2013-11-05,56.1300010681152,56.4599990844727,55.6199989318848,55.6300010681152,1041700,37.7616310119629
2013-11-06,55.7299995422363,56.310001373291,55.7299995422363,56.1199989318848,1304300,38.09423828125
2013-11-07,56.2200012207031,56.4700012207031,55.4599990844727,55.6599998474121,1053100,37.781982421875
2013-11-08,55.4700012207031,55.8300018310547,54.7999992370605,55.7299995422363,1080700,37.8295021057129
2013-11-11,55.7299995422363,56.1100006103516,55.0800018310547,55.2900009155273,826700,37.530834197998
2013-11-12,55.2400016784668,55.2400016784668,54.5800018310547,54.6699981689453,843500,37.109977722168
2013-11-13,54.2999992370605,54.5200004577637,53.939998626709,54.3300018310547,1416200,36.8791809082031
2013-11-14,54.6599998474121,55.9000015258789,54.6100006103516,55.7200012207031,1407900,37.8227157592773
2013-11-15,55.3300018310547,55.6300010681152,54.2900009155273,55.5999984741211,2499800,37.7412605285645
2013-11-18,55.5400009155273,55.5400009155273,55,55.4000015258789,937000,37.6055030822754
2013-11-19,55.189998626709,55.3600006103516,54.4900016784668,54.7000007629395,873900,37.1303443908691
2013-11-20,54.6800003051758,54.689998626709,53.9900016784668,54.0200004577637,850100,36.6687622070312
2013-11-21,54.2000007629395,54.7599983215332,53.9799995422363,54.5400009155273,755300,37.0217247009277
2013-11-22,54.4500007629395,54.6699981689453,54.189998626709,54.3199996948242,774700,36.8724060058594
2013-11-25,54.3499984741211,54.6100006103516,53.9000015258789,53.9500007629395,710200,36.6212425231934
2013-11-26,54.0400009155273,54.0699996948242,53.1100006103516,53.1100006103516,1188300,36.0510520935059
2013-11-27,53.0800018310547,53.310001373291,52.810001373291,53.1399993896484,614500,36.071403503418
2013-11-29,53.2200012207031,53.7299995422363,53,53.3600006103516,473500,36.2207527160645
2013-12-02,53.3300018310547,53.5499992370605,52.7599983215332,53.0099983215332,842300,35.9831771850586
2013-12-03,52.9700012207031,53.0800018310547,52.439998626709,53.0400009155273,1489200,36.003532409668
2013-12-04,52.7099990844727,53.3499984741211,52.5499992370605,53.2400016784668,1348200,36.1392974853516
2013-12-05,53.1699981689453,53.1699981689453,52.6800003051758,53.0800018310547,940700,36.0306854248047
2013-12-06,53.310001373291,53.9700012207031,53.1599998474121,53.8600006103516,595700,36.5601463317871
2013-12-09,53.810001373291,53.8600006103516,53.25,53.3499984741211,996100,36.2139511108398
2013-12-10,53.3400001525879,53.7000007629395,52.7299995422363,52.8699989318848,1600100,35.8881378173828
2013-12-11,52.7700004577637,52.9900016784668,52.4099998474121,52.5499992370605,894900,35.6709251403809
2013-12-12,52.6599998474121,53.3899993896484,52.5999984741211,52.7900009155273,1395800,35.8338394165039
2013-12-13,52.8600006103516,53.3499984741211,52.6699981689453,52.7999992370605,660200,35.840633392334
2013-12-16,53.1300010681152,53.5900001525879,52.8400001525879,53.2200012207031,730600,36.125732421875
2013-12-17,53.1800003051758,53.2799987792969,52.7799987792969,52.8800010681152,1028600,35.8949203491211
2013-12-18,52.8699989318848,53.7900009155273,52.3199996948242,53.7799987792969,1450400,36.5058517456055
2013-12-19,53.5200004577637,53.689998626709,52.6399993896484,53.0999984741211,879500,36.0442657470703
2013-12-20,53.2299995422363,53.5299987792969,52.8499984741211,53.0800018310547,2371900,36.0306854248047
2013-12-23,53.4099998474121,53.4799995422363,52.9900016784668,53.0800018310547,964300,36.0306854248047
2013-12-24,52.9700012207031,53.4500007629395,52.8300018310547,53.2000007629395,236200,36.1121444702148
2013-12-26,53.1800003051758,53.2900009155273,52.9000015258789,53,564400,35.9763793945312
2013-12-27,53.2999992370605,53.3899993896484,52.9700012207031,53.25,538900,36.1460914611816
2013-12-30,53.1100006103516,53.3699989318848,52.8199996948242,53.0099983215332,625100,35.9831771850586
2013-12-31,53.0999984741211,53.1699981689453,52.7099990844727,52.9199981689453,818800,35.9220657348633
2014-01-02,53,53,52.0400009155273,52.0499992370605,1210500,35.3315277099609
2014-01-03,52.189998626709,52.3699989318848,51.8400001525879,52.0699996948242,861300,35.3451042175293
