"Fecha","YUM.Open","YUM.High","YUM.Low","YUM.Close","YUM.Volume","YUM.Adjusted"
2013-11-01,48.6053199768066,49.3242263793945,48.5334281921387,49.230770111084,4559142,40.8940734863281
2013-11-04,49.5398979187012,50.3235092163086,49.4536285400391,50.2588081359863,5858475,41.7480125427246
2013-11-05,49.9568672180176,50.5535583496094,49.7627601623535,50.4888572692871,4046419,41.9391136169434
2013-11-06,50.5535583496094,50.8267440795898,50.1869163513184,50.5607490539551,4096634,41.9988441467285
2013-11-07,50.6326370239258,50.8267440795898,50.0575141906738,50.1797256469727,3700060,41.6823348999023
2013-11-08,50.0575141906738,50.7764205932617,49.8130836486816,50.733283996582,4208053,42.142147064209
2013-11-11,50.9849014282227,52.2573699951172,50.7620429992676,51.574405670166,7108706,42.8408393859863
2013-11-12,51.4450035095215,51.574405670166,50.841121673584,51.3946800231934,6719643,42.691535949707
2013-11-13,51.2940330505371,52.6599578857422,51.1861953735352,52.6168212890625,6525320,43.706729888916
2013-11-14,52.6240119934082,52.8324966430664,52.4299087524414,52.7246589660645,3442030,43.7963104248047
2013-11-15,52.8253059387207,53.1919479370117,52.6096343994141,53.184757232666,4154778,44.1784934997559
2013-11-18,53.0913009643555,53.3788642883301,52.6887130737305,52.7749824523926,3687958,43.8381195068359
2013-11-19,52.8396835327148,53.1919479370117,52.6671447753906,53.0409774780273,2774906,44.0590705871582
2013-11-20,53.1991386413574,53.1991386413574,51.8332138061523,51.9913711547852,5166035,43.187198638916
2013-11-21,52.0776405334473,54.0258827209473,52.0057525634766,53.8605308532715,7915207,44.7398338317871
2013-11-22,54.5075492858887,56.5636215209961,54.4859809875488,56.2904396057129,11573537,46.7582664489746
2013-11-25,55.9884986877441,56.340763092041,55.6793670654297,56.0819549560547,4057269,46.5850791931152
2013-11-26,55.6434211730957,56.2760581970215,55.6362342834473,55.8231506347656,4526314,46.3701133728027
2013-11-27,55.7009353637695,55.8519058227539,55.269588470459,55.7800140380859,3364968,46.3342819213867
2013-11-29,55.7800140380859,56.2473030090332,55.6146659851074,55.8447151184082,1893568,46.3880195617676
2013-12-02,55.7584457397461,56.4845428466797,55.6290435791016,55.866283416748,3478613,46.4059181213379
2013-12-03,54.2056083679199,54.9317054748535,53.7958297729492,54.3565788269043,9340287,45.1518859863281
2013-12-04,54.3925247192383,54.7519760131836,54.2056083679199,54.3925247192383,3437857,45.1817321777344
2013-12-05,53.9899368286133,54.1265296936035,53.1991386413574,53.4795112609863,5271334,44.4233283996582
2013-12-06,54.097770690918,54.1624717712402,53.256649017334,53.4651336669922,4021103,44.4113960266113
2013-12-09,53.4651336669922,53.7167510986328,53.3213500976562,53.4148101806641,3878247,44.3695869445801
2013-12-10,53.4148101806641,53.4148101806641,52.6527671813965,52.7749824523926,3445368,43.8381195068359
2013-12-11,52.9043846130371,53.2135162353516,52.3076934814453,52.4083404541016,2654028,43.5335655212402
2013-12-12,52.2142333984375,52.4011497497559,51.4018707275391,51.4737586975098,4113604,42.7572326660156
2013-12-13,51.574405670166,52.2286148071289,51.4953269958496,51.6247291564941,3095671,42.8826293945312
2013-12-16,52.5305557250977,53.1200561523438,52.2645568847656,52.645580291748,4104424,43.7306251525879
2013-12-17,52.5305557250977,52.6168212890625,51.5815963745117,51.6678657531738,3431736,42.9184722900391
2013-12-18,51.6678657531738,52.2933158874512,51.2221412658691,52.2861251831055,3615905,43.4320335388184
2013-12-19,52.1063995361328,52.4299087524414,51.6031646728516,52.3005027770996,3752501,43.443977355957
2013-12-20,52.3723945617676,53.048168182373,52.3148803710938,52.7606048583984,4312517,43.8261604309082
2013-12-23,52.8396835327148,53.1991386413574,52.3436393737793,53.1775703430176,2531898,44.1725158691406
2013-12-24,53.1703796386719,53.3357315063477,52.9331436157227,53.2710266113281,984967,44.2501564025879
2013-12-26,53.2854042053223,53.4866981506348,53.1416244506836,53.2782173156738,1130327,44.2561302185059
2013-12-27,53.4938888549805,53.4938888549805,52.8828163146973,53.1056785583496,1213369,44.1128005981445
2013-12-30,53.0913009643555,53.8964767456055,53.0841102600098,53.8605308532715,2717040,44.7398338317871
2013-12-31,53.9180450439453,54.9317054748535,53.9180450439453,54.3565788269043,2966864,45.1518859863281
2014-01-02,54.1912307739258,54.3565788269043,53.7958297729492,53.9827461242676,2721213,44.8413391113281
2014-01-03,54.2487411499023,54.7088432312012,53.9180450439453,54.3206329345703,2026826,45.1220283508301
2014-01-06,54.291877746582,54.7375984191895,54.1265296936035,54.2774963378906,4083698,45.0861854553223
2014-01-07,55.2767791748047,55.5068283081055,54.9460830688477,55.0395393371582,5035003,45.7191848754883
2014-01-08,55.1258087158203,55.5930976867676,54.7879219055176,55.0179748535156,6188003,45.7012710571289
2014-01-09,53.853343963623,54.2774963378906,53.7383193969727,53.9539909362793,5248382,44.8174629211426
2014-01-10,54.2056083679199,54.5722503662109,53.7455062866211,53.9324226379395,3591840,44.7995529174805
2014-01-13,53.925235748291,54.0043144226074,52.7102813720703,52.7749824523926,4834838,43.8381195068359
2014-01-14,52.854061126709,53.292594909668,52.5880661010742,52.645580291748,6219578,43.7306251525879
2014-01-15,52.6527671813965,53.0553550720215,52.4658508300781,52.6024436950684,4402237,43.9166793823242
2014-01-16,52.6599578857422,53.0769233703613,51.9410514831543,51.976993560791,5269525,43.3945045471191
2014-01-17,52.0704536437988,52.2358016967773,51.6678657531738,51.8332138061523,5164088,43.2744750976562
2014-01-21,52.2717475891113,52.379581451416,51.0352249145508,51.1502532958984,5081462,42.7042808532715
2014-01-22,51.4881362915039,51.7038116455078,51.1214942932129,51.2868423461914,4398342,42.8183174133301
2014-01-23,50.7117195129395,50.8123664855957,49.8346519470215,50.1797256469727,6457996,41.8940086364746
2014-01-24,49.8346519470215,50.1653480529785,49.4751968383789,49.4751968383789,5824813,41.3058052062988
2014-01-27,49.4536285400391,49.5398979187012,48.2099227905273,48.7706680297852,6489571,40.717601776123
2014-01-28,48.9503936767578,49.3170394897461,48.7778587341309,49.0294761657715,4341728,40.9336891174316
2014-01-29,48.7059669494629,48.828182220459,47.354419708252,47.8145217895508,9568272,39.9193496704102
2014-01-30,48.0589485168457,48.1524085998535,47.5700912475586,47.879222869873,6079783,39.9733657836914
2014-01-31,47.5413360595703,48.5909423828125,47.3256645202637,48.2746238708496,7493734,40.3034706115723
2014-02-03,48.425594329834,48.9288291931152,47.3328552246094,47.5629043579102,9392310,39.7092742919922
2014-02-04,51.4665718078613,52.1782875061035,50.7189064025879,51.8044586181641,19678755,43.2504653930664
2014-02-05,51.5815963745117,51.5815963745117,50.2084846496582,50.7117195129395,7912008,42.3381652832031
2014-02-06,50.8195533752441,51.6606750488281,50.7189064025879,51.1646308898926,4736911,42.7162742614746
2014-02-07,51.4665718078613,52.0776405334473,51.3659248352051,51.5672187805176,3965046,43.0523834228516
2014-02-10,51.7613220214844,52.3364486694336,51.5240821838379,52.3076934814453,5052529,43.6706047058105
2014-02-11,52.4442863464355,52.9331436157227,52.2645568847656,52.6312026977539,4988682,43.9406852722168
2014-02-12,52.7246589660645,53.0265998840332,52.645580291748,52.8468742370605,4220433,44.1207618713379
2014-02-13,52.5161743164062,53.1200561523438,52.379581451416,53.0697326660156,3078005,44.3068046569824
2014-02-14,52.8396835327148,53.1272468566895,52.5521202087402,52.782169342041,4025693,44.0667190551758
2014-02-18,52.7677917480469,53.0122222900391,52.4586639404297,52.6527671813965,3909406,43.9586944580078
2014-02-19,52.8684387207031,53.2422714233398,52.3148803710938,52.3508262634277,3123351,43.7066078186035
2014-02-20,52.4083404541016,52.7102813720703,52.084831237793,52.4658508300781,2762804,43.8026542663574
2014-02-21,52.4370956420898,52.6383895874023,52.0273170471191,52.3723945617676,2920822,43.7246170043945
2014-02-24,52.3867721557617,52.7677917480469,52.2933158874512,52.4586639404297,2503244,43.7966384887695
2014-02-25,52.4802284240723,53.0553550720215,52.1351547241211,52.6815223693848,3142269,43.9827079772949
2014-02-26,52.7318496704102,53.0122222900391,52.5089874267578,52.7606048583984,3506294,44.0487213134766
2014-02-27,52.7606048583984,53.3213500976562,52.7534141540527,53.048168182373,2980078,44.2888107299805
2014-02-28,53.0769233703613,53.4435653686523,52.7677917480469,53.256649017334,3304321,44.4628524780273
2014-03-03,52.7246589660645,53.0265998840332,52.2645568847656,52.9187622070312,3364829,44.1807594299316
2014-03-04,53.5514030456543,53.8389663696289,53.4579429626465,53.659236907959,3708684,44.7989883422852
2014-03-05,53.8677215576172,53.889289855957,53.4363784790039,53.7814521789551,2702852,44.9010124206543
2014-03-06,54.464412689209,55.8950386047363,54.4572257995605,55.5643424987793,7327232,46.3895111083984
2014-03-07,55.6290435791016,55.8519058227539,55.0035934448242,55.4708824157715,4111518,46.3114852905273
2014-03-10,55.2767791748047,55.672176361084,55.0179748535156,55.6434211730957,3365803,46.4555320739746
2014-03-11,55.6074752807617,56.0388221740723,55.3558578491211,55.5930976867676,3249932,46.4135131835938
2014-03-12,55.3702354431152,55.6002883911133,55.2336463928223,55.4421272277832,2765586,46.2874794006348
2014-03-13,55.5283966064453,55.7153129577637,54.3493881225586,54.5147361755371,3277892,45.5132179260254
2014-03-14,54.2056083679199,54.7807312011719,53.9396133422852,53.9755554199219,4622849,45.0630683898926
2014-03-17,54.2199859619141,54.4859809875488,53.8677215576172,54.0043144226074,4440489,45.0870666503906
2014-03-18,54.0474472045898,54.4284706115723,53.8677215576172,53.9611778259277,2702574,45.0510559082031
2014-03-19,54.1193389892578,54.3062553405762,52.9618988037109,53.3429183959961,2774210,44.5348892211914
2014-03-20,53.5442123413086,54.3206329345703,53.3213500976562,54.097770690918,4031674,45.1651039123535
2014-03-21,54.6369514465332,55.1401863098145,54.0833930969238,54.1121482849121,4146154,45.1771011352539
2014-03-24,54.0762023925781,54.1193389892578,53.328540802002,53.5801582336426,2917066,44.7329597473145
2014-03-25,53.8677215576172,53.8964767456055,52.890007019043,53.0409774780273,3983407,44.2828140258789
2014-03-26,53.220703125,53.6664276123047,53.1200561523438,53.3213500976562,4669448,44.5168876647949
2014-03-27,53.1631927490234,53.292594909668,51.9266700744629,52.6240119934082,5459536,43.9346885681152
2014-03-28,52.8324966430664,53.5154571533203,52.7749824523926,53.3429183959961,3167168,44.5348892211914
2014-03-31,53.8677215576172,54.3206329345703,53.5657806396484,54.1984176635742,4592526,45.2491340637207
2014-04-01,54.2846870422363,54.8166770935059,54.2846870422363,54.6800842285156,3799517,45.6512641906738
2014-04-02,56.0100631713867,56.0100631713867,54.8741912841797,55.4349403381348,5344778,46.2814750671387
2014-04-03,55.7009353637695,55.7872047424316,54.730411529541,54.9532699584961,3832205,45.8793411254883
2014-04-04,55.2192687988281,55.2624015808105,53.9971237182617,54.2343635559082,3627867,45.2791290283203
2014-04-07,54.097770690918,54.4140892028809,53.6520500183105,54.0833930969238,4565818,45.1530914306641
2014-04-08,53.8677215576172,55.097053527832,53.7095603942871,54.8598136901855,6326824,45.8013153076172
2014-04-09,54.7160301208496,55.4061813354492,54.6441421508789,55.2192687988281,4810078,46.3260307312012
2014-04-10,55.1689414978027,55.2911567687988,53.731128692627,54.0546379089355,4654008,45.3489761352539
2014-04-11,53.8461532592773,54.0402603149414,53.3932418823242,53.4651336669922,3509354,44.8544158935547
2014-04-14,53.7958297729492,54.3206329345703,53.7526969909668,54.2271766662598,3584607,45.4937324523926
2014-04-15,54.3853340148926,54.8238677978516,53.7455062866211,54.255931854248,3477361,45.5178489685059
2014-04-16,54.8310585021973,55.269588470459,54.5147361755371,55.2552108764648,3614096,46.3561782836914
2014-04-17,55.1042404174805,55.4349403381348,54.7663536071777,54.8813781738281,3611314,46.0425567626953
2014-04-21,54.2415542602539,54.7088432312012,54.0186920166016,54.6441421508789,3719951,45.8435287475586
2014-04-22,54.8022994995117,55.8159599304199,54.7088432312012,55.7009353637695,7030253,46.7301177978516
2014-04-23,57.2609634399414,57.2969093322754,54.1193389892578,55.2192687988281,10534599,46.3260307312012
2014-04-24,55.7009353637695,55.7153129577637,54.4716033935547,55.2048873901367,3275805,46.3139686584473
2014-04-25,55.0754852294922,55.9813079833984,54.9748382568359,55.8375282287598,5415719,46.8447151184082
2014-04-28,56.1322784423828,56.1394691467285,55.3558578491211,55.8519058227539,5326000,46.8567771911621
2014-04-29,55.938175201416,56.0028762817383,55.2552108764648,55.341480255127,4141703,46.4285545349121
2014-04-30,55.269588470459,55.3702354431152,54.8094902038574,55.3486709594727,2629964,46.4345970153809
2014-05-01,55.2983474731445,55.341480255127,54.5434951782227,54.8166770935059,4208331,45.98828125
2014-05-02,54.9604606628418,55.3271026611328,54.7375984191895,54.7807312011719,3237135,45.9581298828125
2014-05-05,54.6441421508789,54.9317054748535,54.2846870422363,54.8526229858398,2213777,46.018440246582
2014-05-06,54.8382453918457,55.3199157714844,54.5147361755371,54.5291175842285,2751537,45.7470359802246
2014-05-07,54.730411529541,54.7807312011719,54.2415542602539,54.4716033935547,2907746,45.6987915039062
2014-05-08,54.4716033935547,54.9676475524902,54.4356575012207,54.5938186645508,3632318,45.8013153076172
2014-05-09,54.8382453918457,54.8885688781738,54.2703094482422,54.8741912841797,2167178,46.0365371704102
2014-05-12,54.9460830688477,55.0826721191406,54.5434951782227,54.730411529541,3380686,45.9159088134766
2014-05-13,55.1042404174805,55.2480239868164,54.8238677978516,54.9748382568359,2528003,46.1209678649902
2014-05-14,55.0898628234863,55.2336463928223,54.3853340148926,54.536304473877,1867000,45.753044128418
2014-05-15,54.5794372558594,54.658519744873,53.2494621276855,53.8245887756348,4419763,45.1559677124023
2014-05-16,53.7167510986328,53.9180450439453,53.4795112609863,53.7814521789551,2971037,45.1197738647461
2014-05-19,53.6017265319824,53.7239418029785,53.3141632080078,53.6304817199707,2622452,44.9931335449219
2014-05-20,53.7455062866211,54.2990646362305,53.4220008850098,53.6736145019531,3849593,45.0293159484863
2014-05-21,53.8749084472656,53.8749084472656,53.4723205566406,53.6808052062988,2366091,45.035343170166
2014-05-22,53.6520500183105,54.0186920166016,53.450756072998,53.8245887756348,2450803,45.1559677124023
2014-05-23,53.8245887756348,53.9108543395996,53.5442123413086,53.7526969909668,2442040,45.0956535339355
2014-05-27,54.0762023925781,54.8957595825195,53.9468002319336,54.7591667175293,3072163,45.9400329589844
2014-05-28,54.6441421508789,55.499641418457,54.3997116088867,55.3127250671387,4122089,46.4044418334961
2014-05-29,55.2983474731445,55.499641418457,54.8885688781738,55.1545639038086,3113893,46.2717552185059
2014-05-30,55.2408332824707,55.6434211730957,55.1042404174805,55.5787200927734,4008862,46.6275939941406
2014-06-02,55.3271026611328,56.1826019287109,55.3271026611328,56.1610336303711,2267469,47.1161231994629
2014-06-03,56.0603866577148,56.6211357116699,55.8590927124023,56.5420570373535,3823024,47.4357757568359
2014-06-04,56.5348663330078,56.6067581176758,56.146656036377,56.5779991149902,2924995,47.4659385681152
2014-06-05,56.7002143859863,57.0381011962891,56.4701652526855,56.8727531433105,2383896,47.7132225036621
2014-06-06,57.0093460083008,57.5053901672363,56.8224296569824,57.5053901672363,3143382,48.2439651489258
2014-06-09,57.4622573852539,57.6563606262207,57.1962623596191,57.3831787109375,4345206,48.1414413452148
2014-06-10,57.2034492492676,57.3687973022461,56.815242767334,57.0812377929688,1811638,47.8881149291992
2014-06-11,56.8368072509766,57.2393951416016,56.6858367919922,57.1746940612793,2057845,47.9665260314941
2014-06-12,57.2106399536133,57.4263114929199,56.5276794433594,56.6283264160156,2695202,47.5081596374512
2014-06-13,56.5995674133301,57.0668563842773,56.2544937133789,56.9590225219727,2403509,47.7855911254883
2014-06-16,56.707405090332,56.8943214416504,56.5564346313477,56.8655624389648,1929734,47.7071876525879
2014-06-17,56.7361602783203,57.181884765625,56.6139488220215,57.145938873291,1924866,47.9424057006836
2014-06-18,57.181884765625,57.3472328186035,56.707405090332,57.2825317382812,1347462,48.0570068359375
2014-06-19,57.476634979248,57.9798698425293,57.3903656005859,57.7785758972168,3144634,48.4731483459473
2014-06-20,57.7785758972168,57.951114654541,57.5772819519043,57.8720359802246,3272049,48.5515632629395
2014-06-23,57.9367370605469,58.0445709228516,57.5916595458984,57.951114654541,2435919,48.6179046630859
2014-06-24,57.7498207092285,58.353702545166,57.6779289245605,57.9439239501953,2236450,48.6118621826172
2014-06-25,57.9439239501953,59.0222854614258,57.7785758972168,58.9360160827637,4047532,49.4441795349121
2014-06-26,58.9503936767578,59.0438537597656,58.3608894348145,58.7490997314453,2964360,49.2873802185059
2014-06-27,58.7275352478027,58.9791526794434,58.3968353271484,58.8856925964355,2583087,49.4019737243652
2014-06-30,58.8066139221191,58.8066139221191,58.2314872741699,58.3752708435059,2818444,48.973747253418
2014-07-01,58.6772117614746,58.9144515991211,58.4615364074707,58.6196975708008,3235049,49.1788177490234
2014-07-02,58.6987762451172,59.1157455444336,58.6340751647949,58.8928833007812,2000119,49.4080047607422
2014-07-03,58.9144515991211,59.6261672973633,58.8425598144531,59.302661895752,1719276,49.7517852783203
2014-07-07,59.2523345947266,59.302661895752,58.5334281921387,59.158878326416,2403509,49.6311531066895
2014-07-08,59.2092018127441,59.4751968383789,58.8569374084473,59.1660690307617,4194839,49.6371841430664
2014-07-09,58.8066139221191,59.9784317016602,58.7706680297852,59.8346519470215,4220155,50.4247894287109
2014-07-10,59.2739028930664,59.4680099487305,58.9288291931152,59.2882804870605,2352042,49.9643440246582
2014-07-11,59.2810935974121,59.489574432373,58.8928833007812,59.2020111083984,1785209,49.8916358947754
2014-07-14,59.561466217041,59.9856224060059,59.3673629760742,59.8777847290039,2746808,50.4611434936523
2014-07-15,59.8993530273438,60.0862693786621,59.4536285400391,59.7987060546875,3725515,50.3944931030273
2014-07-16,59.892162322998,59.9928092956543,59.3529815673828,59.4608192443848,5010799,50.1097526550293
2014-07-17,57.9295463562012,58.2314872741699,55.1042404174805,55.3630485534668,17902448,46.6564178466797
2014-07-18,55.4493179321289,56.412654876709,55.3918037414551,55.6577987670898,6984489,46.9048042297363
2014-07-21,54.9460830688477,54.9460830688477,53.2710266113281,53.292594909668,11790533,44.9115791320801
2014-07-22,53.6304817199707,54.0258827209473,53.4148101806641,53.8030204772949,6214432,45.3417129516602
2014-07-23,54.2271766662598,54.2990646362305,53.7023735046387,53.7095603942871,8027183,45.2629623413086
2014-07-24,53.9180450439453,53.9180450439453,53.0050315856934,53.0841102600098,8249326,44.7358741760254
2014-07-25,53.1200561523438,53.4866981506348,53.1200561523438,53.2278938293457,4433952,44.8570365905762
2014-07-28,53.3357315063477,53.4866981506348,53.048168182373,53.3141632080078,4714099,44.929744720459
2014-07-29,53.5370254516602,53.9755554199219,53.0625457763672,53.0625457763672,5170625,44.717700958252
2014-07-30,53.1488151550293,53.2422714233398,52.3364486694336,52.4802284240723,7335717,44.2269668579102
2014-07-31,49.3817405700684,49.9496765136719,48.9503936767578,49.892162322998,24729337,42.0459022521973
2014-08-01,49.9424858093262,50.7548522949219,49.928108215332,50.6542053222656,9857461,42.6881141662598
2014-08-04,50.7189064025879,51.0855484008789,50.438533782959,50.4529113769531,6494440,42.5184745788574
2014-08-05,50.7260971069336,50.7260971069336,50.0071907043457,50.0287551879883,8544218,42.1610145568848
2014-08-06,50.3882102966309,50.7117195129395,50.035945892334,50.3235092163086,4252843,42.4094200134277
