"Fecha","EQT.Open","EQT.High","EQT.Low","EQT.Close","EQT.Volume","EQT.Adjusted"
2013-11-01,46.6630363464355,47.114860534668,45.873706817627,46.5378341674805,2889785,44.1134796142578
2013-11-04,46.7827987670898,46.9842147827148,46.3473052978516,46.8698959350586,2087751,44.4282417297363
2013-11-05,46.804573059082,46.804573059082,45.9880256652832,45.9880256652832,2284126,43.5923042297363
2013-11-06,46.401741027832,46.6739234924316,45.1388130187988,45.1823616027832,4073548,42.8286285400391
2013-11-07,45.3021240234375,45.4164390563965,43.9412078857422,44.115406036377,4490914,41.8172416687012
2013-11-08,44.0773010253906,45.557975769043,44.0773010253906,45.3892211914062,4131780,43.0247116088867
2013-11-11,45.2313537597656,45.4545440673828,44.8884048461914,45.3456726074219,1778767,42.9834251403809
2013-11-12,45.7158393859863,46.287425994873,45.5198707580566,46.0097999572754,3844290,43.6129493713379
2013-11-13,45.9880256652832,46.2710952758789,45.3728904724121,46.1839942932129,2660895,43.7936172485352
2013-11-14,46.287425994873,46.6957015991211,45.5470886230469,46.3908538818359,2577678,43.9897689819336
2013-11-15,46.4071846008301,46.7827987670898,45.8573760986328,46.3309745788574,3561208,43.932991027832
2013-11-18,46.603157043457,46.7174758911133,45.6668472290039,45.7539482116699,3137596,43.3858299255371
2013-11-19,45.7539482116699,46.1676635742188,45.3456726074219,45.764835357666,2888866,43.3961448669434
2013-11-20,46.4180717468262,46.6575927734375,45.9825782775879,46.2602081298828,2274941,43.8658866882324
2013-11-21,46.5596084594727,47.8062057495117,46.401741027832,47.724552154541,2533958,45.2544364929199
2013-11-22,47.9041938781738,47.9041938781738,46.8862266540527,47.7136650085449,1773624,45.2441101074219
2013-11-25,47.7463264465332,47.9314117431641,47.1801834106445,47.6483383178711,3191788,45.1821632385254
2013-11-26,47.6265640258789,47.8715286254883,47.1692962646484,47.2563972473145,1525445,44.8105163574219
2013-11-27,47.0876426696777,47.2291793823242,46.5051727294922,46.679370880127,1147390,44.2633666992188
2013-11-29,46.6521492004395,46.9678802490234,46.1567764282227,46.3309745788574,1004104,43.932991027832
2013-12-02,46.3255310058594,46.603157043457,45.759391784668,46.0587921142578,2055052,43.6748962402344
2013-12-03,45.7267265319824,45.9716911315918,45.3130111694336,45.3946647644043,3009557,43.0451469421387
2013-12-04,45.3456726074219,45.5743064880371,44.9646148681641,45.4654312133789,1901295,43.112247467041
2013-12-05,45.4491004943848,46.9352188110352,45.2041358947754,46.8263473510742,3511058,44.4027252197266
2013-12-06,47.4632568359375,47.8170928955078,46.4344024658203,46.6358184814453,2996698,44.2220573425293
2013-12-09,47.0876426696777,47.7354393005371,46.5922698974609,47.724552154541,2533590,45.2544364929199
2013-12-10,47.6701126098633,48.247142791748,47.2781715393066,47.9586296081543,3131350,45.4763984680176
2013-12-11,47.8715286254883,48.0239524841309,46.7446937561035,47.0549812316895,4881276,44.6195297241211
2013-12-12,47.0985298156738,47.6211204528809,46.9678802490234,47.4469223022461,2354667,44.9911842346191
2013-12-13,47.5285797119141,47.7735443115234,46.9678802490234,47.6864433288574,1918563,45.2182998657227
2013-12-16,47.5939025878906,47.7789878845215,46.804573059082,47.4469223022461,2872150,44.9911842346191
2013-12-17,47.3707122802734,47.4578132629395,46.3364181518555,46.7283592224121,2776993,44.3098030090332
2013-12-18,46.7283592224121,46.7283592224121,44.6706581115723,46.075122833252,7885690,43.6903800964355
2013-12-19,46.0261306762695,47.5721282958984,45.9172554016113,47.5068054199219,4594888,45.0479698181152
2013-12-20,47.844310760498,48.5138816833496,47.6810035705566,48.3015785217285,4045625,45.8015975952148
2013-12-23,48.5084381103516,49.2487754821777,48.3777885437012,48.7425155639648,2707371,46.2197113037109
2013-12-24,49.2378883361816,49.2378883361816,48.5900917053223,49.167121887207,487356,46.6223411560059
2013-12-26,49.0636901855469,49.5481758117676,49.0636901855469,49.1507873535156,1359380,46.6068534851074
2013-12-27,49.0691337585449,49.3467597961426,48.8568305969238,49.1126823425293,769519,46.570728302002
2013-12-30,49.3848686218262,49.6407203674316,48.7969512939453,48.873161315918,1068950,46.3435974121094
2013-12-31,48.8023948669434,49.1888961791992,48.649974822998,48.873161315918,1366361,46.3435974121094
2014-01-02,48.9276008605957,49.0963516235352,47.9695167541504,48.3015785217285,1483929,45.8015975952148
2014-01-03,48.1927032470703,48.361457824707,47.3434944152832,47.6755561828613,1330355,45.2079772949219
2014-01-06,47.8007621765137,48.1709327697754,47.2781715393066,47.7898750305176,1993696,45.3163833618164
2014-01-07,47.9150772094727,49.0909080505371,47.7517700195312,47.8225364685059,2450558,45.347354888916
2014-01-08,47.5939025878906,48.1709327697754,47.4741439819336,48.1328239440918,2754030,45.6415824890137
2014-01-09,48.1818161010742,48.443115234375,46.6521492004395,46.8154602050781,2573086,44.392391204834
2014-01-10,46.9569931030273,47.0332069396973,46.4344024658203,46.8263473510742,1708410,44.4027252197266
2014-01-13,46.8372344970703,47.2237358093262,45.8628196716309,45.9172554016113,2245549,43.5406875610352
2014-01-14,46.1731071472168,47.0658683776855,46.1731071472168,47.0604248046875,2093445,44.624683380127
2014-01-15,47.2346229553223,47.5449104309082,46.8971138000488,47.4033737182617,1928850,44.9498863220215
2014-01-16,47.5340232849121,48.5792045593262,47.321720123291,48.4866638183594,3538429,45.977108001709
2014-01-17,49.1943397521973,49.1943397521973,47.5721282958984,47.6973342895508,2285963,45.2286262512207
2014-01-21,47.8116493225098,49.3358726501465,47.8116493225098,49.3032112121582,1860697,46.7513885498047
2014-01-22,50.0925407409668,50.9580841064453,49.7604789733887,50.2123031616211,2731068,47.6134414672852
2014-01-23,50.1578674316406,50.6859016418457,49.5862808227539,50.0108871459961,2328949,47.4224395751953
2014-01-24,49.9074592590332,49.9673385620117,49.080020904541,49.3739776611328,1856656,46.8184967041016
2014-01-27,49.1834526062012,49.3140983581543,47.9967346191406,48.649974822998,1656239,46.1319618225098
2014-01-28,48.7425155639648,49.7550354003906,48.7370719909668,49.5862808227539,1670752,47.0198020935059
2014-01-29,49.4011993408203,49.8693504333496,48.6554145812988,49.1344566345215,2776626,46.591381072998
2014-01-30,49.0909080505371,49.4175300598145,48.6227531433105,48.9929237365723,1918012,46.457160949707
2014-01-31,48.8296127319336,50.5988006591797,48.671745300293,50.522590637207,4436906,47.9076538085938
2014-02-03,50.517147064209,50.9036483764648,49.8747978210449,50.1524238586426,3306233,47.5566558837891
2014-02-04,50.517147064209,52.5258560180664,50.4300498962402,52.0577011108398,4614177,49.3633117675781
2014-02-05,52.0685882568359,52.1883506774902,50.40283203125,51.2302665710449,6002214,48.5786972045898
2014-02-06,51.4861183166504,51.7256393432617,50.8165473937988,51.2847023010254,3186644,48.6303176879883
2014-02-07,51.3064765930176,51.7964057922363,50.2558517456055,51.3064765930176,3066504,48.6509895324707
2014-02-10,51.0560684204102,51.5024490356445,50.2830696105957,51.4044647216797,4541248,48.7438888549805
2014-02-11,51.6548728942871,52.1720199584961,51.442569732666,52.1121406555176,2598988,49.4149322509766
2014-02-12,52.2972221374512,53.081111907959,51.75830078125,51.8617324829102,3799100,49.1929054260254
2014-02-13,51.0125198364258,52.9776802062988,50.6260223388672,52.0631446838379,6095166,49.3839569091797
2014-02-14,52.367992401123,53.2063140869141,52.1121406555176,53.1682090759277,3143291,50.4321594238281
2014-02-18,53.2117576599121,54.5781173706055,53.2117576599121,54.5617866516113,3795977,51.7540168762207
2014-02-19,54.3440399169922,55.4980964660645,54.2514953613281,54.442024230957,3298150,51.6404228210449
2014-02-20,54.436580657959,54.6761016845703,53.8214492797852,54.4529113769531,4770505,51.6507339477539
2014-02-21,54.4910163879395,55.0952644348145,54.2079467773438,54.8775177001953,2623787,52.0535011291504
2014-02-24,55.1333694458008,55.6886215209961,54.8339691162109,55.4109954833984,3166804,52.5595169067383
2014-02-25,55.3075675964355,55.6178550720215,54.7359848022461,55.1170387268066,2841104,52.2806854248047
2014-02-26,54.7795333862305,55.1823616027832,53.7397918701172,54.4801292419434,2810794,51.6765480041504
2014-02-27,54.3494834899902,55.1279258728027,54.3113784790039,55.0680465698242,2326928,52.2342185974121
2014-02-28,55.1660308837891,55.8900375366211,55.1279258728027,55.683177947998,2256203,52.8176956176758
2014-03-03,55.2313537597656,55.9662475585938,54.5781173706055,54.8285255432129,2199256,52.0070152282715
2014-03-04,55.3674468994141,55.677734375,54.6978759765625,55.5089836120605,1696102,52.6524620056152
2014-03-05,55.5688629150391,55.5960807800293,54.4637985229492,54.6543273925781,3044093,51.8417930603027
2014-03-06,54.7468681335449,54.8666305541992,53.8813285827637,54.5345687866211,2437699,51.728199005127
2014-03-07,54.6706581115723,54.8013076782227,54.4529113769531,54.7904205322266,3041154,51.9708824157715
2014-03-10,54.8121948242188,55.4327697753906,54.4202499389648,55.4164390563965,1645952,52.5646820068359
2014-03-11,55.3130111694336,55.7103958129883,54.5617866516113,54.7958641052246,1561817,51.9760437011719
2014-03-12,54.2079467773438,54.9646148681641,54.0174217224121,54.8502998352051,1562920,52.0276832580566
2014-03-13,54.8502998352051,55.356559753418,54.5454559326172,54.959171295166,1751947,52.1309547424316
2014-03-14,55.0027236938477,55.7485046386719,54.8013076782227,55.7158393859863,1654219,52.8486747741699
2014-03-17,55.9880256652832,56.2710952758789,55.5470886230469,56.075122833252,2181805,53.1894683837891
2014-03-18,56.0914535522461,57.005989074707,55.873706817627,56.7773551940918,1648708,53.8555755615234
2014-03-19,56.7011413574219,56.9080009460449,55.6995086669922,56.1458892822266,1803016,53.2565994262695
2014-03-20,55.9118118286133,56.4507331848145,55.6232986450195,56.287425994873,1769398,53.3908500671387
2014-03-21,56.6902542114258,56.6902542114258,55.7811660766602,56.2275466918945,3363731,53.3340492248535
2014-03-24,56.4398498535156,56.7827987670898,55.7158393859863,55.7866096496582,1541978,52.9158058166504
2014-03-25,56.0533485412598,56.2493209838867,53.8595542907715,53.9357643127441,4852068,51.1601982116699
2014-03-26,54.2514953613281,54.3113784790039,51.8290672302246,51.8726196289062,7164667,49.2032241821289
2014-03-27,51.8726196289062,53.0157852172852,51.3609161376953,52.7163848876953,4420006,50.0035781860352
2014-03-28,53.1899833679199,53.6472511291504,52.476863861084,53.6363639831543,2794261,50.876220703125
2014-03-31,53.7833404541016,53.8704414367676,52.6619491577148,52.7871513366699,2250509,50.0706977844238
2014-04-01,52.6401748657227,53.712574005127,52.1393585205078,53.7016868591309,2241691,50.9381866455078
2014-04-02,53.8649978637695,55.1823616027832,53.6309204101562,55.1388130187988,3587294,52.3013458251953
2014-04-03,55.4109954833984,56.2983131408691,55.0081634521484,56.1513328552246,4306847,53.2617645263672
2014-04-04,56.5922698974609,56.6140441894531,55.6940650939941,56.1785507202148,3490116,53.2875671386719
2014-04-07,55.8247146606445,56.6303749084473,54.3549270629883,55.2041358947754,4726417,52.3633155822754
2014-04-08,55.0843772888184,56.0261306762695,54.4964637756348,55.9825782775879,4306479,53.1017036437988
2014-04-09,55.9880256652832,57.1311912536621,55.8029403686523,57.0713119506836,3967920,54.134391784668
2014-04-10,56.918888092041,57.1039733886719,55.6341857910156,55.8029403686523,3316704,52.9312973022461
2014-04-11,55.7049522399902,56.2656517028809,55.155143737793,55.5416450500488,2237282,52.6834602355957
2014-04-14,55.6069679260254,56.1513328552246,55.2041358947754,55.5797500610352,1594149,52.7195892333984
2014-04-15,55.7485046386719,56.1241149902344,55.1170387268066,55.9989128112793,1944281,53.1171875
2014-04-16,56.5541648864746,56.5596084594727,55.6341857910156,56.3799667358398,2317376,53.478630065918
2014-04-17,56.2438774108887,57.2237358093262,56.2438774108887,57.005989074707,3335074,54.072437286377
2014-04-21,56.9243316650391,57.5612411499023,56.3908538818359,57.4795875549316,3151006,54.5216598510742
2014-04-22,57.7027778625488,57.8497543334961,57.120304107666,57.1692962646484,2400041,54.2273292541504
2014-04-23,57.1692962646484,57.8715286254883,57.1638526916504,57.4741439819336,2557288,54.5164947509766
2014-04-24,59.678825378418,60.6804580688477,58.6935234069824,58.8840484619141,4303356,55.8538551330566
2014-04-25,58.7915077209473,58.7915077209473,57.1638526916504,57.2945022583008,2324724,54.3461036682129
2014-04-28,58.1110496520996,58.1654853820801,57.0277633666992,58.0838317871094,2481971,55.0948181152344
2014-04-29,58.4921073913574,59.2215576171875,58.4213371276855,59.0201416015625,2174641,55.9829368591309
2014-04-30,58.6173095703125,59.4284172058105,58.1219367980957,59.3304290771484,2775891,56.2772636413574
2014-05-01,59.3794212341309,59.8366889953613,58.3505706787109,59.4719657897949,4299131,56.4115142822266
2014-05-02,59.4719657897949,60.5117034912109,58.8894958496094,59.793140411377,2965653,56.7161521911621
2014-05-05,59.4229736328125,59.9836692810059,59.0364723205566,59.3794212341309,1841225,56.3237419128418
2014-05-06,59.1181259155273,60.1415367126465,58.8296127319336,58.9221572875977,1706573,55.8899993896484
2014-05-07,59.4284172058105,59.6897125244141,58.448558807373,59.1888961791992,2045500,56.1430053710938
