"Fecha","IT.Open","IT.High","IT.Low","IT.Close","IT.Volume","IT.Adjusted"
2013-11-01,59.189998626709,59.7799987792969,59.0699996948242,59.189998626709,410000,59.189998626709
2013-11-04,59.4599990844727,59.5499992370605,58.8199996948242,58.8499984741211,416300,58.8499984741211
2013-11-05,58.7200012207031,58.8300018310547,58.4099998474121,58.4500007629395,367800,58.4500007629395
2013-11-06,58.6800003051758,59.0499992370605,57.9900016784668,58.5,576500,58.5
2013-11-07,58.5699996948242,59.5099983215332,57.189998626709,57.8199996948242,748800,57.8199996948242
2013-11-08,58.0800018310547,60.25,58.0800018310547,60.2400016784668,586900,60.2400016784668
2013-11-11,60,60.8400001525879,60,60.7799987792969,375900,60.7799987792969
2013-11-12,60.5699996948242,61.3499984741211,60.5699996948242,61.3300018310547,423600,61.3300018310547
2013-11-13,61.060001373291,62.2999992370605,60.9700012207031,62.2700004577637,290900,62.2700004577637
2013-11-14,62.25,63.1100006103516,62.0299987792969,63.060001373291,392000,63.060001373291
2013-11-15,63.0499992370605,63.5099983215332,63.0499992370605,63.4900016784668,382600,63.4900016784668
2013-11-18,63.5499992370605,64.4700012207031,63.5099983215332,64.2099990844727,414400,64.2099990844727
2013-11-19,64.1699981689453,64.6399993896484,63.8499984741211,64.5699996948242,424900,64.5699996948242
2013-11-20,64.5699996948242,64.5699996948242,64.0199966430664,64.3399963378906,542600,64.3399963378906
2013-11-21,63.939998626709,64.7399978637695,63.8499984741211,64.4499969482422,332700,64.4499969482422
2013-11-22,64.370002746582,64.6800003051758,64.1600036621094,64.5899963378906,269600,64.5899963378906
2013-11-25,64.6800003051758,64.6800003051758,64.3600006103516,64.5500030517578,163000,64.5500030517578
2013-11-26,64.4400024414062,65.5299987792969,64.25,65.370002746582,319500,65.370002746582
2013-11-27,65.4400024414062,65.7399978637695,65.1900024414062,65.5999984741211,200300,65.5999984741211
2013-11-29,65.75,65.75,64.6500015258789,64.6500015258789,270100,64.6500015258789
2013-12-02,64.5899963378906,65.6800003051758,64.4300003051758,65.4300003051758,309000,65.4300003051758
2013-12-03,65.0100021362305,65.5699996948242,64.6800003051758,65.4300003051758,234600,65.4300003051758
2013-12-04,64.8300018310547,65.4599990844727,63.9500007629395,65.0299987792969,440400,65.0299987792969
2013-12-05,65.879997253418,65.879997253418,64.8600006103516,65.7200012207031,374900,65.7200012207031
2013-12-06,66.4800033569336,66.629997253418,65.8399963378906,66.4899978637695,426700,66.4899978637695
2013-12-09,66.8399963378906,66.8399963378906,65.75,66.1800003051758,327000,66.1800003051758
2013-12-10,65.8099975585938,66.3399963378906,65.620002746582,65.8300018310547,340100,65.8300018310547
2013-12-11,66.8399963378906,66.8399963378906,65.3000030517578,65.4000015258789,425300,65.4000015258789
2013-12-12,65.2799987792969,66.3000030517578,65.0800018310547,66.2099990844727,373800,66.2099990844727
2013-12-13,66.2799987792969,66.5199966430664,66.0699996948242,66.4599990844727,370300,66.4599990844727
2013-12-16,68.2099990844727,68.2099990844727,66.5800018310547,67.0800018310547,320000,67.0800018310547
2013-12-17,67.0400009155273,67.3300018310547,66.4000015258789,67.2900009155273,387800,67.2900009155273
2013-12-18,67.1999969482422,68,66.9899978637695,67.8499984741211,552600,67.8499984741211
2013-12-19,67.879997253418,68.0800018310547,67.2300033569336,67.5899963378906,329000,67.5899963378906
2013-12-20,67.620002746582,68.8399963378906,67.3199996948242,68.7399978637695,911200,68.7399978637695
2013-12-23,69.1500015258789,69.7600021362305,68.9000015258789,69.5100021362305,475100,69.5100021362305
2013-12-24,69.4000015258789,70.379997253418,68.7399978637695,70.3000030517578,219300,70.3000030517578
2013-12-26,70.2900009155273,71.4700012207031,70.2900009155273,71.2200012207031,488400,71.2200012207031
2013-12-27,70.9000015258789,71.4899978637695,70.2300033569336,70.2300033569336,365800,70.2300033569336
2013-12-30,70.0299987792969,70.8000030517578,69.8000030517578,70.5800018310547,400300,70.5800018310547
2013-12-31,70.6800003051758,71.2200012207031,70.6800003051758,71.0500030517578,300200,71.0500030517578
2014-01-02,70.8899993896484,70.9199981689453,69.5800018310547,69.8000030517578,377400,69.8000030517578
2014-01-03,69.9400024414062,70.5599975585938,69.6500015258789,69.7399978637695,347600,69.7399978637695
2014-01-06,70.0299987792969,70.629997253418,68.9000015258789,69.0500030517578,417600,69.0500030517578
2014-01-07,69.2699966430664,69.5400009155273,68.8099975585938,69.0500030517578,429100,69.0500030517578
2014-01-08,69.1600036621094,69.5800018310547,68.6800003051758,69.5599975585938,449700,69.5599975585938
2014-01-09,69.870002746582,70.0400009155273,69.5500030517578,70.0299987792969,232700,70.0299987792969
2014-01-10,68.8199996948242,70.0899963378906,68.6500015258789,69.870002746582,353300,69.870002746582
2014-01-13,69.6100006103516,69.9599990844727,68.2799987792969,68.4899978637695,409700,68.4899978637695
2014-01-14,68.8300018310547,69.3499984741211,68.3499984741211,69.0400009155273,335300,69.0400009155273
2014-01-15,69.129997253418,69.5299987792969,69.129997253418,69.2799987792969,387000,69.2799987792969
2014-01-16,70.8099975585938,70.8399963378906,69.1900024414062,69.5899963378906,474300,69.5899963378906
2014-01-17,69.3499984741211,69.9000015258789,69.0400009155273,69.3399963378906,348300,69.3399963378906
2014-01-21,69.75,70.0500030517578,69.1500015258789,69.4000015258789,172300,69.4000015258789
2014-01-22,69.6800003051758,70.3300018310547,68.9199981689453,69.7200012207031,313900,69.7200012207031
2014-01-23,69.379997253418,69.6600036621094,68.9100036621094,69.5199966430664,468600,69.5199966430664
