"Fecha","MMM.Open","MMM.High","MMM.Low","MMM.Close","MMM.Volume","MMM.Adjusted"
2014-01-07,137.449996948242,138.199996948242,137.130004882812,137.649993896484,2525500,100.823677062988
2014-01-08,137.479995727539,137.75,136.339996337891,136.630004882812,3122700,100.076560974121
2014-01-09,137.020004272461,137.429992675781,136.199996948242,136.449996948242,2539900,99.9447326660156
2014-01-10,136.949996948242,137.190002441406,135.679992675781,136.179992675781,3254300,99.7469482421875
2014-01-13,135.809997558594,137.059997558594,134.570007324219,134.679992675781,2633400,98.6482620239258
2014-01-14,135.110000610352,137.410003662109,134.740005493164,137.410003662109,2479700,100.647888183594
2014-01-15,137.770004272461,138.820007324219,137.559997558594,138.440002441406,3025900,101.40234375
2014-01-16,137.740005493164,138.5,137.630004882812,138.160003662109,1792700,101.197242736816
2014-01-17,137.979995727539,138.75,136.979995727539,137.309997558594,2327900,100.574653625488
2014-01-21,138.449996948242,138.949996948242,136.300003051758,136.990005493164,2705700,100.340263366699
2014-01-22,137.350006103516,137.490005493164,136.330001831055,136.479995727539,2118800,99.9666900634766
2014-01-23,135.639999389648,135.660003662109,133.949996948242,134.710006713867,2720300,98.6702346801758
2014-01-24,133.729995727539,133.729995727539,130.220001220703,130.220001220703,3776100,95.381462097168
2014-01-27,130.020004272461,130.589996337891,128.660003662109,128.960006713867,3312800,94.4585723876953
2014-01-28,129.429992675781,130.009994506836,129.100006103516,129.809997558594,2734200,95.0811614990234
2014-01-29,130.100006103516,131.270004272461,129,130.25,3584000,95.4034576416016
2014-01-30,129.960006713867,129.960006713867,126.529998779297,128.050003051758,4102600,93.7920303344727
2014-01-31,126.599998474121,129.199996948242,126.419998168945,128.190002441406,3715400,93.8945617675781
2014-02-03,128.220001220703,128.589996337891,123.610000610352,123.900001525879,4245100,90.7523040771484
2014-02-04,126.089996337891,127.639999389648,124.120002746582,126.720001220703,7412500,92.8178558349609
2014-02-05,128.009994506836,128.759994506836,125.919998168945,127.360000610352,4960000,93.2866516113281
2014-02-06,127.599998474121,129.199996948242,127.099998474121,128.899993896484,3828400,94.4146118164062
2014-02-07,129.570007324219,130.389999389648,128.809997558594,130.330001831055,3263200,95.4620208740234
2014-02-10,129.649993896484,130.410003662109,129.020004272461,129.699996948242,3317400,95.0005950927734
2014-02-11,129.699996948242,131.490005493164,129.649993896484,130.979995727539,2604000,95.9381561279297
2014-02-12,130.339996337891,131,130.009994506836,130.440002441406,2100600,96.1703796386719
2014-02-13,129.289993286133,130.380004882812,128.660003662109,130.139999389648,2850600,95.9492034912109
2014-02-14,129.770004272461,132.190002441406,129.5,132.119995117188,3030000,97.4090118408203
2014-02-18,132.309997558594,132.75,131.639999389648,131.800003051758,2876500,97.1730651855469
2014-02-19,131.330001831055,132.710006713867,130.460006713867,130.559997558594,2719400,96.2588653564453
2014-02-20,130.649993896484,132.029998779297,130.050003051758,131.559997558594,2155800,96.9961547851562
2014-02-21,131.559997558594,132.330001831055,131.300003051758,131.570007324219,2574300,97.0035247802734
2014-02-24,131.889999389648,133.460006713867,131.440002441406,132.199996948242,2454300,97.4679870605469
2014-02-25,132.270004272461,133.429992675781,131.860000610352,132.929992675781,2863100,98.0062026977539
2014-02-26,133.130004882812,133.460006713867,132.279998779297,132.860000610352,2771100,97.9545822143555
2014-02-27,132.630004882812,134.580001831055,132,134.339996337891,3124000,99.045768737793
2014-02-28,134.190002441406,135.199996948242,133.919998168945,134.729995727539,3179400,99.3333206176758
2014-03-03,133.070007324219,133.809997558594,131.669998168945,132.210006713867,2814400,97.4753646850586
2014-03-04,131.919998168945,133.080001831055,131.580001831055,132.679992675781,6975500,97.821891784668
2014-03-05,132.660003662109,134.029998779297,132.190002441406,133.850006103516,3551400,98.6845245361328
2014-03-06,134.369995117188,134.740005493164,134.020004272461,134.080001831055,2236800,98.8540725708008
2014-03-07,134.880004882812,135,133.710006713867,134.110000610352,2381400,98.8762130737305
2014-03-10,133.979995727539,134.080001831055,133.100006103516,133.559997558594,1966100,98.470703125
2014-03-11,133.729995727539,133.839996337891,132.229995727539,132.509994506836,1928900,97.6965255737305
2014-03-12,132.070007324219,132.759994506836,131.589996337891,132.570007324219,2637000,97.7408065795898
2014-03-13,133.190002441406,133.669998168945,130.639999389648,130.809997558594,2520700,96.4431838989258
2014-03-14,130.080001831055,131.110000610352,129.699996948242,129.830001831055,2975100,95.7206497192383
2014-03-17,130.660003662109,132.690002441406,130.660003662109,132.270004272461,2529400,97.5195999145508
2014-03-18,132.490005493164,133.229995727539,132.25,132.740005493164,2032800,97.8661193847656
2014-03-19,132.75,132.850006103516,130.580001831055,131.229995727539,2141000,96.7528533935547
2014-03-20,131.149993896484,132.850006103516,130.860000610352,132.429992675781,2577500,97.6375732421875
2014-03-21,133.580001831055,134.240005493164,132.899993896484,133.119995117188,5920400,98.1462860107422
2014-03-24,133.320007324219,133.699996948242,131.880004882812,132.419998168945,2793600,97.6301956176758
2014-03-25,133.660003662109,134.529998779297,132.899993896484,134.059997558594,2897600,98.8393173217773
2014-03-26,134.660003662109,134.889999389648,133.089996337891,133.089996337891,2318900,98.1241836547852
2014-03-27,132.820007324219,133.490005493164,132.179992675781,132.839996337891,2402500,97.9398651123047
2014-03-28,133.580001831055,134.970001220703,133.179992675781,134.199996948242,1906500,98.9425354003906
2014-03-31,134.610000610352,135.869995117188,134.580001831055,135.660003662109,2711800,100.018981933594
2014-04-01,135.880004882812,136.649993896484,135.669998168945,136.529998779297,2370800,100.660377502441
2014-04-02,135.990005493164,136.25,135.330001831055,136,3281400,100.269638061523
2014-04-03,136.220001220703,137.190002441406,135.699996948242,136.139999389648,2676200,100.372863769531
2014-04-04,136.899993896484,137.770004272461,135.770004272461,135.860000610352,2735300,100.166435241699
2014-04-07,135.809997558594,136.25,134.389999389648,134.399993896484,2807500,99.0900039672852
2014-04-08,134.440002441406,135.149993896484,133.429992675781,134.839996337891,2893600,99.4144058227539
2014-04-09,135,135.869995117188,134.5,135.839996337891,2671900,100.15168762207
2014-04-10,135.729995727539,136.429992675781,133.899993896484,133.970001220703,2857200,98.7729873657227
2014-04-11,133.369995117188,133.839996337891,132.389999389648,132.389999389648,2368200,97.6080780029297
2014-04-14,133.449996948242,133.520004272461,132.020004272461,133.149993896484,2058100,98.1683959960938
2014-04-15,133.270004272461,134.350006103516,132.020004272461,134.089996337891,2119000,98.861442565918
2014-04-16,135.169998168945,136.779998779297,134.809997558594,136.770004272461,2135200,100.837364196777
2014-04-17,137.300003051758,138.25,137.25,137.729995727539,2645600,101.545120239258
2014-04-21,137.25,138.710006713867,137.179992675781,138.619995117188,1781100,102.201309204102
2014-04-22,138.5,139.520004272461,138.130004882812,138.889999389648,2252500,102.400360107422
2014-04-23,138.809997558594,138.889999389648,137.889999389648,137.990005493164,2847500,101.736831665039
2014-04-24,136.380004882812,136.990005493164,135,136.649993896484,2847800,100.748886108398
2014-04-25,136.5,136.960006713867,135.690002441406,136.559997558594,2093100,100.682510375977
2014-04-28,137.429992675781,138.350006103516,135.970001220703,137.229995727539,2244300,101.17652130127
2014-04-29,137.869995117188,137.899993896484,136.559997558594,137.550003051758,1820900,101.41242980957
2014-04-30,137.630004882812,139.199996948242,137.330001831055,139.089996337891,2904000,102.5478515625
2014-05-01,139.5,141.490005493164,139.119995117188,140.809997558594,3997400,103.815963745117
2014-05-02,141.630004882812,141.830001831055,139.869995117188,140.119995117188,5758500,103.307228088379
2014-05-05,139.139999389648,141.050003051758,138.649993896484,140.610000610352,2710900,103.668510437012
2014-05-06,140.279998779297,140.429992675781,139.169998168945,139.289993286133,2299700,102.695304870605
2014-05-07,139.979995727539,141.25,139.179992675781,141.139999389648,2238500,104.05924987793
2014-05-08,140.880004882812,142.119995117188,140.509994506836,140.830001831055,1939400,103.830665588379
2014-05-09,140.559997558594,141.369995117188,140.25,141.339996337891,2093000,104.206695556641
2014-05-12,141.779998779297,142.940002441406,141.710006713867,142.820007324219,2972100,105.297859191895
2014-05-13,143,143.369995117188,142.320007324219,142.429992675781,1695400,105.01033782959
2014-05-14,142.479995727539,142.770004272461,141.410003662109,141.600006103516,2113400,104.398391723633
2014-05-15,141.559997558594,141.740005493164,140.020004272461,140.979995727539,2388400,103.941261291504
2014-05-16,140.929992675781,141.199996948242,139.910003662109,141.130004882812,1901700,104.051879882812
2014-05-19,140.070007324219,142,139.979995727539,141.669998168945,1529200,104.449981689453
2014-05-20,141.600006103516,141.899993896484,139.889999389648,140.229995727539,1845100,103.388336181641
2014-05-21,139.770004272461,140.789993286133,139.770004272461,140.660003662109,1641000,104.341529846191
2014-05-22,140.710006713867,140.960006713867,140.259994506836,140.309997558594,1550100,104.081886291504
2014-05-23,140.229995727539,141.179992675781,140.050003051758,141.139999389648,1209400,104.697608947754
2014-05-27,141.5,141.600006103516,141.130004882812,141.440002441406,1512300,104.920166015625
2014-05-28,141.809997558594,141.899993896484,141.059997558594,141.429992675781,1566100,104.912757873535
2014-05-29,141.5,142.429992675781,141.190002441406,142.389999389648,1624100,105.624839782715
2014-05-30,142.110000610352,142.669998168945,141.779998779297,142.550003051758,3908500,105.743537902832
2014-06-02,142.270004272461,142.910003662109,141.690002441406,142.320007324219,1682300,105.572967529297
2014-06-03,142.080001831055,143.130004882812,141.610000610352,142.889999389648,2061700,105.995765686035
2014-06-04,142.910003662109,143,142.259994506836,142.259994506836,1335700,105.528419494629
2014-06-05,142.759994506836,143.740005493164,141.899993896484,143.710006713867,1542300,106.604011535645
2014-06-06,143.990005493164,144.639999389648,143.529998779297,144.639999389648,1768700,107.293914794922
2014-06-09,144.639999389648,145.529998779297,144.610000610352,145.320007324219,1800900,107.798347473145
2014-06-10,144.970001220703,145.210006713867,144.460006713867,144.970001220703,1700000,107.538703918457
2014-06-11,144.660003662109,144.970001220703,144.190002441406,144.410003662109,1489900,107.123321533203
2014-06-12,144.949996948242,144.949996948242,142.779998779297,143.070007324219,1839400,106.129264831543
2014-06-13,143.190002441406,143.75,142.830001831055,143.360000610352,1376200,106.344383239746
2014-06-16,142.929992675781,143.529998779297,142.600006103516,143.320007324219,1274300,106.314735412598
2014-06-17,143.009994506836,143.990005493164,142.639999389648,143.690002441406,1209400,106.58918762207
2014-06-18,143.929992675781,144.389999389648,142.770004272461,144.330001831055,1340700,107.063934326172
2014-06-19,144.529998779297,144.720001220703,143.990005493164,144.490005493164,1560500,107.182647705078
2014-06-20,144.539993286133,145.300003051758,144.199996948242,145.160003662109,4204600,107.679626464844
2014-06-23,145.100006103516,145.300003051758,144.009994506836,144.089996337891,1390200,106.885902404785
2014-06-24,143.710006713867,144.619995117188,143.050003051758,143.089996337891,1404500,106.144119262695
2014-06-25,143,144.380004882812,142.880004882812,143.649993896484,1321800,106.559516906738
2014-06-26,143.75,143.990005493164,142.559997558594,143.729995727539,1490900,106.618881225586
2014-06-27,143.169998168945,144.070007324219,143.059997558594,143.690002441406,1981800,106.58918762207
2014-06-30,143.919998168945,143.929992675781,143.059997558594,143.240005493164,1878400,106.255393981934
2014-07-01,143.410003662109,144.820007324219,143.380004882812,144.559997558594,1767600,107.234550476074
2014-07-02,144.229995727539,145.300003051758,143.559997558594,145.229995727539,1621300,107.731582641602
2014-07-03,145.25,145.729995727539,145,145.410003662109,1142200,107.865127563477
2014-07-07,145.479995727539,145.580001831055,144.5,144.910003662109,1257900,107.494171142578
2014-07-08,145.220001220703,145.399993896484,144.479995727539,144.559997558594,1596700,107.234550476074
2014-07-09,144.779998779297,145.039993286133,144.029998779297,144.679992675781,1521800,107.32356262207
2014-07-10,143.5,144.199996948242,143.240005493164,143.889999389648,2070100,106.73755645752
2014-07-11,144.139999389648,144.490005493164,143.539993286133,144.309997558594,1907900,107.049110412598
2014-07-14,144.990005493164,145.710006713867,144.75,145,2114600,107.560966491699
2014-07-15,145,145.479995727539,144.360000610352,145.059997558594,1955700,107.605453491211
2014-07-16,145.279998779297,146.25,145.029998779297,146.169998168945,1969200,108.428894042969
2014-07-17,145.330001831055,145.669998168945,143.449996948242,143.539993286133,2776500,106.477935791016
2014-07-18,143.830001831055,145.059997558594,143.539993286133,144.830001831055,2133000,107.434860229492
2014-07-21,144.660003662109,144.869995117188,143.649993896484,144.300003051758,1520900,107.041687011719
2014-07-22,144.889999389648,145.669998168945,144.889999389648,145.119995117188,1608200,107.650009155273
2014-07-23,145.339996337891,145.449996948242,144.529998779297,144.679992675781,1849400,107.32356262207
2014-07-24,145.509994506836,146.429992675781,144.470001220703,145.130004882812,2580000,107.657379150391
2014-07-25,145.660003662109,145.940002441406,144.589996337891,145.119995117188,1601800,107.650009155273
2014-07-28,144.919998168945,145.630004882812,143.779998779297,145.529998779297,2002200,107.954116821289
2014-07-29,145.220001220703,146.270004272461,143.990005493164,144.020004272461,2286600,106.833999633789
2014-07-30,144.259994506836,144.779998779297,143.520004272461,143.740005493164,2458400,106.626289367676
2014-07-31,143.330001831055,143.550003051758,140.600006103516,140.889999389648,3571100,104.512161254883
2014-08-01,140.149993896484,141.039993286133,139.080001831055,140.110000610352,2505800,103.933578491211
2014-08-04,140.149993896484,140.979995727539,139.210006713867,140.75,2494500,104.408325195312
2014-08-05,140.619995117188,141.119995117188,139.339996337891,139.779998779297,2168500,103.68879699707
2014-08-06,139.139999389648,139.940002441406,138.429992675781,139.550003051758,2679000,103.518165588379
2014-08-07,140.050003051758,140.369995117188,138.960006713867,139.130004882812,1892500,103.206573486328
2014-08-08,139.300003051758,140.889999389648,138.889999389648,140.850006103516,2702600,104.482490539551
2014-08-11,140.929992675781,141.5,140.539993286133,140.580001831055,1919100,104.282211303711
2014-08-12,140.619995117188,141.210006713867,140.429992675781,140.880004882812,2176100,104.504722595215
2014-08-13,141.350006103516,141.830001831055,140.919998168945,141.800003051758,3104300,105.187187194824
2014-08-14,142,142.389999389648,141.850006103516,142.339996337891,1586900,105.587760925293
2014-08-15,142.809997558594,142.979995727539,141.020004272461,141.919998168945,1960900,105.276206970215
2014-08-18,142.75,144.190002441406,142.589996337891,144.119995117188,1852900,106.908157348633
2014-08-19,144.470001220703,145.009994506836,143.809997558594,144.25,1592500,107.004592895508
2014-08-20,143.860000610352,144.820007324219,143.5,144.600006103516,2298800,107.903762817383
2014-08-21,144.779998779297,144.990005493164,144.350006103516,144.5,1475800,107.829200744629
2014-08-22,144.5,144.830001831055,144.020004272461,144.130004882812,1547500,107.553062438965
2014-08-25,144.660003662109,144.990005493164,144.419998168945,144.699996948242,1012900,107.978401184082
2014-08-26,145,145.389999389648,144.570007324219,144.600006103516,1808100,107.903762817383
2014-08-27,144.429992675781,144.860000610352,143.630004882812,143.940002441406,1402200,107.41130065918
2014-08-28,143.320007324219,144.119995117188,143.020004272461,143.979995727539,1314100,107.44116973877
2014-08-29,144.059997558594,144.389999389648,143.179992675781,144,1537800,107.456047058105
2014-09-02,143.300003051758,144.610000610352,143.300003051758,144.220001220703,1578800,107.620216369629
2014-09-03,144.470001220703,144.720001220703,143.550003051758,143.820007324219,1533600,107.321754455566
2014-09-04,144.210006713867,144.649993896484,143.350006103516,143.610000610352,1549800,107.165046691895
2014-09-05,143.639999389648,144.320007324219,143.149993896484,144.199996948242,1989100,107.605308532715
2014-09-08,144.410003662109,145.449996948242,144.110000610352,144.889999389648,2446100,108.120185852051
2014-09-09,144.699996948242,145.259994506836,144.25,144.460006713867,1745400,107.799346923828
2014-09-10,144.630004882812,144.990005493164,144,144.639999389648,1558800,107.933647155762
2014-09-11,143.990005493164,144.380004882812,143.600006103516,144.350006103516,1465400,107.717231750488
2014-09-12,144.449996948242,144.449996948242,143.5,143.940002441406,2135400,107.41130065918
2014-09-15,144.169998168945,144.690002441406,143.660003662109,144.479995727539,1868000,107.814254760742
2014-09-16,143.800003051758,144.990005493164,143.589996337891,144.850006103516,1945100,108.090385437012
2014-09-17,144.919998168945,145.789993286133,144.270004272461,145.369995117188,2757000,108.478393554688
2014-09-18,145.699996948242,147.059997558594,145.690002441406,146.839996337891,2364800,109.575325012207
2014-09-19,147.419998168945,147.869995117188,146.520004272461,146.690002441406,8106200,109.463409423828
2014-09-22,146.919998168945,147,145.5,145.710006713867,2231000,108.732131958008
2014-09-23,145.229995727539,145.600006103516,144.350006103516,144.369995117188,2049700,107.73217010498
2014-09-24,144.169998168945,145.119995117188,143.720001220703,144.880004882812,2608200,108.112739562988
2014-09-25,144.410003662109,144.460006713867,142.070007324219,142.479995727539,2764200,106.321792602539
2014-09-26,142.520004272461,142.889999389648,140.979995727539,142.419998168945,3557700,106.277069091797
2014-09-29,140.940002441406,142.339996337891,140.660003662109,142.190002441406,2848300,106.105377197266
2014-09-30,142.5,142.899993896484,141.279998779297,141.679992675781,2675100,105.724838256836
2014-10-01,141.160003662109,141.669998168945,138.720001220703,139.179992675781,2925900,103.859275817871
2014-10-02,138.570007324219,139.320007324219,137.949996948242,138.669998168945,3221300,103.47868347168
2014-10-03,139.330001831055,140.449996948242,138.570007324219,140.169998168945,3514100,104.598037719727
2014-10-06,140.550003051758,141.279998779297,139.589996337891,140.339996337891,2464700,104.724891662598
2014-10-07,138.820007324219,140.179992675781,137.660003662109,137.679992675781,3144900,102.73991394043
2014-10-08,138.25,141.479995727539,137.720001220703,141.410003662109,4135500,105.523338317871
2014-10-09,141.149993896484,141.5,138.330001831055,138.639999389648,3768000,103.456329345703
2014-10-10,139.330001831055,139.600006103516,133.820007324219,133.830001831055,7366500,99.8670196533203
2014-10-13,134.259994506836,135.350006103516,131.009994506836,132.899993896484,4583400,99.1730041503906
2014-10-14,133.649993896484,135.940002441406,133.210006713867,134.179992675781,3644300,100.128173828125
2014-10-15,132.559997558594,134.639999389648,130.600006103516,134.220001220703,4794700,100.158027648926
2014-10-16,133.419998168945,135.970001220703,132.75,135.050003051758,3497200,100.777366638184
2014-10-17,135.75,137.850006103516,135.75,137.399993896484,3746400,102.530975341797
2014-10-20,137.149993896484,137.75,136.759994506836,137.600006103516,2782500,102.680252075195
2014-10-21,138.399993896484,141.100006103516,138.339996337891,140.929992675781,3078400,105.165176391602
2014-10-22,140.899993896484,141.089996337891,138.699996948242,138.949996948242,4294300,103.687637329102
2014-10-23,141.919998168945,147.919998168945,141.919998168945,145.050003051758,7424400,108.239601135254
2014-10-24,145,148.789993286133,144.809997558594,148.589996337891,4480900,110.881248474121
2014-10-27,148.089996337891,149.710006713867,147.339996337891,149.559997558594,2840000,111.605079650879
2014-10-28,149.830001831055,151.130004882812,149.559997558594,151.059997558594,2358800,112.724388122559
2014-10-29,151.389999389648,151.729995727539,150.199996948242,151.009994506836,2060600,112.687118530273
2014-10-30,150.490005493164,152.399993896484,150,152.100006103516,1836500,113.500495910645
2014-10-31,153.830001831055,154.440002441406,153.089996337891,153.770004272461,3016300,114.74666595459
2014-11-03,153.139999389648,154.389999389648,152.979995727539,153.300003051758,2367500,114.395942687988
2014-11-04,153.919998168945,155.229995727539,153.240005493164,155.050003051758,3128600,115.70182800293
2014-11-05,155.679992675781,156.240005493164,154.139999389648,155.690002441406,2770400,116.179397583008
2014-11-06,155.690002441406,156.679992675781,155.210006713867,156.050003051758,2067200,116.44800567627
2014-11-07,156.149993896484,156.619995117188,155.479995727539,156.550003051758,1882800,116.821174621582
2014-11-10,156.25,157.710006713867,156.050003051758,157.660003662109,1463500,117.649475097656
2014-11-11,157.949996948242,158,156.649993896484,157.110000610352,1806600,117.239067077637
2014-11-12,156.649993896484,157.869995117188,156.5,157.679992675781,1500700,117.664405822754
2014-11-13,158,159.070007324219,157.479995727539,158.350006103516,2375100,118.16438293457
2014-11-14,158.529998779297,158.880004882812,157.710006713867,158.850006103516,1786300,118.537460327148
2014-11-17,158.089996337891,159.160003662109,158.089996337891,158.690002441406,1674300,118.418098449707
2014-11-18,158.880004882812,160.460006713867,158.850006103516,160.149993896484,2311400,119.507598876953
2014-11-19,159.330001831055,159.410003662109,157.970001220703,158.830001831055,2314700,119.158721923828
2014-11-20,158.190002441406,159.550003051758,157.839996337891,159.360000610352,1749000,119.556335449219
2014-11-21,160.309997558594,160.860000610352,159.589996337891,160.160003662109,2472000,120.156509399414
2014-11-24,160.160003662109,160.559997558594,159.410003662109,159.880004882812,2358200,119.946464538574
2014-11-25,159,159.679992675781,158.059997558594,158.059997558594,3646300,118.581031799316
2014-11-26,157.970001220703,158.449996948242,157.5,158.309997558594,1823200,118.768600463867
2014-11-28,159.580001831055,160.820007324219,158.800003051758,160.089996337891,1565500,120.10400390625
2014-12-01,158.350006103516,159.509994506836,157.860000610352,158.160003662109,2502100,118.656059265137
2014-12-02,158.779998779297,160.779998779297,158.539993286133,160.600006103516,2504400,120.486587524414
2014-12-03,161.100006103516,162.440002441406,160.169998168945,162.259994506836,3038800,121.731941223145
2014-12-04,162,162.919998168945,160.899993896484,162.259994506836,2164200,121.731941223145
2014-12-05,162.399993896484,162.899993896484,161.880004882812,162.270004272461,1722600,121.739471435547
2014-12-08,162.100006103516,162.800003051758,160.100006103516,160.929992675781,1898300,120.734184265137
2014-12-09,159.889999389648,161.100006103516,159.110000610352,160.830001831055,2043100,120.659149169922
2014-12-10,160.710006713867,160.809997558594,157.699996948242,158.240005493164,3243700,118.716079711914
2014-12-11,159.179992675781,160.220001220703,158.419998168945,159.149993896484,2437300,119.39875793457
2014-12-12,158.559997558594,158.990005493164,157.119995117188,157.119995117188,2820600,117.875823974609
2014-12-15,158.119995117188,158.440002441406,155.589996337891,156.850006103516,2609300,117.673301696777
2014-12-16,157.259994506836,161.440002441406,157.080001831055,159.050003051758,3380800,119.323738098145
2014-12-17,159.289993286133,160.889999389648,157.779998779297,160.600006103516,3942600,120.486587524414
2014-12-18,162.399993896484,165.300003051758,162,165.300003051758,3359800,124.012710571289
2014-12-19,164.779998779297,166.089996337891,164.360000610352,165.479995727539,4891300,124.147743225098
2014-12-22,166.220001220703,167.309997558594,166.139999389648,167.270004272461,2081600,125.490615844727
2014-12-23,168.020004272461,168.160003662109,166.869995117188,166.869995117188,2190200,125.190551757812
2014-12-24,166.169998168945,167.610000610352,166.169998168945,166.960006713867,981600,125.25804901123
2014-12-26,167.339996337891,167.809997558594,166.149993896484,166.259994506836,1607400,124.732933044434
2014-12-29,166.300003051758,167.119995117188,165.809997558594,166.710006713867,1215700,125.070495605469
2014-12-30,166.550003051758,166.740005493164,165.279998779297,165.839996337891,1180700,124.417785644531
2014-12-31,166,167.169998168945,164.199996948242,164.320007324219,1623700,123.277465820312
2015-01-02,164.710006713867,165.080001831055,162.729995727539,164.059997558594,2116400,123.082412719727
2015-01-05,163,163.639999389648,160.080001831055,160.360000610352,3692900,120.306549072266
2015-01-06,160.820007324219,161.369995117188,157.740005493164,158.649993896484,3532000,119.023635864258
2015-01-07,159.899993896484,160.279998779297,158.940002441406,159.800003051758,3081300,119.886451721191
2015-01-08,160.649993896484,163.690002441406,160.520004272461,163.630004882812,3142900,122.759819030762
2015-01-09,163.850006103516,164,161.270004272461,161.619995117188,2378600,121.251815795898
2015-01-12,162.389999389648,162.389999389648,160.020004272461,160.740005493164,2149200,120.591644287109
2015-01-13,162.229995727539,164.380004882812,159.449996948242,160.619995117188,2703000,120.501594543457
2015-01-14,159.039993286133,160.529998779297,158.5,159.839996337891,1983500,119.91641998291
2015-01-15,160.889999389648,161.440002441406,159.369995117188,159.660003662109,1876800,119.781448364258
2015-01-16,159.860000610352,162.179992675781,159.089996337891,162,2349700,121.536933898926
2015-01-20,162.720001220703,163.399993896484,160.059997558594,161.940002441406,2091800,121.491882324219
2015-01-21,161.660003662109,163.369995117188,161.020004272461,162.539993286133,1597700,121.942054748535
2015-01-22,163.259994506836,165.990005493164,162.130004882812,165.889999389648,2225800,124.455322265625
