"Fecha","JNJ.Open","JNJ.High","JNJ.Low","JNJ.Close","JNJ.Volume","JNJ.Adjusted"
2013-11-01,92.379997253418,93.5800018310547,92.379997253418,93.370002746582,6835900,71.1941604614258
2013-11-04,93.4599990844727,93.5,92.4300003051758,93.0299987792969,6862500,70.9348983764648
2013-11-05,92.5400009155273,92.9499969482422,92.2799987792969,92.8099975585938,5350600,70.7671661376953
2013-11-06,93.0299987792969,93.1999969482422,92.7200012207031,93.0400009155273,5301300,70.9425354003906
2013-11-07,93.1900024414062,93.3499984741211,92.6900024414062,92.6900024414062,6116900,70.6756591796875
2013-11-08,92.629997253418,94.0999984741211,92.5599975585938,94.0500030517578,7229500,71.7126770019531
2013-11-11,93.9700012207031,94.6399993896484,93.9400024414062,94.2900009155273,4723100,71.8956604003906
2013-11-12,93.9800033569336,94.0899963378906,93,93.5599975585938,7639600,71.3390350341797
2013-11-13,93.3600006103516,93.4499969482422,92.3199996948242,93.3399963378906,8954300,71.1712646484375
2013-11-14,93.4000015258789,94.1399993896484,93.4000015258789,93.9199981689453,7045700,71.613525390625
2013-11-15,93.629997253418,94.4000015258789,93.5500030517578,94.3899993896484,7063000,71.9718627929688
2013-11-18,94.3600006103516,94.5999984741211,94.0100021362305,94.3000030517578,8492000,71.9032897949219
2013-11-19,94.2699966430664,94.9199981689453,94,94.8600006103516,6624200,72.3302688598633
2013-11-20,94.9400024414062,95.4700012207031,94.6600036621094,95.1500015258789,7076500,72.551383972168
2013-11-21,95.4599990844727,95.75,95.0500030517578,95.1999969482422,6896200,72.5895080566406
2013-11-22,94.3899993896484,95.5800018310547,94.3899993896484,95.25,6462100,73.1346588134766
2013-11-25,95.4899978637695,95.9899978637695,95.0800018310547,95.629997253418,6374600,73.4264526367188
2013-11-26,95.5800018310547,95.870002746582,94.9700012207031,95.0599975585938,7267600,72.9887847900391
2013-11-27,95.3399963378906,95.370002746582,94.6100006103516,94.9800033569336,4603800,72.9273529052734
2013-11-29,95.2300033569336,95.5,94.4300003051758,94.6600036621094,4106800,72.6816864013672
2013-12-02,94.4100036621094,94.6600036621094,93.9700012207031,94.2799987792969,5827400,72.389892578125
2013-12-03,94.1999969482422,94.5599975585938,93.5100021362305,93.9700012207031,9061100,72.1518630981445
2013-12-04,93.7600021362305,94.25,93.129997253418,93.629997253418,6218500,71.8907928466797
2013-12-05,93.4199981689453,93.629997253418,92.6600036621094,92.9700012207031,8666200,71.3840408325195
2013-12-06,93.5999984741211,94.4800033569336,93.4199981689453,94.4400024414062,7280400,72.5127334594727
2013-12-09,94.3000030517578,94.4800033569336,93.6999969482422,94.4400024414062,6974500,72.5127334594727
2013-12-10,94.5800018310547,94.7900009155273,93.9599990844727,94.1399993896484,7576600,72.2824020385742
2013-12-11,94.4000015258789,94.4499969482422,93.0299987792969,93.1100006103516,9424300,71.4915237426758
2013-12-12,92.8399963378906,92.8600006103516,91.0699996948242,91.1600036621094,12285700,69.9943084716797
2013-12-13,91.4599990844727,91.8600006103516,91.0800018310547,91.3499984741211,7909000,70.1402130126953
2013-12-16,91.4199981689453,92.3199996948242,91.1600036621094,91.370002746582,6623000,70.1555480957031
2013-12-17,91.3000030517578,91.3300018310547,90.5,90.6600036621094,8794000,69.6103820800781
2013-12-18,90.9499969482422,92.6600036621094,89.7699966430664,92.6399993896484,9691100,71.1306686401367
2013-12-19,92.4000015258789,92.4000015258789,91.4199981689453,91.9800033569336,7341000,70.6239318847656
2013-12-20,91.9499969482422,92.75,91.9499969482422,92.0899963378906,11265000,70.7083435058594
2013-12-23,92.5599975585938,92.6800003051758,91.7600021362305,92.0299987792969,5312200,70.6623001098633
2013-12-24,92.1800003051758,92.3899993896484,91.8499984741211,92.0599975585938,3147300,70.6853332519531
2013-12-26,91.9899978637695,92.5400009155273,91.7699966430664,92.5400009155273,3459100,71.0538940429688
2013-12-27,92.7699966430664,92.9599990844727,92.1800003051758,92.3499984741211,3511300,70.9080047607422
2013-12-30,92.1600036621094,92.3000030517578,91.7300033569336,92.3000030517578,4370100,70.8696212768555
2013-12-31,92.1699981689453,92.2200012207031,91.1500015258789,91.5899963378906,6348200,70.3244400024414
2014-01-02,91.1399993896484,91.7300033569336,91.0100021362305,91.0299987792969,5919600,69.8944854736328
2014-01-03,91.2900009155273,92.2200012207031,91.2600021362305,91.8499984741211,5637600,70.5240859985352
2014-01-06,91.9300003051758,92.75,91.870002746582,92.3300018310547,7443500,70.8926467895508
2014-01-07,93.0400009155273,94.620002746582,92.9899978637695,94.2900009155273,11063300,72.397575378418
2014-01-08,94.1699981689453,94.5999984741211,93.879997253418,94.1600036621094,9096700,72.2977523803711
2014-01-09,94.9400024414062,95.379997253418,94.0899963378906,94.7300033569336,7944700,72.7353973388672
2014-01-10,94.6399993896484,94.9800033569336,94.1399993896484,94.7399978637695,6697400,72.7430877685547
2014-01-13,94.370002746582,94.9899978637695,94.0599975585938,94.5,9589200,72.5588073730469
2014-01-14,94.5999984741211,94.9000015258789,94.3199996948242,94.7200012207031,7567300,72.7277145385742
2014-01-15,94.6500015258789,95.2699966430664,94.5100021362305,94.8000030517578,7390700,72.789176940918
2014-01-16,94.5999984741211,95.0899963378906,94.2300033569336,94.6399993896484,8401100,72.6663284301758
2014-01-17,94.7200012207031,95.1699981689453,94.379997253418,95.0599975585938,13714400,72.9887847900391
2014-01-21,94.9300003051758,95.0999984741211,92.620002746582,94.0299987792969,16368400,72.1979522705078
2014-01-22,93.9899978637695,94.5500030517578,93.5400009155273,94.3199996948242,8875500,72.4206085205078
2014-01-23,93.7399978637695,93.8000030517578,92.4100036621094,92.7399978637695,9322300,71.2074584960938
2014-01-24,92.120002746582,92.6100006103516,90.6100006103516,90.6100006103516,10604200,69.5719757080078
2014-01-27,90.3000030517578,90.7600021362305,89.8499984741211,89.9400024414062,8685200,69.0575637817383
2014-01-28,90.5800018310547,90.5999984741211,89.7900009155273,90.0999984741211,8254400,69.1804046630859
2014-01-29,89.4700012207031,89.7099990844727,88.5299987792969,88.9000015258789,11160100,68.2590255737305
2014-01-30,89.620002746582,89.7799987792969,89.0100021362305,89.5,6874900,68.7197265625
2014-01-31,89.0100021362305,89.3399963378906,88.1500015258789,88.4700012207031,12193800,67.9288635253906
2014-02-03,88.75,88.7799987792969,86.6100006103516,86.7799987792969,13944600,66.6312484741211
2014-02-04,86.9300003051758,87.2799987792969,86.0899963378906,86.620002746582,11436400,66.508415222168
2014-02-05,86.4899978637695,87.6699981689453,86.4800033569336,87.2799987792969,10667300,67.0151596069336
2014-02-06,87.629997253418,88.7600021362305,87.5500030517578,88.75,10037900,68.1438598632812
2014-02-07,88.9199981689453,90.0400009155273,88.6100006103516,90.0400009155273,9435100,69.1343307495117
2014-02-10,90.2399978637695,91.0800018310547,89.8000030517578,91.0699996948242,8080200,69.9251937866211
2014-02-11,91.0899963378906,92.9700012207031,90.9499969482422,92.9700012207031,11556300,71.3840408325195
2014-02-12,92.9499969482422,92.9899978637695,91.9499969482422,92.4199981689453,7696100,70.9617614746094
2014-02-13,92,92.620002746582,91.7099990844727,92.5599975585938,5926000,71.0692367553711
2014-02-14,92.5999984741211,92.9499969482422,92.0299987792969,92.7600021362305,5485100,71.2228164672852
2014-02-18,92.7699966430664,92.8499984741211,92.0899963378906,92.1699981689453,6926500,70.769775390625
2014-02-19,92.1500015258789,92.75,91.5699996948242,91.6399993896484,7693400,70.3628616333008
2014-02-20,91.6900024414062,92.7300033569336,91.3099975585938,92.379997253418,8160100,70.9309997558594
2014-02-21,91.8600006103516,92.25,91.4499969482422,91.5199966430664,7381500,70.7763595581055
2014-02-24,91.4499969482422,92.0599975585938,91.0999984741211,91.1100006103516,8406700,70.4593048095703
2014-02-25,91.5899963378906,91.870002746582,90.6600036621094,91.1100006103516,6383400,70.4593048095703
2014-02-26,91.1100006103516,91.5400009155273,90.7699966430664,91.1100006103516,6334100,70.4593048095703
2014-02-27,91.1600036621094,91.4199981689453,90.75,91.3600006103516,7040300,70.6526184082031
2014-02-28,91.4199981689453,92.6399993896484,91.0599975585938,92.120002746582,9643700,71.2403564453125
2014-03-03,91.129997253418,91.9800033569336,90.8300018310547,91.5599975585938,7506700,70.8073120117188
2014-03-04,92.4700012207031,93.4599990844727,92.25,93.3399963378906,8796300,72.1838455200195
2014-03-05,93.2699966430664,93.3000030517578,92.379997253418,92.5899963378906,6842500,71.6038208007812
2014-03-06,93.1900024414062,93.6500015258789,92.8199996948242,92.8899993896484,7718300,71.8358383178711
2014-03-07,93.370002746582,93.4800033569336,92.6900024414062,93.3199996948242,6792000,72.1683654785156
2014-03-10,93.1699981689453,93.4899978637695,92.7900009155273,93.4499969482422,4878200,72.268928527832
2014-03-11,93.7099990844727,93.75,93.0899963378906,93.4899978637695,5837200,72.2998504638672
2014-03-12,92.8199996948242,93.620002746582,92.6500015258789,93.5999984741211,6154900,72.3849258422852
2014-03-13,93.8499984741211,94.1999969482422,92.9800033569336,93,7659400,71.9209060668945
2014-03-14,92.879997253418,93.4400024414062,92.4599990844727,92.8099975585938,7337800,71.7739791870117
2014-03-17,93.2600021362305,94.1800003051758,93.1800003051758,93.9300003051758,5872600,72.6400909423828
2014-03-18,93.9000015258789,94.2399978637695,93.4800033569336,93.9400024414062,5891900,72.6478576660156
2014-03-19,93.8899993896484,94.3600006103516,92.9199981689453,93.5899963378906,5937600,72.3771743774414
2014-03-20,93.5199966430664,94.1900024414062,92.9599990844727,94.120002746582,5727400,72.7870712280273
2014-03-21,94.7699966430664,95.9300003051758,93.879997253418,95.9300003051758,23988800,74.1868133544922
2014-03-24,95.3000030517578,95.4300003051758,94.5400009155273,95.1999969482422,13944100,73.6222610473633
2014-03-25,95.6999969482422,97.6999969482422,95.6999969482422,97.379997253418,14167300,75.3081436157227
2014-03-26,97.5100021362305,98.4700012207031,97.0500030517578,97.0500030517578,11215100,75.0529632568359
2014-03-27,97.0800018310547,97.6999969482422,96.2600021362305,97.2799987792969,8694600,75.230827331543
2014-03-28,97.5100021362305,98.2200012207031,96.9599990844727,97.4400024414062,8816000,75.3545684814453
2014-03-31,98,98.5999984741211,97.6100006103516,98.2300033569336,7545700,75.9654998779297
2014-04-01,98.3099975585938,98.6800003051758,97.370002746582,97.9400024414062,7068500,75.7412338256836
2014-04-02,98.0100021362305,98.3899993896484,97.370002746582,98.2300033569336,7995600,75.9654998779297
2014-04-03,97.9700012207031,98.3399963378906,97.5299987792969,98.2600021362305,5471200,75.9887008666992
2014-04-04,98.620002746582,99.379997253418,98.3199996948242,98.4199981689453,10309700,76.1124420166016
2014-04-07,98.3899993896484,99.3600006103516,97.8300018310547,97.8899993896484,11409200,75.7025604248047
2014-04-08,98.0299987792969,98.7300033569336,97.5,98.0599975585938,9601800,75.8340148925781
2014-04-09,98.4199981689453,99,97.7799987792969,98.9499969482422,8921300,76.5222930908203
2014-04-10,98.8600006103516,98.9300003051758,96.5199966430664,96.5400009155273,9667800,74.658561706543
2014-04-11,96.1999969482422,97.1999969482422,96.0500030517578,96.870002746582,8710700,74.9137573242188
2014-04-14,97.2799987792969,97.3600006103516,96.25,97.1399993896484,8617200,75.12255859375
2014-04-15,98.4499969482422,99.2099990844727,98.0500030517578,99.1999969482422,13999100,76.7156677246094
2014-04-16,99.5699996948242,99.7099990844727,98.0699996948242,98.75,11308000,76.3676452636719
2014-04-17,98.6900024414062,99.6500015258789,98.6900024414062,98.9599990844727,9153500,76.5300674438477
2014-04-21,99.0100021362305,100.129997253418,98.6699981689453,100,7031400,77.3343200683594
2014-04-22,100,100.75,99.7399978637695,100.180000305176,7937900,77.4735107421875
2014-04-23,100.23999786377,100.559997558594,99.9199981689453,100.220001220703,5876000,77.5044631958008
2014-04-24,100.23999786377,100.370002746582,99.5500030517578,99.9599990844727,6149900,77.3033676147461
2014-04-25,99.9700012207031,100.26000213623,99.4000015258789,99.7900009155273,5895900,77.1719055175781
2014-04-28,100.559997558594,101.5,100.120002746582,101.339996337891,8792900,78.37060546875
