"Fecha","PSA.Open","PSA.High","PSA.Low","PSA.Close","PSA.Volume","PSA.Adjusted"
2014-04-09,171.330001831055,171.360000610352,169.089996337891,170.130004882812,547900,118.621910095215
2014-04-10,170.610000610352,171.360000610352,169.080001831055,169.320007324219,734000,118.057167053223
2014-04-11,168.410003662109,170.419998168945,168.399993896484,168.479995727539,682700,117.471420288086
2014-04-14,169.490005493164,169.710006713867,168.210006713867,169.479995727539,692300,118.168716430664
2014-04-15,169.75,171.259994506836,169.179992675781,170.899993896484,784100,119.158760070801
2014-04-16,171.5,172.539993286133,170.600006103516,172.070007324219,682800,119.974555969238
2014-04-17,171.520004272461,172.410003662109,170.759994506836,172.279998779297,505400,120.120964050293
2014-04-21,172.630004882812,173.240005493164,171.960006713867,173.160003662109,680100,120.734512329102
2014-04-22,172.889999389648,173.559997558594,171.740005493164,173.309997558594,412800,120.839149475098
2014-04-23,173.470001220703,173.470001220703,172.279998779297,173.309997558594,772700,120.839149475098
2014-04-24,173.509994506836,174.009994506836,172.770004272461,174.009994506836,383400,121.327178955078
2014-04-25,174.080001831055,174.220001220703,173.169998168945,173.580001831055,514300,121.027412414551
2014-04-28,174.270004272461,175.610000610352,173.539993286133,175.600006103516,752300,122.435829162598
2014-04-29,176.300003051758,176.720001220703,175.169998168945,175.949996948242,644400,122.679870605469
2014-04-30,175.800003051758,175.929992675781,174.350006103516,175.509994506836,527700,122.373039245605
2014-05-01,175.270004272461,176.490005493164,173.300003051758,176.190002441406,751900,122.847190856934
2014-05-02,172.399993896484,172.509994506836,169.490005493164,170.539993286133,1231800,118.907752990723
2014-05-05,170.190002441406,172,170.080001831055,171.929992675781,971400,119.876945495605
2014-05-06,171.070007324219,171.770004272461,170.070007324219,170.860000610352,575900,119.130897521973
2014-05-07,171.360000610352,173.350006103516,171.070007324219,173.199996948242,870500,120.76245880127
2014-05-08,172.330001831055,172.850006103516,170.190002441406,171.5,744500,119.577133178711
2014-05-09,171.460006713867,172.75,170.600006103516,171.639999389648,463000,119.674736022949
2014-05-12,171.880004882812,172.570007324219,171.160003662109,171.869995117188,564000,119.835105895996
2014-05-13,172.039993286133,173.649993896484,168.289993286133,170.429992675781,708700,118.831077575684
2014-05-14,170.710006713867,171.919998168945,169.880004882812,171.649993896484,670300,119.681709289551
2014-05-15,171.270004272461,171.809997558594,168.940002441406,170.550003051758,558000,118.914749145508
2014-05-16,170.270004272461,172.470001220703,169.619995117188,172.369995117188,801700,120.183708190918
2014-05-19,171.770004272461,172.220001220703,170.509994506836,171.929992675781,444700,119.876945495605
2014-05-20,172.190002441406,172.619995117188,170.039993286133,170.809997558594,495300,119.096031188965
2014-05-21,170.869995117188,171.509994506836,170.110000610352,170.320007324219,335500,118.754379272461
2014-05-22,170.600006103516,171.050003051758,169.619995117188,169.720001220703,469800,118.336044311523
2014-05-23,170.479995727539,171.570007324219,170.119995117188,171.369995117188,420100,119.486488342285
2014-05-27,171.690002441406,172.490005493164,171.389999389648,172.389999389648,507100,120.197616577148
2014-05-28,172.220001220703,172.220001220703,170.169998168945,170.440002441406,653700,118.838043212891
2014-05-29,170.570007324219,171.289993286133,169.850006103516,169.990005493164,742200,118.524337768555
2014-05-30,170,172.550003051758,169.960006713867,172.380004882812,1299200,120.190689086914
2014-06-02,172.210006713867,172.800003051758,171.710006713867,172.130004882812,498000,120.016342163086
2014-06-03,172.270004272461,172.690002441406,170.800003051758,171.009994506836,494200,119.235504150391
2014-06-04,170.559997558594,172.350006103516,170.220001220703,172.089996337891,737900,119.988494873047
2014-06-05,172.110000610352,174.779998779297,171.740005493164,174.600006103516,580600,121.738624572754
2014-06-06,174.639999389648,175,172.240005493164,172.830001831055,423700,120.504432678223
2014-06-09,172.649993896484,173.839996337891,170.679992675781,171.330001831055,583800,119.458557128906
2014-06-10,171,172.210006713867,171,171.600006103516,663100,119.646781921387
2014-06-11,169.910003662109,170.570007324219,169.179992675781,169.929992675781,648100,119.457023620605
2014-06-12,170.059997558594,170.350006103516,168.669998168945,169.429992675781,455300,119.105560302734
2014-06-13,169.380004882812,170.009994506836,168.220001220703,169.529998779297,556700,119.175819396973
2014-06-16,169.389999389648,170.75,168.679992675781,168.990005493164,478600,118.796211242676
2014-06-17,168.320007324219,169.850006103516,167.800003051758,169.779998779297,473600,119.351615905762
2014-06-18,169.479995727539,171.240005493164,168.559997558594,170.860000610352,621300,120.110816955566
2014-06-19,170.869995117188,172.210006713867,170.029998779297,171.360000610352,555800,120.462303161621
2014-06-20,171.729995727539,172.369995117188,170.759994506836,172.119995117188,1017300,120.996597290039
2014-06-23,172.139999389648,172.990005493164,171.160003662109,171.279998779297,529100,120.406028747559
2014-06-24,171,172.039993286133,170.630004882812,170.949996948242,461400,120.17407989502
2014-06-25,170.529998779297,171.339996337891,169.360000610352,169.699996948242,702500,119.295402526855
2014-06-26,169.940002441406,170.199996948242,169.240005493164,169.350006103516,492700,119.049308776855
2014-06-27,169.240005493164,172.410003662109,169.240005493164,172.169998168945,658800,121.031745910645
2014-06-30,171.289993286133,172.119995117188,170.320007324219,171.350006103516,606000,120.455307006836
2014-07-01,171.850006103516,172.660003662109,170.619995117188,172.080001831055,496100,120.968414306641
2014-07-02,171.690002441406,171.949996948242,170.220001220703,171.630004882812,394900,120.652114868164
2014-07-03,171.550003051758,171.550003051758,169.759994506836,170.869995117188,248900,120.11784362793
2014-07-07,171.009994506836,171.679992675781,170.289993286133,170.669998168945,401100,119.977241516113
2014-07-08,171,171.820007324219,170.300003051758,170.520004272461,506700,119.871810913086
2014-07-09,170.679992675781,170.990005493164,169.529998779297,170.550003051758,367800,119.892890930176
2014-07-10,170.550003051758,171.600006103516,170.009994506836,171.259994506836,575800,120.392021179199
2014-07-11,171.360000610352,171.660003662109,170.229995727539,171.309997558594,399000,120.427124023438
2014-07-14,171.649993896484,172.25,171.080001831055,172.139999389648,382300,121.010635375977
2014-07-15,172.210006713867,172.960006713867,171.559997558594,172.179992675781,410000,121.03874206543
2014-07-16,172.25,172.699996948242,171.479995727539,172.479995727539,430600,121.249664306641
2014-07-17,171.75,172.860000610352,171.5,171.979995727539,401400,120.898162841797
2014-07-18,172.509994506836,173.320007324219,171.789993286133,173.210006713867,406600,121.762817382812
2014-07-21,172.820007324219,173.770004272461,172.479995727539,172.899993896484,417000,121.544891357422
2014-07-22,173.289993286133,173.990005493164,172.940002441406,173.139999389648,483100,121.713554382324
2014-07-23,173.110000610352,174.830001831055,173.110000610352,174,477200,122.31819152832
2014-07-24,174.470001220703,175.259994506836,173.979995727539,175.149993896484,768100,123.126579284668
2014-07-25,174.550003051758,175.729995727539,173.580001831055,173.669998168945,484500,122.086158752441
2014-07-28,174.220001220703,175.860000610352,173.839996337891,175.490005493164,467800,123.365623474121
2014-07-29,175.309997558594,175.779998779297,174.289993286133,174.520004272461,415900,122.683700561523
2014-07-30,174.440002441406,175.850006103516,173.929992675781,175.259994506836,510300,123.203926086426
2014-07-31,174.559997558594,174.770004272461,171.289993286133,171.610000610352,966600,120.638031005859
2014-08-01,171.820007324219,173.419998168945,171.610000610352,172.699996948242,653800,121.404281616211
2014-08-04,172.649993896484,173.270004272461,171.190002441406,172.740005493164,418200,121.432456970215
2014-08-05,172,172.809997558594,170.839996337891,171.119995117188,546700,120.293601989746
2014-08-06,171.160003662109,173.820007324219,171.100006103516,172.800003051758,732200,121.474571228027
2014-08-07,172.929992675781,173.850006103516,172.009994506836,172.289993286133,428600,121.115997314453
2014-08-08,172.889999389648,173.520004272461,171.580001831055,173.320007324219,474700,121.840133666992
2014-08-11,172.820007324219,174.440002441406,172.820007324219,173.699996948242,452900,122.107276916504
2014-08-12,173.929992675781,175.389999389648,173.509994506836,173.839996337891,497400,122.205696105957
2014-08-13,174.399993896484,176.419998168945,173.979995727539,175.720001220703,447000,123.527305603027
2014-08-14,176.589996337891,176.889999389648,174.440002441406,175.460006713867,602100,123.344497680664
2014-08-15,175.949996948242,176.589996337891,174.039993286133,175.009994506836,501300,123.028167724609
2014-08-18,176.070007324219,176.139999389648,175.160003662109,175.720001220703,491900,123.527305603027
2014-08-19,175.779998779297,177.160003662109,175.520004272461,176.470001220703,307700,124.054534912109
2014-08-20,176.539993286133,177.809997558594,175.5,177.240005493164,521500,124.59578704834
2014-08-21,177.889999389648,178.259994506836,176.630004882812,176.679992675781,334600,124.2021484375
2014-08-22,176.449996948242,176.490005493164,174.270004272461,174.940002441406,423900,122.978950500488
2014-08-25,175.729995727539,175.729995727539,173.589996337891,173.990005493164,460400,122.311103820801
2014-08-26,174.800003051758,174.949996948242,173.330001831055,173.550003051758,402700,122.001838684082
2014-08-27,173.729995727539,174.279998779297,173.130004882812,173.869995117188,250800,122.226753234863
2014-08-28,173.369995117188,174.240005493164,173.369995117188,173.850006103516,342700,122.212738037109
2014-08-29,174,175.220001220703,173.800003051758,175.179992675781,494900,123.14769744873
2014-09-02,175.5,175.770004272461,174.660003662109,175.300003051758,394200,123.232070922852
2014-09-03,176.139999389648,176.410003662109,174.479995727539,175.419998168945,332700,123.316413879395
2014-09-04,175.179992675781,175.5,173.25,174.259994506836,425300,122.500946044922
2014-09-05,174.320007324219,176.759994506836,173.789993286133,176.639999389648,695800,124.174026489258
2014-09-08,176.649993896484,177.130004882812,175.440002441406,175.990005493164,360100,123.717094421387
2014-09-09,176.070007324219,176.580001831055,174.600006103516,175.229995727539,380900,123.182792663574
2014-09-10,174.770004272461,174.779998779297,172.199996948242,172.600006103516,562300,121.333992004395
2014-09-11,171.610000610352,171.779998779297,170.369995117188,171.179992675781,360100,121.319801330566
2014-09-12,170.809997558594,170.929992675781,165.690002441406,166.080001831055,1062000,117.70531463623
2014-09-15,166.059997558594,167.039993286133,165.059997558594,166.270004272461,672900,117.839950561523
2014-09-16,166.100006103516,168.139999389648,166.020004272461,167.169998168945,529000,118.477821350098
2014-09-17,167.729995727539,168.919998168945,166.320007324219,166.589996337891,510500,118.066734313965
2014-09-18,166.550003051758,167.020004272461,164.770004272461,165.119995117188,747000,117.024917602539
2014-09-19,166.179992675781,166.809997558594,164.889999389648,164.960006713867,1104500,116.911544799805
2014-09-22,164.940002441406,165.100006103516,163.429992675781,163.550003051758,758500,115.912223815918
2014-09-23,163.639999389648,164.660003662109,162.990005493164,163.050003051758,658200,115.557838439941
2014-09-24,162.970001220703,165.570007324219,162.5,163.119995117188,685800,115.607498168945
2014-09-25,163.199996948242,163.869995117188,162.339996337891,163.5,795600,115.876815795898
2014-09-26,163.419998168945,165.25,163.169998168945,164.990005493164,643600,116.932823181152
2014-09-29,163.910003662109,166.029998779297,163.490005493164,165.919998168945,618600,117.591926574707
2014-09-30,165.979995727539,167.199996948242,164.600006103516,165.839996337891,770800,117.535194396973
2014-10-01,165.729995727539,167.190002441406,165.169998168945,165.759994506836,624300,117.478530883789
2014-10-02,165.839996337891,166.820007324219,165.050003051758,165.889999389648,584600,117.570671081543
2014-10-03,166.690002441406,168.080001831055,165.580001831055,167.600006103516,543400,118.782554626465
2014-10-06,167.690002441406,168.589996337891,166.830001831055,166.860000610352,550900,118.258155822754
2014-10-07,167,167.149993896484,165.529998779297,165.550003051758,431900,117.329704284668
2014-10-08,165.910003662109,169.369995117188,165.479995727539,169.369995117188,653200,120.036987304688
2014-10-09,169.619995117188,170.929992675781,169.089996337891,169.490005493164,641500,120.122077941895
2014-10-10,170.029998779297,170.509994506836,168.410003662109,168.509994506836,584100,119.427490234375
2014-10-13,168.529998779297,170.210006713867,168,168.309997558594,682400,119.285751342773
2014-10-14,168.229995727539,171.699996948242,168.039993286133,170.800003051758,806500,121.050521850586
2014-10-15,169.619995117188,170.960006713867,167.949996948242,169.880004882812,1047100,120.398460388184
2014-10-16,168.429992675781,170.440002441406,167.720001220703,169.899993896484,862900,120.412643432617
2014-10-17,170.779998779297,172.119995117188,169.039993286133,171.520004272461,742900,121.560775756836
2014-10-20,171.509994506836,173.210006713867,171,173.149993896484,573300,122.716011047363
2014-10-21,173.919998168945,175.410003662109,172.729995727539,175.289993286133,612500,124.232688903809
2014-10-22,176.220001220703,176.869995117188,175.330001831055,176.210006713867,674900,124.884689331055
2014-10-23,177.009994506836,177.779998779297,175.830001831055,176.720001220703,894700,125.246162414551
2014-10-24,176.330001831055,177.119995117188,175.080001831055,175.970001220703,840500,124.71460723877
2014-10-27,175.949996948242,179.070007324219,175.520004272461,179.050003051758,741700,126.897529602051
2014-10-28,179.070007324219,179.789993286133,178.119995117188,179.740005493164,478600,127.386505126953
2014-10-29,179.339996337891,182.080001831055,178.050003051758,179.080001831055,596000,126.918769836426
2014-10-30,178.410003662109,180.460006713867,178.330001831055,179.779998779297,842400,127.414894104004
2014-10-31,183.889999389648,184.460006713867,179.779998779297,184.339996337891,1012000,130.64665222168
2014-11-03,184.320007324219,186.710006713867,183.399993896484,186.570007324219,733400,132.227142333984
2014-11-04,186.419998168945,187.110000610352,185.139999389648,186.649993896484,527200,132.283828735352
2014-11-05,186.360000610352,187.289993286133,185.419998168945,187.050003051758,763100,132.567337036133
2014-11-06,187.110000610352,187.789993286133,186.240005493164,186.570007324219,749700,132.227142333984
2014-11-07,186.820007324219,187.149993896484,185.139999389648,186.289993286133,718600,132.02864074707
2014-11-10,186.130004882812,188.119995117188,185.770004272461,188.119995117188,484800,133.325668334961
2014-11-11,187.869995117188,188.360000610352,186.789993286133,187.350006103516,527600,132.779937744141
2014-11-12,187.360000610352,188,185.800003051758,185.960006713867,509500,131.794769287109
2014-11-13,186.619995117188,187.649993896484,185.979995727539,187.039993286133,530400,132.560195922852
2014-11-14,186.550003051758,187.869995117188,185.160003662109,185.619995117188,388100,131.553802490234
2014-11-17,185.759994506836,187.199996948242,185.339996337891,186.199996948242,378500,131.964904785156
2014-11-18,186.570007324219,187.529998779297,185.899993896484,186.460006713867,450800,132.149154663086
2014-11-19,186.460006713867,186.949996948242,183.740005493164,183.919998168945,727400,130.348968505859
2014-11-20,183.850006103516,184.410003662109,183.199996948242,183.979995727539,531100,130.391510009766
2014-11-21,185.539993286133,185.75,184.389999389648,185.479995727539,653200,131.45458984375
2014-11-24,186.199996948242,187,185.139999389648,185.179992675781,442900,131.242004394531
2014-11-25,185.380004882812,185.899993896484,184.929992675781,185.399993896484,1119400,131.397918701172
2014-11-26,185.699996948242,187.160003662109,185.089996337891,186.630004882812,529800,132.269683837891
2014-11-28,187.419998168945,190.190002441406,187.220001220703,187.630004882812,437200,132.978363037109
2014-12-01,186.970001220703,188.229995727539,185.970001220703,186.259994506836,604900,132.007385253906
2014-12-02,186.559997558594,186.559997558594,185.110000610352,185.979995727539,669900,131.808975219727
2014-12-03,185.889999389648,186.710006713867,184.740005493164,186.130004882812,568000,131.915252685547
2014-12-04,184.889999389648,186,183.910003662109,185.5,561600,131.468795776367
2014-12-05,185.009994506836,185.449996948242,183.410003662109,184.559997558594,483300,130.802627563477
2014-12-08,184.580001831055,186.529998779297,184.580001831055,185.529998779297,514600,131.490051269531
2014-12-09,184.190002441406,186.300003051758,184.100006103516,185.910003662109,442200,131.759399414062
2014-12-10,185.429992675781,186.990005493164,184.490005493164,185.660003662109,685600,131.582183837891
2014-12-11,185.169998168945,185.740005493164,184,184.470001220703,452700,131.732147216797
2014-12-12,183.830001831055,185.240005493164,182.059997558594,182.139999389648,618200,130.068298339844
2014-12-15,182.529998779297,183.210006713867,179.509994506836,180.070007324219,736300,128.590087890625
2014-12-16,179.970001220703,180.5,178.419998168945,178.850006103516,701400,127.718849182129
2014-12-17,179.869995117188,182.869995117188,178.929992675781,182.869995117188,972400,130.589538574219
2014-12-18,184.470001220703,185.410003662109,182.559997558594,185.339996337891,705400,132.353424072266
2014-12-19,186.179992675781,186.360000610352,184.350006103516,184.949996948242,1209900,132.074920654297
2014-12-22,185.600006103516,188.679992675781,185.309997558594,188.5,511900,134.610046386719
2014-12-23,188.740005493164,189.720001220703,188.020004272461,188.610000610352,472900,134.688522338867
2014-12-24,188.660003662109,189.630004882812,187.119995117188,187.429992675781,218000,133.845916748047
2014-12-26,187.440002441406,188.979995727539,187.210006713867,187.960006713867,229500,134.224380493164
2014-12-29,187.940002441406,189.979995727539,187.929992675781,189.350006103516,393700,135.217025756836
2014-12-30,189.339996337891,190,188.289993286133,188.619995117188,337500,134.695709228516
2014-12-31,188.759994506836,189.710006713867,184.660003662109,184.850006103516,525000,132.003524780273
2015-01-02,185.350006103516,187.630004882812,185.050003051758,187.229995727539,415300,133.703140258789
2015-01-05,186.820007324219,188.910003662109,186.169998168945,188.110000610352,481900,134.331512451172
2015-01-06,189.789993286133,191.800003051758,189.190002441406,191.320007324219,642800,136.623809814453
2015-01-07,191.800003051758,195.529998779297,190.669998168945,195.240005493164,734100,139.423110961914
2015-01-08,195.820007324219,198.559997558594,194.710006713867,197.899993896484,893900,141.322647094727
2015-01-09,198.399993896484,198.770004272461,195.630004882812,198.5,611900,141.751113891602
2015-01-12,198.520004272461,199.279998779297,197.929992675781,198.149993896484,403500,141.501220703125
2015-01-13,198.75,200.399993896484,198.199996948242,198.919998168945,766700,142.051086425781
2015-01-14,197.979995727539,199.479995727539,197.009994506836,198.820007324219,608400,141.979675292969
2015-01-15,199.279998779297,201.139999389648,198.550003051758,199.440002441406,720600,142.422424316406
2015-01-16,199.820007324219,202.649993896484,198.559997558594,202.25,609500,144.429092407227
2015-01-20,203.360000610352,203.779998779297,201.820007324219,202.580001831055,555200,144.664672851562
2015-01-21,201.720001220703,202.089996337891,200.179992675781,201.009994506836,558100,143.543533325195
2015-01-22,201.460006713867,205.449996948242,201.050003051758,205.220001220703,765700,146.54997253418
2015-01-23,204.080001831055,206.160003662109,202.169998168945,202.75,532600,144.786071777344
2015-01-26,202.729995727539,204.509994506836,201.539993286133,204.389999389648,516000,145.957275390625
2015-01-27,203.639999389648,206.139999389648,203.080001831055,204.669998168945,443000,146.157211303711
2015-01-28,205.5,206.919998168945,202.679992675781,202.759994506836,468000,144.793258666992
2015-01-29,202.660003662109,204.410003662109,201.589996337891,204.190002441406,333300,145.814437866211
2015-01-30,203.380004882812,203.869995117188,200.740005493164,200.839996337891,1259800,143.422119140625
2015-02-02,201.009994506836,202.130004882812,197.820007324219,201.75,628600,144.071975708008
