"Fecha","EFX.Open","EFX.High","EFX.Low","EFX.Close","EFX.Volume","EFX.Adjusted"
2013-11-01,64.6999969482422,65.25,64.6399993896484,65.1800003051758,443500,58.5582313537598
2013-11-04,65.2300033569336,65.25,64.6699981689453,65.1500015258789,426500,58.5312805175781
2013-11-05,65.0199966430664,65.0999984741211,64.3199996948242,64.3300018310547,393300,57.7945709228516
2013-11-06,64.7200012207031,65.0699996948242,64.0899963378906,64.3199996948242,634700,57.7855949401855
2013-11-07,64.5699996948242,64.9000015258789,63.5099983215332,63.5699996948242,341100,57.1117897033691
2013-11-08,63.560001373291,64.7399978637695,63.4599990844727,64.6999969482422,523300,58.1269760131836
2013-11-11,64.5599975585938,64.9400024414062,64.4599990844727,64.6500015258789,393100,58.082088470459
2013-11-12,64.5999984741211,65.1500015258789,64.379997253418,65.0699996948242,456000,58.4593925476074
2013-11-13,64.8099975585938,65.8000030517578,64.6600036621094,65.7900009155273,591500,59.106258392334
2013-11-14,65.9100036621094,66.3000030517578,65.6100006103516,66.2099990844727,439300,59.4835777282715
2013-11-15,66.1800003051758,66.6999969482422,65.5999984741211,66.4199981689453,628200,59.6722564697266
2013-11-18,66.4700012207031,66.6699981689453,66.1800003051758,66.5599975585938,357100,59.798023223877
2013-11-19,66.4899978637695,66.9899978637695,66.3099975585938,66.8000030517578,609100,60.0136604309082
2013-11-20,67,67.3600006103516,66.5599975585938,66.9400024414062,721400,60.1394309997559
2013-11-21,66.7600021362305,67.4899978637695,66.5699996948242,67.4499969482422,502400,60.7974052429199
2013-11-22,67.3399963378906,67.879997253418,67.2699966430664,67.8499984741211,637100,61.157958984375
2013-11-25,68.0199966430664,68.2900009155273,67.8000030517578,67.9300003051758,529000,61.2300910949707
2013-11-26,67.9199981689453,68.0100021362305,67.5299987792969,67.5400009155273,497700,60.8785514831543
2013-11-27,67.6100006103516,67.8199996948242,67.0899963378906,67.4599990844727,365000,60.8064308166504
2013-11-29,67.4199981689453,67.7200012207031,67.129997253418,67.3300018310547,217700,60.689266204834
2013-12-02,67.4700012207031,67.9000015258789,67.0400009155273,67.3000030517578,429000,60.662223815918
2013-12-03,67.120002746582,67.6500015258789,66.7200012207031,67.0400009155273,607100,60.4278755187988
2013-12-04,66.7699966430664,67.3399963378906,66.3300018310547,66.9599990844727,528300,60.3557434082031
2013-12-05,66.8399963378906,67.0800018310547,66.4800033569336,66.6600036621094,317500,60.0853385925293
2013-12-06,67.2799987792969,68.3399963378906,67.120002746582,68.3099975585938,498100,61.5726013183594
2013-12-09,68.379997253418,68.5400009155273,67.7600021362305,68.0899963378906,372900,61.3743095397949
2013-12-10,67.9300003051758,68.1900024414062,67.3199996948242,67.4199981689453,360100,60.7703628540039
2013-12-11,67.370002746582,67.4700012207031,66.5699996948242,66.6699981689453,389500,60.0943336486816
2013-12-12,66.5199966430664,66.9800033569336,66.3099975585938,66.8000030517578,388800,60.2115516662598
2013-12-13,66.9100036621094,67.2699966430664,66.5599975585938,66.7600021362305,348000,60.1754760742188
2013-12-16,67.0599975585938,68.1699981689453,66.6900024414062,68.0299987792969,862700,61.3202133178711
2013-12-17,67.9100036621094,68.0899963378906,66.6999969482422,67.0999984741211,711900,60.4819374084473
2013-12-18,67.0199966430664,67.2900009155273,66.0199966430664,67.2399978637695,1324500,60.6081428527832
2013-12-19,67.1800003051758,67.5899963378906,67.0199966430664,67.0699996948242,503600,60.4548988342285
2013-12-20,67.5500030517578,68.0599975585938,67.1399993896484,67.6900024414062,1073200,61.0137519836426
2013-12-23,68.120002746582,68.5800018310547,68.0500030517578,68.3199996948242,463900,61.5816421508789
2013-12-24,68.25,69.0400009155273,68.2200012207031,69,169400,62.1945457458496
2013-12-26,69.0100021362305,69.25,68.7200012207031,69.1699981689453,252900,62.3477973937988
2013-12-27,69.1800003051758,69.1999969482422,68.7600021362305,69.0999984741211,287100,62.2846870422363
2013-12-30,69.1699981689453,69.6399993896484,69.0999984741211,69.3499984741211,446500,62.5100173950195
2013-12-31,69.5,69.5599975585938,68.7799987792969,69.0899963378906,446300,62.2756729125977
2014-01-02,68.9499969482422,69.25,68.1999969482422,68.4499969482422,336300,61.6987953186035
2014-01-03,68.5599975585938,69.129997253418,68.5500030517578,68.9000015258789,314800,62.1044158935547
2014-01-06,68.9000015258789,68.9599990844727,68.1900024414062,68.2600021362305,284800,61.5275497436523
2014-01-07,68.879997253418,68.8899993896484,68.3199996948242,68.7300033569336,320900,61.9511680603027
2014-01-08,68.5400009155273,68.879997253418,67.9100036621094,68.7399978637695,445800,61.9601707458496
2014-01-09,68.8499984741211,69.0500030517578,68.1800003051758,68.7600021362305,313700,61.9782180786133
2014-01-10,68.9599990844727,69,68.3000030517578,68.8000030517578,249400,62.0142707824707
2014-01-13,68.2200012207031,68.7200012207031,67.3399963378906,67.4499969482422,466300,60.7974052429199
2014-01-14,67.6600036621094,68.1900024414062,66.9700012207031,68.1399993896484,439600,61.4193725585938
2014-01-15,68.2900009155273,69.1999969482422,68.2900009155273,69.1100006103516,547600,62.2936973571777
2014-01-16,67.9499969482422,69.1800003051758,67.8899993896484,69.120002746582,785200,62.3027114868164
2014-01-17,69.4700012207031,71.3300018310547,69.120002746582,70.7300033569336,1091300,63.75390625
2014-01-21,70.9800033569336,71.2200012207031,69.5,70.2699966430664,841100,63.3392944335938
2014-01-22,70.5,71.620002746582,70.3499984741211,71.4499969482422,698300,64.4029235839844
2014-01-23,70.629997253418,70.7399978637695,69.7900009155273,70.2799987792969,430800,63.3483123779297
2014-01-24,69.9700012207031,70.4199981689453,69.5500030517578,69.7699966430664,838000,62.888614654541
2014-01-27,69.7300033569336,69.9499969482422,68.9499969482422,69.0100021362305,921200,62.2035713195801
2014-01-28,68.9899978637695,69.3399963378906,68.6399993896484,68.870002746582,625500,62.0773811340332
2014-01-29,68.1900024414062,68.9199981689453,68.0999984741211,68.4199981689453,434800,61.6717529296875
2014-01-30,68.8199996948242,70.8300018310547,68.5599975585938,70.7399978637695,742700,63.7629241943359
2014-01-31,69.5599975585938,70.8399963378906,69.4199981689453,70.0599975585938,763600,63.1499938964844
2014-02-03,70.0100021362305,70.2099990844727,67.8000030517578,68.120002746582,793300,61.4013519287109
2014-02-04,68.3199996948242,69.7099990844727,67.879997253418,69.3600006103516,817100,62.51904296875
2014-02-05,69.1100006103516,69.4400024414062,67.9899978637695,68.120002746582,1017800,61.4013519287109
2014-02-06,68.2399978637695,70.3199996948242,68.0500030517578,70.2399978637695,611500,63.3122329711914
2014-02-07,70.5,71.2300033569336,70.25,70.9499969482422,689300,63.9521903991699
2014-02-10,70.8000030517578,71.2799987792969,70.5800018310547,71.1600036621094,620000,64.1415100097656
2014-02-11,71.1800003051758,71.5999984741211,70.75,71.2300033569336,680100,64.2045974731445
2014-02-12,71.370002746582,71.7099990844727,71.0500030517578,71.379997253418,658700,64.3398056030273
2014-02-13,70.9300003051758,71.9300003051758,70.5800018310547,71.8300018310547,652500,64.7454147338867
2014-02-14,69.620002746582,71.4000015258789,68.6800003051758,69.8000030517578,1449100,62.9156455993652
2014-02-18,68.9599990844727,69.9199981689453,68.5999984741211,69.7799987792969,1040100,62.8976097106934
2014-02-19,69.4899978637695,70.6399993896484,69.379997253418,69.9599990844727,903300,63.0598373413086
2014-02-20,68.4700012207031,70.1100006103516,68.4700012207031,69.7399978637695,835000,62.8615646362305
2014-02-21,68.9499969482422,69.4700012207031,68.1699981689453,68.8899993896484,1308100,62.3187980651855
2014-02-24,69.0400009155273,70.2600021362305,68.9100036621094,69.8300018310547,539600,63.1691436767578
2014-02-25,69.8600006103516,70.0800018310547,69.2200012207031,69.5199966430664,456700,62.8887214660645
2014-02-26,69.75,70.5500030517578,69.75,69.8399963378906,807900,63.1781768798828
2014-02-27,69.8099975585938,70.3000030517578,69.75,70.0199966430664,529700,63.340991973877
2014-02-28,70.1399993896484,70.3000030517578,69.7399978637695,70.0599975585938,631300,63.3771934509277
2014-03-03,69.6699981689453,69.8899993896484,69.1399993896484,69.5599975585938,348300,62.9249000549316
2014-03-04,70.1699981689453,70.7900009155273,69.9700012207031,70.6699981689453,643400,63.9290008544922
2014-03-05,70.6800003051758,70.6900024414062,69.7900009155273,69.8899993896484,338100,63.2234153747559
2014-03-06,70.1900024414062,70.4300003051758,69.7600021362305,70.3899993896484,354100,63.6757125854492
2014-03-07,70.629997253418,71.1800003051758,70.1399993896484,70.7600021362305,787900,64.0104141235352
2014-03-10,70.75,71.25,70.2699966430664,71.25,621200,64.4536743164062
2014-03-11,71.3000030517578,71.8099975585938,70.8199996948242,71.25,661400,64.4536743164062
