"Fecha","SBAC.Open","SBAC.High","SBAC.Low","SBAC.Close","SBAC.Volume","SBAC.Adjusted"
2013-11-01,87.8499984741211,88.129997253418,86.2799987792969,87.4899978637695,1481000,84.3166198730469
2013-11-04,87.3499984741211,88.0299987792969,87.0400009155273,87.7300033569336,1390300,84.5479278564453
2013-11-05,90,92.129997253418,88.0199966430664,90.9599990844727,3721600,87.6607818603516
2013-11-06,91.5,91.870002746582,91,91.8300018310547,1726800,88.4992218017578
2013-11-07,91.8399963378906,92.2099990844727,90.8000030517578,91.4599990844727,1635100,88.1426544189453
2013-11-08,91.3499984741211,91.8499984741211,89.7600021362305,91.5999984741211,1891800,88.2775497436523
2013-11-11,91.9100036621094,91.9100036621094,91.2200012207031,91.2799987792969,705200,87.9691772460938
2013-11-12,90.9599990844727,91.3600006103516,90.4599990844727,90.75,1723700,87.4583969116211
2013-11-13,90.2600021362305,90.75,89.6800003051758,90.1500015258789,1401200,86.8801574707031
2013-11-14,90.8399963378906,90.8399963378906,89.0899963378906,89.4000015258789,2464500,86.157356262207
2013-11-15,89.75,90.5500030517578,89.2200012207031,90,1710100,86.735595703125
2013-11-18,90,90.6999969482422,89.5699996948242,89.9000015258789,1164300,86.6392135620117
2013-11-19,89.5299987792969,89.879997253418,88.2200012207031,88.5899963378906,940100,85.3767242431641
2013-11-20,88.379997253418,89.3300018310547,86.0999984741211,86.5299987792969,1509600,83.3914489746094
2013-11-21,86.5400009155273,88.4899978637695,85.0899963378906,85.4800033569336,1703500,82.3795471191406
2013-11-22,85.620002746582,85.9199981689453,83.9700012207031,84.75,2243500,81.6760330200195
2013-11-25,85.0599975585938,85.4499969482422,84.379997253418,84.9300003051758,1456900,81.849494934082
2013-11-26,84.6699981689453,85.9800033569336,84.0699996948242,85.7200012207031,971700,82.6108169555664
2013-11-27,85.379997253418,85.7799987792969,84.8099975585938,85.5899963378906,647600,82.4855499267578
2013-11-29,85.7799987792969,85.9899978637695,85.0299987792969,85.1699981689453,344700,82.0807876586914
2013-12-02,84.9700012207031,86.379997253418,84.6900024414062,85.9300003051758,1336400,82.8132247924805
2013-12-03,85.8099975585938,85.9700012207031,84.8600006103516,85.4199981689453,875800,82.3217010498047
2013-12-04,85,86,84.5599975585938,85.9800033569336,1356700,82.8614044189453
2013-12-05,85.7099990844727,86.6999969482422,85.2600021362305,86.2900009155273,1629000,83.1601638793945
2013-12-06,87.5599975585938,88.120002746582,86.4000015258789,87.1100006103516,1215900,83.9504318237305
2013-12-09,87.2900009155273,87.5199966430664,86.5699996948242,87.3199996948242,808600,84.1528015136719
2013-12-10,86.9499969482422,87.6999969482422,86.6900024414062,86.9000015258789,754700,83.7480163574219
2013-12-11,86.9700012207031,87.4599990844727,86.3499984741211,86.7600021362305,1119100,83.6131210327148
2013-12-12,86.5400009155273,87.3099975585938,85.9599990844727,86.4800033569336,921900,83.3432693481445
2013-12-13,86.9100036621094,87.7699966430664,86.5699996948242,87.5400009155273,822100,84.3648071289062
2013-12-16,86.8099975585938,87.1500015258789,84.9899978637695,85.4499969482422,1823300,82.3506317138672
2013-12-17,85.0500030517578,85.6699981689453,84.6999969482422,84.9899978637695,1111900,81.9073181152344
2013-12-18,85.0400009155273,86.2200012207031,84.7099990844727,85.870002746582,1159400,82.7553863525391
2013-12-19,86.879997253418,87.4499969482422,86.3099975585938,87.2099990844727,1303700,84.0467910766602
2013-12-20,87.3399963378906,87.620002746582,86.3000030517578,87.0599975585938,1953700,83.902229309082
2013-12-23,87.0500030517578,87.9899978637695,86.8899993896484,87.5699996948242,851800,84.3937454223633
2013-12-24,87.4700012207031,88.4499969482422,87.4000015258789,88.1399993896484,403000,84.9430465698242
2013-12-26,88.3300018310547,88.7099990844727,86.6900024414062,88.2600021362305,630400,85.0587158203125
2013-12-27,88.3499984741211,88.7099990844727,87.620002746582,88.0999984741211,675200,84.9045104980469
2013-12-30,88.1100006103516,89.4400024414062,87.9499969482422,89.3399963378906,706400,86.0995407104492
2013-12-31,89.629997253418,90,89.3899993896484,89.8399963378906,495000,86.5813827514648
2014-01-02,89.1999969482422,89.6900024414062,87.6600036621094,88.4199981689453,1314100,85.2128982543945
2014-01-03,88.4000015258789,88.9899978637695,87.7799987792969,87.8099975585938,524500,84.6250228881836
2014-01-06,88.2399978637695,88.25,87.2900009155273,87.8199996948242,761500,84.6346588134766
2014-01-07,88,88.9300003051758,87.6600036621094,88.5599975585938,658300,85.3478393554688
2014-01-08,88.5400009155273,89.3399963378906,88.0100021362305,89.0400009155273,1932900,85.810417175293
2014-01-09,89.3499984741211,89.3899993896484,87.6699981689453,87.8399963378906,906700,84.6539306640625
2014-01-10,88.2799987792969,88.4700012207031,87.4199981689453,88.3199996948242,1850600,85.1165313720703
2014-01-13,88.1500015258789,89.129997253418,87.5899963378906,89.120002746582,1573300,85.8875122070312
2014-01-14,89.2399978637695,90.7300033569336,88.9599990844727,90.5699996948242,1402800,87.2849197387695
2014-01-15,90.9100036621094,91.379997253418,90.25,90.6699981689453,1952800,87.3813018798828
2014-01-16,90.6399993896484,90.8600006103516,89.9800033569336,90.7200012207031,927500,87.4294815063477
2014-01-17,90.4700012207031,90.8300018310547,89.9100036621094,90.0100021362305,934900,86.7452392578125
2014-01-21,90.5400009155273,90.8199996948242,89.6900024414062,90.6500015258789,803700,87.3620376586914
2014-01-22,90.7200012207031,92.5500030517578,90.6900024414062,91.4700012207031,1691700,88.1522903442383
2014-01-23,91.370002746582,92.7799987792969,90.5,92.7799987792969,2028300,89.4147491455078
2014-01-24,92.6800003051758,92.7200012207031,89.9000015258789,89.9499969482422,1806700,86.6874084472656
2014-01-27,89.9499969482422,90.7900009155273,88.8099975585938,89.5999984741211,1562900,86.35009765625
2014-01-28,89.5999984741211,90.4599990844727,89.5400009155273,89.9300003051758,1190500,86.6681365966797
2014-01-29,89.4300003051758,91.0100021362305,89.0400009155273,90.5699996948242,1245100,87.2849197387695
2014-01-30,91.0100021362305,92.5800018310547,90.5800018310547,92.2900009155273,1098500,88.9425430297852
