"Fecha","BIO.Open","BIO.High","BIO.Low","BIO.Close","BIO.Volume","BIO.Adjusted"
2014-01-17,128.240005493164,130.100006103516,127.849998474121,128.580001831055,138700,128.580001831055
2014-01-21,129.740005493164,129.839996337891,127.73999786377,127.919998168945,77400,127.919998168945
2014-01-22,128.190002441406,129.309997558594,127.73999786377,128.479995727539,447200,128.479995727539
2014-01-23,128,129.490005493164,127.680000305176,129.419998168945,167900,129.419998168945
2014-01-24,129.070007324219,129.070007324219,126.5,126.839996337891,98300,126.839996337891
2014-01-27,130.160003662109,130.160003662109,125.870002746582,126.660003662109,95600,126.660003662109
2014-01-28,127.370002746582,127.809997558594,126.279998779297,127.709999084473,59500,127.709999084473
2014-01-29,126.900001525879,126.900001525879,125.389999389648,125.98999786377,71300,125.98999786377
2014-01-30,126.660003662109,129.770004272461,126.449996948242,128.649993896484,142400,128.649993896484
2014-01-31,126.529998779297,128.089996337891,126.129997253418,127.120002746582,63300,127.120002746582
2014-02-03,126.919998168945,127.220001220703,122.919998168945,123.980003356934,225400,123.980003356934
2014-02-04,124.819999694824,124.980003356934,123.730003356934,124.809997558594,122900,124.809997558594
2014-02-05,124.720001220703,126.360000610352,124.050003051758,125.160003662109,66900,125.160003662109
2014-02-06,125.139999389648,126.139999389648,124.629997253418,125.680000305176,52400,125.680000305176
2014-02-07,125.879997253418,127.230003356934,125.099998474121,127.080001831055,51700,127.080001831055
2014-02-10,126.580001831055,128.449996948242,125.48999786377,128.149993896484,62100,128.149993896484
2014-02-11,127.819999694824,129.240005493164,127.519996643066,128.740005493164,63400,128.740005493164
2014-02-12,128.830001831055,131.070007324219,127.5,131.029998779297,141900,131.029998779297
2014-02-13,130.800003051758,132.330001831055,129,132.130004882812,113100,132.130004882812
2014-02-14,131.119995117188,132.229995727539,130.639999389648,131.589996337891,60700,131.589996337891
2014-02-18,131.080001831055,133.330001831055,131.080001831055,132.020004272461,124200,132.020004272461
2014-02-19,131.600006103516,133.770004272461,131.470001220703,132.5,82400,132.5
2014-02-20,133.059997558594,133.990005493164,131.720001220703,133.729995727539,96100,133.729995727539
2014-02-21,134.130004882812,134.130004882812,131.899993896484,132.139999389648,100700,132.139999389648
2014-02-24,132.789993286133,132.789993286133,129.679992675781,130.520004272461,133000,130.520004272461
2014-02-25,131.009994506836,131.009994506836,129.009994506836,130.889999389648,160500,130.889999389648
2014-02-26,131.490005493164,131.929992675781,129.309997558594,131.850006103516,145600,131.850006103516
2014-02-27,131.460006713867,131.479995727539,129.990005493164,130.970001220703,118400,130.970001220703
2014-02-28,130.979995727539,131.990005493164,128.059997558594,129.720001220703,155100,129.720001220703
2014-03-03,128.149993896484,129.059997558594,127.400001525879,127.930000305176,85200,127.930000305176
2014-03-04,129.259994506836,130.759994506836,128.429992675781,130.130004882812,97300,130.130004882812
2014-03-05,130.229995727539,130.490005493164,129.360000610352,130.119995117188,98900,130.119995117188
2014-03-06,130.509994506836,130.869995117188,128.910003662109,129.619995117188,71300,129.619995117188
2014-03-07,129.990005493164,130.300003051758,128.320007324219,130.110000610352,83800,130.110000610352
2014-03-10,130.029998779297,130.330001831055,129.070007324219,130.199996948242,66400,130.199996948242
2014-03-11,130,130.889999389648,129.160003662109,129.25,64600,129.25
2014-03-12,129.039993286133,130.029998779297,126.089996337891,128.050003051758,118500,128.050003051758
2014-03-13,128.490005493164,128.490005493164,125.970001220703,126.790000915527,110400,126.790000915527
2014-03-14,126.550003051758,127.930000305176,125.699996948242,126.400001525879,74700,126.400001525879
2014-03-17,127.410003662109,128.800003051758,126.23999786377,126.779998779297,100400,126.779998779297
2014-03-18,126.48999786377,128.759994506836,126.48999786377,128.270004272461,260900,128.270004272461
2014-03-19,127.809997558594,129.679992675781,126.809997558594,128.899993896484,148700,128.899993896484
2014-03-20,128.479995727539,129.070007324219,127.569999694824,128.419998168945,116300,128.419998168945
2014-03-21,128.630004882812,128.960006713867,127.209999084473,127.959999084473,219900,127.959999084473
2014-03-24,128.449996948242,128.449996948242,125.959999084473,127.019996643066,92500,127.019996643066
2014-03-25,128.199996948242,128.979995727539,125.610000610352,126.209999084473,74300,126.209999084473
2014-03-26,126.980003356934,127.470001220703,124.129997253418,125.349998474121,88900,125.349998474121
2014-03-27,125.480003356934,127.110000610352,125.26000213623,126.5,115600,126.5
2014-03-28,127.139999389648,128.440002441406,126.01000213623,126.639999389648,104000,126.639999389648
2014-03-31,127.569999694824,128.979995727539,126.629997253418,128.119995117188,66600,128.119995117188
2014-04-01,128.339996337891,129.300003051758,127.26000213623,129.270004272461,91700,129.270004272461
2014-04-02,130.009994506836,131.419998168945,127.209999084473,129.699996948242,94800,129.699996948242
2014-04-03,129.979995727539,130.050003051758,128.389999389648,129.699996948242,189800,129.699996948242
2014-04-04,130.399993896484,131.160003662109,125.709999084473,126.5,125300,126.5
2014-04-07,126.290000915527,126.569999694824,124,124.419998168945,113800,124.419998168945
2014-04-08,124.480003356934,125.769996643066,122.069999694824,124.639999389648,101600,124.639999389648
2014-04-09,125.339996337891,126.290000915527,123.800003051758,126.160003662109,50900,126.160003662109
2014-04-10,126.099998474121,126.099998474121,122.080001831055,122.699996948242,78100,122.699996948242
2014-04-11,121.230003356934,121.970001220703,118.709999084473,120.080001831055,114500,120.080001831055
2014-04-14,121.309997558594,121.839996337891,119.669998168945,121.040000915527,120200,121.040000915527
2014-04-15,121.660003662109,122.129997253418,118.589996337891,119.940002441406,95600,119.940002441406
2014-04-16,121.029998779297,121.269996643066,119.589996337891,119.860000610352,68000,119.860000610352
2014-04-17,120.019996643066,121.099998474121,117.980003356934,120.599998474121,84100,120.599998474121
2014-04-21,121.23999786377,121.980003356934,120.680000305176,121.559997558594,38100,121.559997558594
2014-04-22,122,124.980003356934,122,124,122600,124
2014-04-23,124,125.089996337891,123.309997558594,124.019996643066,56700,124.019996643066
2014-04-24,124.839996337891,124.839996337891,122.769996643066,124,44400,124
2014-04-25,123.959999084473,124,122.690002441406,123.029998779297,57400,123.029998779297
2014-04-28,123.699996948242,123.980003356934,119.300003051758,122.040000915527,83700,122.040000915527
2014-04-29,123.160003662109,123.160003662109,121.949996948242,122.580001831055,52400,122.580001831055
2014-04-30,122.709999084473,123.309997558594,120.73999786377,123.209999084473,66200,123.209999084473
2014-05-01,123.650001525879,124.800003051758,122.5,123.98999786377,75200,123.98999786377
2014-05-02,124.26000213623,124.959999084473,123.75,124.059997558594,40700,124.059997558594
2014-05-05,123.930000305176,125.129997253418,123.110000610352,125,58000,125
2014-05-06,124.319999694824,124.949996948242,123.230003356934,124.190002441406,82100,124.190002441406
2014-05-07,123.330001831055,123.800003051758,119.059997558594,120.940002441406,123200,120.940002441406
2014-05-08,120.930000305176,123.059997558594,120.650001525879,121.209999084473,89200,121.209999084473
2014-05-09,121.199996948242,122.610000610352,120.279998779297,122.400001525879,82800,122.400001525879
2014-05-12,121.819999694824,123.5,120.809997558594,122.980003356934,64400,122.980003356934
2014-05-13,122.610000610352,122.970001220703,121.419998168945,122.269996643066,51400,122.269996643066
2014-05-14,121.98999786377,122.559997558594,121.300003051758,122.019996643066,63800,122.019996643066
2014-05-15,121.319999694824,121.730003356934,120.48999786377,121.23999786377,67800,121.23999786377
2014-05-16,121.040000915527,121.199996948242,119.629997253418,121.019996643066,38800,121.019996643066
2014-05-19,120.639999389648,121.680000305176,120.639999389648,121.069999694824,45900,121.069999694824
2014-05-20,120.669998168945,121.110000610352,119.430000305176,120.529998779297,73600,120.529998779297
2014-05-21,121.029998779297,121.150001525879,119.400001525879,120.26000213623,65800,120.26000213623
2014-05-22,119.919998168945,121.190002441406,119.220001220703,119.589996337891,69600,119.589996337891
2014-05-23,119.389999389648,121.269996643066,119.26000213623,120.860000610352,48300,120.860000610352
2014-05-27,120.940002441406,121.660003662109,119.580001831055,120.959999084473,56800,120.959999084473
2014-05-28,121.209999084473,121.5,119.830001831055,121.309997558594,62200,121.309997558594
2014-05-29,121.360000610352,121.98999786377,120.279998779297,121.150001525879,37200,121.150001525879
2014-05-30,121.360000610352,122,120.620002746582,120.730003356934,51700,120.730003356934
2014-06-02,120.349998474121,121.220001220703,119.01000213623,120.830001831055,40000,120.830001831055
2014-06-03,120.470001220703,121.870002746582,120.220001220703,120.769996643066,49800,120.769996643066
2014-06-04,120.690002441406,122.25,120.199996948242,121.98999786377,44400,121.98999786377
2014-06-05,122.300003051758,122.98999786377,121.379997253418,122.690002441406,32500,122.690002441406
2014-06-06,122.690002441406,123.199996948242,121.769996643066,122.410003662109,33800,122.410003662109
2014-06-09,121.730003356934,122.809997558594,121.610000610352,122.669998168945,50800,122.669998168945
2014-06-10,122.319999694824,122.779998779297,121.769996643066,121.959999084473,39200,121.959999084473
2014-06-11,120.629997253418,121.800003051758,120.589996337891,121.019996643066,55500,121.019996643066
2014-06-12,120.620002746582,121.800003051758,119.629997253418,121.110000610352,83300,121.110000610352
2014-06-13,121.379997253418,121.379997253418,119.98999786377,120.5,25600,120.5
2014-06-16,120.120002746582,120.839996337891,119,120.099998474121,90200,120.099998474121
2014-06-17,120.26000213623,122.23999786377,120.089996337891,121.449996948242,94600,121.449996948242
2014-06-18,121.110000610352,121.849998474121,120.819999694824,121.129997253418,52900,121.129997253418
2014-06-19,121.669998168945,121.669998168945,120.690002441406,120.830001831055,50500,120.830001831055
2014-06-20,121,121.139999389648,119.959999084473,120.73999786377,69800,120.73999786377
2014-06-23,120.220001220703,120.879997253418,119.51000213623,119.879997253418,135600,119.879997253418
2014-06-24,119.870002746582,120.199996948242,119.01000213623,119.309997558594,71300,119.309997558594
2014-06-25,118.980003356934,119.48999786377,118.660003662109,119,74000,119
2014-06-26,118.889999389648,119.410003662109,118.150001525879,118.879997253418,106600,118.879997253418
2014-06-27,118.360000610352,119.099998474121,118.099998474121,118.680000305176,95500,118.680000305176
2014-06-30,118.379997253418,120.110000610352,118.199996948242,119.709999084473,131800,119.709999084473
2014-07-01,120,121.730003356934,119.940002441406,120.48999786377,193400,120.48999786377
2014-07-02,120.319999694824,120.980003356934,119.709999084473,119.919998168945,72800,119.919998168945
2014-07-03,119.940002441406,120.830001831055,119.889999389648,120.069999694824,50900,120.069999694824
2014-07-07,119.480003356934,119.599998474121,118.019996643066,119.150001525879,75500,119.150001525879
2014-07-08,119.199996948242,119.199996948242,117.580001831055,118.040000915527,81700,118.040000915527
2014-07-09,117.529998779297,118.400001525879,117.389999389648,118.050003051758,97200,118.050003051758
2014-07-10,116.769996643066,118.120002746582,116.769996643066,117.5,58800,117.5
2014-07-11,117.629997253418,118.660003662109,116.76000213623,117.160003662109,87400,117.160003662109
2014-07-14,118.019996643066,118.940002441406,117.5,118.809997558594,78100,118.809997558594
2014-07-15,119.169998168945,119.48999786377,118.279998779297,118.720001220703,92700,118.720001220703
2014-07-16,119.319999694824,119.319999694824,117.029998779297,117.569999694824,94200,117.569999694824
2014-07-17,117.440002441406,118.019996643066,115.800003051758,116.339996337891,89800,116.339996337891
2014-07-18,116.819999694824,118.879997253418,116.709999084473,118.26000213623,56500,118.26000213623
2014-07-21,117.879997253418,118.360000610352,117.389999389648,117.76000213623,44700,117.76000213623
2014-07-22,118.129997253418,118.779998779297,118.080001831055,118.5,56600,118.5
2014-07-23,118.360000610352,118.680000305176,117.940002441406,118.610000610352,28600,118.610000610352
2014-07-24,118.330001831055,118.650001525879,118,118.349998474121,38100,118.349998474121
2014-07-25,117.769996643066,117.980003356934,117,117.370002746582,21800,117.370002746582
2014-07-28,117.040000915527,118.099998474121,116.610000610352,117.650001525879,34700,117.650001525879
2014-07-29,117.48999786377,117.690002441406,116.25,116.430000305176,54000,116.430000305176
2014-07-30,117,117.75,115.959999084473,116.76000213623,28900,116.76000213623
2014-07-31,116.449996948242,116.889999389648,114.76000213623,114.98999786377,48600,114.98999786377
2014-08-01,114.709999084473,115.949996948242,113.76000213623,114.849998474121,70000,114.849998474121
2014-08-04,115.48999786377,116.339996337891,113.720001220703,115.529998779297,61200,115.529998779297
2014-08-05,115.440002441406,116.529998779297,115.019996643066,116.180000305176,49000,116.180000305176
2014-08-06,117.349998474121,121.48999786377,117,121.279998779297,116800,121.279998779297
2014-08-07,121.580001831055,121.849998474121,119.839996337891,120.089996337891,71500,120.089996337891
2014-08-08,119.98999786377,120.620002746582,119.419998168945,120.339996337891,53300,120.339996337891
2014-08-11,120.389999389648,120.51000213623,119.139999389648,119.319999694824,48300,119.319999694824
2014-08-12,119.080001831055,119.949996948242,118.449996948242,119.080001831055,45600,119.080001831055
2014-08-13,119.150001525879,121.230003356934,119.139999389648,121.019996643066,74100,121.019996643066
2014-08-14,121.019996643066,122.400001525879,120.449996948242,121.800003051758,51600,121.800003051758
2014-08-15,121.879997253418,121.910003662109,119.889999389648,121.129997253418,26300,121.129997253418
2014-08-18,121.51000213623,122.730003356934,120.529998779297,121.809997558594,48800,121.809997558594
2014-08-19,121.879997253418,122.26000213623,120.319999694824,120.790000915527,98500,120.790000915527
2014-08-20,120.309997558594,120.599998474121,119.209999084473,120,186200,120
2014-08-21,119.879997253418,120.349998474121,119.300003051758,119.620002746582,183400,119.620002746582
2014-08-22,119.209999084473,120.279998779297,118.690002441406,119.150001525879,91500,119.150001525879
2014-08-25,119.629997253418,120.879997253418,119.220001220703,119.580001831055,24700,119.580001831055
2014-08-26,119.940002441406,121.150001525879,119.470001220703,120.860000610352,38400,120.860000610352
2014-08-27,120.790000915527,121,120.160003662109,120.349998474121,26800,120.349998474121
2014-08-28,120.269996643066,121.48999786377,119.709999084473,120.069999694824,23200,120.069999694824
2014-08-29,120.019996643066,120.830001831055,119.76000213623,120.26000213623,26200,120.26000213623
2014-09-02,120.040000915527,121.449996948242,119.540000915527,120.559997558594,73200,120.559997558594
2014-09-03,120.610000610352,120.720001220703,119.029998779297,119.639999389648,46300,119.639999389648
2014-09-04,119.51000213623,121,118.339996337891,118.410003662109,34400,118.410003662109
2014-09-05,118.769996643066,119.129997253418,118.019996643066,118.690002441406,49700,118.690002441406
2014-09-08,118.23999786377,120.400001525879,118.23999786377,120.23999786377,64600,120.23999786377
2014-09-09,119.569999694824,120.470001220703,118.879997253418,119.870002746582,79100,119.870002746582
2014-09-10,120.169998168945,120.199996948242,118.900001525879,119.540000915527,65200,119.540000915527
2014-09-11,118.830001831055,120.040000915527,118.589996337891,118.76000213623,64200,118.76000213623
2014-09-12,118.110000610352,118.790000915527,117.550003051758,117.809997558594,63700,117.809997558594
2014-09-15,117.230003356934,118.230003356934,116.730003356934,117.830001831055,52600,117.830001831055
2014-09-16,117.5,118.550003051758,116.970001220703,118.089996337891,85200,118.089996337891
2014-09-17,118.559997558594,118.949996948242,117.389999389648,118.069999694824,34700,118.069999694824
2014-09-18,118.169998168945,119.110000610352,117.709999084473,118.830001831055,32300,118.830001831055
2014-09-19,118.830001831055,119.849998474121,116.900001525879,117.519996643066,138600,117.519996643066
2014-09-22,117.669998168945,118.199996948242,116.059997558594,117.730003356934,67400,117.730003356934
2014-09-23,117.480003356934,117.480003356934,115.680000305176,116.029998779297,51600,116.029998779297
2014-09-24,115.919998168945,117.98999786377,115.559997558594,117.199996948242,44300,117.199996948242
2014-09-25,116.699996948242,117.110000610352,115.199996948242,115.370002746582,49000,115.370002746582
2014-09-26,115.290000915527,115.580001831055,114.160003662109,114.720001220703,56000,114.720001220703
2014-09-29,113.519996643066,115.779998779297,113.519996643066,115.360000610352,35600,115.360000610352
2014-09-30,115.610000610352,115.610000610352,113.370002746582,113.400001525879,61000,113.400001525879
2014-10-01,113.389999389648,115.279998779297,112.589996337891,114.26000213623,140800,114.26000213623
2014-10-02,113.809997558594,114.23999786377,112.680000305176,112.919998168945,103400,112.919998168945
2014-10-03,113.300003051758,113.849998474121,111.190002441406,112.870002746582,201300,112.870002746582
2014-10-06,112.959999084473,113.779998779297,112.440002441406,112.589996337891,56200,112.589996337891
2014-10-07,111.98999786377,112.660003662109,110.730003356934,111.01000213623,63300,111.01000213623
2014-10-08,110.860000610352,113.73999786377,110.470001220703,113.360000610352,47300,113.360000610352
2014-10-09,112.730003356934,112.809997558594,110.639999389648,110.809997558594,55500,110.809997558594
2014-10-10,110.48999786377,111.709999084473,108.5,108.699996948242,85100,108.699996948242
2014-10-13,109,109.470001220703,106.529998779297,106.900001525879,81700,106.900001525879
2014-10-14,106.879997253418,107.870002746582,105.959999084473,106.480003356934,95100,106.480003356934
2014-10-15,105.680000305176,109.360000610352,105.300003051758,108.209999084473,99200,108.209999084473
2014-10-16,106.569999694824,109.959999084473,106.569999694824,108.379997253418,93300,108.379997253418
2014-10-17,109.580001831055,110.599998474121,108.370002746582,110.349998474121,63500,110.349998474121
2014-10-20,110.160003662109,111.540000915527,109.48999786377,111.300003051758,83600,111.300003051758
2014-10-21,111.669998168945,113.680000305176,111.319999694824,112.809997558594,56200,112.809997558594
2014-10-22,112.559997558594,113.379997253418,110.900001525879,111.129997253418,72400,111.129997253418
2014-10-23,111.540000915527,113.169998168945,111.540000915527,112.629997253418,104700,112.629997253418
2014-10-24,112.48999786377,113.540000915527,111.930000305176,112.470001220703,69700,112.470001220703
2014-10-27,111.889999389648,113.089996337891,111.620002746582,112.48999786377,73400,112.48999786377
2014-10-28,113.319999694824,114.099998474121,112.540000915527,113.01000213623,85300,113.01000213623
2014-10-29,112.589996337891,113.620002746582,110.720001220703,111.860000610352,77000,111.860000610352
2014-10-30,111.779998779297,113.080001831055,110.76000213623,112.580001831055,103000,112.580001831055
2014-10-31,113.330001831055,113.830001831055,111.919998168945,112.819999694824,80900,112.819999694824
2014-11-03,113.150001525879,113.669998168945,112.139999389648,113.410003662109,107100,113.410003662109
2014-11-04,113.660003662109,113.660003662109,111.349998474121,111.800003051758,68000,111.800003051758
2014-11-05,106.5,112.940002441406,102.709999084473,111.220001220703,233800,111.220001220703
2014-11-06,111.120002746582,111.709999084473,110.160003662109,111.099998474121,106600,111.099998474121
2014-11-07,110.98999786377,111.319999694824,110.120002746582,110.599998474121,101600,110.599998474121
2014-11-10,110.819999694824,111.709999084473,110.23999786377,111.050003051758,114500,111.050003051758
2014-11-11,111.430000305176,113.330001831055,111.139999389648,112.120002746582,160400,112.120002746582
2014-11-12,111.660003662109,112.48999786377,110.790000915527,111.930000305176,119000,111.930000305176
2014-11-13,111.930000305176,112.470001220703,111.190002441406,111.540000915527,93100,111.540000915527
2014-11-14,111.400001525879,112.589996337891,110.690002441406,111.900001525879,68600,111.900001525879
2014-11-17,111.860000610352,113.459999084473,111.290000915527,113.269996643066,102800,113.269996643066
2014-11-18,113.110000610352,115.25,112.51000213623,114.699996948242,121200,114.699996948242
2014-11-19,114.209999084473,115.660003662109,113.959999084473,115,105100,115
2014-11-20,114.389999389648,116.480003356934,113.73999786377,116.160003662109,74600,116.160003662109
2014-11-21,117.540000915527,118.330001831055,116.5,117.589996337891,136300,117.589996337891
2014-11-24,118.019996643066,119.949996948242,117.559997558594,119.669998168945,125900,119.669998168945
2014-11-25,119.769996643066,120.5,117.940002441406,118.949996948242,162800,118.949996948242
2014-11-26,118.559997558594,119.910003662109,118.269996643066,118.309997558594,71600,118.309997558594
2014-11-28,118.639999389648,119.849998474121,118.419998168945,118.790000915527,66500,118.790000915527
2014-12-01,118.830001831055,119.720001220703,117.879997253418,118.830001831055,258200,118.830001831055
2014-12-02,118.819999694824,120.809997558594,117.98999786377,120.110000610352,171400,120.110000610352
2014-12-03,120,120.730003356934,119.449996948242,120.360000610352,112300,120.360000610352
2014-12-04,119.809997558594,122.040000915527,119.550003051758,120.870002746582,155000,120.870002746582
2014-12-05,121,121.050003051758,118.889999389648,120.290000915527,142500,120.290000915527
2014-12-08,120.400001525879,121.419998168945,119.690002441406,120.959999084473,225900,120.959999084473
2014-12-09,119.5,120.959999084473,119.5,120.5,199300,120.5
2014-12-10,119.959999084473,120.730003356934,119.029998779297,119.139999389648,167000,119.139999389648
2014-12-11,119.779998779297,121,118.690002441406,119.059997558594,85900,119.059997558594
2014-12-12,118.069999694824,118.639999389648,116.680000305176,117.51000213623,134100,117.51000213623
2014-12-15,117.150001525879,117.849998474121,114.980003356934,115.75,73600,115.75
2014-12-16,115.75,118.75,115.339996337891,116.029998779297,135100,116.029998779297
2014-12-17,116.180000305176,118.919998168945,115.669998168945,118.790000915527,61100,118.790000915527
2014-12-18,120.23999786377,120.910003662109,119.660003662109,120.779998779297,94600,120.779998779297
2014-12-19,120.76000213623,121.839996337891,120.360000610352,121.309997558594,142000,121.309997558594
2014-12-22,121.300003051758,121.610000610352,120.290000915527,121.040000915527,78700,121.040000915527
2014-12-23,121.01000213623,121.230003356934,119.830001831055,120.360000610352,93900,120.360000610352
2014-12-24,120.300003051758,121.400001525879,119.48999786377,120.319999694824,99600,120.319999694824
2014-12-26,120.860000610352,121.720001220703,120.269996643066,120.870002746582,82900,120.870002746582
2014-12-29,120.5,121.849998474121,120.290000915527,121.559997558594,102900,121.559997558594
2014-12-30,121.650001525879,122.819999694824,120.48999786377,121.959999084473,78000,121.959999084473
2014-12-31,122.459999084473,122.930000305176,120.370002746582,120.559997558594,68700,120.559997558594
2015-01-02,121.470001220703,122.349998474121,118.660003662109,120.349998474121,84900,120.349998474121
2015-01-05,120.01000213623,120.959999084473,119.680000305176,120.389999389648,123200,120.389999389648
2015-01-06,120.379997253418,121.089996337891,118.059997558594,118.680000305176,246900,118.680000305176
2015-01-07,119.360000610352,120.029998779297,117.849998474121,119.099998474121,108100,119.099998474121
2015-01-08,119.480003356934,121.190002441406,118.970001220703,120.25,158400,120.25
2015-01-09,120.029998779297,121.150001525879,118.5,120.449996948242,120700,120.449996948242
2015-01-12,120.290000915527,121.23999786377,118.589996337891,120.269996643066,131400,120.269996643066
2015-01-13,120.699996948242,122,119.599998474121,120.569999694824,149400,120.569999694824
2015-01-14,119.330001831055,120.370002746582,118.629997253418,118.819999694824,98100,118.819999694824
2015-01-15,119.769996643066,119.769996643066,116.940002441406,117.400001525879,53200,117.400001525879
2015-01-16,117.150001525879,118.029998779297,116.589996337891,117.48999786377,112000,117.48999786377
2015-01-20,117.970001220703,118.639999389648,115.620002746582,115.779998779297,118200,115.779998779297
2015-01-21,115.540000915527,116.269996643066,114.129997253418,115.160003662109,132400,115.160003662109
2015-01-22,115.540000915527,117.209999084473,113.870002746582,116.839996337891,96100,116.839996337891
2015-01-23,116.620002746582,117.069999694824,114.480003356934,114.699996948242,52100,114.699996948242
2015-01-26,114.910003662109,115.309997558594,114.23999786377,114.980003356934,130300,114.980003356934
2015-01-27,113.709999084473,114.959999084473,113.48999786377,114.5,118300,114.5
2015-01-28,114.559997558594,115.76000213623,112.720001220703,113.769996643066,114300,113.769996643066
2015-01-29,113.690002441406,115.110000610352,112.51000213623,114.819999694824,157800,114.819999694824
2015-01-30,114.050003051758,115.680000305176,113.669998168945,114.470001220703,153500,114.470001220703
2015-02-02,113.830001831055,115.660003662109,113.01000213623,115.629997253418,135800,115.629997253418
2015-02-03,115.669998168945,117.089996337891,114.919998168945,116.879997253418,138200,116.879997253418
2015-02-04,116.680000305176,118.209999084473,116.48999786377,116.809997558594,101200,116.809997558594
2015-02-05,117.099998474121,119.199996948242,117.099998474121,119.110000610352,140200,119.110000610352
