"Fecha","DE.Open","DE.High","DE.Low","DE.Close","DE.Volume","DE.Adjusted"
2013-11-01,81.8399963378906,81.9199981689453,81.2799987792969,81.6399993896484,3165900,67.1695556640625
2013-11-04,82.0800018310547,82.2300033569336,81.5999984741211,81.7900009155273,2256700,67.2929382324219
2013-11-05,81.5400009155273,82.0999984741211,81.379997253418,81.8000030517578,2484600,67.301155090332
2013-11-06,81.8499984741211,82.3899993896484,81.7699966430664,81.8000030517578,3769600,67.301155090332
2013-11-07,81.6900024414062,82.2900009155273,81.4700012207031,81.5599975585938,3579300,67.1037216186523
2013-11-08,81.3899993896484,82.1800003051758,80.7600021362305,81.5,5590800,67.0543746948242
2013-11-11,81.4700012207031,82.0500030517578,81.3300018310547,81.8600006103516,2561100,67.3505401611328
2013-11-12,81.5999984741211,82.1800003051758,81.4899978637695,82.120002746582,2618600,67.5644836425781
2013-11-13,81.5800018310547,82.8600006103516,81.5800018310547,82.8399963378906,2382000,68.156852722168
2013-11-14,83.1399993896484,83.25,82.4700012207031,82.8499984741211,2447600,68.1650543212891
2013-11-15,83.1500015258789,83.4100036621094,82.7900009155273,82.8300018310547,4738700,68.1486129760742
2013-11-18,83.2200012207031,84.3499984741211,83.0100021362305,83.6600036621094,4488000,68.8314971923828
2013-11-19,83.4000015258789,83.4499969482422,82.0199966430664,82.8099975585938,5361700,68.1321563720703
2013-11-20,85.3000030517578,85.4899978637695,84.1800003051758,84.5199966430664,8696700,69.5390701293945
2013-11-21,84.6699981689453,84.8000030517578,83.2099990844727,83.8499984741211,4858700,68.9878158569336
2013-11-22,83.8399963378906,85.0800018310547,83.7099990844727,84.7699966430664,3526300,69.7447509765625
2013-11-25,84.5599975585938,85.1399993896484,84.3000030517578,84.6800003051758,2618600,69.6707153320312
2013-11-26,84.5999984741211,84.8899993896484,83.8099975585938,83.8399963378906,2205300,68.9795913696289
2013-11-27,84.129997253418,85,83.6999969482422,83.8000030517578,1584500,68.9466705322266
2013-11-29,83.9800033569336,84.5899963378906,83.9199981689453,84.2399978637695,1264200,69.3086776733398
2013-12-02,84.2600021362305,84.4300003051758,83.7399978637695,83.870002746582,2083600,69.004280090332
2013-12-03,83.5199966430664,83.5599975585938,82.1999969482422,82.7099990844727,2528800,68.0498886108398
2013-12-04,82.5299987792969,86.7200012207031,82.3099975585938,85.379997253418,11464400,70.2466506958008
2013-12-05,85,85.5299987792969,84.4300003051758,84.8600006103516,3427800,69.8187866210938
2013-12-06,85.6500015258789,85.8499984741211,84.9300003051758,85.3199996948242,2583800,70.1972503662109
2013-12-09,86.0299987792969,87.4100036621094,85.75,87.1999969482422,4939400,71.7440490722656
2013-12-10,87.2600021362305,88.8899993896484,87.2600021362305,88.0400009155273,5907900,72.4351425170898
2013-12-11,87.7699966430664,87.9000015258789,87.0199966430664,87.2799987792969,3873100,71.8098602294922
2013-12-12,87.0500030517578,87.5699996948242,86.6500015258789,86.8399963378906,2497500,71.4478454589844
2013-12-13,87.0800018310547,87.5299987792969,86.7399978637695,87.1800003051758,2353200,71.7276000976562
2013-12-16,87.5899963378906,89.1900024414062,87.5800018310547,88.870002746582,4249700,73.1180419921875
2013-12-17,88.7900009155273,89.0800018310547,88.1699981689453,88.3000030517578,3097800,72.6490783691406
2013-12-18,88.4899978637695,89.4700012207031,88.0299987792969,89.4100036621094,3559400,73.5623321533203
2013-12-19,89.3600006103516,89.5899963378906,88.8199996948242,89.4100036621094,2517800,73.5623321533203
2013-12-20,89.5599975585938,90.1900024414062,89.5400009155273,90.0800018310547,4404800,74.1135711669922
2013-12-23,90.379997253418,90.8499984741211,90.0999984741211,90.6399993896484,2271900,74.5743103027344
2013-12-24,90.7900009155273,91.3600006103516,90.6800003051758,90.8600006103516,1051300,74.7553100585938
2013-12-26,91.0899963378906,91.5800018310547,90.879997253418,91.120002746582,1971500,74.9692306518555
2013-12-27,90.8899993896484,91.2099990844727,90.3600006103516,90.6999969482422,2014000,75.0437088012695
2013-12-30,90.7399978637695,91.0199966430664,90.5100021362305,90.8199996948242,1659100,75.1429672241211
