"Fecha","CAT.Open","CAT.High","CAT.Low","CAT.Close","CAT.Volume","CAT.Adjusted"
2013-11-01,83.7799987792969,83.8000030517578,82.8000030517578,83.5899963378906,5880200,63.3580551147461
2013-11-04,83.8099975585938,83.9899978637695,83.4499969482422,83.8899993896484,3892500,63.5854339599609
2013-11-05,83.6100006103516,84.1900024414062,83.3600006103516,84.0500030517578,4010900,63.706714630127
2013-11-06,84.3000030517578,84.3600006103516,83.8499984741211,84.2200012207031,3664100,63.8355712890625
2013-11-07,83.9499969482422,84.4300003051758,83.5,83.6500015258789,5431600,63.4035263061523
2013-11-08,83.5199966430664,84.3199996948242,83.5,84.2399978637695,4557300,63.850715637207
2013-11-11,84.1900024414062,84.4700012207031,83.8199996948242,84.1500015258789,2522500,63.7825088500977
2013-11-12,83.9800033569336,84.2799987792969,83.5400009155273,83.8499984741211,3483000,63.5551261901855
2013-11-13,83.4599990844727,84.25,83,84.1999969482422,3952800,63.8203773498535
2013-11-14,84,84.1999969482422,83.5599975585938,83.7600021362305,4496300,63.4868774414062
2013-11-15,84,84.1100006103516,83.5,83.7399978637695,4743900,63.4717254638672
2013-11-18,84.0500030517578,84.9700012207031,83.7399978637695,84.0400009155273,4803100,63.6991310119629
2013-11-19,84.1100006103516,84.5,83.4800033569336,83.6699981689453,5010300,63.4186630249023
2013-11-20,83.1800003051758,83.7099990844727,82.4599990844727,82.6800003051758,7443000,62.6682891845703
2013-11-21,83.0500030517578,83.0899963378906,81.870002746582,82.120002746582,6208500,62.2438468933105
2013-11-22,82.2200012207031,82.9499969482422,82,82.879997253418,4403800,62.819896697998
2013-11-25,84.4000015258789,84.9400024414062,83.870002746582,84.4000015258789,8111400,63.9719772338867
2013-11-26,84.8000030517578,84.8300018310547,84.0100021362305,84.3600006103516,3834900,63.9416770935059
2013-11-27,84.4300003051758,84.9300003051758,84.3300018310547,84.6699981689453,3053600,64.1766357421875
2013-11-29,84.6399993896484,85.1800003051758,84.5299987792969,84.5999984741211,2284400,64.1235885620117
2013-12-02,84.6999969482422,85.0899963378906,84.0299987792969,84.25,4834700,63.858283996582
2013-12-03,83.8000030517578,83.9499969482422,83.2699966430664,83.870002746582,3924300,63.5702857971191
2013-12-04,83.75,84.379997253418,83.1100006103516,83.9700012207031,5246700,63.6460762023926
2013-12-05,83.9199981689453,84.5800018310547,83.6999969482422,84.4100036621094,5291900,63.9795761108398
2013-12-06,85.0599975585938,85.5800018310547,84.9300003051758,85.5,5759300,64.8057403564453
2013-12-09,85.6999969482422,86.5299987792969,85.5599975585938,86.0899963378906,6023400,65.2529602050781
2013-12-10,85.9700012207031,86.870002746582,85.9199981689453,86.4199981689453,4987000,65.5030670166016
2013-12-11,86.0299987792969,86.2200012207031,85.120002746582,85.2799987792969,5624100,64.6390151977539
2013-12-12,85.370002746582,85.6999969482422,84.8399963378906,85.5699996948242,4551700,64.8588104248047
2013-12-13,85.6699981689453,86.2300033569336,85.5699996948242,86.0500030517578,4226200,65.2226257324219
2013-12-16,86.5,87.8499984741211,86.4400024414062,87.379997253418,6976200,66.2307357788086
2013-12-17,87.2200012207031,87.6500015258789,86.379997253418,86.9199981689453,4764400,65.8820724487305
2013-12-18,87.0100021362305,88.4599990844727,86.6500015258789,88.1699981689453,6963200,66.8294982910156
2013-12-19,87.5,87.8399963378906,87.2600021362305,87.5400009155273,4299700,66.3519973754883
2013-12-20,87.8499984741211,89.1100006103516,87.8099975585938,88.9300003051758,7389700,67.4055862426758
2013-12-23,89.3099975585938,90.0699996948242,89.2699966430664,89.9599990844727,5733300,68.186279296875
2013-12-24,90,90.9800033569336,89.9899978637695,90.9100036621094,2675700,68.9063339233398
2013-12-26,90.9899978637695,91.6699981689453,90.6999969482422,91.1500015258789,4790800,69.0882415771484
2013-12-27,91.1399993896484,91.4300003051758,90.5599975585938,90.870002746582,3373800,68.8760147094727
2013-12-30,90.8499984741211,91.0299987792969,90.2799987792969,90.870002746582,2625000,68.8760147094727
2013-12-31,91,91.1800003051758,90.4599990844727,90.8099975585938,3098900,68.8305206298828
2014-01-02,90.4100036621094,90.4499969482422,89.3300018310547,89.870002746582,4898000,68.118034362793
2014-01-03,90,90.25,89.5899963378906,89.8199996948242,3722000,68.0801544189453
2014-01-06,90.1900024414062,90.3000030517578,88.379997253418,88.6399993896484,5233900,67.1857528686523
2014-01-07,88.7699966430664,89.2300033569336,88.75,88.9300003051758,3512100,67.4055862426758
2014-01-08,88.7799987792969,89.8199996948242,88.6699981689453,89.1399993896484,4421600,67.5647506713867
2014-01-09,89.2600021362305,89.8000030517578,88.6900024414062,89.7099990844727,4466400,67.9967727661133
2014-01-10,89.4100036621094,90.5999984741211,89.2900009155273,90.5100021362305,5416000,68.603157043457
2014-01-13,90.2600021362305,91.2600021362305,89.8199996948242,89.8899993896484,5213600,68.1332015991211
2014-01-14,89.8600006103516,90.7099990844727,89.8600006103516,90.5599975585938,3712100,68.6410522460938
2014-01-15,90.879997253418,93.1999969482422,90.879997253418,92.4100036621094,10121900,70.0432739257812
2014-01-16,91.8899993896484,92.8600006103516,91.6999969482422,92.0100021362305,4771000,70.1958694458008
2014-01-17,92.1500015258789,92.2600021362305,91.0100021362305,91.4400024414062,6833400,69.7609786987305
2014-01-21,91.5999984741211,91.8499984741211,89.6399993896484,90.5999984741211,5544900,69.1201553344727
2014-01-22,90.5899963378906,90.8199996948242,89.3499984741211,89.6399993896484,4787300,68.3877410888672
2014-01-23,88.6999969482422,89.0800018310547,88.0500030517578,88.4800033569336,5014800,67.5027618408203
2014-01-24,87.9800033569336,87.9899978637695,85.879997253418,86.1699981689453,8087400,65.7404403686523
2014-01-27,91.7699966430664,92.3099975585938,89.0699996948242,91.2900009155273,22202300,69.6465682983398
2014-01-28,91.4000015258789,92.6699981689453,91.3499984741211,92.4700012207031,9409600,70.5467681884766
2014-01-29,91.3099975585938,91.9599990844727,90.2900009155273,90.620002746582,8145900,69.1354370117188
2014-01-30,91.5299987792969,93.8499984741211,90.7300033569336,93.1999969482422,14764700,71.1037368774414
2014-01-31,92.1600036621094,94.6900024414062,92.0100021362305,93.9100036621094,9697300,71.6453857421875
2014-02-03,93.7399978637695,93.9400024414062,91.9499969482422,92.4199981689453,9084100,70.5086517333984
2014-02-04,92.4800033569336,92.6500015258789,91.4899978637695,92.5,6839700,70.569694519043
2014-02-05,92.2399978637695,92.5100021362305,91.0599975585938,91.9599990844727,5134500,70.1577072143555
2014-02-06,91.9400024414062,94.2300033569336,91.7900009155273,93.8300018310547,6844200,71.5843734741211
2014-02-07,94.1699981689453,95.2399978637695,93.879997253418,94.870002746582,9140200,72.3777923583984
2014-02-10,94.9700012207031,94.9800033569336,93.629997253418,94.5,5933400,72.0954971313477
2014-02-11,94.620002746582,95.3399963378906,94.2799987792969,94.9599990844727,6006100,72.4464416503906
2014-02-12,95.3099975585938,96.6399993896484,95.1699981689453,96.1699981689453,8002000,73.3695831298828
2014-02-13,95.2900009155273,96.4100036621094,95.1100006103516,96.1100006103516,4387000,73.3238143920898
2014-02-14,95.8600006103516,96.6800003051758,95.8399963378906,96.5500030517578,4145300,73.6595077514648
2014-02-18,95.8499984741211,96.9400024414062,95.8499984741211,96.5599975585938,4871700,73.6671142578125
2014-02-19,96.1900024414062,97.6699981689453,96.1100006103516,96.2099990844727,5865200,73.4000930786133
2014-02-20,96.5100021362305,97.5199966430664,95.3000030517578,96.9199981689453,7718400,73.9417419433594
2014-02-21,97.1100006103516,97.9499969482422,96.9199981689453,97.5,5554600,74.3842544555664
2014-02-24,97.5500030517578,98.2399978637695,97.1800003051758,97.3199996948242,4887800,74.2469329833984
2014-02-25,96.8399963378906,96.9800033569336,95.8199996948242,96.4100036621094,5989200,73.5526885986328
2014-02-26,96.6600036621094,97.9100036621094,96.3399963378906,97.1999969482422,4753900,74.1553802490234
2014-02-27,97.2099990844727,97.6399993896484,96.5199966430664,96.6999969482422,4337700,73.7739181518555
2014-02-28,96.629997253418,97.5199966430664,96.3000030517578,96.9700012207031,5411100,73.9799194335938
2014-03-03,96.3199996948242,96.6699981689453,95.5999984741211,96.3099975585938,4859200,73.4763946533203
2014-03-04,97.1999969482422,97.4599990844727,96.5599975585938,97.0199966430664,6261300,74.0180587768555
2014-03-05,96.5400009155273,96.9000015258789,95.879997253418,96.370002746582,5384800,73.5221633911133
2014-03-06,96.9499969482422,98.1500015258789,96.6600036621094,97.5999984741211,6714300,74.4605712890625
2014-03-07,97.7799987792969,97.870002746582,96.5,97.0500030517578,5259200,74.0409698486328
2014-03-10,96.6399993896484,96.8000030517578,95.8600006103516,96.75,4640300,73.8121032714844
2014-03-11,97.0899963378906,97.9100036621094,96.620002746582,96.8399963378906,5731200,73.8807373046875
2014-03-12,96.3000030517578,97.2399978637695,96.3000030517578,96.8199996948242,4448600,73.8654556274414
2014-03-13,97.1999969482422,97.7300033569336,95.0599975585938,95.6100006103516,8434600,72.9423599243164
2014-03-14,95.4499969482422,96.25,95.1999969482422,95.3899993896484,5002000,72.7745132446289
2014-03-17,95.9899978637695,96.4499969482422,95.5500030517578,95.6699981689453,4697200,72.9881057739258
2014-03-18,96.120002746582,96.6500015258789,95.6999969482422,96.4100036621094,4921300,73.5526885986328
2014-03-19,96.0899963378906,96.7200012207031,95.25,96.0400009155273,5109200,73.2704162597656
2014-03-20,95.7099990844727,96.2399978637695,95.0999984741211,96.2099990844727,4396000,73.4000930786133
2014-03-21,97.0699996948242,97.629997253418,96.6699981689453,97.3899993896484,8339700,74.3003463745117
2014-03-24,97.5999984741211,97.5999984741211,96.4199981689453,96.8499984741211,4808600,73.8883666992188
2014-03-25,97.3600006103516,99.3399963378906,97.1500015258789,98.5899963378906,9070400,75.2158432006836
2014-03-26,99.2799987792969,99.5999984741211,97.8000030517578,97.8000030517578,5610200,74.6131362915039
2014-03-27,97.8199996948242,98.8899993896484,97.2900009155273,98.4499969482422,4947700,75.1090316772461
2014-03-28,98.9100036621094,99.620002746582,98.7799987792969,99.3899993896484,5821500,75.8261642456055
2014-03-31,100,100.629997253418,99.0500030517578,99.370002746582,5772600,75.8108978271484
2014-04-01,98.9400024414062,100.080001831055,98.9400024414062,99.8099975585938,4814300,76.1466293334961
2014-04-02,100.040000915527,102.76000213623,99.879997253418,102.629997253418,9358300,78.2980194091797
2014-04-03,101.919998168945,103.199996948242,101.610000610352,102.550003051758,8230200,78.2369918823242
2014-04-04,102.889999389648,103.379997253418,101.910003662109,102.169998168945,4889200,77.9470825195312
2014-04-07,101.610000610352,102.069999694824,100.410003662109,101.110000610352,5215100,77.1383972167969
2014-04-08,100.980003356934,103.25,100.959999084473,102.389999389648,6626900,78.1149215698242
2014-04-09,102.650001525879,103.199996948242,101.849998474121,102.98999786377,4062000,78.5726699829102
2014-04-10,102.910003662109,103.720001220703,101.98999786377,102.26000213623,4538900,78.0157318115234
2014-04-11,101.099998474121,102.099998474121,100.970001220703,101.449996948242,5363900,77.3977813720703
2014-04-14,102.180000305176,102.830001831055,100.949996948242,102.779998779297,4114100,78.4124603271484
2014-04-15,102.629997253418,103.089996337891,101.26000213623,102.5,6317900,78.1988372802734
2014-04-16,102.620002746582,103.150001525879,102.209999084473,102.930000305176,3801400,78.9892730712891
2014-04-17,103.050003051758,103.440002441406,102.599998474121,102.830001831055,3556800,78.9125366210938
2014-04-21,102.900001525879,102.980003356934,101.550003051758,102.639999389648,3821400,78.766731262207
2014-04-22,102.779998779297,104.139999389648,102.76000213623,103.690002441406,4528500,79.5724868774414
2014-04-23,103.559997558594,104.620002746582,103.180000305176,103.379997253418,6427400,79.3345794677734
2014-04-24,106.019996643066,107.400001525879,104.790000915527,105.279998779297,8849200,80.7926712036133
2014-04-25,105.029998779297,105.279998779297,103.290000915527,104.690002441406,5731800,80.3398895263672
2014-04-28,104.98999786377,105.419998168945,103.25,104.26000213623,4036200,80.0099258422852
2014-04-29,104.790000915527,105.5,103.830001831055,105.300003051758,4975800,80.8080139160156
2014-04-30,105.230003356934,106.23999786377,104.98999786377,105.400001525879,5199300,80.8847579956055
2014-05-01,105.199996948242,105.790000915527,104.629997253418,105.069999694824,2970800,80.6315307617188
2014-05-02,104.930000305176,105.580001831055,104.730003356934,105.01000213623,2677000,80.5854797363281
2014-05-05,104.660003662109,104.800003051758,103.809997558594,104.519996643066,3166400,80.2094573974609
2014-05-06,104.209999084473,104.470001220703,103.599998474121,103.870002746582,2836300,79.7106094360352
2014-05-07,104.099998474121,104.660003662109,103.430000305176,104.620002746582,3399800,80.2861938476562
2014-05-08,104.550003051758,105.019996643066,104.150001525879,104.940002441406,3118400,80.5317611694336
2014-05-09,104.959999084473,105.300003051758,104.300003051758,105.059997558594,2761800,80.6238708496094
2014-05-12,105.709999084473,106.5,105.650001525879,106.199996948242,3664200,81.4986877441406
2014-05-13,106.5,108.209999084473,105.819999694824,107.150001525879,3951500,82.2277374267578
2014-05-14,106.849998474121,107.040000915527,106.300003051758,106.529998779297,3082300,81.7519226074219
2014-05-15,106.48999786377,106.73999786377,104.040000915527,104.98999786377,5151000,80.5701370239258
2014-05-16,105.050003051758,106.050003051758,104.169998168945,106.029998779297,4403300,81.3682250976562
2014-05-19,105.419998168945,105.529998779297,104.720001220703,105.389999389648,3924300,80.877067565918
2014-05-20,104.790000915527,104.809997558594,100.720001220703,101.559997558594,9277600,77.9379272460938
2014-05-21,101.480003356934,103,101.480003356934,102.879997253418,5460200,78.9508743286133
2014-05-22,102.900001525879,103.879997253418,102.51000213623,103.080001831055,3112300,79.104377746582
2014-05-23,103.150001525879,104.150001525879,103.150001525879,104.029998779297,2888600,79.8334197998047
2014-05-27,104.199996948242,104.480003356934,103.459999084473,103.680000305176,3443400,79.564811706543
2014-05-28,103.529998779297,103.860000610352,102.849998474121,102.910003662109,3353300,78.9739151000977
2014-05-29,103.279998779297,103.669998168945,102.559997558594,103.599998474121,3071200,79.5034255981445
2014-05-30,102.900001525879,102.980003356934,101.550003051758,102.230003356934,5939300,78.4520721435547
2014-06-02,102.419998168945,103.940002441406,102.01000213623,103.76000213623,3747000,79.6262359619141
2014-06-03,103.419998168945,104.569999694824,103.050003051758,104.48999786377,3643600,80.1864166259766
2014-06-04,104.419998168945,105.099998474121,104.069999694824,104.309997558594,2879900,80.0482711791992
2014-06-05,104.800003051758,107.120002746582,104.769996643066,106.959999084473,5389200,82.0819244384766
2014-06-06,107.080001831055,108.360000610352,106.980003356934,108.180000305176,4299600,83.0181655883789
2014-06-09,107.73999786377,109.300003051758,107.660003662109,108.75,3900400,83.4555892944336
2014-06-10,108.5,109.5,108.400001525879,109.309997558594,4752700,83.8852996826172
2014-06-11,108.930000305176,108.980003356934,108.330001831055,108.690002441406,2738800,83.4095458984375
2014-06-12,108.470001220703,108.5,106.440002441406,106.650001525879,3408600,81.8440322875977
2014-06-13,106.550003051758,107.230003356934,106.069999694824,106.769996643066,2009100,81.9361114501953
2014-06-16,106.5,106.879997253418,105.730003356934,106.809997558594,2137200,81.9668045043945
2014-06-17,106.51000213623,107,106,106.669998168945,2138400,81.8593597412109
2014-06-18,106.629997253418,107.599998474121,106.050003051758,107.480003356934,2218700,82.4809494018555
2014-06-19,106.98999786377,107.419998168945,106.690002441406,107.25,2592400,82.3044662475586
2014-06-20,108.050003051758,109.529998779297,107.639999389648,109.379997253418,7762900,83.9390640258789
2014-06-23,109.25,109.849998474121,108.290000915527,108.779998779297,2839500,83.4785919189453
2014-06-24,108.559997558594,109.339996337891,107,107.809997558594,2864200,82.7342071533203
2014-06-25,107.480003356934,108.879997253418,107.349998474121,108.440002441406,2176200,83.2176742553711
2014-06-26,108.550003051758,108.800003051758,107.849998474121,108.519996643066,1522900,83.2790908813477
2014-06-27,108.339996337891,108.879997253418,107.730003356934,108.779998779297,3632100,83.4785919189453
2014-06-30,108.680000305176,109.029998779297,107.970001220703,108.669998168945,2249200,83.3941802978516
2014-07-01,109.080001831055,109.75,109.01000213623,109.169998168945,2346300,83.7778854370117
2014-07-02,109.319999694824,109.949996948242,109.300003051758,109.559997558594,1849000,84.0771713256836
2014-07-03,109.900001525879,111.160003662109,109.690002441406,111.080001831055,2876200,85.24365234375
2014-07-07,110.180000305176,110.449996948242,109.569999694824,110.160003662109,2697100,84.5376358032227
2014-07-08,110.209999084473,110.379997253418,109.400001525879,109.459999084473,2450600,84.0004348754883
2014-07-09,109.790000915527,110.290000915527,109.419998168945,110.139999389648,2270600,84.5222854614258
2014-07-10,108.139999389648,109.569999694824,107.800003051758,109.360000610352,2303600,83.9236907958984
2014-07-11,109.5,109.98999786377,108.650001525879,109.959999084473,1992300,84.384147644043
2014-07-14,110.430000305176,111.040000915527,110.089996337891,110.089996337891,2375100,84.4839096069336
2014-07-15,110.25,110.419998168945,109.400001525879,109.849998474121,3212900,84.2997512817383
2014-07-16,110.180000305176,111.459999084473,109.919998168945,111.400001525879,3974100,85.4892272949219
2014-07-17,110.400001525879,110.669998168945,108.930000305176,109.069999694824,3164700,84.2304306030273
2014-07-18,109.430000305176,110.169998168945,109.050003051758,110.169998168945,2424900,85.0799102783203
2014-07-21,110,110.550003051758,109.449996948242,110.230003356934,2075900,85.1262512207031
2014-07-22,110.839996337891,111.279998779297,109.800003051758,110.059997558594,2879400,84.9949569702148
2014-07-23,109.790000915527,109.980003356934,108.209999084473,108.379997253418,4471400,83.6975555419922
2014-07-24,105.599998474121,106.230003356934,104.089996337891,105.040000915527,8690300,81.1182327270508
2014-07-25,104.139999389648,105.349998474121,104.099998474121,104.849998474121,4126200,80.9714660644531
2014-07-28,104.779998779297,104.900001525879,103.169998168945,104.150001525879,4474300,80.4308929443359
2014-07-29,105,106.440002441406,104.690002441406,104.690002441406,7947100,80.8479080200195
2014-07-30,105.080001831055,105.319999694824,103.029998779297,103.379997253418,5856900,79.8362731933594
