"Fecha","CAT.Open","CAT.High","CAT.Low","CAT.Close","CAT.Volume","CAT.Adjusted"
2014-07-31,102.23999786377,102.690002441406,100.73999786377,100.75,6711400,77.8052215576172
2014-08-01,100.519996643066,100.849998474121,99.1100006103516,100.519996643066,6011900,77.6276016235352
2014-08-04,100.360000610352,102.050003051758,100.099998474121,101.809997558594,5183900,78.6238174438477
2014-08-05,101.110000610352,102.470001220703,100.940002441406,101.5,5685400,78.3844146728516
2014-08-06,100.76000213623,101.849998474121,100.610000610352,101.48999786377,5526900,78.3766784667969
2014-08-07,102.660003662109,103.470001220703,101.879997253418,101.940002441406,5752800,78.7242202758789
2014-08-08,102.01000213623,103.440002441406,101.779998779297,103.279998779297,4690200,79.7590484619141
2014-08-11,104.610000610352,104.849998474121,103.930000305176,104.5,5197900,80.7011871337891
2014-08-12,104.589996337891,105.160003662109,104.129997253418,104.330001831055,4200900,80.5699081420898
2014-08-13,104.330001831055,105.5,104.330001831055,105.160003662109,4664900,81.2108764648438
2014-08-14,105.51000213623,106,104.98999786377,105.660003662109,4178800,81.5970153808594
2014-08-15,106.01000213623,106.419998168945,105.129997253418,105.73999786377,4099200,81.6587677001953
2014-08-18,106.690002441406,107.099998474121,106.279998779297,106.980003356934,3478600,82.6164016723633
2014-08-19,107.26000213623,107.699996948242,106.870002746582,107.300003051758,3639200,82.863525390625
2014-08-20,107.389999389648,108.150001525879,107.199996948242,107.699996948242,5341600,83.1724319458008
2014-08-21,108.169998168945,108.569999694824,107.540000915527,107.970001220703,4118100,83.3809280395508
2014-08-22,107.580001831055,107.819999694824,106.540000915527,107.309997558594,4603700,82.8712692260742
2014-08-25,107.959999084473,108.330001831055,107.730003356934,107.970001220703,3014100,83.3809280395508
2014-08-26,108.050003051758,108.639999389648,107.980003356934,108.059997558594,2865800,83.4504470825195
2014-08-27,108.129997253418,108.919998168945,108.080001831055,108.550003051758,3281900,83.8288497924805
2014-08-28,108.019996643066,108.819999694824,107.800003051758,108.650001525879,3227800,83.9060516357422
2014-08-29,108.900001525879,109.099998474121,108.25,109.069999694824,4437200,84.2304306030273
2014-09-02,109.029998779297,109.730003356934,108.830001831055,108.919998168945,4040200,84.1145706176758
2014-09-03,109.449996948242,109.660003662109,108.050003051758,108.459999084473,4669000,83.7593460083008
2014-09-04,108.300003051758,109.48999786377,108.160003662109,108.819999694824,4604000,84.0373764038086
2014-09-05,109,109.180000305176,108.190002441406,108.540000915527,4305000,83.8211288452148
2014-09-08,108.230003356934,108.459999084473,107.519996643066,107.910003662109,3496900,83.334587097168
2014-09-09,107.819999694824,108.199996948242,107.190002441406,107.400001525879,3578500,82.9407577514648
2014-09-10,105.610000610352,106.120002746582,105.379997253418,105.930000305176,8154700,81.8054962158203
2014-09-11,105.660003662109,105.660003662109,104.589996337891,105.589996337891,5460100,81.54296875
2014-09-12,104.970001220703,105.089996337891,104.400001525879,105.019996643066,6904200,81.1027679443359
2014-09-15,104.319999694824,104.900001525879,103.220001220703,104.860000610352,7051900,80.9792098999023
2014-09-16,104.209999084473,105.830001831055,103.769996643066,104.860000610352,5289700,80.9792098999023
2014-09-17,105.180000305176,105.410003662109,103.879997253418,103.98999786377,5122200,80.3073577880859
2014-09-18,104.300003051758,104.550003051758,103.400001525879,104.339996337891,3915800,80.5776443481445
2014-09-19,104.849998474121,105,102.080001831055,102.51000213623,8285400,79.1644058227539
2014-09-22,102.099998474121,102.26000213623,100.819999694824,100.900001525879,5093200,77.9210586547852
2014-09-23,100.860000610352,101.089996337891,99.879997253418,99.9899978637695,5710300,77.2183151245117
2014-09-24,100.040000915527,101.48999786377,99.8899993896484,101.199996948242,5797000,78.1527404785156
2014-09-25,101,101.199996948242,99.1900024414062,99.5100021362305,4960800,76.8476028442383
2014-09-26,99.4400024414062,100.639999389648,99.2399978637695,100.379997253418,2935900,77.5194778442383
2014-09-29,99.3499984741211,100.099998474121,98.2600021362305,99.8300018310547,3156400,77.0947647094727
2014-09-30,100.029998779297,100.099998474121,98.8000030517578,99.0299987792969,3746100,76.4769287109375
2014-10-01,98.6399993896484,99,97.2699966430664,97.6100006103516,4827300,75.3803253173828
2014-10-02,97.6500015258789,97.9800033569336,96.1500015258789,97.4100036621094,4460800,75.2258911132812
2014-10-03,98.0400009155273,98.3399963378906,97.0299987792969,97.3899993896484,3921900,75.2104187011719
2014-10-06,97.8099975585938,98.129997253418,96.9100036621094,98,3982400,75.6815032958984
2014-10-07,97.0899963378906,97.5100021362305,94.6900024414062,94.6999969482422,6479500,73.1330337524414
2014-10-08,94.5800018310547,96.8600006103516,93.6399993896484,96.6500015258789,6214200,74.6389617919922
2014-10-09,96.2099990844727,96.5199966430664,93.2399978637695,93.5,6414500,72.2063293457031
2014-10-10,93.2399978637695,94.5699996948242,91.6100006103516,93.129997253418,6179100,71.9205856323242
2014-10-13,93.2900009155273,94.0599975585938,91.620002746582,91.6800003051758,5852400,70.8008117675781
2014-10-14,92.5100021362305,95.0100021362305,92.3899993896484,92.8000030517578,6791300,71.6657409667969
2014-10-15,91.4300003051758,92.75,90.0500030517578,92.5899963378906,9377600,71.5035705566406
2014-10-16,90.2699966430664,94.1500015258789,90.2699966430664,93.2399978637695,7439400,72.554069519043
2014-10-17,94.1999969482422,95.5999984741211,93.9800033569336,95.0500030517578,7442600,73.9625244140625
2014-10-20,94.5299987792969,95.3000030517578,93.2699966430664,94.0299987792969,4270800,73.1687850952148
2014-10-21,95.0400009155273,96.3199996948242,95.0400009155273,95.8899993896484,3990500,74.6161422729492
2014-10-22,95.5299987792969,95.9800033569336,94.0500030517578,94.5699996948242,6211300,73.5890045166016
2014-10-23,97.5999984741211,99.9400024414062,97.3399963378906,99.2699966430664,11670100,77.2462692260742
2014-10-24,99.5100021362305,99.6800003051758,98.370002746582,99.4400024414062,4133800,77.3785552978516
2014-10-27,98.6800003051758,98.7699966430664,97.1500015258789,98.5400009155273,4346100,76.6782455444336
2014-10-28,99.4400024414062,101.160003662109,99.0299987792969,101.160003662109,5069600,78.7169723510742
2014-10-29,101.529998779297,101.839996337891,99.8399963378906,100.190002441406,4426400,77.9621658325195
2014-10-30,99.629997253418,100.580001831055,99.0599975585938,100.160003662109,2650900,77.9388275146484
2014-10-31,101.349998474121,102.370002746582,100.839996337891,101.410003662109,5367700,78.911491394043
2014-11-03,101.610000610352,101.76000213623,99.7699966430664,100.220001220703,4434300,77.9854965209961
2014-11-04,99.75,100,98.0400009155273,98.6100006103516,4849000,76.7326889038086
2014-11-05,99.4499969482422,99.6399993896484,98.4499969482422,99.4100036621094,3515600,77.3552093505859
2014-11-06,99.5100021362305,100.98999786377,99.2399978637695,100.910003662109,3427700,78.5224533081055
2014-11-07,101.26000213623,101.830001831055,100.900001525879,101.76000213623,2708200,79.1838531494141
2014-11-10,101.860000610352,102.550003051758,101.860000610352,102.209999084473,3308100,79.5340118408203
2014-11-11,102.309997558594,102.800003051758,101.599998474121,102.529998779297,2464400,79.7830200195312
2014-11-12,102.169998168945,103.220001220703,101.519996643066,102.98999786377,2808700,80.1409683227539
2014-11-13,103.059997558594,103.180000305176,100.680000305176,101.110000610352,3924100,78.6780548095703
2014-11-14,101,101.699996948242,100.650001525879,101.339996337891,2660500,78.8570022583008
2014-11-17,101.25,102.080001831055,100.449996948242,101.699996948242,2477000,79.1371154785156
2014-11-18,101.699996948242,102.449996948242,101.309997558594,102.040000915527,2761200,79.4017333984375
2014-11-19,101.860000610352,102.300003051758,100.889999389648,101.300003051758,4679100,78.8259124755859
2014-11-20,100.330001831055,102.139999389648,100.069999694824,102.089996337891,3052600,79.4406280517578
2014-11-21,104.300003051758,107.120002746582,104.199996948242,106.449996948242,8738000,82.8333358764648
2014-11-24,106.400001525879,106.470001220703,105.099998474121,105.959999084473,4108600,82.4520492553711
2014-11-25,106.099998474121,106.629997253418,105.330001831055,106.23999786377,3321500,82.6699371337891
2014-11-26,106.290000915527,106.440002441406,105.449996948242,105.790000915527,2463800,82.3197860717773
2014-11-28,104.389999389648,104.610000610352,100.120002746582,100.599998474121,5780900,78.2811813354492
2014-12-01,100.23999786377,100.470001220703,97.7900009155273,99,7431800,77.0361785888672
2014-12-02,99.4800033569336,99.9599990844727,98.7200012207031,99.5100021362305,3900400,77.4330291748047
2014-12-03,100.040000915527,101.459999084473,99.9599990844727,100.180000305176,6930700,77.9544067382812
2014-12-04,99.6900024414062,100.870002746582,99.5100021362305,99.6699981689453,3390100,77.5575561523438
2014-12-05,99.8099975585938,99.9599990844727,98.7099990844727,98.7799987792969,3605000,76.864990234375
2014-12-08,98.6600036621094,98.7600021362305,95.1999969482422,95.25,7192100,74.1181335449219
2014-12-09,94.1699981689453,96.1699981689453,93.8000030517578,95.4499969482422,6562900,74.2737579345703
2014-12-10,94.9100036621094,95.0199966430664,92.75,93.0199966430664,6749600,72.3828811645508
2014-12-11,93.6800003051758,94.2900009155273,92.5299987792969,92.6900024414062,4664900,72.126091003418
2014-12-12,92,92,89.9599990844727,90.5,10327200,70.4219589233398
2014-12-15,91.25,91.2900009155273,89.3899993896484,89.75,6924100,69.8383560180664
2014-12-16,89.2300033569336,92.25,89.1500015258789,89.3399963378906,7649500,69.5193099975586
2014-12-17,89.4000015258789,90.1399993896484,88.0299987792969,89.75,8671600,69.8383560180664
2014-12-18,91.8899993896484,91.8899993896484,90.5500030517578,91.6900024414062,8344400,71.3479461669922
2014-12-19,91.5800018310547,91.9800033569336,90.879997253418,91.7099990844727,9689200,71.3635025024414
2014-12-22,92.4599990844727,92.8099975585938,91.8499984741211,92.3199996948242,4577200,71.8381652832031
2014-12-23,92.9899978637695,93.9400024414062,92.6500015258789,93.5,3554200,72.7564163208008
2014-12-24,93.6399993896484,93.9800033569336,93.2699966430664,93.7200012207031,1654200,72.9275741577148
2014-12-26,93.9499969482422,94.6600036621094,93.7200012207031,94.2300033569336,3127800,73.3244323730469
2014-12-29,94.1999969482422,94.2799987792969,93.5899963378906,93.7099990844727,2390500,72.919792175293
