"Fecha","IQV.Open","IQV.High","IQV.Low","IQV.Close","IQV.Volume","IQV.Adjusted"
2013-11-01,42.75,44.1800003051758,42.4700012207031,43.4300003051758,1490100,43.4300003051758
2013-11-04,43.689998626709,44.2999992370605,43.6800003051758,44.2000007629395,336100,44.2000007629395
2013-11-05,44.1399993896484,44.3499984741211,43.6500015258789,44.0900001525879,325600,44.0900001525879
2013-11-06,44.0800018310547,44.2700004577637,43.5900001525879,44,307300,44
2013-11-07,44.0099983215332,44.189998626709,43.7999992370605,44.0499992370605,482100,44.0499992370605
2013-11-08,43.9500007629395,44.2400016784668,43.5299987792969,44.0900001525879,338700,44.0900001525879
2013-11-11,44.0999984741211,44.4199981689453,43.6199989318848,43.9799995422363,253700,43.9799995422363
2013-11-12,44,44.3800010681152,43.2000007629395,44.1399993896484,361700,44.1399993896484
2013-11-13,43.9300003051758,44.4199981689453,43.5499992370605,44.3699989318848,261000,44.3699989318848
2013-11-14,44.2999992370605,44.2999992370605,43.7700004577637,43.9700012207031,354400,43.9700012207031
2013-11-15,44,44.2099990844727,43.8499984741211,43.9799995422363,320100,43.9799995422363
2013-11-18,43.6399993896484,43.6399993896484,42.689998626709,43.310001373291,1040500,43.310001373291
2013-11-19,42.9599990844727,43.2400016784668,42.6599998474121,42.8600006103516,682900,42.8600006103516
2013-11-20,42.5099983215332,43.2299995422363,42.5,42.8800010681152,926400,42.8800010681152
2013-11-21,42.75,43.2599983215332,42.2000007629395,43.25,896300,43.25
2013-11-22,43.189998626709,43.4500007629395,42.9500007629395,43.1100006103516,359800,43.1100006103516
2013-11-25,43,43.4000015258789,42.689998626709,42.7000007629395,446200,42.7000007629395
2013-11-26,42.7999992370605,43.3600006103516,42.75,43,423100,43
2013-11-27,43.1100006103516,43.4799995422363,42.7599983215332,42.9900016784668,266700,42.9900016784668
2013-11-29,43.2400016784668,43.5,43.0400009155273,43.189998626709,101300,43.189998626709
2013-12-02,43.2999992370605,43.3899993896484,42.6300010681152,42.7900009155273,397300,42.7900009155273
2013-12-03,42.4700012207031,42.75,42.2999992370605,42.3499984741211,480000,42.3499984741211
2013-12-04,42.2999992370605,42.310001373291,41.7900009155273,41.939998626709,420100,41.939998626709
2013-12-05,41.8899993896484,42.060001373291,41.4300003051758,41.8699989318848,419900,41.8699989318848
2013-12-06,41.9599990844727,42.1800003051758,41.6399993896484,42.0299987792969,381800,42.0299987792969
2013-12-09,42.0999984741211,42.9700012207031,42.0200004577637,42.7400016784668,428400,42.7400016784668
2013-12-10,43.2299995422363,44.5200004577637,43.2299995422363,43.7299995422363,1564200,43.7299995422363
2013-12-11,44.1500015258789,44.2700004577637,43.4700012207031,43.7700004577637,727000,43.7700004577637
2013-12-12,43.6399993896484,45.2400016784668,43.6399993896484,45.0699996948242,1052600,45.0699996948242
2013-12-13,45,45.2599983215332,44.3499984741211,44.9700012207031,579100,44.9700012207031
2013-12-16,44.9700012207031,45.5999984741211,44.3600006103516,45.1500015258789,600800,45.1500015258789
2013-12-17,45.3800010681152,45.5499992370605,44.7400016784668,45.2200012207031,714600,45.2200012207031
2013-12-18,45.3499984741211,45.7400016784668,44.7599983215332,45.6800003051758,781400,45.6800003051758
2013-12-19,45.3499984741211,45.7999992370605,45.0299987792969,45.1599998474121,441400,45.1599998474121
2013-12-20,44.6800003051758,46.2799987792969,43.8199996948242,45.4199981689453,1581600,45.4199981689453
2013-12-23,45.9199981689453,46.5499992370605,45.8199996948242,46.2000007629395,398700,46.2000007629395
2013-12-24,46.3600006103516,46.7000007629395,45.939998626709,46.4000015258789,154200,46.4000015258789
2013-12-26,46.5099983215332,46.75,46.1100006103516,46.4799995422363,272500,46.4799995422363
2013-12-27,46.4700012207031,46.5800018310547,46.0900001525879,46.4000015258789,130600,46.4000015258789
2013-12-30,46.4000015258789,46.689998626709,46,46.4500007629395,167700,46.4500007629395
2013-12-31,46.5800018310547,46.5800018310547,45.9599990844727,46.3400001525879,215600,46.3400001525879
2014-01-02,46.1100006103516,46.5900001525879,45.6399993896484,45.7999992370605,274600,45.7999992370605
2014-01-03,45.939998626709,46.5400009155273,45.6599998474121,46.2900009155273,261400,46.2900009155273
2014-01-06,46.4599990844727,46.5499992370605,45.9900016784668,46.0299987792969,240900,46.0299987792969
2014-01-07,46.5,47.4799995422363,46.4799995422363,46.7900009155273,556800,46.7900009155273
2014-01-08,46.810001373291,47.7000007629395,46.7799987792969,47.4199981689453,384000,47.4199981689453
2014-01-09,47.5,47.9000015258789,47.5,47.8400001525879,285400,47.8400001525879
2014-01-10,47.9599990844727,48.7599983215332,47.8400001525879,48.6100006103516,522300,48.6100006103516
2014-01-13,48.6599998474121,49.9300003051758,48.4799995422363,49.1599998474121,687800,49.1599998474121
2014-01-14,49.3199996948242,49.6500015258789,48.8899993896484,49,221200,49
2014-01-15,49.3400001525879,49.7299995422363,49.0299987792969,49.5,410500,49.5
2014-01-16,49.4300003051758,50,49.189998626709,49.7799987792969,368900,49.7799987792969
2014-01-17,49.8899993896484,50.4900016784668,48.1599998474121,48.9799995422363,763900,48.9799995422363
2014-01-21,51.9500007629395,52,47.6599998474121,48.1500015258789,988300,48.1500015258789
2014-01-22,48.1399993896484,48.8199996948242,47.6800003051758,48.0099983215332,426200,48.0099983215332
2014-01-23,48.0099983215332,48.0499992370605,47.4599990844727,47.7400016784668,312100,47.7400016784668
2014-01-24,47.4500007629395,47.7999992370605,46,46.2099990844727,815100,46.2099990844727
2014-01-27,46.2999992370605,46.7900009155273,45.25,46.5400009155273,437100,46.5400009155273
2014-01-28,46.7999992370605,47.8199996948242,46.439998626709,47.2999992370605,361400,47.2999992370605
2014-01-29,47.0699996948242,47.3499984741211,46.2299995422363,46.4300003051758,277300,46.4300003051758
2014-01-30,46.7900009155273,47.9599990844727,46.5,47.7000007629395,321800,47.7000007629395
2014-01-31,47.2299995422363,47.7000007629395,46.8300018310547,47.6300010681152,228000,47.6300010681152
2014-02-03,47.2200012207031,47.6599998474121,45.8499984741211,46.4300003051758,455300,46.4300003051758
2014-02-04,46.7700004577637,47.0800018310547,46.3800010681152,46.6100006103516,226300,46.6100006103516
