"Fecha","GPN.Open","GPN.High","GPN.Low","GPN.Close","GPN.Volume","GPN.Adjusted"
2013-11-01,29.7999992370605,29.9249992370605,29.5849990844727,29.8500003814697,1206200,28.9683933258057
2013-11-04,30.0049991607666,30.0799999237061,29.8850002288818,30.0200004577637,1155800,29.1333675384521
2013-11-05,29.8500003814697,30.1299991607666,29.6499996185303,29.9050006866455,1447600,29.0217685699463
2013-11-06,29.9699993133545,30.2900009155273,29.9500007629395,30.2600002288818,1168800,29.3662872314453
2013-11-07,30.3400001525879,30.3850002288818,29.9599990844727,29.9750003814697,1773600,29.0896949768066
2013-11-08,29.9850006103516,30.4200000762939,29.8999996185303,30.4099998474121,1007200,29.5118465423584
2013-11-11,30.3199996948242,30.6399993896484,30.2099990844727,30.5249996185303,697600,29.6234550476074
2013-11-12,30.4599990844727,30.7600002288818,30.3850002288818,30.7299995422363,1063800,29.8223972320557
2013-11-13,30.6100006103516,31.1550006866455,30.4500007629395,31.1499996185303,1646600,30.2398357391357
2013-11-14,31.4699993133545,31.5450000762939,31.1100006103516,31.5200004577637,2273000,30.599027633667
2013-11-15,31.5,31.7600002288818,31.3600006103516,31.7450008392334,904600,30.8174571990967
2013-11-18,31.9400005340576,32.2050018310547,31.6949996948242,31.8549995422363,1462600,30.9242305755615
2013-11-19,31.8549995422363,31.9699993133545,31.5499992370605,31.7099990844727,1528800,30.7834758758545
2013-11-20,31.7399997711182,31.9099998474121,31.3700008392334,31.4050006866455,1009800,30.4873828887939
2013-11-21,31.5200004577637,31.8649997711182,31.4349994659424,31.7549991607666,900200,30.8271503448486
2013-11-22,31.8299999237061,31.8950004577637,31.4799995422363,31.5,992400,30.579610824585
2013-11-25,31.6299991607666,31.8799991607666,31.4850006103516,31.7700004577637,1551800,30.8417224884033
2013-11-26,31.8999996185303,31.9449996948242,31.7150001525879,31.7350006103516,971000,30.8077354431152
2013-11-27,31.75,31.7600002288818,31.3250007629395,31.5100002288818,1629400,30.5893154144287
2013-11-29,31.5,31.7849998474121,31.4549999237061,31.5249996185303,428400,30.6038780212402
2013-12-02,31.5599994659424,31.7649993896484,31.2999992370605,31.3349990844727,1185400,30.4194278717041
2013-12-03,31.25,31.5200004577637,31.25,31.4500007629395,1305000,30.5310745239258
2013-12-04,31.3649997711182,31.5699996948242,31.0599994659424,31.0849990844727,955200,30.1767253875732
2013-12-05,31.2299995422363,31.3700008392334,31.0799999237061,31.1100006103516,1051600,30.2010059356689
2013-12-06,31.3500003814697,31.7099990844727,31.1700000762939,31.6849994659424,1071400,30.7592067718506
2013-12-09,31.7299995422363,31.9150009155273,31.7299995422363,31.7749996185303,1087800,30.8465709686279
2013-12-10,31.6800003051758,31.8549995422363,31.6749992370605,31.75,902400,30.8222999572754
2013-12-11,31.75,31.8400001525879,31.4300003051758,31.6000003814697,1116600,30.6766834259033
2013-12-12,31.5849990844727,31.625,31.2749996185303,31.4050006866455,1104600,30.4873828887939
2013-12-13,31.5,31.6100006103516,31.2800006866455,31.3899993896484,742000,30.4728221893311
2013-12-16,31.5400009155273,31.5949993133545,31.3449993133545,31.5249996185303,1073000,30.6038780212402
2013-12-17,31.5750007629395,31.7250003814697,31.3549995422363,31.6800003051758,972800,30.7543525695801
2013-12-18,31.1900005340576,31.4249992370605,30.7950000762939,31.3799991607666,1844200,30.4631118774414
2013-12-19,31.4699993133545,31.5450000762939,30.6100006103516,30.7549991607666,1739200,29.8563804626465
2013-12-20,30.7800006866455,31.7749996185303,30.7549991607666,31.7450008392334,2247800,30.8174571990967
2013-12-23,31.7549991607666,31.9099998474121,31.5450000762939,31.7999992370605,1164400,30.870849609375
2013-12-24,31.7999992370605,31.9249992370605,31.7250003814697,31.8150005340576,606800,30.8854084014893
2013-12-26,32.0050010681152,32.0099983215332,31.7849998474121,31.8899993896484,1259600,30.9582061767578
2013-12-27,32.064998626709,32.0750007629395,31.8950004577637,31.9200000762939,611800,30.9873352050781
2013-12-30,31.8950004577637,32.3349990844727,31.875,32.2400016784668,657600,31.2979888916016
2013-12-31,32.3549995422363,32.564998626709,32.3349990844727,32.4949989318848,518800,31.5455379486084
2014-01-02,32.4449996948242,32.7449989318848,32.4449996948242,32.7249984741211,1658600,31.7688159942627
2014-01-03,33.1699981689453,33.4850006103516,32.9049987792969,33.310001373291,2058800,32.3367233276367
2014-01-06,33.5,33.6100006103516,32.6349983215332,32.6450004577637,2298200,31.6911487579346
2014-01-07,32.6300010681152,32.8499984741211,32.435001373291,32.4449996948242,2357600,31.4970016479492
2014-01-08,32.3800010681152,32.4749984741211,32.064998626709,32.2050018310547,3379400,31.2640113830566
2014-01-09,32.939998626709,34.2249984741211,32.8849983215332,33.5200004577637,7755600,32.5405921936035
2014-01-10,33.7150001525879,34.2750015258789,33.6199989318848,34.2700004577637,3015000,33.268669128418
2014-01-13,34.375,34.6599998474121,34.2750015258789,34.5550003051758,2889400,33.5453491210938
2014-01-14,34.6699981689453,35.1500015258789,34.560001373291,34.9150009155273,1885200,33.8948364257812
2014-01-15,34.9000015258789,35.1599998474121,34.8650016784668,34.875,1007200,33.8560066223145
2014-01-16,34.6500015258789,34.939998626709,34.6500015258789,34.7200012207031,1046600,33.7055282592773
2014-01-17,34.7649993896484,34.7750015258789,34.5050010681152,34.6049995422363,892000,33.5938835144043
2014-01-21,34.8849983215332,34.8899993896484,34.3400001525879,34.4199981689453,1477200,33.4142913818359
2014-01-22,34.5250015258789,35,34.4300003051758,34.9249992370605,1315400,33.904541015625
2014-01-23,34.6150016784668,34.8199996948242,34.3650016784668,34.4000015258789,1195800,33.3948822021484
2014-01-24,34.4249992370605,34.4249992370605,33.3250007629395,33.4550018310547,2450200,32.4774856567383
2014-01-27,33.8450012207031,33.8450012207031,32.9700012207031,33.2599983215332,1594000,32.2881851196289
2014-01-28,33.439998626709,34.1949996948242,33.4249992370605,33.7299995422363,1965800,32.7444648742676
2014-01-29,33.6199989318848,33.8600006103516,33.2150001525879,33.375,1140400,32.3998222351074
2014-01-30,33.6049995422363,33.8950004577637,33.4799995422363,33.8349990844727,1033600,32.846378326416
2014-01-31,33.3849983215332,33.5499992370605,32.9850006103516,33.0449981689453,2056400,32.0794639587402
2014-02-03,32.9900016784668,33.1549987792969,31.5699996948242,31.8050003051758,2508600,30.8756980895996
2014-02-04,31.9500007629395,32.1500015258789,31.6800003051758,32.0499992370605,1592400,31.1135349273682
2014-02-05,32,32.1650009155273,31.7199993133545,32.060001373291,1648600,31.1232433319092
2014-02-06,32.0449981689453,32.5250015258789,32.0449981689453,32.4900016784668,836200,31.5406913757324
2014-02-07,32.5449981689453,33.0800018310547,32.5200004577637,32.9799995422363,1128800,32.0163726806641
2014-02-10,32.9249992370605,33.2750015258789,32.8800010681152,33.2449989318848,1020400,32.2736282348633
2014-02-11,33.25,33.6749992370605,33.0950012207031,33.560001373291,1325400,32.5794219970703
2014-02-12,33.4799995422363,33.6549987792969,33.3199996948242,33.435001373291,806600,32.4677391052246
2014-02-13,33.1800003051758,33.6349983215332,33.1699981689453,33.5999984741211,867800,32.6279716491699
2014-02-14,33.5,33.5200004577637,33.1699981689453,33.5050010681152,908200,32.535717010498
2014-02-18,33.5849990844727,33.6549987792969,33.314998626709,33.4249992370605,1294400,32.4580345153809
2014-02-19,33.3650016784668,33.7750015258789,33.2200012207031,33.6049995422363,1373000,32.6328315734863
2014-02-20,33.5900001525879,33.8400001525879,33.375,33.7400016784668,1028400,32.7639198303223
2014-02-21,33.7299995422363,34.4599990844727,33.6699981689453,34.3600006103516,1279800,33.3659858703613
2014-02-24,34.3499984741211,34.7649993896484,34.2299995422363,34.4199981689453,1115800,33.4242401123047
2014-02-25,34.314998626709,34.6699981689453,34.1199989318848,34.1549987792969,951400,33.1669120788574
