"Fecha","ULTA.Open","ULTA.High","ULTA.Low","ULTA.Close","ULTA.Volume","ULTA.Adjusted"
2014-01-23,82.8000030517578,84.7900009155273,82.4899978637695,84.620002746582,1604600,84.620002746582
2014-01-24,84.4199981689453,86.9800033569336,83.3199996948242,83.9700012207031,1624200,83.9700012207031
2014-01-27,83.6600036621094,84.5999984741211,82.5,83.1100006103516,874500,83.1100006103516
2014-01-28,82.6999969482422,84.4100036621094,82.6999969482422,84.25,995800,84.25
2014-01-29,83.4599990844727,84.629997253418,81.9000015258789,82.5500030517578,1143400,82.5500030517578
2014-01-30,83.0400009155273,86.1699981689453,82.7900009155273,85.9700012207031,919800,85.9700012207031
2014-01-31,83.870002746582,86.0299987792969,83.5,85.7099990844727,1188100,85.7099990844727
2014-02-03,85.75,86.0299987792969,83.0899963378906,83.9300003051758,1443400,83.9300003051758
2014-02-04,84.0699996948242,85.1100006103516,83.3300018310547,83.5,1108600,83.5
2014-02-05,83.5800018310547,85.879997253418,82.5199966430664,85.8199996948242,1321900,85.8199996948242
2014-02-06,85.9599990844727,88.8199996948242,85.9599990844727,88.3399963378906,1213800,88.3399963378906
2014-02-07,87.3099975585938,89.620002746582,86.0100021362305,88.3099975585938,976700,88.3099975585938
2014-02-10,88.2600021362305,88.7600021362305,87.0899963378906,87.7200012207031,558100,87.7200012207031
2014-02-11,87.879997253418,87.879997253418,86.2900009155273,86.4499969482422,1306000,86.4499969482422
2014-02-12,86.2900009155273,87.2200012207031,85.1999969482422,86.4199981689453,749200,86.4199981689453
2014-02-13,86.0699996948242,87.0500030517578,85.5999984741211,86.0400009155273,748800,86.0400009155273
2014-02-14,85.8199996948242,86.4700012207031,85.0100021362305,85.7099990844727,714800,85.7099990844727
2014-02-18,85.870002746582,88.4300003051758,85.7600021362305,87.75,645200,87.75
2014-02-19,87.7600021362305,88.9000015258789,87.1900024414062,87.5599975585938,535200,87.5599975585938
2014-02-20,87.5999984741211,88.3199996948242,85.7200012207031,86.1500015258789,791700,86.1500015258789
2014-02-21,86.1500015258789,87.1800003051758,83.9800033569336,85.9800033569336,1323500,85.9800033569336
2014-02-24,86,88.2099990844727,85.9899978637695,87.4400024414062,897100,87.4400024414062
2014-02-25,87.4599990844727,89.5,87.4599990844727,88.7900009155273,776200,88.7900009155273
2014-02-26,89,92.6699981689453,88.3499984741211,90.2200012207031,1149500,90.2200012207031
2014-02-27,90.1699981689453,92.0400009155273,89.4199981689453,91.620002746582,718800,91.620002746582
2014-02-28,91.8300018310547,92.4700012207031,89.0599975585938,89.6900024414062,801900,89.6900024414062
2014-03-03,88.9400024414062,89.8600006103516,88.1800003051758,88.4199981689453,568500,88.4199981689453
2014-03-04,89.3600006103516,89.9400024414062,88.3899993896484,89.0599975585938,631100,89.0599975585938
2014-03-05,89.620002746582,89.8199996948242,87.9800033569336,88.5,949100,88.5
2014-03-06,88.7399978637695,88.9400024414062,86.9000015258789,87.3000030517578,716600,87.3000030517578
2014-03-07,87.9499969482422,88.1699981689453,86.5199966430664,87.3000030517578,954600,87.3000030517578
2014-03-10,87.1399993896484,89.8499984741211,86.9800033569336,89.6399993896484,1388500,89.6399993896484
2014-03-11,89.5500030517578,92.9100036621094,89.1999969482422,91.5,2251400,91.5
2014-03-12,90.6900024414062,91.75,89.0899963378906,91.3899993896484,1505400,91.3899993896484
2014-03-13,91.379997253418,91.5999984741211,89.0500030517578,89.5100021362305,2317600,89.5100021362305
2014-03-14,95.8899993896484,97.8600006103516,95,95.2600021362305,7449500,95.2600021362305
2014-03-17,95.5,96.8000030517578,94.4199981689453,96.4100036621094,1387300,96.4100036621094
2014-03-18,96.370002746582,99.4700012207031,96.0199966430664,98.6399993896484,1452600,98.6399993896484
2014-03-19,98.8499984741211,101.349998474121,97.8499984741211,101.269996643066,1556100,101.269996643066
2014-03-20,103.029998779297,106.830001831055,102.779998779297,104.300003051758,3055800,104.300003051758
2014-03-21,104.099998474121,105,100.839996337891,100.839996337891,1975600,100.839996337891
2014-03-24,100.449996948242,101.879997253418,99.9300003051758,101.26000213623,1110800,101.26000213623
2014-03-25,101.410003662109,102.220001220703,99.8000030517578,100.339996337891,1030300,100.339996337891
2014-03-26,102.650001525879,105,101.419998168945,101.430000305176,1326500,101.430000305176
2014-03-27,101.01000213623,101.269996643066,98.129997253418,98.75,1505600,98.75
2014-03-28,98.870002746582,100.169998168945,96.5699996948242,97.8899993896484,1568100,97.8899993896484
2014-03-31,98.4700012207031,98.9000015258789,96.8000030517578,97.4400024414062,1066500,97.4400024414062
2014-04-01,97.5899963378906,99.3300018310547,97.1500015258789,98.9800033569336,1351400,98.9800033569336
2014-04-02,98.9000015258789,100.25,98.8000030517578,100.110000610352,916700,100.110000610352
2014-04-03,100.26000213623,100.779998779297,99.3199996948242,99.7699966430664,694300,99.7699966430664
2014-04-04,100.089996337891,100.639999389648,95.2300033569336,96.0899963378906,1314900,96.0899963378906
2014-04-07,95.7099990844727,95.9300003051758,91.7600021362305,93.75,1483700,93.75
2014-04-08,93.4300003051758,96.0400009155273,93.3099975585938,95.870002746582,1329200,95.870002746582
2014-04-09,96.3000030517578,98.4300003051758,95.2900009155273,97.0800018310547,833400,97.0800018310547
2014-04-10,96.8399963378906,97.2699966430664,93.9599990844727,94.8499984741211,1342200,94.8499984741211
2014-04-11,93.7799987792969,94,88.4599990844727,91.0500030517578,2960100,91.0500030517578
2014-04-14,91.8499984741211,93.370002746582,89.620002746582,90.129997253418,1022500,90.129997253418
2014-04-15,91.0800018310547,92.2399978637695,87.6699981689453,90.4199981689453,1329600,90.4199981689453
2014-04-16,91.1699981689453,92.5999984741211,89.7399978637695,90.2200012207031,969400,90.2200012207031
2014-04-17,90.2600021362305,90.7699966430664,86.5699996948242,87.7900009155273,1795000,87.7900009155273
2014-04-21,88.1999969482422,90.7699966430664,88.1999969482422,89.5899963378906,1003500,89.5899963378906
2014-04-22,90.1800003051758,91.2399978637695,88.8600006103516,89.4100036621094,873300,89.4100036621094
2014-04-23,89.4100036621094,89.7399978637695,88.0899963378906,88.2200012207031,672200,88.2200012207031
2014-04-24,88.8499984741211,90.0899963378906,86.8300018310547,89.629997253418,606800,89.629997253418
2014-04-25,89.1999969482422,90.0100021362305,87.5,88.1100006103516,498700,88.1100006103516
2014-04-28,88.4199981689453,89.8099975585938,84.5899963378906,86.5800018310547,1377000,86.5800018310547
2014-04-29,86.5699996948242,87.1600036621094,84.8600006103516,86,763500,86
2014-04-30,85.9499969482422,87.9000015258789,85.3600006103516,87.7099990844727,884600,87.7099990844727
2014-05-01,87.5999984741211,88.129997253418,85.9300003051758,85.9700012207031,1093400,85.9700012207031
2014-05-02,86.3499984741211,88.3899993896484,86.1699981689453,88.120002746582,2345600,88.120002746582
2014-05-05,88.4700012207031,89.2099990844727,86.6100006103516,88.5400009155273,983500,88.5400009155273
2014-05-06,88.2300033569336,89.1600036621094,87.3399963378906,87.5500030517578,1117000,87.5500030517578
2014-05-07,87.1500015258789,88.75,84.4300003051758,84.7900009155273,1402700,84.7900009155273
2014-05-08,84.6399993896484,87.3499984741211,84.6399993896484,85.8600006103516,1021200,85.8600006103516
2014-05-09,85.5800018310547,87.9700012207031,84.7600021362305,87.870002746582,747400,87.870002746582
2014-05-12,88.0500030517578,90.3199996948242,87.7300033569336,89.879997253418,747800,89.879997253418
2014-05-13,89.2399978637695,89.629997253418,87.5699996948242,88.5100021362305,659200,88.5100021362305
2014-05-14,88.4100036621094,88.8499984741211,86.8300018310547,87.1500015258789,569700,87.1500015258789
2014-05-15,87.1100006103516,87.1800003051758,84.7600021362305,86.7600021362305,1189600,86.7600021362305
2014-05-16,86.4899978637695,88.0299987792969,85.2799987792969,87.870002746582,877900,87.870002746582
2014-05-19,87.6500015258789,88.2200012207031,85.6600036621094,86.6699981689453,721600,86.6699981689453
2014-05-20,86.4400024414062,86.4400024414062,85.0500030517578,85.3300018310547,669300,85.3300018310547
2014-05-21,85.8399963378906,86.6699981689453,84.129997253418,84.8199996948242,816800,84.8199996948242
2014-05-22,84.6800003051758,86.2200012207031,84.6800003051758,84.9800033569336,675800,84.9800033569336
2014-05-23,85.1999969482422,85.8600006103516,84.5999984741211,85.4300003051758,666200,85.4300003051758
2014-05-27,85.8000030517578,87.870002746582,85.7900009155273,87.2200012207031,909700,87.2200012207031
2014-05-28,87,87.1699981689453,83.7600021362305,85.4000015258789,1058500,85.4000015258789
2014-05-29,85.6999969482422,85.7600021362305,83.5400009155273,85.0299987792969,1084100,85.0299987792969
2014-05-30,84.9000015258789,85.3899993896484,84.3600006103516,84.9000015258789,677100,84.9000015258789
2014-06-02,85.0500030517578,87.2699966430664,84.7399978637695,86.8000030517578,730800,86.8000030517578
2014-06-03,86.8000030517578,87.1900024414062,86.2200012207031,86.7699966430664,557900,86.7699966430664
2014-06-04,86.5699996948242,87.2600021362305,86.0400009155273,87.0299987792969,383700,87.0299987792969
2014-06-05,87.0899963378906,88,85.5400009155273,85.9300003051758,705700,85.9300003051758
2014-06-06,86.0100021362305,87.1800003051758,85.8099975585938,86.25,739400,86.25
2014-06-09,86.2699966430664,87.0800018310547,85.1399993896484,85.4100036621094,1233700,85.4100036621094
2014-06-10,85.120002746582,85.6399993896484,84.1999969482422,85.3099975585938,3222800,85.3099975585938
2014-06-11,96.1699981689453,98.6100006103516,95.5,97.1100006103516,6442000,97.1100006103516
2014-06-12,96.5400009155273,96.9499969482422,94.8600006103516,95,1770700,95
2014-06-13,94.629997253418,95.5500030517578,94.0899963378906,95.1100006103516,770100,95.1100006103516
2014-06-16,94.9199981689453,95.4400024414062,93.75,94.5,826400,94.5
2014-06-17,94.5,95.3399963378906,94.2600021362305,94.6399993896484,606200,94.6399993896484
2014-06-18,94.3399963378906,95.0500030517578,94.129997253418,94.8899993896484,635800,94.8899993896484
2014-06-19,94.9700012207031,95.5999984741211,94.2699966430664,95.0299987792969,777000,95.0299987792969
2014-06-20,94.7799987792969,95.8499984741211,94.6399993896484,95,974500,95
2014-06-23,95,95.4499969482422,94.1100006103516,94.6699981689453,620100,94.6699981689453
2014-06-24,94.3499984741211,95.0199966430664,93.8300018310547,93.879997253418,815000,93.879997253418
2014-06-25,93.9499969482422,94.3300018310547,92.3000030517578,92.6100006103516,974400,92.6100006103516
2014-06-26,92.8300018310547,93.2900009155273,91.0400009155273,91.3300018310547,911100,91.3300018310547
2014-06-27,91.0699996948242,92.6900024414062,90.8199996948242,92.0899963378906,995300,92.0899963378906
2014-06-30,92.1600036621094,92.7200012207031,91,91.4100036621094,756000,91.4100036621094
2014-07-01,91.629997253418,93.6399993896484,91.629997253418,93.4100036621094,705000,93.4100036621094
2014-07-02,93.2699966430664,95.1699981689453,93.0299987792969,94.5,707400,94.5
2014-07-03,94.8399963378906,96.9499969482422,94.7900009155273,96.4300003051758,695300,96.4300003051758
2014-07-07,96.0899963378906,96.8499984741211,95.5299987792969,96,640900,96
2014-07-08,95.9700012207031,96.0100021362305,94.5199966430664,94.9100036621094,762600,94.9100036621094
2014-07-09,94.4499969482422,95.5100021362305,94.0599975585938,94.4199981689453,558100,94.4199981689453
2014-07-10,93.4599990844727,94.0199966430664,92.1100006103516,92.6900024414062,627700,92.6900024414062
2014-07-11,92.7399978637695,93.4199981689453,91.2099990844727,91.6399993896484,607600,91.6399993896484
2014-07-14,92.5,92.5,90.7699966430664,91.5,792400,91.5
2014-07-15,91.6800003051758,92.3399963378906,90.0999984741211,90.75,632300,90.75
2014-07-16,91.0199966430664,91.0199966430664,89.2399978637695,89.2600021362305,640100,89.2600021362305
2014-07-17,88.879997253418,89.9800033569336,88.1399993896484,89.75,1103300,89.75
2014-07-18,89.9700012207031,90.7799987792969,89.5400009155273,90.4400024414062,588200,90.4400024414062
2014-07-21,90.2399978637695,93.129997253418,90.0800018310547,93.0199966430664,986700,93.0199966430664
2014-07-22,93.75,93.8000030517578,91.5199966430664,92.0899963378906,603000,92.0899963378906
2014-07-23,92.0599975585938,92.370002746582,91.370002746582,92.1999969482422,707100,92.1999969482422
2014-07-24,92.0400009155273,93.3099975585938,91.2699966430664,93.1399993896484,577600,93.1399993896484
2014-07-25,92.6999969482422,93.1100006103516,91.1600036621094,92.6399993896484,578400,92.6399993896484
2014-07-28,92.7699966430664,92.7699966430664,91.7200012207031,92.2900009155273,594100,92.2900009155273
2014-07-29,92.4000015258789,92.6699981689453,91.8199996948242,92.25,469100,92.25
2014-07-30,92.4499969482422,94.2799987792969,92.1800003051758,94.129997253418,763100,94.129997253418
2014-07-31,93.8499984741211,94.3399963378906,92.3000030517578,92.3300018310547,746200,92.3300018310547
2014-08-01,92.3300018310547,93.3899993896484,91.620002746582,93.0599975585938,962200,93.0599975585938
2014-08-04,93.1999969482422,95.1800003051758,93.0999984741211,94.5999984741211,833200,94.5999984741211
2014-08-05,93.9499969482422,95.8899993896484,93.8899993896484,95.3199996948242,681000,95.3199996948242
2014-08-06,95,95.879997253418,94.3300018310547,94.6100006103516,826900,94.6100006103516
2014-08-07,94.8600006103516,95.7699966430664,93.6999969482422,93.9199981689453,508900,93.9199981689453
2014-08-08,94,95,93.9100036621094,95,410700,95
2014-08-11,95.0699996948242,95.5899963378906,94.3499984741211,95.2900009155273,379000,95.2900009155273
2014-08-12,95.4400024414062,95.4400024414062,92.1500015258789,92.9700012207031,661200,92.9700012207031
2014-08-13,92.9899978637695,93.5400009155273,91.7600021362305,92.4499969482422,454200,92.4499969482422
2014-08-14,92.5,94.3899993896484,92.5,93.7300033569336,402900,93.7300033569336
2014-08-15,94.370002746582,94.5,91.9000015258789,93.2399978637695,611000,93.2399978637695
2014-08-18,93.3399963378906,94.8300018310547,93.129997253418,94.5299987792969,441800,94.5299987792969
2014-08-19,94.8499984741211,96.120002746582,94.1900024414062,95.6399993896484,426500,95.6399993896484
2014-08-20,96.0100021362305,99.370002746582,94.8099975585938,97.4899978637695,938700,97.4899978637695
2014-08-21,97.0699996948242,97.9800033569336,95.2600021362305,96,508900,96
2014-08-22,95.8899993896484,97.8499984741211,95.3399963378906,97.2099990844727,489400,97.2099990844727
2014-08-25,97.6699981689453,98.0400009155273,96.7799987792969,97.4000015258789,577200,97.4000015258789
2014-08-26,97.5500030517578,98.9400024414062,97.3899993896484,97.7200012207031,507900,97.7200012207031
2014-08-27,97.75,98.5899963378906,97.629997253418,98.1399993896484,421300,98.1399993896484
2014-08-28,97.8199996948242,98.3000030517578,97.0100021362305,97.9100036621094,354600,97.9100036621094
2014-08-29,98.1500015258789,98.8199996948242,97.1500015258789,97.3099975585938,523300,97.3099975585938
2014-09-02,97.4599990844727,98.4499969482422,96.7699966430664,98.3600006103516,543300,98.3600006103516
2014-09-03,98.5800018310547,99.25,98.0800018310547,99.1600036621094,641900,99.1600036621094
2014-09-04,99.4199981689453,101.769996643066,99.1100006103516,99.5899963378906,825600,99.5899963378906
2014-09-05,99.9100036621094,99.9199981689453,98.0299987792969,99.4499969482422,779900,99.4499969482422
2014-09-08,99.7699966430664,100.099998474121,97.6999969482422,98.1100006103516,871200,98.1100006103516
2014-09-09,98.1100006103516,99.2300033569336,96.5800018310547,96.9899978637695,1183300,96.9899978637695
2014-09-10,97.4300003051758,97.6500015258789,95.8300018310547,96.7799987792969,1095200,96.7799987792969
2014-09-11,96.4499969482422,97.6900024414062,95.8600006103516,97.4800033569336,3685800,97.4800033569336
2014-09-12,114.5,118.199996948242,114.120002746582,114.889999389648,9527700,114.889999389648
2014-09-15,114.610000610352,115.290000915527,113.139999389648,114.410003662109,1609700,114.410003662109
2014-09-16,114.040000915527,116.970001220703,113.199996948242,116.150001525879,1620400,116.150001525879
2014-09-17,116.150001525879,120.569999694824,116.080001831055,118.5,2027200,118.5
2014-09-18,118.720001220703,119.319999694824,117.48999786377,118.400001525879,695000,118.400001525879
2014-09-19,119.23999786377,120.819999694824,119.160003662109,120.379997253418,1460500,120.379997253418
2014-09-22,120.599998474121,121,117.870002746582,118.919998168945,1006300,118.919998168945
2014-09-23,118.029998779297,118.800003051758,116.050003051758,116.050003051758,1101400,116.050003051758
2014-09-24,117.050003051758,120.449996948242,116.910003662109,120.410003662109,959600,120.410003662109
2014-09-25,120.199996948242,121.430000305176,118.819999694824,118.860000610352,806300,118.860000610352
2014-09-26,119.330001831055,119.919998168945,118.389999389648,118.650001525879,734300,118.650001525879
2014-09-29,118.48999786377,118.629997253418,116.900001525879,118.319999694824,771600,118.319999694824
2014-09-30,118.019996643066,120.059997558594,117.519996643066,118.169998168945,742900,118.169998168945
2014-10-01,117.809997558594,118.180000305176,115.169998168945,115.830001831055,874700,115.830001831055
2014-10-02,116,116.440002441406,114.290000915527,115.309997558594,846900,115.309997558594
2014-10-03,116.319999694824,117.220001220703,115.309997558594,116.199996948242,1422500,116.199996948242
2014-10-06,116.699996948242,117.25,115.940002441406,116,633800,116
2014-10-07,114.900001525879,115.629997253418,113.410003662109,113.419998168945,860900,113.419998168945
2014-10-08,113.629997253418,115.48999786377,113.589996337891,114.870002746582,692800,114.870002746582
2014-10-09,114.919998168945,115.75,113.569999694824,114.769996643066,750300,114.769996643066
2014-10-10,114.519996643066,115.23999786377,112.440002441406,114.220001220703,697600,114.220001220703
2014-10-13,113.949996948242,115.5,111.779998779297,113.169998168945,923700,113.169998168945
2014-10-14,114,114.940002441406,111.410003662109,111.959999084473,1270600,111.959999084473
2014-10-15,110.139999389648,111.139999389648,106.870002746582,110.279998779297,1673500,110.279998779297
2014-10-16,109.370002746582,114.309997558594,108.75,113.849998474121,1729600,113.849998474121
2014-10-17,115.389999389648,116.790000915527,114.75,116.569999694824,1141300,116.569999694824
2014-10-20,116.849998474121,120.080001831055,116.080001831055,119.870002746582,1034200,119.870002746582
2014-10-21,120.309997558594,120.970001220703,117.529998779297,118.970001220703,753800,118.970001220703
2014-10-22,119.51000213623,119.949996948242,117.559997558594,117.610000610352,603500,117.610000610352
2014-10-23,118.599998474121,119.919998168945,117.540000915527,117.839996337891,568300,117.839996337891
2014-10-24,118.339996337891,118.419998168945,116.279998779297,117.349998474121,483100,117.349998474121
2014-10-27,117.5,117.959999084473,116,117.720001220703,474900,117.720001220703
2014-10-28,117.949996948242,121.129997253418,117.120002746582,120.970001220703,831000,120.970001220703
2014-10-29,120.970001220703,123.73999786377,119.779998779297,121.559997558594,1042900,121.559997558594
2014-10-30,121.209999084473,122.120002746582,119.900001525879,120.559997558594,481300,120.559997558594
2014-10-31,121.819999694824,122.709999084473,120.120002746582,120.809997558594,469500,120.809997558594
2014-11-03,121.440002441406,122.089996337891,119.25,119.910003662109,954200,119.910003662109
2014-11-04,119.970001220703,120.400001525879,116.910003662109,120.110000610352,959000,120.110000610352
2014-11-05,120.809997558594,121.580001831055,118.120002746582,118.660003662109,633100,118.660003662109
2014-11-06,119.209999084473,123.190002441406,118.25,122.080001831055,1074300,122.080001831055
2014-11-07,122.120002746582,122.919998168945,120.790000915527,121.75,456800,121.75
2014-11-10,121.430000305176,124.120002746582,121,124.080001831055,627600,124.080001831055
2014-11-11,124.199996948242,124.309997558594,121.01000213623,122.180000305176,693100,122.180000305176
2014-11-12,121.699996948242,125.230003356934,121.660003662109,125.040000915527,666100,125.040000915527
2014-11-13,125.639999389648,125.959999084473,123.300003051758,123.919998168945,636200,123.919998168945
2014-11-14,123.769996643066,125.050003051758,123.209999084473,123.75,333600,123.75
2014-11-17,123.360000610352,125.190002441406,122.389999389648,124.199996948242,788200,124.199996948242
2014-11-18,124.199996948242,125.169998168945,123.529998779297,124.879997253418,602600,124.879997253418
2014-11-19,124.279998779297,129.470001220703,124.279998779297,127.26000213623,1099500,127.26000213623
2014-11-20,127.190002441406,128.320007324219,126.819999694824,127.040000915527,477900,127.040000915527
2014-11-21,128.139999389648,128.619995117188,127.029998779297,127.379997253418,741000,127.379997253418
2014-11-24,125.470001220703,126.949996948242,122.300003051758,126.769996643066,1103500,126.769996643066
2014-11-25,126.800003051758,127.839996337891,124.550003051758,125.699996948242,617400,125.699996948242
2014-11-26,125.349998474121,126.069999694824,125.01000213623,125.800003051758,350100,125.800003051758
2014-11-28,126.01000213623,128.320007324219,126.01000213623,126.48999786377,218800,126.48999786377
2014-12-01,126.919998168945,127.290000915527,123.589996337891,124.459999084473,685400,124.459999084473
2014-12-02,125.209999084473,125.650001525879,121.5,122,876900,122
2014-12-03,122.330001831055,125.339996337891,121.870002746582,124.680000305176,992000,124.680000305176
2014-12-04,125.160003662109,126.050003051758,123.599998474121,125.73999786377,1471800,125.73999786377
2014-12-05,132.800003051758,134.5,127.830001831055,129.75,3439400,129.75
2014-12-08,128.570007324219,129.5,125.190002441406,126.98999786377,1167100,126.98999786377
2014-12-09,124.980003356934,127.650001525879,123.809997558594,127.529998779297,724500,127.529998779297
2014-12-10,127.610000610352,128.5,125.190002441406,125.230003356934,732800,125.230003356934
2014-12-11,127.540000915527,130.979995727539,127.529998779297,129.440002441406,1127400,129.440002441406
2014-12-12,128.800003051758,130.309997558594,128.639999389648,128.669998168945,486800,128.669998168945
2014-12-15,129.410003662109,129.460006713867,127,128.339996337891,562400,128.339996337891
2014-12-16,128.279998779297,128.880004882812,126.550003051758,127.279998779297,578500,127.279998779297
2014-12-17,128.009994506836,131.259994506836,126.709999084473,130.860000610352,588300,130.860000610352
2014-12-18,132.25,132.789993286133,128.75,129.699996948242,1157800,129.699996948242
2014-12-19,129.699996948242,129.979995727539,128.039993286133,129.220001220703,1129600,129.220001220703
2014-12-22,129.229995727539,130.839996337891,128.419998168945,128.529998779297,614500,128.529998779297
2014-12-23,128.649993896484,129.600006103516,127.540000915527,128.559997558594,1031400,128.559997558594
2014-12-24,128.690002441406,128.949996948242,127.889999389648,128.179992675781,408600,128.179992675781
2014-12-26,128.399993896484,129.429992675781,127.669998168945,127.830001831055,291300,127.830001831055
2014-12-29,127.870002746582,128.919998168945,127.830001831055,128.759994506836,697900,128.759994506836
2014-12-30,128.300003051758,129.669998168945,128.130004882812,128.770004272461,410900,128.770004272461
2014-12-31,128.710006713867,130.199996948242,127.800003051758,127.839996337891,432900,127.839996337891
2015-01-02,128.130004882812,129.089996337891,125.23999786377,126.839996337891,410800,126.839996337891
2015-01-05,126.309997558594,127.980003356934,125.650001525879,127.150001525879,477400,127.150001525879
2015-01-06,127.050003051758,128.789993286133,124.699996948242,126.949996948242,758200,126.949996948242
2015-01-07,128.779998779297,130.639999389648,127.970001220703,130.580001831055,597200,130.580001831055
2015-01-08,131.529998779297,132.880004882812,131.139999389648,132.240005493164,618400,132.240005493164
2015-01-09,132,132.869995117188,129.839996337891,131.570007324219,574200,131.570007324219
